key,link,team,txt,year
stats,http://stats.ncaa.org/team/77/stats/12240,BYU Cougars,Team Statistics,2016
history,http://stats.ncaa.org/teams/history/MFB/47,Ball St. Cardinals,Team History,2016
people,http://stats.ncaa.org/people/2969?sport_code=MFB,Ball St. Cardinals,Pete Lembo,2016
roster,http://stats.ncaa.org/team/47/roster/12240,Ball St. Cardinals,Roster,2016
stats,http://stats.ncaa.org/team/47/stats/12240,Ball St. Cardinals,Team Statistics,2016
history,http://stats.ncaa.org/teams/history/MFB/51,Baylor Bears,Team History,2016
people,http://stats.ncaa.org/people/21351?sport_code=MFB,Baylor Bears,Art Briles,2016
roster,http://stats.ncaa.org/team/51/roster/12240,Baylor Bears,Roster,2016
stats,http://stats.ncaa.org/team/51/stats/12240,Baylor Bears,Team Statistics,2016
history,http://stats.ncaa.org/teams/history/MFB/66,Boise St. Broncos,Team History,2016
people,http://stats.ncaa.org/people/41686?sport_code=MFB,Boise St. Broncos,Bryan Harsin,2016
roster,http://stats.ncaa.org/team/66/roster/12240,Boise St. Broncos,Roster,2016
stats,http://stats.ncaa.org/team/66/stats/12240,Boise St. Broncos,Team Statistics,2016
history,http://stats.ncaa.org/teams/history/MFB/67,Boston College Eagles,Team History,2016
people,http://stats.ncaa.org/people/38547?sport_code=MFB,Boston College Eagles,Steve Addazio,2016
roster,http://stats.ncaa.org/team/67/roster/12240,Boston College Eagles,Roster,2016
stats,http://stats.ncaa.org/team/67/stats/12240,Boston College Eagles,Team Statistics,2016
history,http://stats.ncaa.org/teams/history/MFB/71,Bowling Green Falcons,Team History,2016
people,http://stats.ncaa.org/people/40968?sport_code=MFB,Bowling Green Falcons,Dino Babers,2016
people,http://stats.ncaa.org/people/45391?sport_code=MFB,Bowling Green Falcons,Brian Ward,2016
roster,http://stats.ncaa.org/team/71/roster/12240,Bowling Green Falcons,Roster,2016
stats,http://stats.ncaa.org/team/71/stats/12240,Bowling Green Falcons,Team Statistics,2016
history,http://stats.ncaa.org/teams/history/MFB/86,Buffalo Bulls,Team History,2016
people,http://stats.ncaa.org/people/31245?sport_code=MFB,Buffalo Bulls,Lance Leipold,2016
roster,http://stats.ncaa.org/team/86/roster/12240,Buffalo Bulls,Roster,2016
stats,http://stats.ncaa.org/team/86/stats/12240,Buffalo Bulls,Team Statistics,2016
history,http://stats.ncaa.org/teams/history/MFB/458,Charlotte 49ers,Team History,2016
people,http://stats.ncaa.org/people/42447?sport_code=MFB,Charlotte 49ers,Brad Lambert,2016
roster,http://stats.ncaa.org/team/458/roster/12240,Charlotte 49ers,Roster,2016
stats,http://stats.ncaa.org/team/458/stats/12240,Charlotte 49ers,Team Statistics,2016
history,http://stats.ncaa.org/teams/history/MFB/140,Cincinnati Bearcats,Team History,2016
people,http://stats.ncaa.org/people/3821?sport_code=MFB,Cincinnati Bearcats,Tommy Tuberville,2016
roster,http://stats.ncaa.org/team/140/roster/12240,Cincinnati Bearcats,Roster,2016
stats,http://stats.ncaa.org/team/140/stats/12240,Cincinnati Bearcats,Team Statistics,2016
history,http://stats.ncaa.org/teams/history/MFB/147,Clemson Tigers,Team History,2016
people,http://stats.ncaa.org/people/34932?sport_code=MFB,Clemson Tigers,Dabo Swinney,2016
roster,http://stats.ncaa.org/team/147/roster/12240,Clemson Tigers,Roster,2016
stats,http://stats.ncaa.org/team/147/stats/12240,Clemson Tigers,Team Statistics,2016
history,http://stats.ncaa.org/teams/history/MFB/157,Colorado Buffaloes,Team History,2016
people,http://stats.ncaa.org/people/37033?sport_code=MFB,Colorado Buffaloes,Mike MacIntyre,2016
roster,http://stats.ncaa.org/team/157/roster/12240,Colorado Buffaloes,Roster,2016
stats,http://stats.ncaa.org/team/157/stats/12240,Colorado Buffaloes,Team Statistics,2016
history,http://stats.ncaa.org/teams/history/MFB/156,Colorado St. Rams,Team History,2016
people,http://stats.ncaa.org/people/44007?sport_code=MFB,Colorado St. Rams,Mike Bobo,2016
roster,http://stats.ncaa.org/team/156/roster/12240,Colorado St. Rams,Roster,2016
stats,http://stats.ncaa.org/team/156/stats/12240,Colorado St. Rams,Team Statistics,2016
history,http://stats.ncaa.org/teams/history/MFB/193,Duke Blue Devils,Team History,2016
people,http://stats.ncaa.org/people/856?sport_code=MFB,Duke Blue Devils,David Cutcliffe,2016
roster,http://stats.ncaa.org/team/193/roster/12240,Duke Blue Devils,Roster,2016
stats,http://stats.ncaa.org/team/193/stats/12240,Duke Blue Devils,Team Statistics,2016
history,http://stats.ncaa.org/teams/history/MFB/204,Eastern Mich. Eagles,Team History,2016
people,http://stats.ncaa.org/people/617?sport_code=MFB,Eastern Mich. Eagles,Chris Creighton,2016
roster,http://stats.ncaa.org/team/204/roster/12240,Eastern Mich. Eagles,Roster,2016
stats,http://stats.ncaa.org/team/204/stats/12240,Eastern Mich. Eagles,Team Statistics,2016
history,http://stats.ncaa.org/teams/history/MFB/231,FIU Panthers,Team History,2016
people,http://stats.ncaa.org/people/3283?sport_code=MFB,FIU Panthers,Ron Turner,2016
roster,http://stats.ncaa.org/team/231/roster/12240,FIU Panthers,Roster,2016
stats,http://stats.ncaa.org/team/231/stats/12240,FIU Panthers,Team Statistics,2016
history,http://stats.ncaa.org/teams/history/MFB/229,Fla. Atlantic Owls,Team History,2016
people,http://stats.ncaa.org/people/42982?sport_code=MFB,Fla. Atlantic Owls,Charlie Partridge,2016
roster,http://stats.ncaa.org/team/229/roster/12240,Fla. Atlantic Owls,Roster,2016
stats,http://stats.ncaa.org/team/229/stats/12240,Fla. Atlantic Owls,Team Statistics,2016
history,http://stats.ncaa.org/teams/history/MFB/235,Florida Gators,Team History,2016
people,http://stats.ncaa.org/people/40992?sport_code=MFB,Florida Gators,Jim McElwain,2016
roster,http://stats.ncaa.org/team/235/roster/12240,Florida Gators,Roster,2016
stats,http://stats.ncaa.org/team/235/stats/12240,Florida Gators,Team Statistics,2016
history,http://stats.ncaa.org/teams/history/MFB/234,Florida St. Seminoles,Team History,2016
people,http://stats.ncaa.org/people/37001?sport_code=MFB,Florida St. Seminoles,Jimbo Fisher,2016
roster,http://stats.ncaa.org/team/234/roster/12240,Florida St. Seminoles,Roster,2016
stats,http://stats.ncaa.org/team/234/stats/12240,Florida St. Seminoles,Team Statistics,2016
history,http://stats.ncaa.org/teams/history/MFB/96,Fresno St. Bulldogs,Team History,2016
people,http://stats.ncaa.org/people/40878?sport_code=MFB,Fresno St. Bulldogs,Tim DeRuyter,2016
roster,http://stats.ncaa.org/team/96/roster/12240,Fresno St. Bulldogs,Roster,2016
stats,http://stats.ncaa.org/team/96/stats/12240,Fresno St. Bulldogs,Team Statistics,2016
history,http://stats.ncaa.org/teams/history/MFB/253,Ga. Southern Eagles,Team History,2016
people,http://stats.ncaa.org/people/3953?sport_code=MFB,Ga. Southern Eagles,Willie Fritz,2016
people,http://stats.ncaa.org/people/45396?sport_code=MFB,Ga. Southern Eagles,Dell McGee,2016
roster,http://stats.ncaa.org/team/253/roster/12240,Ga. Southern Eagles,Roster,2016
stats,http://stats.ncaa.org/team/253/stats/12240,Ga. Southern Eagles,Team Statistics,2016
history,http://stats.ncaa.org/teams/history/MFB/257,Georgia Bulldogs,Team History,2016
people,http://stats.ncaa.org/people/2504?sport_code=MFB,Georgia Bulldogs,Mark Richt,2016
people,http://stats.ncaa.org/people/45385?sport_code=MFB,Georgia Bulldogs,Bryan McClendon,2016
roster,http://stats.ncaa.org/team/257/roster/12240,Georgia Bulldogs,Roster,2016
stats,http://stats.ncaa.org/team/257/stats/12240,Georgia Bulldogs,Team Statistics,2016
history,http://stats.ncaa.org/teams/history/MFB/254,Georgia St. Panthers,Team History,2016
people,http://stats.ncaa.org/people/33449?sport_code=MFB,Georgia St. Panthers,Trent Miles,2016
roster,http://stats.ncaa.org/team/254/roster/12240,Georgia St. Panthers,Roster,2016
stats,http://stats.ncaa.org/team/254/stats/12240,Georgia St. Panthers,Team Statistics,2016
history,http://stats.ncaa.org/teams/history/MFB/255,Georgia Tech Yellow Jackets,Team History,2016
people,http://stats.ncaa.org/people/2926?sport_code=MFB,Georgia Tech Yellow Jackets,Paul Johnson,2016
roster,http://stats.ncaa.org/team/255/roster/12240,Georgia Tech Yellow Jackets,Roster,2016
stats,http://stats.ncaa.org/team/255/stats/12240,Georgia Tech Yellow Jackets,Team Statistics,2016
history,http://stats.ncaa.org/teams/history/MFB/277,Hawaii Rainbow Warriors,Team History,2016
people,http://stats.ncaa.org/people/40879?sport_code=MFB,Hawaii Rainbow Warriors,Norm Chow,2016
people,http://stats.ncaa.org/people/44833?sport_code=MFB,Hawaii Rainbow Warriors,Chris Naeole,2016
roster,http://stats.ncaa.org/team/277/roster/12240,Hawaii Rainbow Warriors,Roster,2016
stats,http://stats.ncaa.org/team/277/stats/12240,Hawaii Rainbow Warriors,Team Statistics,2016
history,http://stats.ncaa.org/teams/history/MFB/288,Houston Cougars,Team History,2016
people,http://stats.ncaa.org/people/44011?sport_code=MFB,Houston Cougars,Tom Herman,2016
roster,http://stats.ncaa.org/team/288/roster/12240,Houston Cougars,Roster,2016
stats,http://stats.ncaa.org/team/288/stats/12240,Houston Cougars,Team Statistics,2016
history,http://stats.ncaa.org/teams/history/MFB/295,Idaho Vandals,Team History,2016
people,http://stats.ncaa.org/people/41709?sport_code=MFB,Idaho Vandals,Paul Petrino,2016
roster,http://stats.ncaa.org/team/295/roster/12240,Idaho Vandals,Roster,2016
stats,http://stats.ncaa.org/team/295/stats/12240,Idaho Vandals,Team Statistics,2016
history,http://stats.ncaa.org/teams/history/MFB/301,Illinois Fighting Illini,Team History,2016
people,http://stats.ncaa.org/people/25081?sport_code=MFB,Illinois Fighting Illini,Bill Cubit,2016
roster,http://stats.ncaa.org/team/301/roster/12240,Illinois Fighting Illini,Roster,2016
stats,http://stats.ncaa.org/team/301/stats/12240,Illinois Fighting Illini,Team Statistics,2016
history,http://stats.ncaa.org/teams/history/MFB/306,Indiana Hoosiers,Team History,2016
people,http://stats.ncaa.org/people/38534?sport_code=MFB,Indiana Hoosiers,Kevin Wilson,2016
roster,http://stats.ncaa.org/team/306/roster/12240,Indiana Hoosiers,Roster,2016
stats,http://stats.ncaa.org/team/306/stats/12240,Indiana Hoosiers,Team Statistics,2016
history,http://stats.ncaa.org/teams/history/MFB/312,Iowa Hawkeyes,Team History,2016
people,http://stats.ncaa.org/people/2233?sport_code=MFB,Iowa Hawkeyes,Kirk Ferentz,2016
roster,http://stats.ncaa.org/team/312/roster/12240,Iowa Hawkeyes,Roster,2016
stats,http://stats.ncaa.org/team/312/stats/12240,Iowa Hawkeyes,Team Statistics,2016
history,http://stats.ncaa.org/teams/history/MFB/311,Iowa St. Cyclones,Team History,2016
people,http://stats.ncaa.org/people/35865?sport_code=MFB,Iowa St. Cyclones,Paul Rhoads,2016
roster,http://stats.ncaa.org/team/311/roster/12240,Iowa St. Cyclones,Roster,2016
stats,http://stats.ncaa.org/team/311/stats/12240,Iowa St. Cyclones,Team Statistics,2016
history,http://stats.ncaa.org/teams/history/MFB/328,Kansas Jayhawks,Team History,2016
people,http://stats.ncaa.org/people/44013?sport_code=MFB,Kansas Jayhawks,David Beaty,2016
roster,http://stats.ncaa.org/team/328/roster/12240,Kansas Jayhawks,Roster,2016
stats,http://stats.ncaa.org/team/328/stats/12240,Kansas Jayhawks,Team Statistics,2016
history,http://stats.ncaa.org/teams/history/MFB/327,Kansas St. Wildcats,Team History,2016
people,http://stats.ncaa.org/people/253?sport_code=MFB,Kansas St. Wildcats,Bill Snyder,2016
roster,http://stats.ncaa.org/team/327/roster/12240,Kansas St. Wildcats,Roster,2016
stats,http://stats.ncaa.org/team/327/stats/12240,Kansas St. Wildcats,Team Statistics,2016
history,http://stats.ncaa.org/teams/history/MFB/331,Kent St. Golden Flashes,Team History,2016
people,http://stats.ncaa.org/people/41500?sport_code=MFB,Kent St. Golden Flashes,Paul Haynes,2016
roster,http://stats.ncaa.org/team/331/roster/12240,Kent St. Golden Flashes,Roster,2016
stats,http://stats.ncaa.org/team/331/stats/12240,Kent St. Golden Flashes,Team Statistics,2016
history,http://stats.ncaa.org/teams/history/MFB/334,Kentucky Wildcats,Team History,2016
people,http://stats.ncaa.org/people/41710?sport_code=MFB,Kentucky Wildcats,Mark Stoops,2016
roster,http://stats.ncaa.org/team/334/roster/12240,Kentucky Wildcats,Roster,2016
stats,http://stats.ncaa.org/team/334/stats/12240,Kentucky Wildcats,Team Statistics,2016
history,http://stats.ncaa.org/teams/history/MFB/498,La.-Monroe Warhawks,Team History,2016
people,http://stats.ncaa.org/people/3710?sport_code=MFB,La.-Monroe Warhawks,Todd Berry,2016
people,http://stats.ncaa.org/people/25201?sport_code=MFB,La.-Monroe Warhawks,John Mumford,2016
roster,http://stats.ncaa.org/team/498/roster/12240,La.-Monroe Warhawks,Roster,2016
stats,http://stats.ncaa.org/team/498/stats/12240,La.-Monroe Warhawks,Team Statistics,2016
history,http://stats.ncaa.org/teams/history/MFB/671,Louisiana Ragin' Cajuns,Team History,2016
people,http://stats.ncaa.org/people/20684?sport_code=MFB,Louisiana Ragin' Cajuns,Mark Hudspeth,2016
roster,http://stats.ncaa.org/team/671/roster/12240,Louisiana Ragin' Cajuns,Roster,2016
stats,http://stats.ncaa.org/team/671/stats/12240,Louisiana Ragin' Cajuns,Team Statistics,2016
history,http://stats.ncaa.org/teams/history/MFB/366,Louisiana Tech Bulldogs,Team History,2016
people,http://stats.ncaa.org/people/25072?sport_code=MFB,Louisiana Tech Bulldogs,Skip Holtz,2016
roster,http://stats.ncaa.org/team/366/roster/12240,Louisiana Tech Bulldogs,Roster,2016
stats,http://stats.ncaa.org/team/366/stats/12240,Louisiana Tech Bulldogs,Team Statistics,2016
history,http://stats.ncaa.org/teams/history/MFB/367,Louisville Cardinals,Team History,2016
people,http://stats.ncaa.org/people/21353?sport_code=MFB,Louisville Cardinals,Bobby Petrino,2016
roster,http://stats.ncaa.org/team/367/roster/12240,Louisville Cardinals,Roster,2016
stats,http://stats.ncaa.org/team/367/stats/12240,Louisville Cardinals,Team Statistics,2016
history,http://stats.ncaa.org/teams/history/MFB/388,Marshall Thundering Herd,Team History,2016
people,http://stats.ncaa.org/people/37007?sport_code=MFB,Marshall Thundering Herd,"John ""Doc"" Holliday",2016
roster,http://stats.ncaa.org/team/388/roster/12240,Marshall Thundering Herd,Roster,2016
stats,http://stats.ncaa.org/team/388/stats/12240,Marshall Thundering Herd,Team Statistics,2016
history,http://stats.ncaa.org/teams/history/MFB/392,"Maryland Terrapins, Terps",Team History,2016
people,http://stats.ncaa.org/people/3032?sport_code=MFB,"Maryland Terrapins, Terps",Randy Edsall,2016
people,http://stats.ncaa.org/people/35868?sport_code=MFB,"Maryland Terrapins, Terps",Mike Locksley,2016
roster,http://stats.ncaa.org/team/392/roster/12240,"Maryland Terrapins, Terps",Roster,2016
stats,http://stats.ncaa.org/team/392/stats/12240,"Maryland Terrapins, Terps",Team Statistics,2016
history,http://stats.ncaa.org/teams/history/MFB/400,Massachusetts Minutemen,Team History,2016
people,http://stats.ncaa.org/people/2517?sport_code=MFB,Massachusetts Minutemen,Mark Whipple,2016
roster,http://stats.ncaa.org/team/400/roster/12240,Massachusetts Minutemen,Roster,2016
stats,http://stats.ncaa.org/team/400/stats/12240,Massachusetts Minutemen,Team Statistics,2016
history,http://stats.ncaa.org/teams/history/MFB/404,Memphis Tigers,Team History,2016
people,http://stats.ncaa.org/people/40881?sport_code=MFB,Memphis Tigers,Justin Fuente,2016
people,http://stats.ncaa.org/people/789?sport_code=MFB,Memphis Tigers,Darrell Dickey,2016
roster,http://stats.ncaa.org/team/404/roster/12240,Memphis Tigers,Roster,2016
stats,http://stats.ncaa.org/team/404/stats/12240,Memphis Tigers,Team Statistics,2016
history,http://stats.ncaa.org/teams/history/MFB/415,Miami (FL) Hurricanes,Team History,2016
people,http://stats.ncaa.org/people/28007?sport_code=MFB,Miami (FL) Hurricanes,Al Golden,2016
people,http://stats.ncaa.org/people/44834?sport_code=MFB,Miami (FL) Hurricanes,Larry Scott,2016
roster,http://stats.ncaa.org/team/415/roster/12240,Miami (FL) Hurricanes,Roster,2016
stats,http://stats.ncaa.org/team/415/stats/12240,Miami (FL) Hurricanes,Team Statistics,2016
history,http://stats.ncaa.org/teams/history/MFB/414,Miami (OH) RedHawks,Team History,2016
people,http://stats.ncaa.org/people/22568?sport_code=MFB,Miami (OH) RedHawks,Chuck Martin,2016
roster,http://stats.ncaa.org/team/414/roster/12240,Miami (OH) RedHawks,Roster,2016
stats,http://stats.ncaa.org/team/414/stats/12240,Miami (OH) RedHawks,Team Statistics,2016
history,http://stats.ncaa.org/teams/history/MFB/418,Michigan Wolverines,Team History,2016
people,http://stats.ncaa.org/people/25070?sport_code=MFB,Michigan Wolverines,Jim Harbaugh,2016
roster,http://stats.ncaa.org/team/418/roster/12240,Michigan Wolverines,Roster,2016
stats,http://stats.ncaa.org/team/418/stats/12240,Michigan Wolverines,Team Statistics,2016
history,http://stats.ncaa.org/teams/history/MFB/416,Michigan St. Spartans,Team History,2016
people,http://stats.ncaa.org/people/24978?sport_code=MFB,Michigan St. Spartans,Mark Dantonio,2016
roster,http://stats.ncaa.org/team/416/roster/12240,Michigan St. Spartans,Roster,2016
stats,http://stats.ncaa.org/team/416/stats/12240,Michigan St. Spartans,Team Statistics,2016
history,http://stats.ncaa.org/teams/history/MFB/419,Middle Tenn. Blue Raiders,Team History,2016
people,http://stats.ncaa.org/people/28004?sport_code=MFB,Middle Tenn. Blue Raiders,Rick Stockstill,2016
roster,http://stats.ncaa.org/team/419/roster/12240,Middle Tenn. Blue Raiders,Roster,2016
stats,http://stats.ncaa.org/team/419/stats/12240,Middle Tenn. Blue Raiders,Team Statistics,2016
history,http://stats.ncaa.org/teams/history/MFB/428,Minnesota Golden Gophers,Team History,2016
people,http://stats.ncaa.org/people/1673?sport_code=MFB,Minnesota Golden Gophers,Jerry Kill,2016
people,http://stats.ncaa.org/people/44835?sport_code=MFB,Minnesota Golden Gophers,Tracy Claeys,2016
roster,http://stats.ncaa.org/team/428/roster/12240,Minnesota Golden Gophers,Roster,2016
stats,http://stats.ncaa.org/team/428/stats/12240,Minnesota Golden Gophers,Team Statistics,2016
history,http://stats.ncaa.org/teams/history/MFB/430,Mississippi St. Bulldogs,Team History,2016
people,http://stats.ncaa.org/people/35867?sport_code=MFB,Mississippi St. Bulldogs,Dan Mullen,2016
roster,http://stats.ncaa.org/team/430/roster/12240,Mississippi St. Bulldogs,Roster,2016
stats,http://stats.ncaa.org/team/430/stats/12240,Mississippi St. Bulldogs,Team Statistics,2016
history,http://stats.ncaa.org/teams/history/MFB/490,NC State Wolfpack,Team History,2016
people,http://stats.ncaa.org/people/38542?sport_code=MFB,NC State Wolfpack,Dave Doeren,2016
roster,http://stats.ncaa.org/team/490/roster/12240,NC State Wolfpack,Roster,2016
stats,http://stats.ncaa.org/team/490/stats/12240,NC State Wolfpack,Team Statistics,2016
history,http://stats.ncaa.org/teams/history/MFB/726,Navy Midshipmen,Team History,2016
people,http://stats.ncaa.org/people/33422?sport_code=MFB,Navy Midshipmen,Ken Niumatalolo,2016
roster,http://stats.ncaa.org/team/726/roster/12240,Navy Midshipmen,Roster,2016
stats,http://stats.ncaa.org/team/726/stats/12240,Navy Midshipmen,Team Statistics,2016
history,http://stats.ncaa.org/teams/history/MFB/463,"Nebraska Cornhuskers, Huskers",Team History,2016
people,http://stats.ncaa.org/people/15427?sport_code=MFB,"Nebraska Cornhuskers, Huskers",Mike Riley,2016
roster,http://stats.ncaa.org/team/463/roster/12240,"Nebraska Cornhuskers, Huskers",Roster,2016
stats,http://stats.ncaa.org/team/463/stats/12240,"Nebraska Cornhuskers, Huskers",Team Statistics,2016
history,http://stats.ncaa.org/teams/history/MFB/466,Nevada Wolf Pack,Team History,2016
people,http://stats.ncaa.org/people/41711?sport_code=MFB,Nevada Wolf Pack,Brian Polian,2016
roster,http://stats.ncaa.org/team/466/roster/12240,Nevada Wolf Pack,Roster,2016
stats,http://stats.ncaa.org/team/466/stats/12240,Nevada Wolf Pack,Team Statistics,2016
history,http://stats.ncaa.org/teams/history/MFB/473,New Mexico Lobos,Team History,2016
people,http://stats.ncaa.org/people/304?sport_code=MFB,New Mexico Lobos,Bob Davie,2016
roster,http://stats.ncaa.org/team/473/roster/12240,New Mexico Lobos,Roster,2016
stats,http://stats.ncaa.org/team/473/stats/12240,New Mexico Lobos,Team Statistics,2016
history,http://stats.ncaa.org/teams/history/MFB/472,New Mexico St. Aggies,Team History,2016
people,http://stats.ncaa.org/people/1061?sport_code=MFB,New Mexico St. Aggies,Doug Martin,2016
roster,http://stats.ncaa.org/team/472/roster/12240,New Mexico St. Aggies,Roster,2016
stats,http://stats.ncaa.org/team/472/stats/12240,New Mexico St. Aggies,Team Statistics,2016
history,http://stats.ncaa.org/teams/history/MFB/457,North Carolina Tar Heels,Team History,2016
people,http://stats.ncaa.org/people/33424?sport_code=MFB,North Carolina Tar Heels,Larry Fedora,2016
roster,http://stats.ncaa.org/team/457/roster/12240,North Carolina Tar Heels,Roster,2016
stats,http://stats.ncaa.org/team/457/stats/12240,North Carolina Tar Heels,Team Statistics,2016
history,http://stats.ncaa.org/teams/history/MFB/497,North Texas Mean Green,Team History,2016
people,http://stats.ncaa.org/people/750?sport_code=MFB,North Texas Mean Green,Dan McCarney,2016
people,http://stats.ncaa.org/people/38229?sport_code=MFB,North Texas Mean Green,Mike Canales,2016
roster,http://stats.ncaa.org/team/497/roster/12240,North Texas Mean Green,Roster,2016
stats,http://stats.ncaa.org/team/497/stats/12240,North Texas Mean Green,Team Statistics,2016
history,http://stats.ncaa.org/teams/history/MFB/503,Northern Ill. Huskies,Team History,2016
people,http://stats.ncaa.org/people/41712?sport_code=MFB,Northern Ill. Huskies,Rod Carey,2016
roster,http://stats.ncaa.org/team/503/roster/12240,Northern Ill. Huskies,Roster,2016
stats,http://stats.ncaa.org/team/503/stats/12240,Northern Ill. Huskies,Team Statistics,2016
history,http://stats.ncaa.org/teams/history/MFB/509,Northwestern Wildcats,Team History,2016
people,http://stats.ncaa.org/people/29792?sport_code=MFB,Northwestern Wildcats,Pat Fitzgerald,2016
roster,http://stats.ncaa.org/team/509/roster/12240,Northwestern Wildcats,Roster,2016
stats,http://stats.ncaa.org/team/509/stats/12240,Northwestern Wildcats,Team Statistics,2016
history,http://stats.ncaa.org/teams/history/MFB/513,Notre Dame Fighting Irish,Team History,2016
people,http://stats.ncaa.org/people/434?sport_code=MFB,Notre Dame Fighting Irish,Brian Kelly,2016
roster,http://stats.ncaa.org/team/513/roster/12240,Notre Dame Fighting Irish,Roster,2016
stats,http://stats.ncaa.org/team/513/stats/12240,Notre Dame Fighting Irish,Team Statistics,2016
history,http://stats.ncaa.org/teams/history/MFB/519,Ohio Bobcats,Team History,2016
people,http://stats.ncaa.org/people/1208?sport_code=MFB,Ohio Bobcats,Frank Solich,2016
roster,http://stats.ncaa.org/team/519/roster/12240,Ohio Bobcats,Roster,2016
stats,http://stats.ncaa.org/team/519/stats/12240,Ohio Bobcats,Team Statistics,2016
history,http://stats.ncaa.org/teams/history/MFB/518,Ohio St. Buckeyes,Team History,2016
people,http://stats.ncaa.org/people/3864?sport_code=MFB,Ohio St. Buckeyes,Urban Meyer,2016
roster,http://stats.ncaa.org/team/518/roster/12240,Ohio St. Buckeyes,Roster,2016
stats,http://stats.ncaa.org/team/518/stats/12240,Ohio St. Buckeyes,Team Statistics,2016
history,http://stats.ncaa.org/teams/history/MFB/522,Oklahoma Sooners,Team History,2016
people,http://stats.ncaa.org/people/358?sport_code=MFB,Oklahoma Sooners,Bob Stoops,2016
roster,http://stats.ncaa.org/team/522/roster/12240,Oklahoma Sooners,Roster,2016
stats,http://stats.ncaa.org/team/522/stats/12240,Oklahoma Sooners,Team Statistics,2016
history,http://stats.ncaa.org/teams/history/MFB/521,Oklahoma St. Cowboys,Team History,2016
people,http://stats.ncaa.org/people/25077?sport_code=MFB,Oklahoma St. Cowboys,Mike Gundy,2016
roster,http://stats.ncaa.org/team/521/roster/12240,Oklahoma St. Cowboys,Roster,2016
stats,http://stats.ncaa.org/team/521/stats/12240,Oklahoma St. Cowboys,Team Statistics,2016
history,http://stats.ncaa.org/teams/history/MFB/523,Old Dominion Monarchs,Team History,2016
people,http://stats.ncaa.org/people/31380?sport_code=MFB,Old Dominion Monarchs,Bobby Wilder,2016
roster,http://stats.ncaa.org/team/523/roster/12240,Old Dominion Monarchs,Roster,2016
stats,http://stats.ncaa.org/team/523/stats/12240,Old Dominion Monarchs,Team Statistics,2016
history,http://stats.ncaa.org/teams/history/MFB/433,Ole Miss Rebels,Team History,2016
people,http://stats.ncaa.org/people/38512?sport_code=MFB,Ole Miss Rebels,Hugh Freeze,2016
roster,http://stats.ncaa.org/team/433/roster/12240,Ole Miss Rebels,Roster,2016
stats,http://stats.ncaa.org/team/433/stats/12240,Ole Miss Rebels,Team Statistics,2016
history,http://stats.ncaa.org/teams/history/MFB/529,Oregon Ducks,Team History,2016
people,http://stats.ncaa.org/people/41683?sport_code=MFB,Oregon Ducks,Mark Helfrich,2016
roster,http://stats.ncaa.org/team/529/roster/12240,Oregon Ducks,Roster,2016
stats,http://stats.ncaa.org/team/529/stats/12240,Oregon Ducks,Team Statistics,2016
history,http://stats.ncaa.org/teams/history/MFB/528,Oregon St. Beavers,Team History,2016
people,http://stats.ncaa.org/people/35874?sport_code=MFB,Oregon St. Beavers,Gary Andersen,2016
roster,http://stats.ncaa.org/team/528/roster/12240,Oregon St. Beavers,Roster,2016
stats,http://stats.ncaa.org/team/528/stats/12240,Oregon St. Beavers,Team Statistics,2016
history,http://stats.ncaa.org/teams/history/MFB/539,Penn St. Nittany Lions,Team History,2016
people,http://stats.ncaa.org/people/38549?sport_code=MFB,Penn St. Nittany Lions,James Franklin,2016
roster,http://stats.ncaa.org/team/539/roster/12240,Penn St. Nittany Lions,Roster,2016
stats,http://stats.ncaa.org/team/539/stats/12240,Penn St. Nittany Lions,Team Statistics,2016
history,http://stats.ncaa.org/teams/history/MFB/545,Pittsburgh Panthers,Team History,2016
people,http://stats.ncaa.org/people/44019?sport_code=MFB,Pittsburgh Panthers,Pat Narduzzi,2016
roster,http://stats.ncaa.org/team/545/roster/12240,Pittsburgh Panthers,Roster,2016
stats,http://stats.ncaa.org/team/545/stats/12240,Pittsburgh Panthers,Team Statistics,2016
history,http://stats.ncaa.org/teams/history/MFB/559,Purdue Boilermakers,Team History,2016
people,http://stats.ncaa.org/people/38535?sport_code=MFB,Purdue Boilermakers,Darrell Hazell,2016
roster,http://stats.ncaa.org/team/559/roster/12240,Purdue Boilermakers,Roster,2016
stats,http://stats.ncaa.org/team/559/stats/12240,Purdue Boilermakers,Team Statistics,2016
history,http://stats.ncaa.org/teams/history/MFB/574,Rice Owls,Team History,2016
people,http://stats.ncaa.org/people/25058?sport_code=MFB,Rice Owls,David Bailiff,2016
roster,http://stats.ncaa.org/team/574/roster/12240,Rice Owls,Roster,2016
stats,http://stats.ncaa.org/team/574/stats/12240,Rice Owls,Team Statistics,2016
history,http://stats.ncaa.org/teams/history/MFB/587,Rutgers Scarlet Knights,Team History,2016
people,http://stats.ncaa.org/people/37122?sport_code=MFB,Rutgers Scarlet Knights,Kyle Flood,2016
roster,http://stats.ncaa.org/team/587/roster/12240,Rutgers Scarlet Knights,Roster,2016
stats,http://stats.ncaa.org/team/587/stats/12240,Rutgers Scarlet Knights,Team Statistics,2016
history,http://stats.ncaa.org/teams/history/MFB/663,SMU Mustangs,Team History,2016
people,http://stats.ncaa.org/people/44023?sport_code=MFB,SMU Mustangs,Chad Morris,2016
roster,http://stats.ncaa.org/team/663/roster/12240,SMU Mustangs,Roster,2016
