key,link,team,txt,year
roster,http://stats.ncaa.org/team/277/roster/11520,Hawaii Rainbow Warriors,Roster,2014
stats,http://stats.ncaa.org/team/277/stats/11520,Hawaii Rainbow Warriors,Team Statistics,2014
history,http://stats.ncaa.org/teams/history/MFB/288,Houston Cougars,Team History,2014
people,http://stats.ncaa.org/people/40880?sport_code=MFB,Houston Cougars,Tony Levine,2014
roster,http://stats.ncaa.org/team/288/roster/11520,Houston Cougars,Roster,2014
stats,http://stats.ncaa.org/team/288/stats/11520,Houston Cougars,Team Statistics,2014
history,http://stats.ncaa.org/teams/history/MFB/295,Idaho Vandals,Team History,2014
people,http://stats.ncaa.org/people/41709?sport_code=MFB,Idaho Vandals,Paul Petrino,2014
roster,http://stats.ncaa.org/team/295/roster/11520,Idaho Vandals,Roster,2014
stats,http://stats.ncaa.org/team/295/stats/11520,Idaho Vandals,Team Statistics,2014
history,http://stats.ncaa.org/teams/history/MFB/301,Illinois Fighting Illini,Team History,2014
people,http://stats.ncaa.org/people/35872?sport_code=MFB,Illinois Fighting Illini,Tim Beckman,2014
roster,http://stats.ncaa.org/team/301/roster/11520,Illinois Fighting Illini,Roster,2014
stats,http://stats.ncaa.org/team/301/stats/11520,Illinois Fighting Illini,Team Statistics,2014
history,http://stats.ncaa.org/teams/history/MFB/306,Indiana Hoosiers,Team History,2014
people,http://stats.ncaa.org/people/38534?sport_code=MFB,Indiana Hoosiers,Kevin Wilson,2014
roster,http://stats.ncaa.org/team/306/roster/11520,Indiana Hoosiers,Roster,2014
stats,http://stats.ncaa.org/team/306/stats/11520,Indiana Hoosiers,Team Statistics,2014
history,http://stats.ncaa.org/teams/history/MFB/312,Iowa Hawkeyes,Team History,2014
people,http://stats.ncaa.org/people/2233?sport_code=MFB,Iowa Hawkeyes,Kirk Ferentz,2014
roster,http://stats.ncaa.org/team/312/roster/11520,Iowa Hawkeyes,Roster,2014
stats,http://stats.ncaa.org/team/312/stats/11520,Iowa Hawkeyes,Team Statistics,2014
history,http://stats.ncaa.org/teams/history/MFB/311,Iowa St. Cyclones,Team History,2014
people,http://stats.ncaa.org/people/35865?sport_code=MFB,Iowa St. Cyclones,Paul Rhoads,2014
roster,http://stats.ncaa.org/team/311/roster/11520,Iowa St. Cyclones,Roster,2014
stats,http://stats.ncaa.org/team/311/stats/11520,Iowa St. Cyclones,Team Statistics,2014
history,http://stats.ncaa.org/teams/history/MFB/328,Kansas Jayhawks,Team History,2014
people,http://stats.ncaa.org/people/25046?sport_code=MFB,Kansas Jayhawks,Charlie Weis,2014
roster,http://stats.ncaa.org/team/328/roster/11520,Kansas Jayhawks,Roster,2014
stats,http://stats.ncaa.org/team/328/stats/11520,Kansas Jayhawks,Team Statistics,2014
history,http://stats.ncaa.org/teams/history/MFB/327,Kansas St. Wildcats,Team History,2014
people,http://stats.ncaa.org/people/253?sport_code=MFB,Kansas St. Wildcats,Bill Snyder,2014
roster,http://stats.ncaa.org/team/327/roster/11520,Kansas St. Wildcats,Roster,2014
stats,http://stats.ncaa.org/team/327/stats/11520,Kansas St. Wildcats,Team Statistics,2014
history,http://stats.ncaa.org/teams/history/MFB/331,Kent St. Golden Flashes,Team History,2014
people,http://stats.ncaa.org/people/41500?sport_code=MFB,Kent St. Golden Flashes,Paul Haynes,2014
roster,http://stats.ncaa.org/team/331/roster/11520,Kent St. Golden Flashes,Roster,2014
stats,http://stats.ncaa.org/team/331/stats/11520,Kent St. Golden Flashes,Team Statistics,2014
history,http://stats.ncaa.org/teams/history/MFB/334,Kentucky Wildcats,Team History,2014
people,http://stats.ncaa.org/people/41710?sport_code=MFB,Kentucky Wildcats,Mark Stoops,2014
roster,http://stats.ncaa.org/team/334/roster/11520,Kentucky Wildcats,Roster,2014
stats,http://stats.ncaa.org/team/334/stats/11520,Kentucky Wildcats,Team Statistics,2014
history,http://stats.ncaa.org/teams/history/MFB/365,LSU Fighting Tigers,Team History,2014
people,http://stats.ncaa.org/people/2361?sport_code=MFB,LSU Fighting Tigers,Les Miles,2014
roster,http://stats.ncaa.org/team/365/roster/11520,LSU Fighting Tigers,Roster,2014
stats,http://stats.ncaa.org/team/365/stats/11520,LSU Fighting Tigers,Team Statistics,2014
history,http://stats.ncaa.org/teams/history/MFB/498,La.-Monroe Warhawks,Team History,2014
people,http://stats.ncaa.org/people/3710?sport_code=MFB,La.-Monroe Warhawks,Todd Berry,2014
roster,http://stats.ncaa.org/team/498/roster/11520,La.-Monroe Warhawks,Roster,2014
stats,http://stats.ncaa.org/team/498/stats/11520,La.-Monroe Warhawks,Team Statistics,2014
history,http://stats.ncaa.org/teams/history/MFB/671,Louisiana Ragin' Cajuns,Team History,2014
people,http://stats.ncaa.org/people/20684?sport_code=MFB,Louisiana Ragin' Cajuns,Mark Hudspeth,2014
roster,http://stats.ncaa.org/team/671/roster/11520,Louisiana Ragin' Cajuns,Roster,2014
stats,http://stats.ncaa.org/team/671/stats/11520,Louisiana Ragin' Cajuns,Team Statistics,2014
history,http://stats.ncaa.org/teams/history/MFB/366,Louisiana Tech Bulldogs,Team History,2014
people,http://stats.ncaa.org/people/25072?sport_code=MFB,Louisiana Tech Bulldogs,Skip Holtz,2014
roster,http://stats.ncaa.org/team/366/roster/11520,Louisiana Tech Bulldogs,Roster,2014
stats,http://stats.ncaa.org/team/366/stats/11520,Louisiana Tech Bulldogs,Team Statistics,2014
history,http://stats.ncaa.org/teams/history/MFB/392,"Maryland Terrapins, Terps",Team History,2014
people,http://stats.ncaa.org/people/3032?sport_code=MFB,"Maryland Terrapins, Terps",Randy Edsall,2014
roster,http://stats.ncaa.org/team/392/roster/11520,"Maryland Terrapins, Terps",Roster,2014
stats,http://stats.ncaa.org/team/392/stats/11520,"Maryland Terrapins, Terps",Team Statistics,2014
history,http://stats.ncaa.org/teams/history/MFB/400,Massachusetts Minutemen,Team History,2014
people,http://stats.ncaa.org/people/40966?sport_code=MFB,Massachusetts Minutemen,Charley Molnar,2014
roster,http://stats.ncaa.org/team/400/roster/11520,Massachusetts Minutemen,Roster,2014
stats,http://stats.ncaa.org/team/400/stats/11520,Massachusetts Minutemen,Team Statistics,2014
history,http://stats.ncaa.org/teams/history/MFB/404,Memphis Tigers,Team History,2014
people,http://stats.ncaa.org/people/40881?sport_code=MFB,Memphis Tigers,Justin Fuente,2014
roster,http://stats.ncaa.org/team/404/roster/11520,Memphis Tigers,Roster,2014
stats,http://stats.ncaa.org/team/404/stats/11520,Memphis Tigers,Team Statistics,2014
history,http://stats.ncaa.org/teams/history/MFB/415,Miami (FL) Hurricanes,Team History,2014
people,http://stats.ncaa.org/people/28007?sport_code=MFB,Miami (FL) Hurricanes,Al Golden,2014
roster,http://stats.ncaa.org/team/415/roster/11520,Miami (FL) Hurricanes,Roster,2014
stats,http://stats.ncaa.org/team/415/stats/11520,Miami (FL) Hurricanes,Team Statistics,2014
history,http://stats.ncaa.org/teams/history/MFB/414,Miami (OH) RedHawks,Team History,2014
people,http://stats.ncaa.org/people/38536?sport_code=MFB,Miami (OH) RedHawks,Don Treadwell,2014
people,http://stats.ncaa.org/people/42321?sport_code=MFB,Miami (OH) RedHawks,Mike Bath,2014
roster,http://stats.ncaa.org/team/414/roster/11520,Miami (OH) RedHawks,Roster,2014
stats,http://stats.ncaa.org/team/414/stats/11520,Miami (OH) RedHawks,Team Statistics,2014
history,http://stats.ncaa.org/teams/history/MFB/418,Michigan Wolverines,Team History,2014
people,http://stats.ncaa.org/people/21342?sport_code=MFB,Michigan Wolverines,Brady Hoke,2014
roster,http://stats.ncaa.org/team/418/roster/11520,Michigan Wolverines,Roster,2014
stats,http://stats.ncaa.org/team/418/stats/11520,Michigan Wolverines,Team Statistics,2014
history,http://stats.ncaa.org/teams/history/MFB/416,Michigan St. Spartans,Team History,2014
people,http://stats.ncaa.org/people/24978?sport_code=MFB,Michigan St. Spartans,Mark Dantonio,2014
roster,http://stats.ncaa.org/team/416/roster/11520,Michigan St. Spartans,Roster,2014
stats,http://stats.ncaa.org/team/416/stats/11520,Michigan St. Spartans,Team Statistics,2014
history,http://stats.ncaa.org/teams/history/MFB/419,Middle Tenn. Blue Raiders,Team History,2014
people,http://stats.ncaa.org/people/28004?sport_code=MFB,Middle Tenn. Blue Raiders,Rick Stockstill,2014
roster,http://stats.ncaa.org/team/419/roster/11520,Middle Tenn. Blue Raiders,Roster,2014
stats,http://stats.ncaa.org/team/419/stats/11520,Middle Tenn. Blue Raiders,Team Statistics,2014
history,http://stats.ncaa.org/teams/history/MFB/428,Minnesota Golden Gophers,Team History,2014
people,http://stats.ncaa.org/people/1673?sport_code=MFB,Minnesota Golden Gophers,Jerry Kill,2014
roster,http://stats.ncaa.org/team/428/roster/11520,Minnesota Golden Gophers,Roster,2014
stats,http://stats.ncaa.org/team/428/stats/11520,Minnesota Golden Gophers,Team Statistics,2014
history,http://stats.ncaa.org/teams/history/MFB/430,Mississippi St. Bulldogs,Team History,2014
people,http://stats.ncaa.org/people/35867?sport_code=MFB,Mississippi St. Bulldogs,Dan Mullen,2014
roster,http://stats.ncaa.org/team/430/roster/11520,Mississippi St. Bulldogs,Roster,2014
stats,http://stats.ncaa.org/team/430/stats/11520,Mississippi St. Bulldogs,Team Statistics,2014
history,http://stats.ncaa.org/teams/history/MFB/434,Missouri Tigers,Team History,2014
people,http://stats.ncaa.org/people/1271?sport_code=MFB,Missouri Tigers,Gary Pinkel,2014
roster,http://stats.ncaa.org/team/434/roster/11520,Missouri Tigers,Roster,2014
stats,http://stats.ncaa.org/team/434/stats/11520,Missouri Tigers,Team Statistics,2014
history,http://stats.ncaa.org/teams/history/MFB/490,NC State Wolfpack,Team History,2014
people,http://stats.ncaa.org/people/38542?sport_code=MFB,NC State Wolfpack,Dave Doeren,2014
roster,http://stats.ncaa.org/team/490/roster/11520,NC State Wolfpack,Roster,2014
stats,http://stats.ncaa.org/team/490/stats/11520,NC State Wolfpack,Team Statistics,2014
history,http://stats.ncaa.org/teams/history/MFB/726,Navy Midshipmen,Team History,2014
people,http://stats.ncaa.org/people/33422?sport_code=MFB,Navy Midshipmen,Ken Niumatalolo,2014
roster,http://stats.ncaa.org/team/726/roster/11520,Navy Midshipmen,Roster,2014
stats,http://stats.ncaa.org/team/726/stats/11520,Navy Midshipmen,Team Statistics,2014
history,http://stats.ncaa.org/teams/history/MFB/463,"Nebraska Cornhuskers, Huskers",Team History,2014
people,http://stats.ncaa.org/people/25400?sport_code=MFB,"Nebraska Cornhuskers, Huskers",Bo Pelini,2014
roster,http://stats.ncaa.org/team/463/roster/11520,"Nebraska Cornhuskers, Huskers",Roster,2014
stats,http://stats.ncaa.org/team/463/stats/11520,"Nebraska Cornhuskers, Huskers",Team Statistics,2014
history,http://stats.ncaa.org/teams/history/MFB/466,Nevada Wolf Pack,Team History,2014
people,http://stats.ncaa.org/people/41711?sport_code=MFB,Nevada Wolf Pack,Brian Polian,2014
roster,http://stats.ncaa.org/team/466/roster/11520,Nevada Wolf Pack,Roster,2014
stats,http://stats.ncaa.org/team/466/stats/11520,Nevada Wolf Pack,Team Statistics,2014
history,http://stats.ncaa.org/teams/history/MFB/473,New Mexico Lobos,Team History,2014
people,http://stats.ncaa.org/people/304?sport_code=MFB,New Mexico Lobos,Bob Davie,2014
roster,http://stats.ncaa.org/team/473/roster/11520,New Mexico Lobos,Roster,2014
stats,http://stats.ncaa.org/team/473/stats/11520,New Mexico Lobos,Team Statistics,2014
history,http://stats.ncaa.org/teams/history/MFB/472,New Mexico St. Aggies,Team History,2014
people,http://stats.ncaa.org/people/1061?sport_code=MFB,New Mexico St. Aggies,Doug Martin,2014
roster,http://stats.ncaa.org/team/472/roster/11520,New Mexico St. Aggies,Roster,2014
stats,http://stats.ncaa.org/team/472/stats/11520,New Mexico St. Aggies,Team Statistics,2014
history,http://stats.ncaa.org/teams/history/MFB/457,North Carolina Tar Heels,Team History,2014
people,http://stats.ncaa.org/people/33424?sport_code=MFB,North Carolina Tar Heels,Larry Fedora,2014
roster,http://stats.ncaa.org/team/457/roster/11520,North Carolina Tar Heels,Roster,2014
stats,http://stats.ncaa.org/team/457/stats/11520,North Carolina Tar Heels,Team Statistics,2014
history,http://stats.ncaa.org/teams/history/MFB/497,North Texas Mean Green,Team History,2014
people,http://stats.ncaa.org/people/750?sport_code=MFB,North Texas Mean Green,Dan McCarney,2014
roster,http://stats.ncaa.org/team/497/roster/11520,North Texas Mean Green,Roster,2014
stats,http://stats.ncaa.org/team/497/stats/11520,North Texas Mean Green,Team Statistics,2014
history,http://stats.ncaa.org/teams/history/MFB/509,Northwestern Wildcats,Team History,2014
people,http://stats.ncaa.org/people/29792?sport_code=MFB,Northwestern Wildcats,Pat Fitzgerald,2014
roster,http://stats.ncaa.org/team/509/roster/11520,Northwestern Wildcats,Roster,2014
stats,http://stats.ncaa.org/team/509/stats/11520,Northwestern Wildcats,Team Statistics,2014
history,http://stats.ncaa.org/teams/history/MFB/513,Notre Dame Fighting Irish,Team History,2014
people,http://stats.ncaa.org/people/434?sport_code=MFB,Notre Dame Fighting Irish,Brian Kelly,2014
roster,http://stats.ncaa.org/team/513/roster/11520,Notre Dame Fighting Irish,Roster,2014
stats,http://stats.ncaa.org/team/513/stats/11520,Notre Dame Fighting Irish,Team Statistics,2014
history,http://stats.ncaa.org/teams/history/MFB/519,Ohio Bobcats,Team History,2014
people,http://stats.ncaa.org/people/1208?sport_code=MFB,Ohio Bobcats,Frank Solich,2014
roster,http://stats.ncaa.org/team/519/roster/11520,Ohio Bobcats,Roster,2014
stats,http://stats.ncaa.org/team/519/stats/11520,Ohio Bobcats,Team Statistics,2014
history,http://stats.ncaa.org/teams/history/MFB/518,Ohio St. Buckeyes,Team History,2014
people,http://stats.ncaa.org/people/3864?sport_code=MFB,Ohio St. Buckeyes,Urban Meyer,2014
roster,http://stats.ncaa.org/team/518/roster/11520,Ohio St. Buckeyes,Roster,2014
stats,http://stats.ncaa.org/team/518/stats/11520,Ohio St. Buckeyes,Team Statistics,2014
history,http://stats.ncaa.org/teams/history/MFB/522,Oklahoma Sooners,Team History,2014
people,http://stats.ncaa.org/people/358?sport_code=MFB,Oklahoma Sooners,Bob Stoops,2014
roster,http://stats.ncaa.org/team/522/roster/11520,Oklahoma Sooners,Roster,2014
stats,http://stats.ncaa.org/team/522/stats/11520,Oklahoma Sooners,Team Statistics,2014
history,http://stats.ncaa.org/teams/history/MFB/521,Oklahoma St. Cowboys,Team History,2014
people,http://stats.ncaa.org/people/25077?sport_code=MFB,Oklahoma St. Cowboys,Mike Gundy,2014
roster,http://stats.ncaa.org/team/521/roster/11520,Oklahoma St. Cowboys,Roster,2014
stats,http://stats.ncaa.org/team/521/stats/11520,Oklahoma St. Cowboys,Team Statistics,2014
history,http://stats.ncaa.org/teams/history/MFB/523,Old Dominion Monarchs,Team History,2014
people,http://stats.ncaa.org/people/31380?sport_code=MFB,Old Dominion Monarchs,Bobby Wilder,2014
roster,http://stats.ncaa.org/team/523/roster/11520,Old Dominion Monarchs,Roster,2014
stats,http://stats.ncaa.org/team/523/stats/11520,Old Dominion Monarchs,Team Statistics,2014
history,http://stats.ncaa.org/teams/history/MFB/433,Ole Miss Rebels,Team History,2014
people,http://stats.ncaa.org/people/38512?sport_code=MFB,Ole Miss Rebels,Hugh Freeze,2014
roster,http://stats.ncaa.org/team/433/roster/11520,Ole Miss Rebels,Roster,2014
stats,http://stats.ncaa.org/team/433/stats/11520,Ole Miss Rebels,Team Statistics,2014
history,http://stats.ncaa.org/teams/history/MFB/529,Oregon Ducks,Team History,2014
people,http://stats.ncaa.org/people/41683?sport_code=MFB,Oregon Ducks,Mark Helfrich,2014
roster,http://stats.ncaa.org/team/529/roster/11520,Oregon Ducks,Roster,2014
stats,http://stats.ncaa.org/team/529/stats/11520,Oregon Ducks,Team Statistics,2014
history,http://stats.ncaa.org/teams/history/MFB/528,Oregon St. Beavers,Team History,2014
people,http://stats.ncaa.org/people/15427?sport_code=MFB,Oregon St. Beavers,Mike Riley,2014
roster,http://stats.ncaa.org/team/528/roster/11520,Oregon St. Beavers,Roster,2014
stats,http://stats.ncaa.org/team/528/stats/11520,Oregon St. Beavers,Team Statistics,2014
history,http://stats.ncaa.org/teams/history/MFB/539,Penn St. Nittany Lions,Team History,2014
people,http://stats.ncaa.org/people/37354?sport_code=MFB,Penn St. Nittany Lions,Bill O'Brien,2014
roster,http://stats.ncaa.org/team/539/roster/11520,Penn St. Nittany Lions,Roster,2014
stats,http://stats.ncaa.org/team/539/stats/11520,Penn St. Nittany Lions,Team Statistics,2014
history,http://stats.ncaa.org/teams/history/MFB/545,Pittsburgh Panthers,Team History,2014
people,http://stats.ncaa.org/people/25784?sport_code=MFB,Pittsburgh Panthers,Paul Chryst,2014
roster,http://stats.ncaa.org/team/545/roster/11520,Pittsburgh Panthers,Roster,2014
stats,http://stats.ncaa.org/team/545/stats/11520,Pittsburgh Panthers,Team Statistics,2014
history,http://stats.ncaa.org/teams/history/MFB/574,Rice Owls,Team History,2014
people,http://stats.ncaa.org/people/25058?sport_code=MFB,Rice Owls,David Bailiff,2014
roster,http://stats.ncaa.org/team/574/roster/11520,Rice Owls,Roster,2014
stats,http://stats.ncaa.org/team/574/stats/11520,Rice Owls,Team Statistics,2014
history,http://stats.ncaa.org/teams/history/MFB/587,Rutgers Scarlet Knights,Team History,2014
people,http://stats.ncaa.org/people/37122?sport_code=MFB,Rutgers Scarlet Knights,Kyle Flood,2014
roster,http://stats.ncaa.org/team/587/roster/11520,Rutgers Scarlet Knights,Roster,2014
stats,http://stats.ncaa.org/team/587/stats/11520,Rutgers Scarlet Knights,Team Statistics,2014
history,http://stats.ncaa.org/teams/history/MFB/663,SMU Mustangs,Team History,2014
people,http://stats.ncaa.org/people/2054?sport_code=MFB,SMU Mustangs,June Jones,2014
roster,http://stats.ncaa.org/team/663/roster/11520,SMU Mustangs,Roster,2014
stats,http://stats.ncaa.org/team/663/stats/11520,SMU Mustangs,Team Statistics,2014
history,http://stats.ncaa.org/teams/history/MFB/626,San Diego St. Aztecs,Team History,2014
people,http://stats.ncaa.org/people/3211?sport_code=MFB,San Diego St. Aztecs,Rocky Long,2014
roster,http://stats.ncaa.org/team/626/roster/11520,San Diego St. Aztecs,Roster,2014
stats,http://stats.ncaa.org/team/626/stats/11520,San Diego St. Aztecs,Team Statistics,2014
history,http://stats.ncaa.org/teams/history/MFB/630,San Jose St. Spartans,Team History,2014
people,http://stats.ncaa.org/people/31313?sport_code=MFB,San Jose St. Spartans,Ron Caragher,2014
roster,http://stats.ncaa.org/team/630/roster/11520,San Jose St. Spartans,Roster,2014
stats,http://stats.ncaa.org/team/630/stats/11520,San Jose St. Spartans,Team Statistics,2014
history,http://stats.ncaa.org/teams/history/MFB/646,South Ala. Jaguars,Team History,2014
people,http://stats.ncaa.org/people/40974?sport_code=MFB,South Ala. Jaguars,Joey Jones,2014
roster,http://stats.ncaa.org/team/646/roster/11520,South Ala. Jaguars,Roster,2014
stats,http://stats.ncaa.org/team/646/stats/11520,South Ala. Jaguars,Team Statistics,2014
history,http://stats.ncaa.org/teams/history/MFB/648,South Carolina Gamecocks,Team History,2014
people,http://stats.ncaa.org/people/3529?sport_code=MFB,South Carolina Gamecocks,Steve Spurrier,2014
roster,http://stats.ncaa.org/team/648/roster/11520,South Carolina Gamecocks,Roster,2014
stats,http://stats.ncaa.org/team/648/stats/11520,South Carolina Gamecocks,Team Statistics,2014
history,http://stats.ncaa.org/teams/history/MFB/657,Southern California Trojans,Team History,2014
people,http://stats.ncaa.org/people/35871?sport_code=MFB,Southern California Trojans,Lane Kiffin,2014
people,http://stats.ncaa.org/people/25075?sport_code=MFB,Southern California Trojans,Ed Orgeron,2014
people,http://stats.ncaa.org/people/44779?sport_code=MFB,Southern California Trojans,Clay Helton,2014
roster,http://stats.ncaa.org/team/657/roster/11520,Southern California Trojans,Roster,2014
stats,http://stats.ncaa.org/team/657/stats/11520,Southern California Trojans,Team Statistics,2014
history,http://stats.ncaa.org/teams/history/MFB/664,Southern Miss. Golden Eagles,Team History,2014
people,http://stats.ncaa.org/people/41716?sport_code=MFB,Southern Miss. Golden Eagles,Todd Monken,2014
roster,http://stats.ncaa.org/team/664/roster/11520,Southern Miss. Golden Eagles,Roster,2014
stats,http://stats.ncaa.org/team/664/stats/11520,Southern Miss. Golden Eagles,Team Statistics,2014
history,http://stats.ncaa.org/teams/history/MFB/674,Stanford Cardinal,Team History,2014
people,http://stats.ncaa.org/people/38546?sport_code=MFB,Stanford Cardinal,David Shaw,2014
roster,http://stats.ncaa.org/team/674/roster/11520,Stanford Cardinal,Roster,2014
stats,http://stats.ncaa.org/team/674/stats/11520,Stanford Cardinal,Team Statistics,2014
history,http://stats.ncaa.org/teams/history/MFB/688,Syracuse Orange,Team History,2014
people,http://stats.ncaa.org/people/41717?sport_code=MFB,Syracuse Orange,Scott Shafer,2014
roster,http://stats.ncaa.org/team/688/roster/11520,Syracuse Orange,Roster,2014
stats,http://stats.ncaa.org/team/688/stats/11520,Syracuse Orange,Team Statistics,2014
history,http://stats.ncaa.org/teams/history/MFB/698,TCU Horned Frogs,Team History,2014
people,http://stats.ncaa.org/people/1268?sport_code=MFB,TCU Horned Frogs,Gary Patterson,2014
roster,http://stats.ncaa.org/team/698/roster/11520,TCU Horned Frogs,Roster,2014
stats,http://stats.ncaa.org/team/698/stats/11520,TCU Horned Frogs,Team Statistics,2014
history,http://stats.ncaa.org/teams/history/MFB/690,Temple Owls,Team History,2014
people,http://stats.ncaa.org/people/41718?sport_code=MFB,Temple Owls,Matt Rhule,2014
roster,http://stats.ncaa.org/team/690/roster/11520,Temple Owls,Roster,2014
stats,http://stats.ncaa.org/team/690/stats/11520,Temple Owls,Team Statistics,2014
history,http://stats.ncaa.org/teams/history/MFB/694,Tennessee Volunteers,Team History,2014
people,http://stats.ncaa.org/people/31752?sport_code=MFB,Tennessee Volunteers,Butch Jones,2014
roster,http://stats.ncaa.org/team/694/roster/11520,Tennessee Volunteers,Roster,2014
stats,http://stats.ncaa.org/team/694/stats/11520,Tennessee Volunteers,Team Statistics,2014
history,http://stats.ncaa.org/teams/history/MFB/703,Texas Longhorns,Team History,2014
people,http://stats.ncaa.org/people/2456?sport_code=MFB,Texas Longhorns,Mack Brown,2014
roster,http://stats.ncaa.org/team/703/roster/11520,Texas Longhorns,Roster,2014
stats,http://stats.ncaa.org/team/703/stats/11520,Texas Longhorns,Team Statistics,2014
history,http://stats.ncaa.org/teams/history/MFB/697,Texas A&M Aggies,Team History,2014
people,http://stats.ncaa.org/people/33421?sport_code=MFB,Texas A&M Aggies,Kevin Sumlin,2014
roster,http://stats.ncaa.org/team/697/roster/11520,Texas A&M Aggies,Roster,2014
stats,http://stats.ncaa.org/team/697/stats/11520,Texas A&M Aggies,Team Statistics,2014
history,http://stats.ncaa.org/teams/history/MFB/670,Texas St. Bobcats,Team History,2014
people,http://stats.ncaa.org/people/945?sport_code=MFB,Texas St. Bobcats,Dennis Franchione,2014
roster,http://stats.ncaa.org/team/670/roster/11520,Texas St. Bobcats,Roster,2014
stats,http://stats.ncaa.org/team/670/stats/11520,Texas St. Bobcats,Team Statistics,2014
history,http://stats.ncaa.org/teams/history/MFB/709,Toledo Rockets,Team History,2014
people,http://stats.ncaa.org/people/22364?sport_code=MFB,Toledo Rockets,Matt Campbell,2014
roster,http://stats.ncaa.org/team/709/roster/11520,Toledo Rockets,Roster,2014
stats,http://stats.ncaa.org/team/709/stats/11520,Toledo Rockets,Team Statistics,2014
history,http://stats.ncaa.org/teams/history/MFB/716,Troy Trojans,Team History,2014
people,http://stats.ncaa.org/people/2269?sport_code=MFB,Troy Trojans,Larry Blakeney,2014
roster,http://stats.ncaa.org/team/716/roster/11520,Troy Trojans,Roster,2014
stats,http://stats.ncaa.org/team/716/stats/11520,Troy Trojans,Team Statistics,2014
history,http://stats.ncaa.org/teams/history/MFB/718,Tulane Green Wave,Team History,2014
people,http://stats.ncaa.org/people/39897?sport_code=MFB,Tulane Green Wave,Curtis Johnson,2014
roster,http://stats.ncaa.org/team/718/roster/11520,Tulane Green Wave,Roster,2014
stats,http://stats.ncaa.org/team/718/stats/11520,Tulane Green Wave,Team Statistics,2014
history,http://stats.ncaa.org/teams/history/MFB/719,Tulsa Golden Hurricane,Team History,2014
people,http://stats.ncaa.org/people/38548?sport_code=MFB,Tulsa Golden Hurricane,Bill Blankenship,2014
roster,http://stats.ncaa.org/team/719/roster/11520,Tulsa Golden Hurricane,Roster,2014
stats,http://stats.ncaa.org/team/719/stats/11520,Tulsa Golden Hurricane,Team Statistics,2014
history,http://stats.ncaa.org/teams/history/MFB/9,UAB Blazers,Team History,2014
people,http://stats.ncaa.org/people/39895?sport_code=MFB,UAB Blazers,Garrick McGee,2014
roster,http://stats.ncaa.org/team/9/roster/11520,UAB Blazers,Roster,2014
stats,http://stats.ncaa.org/team/9/stats/11520,UAB Blazers,Team Statistics,2014
history,http://stats.ncaa.org/teams/history/MFB/128,UCF Knights,Team History,2014
people,http://stats.ncaa.org/people/1312?sport_code=MFB,UCF Knights,George O'Leary,2014
roster,http://stats.ncaa.org/team/128/roster/11520,UCF Knights,Roster,2014
stats,http://stats.ncaa.org/team/128/stats/11520,UCF Knights,Team Statistics,2014
history,http://stats.ncaa.org/teams/history/MFB/110,UCLA Bruins,Team History,2014
people,http://stats.ncaa.org/people/13944?sport_code=MFB,UCLA Bruins,Jim L. Mora,2014
roster,http://stats.ncaa.org/team/110/roster/11520,UCLA Bruins,Roster,2014
stats,http://stats.ncaa.org/team/110/stats/11520,UCLA Bruins,Team Statistics,2014
history,http://stats.ncaa.org/teams/history/MFB/164,"UConn Huskies, UConn",Team History,2014
people,http://stats.ncaa.org/people/2930?sport_code=MFB,"UConn Huskies, UConn",Paul Pasqualoni,2014
people,http://stats.ncaa.org/people/42314?sport_code=MFB,"UConn Huskies, UConn",T.J. Weist,2014
roster,http://stats.ncaa.org/team/164/roster/11520,"UConn Huskies, UConn",Roster,2014
stats,http://stats.ncaa.org/team/164/stats/11520,"UConn Huskies, UConn",Team Statistics,2014
history,http://stats.ncaa.org/teams/history/MFB/465,UNLV Rebels,Team History,2014
people,http://stats.ncaa.org/people/21446?sport_code=MFB,UNLV Rebels,Bobby Hauck,2014
roster,http://stats.ncaa.org/team/465/roster/11520,UNLV Rebels,Roster,2014
stats,http://stats.ncaa.org/team/465/stats/11520,UNLV Rebels,Team Statistics,2014
history,http://stats.ncaa.org/teams/history/MFB/704,UTEP Miners,Team History,2014
people,http://stats.ncaa.org/people/41719?sport_code=MFB,UTEP Miners,Sean Kugler,2014
roster,http://stats.ncaa.org/team/704/roster/11520,UTEP Miners,Roster,2014
stats,http://stats.ncaa.org/team/704/stats/11520,UTEP Miners,Team Statistics,2014
history,http://stats.ncaa.org/teams/history/MFB/706,UTSA Roadrunners,Team History,2014
people,http://stats.ncaa.org/people/2271?sport_code=MFB,UTSA Roadrunners,Larry Coker,2014
roster,http://stats.ncaa.org/team/706/roster/11520,UTSA Roadrunners,Roster,2014
stats,http://stats.ncaa.org/team/706/stats/11520,UTSA Roadrunners,Team Statistics,2014
history,http://stats.ncaa.org/teams/history/MFB/732,Utah Utes,Team History,2014
people,http://stats.ncaa.org/people/25052?sport_code=MFB,Utah Utes,Kyle Whittingham,2014
roster,http://stats.ncaa.org/team/732/roster/11520,Utah Utes,Roster,2014
stats,http://stats.ncaa.org/team/732/stats/11520,Utah Utes,Team Statistics,2014
history,http://stats.ncaa.org/teams/history/MFB/731,Utah St. Aggies,Team History,2014
people,http://stats.ncaa.org/people/41685?sport_code=MFB,Utah St. Aggies,Matt Wells,2014
roster,http://stats.ncaa.org/team/731/roster/11520,Utah St. Aggies,Roster,2014
