team,link,txt,key,year
Utah  Utes,http://stats.ncaa.org/teams/history/MFB/732,Team History,history,2015
Utah  Utes,http://stats.ncaa.org/people/25052?sport_code=MFB,Kyle Whittingham,people,2015
Utah  Utes,http://stats.ncaa.org/team/732/roster/11980,Roster,roster,2015
Utah  Utes,http://stats.ncaa.org/team/732/stats/11980,Team Statistics,stats,2015
Utah St. Aggies,http://stats.ncaa.org/teams/history/MFB/731,Team History,history,2015
Utah St. Aggies,http://stats.ncaa.org/people/41685?sport_code=MFB,Matt Wells,people,2015
Utah St. Aggies,http://stats.ncaa.org/team/731/roster/11980,Roster,roster,2015
Utah St. Aggies,http://stats.ncaa.org/team/731/stats/11980,Team Statistics,stats,2015
Vanderbilt Commodores,http://stats.ncaa.org/teams/history/MFB/736,Team History,history,2015
Vanderbilt Commodores,http://stats.ncaa.org/people/42977?sport_code=MFB,Derek Mason,people,2015
Vanderbilt Commodores,http://stats.ncaa.org/team/736/roster/11980,Roster,roster,2015
Vanderbilt Commodores,http://stats.ncaa.org/team/736/stats/11980,Team Statistics,stats,2015
Virginia  Cavaliers,http://stats.ncaa.org/teams/history/MFB/746,Team History,history,2015
Virginia  Cavaliers,http://stats.ncaa.org/people/33438?sport_code=MFB,Mike London,people,2015
Virginia  Cavaliers,http://stats.ncaa.org/team/746/roster/11980,Roster,roster,2015
Virginia  Cavaliers,http://stats.ncaa.org/team/746/stats/11980,Team Statistics,stats,2015
Virginia Tech Hokies,http://stats.ncaa.org/teams/history/MFB/742,Team History,history,2015
Virginia Tech Hokies,http://stats.ncaa.org/people/1190?sport_code=MFB,Frank Beamer,people,2015
Virginia Tech Hokies,http://stats.ncaa.org/team/742/roster/11980,Roster,roster,2015
Virginia Tech Hokies,http://stats.ncaa.org/team/742/stats/11980,Team Statistics,stats,2015
Wake Forest Demon Deacons,http://stats.ncaa.org/teams/history/MFB/749,Team History,history,2015
Wake Forest Demon Deacons,http://stats.ncaa.org/people/807?sport_code=MFB,Dave Clawson,people,2015
Wake Forest Demon Deacons,http://stats.ncaa.org/team/749/roster/11980,Roster,roster,2015
Wake Forest Demon Deacons,http://stats.ncaa.org/team/749/stats/11980,Team Statistics,stats,2015
Washington  Huskies,http://stats.ncaa.org/teams/history/MFB/756,Team History,history,2015
Washington  Huskies,http://stats.ncaa.org/people/27999?sport_code=MFB,Chris Petersen,people,2015
Washington  Huskies,http://stats.ncaa.org/team/756/roster/11980,Roster,roster,2015
Washington  Huskies,http://stats.ncaa.org/team/756/stats/11980,Team Statistics,stats,2015
Washington St. Cougars,http://stats.ncaa.org/teams/history/MFB/754,Team History,history,2015
Washington St. Cougars,http://stats.ncaa.org/people/2710?sport_code=MFB,Mike Leach,people,2015
Washington St. Cougars,http://stats.ncaa.org/team/754/roster/11980,Roster,roster,2015
Washington St. Cougars,http://stats.ncaa.org/team/754/stats/11980,Team Statistics,stats,2015
West Virginia  Mountaineers,http://stats.ncaa.org/teams/history/MFB/768,Team History,history,2015
West Virginia  Mountaineers,http://stats.ncaa.org/people/37545?sport_code=MFB,Dana Holgorsen,people,2015
West Virginia  Mountaineers,http://stats.ncaa.org/team/768/roster/11980,Roster,roster,2015
West Virginia  Mountaineers,http://stats.ncaa.org/team/768/stats/11980,Team Statistics,stats,2015
Western Ky. Hilltoppers,http://stats.ncaa.org/teams/history/MFB/772,Team History,history,2015
Western Ky. Hilltoppers,http://stats.ncaa.org/people/42983?sport_code=MFB,Jeff Brohm,people,2015
Western Ky. Hilltoppers,http://stats.ncaa.org/team/772/roster/11980,Roster,roster,2015
Western Ky. Hilltoppers,http://stats.ncaa.org/team/772/stats/11980,Team Statistics,stats,2015
Western Mich. Broncos,http://stats.ncaa.org/teams/history/MFB/774,Team History,history,2015
Western Mich. Broncos,http://stats.ncaa.org/people/41684?sport_code=MFB,P.J. Fleck,people,2015
Western Mich. Broncos,http://stats.ncaa.org/team/774/roster/11980,Roster,roster,2015
Western Mich. Broncos,http://stats.ncaa.org/team/774/stats/11980,Team Statistics,stats,2015
Wisconsin Badgers,http://stats.ncaa.org/teams/history/MFB/796,Team History,history,2015
Wisconsin Badgers,http://stats.ncaa.org/people/35874?sport_code=MFB,Gary Andersen,people,2015
Wisconsin Badgers,http://stats.ncaa.org/people/132?sport_code=MFB,Barry Alvarez,people,2015
Wisconsin Badgers,http://stats.ncaa.org/team/796/roster/11980,Roster,roster,2015
Wisconsin Badgers,http://stats.ncaa.org/team/796/stats/11980,Team Statistics,stats,2015
Wyoming  Cowboys,http://stats.ncaa.org/teams/history/MFB/811,Team History,history,2015
Wyoming  Cowboys,http://stats.ncaa.org/people/20685?sport_code=MFB,Craig Bohl,people,2015
Wyoming  Cowboys,http://stats.ncaa.org/team/811/roster/11980,Roster,roster,2015
Wyoming  Cowboys,http://stats.ncaa.org/team/811/stats/11980,Team Statistics,stats,2015
Air Force Falcons,http://stats.ncaa.org/teams/history/MFB/721,Team History,history,2016
Air Force Falcons,http://stats.ncaa.org/people/31099?sport_code=MFB,Troy Calhoun,people,2016
Air Force Falcons,http://stats.ncaa.org/team/721/roster/12240,Roster,roster,2016
Air Force Falcons,http://stats.ncaa.org/team/721/stats/12240,Team Statistics,stats,2016
Akron  Zips,http://stats.ncaa.org/teams/history/MFB/5,Team History,history,2016
Akron  Zips,http://stats.ncaa.org/people/25564?sport_code=MFB,Terry Bowden,people,2016
Akron  Zips,http://stats.ncaa.org/team/5/roster/12240,Roster,roster,2016
Akron  Zips,http://stats.ncaa.org/team/5/stats/12240,Team Statistics,stats,2016
Alabama  Crimson Tide,http://stats.ncaa.org/teams/history/MFB/8,Team History,history,2016
Alabama  Crimson Tide,http://stats.ncaa.org/people/2826?sport_code=MFB,Nick Saban,people,2016
Alabama  Crimson Tide,http://stats.ncaa.org/team/8/roster/12240,Roster,roster,2016
Alabama  Crimson Tide,http://stats.ncaa.org/team/8/stats/12240,Team Statistics,stats,2016
Appalachian St. Mountaineers,http://stats.ncaa.org/teams/history/MFB/27,Team History,history,2016
Appalachian St. Mountaineers,http://stats.ncaa.org/people/41727?sport_code=MFB,Scott Satterfield,people,2016
Appalachian St. Mountaineers,http://stats.ncaa.org/team/27/roster/12240,Roster,roster,2016
Appalachian St. Mountaineers,http://stats.ncaa.org/team/27/stats/12240,Team Statistics,stats,2016
Arizona  Wildcats,http://stats.ncaa.org/teams/history/MFB/29,Team History,history,2016
Arizona  Wildcats,http://stats.ncaa.org/people/3089?sport_code=MFB,Rich Rodriguez,people,2016
Arizona  Wildcats,http://stats.ncaa.org/team/29/roster/12240,Roster,roster,2016
Arizona  Wildcats,http://stats.ncaa.org/team/29/stats/12240,Team Statistics,stats,2016
Arizona St. Sun Devils,http://stats.ncaa.org/teams/history/MFB/28,Team History,history,2016
Arizona St. Sun Devils,http://stats.ncaa.org/people/28005?sport_code=MFB,Todd Graham,people,2016
Arizona St. Sun Devils,http://stats.ncaa.org/team/28/roster/12240,Roster,roster,2016
Arizona St. Sun Devils,http://stats.ncaa.org/team/28/stats/12240,Team Statistics,stats,2016
Arkansas  Razorbacks,http://stats.ncaa.org/teams/history/MFB/31,Team History,history,2016
Arkansas  Razorbacks,http://stats.ncaa.org/people/28008?sport_code=MFB,Bret Bielema,people,2016
Arkansas  Razorbacks,http://stats.ncaa.org/team/31/roster/12240,Roster,roster,2016
Arkansas  Razorbacks,http://stats.ncaa.org/team/31/stats/12240,Team Statistics,stats,2016
Army West Point Black Knights,http://stats.ncaa.org/teams/history/MFB/725,Team History,history,2016
Army West Point Black Knights,http://stats.ncaa.org/people/37004?sport_code=MFB,Jeff Monken,people,2016
Army West Point Black Knights,http://stats.ncaa.org/team/725/roster/12240,Roster,roster,2016
Army West Point Black Knights,http://stats.ncaa.org/team/725/stats/12240,Team Statistics,stats,2016
Auburn Tigers,http://stats.ncaa.org/teams/history/MFB/37,Team History,history,2016
Auburn Tigers,http://stats.ncaa.org/people/18897?sport_code=MFB,Gus Malzahn,people,2016
Auburn Tigers,http://stats.ncaa.org/team/37/roster/12240,Roster,roster,2016
Auburn Tigers,http://stats.ncaa.org/team/37/stats/12240,Team Statistics,stats,2016
BYU Cougars,http://stats.ncaa.org/teams/history/MFB/77,Team History,history,2016
BYU Cougars,http://stats.ncaa.org/people/24968?sport_code=MFB,Bronco Mendenhall,people,2016
BYU Cougars,http://stats.ncaa.org/team/77/roster/12240,Roster,roster,2016
BYU Cougars,http://stats.ncaa.org/team/77/stats/12240,Team Statistics,stats,2016
Ball St. Cardinals,http://stats.ncaa.org/teams/history/MFB/47,Team History,history,2016
Ball St. Cardinals,http://stats.ncaa.org/people/2969?sport_code=MFB,Pete Lembo,people,2016
Ball St. Cardinals,http://stats.ncaa.org/team/47/roster/12240,Roster,roster,2016
Ball St. Cardinals,http://stats.ncaa.org/team/47/stats/12240,Team Statistics,stats,2016
Baylor Bears,http://stats.ncaa.org/teams/history/MFB/51,Team History,history,2016
Baylor Bears,http://stats.ncaa.org/people/21351?sport_code=MFB,Art Briles,people,2016
Baylor Bears,http://stats.ncaa.org/team/51/roster/12240,Roster,roster,2016
Baylor Bears,http://stats.ncaa.org/team/51/stats/12240,Team Statistics,stats,2016
Boise St. Broncos,http://stats.ncaa.org/teams/history/MFB/66,Team History,history,2016
Boise St. Broncos,http://stats.ncaa.org/people/41686?sport_code=MFB,Bryan Harsin,people,2016
Boise St. Broncos,http://stats.ncaa.org/team/66/roster/12240,Roster,roster,2016
Boise St. Broncos,http://stats.ncaa.org/team/66/stats/12240,Team Statistics,stats,2016
Boston College Eagles,http://stats.ncaa.org/teams/history/MFB/67,Team History,history,2016
Boston College Eagles,http://stats.ncaa.org/people/38547?sport_code=MFB,Steve Addazio,people,2016
Boston College Eagles,http://stats.ncaa.org/team/67/roster/12240,Roster,roster,2016
Boston College Eagles,http://stats.ncaa.org/team/67/stats/12240,Team Statistics,stats,2016
Bowling Green  Falcons,http://stats.ncaa.org/teams/history/MFB/71,Team History,history,2016
Bowling Green  Falcons,http://stats.ncaa.org/people/40968?sport_code=MFB,Dino Babers,people,2016
Bowling Green  Falcons,http://stats.ncaa.org/people/45391?sport_code=MFB,Brian Ward,people,2016
Bowling Green  Falcons,http://stats.ncaa.org/team/71/roster/12240,Roster,roster,2016
Bowling Green  Falcons,http://stats.ncaa.org/team/71/stats/12240,Team Statistics,stats,2016
Buffalo  Bulls,http://stats.ncaa.org/teams/history/MFB/86,Team History,history,2016
Buffalo  Bulls,http://stats.ncaa.org/people/31245?sport_code=MFB,Lance Leipold,people,2016
Buffalo  Bulls,http://stats.ncaa.org/team/86/roster/12240,Roster,roster,2016
Buffalo  Bulls,http://stats.ncaa.org/team/86/stats/12240,Team Statistics,stats,2016
Charlotte 49ers,http://stats.ncaa.org/teams/history/MFB/458,Team History,history,2016
Charlotte 49ers,http://stats.ncaa.org/people/42447?sport_code=MFB,Brad Lambert,people,2016
Charlotte 49ers,http://stats.ncaa.org/team/458/roster/12240,Roster,roster,2016
Charlotte 49ers,http://stats.ncaa.org/team/458/stats/12240,Team Statistics,stats,2016
Cincinnati  Bearcats,http://stats.ncaa.org/teams/history/MFB/140,Team History,history,2016
Cincinnati  Bearcats,http://stats.ncaa.org/people/3821?sport_code=MFB,Tommy Tuberville,people,2016
Cincinnati  Bearcats,http://stats.ncaa.org/team/140/roster/12240,Roster,roster,2016
Cincinnati  Bearcats,http://stats.ncaa.org/team/140/stats/12240,Team Statistics,stats,2016
Clemson Tigers,http://stats.ncaa.org/teams/history/MFB/147,Team History,history,2016
Clemson Tigers,http://stats.ncaa.org/people/34932?sport_code=MFB,Dabo Swinney,people,2016
Clemson Tigers,http://stats.ncaa.org/team/147/roster/12240,Roster,roster,2016
Clemson Tigers,http://stats.ncaa.org/team/147/stats/12240,Team Statistics,stats,2016
Colorado  Buffaloes,http://stats.ncaa.org/teams/history/MFB/157,Team History,history,2016
Colorado  Buffaloes,http://stats.ncaa.org/people/37033?sport_code=MFB,Mike MacIntyre,people,2016
Colorado  Buffaloes,http://stats.ncaa.org/team/157/roster/12240,Roster,roster,2016
Colorado  Buffaloes,http://stats.ncaa.org/team/157/stats/12240,Team Statistics,stats,2016
Colorado St. Rams,http://stats.ncaa.org/teams/history/MFB/156,Team History,history,2016
Colorado St. Rams,http://stats.ncaa.org/people/44007?sport_code=MFB,Mike Bobo,people,2016
Colorado St. Rams,http://stats.ncaa.org/team/156/roster/12240,Roster,roster,2016
Colorado St. Rams,http://stats.ncaa.org/team/156/stats/12240,Team Statistics,stats,2016
Duke Blue Devils,http://stats.ncaa.org/teams/history/MFB/193,Team History,history,2016
Duke Blue Devils,http://stats.ncaa.org/people/856?sport_code=MFB,David Cutcliffe,people,2016
Duke Blue Devils,http://stats.ncaa.org/team/193/roster/12240,Roster,roster,2016
Duke Blue Devils,http://stats.ncaa.org/team/193/stats/12240,Team Statistics,stats,2016
Eastern Mich. Eagles,http://stats.ncaa.org/teams/history/MFB/204,Team History,history,2016
Eastern Mich. Eagles,http://stats.ncaa.org/people/617?sport_code=MFB,Chris Creighton,people,2016
Eastern Mich. Eagles,http://stats.ncaa.org/team/204/roster/12240,Roster,roster,2016
Eastern Mich. Eagles,http://stats.ncaa.org/team/204/stats/12240,Team Statistics,stats,2016
FIU Panthers,http://stats.ncaa.org/teams/history/MFB/231,Team History,history,2016
FIU Panthers,http://stats.ncaa.org/people/3283?sport_code=MFB,Ron Turner,people,2016
FIU Panthers,http://stats.ncaa.org/team/231/roster/12240,Roster,roster,2016
FIU Panthers,http://stats.ncaa.org/team/231/stats/12240,Team Statistics,stats,2016
Fla. Atlantic Owls,http://stats.ncaa.org/teams/history/MFB/229,Team History,history,2016
Fla. Atlantic Owls,http://stats.ncaa.org/people/42982?sport_code=MFB,Charlie Partridge,people,2016
Fla. Atlantic Owls,http://stats.ncaa.org/team/229/roster/12240,Roster,roster,2016
Fla. Atlantic Owls,http://stats.ncaa.org/team/229/stats/12240,Team Statistics,stats,2016
Florida  Gators,http://stats.ncaa.org/teams/history/MFB/235,Team History,history,2016
Florida  Gators,http://stats.ncaa.org/people/40992?sport_code=MFB,Jim McElwain,people,2016
Florida  Gators,http://stats.ncaa.org/team/235/roster/12240,Roster,roster,2016
Florida  Gators,http://stats.ncaa.org/team/235/stats/12240,Team Statistics,stats,2016
Florida St. Seminoles,http://stats.ncaa.org/teams/history/MFB/234,Team History,history,2016
Florida St. Seminoles,http://stats.ncaa.org/people/37001?sport_code=MFB,Jimbo Fisher,people,2016
Florida St. Seminoles,http://stats.ncaa.org/team/234/roster/12240,Roster,roster,2016
Florida St. Seminoles,http://stats.ncaa.org/team/234/stats/12240,Team Statistics,stats,2016
Fresno St. Bulldogs,http://stats.ncaa.org/teams/history/MFB/96,Team History,history,2016
Fresno St. Bulldogs,http://stats.ncaa.org/people/40878?sport_code=MFB,Tim DeRuyter,people,2016
Fresno St. Bulldogs,http://stats.ncaa.org/team/96/roster/12240,Roster,roster,2016
Fresno St. Bulldogs,http://stats.ncaa.org/team/96/stats/12240,Team Statistics,stats,2016
Ga. Southern Eagles,http://stats.ncaa.org/teams/history/MFB/253,Team History,history,2016
Ga. Southern Eagles,http://stats.ncaa.org/people/3953?sport_code=MFB,Willie Fritz,people,2016
Ga. Southern Eagles,http://stats.ncaa.org/people/45396?sport_code=MFB,Dell McGee,people,2016
Ga. Southern Eagles,http://stats.ncaa.org/team/253/roster/12240,Roster,roster,2016
Ga. Southern Eagles,http://stats.ncaa.org/team/253/stats/12240,Team Statistics,stats,2016
Georgia  Bulldogs,http://stats.ncaa.org/teams/history/MFB/257,Team History,history,2016
Georgia  Bulldogs,http://stats.ncaa.org/people/2504?sport_code=MFB,Mark Richt,people,2016
Georgia  Bulldogs,http://stats.ncaa.org/people/45385?sport_code=MFB,Bryan McClendon,people,2016
Georgia  Bulldogs,http://stats.ncaa.org/team/257/roster/12240,Roster,roster,2016
Georgia  Bulldogs,http://stats.ncaa.org/team/257/stats/12240,Team Statistics,stats,2016
Georgia St. Panthers,http://stats.ncaa.org/teams/history/MFB/254,Team History,history,2016
Georgia St. Panthers,http://stats.ncaa.org/people/33449?sport_code=MFB,Trent Miles,people,2016
Georgia St. Panthers,http://stats.ncaa.org/team/254/roster/12240,Roster,roster,2016
Georgia St. Panthers,http://stats.ncaa.org/team/254/stats/12240,Team Statistics,stats,2016
Georgia Tech Yellow Jackets,http://stats.ncaa.org/teams/history/MFB/255,Team History,history,2016
Georgia Tech Yellow Jackets,http://stats.ncaa.org/people/2926?sport_code=MFB,Paul Johnson,people,2016
Georgia Tech Yellow Jackets,http://stats.ncaa.org/team/255/roster/12240,Roster,roster,2016
Georgia Tech Yellow Jackets,http://stats.ncaa.org/team/255/stats/12240,Team Statistics,stats,2016
Hawaii  Rainbow Warriors,http://stats.ncaa.org/teams/history/MFB/277,Team History,history,2016
Hawaii  Rainbow Warriors,http://stats.ncaa.org/people/40879?sport_code=MFB,Norm Chow,people,2016
Hawaii  Rainbow Warriors,http://stats.ncaa.org/people/44833?sport_code=MFB,Chris Naeole,people,2016
Hawaii  Rainbow Warriors,http://stats.ncaa.org/team/277/roster/12240,Roster,roster,2016
Hawaii  Rainbow Warriors,http://stats.ncaa.org/team/277/stats/12240,Team Statistics,stats,2016
Houston  Cougars,http://stats.ncaa.org/teams/history/MFB/288,Team History,history,2016
Houston  Cougars,http://stats.ncaa.org/people/44011?sport_code=MFB,Tom Herman,people,2016
Houston  Cougars,http://stats.ncaa.org/team/288/roster/12240,Roster,roster,2016
Houston  Cougars,http://stats.ncaa.org/team/288/stats/12240,Team Statistics,stats,2016
Idaho  Vandals,http://stats.ncaa.org/teams/history/MFB/295,Team History,history,2016
Idaho  Vandals,http://stats.ncaa.org/people/41709?sport_code=MFB,Paul Petrino,people,2016
Idaho  Vandals,http://stats.ncaa.org/team/295/roster/12240,Roster,roster,2016
Idaho  Vandals,http://stats.ncaa.org/team/295/stats/12240,Team Statistics,stats,2016
Illinois  Fighting Illini,http://stats.ncaa.org/teams/history/MFB/301,Team History,history,2016
Illinois  Fighting Illini,http://stats.ncaa.org/people/25081?sport_code=MFB,Bill Cubit,people,2016
Illinois  Fighting Illini,http://stats.ncaa.org/team/301/roster/12240,Roster,roster,2016
Illinois  Fighting Illini,http://stats.ncaa.org/team/301/stats/12240,Team Statistics,stats,2016
Indiana  Hoosiers,http://stats.ncaa.org/teams/history/MFB/306,Team History,history,2016
Indiana  Hoosiers,http://stats.ncaa.org/people/38534?sport_code=MFB,Kevin Wilson,people,2016
Indiana  Hoosiers,http://stats.ncaa.org/team/306/roster/12240,Roster,roster,2016
Indiana  Hoosiers,http://stats.ncaa.org/team/306/stats/12240,Team Statistics,stats,2016
Iowa  Hawkeyes,http://stats.ncaa.org/teams/history/MFB/312,Team History,history,2016
Iowa  Hawkeyes,http://stats.ncaa.org/people/2233?sport_code=MFB,Kirk Ferentz,people,2016
Iowa  Hawkeyes,http://stats.ncaa.org/team/312/roster/12240,Roster,roster,2016
Iowa  Hawkeyes,http://stats.ncaa.org/team/312/stats/12240,Team Statistics,stats,2016
Iowa St. Cyclones,http://stats.ncaa.org/teams/history/MFB/311,Team History,history,2016
Iowa St. Cyclones,http://stats.ncaa.org/people/35865?sport_code=MFB,Paul Rhoads,people,2016
Iowa St. Cyclones,http://stats.ncaa.org/team/311/roster/12240,Roster,roster,2016
Iowa St. Cyclones,http://stats.ncaa.org/team/311/stats/12240,Team Statistics,stats,2016
Kansas  Jayhawks,http://stats.ncaa.org/teams/history/MFB/328,Team History,history,2016
Kansas  Jayhawks,http://stats.ncaa.org/people/44013?sport_code=MFB,David Beaty,people,2016
Kansas  Jayhawks,http://stats.ncaa.org/team/328/roster/12240,Roster,roster,2016
Kansas  Jayhawks,http://stats.ncaa.org/team/328/stats/12240,Team Statistics,stats,2016
Kansas St. Wildcats,http://stats.ncaa.org/teams/history/MFB/327,Team History,history,2016
Kansas St. Wildcats,http://stats.ncaa.org/people/253?sport_code=MFB,Bill Snyder,people,2016
Kansas St. Wildcats,http://stats.ncaa.org/team/327/roster/12240,Roster,roster,2016
Kansas St. Wildcats,http://stats.ncaa.org/team/327/stats/12240,Team Statistics,stats,2016
Kent St. Golden Flashes,http://stats.ncaa.org/teams/history/MFB/331,Team History,history,2016
Kent St. Golden Flashes,http://stats.ncaa.org/people/41500?sport_code=MFB,Paul Haynes,people,2016
Kent St. Golden Flashes,http://stats.ncaa.org/team/331/roster/12240,Roster,roster,2016
Kent St. Golden Flashes,http://stats.ncaa.org/team/331/stats/12240,Team Statistics,stats,2016
Kentucky  Wildcats,http://stats.ncaa.org/teams/history/MFB/334,Team History,history,2016
Kentucky  Wildcats,http://stats.ncaa.org/people/41710?sport_code=MFB,Mark Stoops,people,2016
Kentucky  Wildcats,http://stats.ncaa.org/team/334/roster/12240,Roster,roster,2016
Kentucky  Wildcats,http://stats.ncaa.org/team/334/stats/12240,Team Statistics,stats,2016
La.-Monroe Warhawks,http://stats.ncaa.org/teams/history/MFB/498,Team History,history,2016
La.-Monroe Warhawks,http://stats.ncaa.org/people/3710?sport_code=MFB,Todd Berry,people,2016
La.-Monroe Warhawks,http://stats.ncaa.org/people/25201?sport_code=MFB,John Mumford,people,2016
La.-Monroe Warhawks,http://stats.ncaa.org/team/498/roster/12240,Roster,roster,2016
La.-Monroe Warhawks,http://stats.ncaa.org/team/498/stats/12240,Team Statistics,stats,2016
Louisiana Ragin' Cajuns,http://stats.ncaa.org/teams/history/MFB/671,Team History,history,2016
Louisiana Ragin' Cajuns,http://stats.ncaa.org/people/20684?sport_code=MFB,Mark Hudspeth,people,2016
Louisiana Ragin' Cajuns,http://stats.ncaa.org/team/671/roster/12240,Roster,roster,2016
Louisiana Ragin' Cajuns,http://stats.ncaa.org/team/671/stats/12240,Team Statistics,stats,2016
Louisiana Tech Bulldogs,http://stats.ncaa.org/teams/history/MFB/366,Team History,history,2016
Louisiana Tech Bulldogs,http://stats.ncaa.org/people/25072?sport_code=MFB,Skip Holtz,people,2016
Louisiana Tech Bulldogs,http://stats.ncaa.org/team/366/roster/12240,Roster,roster,2016
Louisiana Tech Bulldogs,http://stats.ncaa.org/team/366/stats/12240,Team Statistics,stats,2016
Louisville  Cardinals,http://stats.ncaa.org/teams/history/MFB/367,Team History,history,2016
Louisville  Cardinals,http://stats.ncaa.org/people/21353?sport_code=MFB,Bobby Petrino,people,2016
Louisville  Cardinals,http://stats.ncaa.org/team/367/roster/12240,Roster,roster,2016
Louisville  Cardinals,http://stats.ncaa.org/team/367/stats/12240,Team Statistics,stats,2016
Marshall  Thundering Herd,http://stats.ncaa.org/teams/history/MFB/388,Team History,history,2016
Marshall  Thundering Herd,http://stats.ncaa.org/people/37007?sport_code=MFB,"John ""Doc"" Holliday",people,2016
Marshall  Thundering Herd,http://stats.ncaa.org/team/388/roster/12240,Roster,roster,2016
Marshall  Thundering Herd,http://stats.ncaa.org/team/388/stats/12240,Team Statistics,stats,2016
"Maryland  Terrapins, Terps",http://stats.ncaa.org/teams/history/MFB/392,Team History,history,2016
"Maryland  Terrapins, Terps",http://stats.ncaa.org/people/3032?sport_code=MFB,Randy Edsall,people,2016
"Maryland  Terrapins, Terps",http://stats.ncaa.org/people/35868?sport_code=MFB,Mike Locksley,people,2016
"Maryland  Terrapins, Terps",http://stats.ncaa.org/team/392/roster/12240,Roster,roster,2016
"Maryland  Terrapins, Terps",http://stats.ncaa.org/team/392/stats/12240,Team Statistics,stats,2016
Massachusetts  Minutemen,http://stats.ncaa.org/teams/history/MFB/400,Team History,history,2016
Massachusetts  Minutemen,http://stats.ncaa.org/people/2517?sport_code=MFB,Mark Whipple,people,2016
Massachusetts  Minutemen,http://stats.ncaa.org/team/400/roster/12240,Roster,roster,2016
Massachusetts  Minutemen,http://stats.ncaa.org/team/400/stats/12240,Team Statistics,stats,2016
Memphis  Tigers,http://stats.ncaa.org/teams/history/MFB/404,Team History,history,2016
Memphis  Tigers,http://stats.ncaa.org/people/40881?sport_code=MFB,Justin Fuente,people,2016
Memphis  Tigers,http://stats.ncaa.org/people/789?sport_code=MFB,Darrell Dickey,people,2016
Memphis  Tigers,http://stats.ncaa.org/team/404/roster/12240,Roster,roster,2016
Memphis  Tigers,http://stats.ncaa.org/team/404/stats/12240,Team Statistics,stats,2016
Miami (FL) Hurricanes,http://stats.ncaa.org/teams/history/MFB/415,Team History,history,2016
Miami (FL) Hurricanes,http://stats.ncaa.org/people/28007?sport_code=MFB,Al Golden,people,2016
Miami (FL) Hurricanes,http://stats.ncaa.org/people/44834?sport_code=MFB,Larry Scott,people,2016
Miami (FL) Hurricanes,http://stats.ncaa.org/team/415/roster/12240,Roster,roster,2016
Miami (FL) Hurricanes,http://stats.ncaa.org/team/415/stats/12240,Team Statistics,stats,2016
Miami (OH) RedHawks,http://stats.ncaa.org/teams/history/MFB/414,Team History,history,2016
Miami (OH) RedHawks,http://stats.ncaa.org/people/22568?sport_code=MFB,Chuck Martin,people,2016
Miami (OH) RedHawks,http://stats.ncaa.org/team/414/roster/12240,Roster,roster,2016
Miami (OH) RedHawks,http://stats.ncaa.org/team/414/stats/12240,Team Statistics,stats,2016
Michigan  Wolverines,http://stats.ncaa.org/teams/history/MFB/418,Team History,history,2016
Michigan  Wolverines,http://stats.ncaa.org/people/25070?sport_code=MFB,Jim Harbaugh,people,2016
Michigan  Wolverines,http://stats.ncaa.org/team/418/roster/12240,Roster,roster,2016
Michigan  Wolverines,http://stats.ncaa.org/team/418/stats/12240,Team Statistics,stats,2016
Michigan St. Spartans,http://stats.ncaa.org/teams/history/MFB/416,Team History,history,2016
Michigan St. Spartans,http://stats.ncaa.org/people/24978?sport_code=MFB,Mark Dantonio,people,2016
Michigan St. Spartans,http://stats.ncaa.org/team/416/roster/12240,Roster,roster,2016
Michigan St. Spartans,http://stats.ncaa.org/team/416/stats/12240,Team Statistics,stats,2016
Middle Tenn. Blue Raiders,http://stats.ncaa.org/teams/history/MFB/419,Team History,history,2016
Middle Tenn. Blue Raiders,http://stats.ncaa.org/people/28004?sport_code=MFB,Rick Stockstill,people,2016
Middle Tenn. Blue Raiders,http://stats.ncaa.org/team/419/roster/12240,Roster,roster,2016
Middle Tenn. Blue Raiders,http://stats.ncaa.org/team/419/stats/12240,Team Statistics,stats,2016
Minnesota  Golden Gophers,http://stats.ncaa.org/teams/history/MFB/428,Team History,history,2016
Minnesota  Golden Gophers,http://stats.ncaa.org/people/1673?sport_code=MFB,Jerry Kill,people,2016
Minnesota  Golden Gophers,http://stats.ncaa.org/people/44835?sport_code=MFB,Tracy Claeys,people,2016
Minnesota  Golden Gophers,http://stats.ncaa.org/team/428/roster/12240,Roster,roster,2016
Minnesota  Golden Gophers,http://stats.ncaa.org/team/428/stats/12240,Team Statistics,stats,2016
Mississippi St. Bulldogs,http://stats.ncaa.org/teams/history/MFB/430,Team History,history,2016
Mississippi St. Bulldogs,http://stats.ncaa.org/people/35867?sport_code=MFB,Dan Mullen,people,2016
Mississippi St. Bulldogs,http://stats.ncaa.org/team/430/roster/12240,Roster,roster,2016
Mississippi St. Bulldogs,http://stats.ncaa.org/team/430/stats/12240,Team Statistics,stats,2016
NC State Wolfpack,http://stats.ncaa.org/teams/history/MFB/490,Team History,history,2016
NC State Wolfpack,http://stats.ncaa.org/people/38542?sport_code=MFB,Dave Doeren,people,2016
NC State Wolfpack,http://stats.ncaa.org/team/490/roster/12240,Roster,roster,2016
NC State Wolfpack,http://stats.ncaa.org/team/490/stats/12240,Team Statistics,stats,2016
Navy Midshipmen,http://stats.ncaa.org/teams/history/MFB/726,Team History,history,2016
Navy Midshipmen,http://stats.ncaa.org/people/33422?sport_code=MFB,Ken Niumatalolo,people,2016
Navy Midshipmen,http://stats.ncaa.org/team/726/roster/12240,Roster,roster,2016
