Date,Opponent,Result,G,FGM,FGA,FGBlocksAllowed,LongFGM,Team,OffenseDefense
10/31/2015,@ California,W 27 - 21,1/,nan,nan,nan,nan,Southern California Trojans,Defense
11/07/2015,Arizona,W 38 - 30,1/,1,2,nan,25,Southern California Trojans,Offense
11/07/2015,Arizona,W 38 - 30,1/,3,3,nan,44,Southern California Trojans,Defense
11/13/2015,@ Colorado,W 27 - 24,1/,2,2,nan,41,Southern California Trojans,Offense
11/13/2015,@ Colorado,W 27 - 24,1/,1,2,1/,28,Southern California Trojans,Defense
11/21/2015,@ Oregon,L 28 - 48,1/,nan,nan,nan,nan,Southern California Trojans,Offense
11/21/2015,@ Oregon,L 28 - 48,1/,2,2,nan,37,Southern California Trojans,Defense
11/28/2015,UCLA,W 40 - 21,1/,2,2,nan,30,Southern California Trojans,Offense
11/28/2015,UCLA,W 40 - 21,1/,nan,1,nan,nan,Southern California Trojans,Defense
12/05/2015,"Stanford @ Santa Clara, Calif.",L 22 - 41,1/,1,1,nan,40,Southern California Trojans,Offense
12/05/2015,"Stanford @ Santa Clara, Calif.",L 22 - 41,1/,2,2,nan,30,Southern California Trojans,Defense
12/30/2015,"Wisconsin @ San Diego, Calif.",L 21 - 23,1/,nan,nan,nan,nan,Southern California Trojans,Offense
12/30/2015,"Wisconsin @ San Diego, Calif.",L 21 - 23,1/,3,3,nan,33,Southern California Trojans,Defense
09/03/2016,Towson,W 56 - 20,1/,nan,nan,nan,nan,South Fla. Bulls,Offense
09/03/2016,Towson,W 56 - 20,1/,2,2,nan,33,South Fla. Bulls,Defense
09/10/2016,Northern Ill.,W 48 - 17,1/,2,2,nan,34,South Fla. Bulls,Offense
09/10/2016,Northern Ill.,W 48 - 17,1/,1,1,nan,22,South Fla. Bulls,Defense
09/17/2016,@ Syracuse,W 45 - 20,1/,1,1,nan,42,South Fla. Bulls,Offense
09/17/2016,@ Syracuse,W 45 - 20,1/,2,2,nan,48,South Fla. Bulls,Defense
09/24/2016,Florida St.,L 35 - 55,1/,nan,nan,nan,nan,South Fla. Bulls,Offense
09/24/2016,Florida St.,L 35 - 55,1/,2,2,nan,35,South Fla. Bulls,Defense
10/01/2016,@ Cincinnati,W 45 - 20,1/,1,1,nan,26,South Fla. Bulls,Offense
10/01/2016,@ Cincinnati,W 45 - 20,1/,nan,1,nan,nan,South Fla. Bulls,Defense
10/08/2016,East Carolina,W 38 - 22,1/,1,1,nan,26,South Fla. Bulls,Offense
10/08/2016,East Carolina,W 38 - 22,1/,3,4,nan,49,South Fla. Bulls,Defense
10/15/2016,UConn,W 42 - 27,1/,nan,nan,nan,nan,South Fla. Bulls,Offense
10/15/2016,UConn,W 42 - 27,1/,2,2,nan,26,South Fla. Bulls,Defense
10/21/2016,@ Temple,L 30 - 46,1/,1,1,nan,42,South Fla. Bulls,Offense
10/21/2016,@ Temple,L 30 - 46,1/,3,3,nan,42,South Fla. Bulls,Defense
10/28/2016,Navy,W 52 - 45,1/,1,2,1/,27,South Fla. Bulls,Offense
10/28/2016,Navy,W 52 - 45,1/,nan,nan,nan,nan,South Fla. Bulls,Defense
11/12/2016,@ Memphis,W 49 - 42,1/,nan,1,nan,nan,South Fla. Bulls,Offense
11/12/2016,@ Memphis,W 49 - 42,1/,2,3,nan,47,South Fla. Bulls,Defense
11/19/2016,@ SMU,W 35 - 27,1/,nan,nan,nan,nan,South Fla. Bulls,Offense
11/19/2016,@ SMU,W 35 - 27,1/,2,2,nan,24,South Fla. Bulls,Defense
11/26/2016,UCF,W 48 - 31,1/,2,3,nan,33,South Fla. Bulls,Offense
11/26/2016,UCF,W 48 - 31,1/,1,1,nan,37,South Fla. Bulls,Defense
12/29/2016,"South Carolina @ Birmingham, Ala.",W 46 - 39 (1OT),1/,1,1,nan,21,South Fla. Bulls,Offense
12/29/2016,"South Carolina @ Birmingham, Ala.",W 46 - 39 (1OT),1/,1,1,nan,43,South Fla. Bulls,Defense
09/05/2015,Florida A&M,W 51 - 3,1/,1,1,nan,22,South Fla. Bulls,Offense
09/05/2015,Florida A&M,W 51 - 3,1/,1,1,nan,21,South Fla. Bulls,Defense
09/12/2015,@ Florida St.,L 14 - 34,1/,nan,nan,nan,nan,South Fla. Bulls,Offense
09/12/2015,@ Florida St.,L 14 - 34,1/,2,2,nan,38,South Fla. Bulls,Defense
09/19/2015,@ Maryland,L 17 - 35,1/,1,1,nan,34,South Fla. Bulls,Offense
09/19/2015,@ Maryland,L 17 - 35,1/,nan,nan,nan,nan,South Fla. Bulls,Defense
10/02/2015,Memphis,L 17 - 24,1/,1,1,nan,31,South Fla. Bulls,Offense
10/02/2015,Memphis,L 17 - 24,1/,1,2,nan,49,South Fla. Bulls,Defense
10/10/2015,Syracuse,W 45 - 24,1/,1,2,nan,21,South Fla. Bulls,Offense
10/10/2015,Syracuse,W 45 - 24,1/,1,1,nan,30,South Fla. Bulls,Defense
10/17/2015,@ UConn,W 28 - 20,1/,nan,1,nan,nan,South Fla. Bulls,Offense
10/17/2015,@ UConn,W 28 - 20,1/,2,3,nan,27,South Fla. Bulls,Defense
10/24/2015,SMU,W 38 - 14,1/,1,2,1/,40,South Fla. Bulls,Offense
10/24/2015,SMU,W 38 - 14,1/,nan,1,nan,nan,South Fla. Bulls,Defense
10/31/2015,@ Navy,L 17 - 29,1/,1,3,nan,25,South Fla. Bulls,Offense
10/31/2015,@ Navy,L 17 - 29,1/,3,3,nan,30,South Fla. Bulls,Defense
11/07/2015,@ East Carolina,W 22 - 17,1/,2,3,nan,39,South Fla. Bulls,Offense
11/07/2015,@ East Carolina,W 22 - 17,1/,1,1,nan,40,South Fla. Bulls,Defense
11/14/2015,Temple,W 44 - 23,1/,3,3,nan,47,South Fla. Bulls,Offense
11/14/2015,Temple,W 44 - 23,1/,3,5/,nan,35,South Fla. Bulls,Defense
11/20/2015,Cincinnati,W 65 - 27,1/,1,1,nan,49,South Fla. Bulls,Offense
11/20/2015,Cincinnati,W 65 - 27,1/,2,2,nan,44,South Fla. Bulls,Defense
11/26/2015,@ UCF,W 44 - 3,1/,3,3,nan,44,South Fla. Bulls,Offense
11/26/2015,@ UCF,W 44 - 3,1/,1,1,nan,28,South Fla. Bulls,Defense
12/21/2015,"Western Ky. @ Miami, Fla.",L 35 - 45,1/,nan,2,nan,nan,South Fla. Bulls,Offense
12/21/2015,"Western Ky. @ Miami, Fla.",L 35 - 45,1/,1,1,nan,39,South Fla. Bulls,Defense
09/03/2015,"North Carolina @ Charlotte, NC",W 17 - 13,1/,1,2,nan,25,South Carolina Gamecocks,Offense
09/03/2015,"North Carolina @ Charlotte, NC",W 17 - 13,1/,2,2,nan,47,South Carolina Gamecocks,Defense
09/12/2015,Kentucky,L 22 - 26,1/,3,4,nan,29,South Carolina Gamecocks,Offense
09/12/2015,Kentucky,L 22 - 26,1/,1,1,nan,29,South Carolina Gamecocks,Defense
09/19/2015,@ Georgia,L 20 - 52,1/,2,2,nan,51,South Carolina Gamecocks,Offense
09/19/2015,@ Georgia,L 20 - 52,1/,1,1,nan,30,South Carolina Gamecocks,Defense
09/26/2015,UCF,W 31 - 14,1/,3,4,nan,52,South Carolina Gamecocks,Offense
09/26/2015,UCF,W 31 - 14,1/,nan,nan,nan,nan,South Carolina Gamecocks,Defense
10/03/2015,@ Missouri,L 10 - 24,1/,1,2,nan,34,South Carolina Gamecocks,Offense
10/03/2015,@ Missouri,L 10 - 24,1/,1,1,nan,21,South Carolina Gamecocks,Defense
10/10/2015,@ LSU,L 24 - 45,1/,1,1,nan,21,South Carolina Gamecocks,Offense
10/10/2015,@ LSU,L 24 - 45,1/,1,1,nan,29,South Carolina Gamecocks,Defense
10/17/2015,Vanderbilt,W 19 - 10,1/,4,6,nan,47,South Carolina Gamecocks,Offense
10/17/2015,Vanderbilt,W 19 - 10,1/,1,1,nan,23,South Carolina Gamecocks,Defense
10/31/2015,@ Texas A&M,L 28 - 35,1/,nan,nan,nan,nan,South Carolina Gamecocks,Offense
10/31/2015,@ Texas A&M,L 28 - 35,1/,nan,1,nan,nan,South Carolina Gamecocks,Defense
11/07/2015,@ Tennessee,L 24 - 27,1/,1,2,nan,43,South Carolina Gamecocks,Offense
11/07/2015,@ Tennessee,L 24 - 27,1/,2,2,nan,44,South Carolina Gamecocks,Defense
11/14/2015,Florida,L 14 - 24,1/,nan,nan,nan,nan,South Carolina Gamecocks,Offense
11/14/2015,Florida,L 14 - 24,1/,1,1,nan,39,South Carolina Gamecocks,Defense
11/21/2015,The Citadel,L 22 - 23,1/,3,3,nan,40,South Carolina Gamecocks,Offense
11/21/2015,The Citadel,L 22 - 23,1/,1,1,nan,48,South Carolina Gamecocks,Defense
11/28/2015,Clemson,L 32 - 37,1/,1,2,nan,21,South Carolina Gamecocks,Offense
11/28/2015,Clemson,L 32 - 37,1/,1,1,nan,36,South Carolina Gamecocks,Defense
09/01/2016,@ Vanderbilt,W 13 - 10,1/,2,2,nan,55/,South Carolina Gamecocks,Offense
09/01/2016,@ Vanderbilt,W 13 - 10,1/,1,2,nan,36,South Carolina Gamecocks,Defense
09/10/2016,@ Mississippi St.,L 14 - 27,1/,nan,1,nan,nan,South Carolina Gamecocks,Offense
09/10/2016,@ Mississippi St.,L 14 - 27,1/,2,2,nan,28,South Carolina Gamecocks,Defense
09/17/2016,East Carolina,W 20 - 15,1/,2,2,nan,39,South Carolina Gamecocks,Offense
09/17/2016,East Carolina,W 20 - 15,1/,3,4,1/,45,South Carolina Gamecocks,Defense
09/24/2016,@ Kentucky,L 10 - 17,1/,1,1,nan,35,South Carolina Gamecocks,Offense
09/24/2016,@ Kentucky,L 10 - 17,1/,1,1,nan,30,South Carolina Gamecocks,Defense
10/01/2016,Texas A&M,L 13 - 24,1/,2,4,nan,43,South Carolina Gamecocks,Offense
10/01/2016,Texas A&M,L 13 - 24,1/,1,2,nan,35,South Carolina Gamecocks,Defense
10/09/2016,Georgia,L 14 - 28,1/,nan,nan,nan,nan,South Carolina Gamecocks,Offense
10/09/2016,Georgia,L 14 - 28,1/,nan,nan,nan,nan,South Carolina Gamecocks,Defense
10/22/2016,Massachusetts,W 34 - 28,1/,nan,nan,nan,nan,South Carolina Gamecocks,Offense
10/22/2016,Massachusetts,W 34 - 28,1/,nan,1,nan,nan,South Carolina Gamecocks,Defense
10/29/2016,Tennessee,W 24 - 21,1/,1,1,nan,28,South Carolina Gamecocks,Offense
10/29/2016,Tennessee,W 24 - 21,1/,nan,1,nan,nan,South Carolina Gamecocks,Defense
11/05/2016,Missouri,W 31 - 21,1/,1,2,nan,24,South Carolina Gamecocks,Offense
11/05/2016,Missouri,W 31 - 21,1/,nan,2,nan,nan,South Carolina Gamecocks,Defense
11/12/2016,@ Florida,L 7 - 20,1/,nan,nan,nan,nan,South Carolina Gamecocks,Offense
11/12/2016,@ Florida,L 7 - 20,1/,2,2,nan,54,South Carolina Gamecocks,Defense
11/19/2016,Western Caro.,W 44 - 31,1/,3,3,nan,32,South Carolina Gamecocks,Offense
11/19/2016,Western Caro.,W 44 - 31,1/,1,1,nan,32,South Carolina Gamecocks,Defense
11/26/2016,@ Clemson,L 7 - 56,1/,nan,nan,nan,nan,South Carolina Gamecocks,Offense
11/26/2016,@ Clemson,L 7 - 56,1/,nan,1,1/,nan,South Carolina Gamecocks,Defense
12/29/2016,"South Fla. @ Birmingham, Ala.",L 39 - 46 (1OT),1/,1,1,nan,43,South Carolina Gamecocks,Offense
12/29/2016,"South Fla. @ Birmingham, Ala.",L 39 - 46 (1OT),1/,1,1,nan,21,South Carolina Gamecocks,Defense
08/29/2013,North Carolina,W 27 - 10,1/,2,2,nan,39,South Carolina Gamecocks,Offense
08/29/2013,North Carolina,W 27 - 10,1/,1,1,nan,20,South Carolina Gamecocks,Defense
09/07/2013,@ Georgia,L 30 - 41,1/,1,1,nan,36,South Carolina Gamecocks,Offense
09/07/2013,@ Georgia,L 30 - 41,1/,2,2,nan,37,South Carolina Gamecocks,Defense
09/14/2013,Vanderbilt,W 35 - 25,1/,nan,nan,nan,nan,South Carolina Gamecocks,Offense
09/14/2013,Vanderbilt,W 35 - 25,1/,1,1,nan,54,South Carolina Gamecocks,Defense
09/28/2013,@ UCF,W 28 - 25,1/,nan,nan,nan,nan,South Carolina Gamecocks,Offense
09/28/2013,@ UCF,W 28 - 25,1/,1,1,nan,27,South Carolina Gamecocks,Defense
10/05/2013,Kentucky,W 35 - 28,1/,2,2,nan,41,South Carolina Gamecocks,Offense
10/05/2013,Kentucky,W 35 - 28,1/,nan,nan,nan,nan,South Carolina Gamecocks,Defense
10/12/2013,@ Arkansas,W 52 - 7,1/,1,1,nan,33,South Carolina Gamecocks,Offense
10/12/2013,@ Arkansas,W 52 - 7,1/,nan,nan,nan,nan,South Carolina Gamecocks,Defense
10/19/2013,@ Tennessee,L 21 - 23,1/,nan,1,nan,nan,South Carolina Gamecocks,Offense
10/19/2013,@ Tennessee,L 21 - 23,1/,3,4,nan,37,South Carolina Gamecocks,Defense
10/26/2013,@ Missouri,W 27 - 24 (2OT),1/,2,3,nan,40,South Carolina Gamecocks,Offense
10/26/2013,@ Missouri,W 27 - 24 (2OT),1/,1,3,nan,27,South Carolina Gamecocks,Defense
11/02/2013,Mississippi St.,W 34 - 16,1/,2,2,nan,44,South Carolina Gamecocks,Offense
11/02/2013,Mississippi St.,W 34 - 16,1/,1,1,nan,38,South Carolina Gamecocks,Defense
11/16/2013,Florida,W 19 - 14,1/,4,5/,nan,45,South Carolina Gamecocks,Offense
11/16/2013,Florida,W 19 - 14,1/,nan,1,nan,nan,South Carolina Gamecocks,Defense
11/23/2013,Coastal Caro.,W 70 - 10,1/,nan,nan,nan,nan,South Carolina Gamecocks,Offense
11/23/2013,Coastal Caro.,W 70 - 10,1/,1,1,nan,46,South Carolina Gamecocks,Defense
11/30/2013,Clemson,W 31 - 17,1/,1,1,nan,21,South Carolina Gamecocks,Offense
11/30/2013,Clemson,W 31 - 17,1/,1,1,nan,38,South Carolina Gamecocks,Defense
01/01/2014,"Wisconsin @ Orlando, Fla.",W 34 - 24,1/,nan,nan,nan,nan,South Carolina Gamecocks,Offense
01/01/2014,"Wisconsin @ Orlando, Fla.",W 34 - 24,1/,1,2,nan,35,South Carolina Gamecocks,Defense
08/28/2014,Texas A&M,L 28 - 52,1/,nan,1,nan,nan,South Carolina Gamecocks,Offense
08/28/2014,Texas A&M,L 28 - 52,1/,1,1,nan,33,South Carolina Gamecocks,Defense
09/06/2014,East Carolina,W 33 - 23,1/,4,4,nan,42,South Carolina Gamecocks,Offense
09/06/2014,East Carolina,W 33 - 23,1/,3,4,1/,40,South Carolina Gamecocks,Defense
09/13/2014,Georgia,W 38 - 35,1/,1,1,nan,32,South Carolina Gamecocks,Offense
09/13/2014,Georgia,W 38 - 35,1/,2,4,nan,36,South Carolina Gamecocks,Defense
09/20/2014,@ Vanderbilt,W 48 - 34,1/,2,2,nan,45,South Carolina Gamecocks,Offense
09/20/2014,@ Vanderbilt,W 48 - 34,1/,2,3,1/,30,South Carolina Gamecocks,Defense
09/27/2014,Missouri,L 20 - 21,1/,2,2,nan,41,South Carolina Gamecocks,Offense
09/27/2014,Missouri,L 20 - 21,1/,nan,1,nan,nan,South Carolina Gamecocks,Defense
10/04/2014,@ Kentucky,L 38 - 45,1/,1,1,nan,31,South Carolina Gamecocks,Offense
10/04/2014,@ Kentucky,L 38 - 45,1/,1,1,nan,47,South Carolina Gamecocks,Defense
10/18/2014,Furman,W 41 - 10,1/,2,2,nan,27,South Carolina Gamecocks,Offense
10/18/2014,Furman,W 41 - 10,1/,1,2,nan,29,South Carolina Gamecocks,Defense
10/25/2014,@ Auburn,L 35 - 42,1/,nan,nan,nan,nan,South Carolina Gamecocks,Offense
10/25/2014,@ Auburn,L 35 - 42,1/,nan,nan,nan,nan,South Carolina Gamecocks,Defense
11/01/2014,Tennessee,L 42 - 45 (1OT),1/,nan,2,nan,nan,South Carolina Gamecocks,Offense
11/01/2014,Tennessee,L 42 - 45 (1OT),1/,1,3,nan,32,South Carolina Gamecocks,Defense
11/15/2014,@ Florida,W 23 - 20 (1OT),1/,1,2,nan,31,South Carolina Gamecocks,Offense
11/15/2014,@ Florida,W 23 - 20 (1OT),1/,2,3,1/,35,South Carolina Gamecocks,Defense
11/22/2014,South Ala.,W 37 - 12,1/,3,3,nan,47,South Carolina Gamecocks,Offense
11/22/2014,South Ala.,W 37 - 12,1/,4/,4/,nan,31,South Carolina Gamecocks,Defense
11/29/2014,@ Clemson,L 17 - 35,1/,1,2,nan,47,South Carolina Gamecocks,Offense
11/29/2014,@ Clemson,L 17 - 35,1/,nan,1,nan,nan,South Carolina Gamecocks,Defense
12/27/2014,"Miami (FL) @ Shreveport, La.",W 24 - 21,1/,1,3,nan,32,South Carolina Gamecocks,Offense
12/27/2014,"Miami (FL) @ Shreveport, La.",W 24 - 21,1/,2,3,nan,27,South Carolina Gamecocks,Defense
09/06/2014,@ Kent St.,W 23 - 13,1/,nan,nan,nan,nan,South Ala. Jaguars,Offense
09/06/2014,@ Kent St.,W 23 - 13,1/,nan,1,nan,nan,South Ala. Jaguars,Defense
09/13/2014,Mississippi St.,L 3 - 35,1/,1,2,1/,26,South Ala. Jaguars,Offense
09/13/2014,Mississippi St.,L 3 - 35,1/,nan,nan,nan,nan,South Ala. Jaguars,Defense
09/20/2014,Ga. Southern,L 6 - 28,1/,nan,nan,nan,nan,South Ala. Jaguars,Offense
09/20/2014,Ga. Southern,L 6 - 28,1/,nan,1,nan,nan,South Ala. Jaguars,Defense
09/27/2014,@ Idaho,W 34 - 10,1/,2,2,nan,44,South Ala. Jaguars,Offense
09/27/2014,@ Idaho,W 34 - 10,1/,1,3,nan,37,South Ala. Jaguars,Defense
10/04/2014,@ Appalachian St.,W 47 - 21,1/,2,4/,1/,39,South Ala. Jaguars,Offense
10/04/2014,@ Appalachian St.,W 47 - 21,1/,nan,1,1/,nan,South Ala. Jaguars,Defense
10/18/2014,Georgia St.,W 30 - 27,1/,3,4/,nan,43,South Ala. Jaguars,Offense
10/18/2014,Georgia St.,W 30 - 27,1/,nan,nan,nan,nan,South Ala. Jaguars,Defense
10/24/2014,Troy,W 27 - 13,1/,2,2,nan,38,South Ala. Jaguars,Offense
10/24/2014,Troy,W 27 - 13,1/,2,2,nan,43,South Ala. Jaguars,Defense
11/01/2014,@ Louisiana,L 9 - 19,1/,1,2,nan,20,South Ala. Jaguars,Offense
11/01/2014,@ Louisiana,L 9 - 19,1/,4/,4/,nan,32,South Ala. Jaguars,Defense
11/08/2014,@ Arkansas St.,L 10 - 45,1/,1,1,nan,41,South Ala. Jaguars,Offense
11/08/2014,@ Arkansas St.,L 10 - 45,1/,1,3,nan,46,South Ala. Jaguars,Defense
11/15/2014,Texas St.,W 24 - 20,1/,1,1,nan,46,South Ala. Jaguars,Offense
11/15/2014,Texas St.,W 24 - 20,1/,2,4/,nan,41,South Ala. Jaguars,Defense
11/22/2014,@ South Carolina,L 12 - 37,1/,4/,4/,nan,31,South Ala. Jaguars,Offense
11/22/2014,@ South Carolina,L 12 - 37,1/,3,3,nan,47,South Ala. Jaguars,Defense
11/28/2014,Navy,L 40 - 42,1/,2,2,nan,40,South Ala. Jaguars,Offense
11/28/2014,Navy,L 40 - 42,1/,nan,nan,nan,nan,South Ala. Jaguars,Defense
12/20/2014,"Bowling Green @ Montgomery, Ala.",L 28 - 33,1/,nan,nan,nan,nan,South Ala. Jaguars,Offense
12/20/2014,"Bowling Green @ Montgomery, Ala.",L 28 - 33,1/,2,3,nan,39,South Ala. Jaguars,Defense
08/29/2013,Southern Utah,L 21 - 22,1/,nan,2,1/,nan,South Ala. Jaguars,Offense
08/29/2013,Southern Utah,L 21 - 22,1/,3,3,nan,37,South Ala. Jaguars,Defense
09/07/2013,@ Tulane,W 41 - 39,1/,2,2,nan,46,South Ala. Jaguars,Offense
09/07/2013,@ Tulane,W 41 - 39,1/,1,1,nan,47,South Ala. Jaguars,Defense
09/14/2013,Western Ky.,W 31 - 24,1/,3,4,nan,43,South Ala. Jaguars,Offense
09/14/2013,Western Ky.,W 31 - 24,1/,1,1,nan,44,South Ala. Jaguars,Defense
09/28/2013,@ Tennessee,L 24 - 31,1/,1,2,nan,24,South Ala. Jaguars,Offense
09/28/2013,@ Tennessee,L 24 - 31,1/,1,2,nan,40,South Ala. Jaguars,Defense
10/05/2013,@ Troy,L 33 - 34,1/,nan,1,nan,nan,South Ala. Jaguars,Offense
10/05/2013,@ Troy,L 33 - 34,1/,2,2,nan,23,South Ala. Jaguars,Defense
10/19/2013,Kent St.,W 38 - 21,1/,1,1,nan,45,South Ala. Jaguars,Offense
10/19/2013,Kent St.,W 38 - 21,1/,nan,2,1,nan,South Ala. Jaguars,Defense
10/26/2013,@ Texas St.,L 31 - 33,1/,1,1,nan,20,South Ala. Jaguars,Offense
10/26/2013,@ Texas St.,L 31 - 33,1/,4/,4,nan,43,South Ala. Jaguars,Defense
11/02/2013,Arkansas St.,L 16 - 17,1/,3,3,nan,30,South Ala. Jaguars,Offense
11/02/2013,Arkansas St.,L 16 - 17,1/,1,1,nan,50,South Ala. Jaguars,Defense
11/16/2013,@ Navy,L 14 - 42,1/,nan,nan,nan,nan,South Ala. Jaguars,Offense
11/16/2013,@ Navy,L 14 - 42,1/,2,2,nan,37,South Ala. Jaguars,Defense
11/23/2013,La.-Monroe,W 36 - 14,1/,3,3,nan,45,South Ala. Jaguars,Offense
11/23/2013,La.-Monroe,W 36 - 14,1/,nan,nan,nan,nan,South Ala. Jaguars,Defense
11/30/2013,@ Georgia St.,W 38 - 17,1/,1,1,nan,42,South Ala. Jaguars,Offense
11/30/2013,@ Georgia St.,W 38 - 17,1/,1,2,nan,33,South Ala. Jaguars,Defense
12/07/2013,Louisiana,W 30 - 8,1/,3,3,nan,40,South Ala. Jaguars,Offense
12/07/2013,Louisiana,W 30 - 8,1/,nan,nan,nan,nan,South Ala. Jaguars,Defense
09/03/2016,@ Mississippi St.,W 21 - 20,1/,nan,2,nan,nan,South Ala. Jaguars,Offense
09/03/2016,@ Mississippi St.,W 21 - 20,1/,2,4,nan,48,South Ala. Jaguars,Defense
09/10/2016,Ga. Southern,L 9 - 24,1/,3,3,nan,40,South Ala. Jaguars,Offense
09/10/2016,Ga. Southern,L 9 - 24,1/,1,1,nan,28,South Ala. Jaguars,Defense
09/17/2016,@ Louisiana,L 23 - 28,1/,1,1,nan,23,South Ala. Jaguars,Offense
09/17/2016,@ Louisiana,L 23 - 28,1/,1,2,nan,31,South Ala. Jaguars,Defense
09/24/2016,Nicholls St.,W 41 - 40 (1OT),1/,2,3,1/,26,South Ala. Jaguars,Offense
09/24/2016,Nicholls St.,W 41 - 40 (1OT),1/,2,2,nan,37,South Ala. Jaguars,Defense
10/01/2016,San Diego St.,W 42 - 24,1/,nan,nan,nan,nan,South Ala. Jaguars,Offense
10/01/2016,San Diego St.,W 42 - 24,1/,1,1,nan,34,South Ala. Jaguars,Defense
10/15/2016,@ Arkansas St.,L 7 - 17,1/,nan,1,nan,nan,South Ala. Jaguars,Offense
10/15/2016,@ Arkansas St.,L 7 - 17,1/,1,2,nan,25,South Ala. Jaguars,Defense
10/20/2016,Troy,L 21 - 28,1/,nan,nan,nan,nan,South Ala. Jaguars,Offense
10/20/2016,Troy,L 21 - 28,1/,2,3,nan,47,South Ala. Jaguars,Defense
10/29/2016,Georgia St.,W 13 - 10,1/,2,3,nan,34,South Ala. Jaguars,Offense
10/29/2016,Georgia St.,W 13 - 10,1/,1,2,nan,30,South Ala. Jaguars,Defense
11/05/2016,@ La.-Monroe,L 35 - 42 (1OT),1/,nan,1,1/,nan,South Ala. Jaguars,Offense
11/05/2016,@ La.-Monroe,L 35 - 42 (1OT),1/,nan,1,nan,nan,South Ala. Jaguars,Defense
11/19/2016,Presbyterian,W 31 - 7,1/,1,1,nan,30,South Ala. Jaguars,Offense
11/19/2016,Presbyterian,W 31 - 7,1/,nan,2,1/,nan,South Ala. Jaguars,Defense
11/26/2016,@ Idaho,L 31 - 38,1/,1,1,nan,36,South Ala. Jaguars,Offense
11/26/2016,@ Idaho,L 31 - 38,1/,1,1,nan,24,South Ala. Jaguars,Defense
12/03/2016,New Mexico St.,W 35 - 28,1/,nan,nan,nan,nan,South Ala. Jaguars,Offense
12/03/2016,New Mexico St.,W 35 - 28,1/,nan,nan,nan,nan,South Ala. Jaguars,Defense
12/30/2016,"Air Force @ Tucson, Ariz.",L 21 - 45,1/,nan,nan,nan,nan,South Ala. Jaguars,Offense
12/30/2016,"Air Force @ Tucson, Ariz.",L 21 - 45,1/,3,3,nan,37,South Ala. Jaguars,Defense
09/05/2015,Gardner-Webb,W 33 - 23,1/,2,2,nan,41,South Ala. Jaguars,Offense
09/05/2015,Gardner-Webb,W 33 - 23,1/,nan,nan,nan,nan,South Ala. Jaguars,Defense
09/12/2015,@ Nebraska,L 9 - 48,1/,1,1,nan,36,South Ala. Jaguars,Offense
09/12/2015,@ Nebraska,L 9 - 48,1/,2,2,nan,42,South Ala. Jaguars,Defense
09/19/2015,@ San Diego St.,W 34 - 27 (1OT),1/,2,3,nan,46,South Ala. Jaguars,Offense
09/19/2015,@ San Diego St.,W 34 - 27 (1OT),1/,2,3,nan,54/,South Ala. Jaguars,Defense
09/26/2015,NC State,L 13 - 63,1/,2,2,nan,49,South Ala. Jaguars,Offense
09/26/2015,NC State,L 13 - 63,1/,nan,1,nan,nan,South Ala. Jaguars,Defense
10/03/2015,@ Troy,W 24 - 18,1/,1,2,nan,35,South Ala. Jaguars,Offense
10/03/2015,@ Troy,W 24 - 18,1/,1,1,nan,33,South Ala. Jaguars,Defense
10/13/2015,Arkansas St.,L 31 - 49,1/,1,1,nan,37,South Ala. Jaguars,Offense
10/13/2015,Arkansas St.,L 31 - 49,1/,2,2,nan,33,South Ala. Jaguars,Defense
10/24/2015,@ Texas St.,L 18 - 36,1/,1,2,nan,32,South Ala. Jaguars,Offense
10/24/2015,@ Texas St.,L 18 - 36,1/,1,1,nan,36,South Ala. Jaguars,Defense
11/07/2015,Idaho,W 52 - 45,1/,1,1,nan,41,South Ala. Jaguars,Offense
11/07/2015,Idaho,W 52 - 45,1/,1,1,nan,24,South Ala. Jaguars,Defense
11/12/2015,Louisiana,W 32 - 25,1/,1,1,nan,25,South Ala. Jaguars,Offense
11/12/2015,Louisiana,W 32 - 25,1/,nan,1,nan,nan,South Ala. Jaguars,Defense
11/21/2015,@ Georgia St.,L 10 - 24,1/,1,1,nan,47,South Ala. Jaguars,Offense
11/21/2015,@ Georgia St.,L 10 - 24,1/,1,1,nan,26,South Ala. Jaguars,Defense
11/28/2015,@ Ga. Southern,L 17 - 55,1/,1,1,nan,24,South Ala. Jaguars,Offense
11/28/2015,@ Ga. Southern,L 17 - 55,1/,2,2,nan,38,South Ala. Jaguars,Defense
12/05/2015,Appalachian St.,L 27 - 34,1/,2,2,nan,41,South Ala. Jaguars,Offense
12/05/2015,Appalachian St.,L 27 - 34,1/,2,2,nan,51/,South Ala. Jaguars,Defense
09/03/2015,New Hampshire,W 43 - 13,1/,1,2,nan,38,San Jose St. Spartans,Offense
09/03/2015,New Hampshire,W 43 - 13,1/,nan,nan,nan,nan,San Jose St. Spartans,Defense
09/12/2015,@ Air Force,L 16 - 37,1/,1,2,nan,42,San Jose St. Spartans,Offense
09/12/2015,@ Air Force,L 16 - 37,1/,1,1,nan,45,San Jose St. Spartans,Defense
09/19/2015,@ Oregon St.,L 21 - 35,1/,nan,nan,nan,nan,San Jose St. Spartans,Offense
09/19/2015,@ Oregon St.,L 21 - 35,1/,nan,2,nan,nan,San Jose St. Spartans,Defense
09/26/2015,Fresno St.,W 49 - 23,1/,nan,1,nan,nan,San Jose St. Spartans,Offense
