Date,Opponent,Result,G,FGM,FGA,FGBlocksAllowed,LongFGM,Team,OffenseDefense
11/22/2014,Minnesota,L 24 - 28,1/,1,1,nan,30,"Nebraska Cornhuskers, Huskers",Offense
11/22/2014,Minnesota,L 24 - 28,1/,nan,1,1/,nan,"Nebraska Cornhuskers, Huskers",Defense
11/28/2014,@ Iowa,W 37 - 34 (1OT),1/,1,3,1/,20,"Nebraska Cornhuskers, Huskers",Offense
11/28/2014,@ Iowa,W 37 - 34 (1OT),1/,2,2,nan,25,"Nebraska Cornhuskers, Huskers",Defense
12/27/2014,"Southern California @ San Diego, Calif.",L 42 - 45,1/,2,2,nan,34,"Nebraska Cornhuskers, Huskers",Offense
12/27/2014,"Southern California @ San Diego, Calif.",L 42 - 45,1/,1,1,nan,42,"Nebraska Cornhuskers, Huskers",Defense
09/05/2015,Colgate,W 48 - 10,1/,2,2,nan,38,Navy Midshipmen,Offense
09/05/2015,Colgate,W 48 - 10,1/,1,1,nan,24,Navy Midshipmen,Defense
09/19/2015,East Carolina,W 45 - 21,1/,1,1,nan,25,Navy Midshipmen,Offense
09/19/2015,East Carolina,W 45 - 21,1/,nan,1,nan,nan,Navy Midshipmen,Defense
09/26/2015,@ UConn,W 28 - 18,1/,nan,nan,nan,nan,Navy Midshipmen,Offense
09/26/2015,@ UConn,W 28 - 18,1/,1,1,nan,38,Navy Midshipmen,Defense
10/03/2015,Air Force,W 33 - 11,1/,2,2,nan,37,Navy Midshipmen,Offense
10/03/2015,Air Force,W 33 - 11,1/,1,1,nan,39,Navy Midshipmen,Defense
10/10/2015,@ Notre Dame,L 24 - 41,1/,1,2,nan,40,Navy Midshipmen,Offense
10/10/2015,@ Notre Dame,L 24 - 41,1/,2,2,nan,52/,Navy Midshipmen,Defense
10/24/2015,Tulane,W 31 - 14,1/,1,1,nan,25,Navy Midshipmen,Offense
10/24/2015,Tulane,W 31 - 14,1/,nan,1,nan,nan,Navy Midshipmen,Defense
10/31/2015,South Fla.,W 29 - 17,1/,3,3,nan,30,Navy Midshipmen,Offense
10/31/2015,South Fla.,W 29 - 17,1/,1,3,nan,25,Navy Midshipmen,Defense
11/07/2015,@ Memphis,W 45 - 20,1/,1,1,nan,44,Navy Midshipmen,Offense
11/07/2015,@ Memphis,W 45 - 20,1/,2,2,nan,40,Navy Midshipmen,Defense
11/14/2015,SMU,W 55 - 14,1/,nan,nan,nan,nan,Navy Midshipmen,Offense
11/14/2015,SMU,W 55 - 14,1/,nan,1,1/,nan,Navy Midshipmen,Defense
11/21/2015,@ Tulsa,W 44 - 21,1/,nan,1,nan,nan,Navy Midshipmen,Offense
11/21/2015,@ Tulsa,W 44 - 21,1/,nan,nan,nan,nan,Navy Midshipmen,Defense
11/27/2015,@ Houston,L 31 - 52,1/,1,1,nan,39,Navy Midshipmen,Offense
11/27/2015,@ Houston,L 31 - 52,1/,1,1,nan,45,Navy Midshipmen,Defense
12/12/2015,"Army West Point @ Philadelphia, PA",W 21 - 17,1/,nan,nan,nan,nan,Navy Midshipmen,Offense
12/12/2015,"Army West Point @ Philadelphia, PA",W 21 - 17,1/,1,2,nan,32,Navy Midshipmen,Defense
12/28/2015,Pittsburgh,W 44 - 28,1/,1,1,nan,35,Navy Midshipmen,Offense
12/28/2015,Pittsburgh,W 44 - 28,1/,nan,1,nan,nan,Navy Midshipmen,Defense
09/03/2016,Fordham,W 52 - 16,1/,1,1,nan,23,Navy Midshipmen,Offense
09/03/2016,Fordham,W 52 - 16,1/,3/,3,nan,31,Navy Midshipmen,Defense
09/10/2016,UConn,W 28 - 24,1/,nan,1,1/,nan,Navy Midshipmen,Offense
09/10/2016,UConn,W 28 - 24,1/,1,1,nan,38,Navy Midshipmen,Defense
09/17/2016,@ Tulane,W 21 - 14,1/,nan,nan,nan,nan,Navy Midshipmen,Offense
09/17/2016,@ Tulane,W 21 - 14,1/,nan,1,nan,nan,Navy Midshipmen,Defense
10/01/2016,@ Air Force,L 14 - 28,1/,nan,nan,nan,nan,Navy Midshipmen,Offense
10/01/2016,@ Air Force,L 14 - 28,1/,2,2,nan,36,Navy Midshipmen,Defense
10/08/2016,Houston,W 46 - 40,1/,3,3,nan,40,Navy Midshipmen,Offense
10/08/2016,Houston,W 46 - 40,1/,2,2,nan,39,Navy Midshipmen,Defense
10/22/2016,Memphis,W 42 - 28,1/,nan,1,nan,nan,Navy Midshipmen,Offense
10/22/2016,Memphis,W 42 - 28,1/,nan,1,nan,nan,Navy Midshipmen,Defense
10/28/2016,@ South Fla.,L 45 - 52,1/,nan,nan,nan,nan,Navy Midshipmen,Offense
10/28/2016,@ South Fla.,L 45 - 52,1/,1,2,1/,27,Navy Midshipmen,Defense
11/05/2016,"Notre Dame @ Jacksonville, FL",W 28 - 27,1/,nan,nan,nan,nan,Navy Midshipmen,Offense
11/05/2016,"Notre Dame @ Jacksonville, FL",W 28 - 27,1/,2,2,nan,39,Navy Midshipmen,Defense
11/12/2016,Tulsa,W 42 - 40,1/,nan,nan,nan,nan,Navy Midshipmen,Offense
11/12/2016,Tulsa,W 42 - 40,1/,2,2,nan,29,Navy Midshipmen,Defense
11/19/2016,@ East Carolina,W 66 - 31,1/,1,1,nan,29,Navy Midshipmen,Offense
11/19/2016,@ East Carolina,W 66 - 31,1/,1,1,nan,43,Navy Midshipmen,Defense
11/26/2016,@ SMU,W 75 - 31,1/,nan,nan,nan,nan,Navy Midshipmen,Offense
11/26/2016,@ SMU,W 75 - 31,1/,1,2,nan,26,Navy Midshipmen,Defense
12/03/2016,Temple,L 10 - 34,1/,1,1,nan,23,Navy Midshipmen,Offense
12/03/2016,Temple,L 10 - 34,1/,2,3,nan,48,Navy Midshipmen,Defense
12/10/2016,"Army West Point @ Baltimore, Md.",L 17 - 21,1/,1,1,nan,28,Navy Midshipmen,Offense
12/10/2016,"Army West Point @ Baltimore, Md.",L 17 - 21,1/,nan,nan,nan,nan,Navy Midshipmen,Defense
12/23/2016,"Louisiana Tech @ Fort Worth, Texas",L 45 - 48,1/,1,1,nan,40,Navy Midshipmen,Offense
12/23/2016,"Louisiana Tech @ Fort Worth, Texas",L 45 - 48,1/,2,2,nan,32,Navy Midshipmen,Defense
08/30/2014,"Ohio St. @ Baltimore, Md.",L 17 - 34,1/,1,2,nan,32,Navy Midshipmen,Offense
08/30/2014,"Ohio St. @ Baltimore, Md.",L 17 - 34,1/,2,2,nan,46,Navy Midshipmen,Defense
09/06/2014,@ Temple,W 31 - 24,1/,1,2,nan,29,Navy Midshipmen,Offense
09/06/2014,@ Temple,W 31 - 24,1/,1,1,nan,28,Navy Midshipmen,Defense
09/13/2014,@ Texas St.,W 35 - 21,1/,nan,nan,nan,nan,Navy Midshipmen,Offense
09/13/2014,@ Texas St.,W 35 - 21,1/,nan,1,nan,nan,Navy Midshipmen,Defense
09/20/2014,Rutgers,L 24 - 31,1/,1,2,nan,35,Navy Midshipmen,Offense
09/20/2014,Rutgers,L 24 - 31,1/,1,2,nan,21,Navy Midshipmen,Defense
09/27/2014,Western Ky.,L 27 - 36,1/,nan,1,nan,nan,Navy Midshipmen,Offense
09/27/2014,Western Ky.,L 27 - 36,1/,3,3,nan,37,Navy Midshipmen,Defense
10/04/2014,@ Air Force,L 21 - 30,1/,nan,1,nan,nan,Navy Midshipmen,Offense
10/04/2014,@ Air Force,L 21 - 30,1/,1,1,nan,22,Navy Midshipmen,Defense
10/11/2014,VMI,W 51 - 14,1/,nan,nan,nan,nan,Navy Midshipmen,Offense
10/11/2014,VMI,W 51 - 14,1/,nan,1,1,nan,Navy Midshipmen,Defense
10/25/2014,San Jose St.,W 41 - 31,1/,2,2,nan,33,Navy Midshipmen,Offense
10/25/2014,San Jose St.,W 41 - 31,1/,1,1,nan,22,Navy Midshipmen,Defense
11/01/2014,"Notre Dame @ Landover, Md.",L 39 - 49,1/,1,1,nan,44,Navy Midshipmen,Offense
11/01/2014,"Notre Dame @ Landover, Md.",L 39 - 49,1/,nan,2,2/,nan,Navy Midshipmen,Defense
11/15/2014,Ga. Southern,W 52 - 19,1/,1,1,nan,36,Navy Midshipmen,Offense
11/15/2014,Ga. Southern,W 52 - 19,1/,nan,1,nan,nan,Navy Midshipmen,Defense
11/28/2014,@ South Ala.,W 42 - 40,1/,nan,nan,nan,nan,Navy Midshipmen,Offense
11/28/2014,@ South Ala.,W 42 - 40,1/,2,2,nan,40,Navy Midshipmen,Defense
12/13/2014,"Army West Point @ Baltimore, Md.",W 17 - 10,1/,1,1,nan,45,Navy Midshipmen,Offense
12/13/2014,"Army West Point @ Baltimore, Md.",W 17 - 10,1/,1,2,nan,52/,Navy Midshipmen,Defense
12/23/2014,@ San Diego St.,W 17 - 16,1/,1,1,nan,24,Navy Midshipmen,Offense
12/23/2014,@ San Diego St.,W 17 - 16,1/,3,4,nan,43,Navy Midshipmen,Defense
09/07/2013,@ Indiana,W 41 - 35,1/,2,3,nan,33,Navy Midshipmen,Offense
09/07/2013,@ Indiana,W 41 - 35,1/,nan,nan,nan,nan,Navy Midshipmen,Defense
09/14/2013,Delaware,W 51 - 7,1/,1,1,nan,24,Navy Midshipmen,Offense
09/14/2013,Delaware,W 51 - 7,1/,nan,nan,nan,nan,Navy Midshipmen,Defense
09/28/2013,@ Western Ky.,L 7 - 19,1/,nan,nan,nan,nan,Navy Midshipmen,Offense
09/28/2013,@ Western Ky.,L 7 - 19,1/,1,2,nan,30,Navy Midshipmen,Defense
10/05/2013,Air Force,W 28 - 10,1/,nan,nan,nan,nan,Navy Midshipmen,Offense
10/05/2013,Air Force,W 28 - 10,1/,1,2,nan,45,Navy Midshipmen,Defense
10/12/2013,@ Duke,L 7 - 35,1/,nan,1,nan,nan,Navy Midshipmen,Offense
10/12/2013,@ Duke,L 7 - 35,1/,nan,nan,nan,nan,Navy Midshipmen,Defense
10/19/2013,@ Toledo,L 44 - 45 (2OT),1/,1,2,nan,40,Navy Midshipmen,Offense
10/19/2013,@ Toledo,L 44 - 45 (2OT),1/,1,1,nan,47,Navy Midshipmen,Defense
10/26/2013,Pittsburgh,W 24 - 21,1/,1,1,nan,30,Navy Midshipmen,Offense
10/26/2013,Pittsburgh,W 24 - 21,1/,2,2,nan,44,Navy Midshipmen,Defense
11/02/2013,@ Notre Dame,L 34 - 38,1/,nan,nan,nan,nan,Navy Midshipmen,Offense
11/02/2013,@ Notre Dame,L 34 - 38,1/,1,1,nan,26,Navy Midshipmen,Defense
11/09/2013,Hawaii,W 42 - 28,1/,nan,nan,nan,nan,Navy Midshipmen,Offense
11/09/2013,Hawaii,W 42 - 28,1/,nan,2,nan,nan,Navy Midshipmen,Defense
11/16/2013,South Ala.,W 42 - 14,1/,2,2,nan,37,Navy Midshipmen,Offense
11/16/2013,South Ala.,W 42 - 14,1/,nan,nan,nan,nan,Navy Midshipmen,Defense
11/22/2013,@ San Jose St.,W 58 - 52 (3OT),1/,1,1,nan,37,Navy Midshipmen,Offense
11/22/2013,@ San Jose St.,W 58 - 52 (3OT),1/,1,2,nan,41,Navy Midshipmen,Defense
12/14/2013,"Army West Point @ Philadelphia, Pa.",W 34 - 7,1/,2,2,nan,34,Navy Midshipmen,Offense
12/14/2013,"Army West Point @ Philadelphia, Pa.",W 34 - 7,1/,nan,nan,nan,nan,Navy Midshipmen,Defense
12/30/2013,"Middle Tenn. @ Fort Worth, Texas",W 24 - 6,1/,1,1,nan,32,Navy Midshipmen,Offense
12/30/2013,"Middle Tenn. @ Fort Worth, Texas",W 24 - 6,1/,2,2,nan,43,Navy Midshipmen,Defense
09/01/2016,William & Mary,W 48 - 14,1/,nan,nan,nan,nan,NC State Wolfpack,Offense
09/01/2016,William & Mary,W 48 - 14,1/,nan,nan,nan,nan,NC State Wolfpack,Defense
09/10/2016,@ East Carolina,L 30 - 33,1/,1,3,nan,30,NC State Wolfpack,Offense
09/10/2016,@ East Carolina,L 30 - 33,1/,2,3,nan,43,NC State Wolfpack,Defense
09/17/2016,Old Dominion,W 49 - 22,1/,nan,nan,nan,nan,NC State Wolfpack,Offense
09/17/2016,Old Dominion,W 49 - 22,1/,1,1,nan,21,NC State Wolfpack,Defense
10/01/2016,Wake Forest,W 33 - 16,1/,2,2,nan,48,NC State Wolfpack,Offense
10/01/2016,Wake Forest,W 33 - 16,1/,3,3,nan,41,NC State Wolfpack,Defense
10/08/2016,Notre Dame,W 10 - 3,1/,1,2,nan,38,NC State Wolfpack,Offense
10/08/2016,Notre Dame,W 10 - 3,1/,1,1,nan,40,NC State Wolfpack,Defense
10/15/2016,@ Clemson,L 17 - 24 (1OT),1/,1,4,1/,28,NC State Wolfpack,Offense
10/15/2016,@ Clemson,L 17 - 24 (1OT),1/,1,1,nan,25,NC State Wolfpack,Defense
10/22/2016,@ Louisville,L 13 - 54,1/,nan,nan,nan,nan,NC State Wolfpack,Offense
10/22/2016,@ Louisville,L 13 - 54,1/,4,4,nan,37,NC State Wolfpack,Defense
10/29/2016,Boston College,L 14 - 21,1/,nan,nan,nan,nan,NC State Wolfpack,Offense
10/29/2016,Boston College,L 14 - 21,1/,2,3,1/,29,NC State Wolfpack,Defense
11/05/2016,Florida St.,L 20 - 24,1/,2,3,nan,39,NC State Wolfpack,Offense
11/05/2016,Florida St.,L 20 - 24,1/,1,1,nan,32,NC State Wolfpack,Defense
11/12/2016,@ Syracuse,W 35 - 20,1/,nan,nan,nan,nan,NC State Wolfpack,Offense
11/12/2016,@ Syracuse,W 35 - 20,1/,2,2,nan,48,NC State Wolfpack,Defense
11/19/2016,Miami (FL),L 13 - 27,1/,2,2,nan,35,NC State Wolfpack,Offense
11/19/2016,Miami (FL),L 13 - 27,1/,2,3,nan,31,NC State Wolfpack,Defense
11/25/2016,@ North Carolina,W 28 - 21,1/,nan,1,nan,nan,NC State Wolfpack,Offense
11/25/2016,@ North Carolina,W 28 - 21,1/,nan,nan,nan,nan,NC State Wolfpack,Defense
12/26/2016,"Vanderbilt @ Shreveport, La.",W 41 - 17,1/,nan,nan,nan,nan,NC State Wolfpack,Offense
12/26/2016,"Vanderbilt @ Shreveport, La.",W 41 - 17,1/,1,2,nan,52,NC State Wolfpack,Defense
08/30/2014,Ga. Southern,W 24 - 23,1/,1,3,nan,41,NC State Wolfpack,Offense
08/30/2014,Ga. Southern,W 24 - 23,1/,3,3,nan,32,NC State Wolfpack,Defense
09/06/2014,Old Dominion,W 46 - 34,1/,1,2,nan,33,NC State Wolfpack,Offense
09/06/2014,Old Dominion,W 46 - 34,1/,nan,1,nan,nan,NC State Wolfpack,Defense
09/13/2014,@ South Fla.,W 49 - 17,1/,nan,nan,nan,nan,NC State Wolfpack,Offense
09/13/2014,@ South Fla.,W 49 - 17,1/,1,1,nan,43,NC State Wolfpack,Defense
09/20/2014,Presbyterian,W 42 - 0,1/,nan,nan,nan,nan,NC State Wolfpack,Offense
09/20/2014,Presbyterian,W 42 - 0,1/,nan,1,nan,nan,NC State Wolfpack,Defense
09/27/2014,Florida St.,L 41 - 56,1/,2,2,nan,37,NC State Wolfpack,Offense
09/27/2014,Florida St.,L 41 - 56,1/,nan,nan,nan,nan,NC State Wolfpack,Defense
10/04/2014,@ Clemson,L 0 - 41,1/,nan,nan,nan,nan,NC State Wolfpack,Offense
10/04/2014,@ Clemson,L 0 - 41,1/,2,3,nan,43,NC State Wolfpack,Defense
10/11/2014,Boston College,L 14 - 30,1/,nan,1,nan,nan,NC State Wolfpack,Offense
10/11/2014,Boston College,L 14 - 30,1/,1,2,nan,28,NC State Wolfpack,Defense
10/18/2014,@ Louisville,L 18 - 30,1/,2,2,nan,48,NC State Wolfpack,Offense
10/18/2014,@ Louisville,L 18 - 30,1/,3,4,nan,45,NC State Wolfpack,Defense
11/01/2014,@ Syracuse,W 24 - 17,1/,3,3,nan,43,NC State Wolfpack,Offense
11/01/2014,@ Syracuse,W 24 - 17,1/,1,1,nan,50,NC State Wolfpack,Defense
11/08/2014,Georgia Tech,L 23 - 56,1/,1,1,nan,46,NC State Wolfpack,Offense
11/08/2014,Georgia Tech,L 23 - 56,1/,nan,nan,nan,nan,NC State Wolfpack,Defense
11/15/2014,Wake Forest,W 42 - 13,1/,nan,nan,nan,nan,NC State Wolfpack,Offense
11/15/2014,Wake Forest,W 42 - 13,1/,2,2,nan,39,NC State Wolfpack,Defense
11/29/2014,@ North Carolina,W 35 - 7,1/,nan,nan,nan,nan,NC State Wolfpack,Offense
11/29/2014,@ North Carolina,W 35 - 7,1/,nan,1,nan,nan,NC State Wolfpack,Defense
12/26/2014,"UCF @ St. Petersburg, Fla.",W 34 - 27,1/,2,3,nan,45,NC State Wolfpack,Offense
12/26/2014,"UCF @ St. Petersburg, Fla.",W 34 - 27,1/,2,2,nan,40,NC State Wolfpack,Defense
08/31/2013,Louisiana Tech,W 40 - 14,1/,4/,4,nan,45,NC State Wolfpack,Offense
08/31/2013,Louisiana Tech,W 40 - 14,1/,nan,nan,nan,nan,NC State Wolfpack,Defense
09/07/2013,Richmond,W 23 - 21,1/,3,3,nan,48,NC State Wolfpack,Offense
09/07/2013,Richmond,W 23 - 21,1/,nan,nan,nan,nan,NC State Wolfpack,Defense
09/19/2013,Clemson,L 14 - 26,1/,nan,1,nan,nan,NC State Wolfpack,Offense
09/19/2013,Clemson,L 14 - 26,1/,2,2,nan,49,NC State Wolfpack,Defense
09/28/2013,Central Mich.,W 48 - 14,1/,2,2,nan,46,NC State Wolfpack,Offense
09/28/2013,Central Mich.,W 48 - 14,1/,nan,1,nan,nan,NC State Wolfpack,Defense
10/05/2013,@ Wake Forest,L 13 - 28,1/,2,2,nan,27,NC State Wolfpack,Offense
10/05/2013,@ Wake Forest,L 13 - 28,1/,nan,nan,nan,nan,NC State Wolfpack,Defense
10/12/2013,Syracuse,L 10 - 24,1/,1,2,nan,27,NC State Wolfpack,Offense
10/12/2013,Syracuse,L 10 - 24,1/,1,1,nan,19,NC State Wolfpack,Defense
10/26/2013,@ Florida St.,L 17 - 49,1/,1,1,nan,36,NC State Wolfpack,Offense
10/26/2013,@ Florida St.,L 17 - 49,1/,nan,nan,nan,nan,NC State Wolfpack,Defense
11/02/2013,North Carolina,L 19 - 27,1/,4/,4,nan,44,NC State Wolfpack,Offense
11/02/2013,North Carolina,L 19 - 27,1/,nan,1,nan,nan,NC State Wolfpack,Defense
11/09/2013,@ Duke,L 20 - 38,1/,2,3,nan,29,NC State Wolfpack,Offense
11/09/2013,@ Duke,L 20 - 38,1/,1,1,nan,36,NC State Wolfpack,Defense
11/16/2013,@ Boston College,L 21 - 38,1/,nan,nan,nan,nan,NC State Wolfpack,Offense
11/16/2013,@ Boston College,L 21 - 38,1/,3,3,nan,41,NC State Wolfpack,Defense
11/23/2013,East Carolina,L 28 - 42,1/,nan,1,nan,nan,NC State Wolfpack,Offense
11/23/2013,East Carolina,L 28 - 42,1/,nan,nan,nan,nan,NC State Wolfpack,Defense
11/30/2013,Maryland,L 21 - 41,1/,nan,nan,nan,nan,NC State Wolfpack,Offense
11/30/2013,Maryland,L 21 - 41,1/,2,2,nan,33,NC State Wolfpack,Defense
09/05/2015,Troy,W 49 - 21,1/,nan,nan,nan,nan,NC State Wolfpack,Offense
09/05/2015,Troy,W 49 - 21,1/,nan,nan,nan,nan,NC State Wolfpack,Defense
09/12/2015,Eastern Ky.,W 35 - 0,1/,nan,1,1/,nan,NC State Wolfpack,Offense
09/12/2015,Eastern Ky.,W 35 - 0,1/,nan,nan,nan,nan,NC State Wolfpack,Defense
09/19/2015,@ Old Dominion,W 38 - 14,1/,1,2,nan,36,NC State Wolfpack,Offense
09/19/2015,@ Old Dominion,W 38 - 14,1/,nan,nan,nan,nan,NC State Wolfpack,Defense
09/26/2015,@ South Ala.,W 63 - 13,1/,nan,1,nan,nan,NC State Wolfpack,Offense
09/26/2015,@ South Ala.,W 63 - 13,1/,2,2,nan,49,NC State Wolfpack,Defense
10/03/2015,Louisville,L 13 - 20,1/,nan,nan,nan,nan,NC State Wolfpack,Offense
10/03/2015,Louisville,L 13 - 20,1/,2,2,nan,36,NC State Wolfpack,Defense
10/09/2015,@ Virginia Tech,L 13 - 28,1/,2,2,nan,36,NC State Wolfpack,Offense
10/09/2015,@ Virginia Tech,L 13 - 28,1/,nan,nan,nan,nan,NC State Wolfpack,Defense
10/24/2015,@ Wake Forest,W 35 - 17,1/,nan,2,nan,nan,NC State Wolfpack,Offense
10/24/2015,@ Wake Forest,W 35 - 17,1/,1,1,nan,38,NC State Wolfpack,Defense
10/31/2015,Clemson,L 41 - 56,1/,nan,1,nan,nan,NC State Wolfpack,Offense
10/31/2015,Clemson,L 41 - 56,1/,3,3,nan,41,NC State Wolfpack,Defense
11/07/2015,@ Boston College,W 24 - 8,1/,1,1,nan,37,NC State Wolfpack,Offense
11/07/2015,@ Boston College,W 24 - 8,1/,nan,nan,nan,nan,NC State Wolfpack,Defense
11/14/2015,@ Florida St.,L 17 - 34,1/,1,1,nan,31,NC State Wolfpack,Offense
11/14/2015,@ Florida St.,L 17 - 34,1/,2,2,nan,40,NC State Wolfpack,Defense
11/21/2015,Syracuse,W 42 - 29,1/,nan,1,nan,nan,NC State Wolfpack,Offense
11/21/2015,Syracuse,W 42 - 29,1/,1,1,nan,18,NC State Wolfpack,Defense
11/28/2015,North Carolina,L 34 - 45,1/,2,2,nan,34,NC State Wolfpack,Offense
11/28/2015,North Carolina,L 34 - 45,1/,1,2,nan,38,NC State Wolfpack,Defense
12/30/2015,"Mississippi St. @ Charlotte, NC",L 28 - 51,1/,nan,nan,nan,nan,NC State Wolfpack,Offense
12/30/2015,"Mississippi St. @ Charlotte, NC",L 28 - 51,1/,1,1,nan,39,NC State Wolfpack,Defense
09/05/2015,UNLV,W 38 - 30,1/,1,1,nan,48,Northern Ill. Huskies,Offense
09/05/2015,UNLV,W 38 - 30,1/,3,3,nan,51,Northern Ill. Huskies,Defense
09/12/2015,Murray St.,W 57 - 26,1/,1,1,nan,43,Northern Ill. Huskies,Offense
09/12/2015,Murray St.,W 57 - 26,1/,2,2,nan,26,Northern Ill. Huskies,Defense
09/19/2015,@ Ohio St.,L 13 - 20,1/,2,2,nan,38,Northern Ill. Huskies,Offense
09/19/2015,@ Ohio St.,L 13 - 20,1/,2,2,nan,31,Northern Ill. Huskies,Defense
09/26/2015,@ Boston College,L 14 - 17,1/,nan,1,nan,nan,Northern Ill. Huskies,Offense
09/26/2015,@ Boston College,L 14 - 17,1/,1,1,nan,25,Northern Ill. Huskies,Defense
10/03/2015,@ Central Mich.,L 19 - 29,1/,2,3,nan,32,Northern Ill. Huskies,Offense
10/03/2015,@ Central Mich.,L 19 - 29,1/,3,4,nan,44,Northern Ill. Huskies,Defense
10/10/2015,Ball St.,W 59 - 41,1/,1,1,nan,38,Northern Ill. Huskies,Offense
10/10/2015,Ball St.,W 59 - 41,1/,2,2,nan,28,Northern Ill. Huskies,Defense
10/17/2015,@ Miami (OH),W 45 - 12,1/,1,2,1,26,Northern Ill. Huskies,Offense
10/17/2015,@ Miami (OH),W 45 - 12,1/,1,2,nan,36,Northern Ill. Huskies,Defense
10/24/2015,Eastern Mich.,W 49 - 21,1/,nan,nan,nan,nan,Northern Ill. Huskies,Offense
10/24/2015,Eastern Mich.,W 49 - 21,1/,nan,1,nan,nan,Northern Ill. Huskies,Defense
11/03/2015,@ Toledo,W 32 - 27,1/,4/,4,nan,52,Northern Ill. Huskies,Offense
11/03/2015,@ Toledo,W 32 - 27,1/,2,3,nan,39,Northern Ill. Huskies,Defense
11/11/2015,@ Buffalo,W 41 - 30,1/,2,2,nan,47,Northern Ill. Huskies,Offense
11/11/2015,@ Buffalo,W 41 - 30,1/,1,3,nan,26,Northern Ill. Huskies,Defense
11/18/2015,Western Mich.,W 27 - 19,1/,nan,1,1,nan,Northern Ill. Huskies,Offense
11/18/2015,Western Mich.,W 27 - 19,1/,2,2,nan,35,Northern Ill. Huskies,Defense
11/24/2015,Ohio,L 21 - 26,1/,nan,nan,nan,nan,Northern Ill. Huskies,Offense
11/24/2015,Ohio,L 21 - 26,1/,4/,5/,1,31,Northern Ill. Huskies,Defense
12/04/2015,Bowling Green,L 14 - 34,1/,nan,nan,nan,nan,Northern Ill. Huskies,Offense
12/04/2015,Bowling Green,L 14 - 34,1/,nan,nan,nan,nan,Northern Ill. Huskies,Defense
12/23/2015,"Boise St. @ San Diego, Calif.",L 7 - 55,1/,nan,nan,nan,nan,Northern Ill. Huskies,Offense
12/23/2015,"Boise St. @ San Diego, Calif.",L 7 - 55,1/,2,2,nan,27,Northern Ill. Huskies,Defense
08/28/2014,Presbyterian,W 55 - 3,1/,2,4,nan,32,Northern Ill. Huskies,Offense
08/28/2014,Presbyterian,W 55 - 3,1/,1,1,nan,31,Northern Ill. Huskies,Defense
09/06/2014,@ Northwestern,W 23 - 15,1/,1,2,nan,32,Northern Ill. Huskies,Offense
09/06/2014,@ Northwestern,W 23 - 15,1/,nan,nan,nan,nan,Northern Ill. Huskies,Defense
09/13/2014,@ UNLV,W 48 - 34,1/,2,2,nan,45,Northern Ill. Huskies,Offense
09/13/2014,@ UNLV,W 48 - 34,1/,1,2,nan,25,Northern Ill. Huskies,Defense
09/20/2014,@ Arkansas,L 14 - 52,1/,nan,nan,nan,nan,Northern Ill. Huskies,Offense
09/20/2014,@ Arkansas,L 14 - 52,1/,1,2,nan,21,Northern Ill. Huskies,Defense
10/04/2014,Kent St.,W 17 - 14,1/,1,2,nan,40,Northern Ill. Huskies,Offense
10/04/2014,Kent St.,W 17 - 14,1/,2,3,nan,27,Northern Ill. Huskies,Defense
10/11/2014,Central Mich.,L 17 - 34,1/,1,2,nan,24,Northern Ill. Huskies,Offense
10/11/2014,Central Mich.,L 17 - 34,1/,2,3,nan,25,Northern Ill. Huskies,Defense
10/18/2014,Miami (OH),W 51 - 41,1/,1,2,nan,28,Northern Ill. Huskies,Offense
10/18/2014,Miami (OH),W 51 - 41,1/,nan,nan,nan,nan,Northern Ill. Huskies,Defense
10/25/2014,@ Eastern Mich.,W 28 - 17,1/,nan,2,2/,nan,Northern Ill. Huskies,Offense
10/25/2014,@ Eastern Mich.,W 28 - 17,1/,1,2,nan,21,Northern Ill. Huskies,Defense
11/05/2014,@ Ball St.,W 35 - 21,1/,nan,nan,nan,nan,Northern Ill. Huskies,Offense
11/05/2014,@ Ball St.,W 35 - 21,1/,nan,nan,nan,nan,Northern Ill. Huskies,Defense
11/11/2014,Toledo,W 27 - 24,1/,2,2,nan,37,Northern Ill. Huskies,Offense
11/11/2014,Toledo,W 27 - 24,1/,1,1,nan,21,Northern Ill. Huskies,Defense
11/18/2014,@ Ohio,W 21 - 14,1/,nan,nan,nan,nan,Northern Ill. Huskies,Offense
11/18/2014,@ Ohio,W 21 - 14,1/,nan,2,nan,nan,Northern Ill. Huskies,Defense
11/28/2014,@ Western Mich.,W 31 - 21,1/,1,3,1,40,Northern Ill. Huskies,Offense
11/28/2014,@ Western Mich.,W 31 - 21,1/,2,2,nan,44,Northern Ill. Huskies,Defense
12/05/2014,"Bowling Green @ Detroit, Mich.",W 51 - 17,1/,3,3,nan,35,Northern Ill. Huskies,Offense
12/05/2014,"Bowling Green @ Detroit, Mich.",W 51 - 17,1/,1,1,nan,46,Northern Ill. Huskies,Defense
12/23/2014,Marshall @ Boca Raton,L 23 - 52,1/,3,4,nan,31,Northern Ill. Huskies,Offense
12/23/2014,Marshall @ Boca Raton,L 23 - 52,1/,1,1,nan,28,Northern Ill. Huskies,Defense
08/30/2014,@ Texas,L 7 - 38,1/,nan,nan,nan,nan,North Texas Mean Green,Offense
08/30/2014,@ Texas,L 7 - 38,1/,1,2,nan,34,North Texas Mean Green,Defense
09/06/2014,SMU,W 43 - 6,1/,5/,5/,nan,47,North Texas Mean Green,Offense
