Year,Team,GP,G,RushNetYards,TOP,PassYards,Plays,TotOff,YdsPlay,RushingFirstDowns,PassingFirstDowns,FirstDownsbyPenalty,Penalties,PenaltiesPerGame,PenaltyYards,PenaltyYdsPerGame,TotalOffYardsG,OffenseDefense
2013-14,Illinois,12,12,1668,21016,3452,866,5120,0.00,114,154,20,70,5.83,563,46.92,426.67,Offense
2013-14,Illinois,0,12,2863,22184,2915,867,5778,6.66,133,131,20,82,6.83,685,57.08,481.50,Defensive
2014-15,Illinois,13,13,1527,21616,3247,883,4774,0.00,84,135,29,79,6.08,669,51.46,367.23,Offense
2014-15,Illinois,0,13,3109,25184,2824,987,5933,6.01,152,117,23,70,5.38,595,45.77,456.38,Defensive
2015-16,Illinois,12,12,1551,21381,2921,907,4472,0.00,83,141,21,66,5.50,589,49.08,372.67,Offense
2015-16,Illinois,0,12,1997,21819,2213,860,4210,4.90,102,94,21,63,5.25,535,44.58,350.83,Defensive
2016-17,Illinois,12,12,1686,18800,2095,711,3781,0.00,73,91,16,75,6.25,639,53.25,315.08,Offense
2016-17,Illinois,0,12,2630,24400,2231,877,4861,5.54,126,112,20,62,5.17,537,44.75,405.08,Defensive
2017-18,Illinois,12,12,1267,20336,2098,725,3365,0.00,72,83,19,85,7.08,768,64.00,280.42,Offense
2017-18,Illinois,0,12,2622,22864,2399,887,5021,5.66,137,109,23,75,6.25,703,58.58,418.42,Defensive
2013-14,Illinois,12,12,1668,21016,3452,866,5120,0.00,114,154,20,70,5.83,563,46.92,426.67,Offense
2013-14,Illinois,0,12,2863,22184,2915,867,5778,6.66,133,131,20,82,6.83,685,57.08,481.50,Defensive
2014-15,Illinois,13,13,1527,21616,3247,883,4774,0.00,84,135,29,79,6.08,669,51.46,367.23,Offense
2014-15,Illinois,0,13,3109,25184,2824,987,5933,6.01,152,117,23,70,5.38,595,45.77,456.38,Defensive
2015-16,Illinois,12,12,1551,21381,2921,907,4472,0.00,83,141,21,66,5.50,589,49.08,372.67,Offense
2015-16,Illinois,0,12,1997,21819,2213,860,4210,4.90,102,94,21,63,5.25,535,44.58,350.83,Defensive
2016-17,Illinois,12,12,1686,18800,2095,711,3781,0.00,73,91,16,75,6.25,639,53.25,315.08,Offense
2016-17,Illinois,0,12,2630,24400,2231,877,4861,5.54,126,112,20,62,5.17,537,44.75,405.08,Defensive
2017-18,Illinois,12,12,1267,20336,2098,725,3365,0.00,72,83,19,85,7.08,768,64.00,280.42,Offense
2017-18,Illinois,0,12,2622,22864,2399,887,5021,5.66,137,109,23,75,6.25,703,58.58,418.42,Defensive
2013-14,Illinois,12,12,1668,21016,3452,866,5120,0.00,114,154,20,70,5.83,563,46.92,426.67,Offense
2013-14,Illinois,0,12,2863,22184,2915,867,5778,6.66,133,131,20,82,6.83,685,57.08,481.50,Defensive
2014-15,Illinois,13,13,1527,21616,3247,883,4774,0.00,84,135,29,79,6.08,669,51.46,367.23,Offense
2014-15,Illinois,0,13,3109,25184,2824,987,5933,6.01,152,117,23,70,5.38,595,45.77,456.38,Defensive
2015-16,Illinois,12,12,1551,21381,2921,907,4472,0.00,83,141,21,66,5.50,589,49.08,372.67,Offense
2015-16,Illinois,0,12,1997,21819,2213,860,4210,4.90,102,94,21,63,5.25,535,44.58,350.83,Defensive
2016-17,Illinois,12,12,1686,18800,2095,711,3781,0.00,73,91,16,75,6.25,639,53.25,315.08,Offense
2016-17,Illinois,0,12,2630,24400,2231,877,4861,5.54,126,112,20,62,5.17,537,44.75,405.08,Defensive
2017-18,Illinois,12,12,1267,20336,2098,725,3365,0.00,72,83,19,85,7.08,768,64.00,280.42,Offense
2017-18,Illinois,0,12,2622,22864,2399,887,5021,5.66,137,109,23,75,6.25,703,58.58,418.42,Defensive
2013-14,Idaho,12,12,1650,375:00,2770,925,4420,0.00,103,104,24,77,6.42,608,50.67,368.33,Offense
2013-14,Idaho,0,12,2563,345:00,3790,917,6353,6.93,131,159,21,80,6.67,716,59.67,529.42,Defensive
2014-15,Idaho,11,11,1561,344:31,3031,881,4592,0.00,98,134,26,75,6.82,727,66.09,417.45,Offense
2014-15,Idaho,0,11,2708,315:29,2382,734,5090,6.93,116,91,18,78,7.09,660,60.00,462.73,Defensive
2015-16,Idaho,12,12,1766,380:38,3375,930,5141,0.00,101,146,29,54,4.50,512,42.67,428.42,Offense
2015-16,Idaho,0,12,3279,339:22,2573,839,5852,6.97,150,119,15,86,7.17,785,65.42,487.67,Defensive
2016-17,Idaho,13,13,1921,417:14,3240,920,5161,0.00,98,158,25,73,5.62,725,55.77,350.38,Offense
2016-17,Idaho,0,13,1883,362:46,3685,893,5568,6.24,108,155,28,81,81.00,695,695.00,4968.00,Defensive
2017-18,Idaho,12,12,1495,369:46,2699,824,4194,0.00,82,112,17,64,5.33,571,47.58,349.50,Offense
2017-18,Idaho,0,12,2017,350:14,2668,835,4685,5.61,112,121,12,59,4.92,506,42.17,390.42,Defensive
2013-14,Idaho,12,12,1650,22500,2770,925,4420,0.00,103,104,24,77,6.42,608,50.67,368.33,Offense
2013-14,Idaho,0,12,2563,20700,3790,917,6353,6.93,131,159,21,80,6.67,716,59.67,529.42,Defensive
2014-15,Idaho,11,11,1561,20671,3031,881,4592,0.00,98,134,26,75,6.82,727,66.09,417.45,Offense
2014-15,Idaho,0,11,2708,18929,2382,734,5090,6.93,116,91,18,78,7.09,660,60.00,462.73,Defensive
2015-16,Idaho,12,12,1766,22838,3375,930,5141,0.00,101,146,29,54,4.50,512,42.67,428.42,Offense
2015-16,Idaho,0,12,3279,20362,2573,839,5852,6.97,150,119,15,86,7.17,785,65.42,487.67,Defensive
2016-17,Idaho,13,13,1921,25034,3240,920,5161,0.00,98,158,25,73,5.62,725,55.77,350.38,Offense
2016-17,Idaho,0,13,1883,21766,3685,893,5568,6.24,108,155,28,81,81.00,695,695.00,4968.00,Defensive
