Date,Opponent,Result,G,PuntRet,PuntRetTDs,PuntRetYds,Team,OffenseDefense
11/09/2013,Houston,W 19 - 14,1/,1,nan,nan,UCF Knights,Defense
11/16/2013,@ Temple,W 39 - 36,1/,1,nan,5,UCF Knights,Offense
11/16/2013,@ Temple,W 39 - 36,1/,1,nan,9,UCF Knights,Defense
11/21/2013,Rutgers,W 41 - 17,1/,1,nan,-1,UCF Knights,Offense
11/21/2013,Rutgers,W 41 - 17,1/,2,1/,34,UCF Knights,Defense
11/29/2013,South Fla.,W 23 - 20,1/,2,nan,33,UCF Knights,Offense
11/29/2013,South Fla.,W 23 - 20,1/,1,nan,6,UCF Knights,Defense
12/07/2013,@ SMU,W 17 - 13,1/,nan,nan,nan,UCF Knights,Offense
12/07/2013,@ SMU,W 17 - 13,1/,2,nan,9,UCF Knights,Defense
01/01/2014,"Baylor @ Glendale, Ariz",W 52 - 42,1/,1,nan,9,UCF Knights,Offense
01/01/2014,"Baylor @ Glendale, Ariz",W 52 - 42,1/,1,nan,-1,UCF Knights,Defense
09/03/2016,South Carolina St.,W 38 - 0,1/,4,nan,46,UCF Knights,Offense
09/03/2016,South Carolina St.,W 38 - 0,1/,nan,nan,nan,UCF Knights,Defense
09/10/2016,@ Michigan,L 14 - 51,1/,1,nan,12,UCF Knights,Offense
09/10/2016,@ Michigan,L 14 - 51,1/,2,nan,46,UCF Knights,Defense
09/17/2016,Maryland,L 24 - 30 (2OT),1/,1,nan,9,UCF Knights,Offense
09/17/2016,Maryland,L 24 - 30 (2OT),1/,nan,nan,nan,UCF Knights,Defense
09/24/2016,@ FIU,W 53 - 14,1/,2,nan,22,UCF Knights,Offense
09/24/2016,@ FIU,W 53 - 14,1/,2,nan,52,UCF Knights,Defense
10/01/2016,@ East Carolina,W 47 - 29,1/,1,nan,10,UCF Knights,Offense
10/01/2016,@ East Carolina,W 47 - 29,1/,1,nan,1,UCF Knights,Defense
10/15/2016,Temple,L 25 - 26,1/,2,nan,7,UCF Knights,Offense
10/15/2016,Temple,L 25 - 26,1/,nan,nan,nan,UCF Knights,Defense
10/22/2016,@ UConn,W 24 - 16,1/,nan,nan,nan,UCF Knights,Offense
10/22/2016,@ UConn,W 24 - 16,1/,nan,nan,nan,UCF Knights,Defense
10/29/2016,@ Houston,L 24 - 31,1/,1,nan,3,UCF Knights,Offense
10/29/2016,@ Houston,L 24 - 31,1/,2,nan,4,UCF Knights,Defense
11/05/2016,Tulane,W 37 - 6,1/,nan,nan,nan,UCF Knights,Offense
11/05/2016,Tulane,W 37 - 6,1/,nan,nan,nan,UCF Knights,Defense
11/12/2016,Cincinnati,W 24 - 3,1/,3,1/,55,UCF Knights,Offense
11/12/2016,Cincinnati,W 24 - 3,1/,3,nan,25,UCF Knights,Defense
11/19/2016,Tulsa,L 20 - 35,1/,3,nan,17,UCF Knights,Offense
11/19/2016,Tulsa,L 20 - 35,1/,1,nan,2,UCF Knights,Defense
11/26/2016,@ South Fla.,L 31 - 48,1/,4,nan,23,UCF Knights,Offense
11/26/2016,@ South Fla.,L 31 - 48,1/,1,nan,nan,UCF Knights,Defense
12/17/2016,"Arkansas St. @ Orlando, Fla.",L 13 - 31,1/,5,nan,-1,UCF Knights,Offense
12/17/2016,"Arkansas St. @ Orlando, Fla.",L 13 - 31,1/,6/,1/,61,UCF Knights,Defense
09/03/2015,FIU,L 14 - 15,1/,2,nan,15,UCF Knights,Offense
09/03/2015,FIU,L 14 - 15,1/,2,nan,14,UCF Knights,Defense
09/12/2015,@ Stanford,L 7 - 31,1/,nan,nan,nan,UCF Knights,Offense
09/12/2015,@ Stanford,L 7 - 31,1/,2,nan,32,UCF Knights,Defense
09/19/2015,Furman,L 15 - 16,1/,4,nan,45,UCF Knights,Offense
09/19/2015,Furman,L 15 - 16,1/,1,nan,6,UCF Knights,Defense
09/26/2015,@ South Carolina,L 14 - 31,1/,nan,nan,nan,UCF Knights,Offense
09/26/2015,@ South Carolina,L 14 - 31,1/,2,nan,12,UCF Knights,Defense
10/03/2015,@ Tulane,L 31 - 45,1/,2,nan,3,UCF Knights,Offense
10/03/2015,@ Tulane,L 31 - 45,1/,nan,nan,nan,UCF Knights,Defense
10/10/2015,UConn,L 13 - 40,1/,1,nan,-4,UCF Knights,Offense
10/10/2015,UConn,L 13 - 40,1/,2,nan,11,UCF Knights,Defense
10/17/2015,@ Temple,L 16 - 30,1/,1,nan,11,UCF Knights,Offense
10/17/2015,@ Temple,L 16 - 30,1/,6,nan,92,UCF Knights,Defense
10/24/2015,Houston,L 10 - 59,1/,1,nan,nan,UCF Knights,Offense
10/24/2015,Houston,L 10 - 59,1/,3,nan,-7,UCF Knights,Defense
10/31/2015,@ Cincinnati,L 7 - 52,1/,nan,nan,nan,UCF Knights,Offense
10/31/2015,@ Cincinnati,L 7 - 52,1/,4,nan,11,UCF Knights,Defense
11/07/2015,@ Tulsa,L 30 - 45,1/,1,nan,2,UCF Knights,Offense
11/07/2015,@ Tulsa,L 30 - 45,1/,1,nan,4,UCF Knights,Defense
11/19/2015,East Carolina,L 7 - 44,1/,nan,nan,nan,UCF Knights,Offense
11/19/2015,East Carolina,L 7 - 44,1/,2,nan,11,UCF Knights,Defense
11/26/2015,South Fla.,L 3 - 44,1/,nan,nan,nan,UCF Knights,Offense
11/26/2015,South Fla.,L 3 - 44,1/,2,nan,17,UCF Knights,Defense
09/03/2016,San Jose St.,W 45 - 10,1/,2,nan,11,Tulsa Golden Hurricane,Offense
09/03/2016,San Jose St.,W 45 - 10,1/,1,nan,-6,Tulsa Golden Hurricane,Defense
09/10/2016,@ Ohio St.,L 3 - 48,1/,2,nan,18,Tulsa Golden Hurricane,Offense
09/10/2016,@ Ohio St.,L 3 - 48,1/,3,nan,45,Tulsa Golden Hurricane,Defense
09/17/2016,N.C. A&T,W 58 - 21,1/,6/,nan,144/,Tulsa Golden Hurricane,Offense
09/17/2016,N.C. A&T,W 58 - 21,1/,nan,nan,nan,Tulsa Golden Hurricane,Defense
09/24/2016,@ Fresno St.,W 48 - 41 (2OT),1/,1,nan,-1,Tulsa Golden Hurricane,Offense
09/24/2016,@ Fresno St.,W 48 - 41 (2OT),1/,3,nan,37,Tulsa Golden Hurricane,Defense
10/07/2016,SMU,W 43 - 40 (1OT),1/,5,nan,30,Tulsa Golden Hurricane,Offense
10/07/2016,SMU,W 43 - 40 (1OT),1/,1,nan,9,Tulsa Golden Hurricane,Defense
10/15/2016,@ Houston,L 31 - 38,1/,nan,nan,nan,Tulsa Golden Hurricane,Offense
10/15/2016,@ Houston,L 31 - 38,1/,nan,nan,nan,Tulsa Golden Hurricane,Defense
10/22/2016,Tulane,W 50 - 27,1/,2,nan,nan,Tulsa Golden Hurricane,Offense
10/22/2016,Tulane,W 50 - 27,1/,1,nan,nan,Tulsa Golden Hurricane,Defense
10/29/2016,@ Memphis,W 59 - 30,1/,nan,nan,nan,Tulsa Golden Hurricane,Offense
10/29/2016,@ Memphis,W 59 - 30,1/,2,nan,11,Tulsa Golden Hurricane,Defense
11/05/2016,East Carolina,W 45 - 24,1/,3,nan,15,Tulsa Golden Hurricane,Offense
11/05/2016,East Carolina,W 45 - 24,1/,1,nan,14,Tulsa Golden Hurricane,Defense
11/12/2016,@ Navy,L 40 - 42,1/,nan,nan,nan,Tulsa Golden Hurricane,Offense
11/12/2016,@ Navy,L 40 - 42,1/,1,nan,10,Tulsa Golden Hurricane,Defense
11/19/2016,@ UCF,W 35 - 20,1/,1,nan,2,Tulsa Golden Hurricane,Offense
11/19/2016,@ UCF,W 35 - 20,1/,3,nan,17,Tulsa Golden Hurricane,Defense
11/25/2016,Cincinnati,W 40 - 37 (1OT),1/,2,nan,3,Tulsa Golden Hurricane,Offense
11/25/2016,Cincinnati,W 40 - 37 (1OT),1/,1,nan,4,Tulsa Golden Hurricane,Defense
12/19/2016,"Central Mich. @ Miami, Fla.",W 55 - 10,1/,1,nan,2,Tulsa Golden Hurricane,Offense
12/19/2016,"Central Mich. @ Miami, Fla.",W 55 - 10,1/,nan,nan,nan,Tulsa Golden Hurricane,Defense
08/28/2014,Tulane,W 38 - 31 (2OT),1/,2,nan,22,Tulsa Golden Hurricane,Offense
08/28/2014,Tulane,W 38 - 31 (2OT),1/,nan,nan,nan,Tulsa Golden Hurricane,Defense
09/06/2014,Oklahoma,L 7 - 52,1/,2,nan,3,Tulsa Golden Hurricane,Offense
09/06/2014,Oklahoma,L 7 - 52,1/,3,nan,1,Tulsa Golden Hurricane,Defense
09/13/2014,@ Fla. Atlantic,L 21 - 50,1/,nan,nan,nan,Tulsa Golden Hurricane,Offense
09/13/2014,@ Fla. Atlantic,L 21 - 50,1/,3,nan,72,Tulsa Golden Hurricane,Defense
09/27/2014,Texas St.,L 34 - 37 (3OT),1/,3,nan,4,Tulsa Golden Hurricane,Offense
09/27/2014,Texas St.,L 34 - 37 (3OT),1/,2,nan,6,Tulsa Golden Hurricane,Defense
10/04/2014,@ Colorado St.,L 17 - 42,1/,4,nan,37,Tulsa Golden Hurricane,Offense
10/04/2014,@ Colorado St.,L 17 - 42,1/,4,nan,20,Tulsa Golden Hurricane,Defense
10/11/2014,@ Temple,L 24 - 35,1/,nan,nan,nan,Tulsa Golden Hurricane,Offense
10/11/2014,@ Temple,L 24 - 35,1/,nan,nan,nan,Tulsa Golden Hurricane,Defense
10/18/2014,South Fla.,L 30 - 38,1/,2,nan,23,Tulsa Golden Hurricane,Offense
10/18/2014,South Fla.,L 30 - 38,1/,nan,nan,nan,Tulsa Golden Hurricane,Defense
10/31/2014,@ Memphis,L 20 - 40,1/,nan,nan,nan,Tulsa Golden Hurricane,Offense
10/31/2014,@ Memphis,L 20 - 40,1/,2,nan,16,Tulsa Golden Hurricane,Defense
11/08/2014,SMU,W 38 - 28,1/,1,nan,9,Tulsa Golden Hurricane,Offense
11/08/2014,SMU,W 38 - 28,1/,nan,nan,nan,Tulsa Golden Hurricane,Defense
11/14/2014,@ UCF,L 7 - 31,1/,1,nan,2,Tulsa Golden Hurricane,Offense
11/14/2014,@ UCF,L 7 - 31,1/,3,nan,14,Tulsa Golden Hurricane,Defense
11/22/2014,@ Houston,L 28 - 38,1/,1,nan,21,Tulsa Golden Hurricane,Offense
11/22/2014,@ Houston,L 28 - 38,1/,1,nan,-2,Tulsa Golden Hurricane,Defense
11/28/2014,East Carolina,L 32 - 49,1/,1,1,6,Tulsa Golden Hurricane,Offense
11/28/2014,East Carolina,L 32 - 49,1/,1,nan,6,Tulsa Golden Hurricane,Defense
08/29/2013,@ Bowling Green,L 7 - 34,1/,3,nan,15,Tulsa Golden Hurricane,Offense
08/29/2013,@ Bowling Green,L 7 - 34,1/,3,1/,76,Tulsa Golden Hurricane,Defense
09/07/2013,Colorado St.,W 30 - 27,1/,6,nan,29,Tulsa Golden Hurricane,Offense
09/07/2013,Colorado St.,W 30 - 27,1/,4,nan,45,Tulsa Golden Hurricane,Defense
09/14/2013,@ Oklahoma,L 20 - 51,1/,1,nan,77,Tulsa Golden Hurricane,Offense
09/14/2013,@ Oklahoma,L 20 - 51,1/,1,nan,28,Tulsa Golden Hurricane,Defense
09/26/2013,Iowa St.,L 21 - 38,1/,1,nan,1,Tulsa Golden Hurricane,Offense
09/26/2013,Iowa St.,L 21 - 38,1/,2,nan,39,Tulsa Golden Hurricane,Defense
10/05/2013,Rice,L 27 - 30 (1OT),1/,1,nan,nan,Tulsa Golden Hurricane,Offense
10/05/2013,Rice,L 27 - 30 (1OT),1/,1,nan,nan,Tulsa Golden Hurricane,Defense
10/12/2013,@ UTEP,W 34 - 20,1/,2,nan,3,Tulsa Golden Hurricane,Offense
10/12/2013,@ UTEP,W 34 - 20,1/,2,nan,8,Tulsa Golden Hurricane,Defense
10/26/2013,@ Tulane,L 7 - 14,1/,4,nan,16,Tulsa Golden Hurricane,Offense
10/26/2013,@ Tulane,L 7 - 14,1/,1,nan,5,Tulsa Golden Hurricane,Defense
11/02/2013,UTSA,L 15 - 34,1/,2,nan,2,Tulsa Golden Hurricane,Offense
11/02/2013,UTSA,L 15 - 34,1/,2,nan,-7,Tulsa Golden Hurricane,Defense
11/09/2013,@ East Carolina,L 24 - 58,1/,nan,nan,nan,Tulsa Golden Hurricane,Offense
11/09/2013,@ East Carolina,L 24 - 58,1/,3,nan,29,Tulsa Golden Hurricane,Defense
11/14/2013,Marshall,L 34 - 45,1/,1,nan,1,Tulsa Golden Hurricane,Offense
11/14/2013,Marshall,L 34 - 45,1/,4,nan,4,Tulsa Golden Hurricane,Defense
11/23/2013,@ Louisiana Tech,W 24 - 14,1/,nan,nan,nan,Tulsa Golden Hurricane,Offense
11/23/2013,@ Louisiana Tech,W 24 - 14,1/,2,nan,24,Tulsa Golden Hurricane,Defense
11/30/2013,North Texas,L 10 - 42,1/,1,nan,10,Tulsa Golden Hurricane,Offense
11/30/2013,North Texas,L 10 - 42,1/,6,1/,50,Tulsa Golden Hurricane,Defense
09/01/2016,Southern Utah,W 24 - 0,1/,5/,nan,55,Utah Utes,Offense
09/01/2016,Southern Utah,W 24 - 0,1/,2,nan,12,Utah Utes,Defense
09/10/2016,BYU,W 20 - 19,1/,3,nan,10,Utah Utes,Offense
09/10/2016,BYU,W 20 - 19,1/,1,nan,9,Utah Utes,Defense
09/17/2016,@ San Jose St.,W 34 - 17,1/,5/,nan,42,Utah Utes,Offense
09/17/2016,@ San Jose St.,W 34 - 17,1/,2,nan,nan,Utah Utes,Defense
09/23/2016,Southern California,W 31 - 27,1/,nan,nan,nan,Utah Utes,Offense
09/23/2016,Southern California,W 31 - 27,1/,nan,nan,nan,Utah Utes,Defense
10/01/2016,@ California,L 23 - 28,1/,4,nan,23,Utah Utes,Offense
10/01/2016,@ California,L 23 - 28,1/,nan,nan,nan,Utah Utes,Defense
10/08/2016,Arizona,W 36 - 23,1/,nan,nan,nan,Utah Utes,Offense
10/08/2016,Arizona,W 36 - 23,1/,nan,nan,nan,Utah Utes,Defense
10/15/2016,@ Oregon St.,W 19 - 14,1/,3,nan,7,Utah Utes,Offense
10/15/2016,@ Oregon St.,W 19 - 14,1/,1,nan,2,Utah Utes,Defense
10/22/2016,@ UCLA,W 52 - 45,1/,3,nan,26,Utah Utes,Offense
10/22/2016,@ UCLA,W 52 - 45,1/,3,nan,43,Utah Utes,Defense
10/29/2016,Washington,L 24 - 31,1/,1,nan,nan,Utah Utes,Offense
10/29/2016,Washington,L 24 - 31,1/,4,1/,60,Utah Utes,Defense
11/10/2016,@ Arizona St.,W 49 - 26,1/,1,nan,3,Utah Utes,Offense
11/10/2016,@ Arizona St.,W 49 - 26,1/,nan,nan,nan,Utah Utes,Defense
11/19/2016,Oregon,L 28 - 30,1/,1,nan,nan,Utah Utes,Offense
11/19/2016,Oregon,L 28 - 30,1/,4,nan,18,Utah Utes,Defense
11/26/2016,@ Colorado,L 22 - 27,1/,5/,1/,72,Utah Utes,Offense
11/26/2016,@ Colorado,L 22 - 27,1/,2,nan,1,Utah Utes,Defense
12/28/2016,"Indiana @ Santa Clara, CA",W 26 - 24,1/,5/,nan,35,Utah Utes,Offense
12/28/2016,"Indiana @ Santa Clara, CA",W 26 - 24,1/,2,nan,12,Utah Utes,Defense
09/03/2015,Michigan,W 24 - 17,1/,1,nan,14,Utah Utes,Offense
09/03/2015,Michigan,W 24 - 17,1/,nan,nan,nan,Utah Utes,Defense
09/11/2015,Utah St.,W 24 - 14,1/,5,nan,37,Utah Utes,Offense
09/11/2015,Utah St.,W 24 - 14,1/,3,nan,19,Utah Utes,Defense
09/19/2015,@ Fresno St.,W 45 - 24,1/,1,1/,77,Utah Utes,Offense
09/19/2015,@ Fresno St.,W 45 - 24,1/,nan,nan,nan,Utah Utes,Defense
09/26/2015,@ Oregon,W 62 - 20,1/,3,1/,90,Utah Utes,Offense
09/26/2015,@ Oregon,W 62 - 20,1/,nan,nan,nan,Utah Utes,Defense
10/10/2015,California,W 30 - 24,1/,1,nan,20,Utah Utes,Offense
10/10/2015,California,W 30 - 24,1/,1,nan,nan,Utah Utes,Defense
10/17/2015,Arizona St.,W 34 - 18,1/,3,nan,9,Utah Utes,Offense
10/17/2015,Arizona St.,W 34 - 18,1/,1,nan,48,Utah Utes,Defense
10/24/2015,@ Southern California,L 24 - 42,1/,2,nan,43,Utah Utes,Offense
10/24/2015,@ Southern California,L 24 - 42,1/,2,nan,-1,Utah Utes,Defense
10/31/2015,Oregon St.,W 27 - 12,1/,3,nan,14,Utah Utes,Offense
10/31/2015,Oregon St.,W 27 - 12,1/,nan,nan,nan,Utah Utes,Defense
11/07/2015,@ Washington,W 34 - 23,1/,1,nan,13,Utah Utes,Offense
11/07/2015,@ Washington,W 34 - 23,1/,nan,nan,nan,Utah Utes,Defense
11/14/2015,@ Arizona,L 30 - 37 (2OT),1/,2,nan,-2,Utah Utes,Offense
11/14/2015,@ Arizona,L 30 - 37 (2OT),1/,nan,nan,nan,Utah Utes,Defense
11/21/2015,UCLA,L 9 - 17,1/,4,nan,7,Utah Utes,Offense
11/21/2015,UCLA,L 9 - 17,1/,1,nan,3,Utah Utes,Defense
11/28/2015,Colorado,W 20 - 14,1/,4,nan,3,Utah Utes,Offense
11/28/2015,Colorado,W 20 - 14,1/,1,nan,-3,Utah Utes,Defense
12/19/2015,"BYU @ Las Vegas, NV",W 35 - 28,1/,nan,nan,nan,Utah Utes,Offense
12/19/2015,"BYU @ Las Vegas, NV",W 35 - 28,1/,2,nan,13,Utah Utes,Defense
08/31/2014,@ Tennessee,L 7 - 38,1/,1,nan,6,Utah St. Aggies,Offense
08/31/2014,@ Tennessee,L 7 - 38,1/,nan,nan,nan,Utah St. Aggies,Defense
09/06/2014,Idaho St.,W 40 - 20,1/,6,1/,55,Utah St. Aggies,Offense
09/06/2014,Idaho St.,W 40 - 20,1/,nan,nan,nan,Utah St. Aggies,Defense
09/13/2014,Wake Forest,W 36 - 24,1/,2,nan,16,Utah St. Aggies,Offense
09/13/2014,Wake Forest,W 36 - 24,1/,1,nan,nan,Utah St. Aggies,Defense
09/20/2014,@ Arkansas St.,L 14 - 21 (1OT),1/,1,nan,nan,Utah St. Aggies,Offense
09/20/2014,@ Arkansas St.,L 14 - 21 (1OT),1/,3,nan,11,Utah St. Aggies,Defense
10/03/2014,@ BYU,W 35 - 20,1/,nan,nan,nan,Utah St. Aggies,Offense
10/03/2014,@ BYU,W 35 - 20,1/,3,nan,9,Utah St. Aggies,Defense
10/11/2014,Air Force,W 34 - 16,1/,1,nan,18,Utah St. Aggies,Offense
10/11/2014,Air Force,W 34 - 16,1/,3,nan,19,Utah St. Aggies,Defense
10/18/2014,@ Colorado St.,L 13 - 16,1/,5,nan,11,Utah St. Aggies,Offense
10/18/2014,@ Colorado St.,L 13 - 16,1/,1,nan,11,Utah St. Aggies,Defense
10/25/2014,UNLV,W 34 - 20,1/,3,nan,9,Utah St. Aggies,Offense
10/25/2014,UNLV,W 34 - 20,1/,3,nan,2,Utah St. Aggies,Defense
11/01/2014,@ Hawaii,W 35 - 14,1/,2,nan,2,Utah St. Aggies,Offense
11/01/2014,@ Hawaii,W 35 - 14,1/,nan,nan,nan,Utah St. Aggies,Defense
11/07/2014,@ Wyoming,W 20 - 3,1/,1,1/,80,Utah St. Aggies,Offense
11/07/2014,@ Wyoming,W 20 - 3,1/,2,nan,10,Utah St. Aggies,Defense
11/15/2014,New Mexico,W 28 - 21,1/,4,nan,44,Utah St. Aggies,Offense
11/15/2014,New Mexico,W 28 - 21,1/,1,nan,nan,Utah St. Aggies,Defense
11/21/2014,San Jose St.,W 41 - 7,1/,2,nan,25,Utah St. Aggies,Offense
11/21/2014,San Jose St.,W 41 - 7,1/,nan,nan,nan,Utah St. Aggies,Defense
11/29/2014,@ Boise St.,L 19 - 50,1/,2,nan,5,Utah St. Aggies,Offense
11/29/2014,@ Boise St.,L 19 - 50,1/,2,nan,4,Utah St. Aggies,Defense
12/20/2014,"UTEP @ Albuquerque, N.M.",W 21 - 6,1/,3,nan,25,Utah St. Aggies,Offense
12/20/2014,"UTEP @ Albuquerque, N.M.",W 21 - 6,1/,3,nan,10,Utah St. Aggies,Defense
08/29/2013,@ Utah,L 26 - 30,1/,1,nan,2,Utah St. Aggies,Offense
08/29/2013,@ Utah,L 26 - 30,1/,1,nan,nan,Utah St. Aggies,Defense
09/07/2013,@ Air Force,W 52 - 20,1/,1,nan,-5,Utah St. Aggies,Offense
09/07/2013,@ Air Force,W 52 - 20,1/,nan,nan,nan,Utah St. Aggies,Defense
09/14/2013,Weber St.,W 70 - 6,1/,6/,nan,76,Utah St. Aggies,Offense
09/14/2013,Weber St.,W 70 - 6,1/,nan,nan,nan,Utah St. Aggies,Defense
09/21/2013,@ Southern California,L 14 - 17,1/,nan,nan,nan,Utah St. Aggies,Offense
09/21/2013,@ Southern California,L 14 - 17,1/,1,nan,nan,Utah St. Aggies,Defense
09/27/2013,@ San Jose St.,W 40 - 12,1/,2,nan,8,Utah St. Aggies,Offense
09/27/2013,@ San Jose St.,W 40 - 12,1/,nan,nan,nan,Utah St. Aggies,Defense
10/04/2013,BYU,L 14 - 31,1/,4,nan,3,Utah St. Aggies,Offense
10/04/2013,BYU,L 14 - 31,1/,1,nan,-1,Utah St. Aggies,Defense
10/12/2013,Boise St.,L 23 - 34,1/,3,nan,-2,Utah St. Aggies,Offense
10/12/2013,Boise St.,L 23 - 34,1/,nan,nan,nan,Utah St. Aggies,Defense
10/19/2013,@ New Mexico,W 45 - 10,1/,5,1,102,Utah St. Aggies,Offense
10/19/2013,@ New Mexico,W 45 - 10,1/,nan,nan,nan,Utah St. Aggies,Defense
11/02/2013,Hawaii,W 47 - 10,1/,3,nan,19,Utah St. Aggies,Offense
11/02/2013,Hawaii,W 47 - 10,1/,nan,nan,nan,Utah St. Aggies,Defense
11/09/2013,@ UNLV,W 28 - 24,1/,2,nan,12,Utah St. Aggies,Offense
11/09/2013,@ UNLV,W 28 - 24,1/,1,nan,-1,Utah St. Aggies,Defense
11/23/2013,Colorado St.,W 13 - 0,1/,4,nan,64,Utah St. Aggies,Offense
11/23/2013,Colorado St.,W 13 - 0,1/,1,nan,-1,Utah St. Aggies,Defense
11/30/2013,Wyoming,W 35 - 7,1/,5,1,93,Utah St. Aggies,Offense
11/30/2013,Wyoming,W 35 - 7,1/,1,nan,-5,Utah St. Aggies,Defense
12/07/2013,@ Fresno St.,L 17 - 24,1/,nan,nan,nan,Utah St. Aggies,Offense
12/07/2013,@ Fresno St.,L 17 - 24,1/,4,nan,21,Utah St. Aggies,Defense
12/26/2013,"Northern Ill. @ San Diego, Calif.",W 21 - 14,1/,nan,nan,nan,Utah St. Aggies,Offense
12/26/2013,"Northern Ill. @ San Diego, Calif.",W 21 - 14,1/,nan,nan,nan,Utah St. Aggies,Defense
09/03/2015,Southern Utah,W 12 - 9,1/,10/,1,171/,Utah St. Aggies,Offense
09/03/2015,Southern Utah,W 12 - 9,1/,5/,nan,38,Utah St. Aggies,Defense
09/11/2015,@ Utah,L 14 - 24,1/,3,nan,19,Utah St. Aggies,Offense
09/11/2015,@ Utah,L 14 - 24,1/,5,nan,37,Utah St. Aggies,Defense
09/19/2015,@ Washington,L 17 - 31,1/,1,nan,-1,Utah St. Aggies,Offense
09/19/2015,@ Washington,L 17 - 31,1/,nan,nan,nan,Utah St. Aggies,Defense
10/03/2015,Colorado St.,W 33 - 18,1/,2,nan,9,Utah St. Aggies,Offense
10/03/2015,Colorado St.,W 33 - 18,1/,2,nan,13,Utah St. Aggies,Defense
10/10/2015,@ Fresno St.,W 56 - 14,1/,4,nan,6,Utah St. Aggies,Offense
10/10/2015,@ Fresno St.,W 56 - 14,1/,1,nan,6,Utah St. Aggies,Defense
10/16/2015,Boise St.,W 52 - 26,1/,1,nan,8,Utah St. Aggies,Offense
10/16/2015,Boise St.,W 52 - 26,1/,2,nan,39,Utah St. Aggies,Defense
10/23/2015,@ San Diego St.,L 14 - 48,1/,2,nan,7,Utah St. Aggies,Offense
10/23/2015,@ San Diego St.,L 14 - 48,1/,nan,nan,nan,Utah St. Aggies,Defense
10/30/2015,Wyoming,W 58 - 27,1/,3,1,49,Utah St. Aggies,Offense
10/30/2015,Wyoming,W 58 - 27,1/,nan,nan,nan,Utah St. Aggies,Defense
11/07/2015,@ New Mexico,L 13 - 14,1/,5,nan,16,Utah St. Aggies,Offense
11/07/2015,@ New Mexico,L 13 - 14,1/,2,nan,7,Utah St. Aggies,Defense
11/14/2015,@ Air Force,L 28 - 35,1/,2,nan,13,Utah St. Aggies,Offense
11/14/2015,@ Air Force,L 28 - 35,1/,1,nan,8,Utah St. Aggies,Defense
11/21/2015,Nevada,W 31 - 27,1/,3,nan,34,Utah St. Aggies,Offense
11/21/2015,Nevada,W 31 - 27,1/,nan,nan,nan,Utah St. Aggies,Defense
11/28/2015,BYU,L 28 - 51,1/,5,nan,67,Utah St. Aggies,Offense
11/28/2015,BYU,L 28 - 51,1/,nan,nan,nan,Utah St. Aggies,Defense
12/22/2015,"Akron @ Boise, Idaho",L 21 - 23,1/,3,nan,31,Utah St. Aggies,Offense
12/22/2015,"Akron @ Boise, Idaho",L 21 - 23,1/,nan,nan,nan,Utah St. Aggies,Defense
09/01/2016,Weber St.,W 45 - 6,1/,2,nan,28,Utah St. Aggies,Offense
09/01/2016,Weber St.,W 45 - 6,1/,nan,nan,nan,Utah St. Aggies,Defense
09/10/2016,@ Southern California,L 7 - 45,1/,1,nan,nan,Utah St. Aggies,Offense
09/10/2016,@ Southern California,L 7 - 45,1/,2,1/,121,Utah St. Aggies,Defense
09/16/2016,Arkansas St.,W 34 - 20,1/,1,nan,5,Utah St. Aggies,Offense
09/16/2016,Arkansas St.,W 34 - 20,1/,nan,nan,nan,Utah St. Aggies,Defense
09/24/2016,Air Force,L 20 - 27,1/,2,nan,22,Utah St. Aggies,Offense
09/24/2016,Air Force,L 20 - 27,1/,nan,nan,nan,Utah St. Aggies,Defense
10/01/2016,@ Boise St.,L 10 - 21,1/,2,nan,20,Utah St. Aggies,Offense
10/01/2016,@ Boise St.,L 10 - 21,1/,2,nan,2,Utah St. Aggies,Defense
10/08/2016,@ Colorado St.,L 24 - 31,1/,2,nan,1,Utah St. Aggies,Offense
10/08/2016,@ Colorado St.,L 24 - 31,1/,1,nan,nan,Utah St. Aggies,Defense
10/22/2016,Fresno St.,W 38 - 20,1/,2,1/,23,Utah St. Aggies,Offense
10/22/2016,Fresno St.,W 38 - 20,1/,nan,nan,nan,Utah St. Aggies,Defense
10/28/2016,San Diego St.,L 13 - 40,1/,2,nan,-3,Utah St. Aggies,Offense
10/28/2016,San Diego St.,L 13 - 40,1/,nan,nan,nan,Utah St. Aggies,Defense
11/05/2016,@ Wyoming,L 28 - 52,1/,2,nan,22,Utah St. Aggies,Offense
11/05/2016,@ Wyoming,L 28 - 52,1/,1,nan,8,Utah St. Aggies,Defense
11/12/2016,New Mexico,L 21 - 24,1/,nan,nan,nan,Utah St. Aggies,Offense
11/12/2016,New Mexico,L 21 - 24,1/,nan,nan,nan,Utah St. Aggies,Defense
11/19/2016,@ Nevada,L 37 - 38,1/,3,nan,2,Utah St. Aggies,Offense
11/19/2016,@ Nevada,L 37 - 38,1/,nan,nan,nan,Utah St. Aggies,Defense
11/26/2016,@ BYU,L 10 - 28,1/,nan,nan,nan,Utah St. Aggies,Offense
11/26/2016,@ BYU,L 10 - 28,1/,4,nan,34,Utah St. Aggies,Defense
08/29/2014,@ Houston,W 27 - 7,1/,5,nan,-4,UTSA Roadrunners,Offense
08/29/2014,@ Houston,W 27 - 7,1/,1,nan,nan,UTSA Roadrunners,Defense
09/04/2014,Arizona,L 23 - 26,1/,2,nan,42,UTSA Roadrunners,Offense
