Year,Team,GP,G,TDs,KickPAT,PATAtt,RushPAT,Ru2PTAtt,ReceivingPAT,Pass2PtConv,Pass2PTAtt,KickReturnPAT,FumbRetPAT,FG,Safeties,Points,OffenseDefense
2016-17,Hawaii,0,14,67,63,64,nan,1,nan,,2,nan,nan,19,nan,522,Defensive
2017-18,Hawaii,12,12,37,33,35,nan,nan,1,,2,1,nan,4,1,273,Offense
2017-18,Hawaii,0,12,55,51,54,nan,1,nan,,nan,1,nan,8,nan,407,Defensive
2013-14,Kansas St.,13,13,56,52,53,nan,1,1,1,2,nan,nan,14,nan,432,Offense
2013-14,Kansas St.,0,13,35,32,34,nan,nan,1,1,1,nan,nan,18,nan,298,Defensive
2014-15,Kansas St.,13,13,57,52,54,nan,2,1,1,1,nan,nan,23,nan,465,Offense
2014-15,Kansas St.,0,13,39,34,37,nan,1,nan,nan,1,nan,nan,11,nan,301,Defensive
2015-16,Kansas St.,13,13,48,44,44,nan,1,nan,nan,3,nan,nan,19,nan,389,Offense
2015-16,Kansas St.,0,13,52,47,48,nan,1,1,1,3,nan,nan,16,nan,409,Defensive
2016-17,Kansas St.,13,13,54,50,54,nan,nan,nan,nan,nan,nan,nan,15,nan,419,Offense
2016-17,Kansas St.,0,13,37,35,35,nan,1,1,1,1,nan,nan,9,2,290,Defensive
2017-18,Kansas St.,12,12,46,44,44,nan,1,1,1,1,nan,nan,21,nan,385,Offense
2017-18,Kansas St.,0,12,38,32,34,nan,nan,1,1,3,nan,nan,16,nan,310,Defensive
2013-14,Kansas St.,13,13,56,52,53,nan,1,1,1,2,nan,nan,14,nan,432,Offense
2013-14,Kansas St.,0,13,35,32,34,nan,nan,1,1,1,nan,nan,18,nan,298,Defensive
2014-15,Kansas St.,13,13,57,52,54,nan,2,1,1,1,nan,nan,23,nan,465,Offense
2014-15,Kansas St.,0,13,39,34,37,nan,1,nan,nan,1,nan,nan,11,nan,301,Defensive
2015-16,Kansas St.,13,13,48,44,44,nan,1,nan,nan,3,nan,nan,19,nan,389,Offense
2015-16,Kansas St.,0,13,52,47,48,nan,1,1,1,3,nan,nan,16,nan,409,Defensive
2016-17,Kansas St.,13,13,54,50,54,nan,nan,nan,nan,nan,nan,nan,15,nan,419,Offense
2016-17,Kansas St.,0,13,37,35,35,nan,1,1,1,1,nan,nan,9,2,290,Defensive
2017-18,Kansas St.,12,12,46,44,44,nan,1,1,1,1,nan,nan,21,nan,385,Offense
2017-18,Kansas St.,0,12,38,32,34,nan,nan,1,1,3,nan,nan,16,nan,310,Defensive
2013-14,Kansas St.,13,13,56,52,53,nan,1,1,,2,nan,nan,14,nan,432,Offense
2013-14,Kansas St.,0,13,35,32,34,nan,nan,1,,1,nan,nan,18,nan,298,Defensive
2014-15,Kansas St.,13,13,57,52,54,nan,2,1,,1,nan,nan,23,nan,465,Offense
2014-15,Kansas St.,0,13,39,34,37,nan,1,nan,,1,nan,nan,11,nan,301,Defensive
2015-16,Kansas St.,13,13,48,44,44,nan,1,nan,,3,nan,nan,19,nan,389,Offense
2015-16,Kansas St.,0,13,52,47,48,nan,1,1,,3,nan,nan,16,nan,409,Defensive
2016-17,Kansas St.,13,13,54,50,54,nan,nan,nan,,nan,nan,nan,15,nan,419,Offense
2016-17,Kansas St.,0,13,37,35,35,nan,1,1,,1,nan,nan,9,2,290,Defensive
2017-18,Kansas St.,12,12,46,44,44,nan,1,1,,1,nan,nan,21,nan,385,Offense
2017-18,Kansas St.,0,12,38,32,34,nan,nan,1,,3,nan,nan,16,nan,310,Defensive
2013-14,Kansas St.,13,13,56,52,53,nan,1,1,,2,nan,nan,14,nan,432,Offense
2013-14,Kansas St.,0,13,35,32,34,nan,nan,1,,1,nan,nan,18,nan,298,Defensive
2014-15,Kansas St.,13,13,57,52,54,nan,2,1,,1,nan,nan,23,nan,465,Offense
2014-15,Kansas St.,0,13,39,34,37,nan,1,nan,,1,nan,nan,11,nan,301,Defensive
2015-16,Kansas St.,13,13,48,44,44,nan,1,nan,,3,nan,nan,19,nan,389,Offense
2015-16,Kansas St.,0,13,52,47,48,nan,1,1,,3,nan,nan,16,nan,409,Defensive
2016-17,Kansas St.,13,13,54,50,54,nan,nan,nan,,nan,nan,nan,15,nan,419,Offense
2016-17,Kansas St.,0,13,37,35,35,nan,1,1,,1,nan,nan,9,2,290,Defensive
2017-18,Kansas St.,12,12,46,44,44,nan,1,1,,1,nan,nan,21,nan,385,Offense
2017-18,Kansas St.,0,12,38,32,34,nan,nan,1,,3,nan,nan,16,nan,310,Defensive
2013-14,Kansas,12,12,22,19,22,nan,nan,nan,,nan,nan,nan,11,nan,184,Offense
2013-14,Kansas,0,12,48,45,46,nan,nan,nan,,2,1,nan,15,1,382,Defensive
2014-15,Kansas,12,12,27,25,27,nan,nan,nan,,nan,nan,nan,9,nan,214,Offense
2014-15,Kansas,0,12,47,45,47,nan,nan,nan,,nan,nan,nan,24,nan,399,Defensive
2015-16,Kansas,12,12,24,21,23,nan,1,nan,,nan,nan,nan,6,nan,183,Offense
2015-16,Kansas,0,12,72,69,70,1,2,nan,,nan,nan,nan,16,1,553,Defensive
2016-17,Kansas,12,12,29,26,26,1,3,nan,,nan,nan,nan,13,1,243,Offense
2016-17,Kansas,0,12,58,50,55,nan,1,nan,,2,nan,nan,16,1,448,Defensive
2017-18,Kansas,12,12,25,23,23,nan,1,nan,,nan,nan,nan,17,nan,224,Offense
2017-18,Kansas,0,12,68,63,67,nan,nan,1,,1,nan,nan,16,nan,521,Defensive
2013-14,Kansas,12,12,22,19,22,nan,nan,nan,nan,nan,nan,nan,11,nan,184,Offense
2013-14,Kansas,0,12,48,45,46,nan,nan,nan,nan,2,1,nan,15,1,382,Defensive
2014-15,Kansas,12,12,27,25,27,nan,nan,nan,nan,nan,nan,nan,9,nan,214,Offense
2014-15,Kansas,0,12,47,45,47,nan,nan,nan,nan,nan,nan,nan,24,nan,399,Defensive
2015-16,Kansas,12,12,24,21,23,nan,1,nan,nan,nan,nan,nan,6,nan,183,Offense
2015-16,Kansas,0,12,72,69,70,1,2,nan,nan,nan,nan,nan,16,1,553,Defensive
2016-17,Kansas,12,12,29,26,26,1,3,nan,nan,nan,nan,nan,13,1,243,Offense
2016-17,Kansas,0,12,58,50,55,nan,1,nan,nan,2,nan,nan,16,1,448,Defensive
2017-18,Kansas,12,12,25,23,23,nan,1,nan,nan,nan,nan,nan,17,nan,224,Offense
2017-18,Kansas,0,12,68,63,67,nan,nan,1,1,1,nan,nan,16,nan,521,Defensive
2013-14,Kansas,12,12,22,19,22,nan,nan,nan,nan,nan,nan,nan,11,nan,184,Offense
2013-14,Kansas,0,12,48,45,46,nan,nan,nan,nan,2,1,nan,15,1,382,Defensive
2014-15,Kansas,12,12,27,25,27,nan,nan,nan,nan,nan,nan,nan,9,nan,214,Offense
2014-15,Kansas,0,12,47,45,47,nan,nan,nan,nan,nan,nan,nan,24,nan,399,Defensive
2015-16,Kansas,12,12,24,21,23,nan,1,nan,nan,nan,nan,nan,6,nan,183,Offense
2015-16,Kansas,0,12,72,69,70,1,2,nan,nan,nan,nan,nan,16,1,553,Defensive
2016-17,Kansas,12,12,29,26,26,1,3,nan,nan,nan,nan,nan,13,1,243,Offense
2016-17,Kansas,0,12,58,50,55,nan,1,nan,nan,2,nan,nan,16,1,448,Defensive
2017-18,Kansas,12,12,25,23,23,nan,1,nan,nan,nan,nan,nan,17,nan,224,Offense
2017-18,Kansas,0,12,68,63,67,nan,nan,1,1,1,nan,nan,16,nan,521,Defensive
2013-14,Kansas,12,12,22,19,22,nan,nan,nan,,nan,nan,nan,11,nan,184,Offense
2013-14,Kansas,0,12,48,45,46,nan,nan,nan,,2,1,nan,15,1,382,Defensive
2014-15,Kansas,12,12,27,25,27,nan,nan,nan,,nan,nan,nan,9,nan,214,Offense
2014-15,Kansas,0,12,47,45,47,nan,nan,nan,,nan,nan,nan,24,nan,399,Defensive
2015-16,Kansas,12,12,24,21,23,nan,1,nan,,nan,nan,nan,6,nan,183,Offense
2015-16,Kansas,0,12,72,69,70,1,2,nan,,nan,nan,nan,16,1,553,Defensive
2016-17,Kansas,12,12,29,26,26,1,3,nan,,nan,nan,nan,13,1,243,Offense
2016-17,Kansas,0,12,58,50,55,nan,1,nan,,2,nan,nan,16,1,448,Defensive
2017-18,Kansas,12,12,25,23,23,nan,1,nan,,nan,nan,nan,17,nan,224,Offense
2017-18,Kansas,0,12,68,63,67,nan,nan,1,,1,nan,nan,16,nan,521,Defensive
2013-14,Iowa St.,12,12,37,35,36,nan,nan,1,1,1,nan,nan,13,nan,298,Offense
2013-14,Iowa St.,0,12,56,54,56,nan,nan,nan,nan,nan,nan,nan,14,nan,432,Defensive
2014-15,Iowa St.,12,12,35,35,35,nan,nan,nan,nan,nan,nan,nan,11,nan,278,Offense
2014-15,Iowa St.,0,12,58,55,56,nan,2,nan,nan,nan,nan,nan,21,nan,466,Defensive
2015-16,Iowa St.,12,12,37,36,37,nan,nan,nan,nan,nan,nan,nan,14,nan,300,Offense
2015-16,Iowa St.,0,12,51,50,51,nan,nan,nan,nan,nan,nan,nan,12,nan,392,Defensive
2016-17,Iowa St.,12,12,41,36,38,nan,nan,nan,nan,3,nan,nan,16,1,332,Offense
2016-17,Iowa St.,0,12,48,47,47,nan,nan,nan,nan,1,nan,nan,13,1,376,Defensive
2017-18,Iowa St.,12,12,44,42,42,nan,nan,1,1,2,nan,nan,17,nan,359,Offense
2017-18,Iowa St.,0,12,32,28,29,1,2,nan,nan,nan,nan,nan,10,nan,252,Defensive
2013-14,Iowa St.,12,12,37,35,36,nan,nan,1,,1,nan,nan,13,nan,298,Offense
2013-14,Iowa St.,0,12,56,54,56,nan,nan,nan,,nan,nan,nan,14,nan,432,Defensive
2014-15,Iowa St.,12,12,35,35,35,nan,nan,nan,,nan,nan,nan,11,nan,278,Offense
2014-15,Iowa St.,0,12,58,55,56,nan,2,nan,,nan,nan,nan,21,nan,466,Defensive
2015-16,Iowa St.,12,12,37,36,37,nan,nan,nan,,nan,nan,nan,14,nan,300,Offense
2015-16,Iowa St.,0,12,51,50,51,nan,nan,nan,,nan,nan,nan,12,nan,392,Defensive
2016-17,Iowa St.,12,12,41,36,38,nan,nan,nan,,3,nan,nan,16,1,332,Offense
2016-17,Iowa St.,0,12,48,47,47,nan,nan,nan,,1,nan,nan,13,1,376,Defensive
2017-18,Iowa St.,12,12,44,42,42,nan,nan,1,,2,nan,nan,17,nan,359,Offense
2017-18,Iowa St.,0,12,32,28,29,1,2,nan,,nan,nan,nan,10,nan,252,Defensive
2013-14,Iowa St.,12,12,37,35,36,nan,nan,1,1,1,nan,nan,13,nan,298,Offense
2013-14,Iowa St.,0,12,56,54,56,nan,nan,nan,nan,nan,nan,nan,14,nan,432,Defensive
2014-15,Iowa St.,12,12,35,35,35,nan,nan,nan,nan,nan,nan,nan,11,nan,278,Offense
2014-15,Iowa St.,0,12,58,55,56,nan,2,nan,nan,nan,nan,nan,21,nan,466,Defensive
2015-16,Iowa St.,12,12,37,36,37,nan,nan,nan,nan,nan,nan,nan,14,nan,300,Offense
2015-16,Iowa St.,0,12,51,50,51,nan,nan,nan,nan,nan,nan,nan,12,nan,392,Defensive
2016-17,Iowa St.,12,12,41,36,38,nan,nan,nan,nan,3,nan,nan,16,1,332,Offense
2016-17,Iowa St.,0,12,48,47,47,nan,nan,nan,nan,1,nan,nan,13,1,376,Defensive
2017-18,Iowa St.,12,12,44,42,42,nan,nan,1,1,2,nan,nan,17,nan,359,Offense
2017-18,Iowa St.,0,12,32,28,29,1,2,nan,nan,nan,nan,nan,10,nan,252,Defensive
2013-14,Iowa St.,12,12,37,35,36,nan,nan,1,,1,nan,nan,13,nan,298,Offense
2013-14,Iowa St.,0,12,56,54,56,nan,nan,nan,,nan,nan,nan,14,nan,432,Defensive
2014-15,Iowa St.,12,12,35,35,35,nan,nan,nan,,nan,nan,nan,11,nan,278,Offense
2014-15,Iowa St.,0,12,58,55,56,nan,2,nan,,nan,nan,nan,21,nan,466,Defensive
2015-16,Iowa St.,12,12,37,36,37,nan,nan,nan,,nan,nan,nan,14,nan,300,Offense
2015-16,Iowa St.,0,12,51,50,51,nan,nan,nan,,nan,nan,nan,12,nan,392,Defensive
2016-17,Iowa St.,12,12,41,36,38,nan,nan,nan,,3,nan,nan,16,1,332,Offense
2016-17,Iowa St.,0,12,48,47,47,nan,nan,nan,,1,nan,nan,13,1,376,Defensive
2017-18,Iowa St.,12,12,44,42,42,nan,nan,1,,2,nan,nan,17,nan,359,Offense
2017-18,Iowa St.,0,12,32,28,29,1,2,nan,,nan,nan,nan,10,nan,252,Defensive
2013-14,Iowa,13,13,42,42,42,nan,nan,nan,nan,nan,nan,nan,16,nan,342,Offense
2013-14,Iowa,0,13,30,30,30,nan,nan,nan,nan,nan,nan,nan,12,nan,246,Defensive
2014-15,Iowa,13,13,47,45,45,1,1,nan,nan,1,nan,nan,12,1,367,Offense
2014-15,Iowa,0,13,41,37,39,1,1,nan,nan,nan,nan,nan,16,nan,333,Defensive
2015-16,Iowa,14,14,56,49,55,nan,1,nan,nan,nan,nan,nan,16,nan,433,Offense
2015-16,Iowa,0,14,32,31,31,1,1,nan,nan,nan,nan,nan,20,nan,285,Defensive
2016-17,Iowa,13,13,42,38,39,1,2,nan,nan,1,nan,nan,10,1,324,Offense
2016-17,Iowa,0,13,30,29,29,nan,nan,nan,nan,1,nan,nan,12,nan,245,Defensive
2017-18,Iowa,12,12,45,41,41,nan,nan,nan,nan,3,nan,nan,9,1,340,Offense
2017-18,Iowa,0,12,28,27,27,nan,1,nan,nan,nan,nan,nan,14,1,239,Defensive
2013-14,Iowa,13,13,42,42,42,nan,nan,nan,,nan,nan,nan,16,nan,342,Offense
2013-14,Iowa,0,13,30,30,30,nan,nan,nan,,nan,nan,nan,12,nan,246,Defensive
2014-15,Iowa,13,13,47,45,45,1,1,nan,,1,nan,nan,12,1,367,Offense
2014-15,Iowa,0,13,41,37,39,1,1,nan,,nan,nan,nan,16,nan,333,Defensive
2015-16,Iowa,14,14,56,49,55,nan,1,nan,,nan,nan,nan,16,nan,433,Offense
2015-16,Iowa,0,14,32,31,31,1,1,nan,,nan,nan,nan,20,nan,285,Defensive
2016-17,Iowa,13,13,42,38,39,1,2,nan,,1,nan,nan,10,1,324,Offense
2016-17,Iowa,0,13,30,29,29,nan,nan,nan,,1,nan,nan,12,nan,245,Defensive
2017-18,Iowa,12,12,45,41,41,nan,nan,nan,,3,nan,nan,9,1,340,Offense
2017-18,Iowa,0,12,28,27,27,nan,1,nan,,nan,nan,nan,14,1,239,Defensive
2013-14,Iowa,13,13,42,42,42,nan,nan,nan,nan,nan,nan,nan,16,nan,342,Offense
2013-14,Iowa,0,13,30,30,30,nan,nan,nan,nan,nan,nan,nan,12,nan,246,Defensive
2014-15,Iowa,13,13,47,45,45,1,1,nan,nan,1,nan,nan,12,1,367,Offense
2014-15,Iowa,0,13,41,37,39,1,1,nan,nan,nan,nan,nan,16,nan,333,Defensive
2015-16,Iowa,14,14,56,49,55,nan,1,nan,nan,nan,nan,nan,16,nan,433,Offense
2015-16,Iowa,0,14,32,31,31,1,1,nan,nan,nan,nan,nan,20,nan,285,Defensive
2016-17,Iowa,13,13,42,38,39,1,2,nan,nan,1,nan,nan,10,1,324,Offense
2016-17,Iowa,0,13,30,29,29,nan,nan,nan,nan,1,nan,nan,12,nan,245,Defensive
2017-18,Iowa,12,12,45,41,41,nan,nan,nan,nan,3,nan,nan,9,1,340,Offense
2017-18,Iowa,0,12,28,27,27,nan,1,nan,nan,nan,nan,nan,14,1,239,Defensive
2013-14,Iowa,13,13,42,42,42,nan,nan,nan,,nan,nan,nan,16,nan,342,Offense
2013-14,Iowa,0,13,30,30,30,nan,nan,nan,,nan,nan,nan,12,nan,246,Defensive
2014-15,Iowa,13,13,47,45,45,1,1,nan,,1,nan,nan,12,1,367,Offense
2014-15,Iowa,0,13,41,37,39,1,1,nan,,nan,nan,nan,16,nan,333,Defensive
2015-16,Iowa,14,14,56,49,55,nan,1,nan,,nan,nan,nan,16,nan,433,Offense
2015-16,Iowa,0,14,32,31,31,1,1,nan,,nan,nan,nan,20,nan,285,Defensive
2016-17,Iowa,13,13,42,38,39,1,2,nan,,1,nan,nan,10,1,324,Offense
2016-17,Iowa,0,13,30,29,29,nan,nan,nan,,1,nan,nan,12,nan,245,Defensive
2017-18,Iowa,12,12,45,41,41,nan,nan,nan,,3,nan,nan,9,1,340,Offense
2017-18,Iowa,0,12,28,27,27,nan,1,nan,,nan,nan,nan,14,1,239,Defensive
2013-14,Indiana,12,12,62,56,56,2,3,nan,nan,3,nan,nan,9,1,461,Offense
2013-14,Indiana,0,12,63,61,62,nan,nan,nan,nan,1,nan,nan,9,nan,466,Defensive
2014-15,Indiana,12,12,37,35,35,1,2,nan,nan,nan,nan,nan,14,nan,301,Offense
2014-15,Indiana,0,12,48,46,47,nan,nan,nan,nan,1,nan,nan,20,nan,394,Defensive
2015-16,Indiana,13,13,58,53,57,1,1,nan,nan,nan,nan,nan,24,nan,475,Offense
2015-16,Indiana,0,13,65,54,59,1,3,2,2,3,nan,nan,13,nan,489,Defensive
2016-17,Indiana,13,13,41,33,36,1,4,nan,nan,1,nan,nan,16,3,335,Offense
2016-17,Indiana,0,13,42,37,38,nan,2,nan,nan,1,nan,nan,21,1,354,Defensive
2017-18,Indiana,12,12,39,38,39,nan,nan,nan,nan,nan,nan,nan,16,1,322,Offense
2017-18,Indiana,0,12,39,38,38,1,1,nan,nan,nan,nan,nan,10,nan,304,Defensive
2013-14,Louisiana,13,13,59,54,56,1,2,1,1,1,nan,nan,9,nan,439,Offense
2013-14,Louisiana,0,13,43,39,40,nan,1,1,1,2,nan,nan,15,nan,344,Defensive
2014-15,Louisiana,13,13,47,43,46,nan,nan,nan,nan,nan,1,nan,18,1,383,Offense
2014-15,Louisiana,0,13,43,37,41,nan,nan,1,1,2,nan,nan,13,1,338,Defensive
2015-16,Louisiana,12,12,41,32,34,2,3,1,1,4,nan,nan,11,nan,317,Offense
2015-16,Louisiana,0,12,49,45,48,1,1,nan,nan,nan,nan,nan,13,1,382,Defensive
2016-17,Louisiana,13,13,36,30,32,nan,1,1,1,3,nan,1,19,nan,307,Offense
2016-17,Louisiana,0,13,39,33,33,nan,nan,1,1,5,nan,nan,20,nan,329,Defensive
2017-18,Louisiana,12,12,45,36,44,nan,nan,nan,nan,1,nan,1,10,nan,338,Offense
2017-18,Louisiana,0,12,64,59,61,nan,1,1,1,1,nan,nan,11,1,480,Defensive
2013-14,Louisiana,13,13,59,54,56,1,2,1,,1,nan,nan,9,nan,439,Offense
2013-14,Louisiana,0,13,43,39,40,nan,1,1,,2,nan,nan,15,nan,344,Defensive
2014-15,Louisiana,13,13,47,43,46,nan,nan,nan,,nan,1,nan,18,1,383,Offense
2014-15,Louisiana,0,13,43,37,41,nan,nan,1,,2,nan,nan,13,1,338,Defensive
2015-16,Louisiana,12,12,41,32,34,2,3,1,,4,nan,nan,11,nan,317,Offense
2015-16,Louisiana,0,12,49,45,48,1,1,nan,,nan,nan,nan,13,1,382,Defensive
2016-17,Louisiana,13,13,36,30,32,nan,1,1,,3,nan,1,19,nan,307,Offense
2016-17,Louisiana,0,13,39,33,33,nan,nan,1,,5,nan,nan,20,nan,329,Defensive
2017-18,Louisiana,12,12,45,36,44,nan,nan,nan,,1,nan,1,10,nan,338,Offense
2017-18,Louisiana,0,12,64,59,61,nan,1,1,,1,nan,nan,11,1,480,Defensive
2013-14,La.-Monroe,12,12,36,34,35,nan,nan,1,,1,nan,nan,5,nan,267,Offense
2013-14,La.-Monroe,0,12,46,42,44,nan,nan,1,,2,nan,nan,14,nan,362,Defensive
2014-15,La.-Monroe,12,12,26,23,23,nan,1,nan,,2,nan,nan,20,1,241,Offense
2014-15,La.-Monroe,0,12,41,37,39,1,2,nan,,nan,nan,nan,10,nan,315,Defensive
2015-16,La.-Monroe,13,13,35,34,34,nan,nan,nan,,1,nan,nan,9,1,273,Offense
2015-16,La.-Monroe,0,13,61,57,59,1,1,nan,,1,nan,nan,16,1,475,Defensive
2016-17,La.-Monroe,12,12,36,35,36,nan,nan,nan,,nan,nan,nan,9,1,280,Offense
2016-17,La.-Monroe,0,12,60,54,57,nan,1,1,,2,nan,nan,17,1,469,Defensive
2017-18,La.-Monroe,12,12,54,45,47,nan,1,2,,4,nan,1,10,1,407,Offense
2017-18,La.-Monroe,0,12,67,57,61,nan,1,3,,5,nan,nan,9,nan,492,Defensive
2013-14,La.-Monroe,12,12,36,34,35,nan,nan,1,1,1,nan,nan,5,nan,267,Offense
2013-14,La.-Monroe,0,12,46,42,44,nan,nan,1,1,2,nan,nan,14,nan,362,Defensive
2014-15,La.-Monroe,12,12,26,23,23,nan,1,nan,nan,2,nan,nan,20,1,241,Offense
2014-15,La.-Monroe,0,12,41,37,39,1,2,nan,nan,nan,nan,nan,10,nan,315,Defensive
2015-16,La.-Monroe,13,13,35,34,34,nan,nan,nan,nan,1,nan,nan,9,1,273,Offense
2015-16,La.-Monroe,0,13,61,57,59,1,1,nan,nan,1,nan,nan,16,1,475,Defensive
2016-17,La.-Monroe,12,12,36,35,36,nan,nan,nan,nan,nan,nan,nan,9,1,280,Offense
2016-17,La.-Monroe,0,12,60,54,57,nan,1,1,1,2,nan,nan,17,1,469,Defensive
2017-18,La.-Monroe,12,12,54,45,47,nan,1,2,2,4,nan,1,10,1,407,Offense
2017-18,La.-Monroe,0,12,67,57,61,nan,1,3,3,5,nan,nan,9,nan,492,Defensive
2013-14,La.-Monroe,12,12,36,34,35,nan,nan,1,1,1,nan,nan,5,nan,267,Offense
2013-14,La.-Monroe,0,12,46,42,44,nan,nan,1,1,2,nan,nan,14,nan,362,Defensive
2014-15,La.-Monroe,12,12,26,23,23,nan,1,nan,nan,2,nan,nan,20,1,241,Offense
2014-15,La.-Monroe,0,12,41,37,39,1,2,nan,nan,nan,nan,nan,10,nan,315,Defensive
2015-16,La.-Monroe,13,13,35,34,34,nan,nan,nan,nan,1,nan,nan,9,1,273,Offense
2015-16,La.-Monroe,0,13,61,57,59,1,1,nan,nan,1,nan,nan,16,1,475,Defensive
2016-17,La.-Monroe,12,12,36,35,36,nan,nan,nan,nan,nan,nan,nan,9,1,280,Offense
2016-17,La.-Monroe,0,12,60,54,57,nan,1,1,1,2,nan,nan,17,1,469,Defensive
2017-18,La.-Monroe,12,12,54,45,47,nan,1,2,2,4,nan,1,10,1,407,Offense
2017-18,La.-Monroe,0,12,67,57,61,nan,1,3,3,5,nan,nan,9,nan,492,Defensive
2013-14,La.-Monroe,12,12,36,34,35,nan,nan,1,,1,nan,nan,5,nan,267,Offense
2013-14,La.-Monroe,0,12,46,42,44,nan,nan,1,,2,nan,nan,14,nan,362,Defensive
2014-15,La.-Monroe,12,12,26,23,23,nan,1,nan,,2,nan,nan,20,1,241,Offense
2014-15,La.-Monroe,0,12,41,37,39,1,2,nan,,nan,nan,nan,10,nan,315,Defensive
2015-16,La.-Monroe,13,13,35,34,34,nan,nan,nan,,1,nan,nan,9,1,273,Offense
2015-16,La.-Monroe,0,13,61,57,59,1,1,nan,,1,nan,nan,16,1,475,Defensive
2016-17,La.-Monroe,12,12,36,35,36,nan,nan,nan,,nan,nan,nan,9,1,280,Offense
2016-17,La.-Monroe,0,12,60,54,57,nan,1,1,,2,nan,nan,17,1,469,Defensive
2017-18,La.-Monroe,12,12,54,45,47,nan,1,2,,4,nan,1,10,1,407,Offense
2017-18,La.-Monroe,0,12,67,57,61,nan,1,3,,5,nan,nan,9,nan,492,Defensive
2013-14,LSU,13,13,61,60,61,nan,nan,nan,,nan,nan,nan,13,nan,465,Offense
2013-14,LSU,0,13,32,31,31,nan,nan,nan,,1,nan,nan,21,nan,286,Defensive
2014-15,LSU,13,13,46,40,42,1,3,1,,1,nan,nan,13,nan,359,Offense
2014-15,LSU,0,13,27,27,27,nan,nan,nan,,nan,nan,nan,13,nan,228,Defensive
2015-16,LSU,12,12,51,49,50,nan,nan,nan,,1,nan,nan,13,nan,394,Offense
2015-16,LSU,0,12,38,34,35,nan,nan,1,,3,nan,nan,9,nan,291,Defensive
2016-17,LSU,12,12,44,41,43,nan,nan,nan,,1,nan,nan,11,1,340,Offense
2016-17,LSU,0,12,16,12,12,2,2,1,,2,nan,nan,25,nan,189,Defensive
2017-18,LSU,12,12,42,38,41,nan,nan,1,,1,nan,nan,15,nan,337,Offense
2017-18,LSU,0,12,25,23,24,nan,nan,1,,1,nan,nan,16,1,225,Defensive
2013-14,LSU,13,13,61,60,61,nan,nan,nan,nan,nan,nan,nan,13,nan,465,Offense
2013-14,LSU,0,13,32,31,31,nan,nan,nan,nan,1,nan,nan,21,nan,286,Defensive
2014-15,LSU,13,13,46,40,42,1,3,1,1,1,nan,nan,13,nan,359,Offense
2014-15,LSU,0,13,27,27,27,nan,nan,nan,nan,nan,nan,nan,13,nan,228,Defensive
2015-16,LSU,12,12,51,49,50,nan,nan,nan,nan,1,nan,nan,13,nan,394,Offense
2015-16,LSU,0,12,38,34,35,nan,nan,1,1,3,nan,nan,9,nan,291,Defensive
2016-17,LSU,12,12,44,41,43,nan,nan,nan,nan,1,nan,nan,11,1,340,Offense
2016-17,LSU,0,12,16,12,12,2,2,1,1,2,nan,nan,25,nan,189,Defensive
2017-18,LSU,12,12,42,38,41,nan,nan,1,1,1,nan,nan,15,nan,337,Offense
2017-18,LSU,0,12,25,23,24,nan,nan,1,1,1,nan,nan,16,1,225,Defensive
2013-14,LSU,13,13,61,60,61,nan,nan,nan,,nan,nan,nan,13,nan,465,Offense
2013-14,LSU,0,13,32,31,31,nan,nan,nan,,1,nan,nan,21,nan,286,Defensive
2014-15,LSU,13,13,46,40,42,1,3,1,,1,nan,nan,13,nan,359,Offense
2014-15,LSU,0,13,27,27,27,nan,nan,nan,,nan,nan,nan,13,nan,228,Defensive
2015-16,LSU,12,12,51,49,50,nan,nan,nan,,1,nan,nan,13,nan,394,Offense
2015-16,LSU,0,12,38,34,35,nan,nan,1,,3,nan,nan,9,nan,291,Defensive
2016-17,LSU,12,12,44,41,43,nan,nan,nan,,1,nan,nan,11,1,340,Offense
2016-17,LSU,0,12,16,12,12,2,2,1,,2,nan,nan,25,nan,189,Defensive
2017-18,LSU,12,12,42,38,41,nan,nan,1,,1,nan,nan,15,nan,337,Offense
2017-18,LSU,0,12,25,23,24,nan,nan,1,,1,nan,nan,16,1,225,Defensive
2013-14,Kentucky,12,12,30,28,30,nan,nan,nan,nan,nan,nan,nan,12,1,246,Offense
2013-14,Kentucky,0,12,49,46,48,nan,nan,1,1,1,1,nan,10,nan,374,Defensive
2014-15,Kentucky,12,12,41,41,41,nan,nan,nan,nan,nan,nan,nan,21,nan,350,Offense
2014-15,Kentucky,0,12,48,45,46,nan,nan,nan,nan,1,nan,nan,14,nan,375,Defensive
2015-16,Kentucky,12,12,35,33,35,nan,nan,nan,nan,nan,nan,1,17,nan,296,Offense
2015-16,Kentucky,0,12,41,37,38,1,2,1,1,1,nan,nan,14,nan,329,Defensive
2016-17,Kentucky,13,13,49,44,45,nan,1,2,2,3,nan,nan,16,nan,390,Offense
2016-17,Kentucky,0,13,50,48,49,nan,nan,1,1,1,nan,nan,19,nan,407,Defensive
2017-18,Kentucky,12,12,35,34,34,nan,nan,1,1,1,nan,nan,21,nan,309,Offense
2017-18,Kentucky,0,12,43,40,43,nan,nan,nan,nan,nan,nan,nan,15,nan,343,Defensive
2013-14,Kentucky,12,12,30,28,30,nan,nan,nan,nan,nan,nan,nan,12,1,246,Offense
2013-14,Kentucky,0,12,49,46,48,nan,nan,1,1,1,1,nan,10,nan,374,Defensive
