Year,Team,GP,G,TDs,KickPAT,PATAtt,RushPAT,Ru2PTAtt,ReceivingPAT,Pass2PtConv,Pass2PTAtt,KickReturnPAT,FumbRetPAT,FG,Safeties,Points,OffenseDefense
2014-15,Navy,13,13,55,53,53,nan,nan,1,,2,nan,nan,9,1,414,Offense
2014-15,Navy,0,13,45,40,41,nan,1,nan,,3,nan,nan,15,nan,355,Defensive
2015-16,Navy,13,13,63,59,62,nan,nan,nan,,1,nan,nan,13,1,478,Offense
2015-16,Navy,0,13,36,34,34,1,1,1,,1,nan,nan,10,nan,284,Defensive
2016-17,Navy,14,14,73,65,68,nan,2,1,,2,nan,nan,8,1,531,Offense
2016-17,Navy,0,14,54,51,52,1,2,nan,,nan,nan,nan,19,nan,434,Defensive
2017-18,Navy,12,12,45,41,43,1,2,nan,,nan,nan,nan,10,2,347,Offense
2017-18,Navy,0,12,42,36,38,1,2,2,,2,1,nan,13,nan,335,Defensive
2013-14,NC State,12,12,31,31,31,nan,nan,nan,nan,nan,nan,nan,19,nan,274,Offense
2013-14,NC State,0,12,48,43,45,2,3,nan,nan,nan,nan,nan,9,nan,362,Defensive
2014-15,NC State,13,13,51,46,48,nan,nan,2,2,3,nan,nan,12,nan,392,Offense
2014-15,NC State,0,13,44,42,43,nan,nan,nan,nan,1,nan,nan,15,nan,351,Defensive
2015-16,NC State,13,13,59,55,57,nan,1,1,1,1,nan,nan,7,nan,432,Offense
2015-16,NC State,0,13,43,37,40,nan,nan,1,1,3,nan,nan,13,nan,336,Defensive
2016-17,NC State,13,13,47,42,45,nan,nan,nan,nan,1,nan,nan,9,nan,351,Offense
2016-17,NC State,0,13,34,30,32,nan,nan,1,1,2,nan,nan,20,nan,296,Defensive
2017-18,NC State,12,12,49,42,45,nan,nan,2,2,4,nan,nan,9,nan,367,Offense
2017-18,NC State,0,12,36,32,34,1,1,nan,nan,1,nan,nan,15,1,297,Defensive
2013-14,NC State,12,12,31,31,31,nan,nan,nan,,nan,nan,nan,19,nan,274,Offense
2013-14,NC State,0,12,48,43,45,2,3,nan,,nan,nan,nan,9,nan,362,Defensive
2014-15,NC State,13,13,51,46,48,nan,nan,2,,3,nan,nan,12,nan,392,Offense
2014-15,NC State,0,13,44,42,43,nan,nan,nan,,1,nan,nan,15,nan,351,Defensive
2015-16,NC State,13,13,59,55,57,nan,1,1,,1,nan,nan,7,nan,432,Offense
2015-16,NC State,0,13,43,37,40,nan,nan,1,,3,nan,nan,13,nan,336,Defensive
2016-17,NC State,13,13,47,42,45,nan,nan,nan,,1,nan,nan,9,nan,351,Offense
2016-17,NC State,0,13,34,30,32,nan,nan,1,,2,nan,nan,20,nan,296,Defensive
2017-18,NC State,12,12,49,42,45,nan,nan,2,,4,nan,nan,9,nan,367,Offense
2017-18,NC State,0,12,36,32,34,1,1,nan,,1,nan,nan,15,1,297,Defensive
2013-14,NC State,12,12,31,31,31,nan,nan,nan,,nan,nan,nan,19,nan,274,Offense
2013-14,NC State,0,12,48,43,45,2,3,nan,,nan,nan,nan,9,nan,362,Defensive
2014-15,NC State,13,13,51,46,48,nan,nan,2,,3,nan,nan,12,nan,392,Offense
2014-15,NC State,0,13,44,42,43,nan,nan,nan,,1,nan,nan,15,nan,351,Defensive
2015-16,NC State,13,13,59,55,57,nan,1,1,,1,nan,nan,7,nan,432,Offense
2015-16,NC State,0,13,43,37,40,nan,nan,1,,3,nan,nan,13,nan,336,Defensive
2016-17,NC State,13,13,47,42,45,nan,nan,nan,,1,nan,nan,9,nan,351,Offense
2016-17,NC State,0,13,34,30,32,nan,nan,1,,2,nan,nan,20,nan,296,Defensive
2017-18,NC State,12,12,49,42,45,nan,nan,2,,4,nan,nan,9,nan,367,Offense
2017-18,NC State,0,12,36,32,34,1,1,nan,,1,nan,nan,15,1,297,Defensive
2013-14,NC State,12,12,31,31,31,nan,nan,nan,nan,nan,nan,nan,19,nan,274,Offense
2013-14,NC State,0,12,48,43,45,2,3,nan,nan,nan,nan,nan,9,nan,362,Defensive
2014-15,NC State,13,13,51,46,48,nan,nan,2,2,3,nan,nan,12,nan,392,Offense
2014-15,NC State,0,13,44,42,43,nan,nan,nan,nan,1,nan,nan,15,nan,351,Defensive
2015-16,NC State,13,13,59,55,57,nan,1,1,1,1,nan,nan,7,nan,432,Offense
2015-16,NC State,0,13,43,37,40,nan,nan,1,1,3,nan,nan,13,nan,336,Defensive
2016-17,NC State,13,13,47,42,45,nan,nan,nan,nan,1,nan,nan,9,nan,351,Offense
2016-17,NC State,0,13,34,30,32,nan,nan,1,1,2,nan,nan,20,nan,296,Defensive
2017-18,NC State,12,12,49,42,45,nan,nan,2,2,4,nan,nan,9,nan,367,Offense
2017-18,NC State,0,12,36,32,34,1,1,nan,nan,1,nan,nan,15,1,297,Defensive
2013-14,Northern Ill.,14,14,71,69,71,nan,nan,nan,nan,nan,nan,nan,20,nan,555,Offense
2013-14,Northern Ill.,0,14,43,37,40,nan,1,1,1,2,nan,nan,18,nan,351,Defensive
2014-15,Northern Ill.,14,14,56,54,56,nan,nan,nan,nan,nan,nan,nan,17,nan,441,Offense
2014-15,Northern Ill.,0,14,45,40,41,nan,nan,3,3,4,nan,nan,13,2,359,Defensive
2015-16,Northern Ill.,14,14,57,52,54,nan,1,nan,nan,2,nan,nan,14,nan,436,Offense
2015-16,Northern Ill.,0,14,45,40,42,nan,2,nan,nan,1,nan,nan,25,1,387,Defensive
2016-17,Northern Ill.,12,12,48,45,46,nan,1,nan,nan,1,nan,nan,11,nan,366,Offense
2016-17,Northern Ill.,0,12,49,46,47,nan,nan,nan,nan,nan,nan,nan,8,nan,364,Defensive
2017-18,Northern Ill.,12,12,48,47,47,nan,nan,nan,nan,nan,nan,nan,9,nan,362,Offense
2017-18,Northern Ill.,0,12,28,28,28,nan,nan,nan,nan,nan,nan,nan,18,nan,250,Defensive
2013-14,Northern Ill.,14,14,71,69,71,nan,nan,nan,,nan,nan,nan,20,nan,555,Offense
2013-14,Northern Ill.,0,14,43,37,40,nan,1,1,,2,nan,nan,18,nan,351,Defensive
2014-15,Northern Ill.,14,14,56,54,56,nan,nan,nan,,nan,nan,nan,17,nan,441,Offense
2014-15,Northern Ill.,0,14,45,40,41,nan,nan,3,,4,nan,nan,13,2,359,Defensive
2015-16,Northern Ill.,14,14,57,52,54,nan,1,nan,,2,nan,nan,14,nan,436,Offense
2015-16,Northern Ill.,0,14,45,40,42,nan,2,nan,,1,nan,nan,25,1,387,Defensive
2016-17,Northern Ill.,12,12,48,45,46,nan,1,nan,,1,nan,nan,11,nan,366,Offense
2016-17,Northern Ill.,0,12,49,46,47,nan,nan,nan,,nan,nan,nan,8,nan,364,Defensive
2017-18,Northern Ill.,12,12,48,47,47,nan,nan,nan,,nan,nan,nan,9,nan,362,Offense
2017-18,Northern Ill.,0,12,28,28,28,nan,nan,nan,,nan,nan,nan,18,nan,250,Defensive
2013-14,North Texas,13,13,55,50,53,1,1,1,,1,nan,nan,10,nan,414,Offense
2013-14,North Texas,0,13,30,28,29,nan,nan,nan,,1,nan,nan,7,1,231,Defensive
2014-15,North Texas,12,12,40,39,39,nan,nan,1,,1,nan,nan,15,nan,326,Offense
2014-15,North Texas,0,12,48,46,47,nan,nan,nan,,nan,nan,nan,8,nan,358,Defensive
2015-16,North Texas,12,12,22,21,21,nan,nan,nan,,1,1,nan,9,nan,182,Offense
2015-16,North Texas,0,12,66,63,66,nan,nan,nan,,nan,nan,nan,12,nan,495,Defensive
2016-17,North Texas,13,13,42,41,41,nan,nan,nan,,1,nan,nan,9,1,322,Offense
2016-17,North Texas,0,13,55,46,49,1,3,1,,3,nan,nan,14,1,424,Defensive
2017-18,North Texas,13,13,59,52,55,nan,nan,2,,4,nan,nan,19,nan,467,Offense
2017-18,North Texas,0,13,56,51,52,1,1,2,,3,nan,nan,15,1,440,Defensive
2013-14,North Texas,13,13,55,50,53,1,1,1,1,1,nan,nan,10,nan,414,Offense
2013-14,North Texas,0,13,30,28,29,nan,nan,nan,nan,1,nan,nan,7,1,231,Defensive
2014-15,North Texas,12,12,40,39,39,nan,nan,1,1,1,nan,nan,15,nan,326,Offense
2014-15,North Texas,0,12,48,46,47,nan,nan,nan,nan,nan,nan,nan,8,nan,358,Defensive
2015-16,North Texas,12,12,22,21,21,nan,nan,nan,nan,1,1,nan,9,nan,182,Offense
2015-16,North Texas,0,12,66,63,66,nan,nan,nan,nan,nan,nan,nan,12,nan,495,Defensive
2016-17,North Texas,13,13,42,41,41,nan,nan,nan,nan,1,nan,nan,9,1,322,Offense
2016-17,North Texas,0,13,55,46,49,1,3,1,1,3,nan,nan,14,1,424,Defensive
2017-18,North Texas,13,13,59,52,55,nan,nan,2,2,4,nan,nan,19,nan,467,Offense
2017-18,North Texas,0,13,56,51,52,1,1,2,2,3,nan,nan,15,1,440,Defensive
2013-14,North Texas,13,13,55,50,53,1,1,1,,1,nan,nan,10,nan,414,Offense
2013-14,North Texas,0,13,30,28,29,nan,nan,nan,,1,nan,nan,7,1,231,Defensive
2014-15,North Texas,12,12,40,39,39,nan,nan,1,,1,nan,nan,15,nan,326,Offense
2014-15,North Texas,0,12,48,46,47,nan,nan,nan,,nan,nan,nan,8,nan,358,Defensive
2015-16,North Texas,12,12,22,21,21,nan,nan,nan,,1,1,nan,9,nan,182,Offense
2015-16,North Texas,0,12,66,63,66,nan,nan,nan,,nan,nan,nan,12,nan,495,Defensive
2016-17,North Texas,13,13,42,41,41,nan,nan,nan,,1,nan,nan,9,1,322,Offense
2016-17,North Texas,0,13,55,46,49,1,3,1,,3,nan,nan,14,1,424,Defensive
2017-18,North Texas,13,13,59,52,55,nan,nan,2,,4,nan,nan,19,nan,467,Offense
2017-18,North Texas,0,13,56,51,52,1,1,2,,3,nan,nan,15,1,440,Defensive
2013-14,North Texas,13,13,55,50,53,1,1,1,1,1,nan,nan,10,nan,414,Offense
2013-14,North Texas,0,13,30,28,29,nan,nan,nan,nan,1,nan,nan,7,1,231,Defensive
2014-15,North Texas,12,12,40,39,39,nan,nan,1,1,1,nan,nan,15,nan,326,Offense
2014-15,North Texas,0,12,48,46,47,nan,nan,nan,nan,nan,nan,nan,8,nan,358,Defensive
2015-16,North Texas,12,12,22,21,21,nan,nan,nan,nan,1,1,nan,9,nan,182,Offense
2015-16,North Texas,0,12,66,63,66,nan,nan,nan,nan,nan,nan,nan,12,nan,495,Defensive
2016-17,North Texas,13,13,42,41,41,nan,nan,nan,nan,1,nan,nan,9,1,322,Offense
2016-17,North Texas,0,13,55,46,49,1,3,1,1,3,nan,nan,14,1,424,Defensive
2017-18,North Texas,13,13,59,52,55,nan,nan,2,2,4,nan,nan,19,nan,467,Offense
2017-18,North Texas,0,13,56,51,52,1,1,2,2,3,nan,nan,15,1,440,Defensive
2013-14,North Carolina,13,13,55,49,52,nan,nan,1,1,3,nan,nan,14,1,425,Offense
2013-14,North Carolina,0,13,38,36,37,nan,1,nan,nan,nan,nan,nan,18,nan,318,Defensive
2014-15,North Carolina,13,13,60,52,55,nan,1,1,1,4,nan,nan,6,nan,432,Offense
2014-15,North Carolina,0,13,67,61,62,nan,1,1,1,4,nan,nan,12,3,507,Defensive
2015-16,North Carolina,14,14,73,68,68,nan,nan,2,2,4,nan,nan,20,nan,570,Offense
2015-16,North Carolina,0,14,44,41,42,nan,1,1,1,1,nan,nan,12,nan,343,Defensive
2016-17,North Carolina,13,13,54,51,52,nan,1,nan,nan,1,nan,nan,15,nan,420,Offense
2016-17,North Carolina,0,13,40,39,39,nan,nan,nan,nan,1,nan,nan,13,3,324,Defensive
2017-18,North Carolina,12,12,41,37,38,1,1,nan,nan,1,nan,nan,9,nan,312,Offense
2017-18,North Carolina,0,12,48,41,43,nan,nan,1,1,5,nan,nan,14,1,375,Defensive
2013-14,North Carolina,13,13,55,49,52,nan,nan,1,,3,nan,nan,14,1,425,Offense
2013-14,North Carolina,0,13,38,36,37,nan,1,nan,,nan,nan,nan,18,nan,318,Defensive
2014-15,North Carolina,13,13,60,52,55,nan,1,1,,4,nan,nan,6,nan,432,Offense
2014-15,North Carolina,0,13,67,61,62,nan,1,1,,4,nan,nan,12,3,507,Defensive
2015-16,North Carolina,14,14,73,68,68,nan,nan,2,,4,nan,nan,20,nan,570,Offense
2015-16,North Carolina,0,14,44,41,42,nan,1,1,,1,nan,nan,12,nan,343,Defensive
2016-17,North Carolina,13,13,54,51,52,nan,1,nan,,1,nan,nan,15,nan,420,Offense
2016-17,North Carolina,0,13,40,39,39,nan,nan,nan,,1,nan,nan,13,3,324,Defensive
2017-18,North Carolina,12,12,41,37,38,1,1,nan,,1,nan,nan,9,nan,312,Offense
2017-18,North Carolina,0,12,48,41,43,nan,nan,1,,5,nan,nan,14,1,375,Defensive
2013-14,North Carolina,13,13,55,49,52,nan,nan,1,1,3,nan,nan,14,1,425,Offense
2013-14,North Carolina,0,13,38,36,37,nan,1,nan,nan,nan,nan,nan,18,nan,318,Defensive
2014-15,North Carolina,13,13,60,52,55,nan,1,1,1,4,nan,nan,6,nan,432,Offense
2014-15,North Carolina,0,13,67,61,62,nan,1,1,1,4,nan,nan,12,3,507,Defensive
2015-16,North Carolina,14,14,73,68,68,nan,nan,2,2,4,nan,nan,20,nan,570,Offense
2015-16,North Carolina,0,14,44,41,42,nan,1,1,1,1,nan,nan,12,nan,343,Defensive
2016-17,North Carolina,13,13,54,51,52,nan,1,nan,nan,1,nan,nan,15,nan,420,Offense
2016-17,North Carolina,0,13,40,39,39,nan,nan,nan,nan,1,nan,nan,13,3,324,Defensive
2017-18,North Carolina,12,12,41,37,38,1,1,nan,nan,1,nan,nan,9,nan,312,Offense
2017-18,North Carolina,0,12,48,41,43,nan,nan,1,1,5,nan,nan,14,1,375,Defensive
2013-14,North Carolina,13,13,55,49,52,nan,nan,1,,3,nan,nan,14,1,425,Offense
2013-14,North Carolina,0,13,38,36,37,nan,1,nan,,nan,nan,nan,18,nan,318,Defensive
2014-15,North Carolina,13,13,60,52,55,nan,1,1,,4,nan,nan,6,nan,432,Offense
2014-15,North Carolina,0,13,67,61,62,nan,1,1,,4,nan,nan,12,3,507,Defensive
2015-16,North Carolina,14,14,73,68,68,nan,nan,2,,4,nan,nan,20,nan,570,Offense
2015-16,North Carolina,0,14,44,41,42,nan,1,1,,1,nan,nan,12,nan,343,Defensive
2016-17,North Carolina,13,13,54,51,52,nan,1,nan,,1,nan,nan,15,nan,420,Offense
2016-17,North Carolina,0,13,40,39,39,nan,nan,nan,,1,nan,nan,13,3,324,Defensive
2017-18,North Carolina,12,12,41,37,38,1,1,nan,,1,nan,nan,9,nan,312,Offense
2017-18,North Carolina,0,12,48,41,43,nan,nan,1,,5,nan,nan,14,1,375,Defensive
2013-14,New Mexico St.,12,12,32,29,32,nan,nan,nan,nan,nan,nan,nan,10,nan,251,Offense
2013-14,New Mexico St.,0,12,71,64,68,1,1,1,1,2,1,nan,13,nan,535,Defensive
2014-15,New Mexico St.,12,12,39,37,38,nan,nan,1,1,1,nan,nan,7,nan,294,Offense
2014-15,New Mexico St.,0,12,61,56,60,nan,nan,nan,nan,1,1,nan,15,nan,469,Defensive
2015-16,New Mexico St.,12,12,46,37,43,nan,1,nan,nan,2,nan,nan,10,nan,343,Offense
2015-16,New Mexico St.,0,12,71,67,68,2,2,nan,nan,nan,nan,nan,13,2,540,Defensive
2016-17,New Mexico St.,12,12,37,29,34,nan,nan,nan,nan,2,nan,nan,15,1,298,Offense
2016-17,New Mexico St.,0,12,60,56,59,nan,nan,1,1,1,nan,nan,16,nan,466,Defensive
2017-18,New Mexico St.,12,12,47,38,41,nan,1,1,1,4,nan,nan,11,nan,355,Offense
2017-18,New Mexico St.,0,12,48,41,45,nan,nan,1,1,3,nan,1,11,nan,366,Defensive
2013-14,New Mexico St.,12,12,32,29,32,nan,nan,nan,,nan,nan,nan,10,nan,251,Offense
2013-14,New Mexico St.,0,12,71,64,68,1,1,1,,2,1,nan,13,nan,535,Defensive
2014-15,New Mexico St.,12,12,39,37,38,nan,nan,1,,1,nan,nan,7,nan,294,Offense
2014-15,New Mexico St.,0,12,61,56,60,nan,nan,nan,,1,1,nan,15,nan,469,Defensive
2015-16,New Mexico St.,12,12,46,37,43,nan,1,nan,,2,nan,nan,10,nan,343,Offense
2015-16,New Mexico St.,0,12,71,67,68,2,2,nan,,nan,nan,nan,13,2,540,Defensive
2016-17,New Mexico St.,12,12,37,29,34,nan,nan,nan,,2,nan,nan,15,1,298,Offense
2016-17,New Mexico St.,0,12,60,56,59,nan,nan,1,,1,nan,nan,16,nan,466,Defensive
2017-18,New Mexico St.,12,12,47,38,41,nan,1,1,,4,nan,nan,11,nan,355,Offense
2017-18,New Mexico St.,0,12,48,41,45,nan,nan,1,,3,nan,1,11,nan,366,Defensive
2013-14,New Mexico St.,12,12,32,29,32,nan,nan,nan,,nan,nan,nan,10,nan,251,Offense
2013-14,New Mexico St.,0,12,71,64,68,1,1,1,,2,1,nan,13,nan,535,Defensive
2014-15,New Mexico St.,12,12,39,37,38,nan,nan,1,,1,nan,nan,7,nan,294,Offense
2014-15,New Mexico St.,0,12,61,56,60,nan,nan,nan,,1,1,nan,15,nan,469,Defensive
2015-16,New Mexico St.,12,12,46,37,43,nan,1,nan,,2,nan,nan,10,nan,343,Offense
2015-16,New Mexico St.,0,12,71,67,68,2,2,nan,,nan,nan,nan,13,2,540,Defensive
2016-17,New Mexico St.,12,12,37,29,34,nan,nan,nan,,2,nan,nan,15,1,298,Offense
2016-17,New Mexico St.,0,12,60,56,59,nan,nan,1,,1,nan,nan,16,nan,466,Defensive
2017-18,New Mexico St.,12,12,47,38,41,nan,1,1,,4,nan,nan,11,nan,355,Offense
2017-18,New Mexico St.,0,12,48,41,45,nan,nan,1,,3,nan,1,11,nan,366,Defensive
2013-14,New Mexico St.,12,12,32,29,32,nan,nan,nan,nan,nan,nan,nan,10,nan,251,Offense
2013-14,New Mexico St.,0,12,71,64,68,1,1,1,1,2,1,nan,13,nan,535,Defensive
2014-15,New Mexico St.,12,12,39,37,38,nan,nan,1,1,1,nan,nan,7,nan,294,Offense
2014-15,New Mexico St.,0,12,61,56,60,nan,nan,nan,nan,1,1,nan,15,nan,469,Defensive
2015-16,New Mexico St.,12,12,46,37,43,nan,1,nan,nan,2,nan,nan,10,nan,343,Offense
2015-16,New Mexico St.,0,12,71,67,68,2,2,nan,nan,nan,nan,nan,13,2,540,Defensive
2016-17,New Mexico St.,12,12,37,29,34,nan,nan,nan,nan,2,nan,nan,15,1,298,Offense
2016-17,New Mexico St.,0,12,60,56,59,nan,nan,1,1,1,nan,nan,16,nan,466,Defensive
2017-18,New Mexico St.,12,12,47,38,41,nan,1,1,1,4,nan,nan,11,nan,355,Offense
2017-18,New Mexico St.,0,12,48,41,45,nan,nan,1,1,3,nan,1,11,nan,366,Defensive
2013-14,New Mexico,12,12,53,49,50,nan,2,1,,1,nan,nan,8,nan,393,Offense
2013-14,New Mexico,0,12,71,69,71,nan,nan,nan,,nan,nan,nan,6,nan,513,Defensive
2014-15,New Mexico,12,12,45,43,44,1,1,nan,,nan,1,nan,5,nan,332,Offense
2014-15,New Mexico,0,12,58,51,55,nan,2,1,,1,nan,nan,10,nan,431,Defensive
2015-16,New Mexico,13,13,52,49,49,1,3,nan,,nan,nan,nan,8,1,389,Offense
2015-16,New Mexico,0,13,45,43,44,nan,nan,1,,1,nan,nan,18,nan,369,Defensive
2016-17,New Mexico,13,13,63,61,62,1,1,nan,,nan,nan,nan,12,nan,477,Offense
2016-17,New Mexico,0,13,54,49,52,nan,nan,nan,,2,nan,nan,12,nan,409,Defensive
2017-18,New Mexico,12,12,31,28,28,nan,nan,1,,3,nan,1,10,nan,248,Offense
2017-18,New Mexico,0,12,50,47,48,nan,1,1,,1,nan,nan,11,nan,382,Defensive
2013-14,New Mexico,12,12,53,49,50,nan,2,1,1,1,nan,nan,8,nan,393,Offense
2013-14,New Mexico,0,12,71,69,71,nan,nan,nan,nan,nan,nan,nan,6,nan,513,Defensive
2014-15,New Mexico,12,12,45,43,44,1,1,nan,nan,nan,1,nan,5,nan,332,Offense
2014-15,New Mexico,0,12,58,51,55,nan,2,1,1,1,nan,nan,10,nan,431,Defensive
2015-16,New Mexico,13,13,52,49,49,1,3,nan,nan,nan,nan,nan,8,1,389,Offense
2015-16,New Mexico,0,13,45,43,44,nan,nan,1,1,1,nan,nan,18,nan,369,Defensive
2016-17,New Mexico,13,13,63,61,62,1,1,nan,nan,nan,nan,nan,12,nan,477,Offense
2016-17,New Mexico,0,13,54,49,52,nan,nan,nan,nan,2,nan,nan,12,nan,409,Defensive
2017-18,New Mexico,12,12,31,28,28,nan,nan,1,1,3,nan,1,10,nan,248,Offense
2017-18,New Mexico,0,12,50,47,48,nan,1,1,1,1,nan,nan,11,nan,382,Defensive
2013-14,New Mexico,12,12,53,49,50,nan,2,1,,1,nan,nan,8,nan,393,Offense
2013-14,New Mexico,0,12,71,69,71,nan,nan,nan,,nan,nan,nan,6,nan,513,Defensive
2014-15,New Mexico,12,12,45,43,44,1,1,nan,,nan,1,nan,5,nan,332,Offense
2014-15,New Mexico,0,12,58,51,55,nan,2,1,,1,nan,nan,10,nan,431,Defensive
2015-16,New Mexico,13,13,52,49,49,1,3,nan,,nan,nan,nan,8,1,389,Offense
2015-16,New Mexico,0,13,45,43,44,nan,nan,1,,1,nan,nan,18,nan,369,Defensive
2016-17,New Mexico,13,13,63,61,62,1,1,nan,,nan,nan,nan,12,nan,477,Offense
2016-17,New Mexico,0,13,54,49,52,nan,nan,nan,,2,nan,nan,12,nan,409,Defensive
2017-18,New Mexico,12,12,31,28,28,nan,nan,1,,3,nan,1,10,nan,248,Offense
2017-18,New Mexico,0,12,50,47,48,nan,1,1,,1,nan,nan,11,nan,382,Defensive
2013-14,Ohio St.,14,14,87,80,82,1,1,1,,3,nan,nan,9,2,637,Offense
2013-14,Ohio St.,0,14,42,36,37,nan,nan,1,,5,nan,nan,9,nan,317,Defensive
2014-15,Ohio St.,15,15,90,89,89,nan,nan,1,,1,nan,nan,13,1,672,Offense
2014-15,Ohio St.,0,15,43,42,42,nan,nan,nan,,1,nan,nan,10,nan,330,Defensive
2015-16,Ohio St.,13,13,62,62,62,nan,nan,nan,,nan,nan,nan,10,nan,464,Offense
2015-16,Ohio St.,0,13,24,22,23,nan,nan,nan,,1,nan,nan,10,nan,196,Defensive
2016-17,Ohio St.,13,13,66,63,65,nan,nan,nan,,nan,nan,nan,17,1,512,Offense
2016-17,Ohio St.,0,13,22,21,21,nan,nan,nan,,1,nan,nan,16,nan,201,Defensive
2017-18,Ohio St.,13,13,72,68,68,1,4,nan,,nan,nan,nan,16,1,552,Offense
2017-18,Ohio St.,0,13,34,32,33,nan,nan,1,,1,nan,nan,7,nan,259,Defensive
2013-14,Ohio St.,14,14,87,80,82,1,1,1,,3,nan,nan,9,2,637,Offense
2013-14,Ohio St.,0,14,42,36,37,nan,nan,1,,5,nan,nan,9,nan,317,Defensive
2014-15,Ohio St.,15,15,90,89,89,nan,nan,1,,1,nan,nan,13,1,672,Offense
2014-15,Ohio St.,0,15,43,42,42,nan,nan,nan,,1,nan,nan,10,nan,330,Defensive
2015-16,Ohio St.,13,13,62,62,62,nan,nan,nan,,nan,nan,nan,10,nan,464,Offense
2015-16,Ohio St.,0,13,24,22,23,nan,nan,nan,,1,nan,nan,10,nan,196,Defensive
2016-17,Ohio St.,13,13,66,63,65,nan,nan,nan,,nan,nan,nan,17,1,512,Offense
2016-17,Ohio St.,0,13,22,21,21,nan,nan,nan,,1,nan,nan,16,nan,201,Defensive
2017-18,Ohio St.,13,13,72,68,68,1,4,nan,,nan,nan,nan,16,1,552,Offense
2017-18,Ohio St.,0,13,34,32,33,nan,nan,1,,1,nan,nan,7,nan,259,Defensive
2013-14,Ohio St.,14,14,87,80,82,1,1,1,1,3,nan,nan,9,2,637,Offense
2013-14,Ohio St.,0,14,42,36,37,nan,nan,1,1,5,nan,nan,9,nan,317,Defensive
2014-15,Ohio St.,15,15,90,89,89,nan,nan,1,1,1,nan,nan,13,1,672,Offense
2014-15,Ohio St.,0,15,43,42,42,nan,nan,nan,nan,1,nan,nan,10,nan,330,Defensive
2015-16,Ohio St.,13,13,62,62,62,nan,nan,nan,nan,nan,nan,nan,10,nan,464,Offense
2015-16,Ohio St.,0,13,24,22,23,nan,nan,nan,nan,1,nan,nan,10,nan,196,Defensive
2016-17,Ohio St.,13,13,66,63,65,nan,nan,nan,nan,nan,nan,nan,17,1,512,Offense
2016-17,Ohio St.,0,13,22,21,21,nan,nan,nan,nan,1,nan,nan,16,nan,201,Defensive
2017-18,Ohio St.,13,13,72,68,68,1,4,nan,nan,nan,nan,nan,16,1,552,Offense
2017-18,Ohio St.,0,13,34,32,33,nan,nan,1,1,1,nan,nan,7,nan,259,Defensive
2013-14,Ohio St.,14,14,87,80,82,1,1,1,1,3,nan,nan,9,2,637,Offense
2013-14,Ohio St.,0,14,42,36,37,nan,nan,1,1,5,nan,nan,9,nan,317,Defensive
2014-15,Ohio St.,15,15,90,89,89,nan,nan,1,1,1,nan,nan,13,1,672,Offense
2014-15,Ohio St.,0,15,43,42,42,nan,nan,nan,nan,1,nan,nan,10,nan,330,Defensive
2015-16,Ohio St.,13,13,62,62,62,nan,nan,nan,nan,nan,nan,nan,10,nan,464,Offense
2015-16,Ohio St.,0,13,24,22,23,nan,nan,nan,nan,1,nan,nan,10,nan,196,Defensive
2016-17,Ohio St.,13,13,66,63,65,nan,nan,nan,nan,nan,nan,nan,17,1,512,Offense
2016-17,Ohio St.,0,13,22,21,21,nan,nan,nan,nan,1,nan,nan,16,nan,201,Defensive
2017-18,Ohio St.,13,13,72,68,68,1,4,nan,nan,nan,nan,nan,16,1,552,Offense
2017-18,Ohio St.,0,13,34,32,33,nan,nan,1,1,1,nan,nan,7,nan,259,Defensive
2013-14,Ohio,13,13,43,42,42,nan,nan,nan,nan,1,nan,nan,18,1,356,Offense
2013-14,Ohio,0,13,46,43,45,nan,nan,nan,nan,1,nan,nan,12,1,357,Defensive
2014-15,Ohio,12,12,28,27,27,nan,nan,nan,nan,1,nan,nan,17,nan,246,Offense
2014-15,Ohio,0,12,38,37,37,nan,nan,nan,nan,1,nan,nan,11,nan,298,Defensive
2015-16,Ohio,13,13,44,44,44,nan,nan,nan,nan,nan,nan,nan,16,1,358,Offense
2015-16,Ohio,0,13,41,39,40,nan,nan,1,1,1,nan,nan,14,nan,329,Defensive
2016-17,Ohio,14,14,40,35,38,1,1,nan,nan,1,nan,nan,29,2,368,Offense
2016-17,Ohio,0,14,38,36,36,nan,nan,1,1,2,nan,nan,17,nan,317,Defensive
2017-18,Ohio,12,12,60,56,58,nan,nan,1,1,2,nan,nan,15,2,467,Offense
2017-18,Ohio,0,12,38,32,34,nan,nan,1,1,3,nan,nan,15,1,309,Defensive
2013-14,Ohio,13,13,43,42,42,nan,nan,nan,,1,nan,nan,18,1,356,Offense
2013-14,Ohio,0,13,46,43,45,nan,nan,nan,,1,nan,nan,12,1,357,Defensive
2014-15,Ohio,12,12,28,27,27,nan,nan,nan,,1,nan,nan,17,nan,246,Offense
2014-15,Ohio,0,12,38,37,37,nan,nan,nan,,1,nan,nan,11,nan,298,Defensive
2015-16,Ohio,13,13,44,44,44,nan,nan,nan,,nan,nan,nan,16,1,358,Offense
2015-16,Ohio,0,13,41,39,40,nan,nan,1,,1,nan,nan,14,nan,329,Defensive
2016-17,Ohio,14,14,40,35,38,1,1,nan,,1,nan,nan,29,2,368,Offense
2016-17,Ohio,0,14,38,36,36,nan,nan,1,,2,nan,nan,17,nan,317,Defensive
2017-18,Ohio,12,12,60,56,58,nan,nan,1,,2,nan,nan,15,2,467,Offense
