Year,Team,GP,G,Rec,ReceivingYards,ReceptionsPerGame,YardsPerReception,RecTD,RecYdsG,OffenseDefense
2016-17,Memphis,13,13,303,3957,23.31,13.06,34,304.38,Offense
2016-17,Memphis,0,13,304,3246,304.00,155.21,20,3246.00,Defensive
2017-18,Memphis,12,12,286,4069,23.83,14.23,37,339.08,Offense
2017-18,Memphis,0,12,259,3353,21.58,12.95,29,279.42,Defensive
2013-14,Memphis,12,12,206,2078,17.17,10.09,9,173.17,Offense
2013-14,Memphis,0,12,265,3052,22.08,11.52,18,254.33,Defensive
2014-15,Memphis,13,13,262,3076,20.15,11.74,23,236.62,Offense
2014-15,Memphis,0,13,264,2964,20.31,11.23,14,228.00,Defensive
2015-16,Memphis,13,13,311,3997,23.92,12.85,30,307.46,Offense
2015-16,Memphis,0,13,242,3382,18.62,13.98,22,260.15,Defensive
2016-17,Memphis,13,13,303,3957,23.31,13.06,34,304.38,Offense
2016-17,Memphis,0,13,304,3246,304.00,155.21,20,3246.00,Defensive
2017-18,Memphis,12,12,286,4069,23.83,14.23,37,339.08,Offense
2017-18,Memphis,0,12,259,3353,21.58,12.95,29,279.42,Defensive
2013-14,Memphis,12,12,206,2078,17.17,10.09,9,173.17,Offense
2013-14,Memphis,0,12,265,3052,22.08,11.52,18,254.33,Defensive
2014-15,Memphis,13,13,262,3076,20.15,11.74,23,236.62,Offense
2014-15,Memphis,0,13,264,2964,20.31,11.23,14,228.00,Defensive
2015-16,Memphis,13,13,311,3997,23.92,12.85,30,307.46,Offense
2015-16,Memphis,0,13,242,3382,18.62,13.98,22,260.15,Defensive
2016-17,Memphis,13,13,303,3957,23.31,13.06,34,304.38,Offense
2016-17,Memphis,0,13,304,3246,304.00,155.21,20,3246.00,Defensive
2017-18,Memphis,12,12,286,4069,23.83,14.23,37,339.08,Offense
2017-18,Memphis,0,12,259,3353,21.58,12.95,29,279.42,Defensive
2013-14,Massachusetts,12,12,177,1877,14.75,10.60,9,156.42,Offense
2013-14,Massachusetts,0,12,189,2613,15.75,13.83,22,217.75,Defensive
2014-15,Massachusetts,12,12,269,3741,22.42,13.91,27,311.75,Offense
2014-15,Massachusetts,0,12,269,3069,22.42,11.41,26,255.75,Defensive
2015-16,Massachusetts,12,12,281,3090,23.42,11.00,18,257.50,Offense
2015-16,Massachusetts,0,12,259,3059,21.58,11.81,22,254.92,Defensive
2016-17,Massachusetts,12,12,253,3080,21.08,12.17,27,256.67,Offense
2016-17,Massachusetts,0,12,254,3115,254.00,150.34,27,3115.00,Defensive
2017-18,Massachusetts,12,12,272,3570,22.67,13.12,26,297.50,Offense
2017-18,Massachusetts,0,12,194,2484,16.17,12.80,17,207.00,Defensive
2013-14,Missouri,14,14,267,3540,19.07,13.26,31,252.86,Offense
2013-14,Missouri,0,14,356,3707,25.43,10.41,18,264.79,Defensive
2014-15,Missouri,14,14,221,2648,15.79,11.98,25,189.14,Offense
2014-15,Missouri,0,14,288,2978,20.57,10.34,18,212.71,Defensive
2015-16,Missouri,12,12,186,1986,15.50,10.68,10,165.50,Offense
2015-16,Missouri,0,12,219,2031,18.25,9.27,10,169.25,Defensive
2016-17,Missouri,12,12,249,3545,20.75,14.24,25,295.42,Offense
2016-17,Missouri,0,12,241,2962,20.08,12.29,17,246.83,Defensive
2017-18,Missouri,12,12,229,3743,19.08,16.34,43,311.92,Offense
2017-18,Missouri,0,12,246,3141,20.50,12.77,18,261.75,Defensive
2013-14,Missouri,14,14,267,3540,19.07,13.26,31,252.86,Offense
2013-14,Missouri,0,14,356,3707,25.43,10.41,18,264.79,Defensive
2014-15,Missouri,14,14,221,2648,15.79,11.98,25,189.14,Offense
2014-15,Missouri,0,14,288,2978,20.57,10.34,18,212.71,Defensive
2015-16,Missouri,12,12,186,1986,15.50,10.68,10,165.50,Offense
2015-16,Missouri,0,12,219,2031,18.25,9.27,10,169.25,Defensive
2016-17,Missouri,12,12,249,3545,20.75,14.24,25,295.42,Offense
2016-17,Missouri,0,12,241,2962,20.08,12.29,17,246.83,Defensive
2017-18,Missouri,12,12,229,3743,19.08,16.34,43,311.92,Offense
2017-18,Missouri,0,12,246,3141,20.50,12.77,18,261.75,Defensive
2013-14,Mississippi St.,13,13,253,3178,19.46,12.56,18,244.46,Offense
2013-14,Mississippi St.,0,13,240,2667,18.46,11.11,18,205.15,Defensive
2014-15,Mississippi St.,13,13,261,3649,20.08,13.98,31,280.69,Offense
2014-15,Mississippi St.,0,13,264,3547,20.31,13.44,17,272.85,Defensive
2015-16,Mississippi St.,13,13,331,4113,25.46,12.43,33,316.38,Offense
2015-16,Mississippi St.,0,13,257,2815,19.77,10.95,16,216.54,Defensive
2016-17,Mississippi St.,13,13,230,2726,17.69,11.85,24,209.69,Offense
2016-17,Mississippi St.,0,13,291,3660,291.00,167.39,33,3660.00,Defensive
2017-18,Mississippi St.,12,12,180,2043,15.00,11.35,17,170.25,Offense
2017-18,Mississippi St.,0,12,146,2100,12.17,14.38,11,175.00,Defensive
2013-14,Mississippi St.,13,13,253,3178,19.46,12.56,18,244.46,Offense
2013-14,Mississippi St.,0,13,240,2667,18.46,11.11,18,205.15,Defensive
2014-15,Mississippi St.,13,13,261,3649,20.08,13.98,31,280.69,Offense
2014-15,Mississippi St.,0,13,264,3547,20.31,13.44,17,272.85,Defensive
2015-16,Mississippi St.,13,13,331,4113,25.46,12.43,33,316.38,Offense
2015-16,Mississippi St.,0,13,257,2815,19.77,10.95,16,216.54,Defensive
2016-17,Mississippi St.,13,13,230,2726,17.69,11.85,24,209.69,Offense
2016-17,Mississippi St.,0,13,291,3660,291.00,167.39,33,3660.00,Defensive
2017-18,Mississippi St.,12,12,180,2043,15.00,11.35,17,170.25,Offense
2017-18,Mississippi St.,0,12,146,2100,12.17,14.38,11,175.00,Defensive
2013-14,Mississippi St.,13,13,253,3178,19.46,12.56,18,244.46,Offense
2013-14,Mississippi St.,0,13,240,2667,18.46,11.11,18,205.15,Defensive
2014-15,Mississippi St.,13,13,261,3649,20.08,13.98,31,280.69,Offense
2014-15,Mississippi St.,0,13,264,3547,20.31,13.44,17,272.85,Defensive
2015-16,Mississippi St.,13,13,331,4113,25.46,12.43,33,316.38,Offense
2015-16,Mississippi St.,0,13,257,2815,19.77,10.95,16,216.54,Defensive
2016-17,Mississippi St.,13,13,230,2726,17.69,11.85,24,209.69,Offense
2016-17,Mississippi St.,0,13,291,3660,291.00,167.39,33,3660.00,Defensive
2017-18,Mississippi St.,12,12,180,2043,15.00,11.35,17,170.25,Offense
2017-18,Mississippi St.,0,12,146,2100,12.17,14.38,11,175.00,Defensive
2013-14,Mississippi St.,13,13,253,3178,19.46,12.56,18,244.46,Offense
2013-14,Mississippi St.,0,13,240,2667,18.46,11.11,18,205.15,Defensive
2014-15,Mississippi St.,13,13,261,3649,20.08,13.98,31,280.69,Offense
2014-15,Mississippi St.,0,13,264,3547,20.31,13.44,17,272.85,Defensive
2015-16,Mississippi St.,13,13,331,4113,25.46,12.43,33,316.38,Offense
2015-16,Mississippi St.,0,13,257,2815,19.77,10.95,16,216.54,Defensive
2016-17,Mississippi St.,13,13,230,2726,17.69,11.85,24,209.69,Offense
2016-17,Mississippi St.,0,13,291,3660,291.00,167.39,33,3660.00,Defensive
2017-18,Mississippi St.,12,12,180,2043,15.00,11.35,17,170.25,Offense
2017-18,Mississippi St.,0,12,146,2100,12.17,14.38,11,175.00,Defensive
2013-14,Minnesota,13,13,137,1925,10.54,14.05,12,148.08,Offense
2013-14,Minnesota,0,13,247,2796,19.00,11.32,16,215.08,Defensive
2014-15,Minnesota,13,13,127,1844,9.77,14.52,12,141.85,Offense
2014-15,Minnesota,0,13,233,2515,17.92,10.79,20,193.46,Defensive
2015-16,Minnesota,13,13,251,2793,19.31,11.13,15,214.85,Offense
2015-16,Minnesota,0,13,227,2334,17.46,10.28,13,179.54,Defensive
2016-17,Minnesota,13,13,181,2257,13.92,12.47,9,173.62,Offense
2016-17,Minnesota,0,13,274,3002,274.00,143.65,22,3002.00,Defensive
2017-18,Minnesota,12,12,110,1513,9.17,13.75,9,126.08,Offense
2017-18,Minnesota,0,12,210,2094,17.50,9.97,16,174.50,Defensive
2013-14,Minnesota,13,13,137,1925,10.54,14.05,12,148.08,Offense
2013-14,Minnesota,0,13,247,2796,19.00,11.32,16,215.08,Defensive
2014-15,Minnesota,13,13,127,1844,9.77,14.52,12,141.85,Offense
2014-15,Minnesota,0,13,233,2515,17.92,10.79,20,193.46,Defensive
2015-16,Minnesota,13,13,251,2793,19.31,11.13,15,214.85,Offense
2015-16,Minnesota,0,13,227,2334,17.46,10.28,13,179.54,Defensive
2016-17,Minnesota,13,13,181,2257,13.92,12.47,9,173.62,Offense
2016-17,Minnesota,0,13,274,3002,274.00,143.65,22,3002.00,Defensive
2017-18,Minnesota,12,12,110,1513,9.17,13.75,9,126.08,Offense
2017-18,Minnesota,0,12,210,2094,17.50,9.97,16,174.50,Defensive
2013-14,Minnesota,13,13,137,1925,10.54,14.05,12,148.08,Offense
2013-14,Minnesota,0,13,247,2796,19.00,11.32,16,215.08,Defensive
2014-15,Minnesota,13,13,127,1844,9.77,14.52,12,141.85,Offense
2014-15,Minnesota,0,13,233,2515,17.92,10.79,20,193.46,Defensive
2015-16,Minnesota,13,13,251,2793,19.31,11.13,15,214.85,Offense
2015-16,Minnesota,0,13,227,2334,17.46,10.28,13,179.54,Defensive
2016-17,Minnesota,13,13,181,2257,13.92,12.47,9,173.62,Offense
2016-17,Minnesota,0,13,274,3002,274.00,143.65,22,3002.00,Defensive
2017-18,Minnesota,12,12,110,1513,9.17,13.75,9,126.08,Offense
2017-18,Minnesota,0,12,210,2094,17.50,9.97,16,174.50,Defensive
2013-14,Middle Tenn.,13,13,238,2707,18.31,11.37,17,208.23,Offense
2013-14,Middle Tenn.,0,13,245,2644,18.85,10.79,16,203.38,Defensive
2014-15,Middle Tenn.,12,12,224,2610,18.67,11.65,17,217.50,Offense
2014-15,Middle Tenn.,0,12,259,3236,21.58,12.49,26,269.67,Defensive
2015-16,Middle Tenn.,13,13,334,4052,25.69,12.13,31,311.69,Offense
2015-16,Middle Tenn.,0,13,285,3295,21.92,11.56,23,253.46,Defensive
2016-17,Middle Tenn.,13,13,349,4236,26.85,12.14,39,325.85,Offense
2016-17,Middle Tenn.,0,13,286,3260,286.00,142.56,24,3260.00,Defensive
2017-18,Middle Tenn.,12,12,263,3032,21.92,11.53,21,252.67,Offense
2017-18,Middle Tenn.,0,12,237,2544,19.75,10.73,15,212.00,Defensive
2013-14,Middle Tenn.,13,13,238,2707,18.31,11.37,17,208.23,Offense
2013-14,Middle Tenn.,0,13,245,2644,18.85,10.79,16,203.38,Defensive
2014-15,Middle Tenn.,12,12,224,2610,18.67,11.65,17,217.50,Offense
2014-15,Middle Tenn.,0,12,259,3236,21.58,12.49,26,269.67,Defensive
2015-16,Middle Tenn.,13,13,334,4052,25.69,12.13,31,311.69,Offense
2015-16,Middle Tenn.,0,13,285,3295,21.92,11.56,23,253.46,Defensive
2016-17,Middle Tenn.,13,13,349,4236,26.85,12.14,39,325.85,Offense
2016-17,Middle Tenn.,0,13,286,3260,286.00,142.56,24,3260.00,Defensive
2017-18,Middle Tenn.,12,12,263,3032,21.92,11.53,21,252.67,Offense
2017-18,Middle Tenn.,0,12,237,2544,19.75,10.73,15,212.00,Defensive
2013-14,Middle Tenn.,13,13,238,2707,18.31,11.37,17,208.23,Offense
2013-14,Middle Tenn.,0,13,245,2644,18.85,10.79,16,203.38,Defensive
2014-15,Middle Tenn.,12,12,224,2610,18.67,11.65,17,217.50,Offense
2014-15,Middle Tenn.,0,12,259,3236,21.58,12.49,26,269.67,Defensive
2015-16,Middle Tenn.,13,13,334,4052,25.69,12.13,31,311.69,Offense
2015-16,Middle Tenn.,0,13,285,3295,21.92,11.56,23,253.46,Defensive
2016-17,Middle Tenn.,13,13,349,4236,26.85,12.14,39,325.85,Offense
2016-17,Middle Tenn.,0,13,286,3260,286.00,142.56,24,3260.00,Defensive
2017-18,Middle Tenn.,12,12,263,3032,21.92,11.53,21,252.67,Offense
2017-18,Middle Tenn.,0,12,237,2544,19.75,10.73,15,212.00,Defensive
2013-14,Middle Tenn.,13,13,238,2707,18.31,11.37,17,208.23,Offense
2013-14,Middle Tenn.,0,13,245,2644,18.85,10.79,16,203.38,Defensive
2014-15,Middle Tenn.,12,12,224,2610,18.67,11.65,17,217.50,Offense
2014-15,Middle Tenn.,0,12,259,3236,21.58,12.49,26,269.67,Defensive
2015-16,Middle Tenn.,13,13,334,4052,25.69,12.13,31,311.69,Offense
2015-16,Middle Tenn.,0,13,285,3295,21.92,11.56,23,253.46,Defensive
2016-17,Middle Tenn.,13,13,349,4236,26.85,12.14,39,325.85,Offense
2016-17,Middle Tenn.,0,13,286,3260,286.00,142.56,24,3260.00,Defensive
2017-18,Middle Tenn.,12,12,263,3032,21.92,11.53,21,252.67,Offense
2017-18,Middle Tenn.,0,12,237,2544,19.75,10.73,15,212.00,Defensive
2013-14,Michigan,13,13,237,3221,18.23,13.59,21,247.77,Offense
2013-14,Michigan,0,13,243,3007,18.69,12.37,23,231.31,Defensive
2014-15,Michigan,12,12,189,2042,15.75,10.80,10,170.17,Offense
2014-15,Michigan,0,12,205,2324,17.08,11.34,14,193.67,Defensive
2015-16,Michigan,13,13,258,3090,19.85,11.98,21,237.69,Offense
2015-16,Michigan,0,13,181,2060,13.92,11.38,8,158.46,Defensive
2016-17,Michigan,13,13,228,2756,17.54,12.09,20,212.00,Offense
2016-17,Michigan,0,13,143,1853,143.00,165.99,11,1853.00,Defensive
2017-18,Michigan,12,12,164,2023,13.67,12.34,9,168.58,Offense
2017-18,Michigan,0,12,141,1712,11.75,12.14,9,142.67,Defensive
2013-14,Michigan,13,13,237,3221,18.23,13.59,21,247.77,Offense
2013-14,Michigan,0,13,243,3007,18.69,12.37,23,231.31,Defensive
2014-15,Michigan,12,12,189,2042,15.75,10.80,10,170.17,Offense
2014-15,Michigan,0,12,205,2324,17.08,11.34,14,193.67,Defensive
2015-16,Michigan,13,13,258,3090,19.85,11.98,21,237.69,Offense
2015-16,Michigan,0,13,181,2060,13.92,11.38,8,158.46,Defensive
2016-17,Michigan,13,13,228,2756,17.54,12.09,20,212.00,Offense
2016-17,Michigan,0,13,143,1853,143.00,165.99,11,1853.00,Defensive
2017-18,Michigan,12,12,164,2023,13.67,12.34,9,168.58,Offense
2017-18,Michigan,0,12,141,1712,11.75,12.14,9,142.67,Defensive
2013-14,Michigan,13,13,237,3221,18.23,13.59,21,247.77,Offense
2013-14,Michigan,0,13,243,3007,18.69,12.37,23,231.31,Defensive
2014-15,Michigan,12,12,189,2042,15.75,10.80,10,170.17,Offense
2014-15,Michigan,0,12,205,2324,17.08,11.34,14,193.67,Defensive
2015-16,Michigan,13,13,258,3090,19.85,11.98,21,237.69,Offense
2015-16,Michigan,0,13,181,2060,13.92,11.38,8,158.46,Defensive
2016-17,Michigan,13,13,228,2756,17.54,12.09,20,212.00,Offense
2016-17,Michigan,0,13,143,1853,143.00,165.99,11,1853.00,Defensive
2017-18,Michigan,12,12,164,2023,13.67,12.34,9,168.58,Offense
2017-18,Michigan,0,12,141,1712,11.75,12.14,9,142.67,Defensive
2013-14,Michigan,13,13,237,3221,18.23,13.59,21,247.77,Offense
2013-14,Michigan,0,13,243,3007,18.69,12.37,23,231.31,Defensive
2014-15,Michigan,12,12,189,2042,15.75,10.80,10,170.17,Offense
2014-15,Michigan,0,12,205,2324,17.08,11.34,14,193.67,Defensive
2015-16,Michigan,13,13,258,3090,19.85,11.98,21,237.69,Offense
2015-16,Michigan,0,13,181,2060,13.92,11.38,8,158.46,Defensive
2016-17,Michigan,13,13,228,2756,17.54,12.09,20,212.00,Offense
2016-17,Michigan,0,13,143,1853,143.00,165.99,11,1853.00,Defensive
2017-18,Michigan,12,12,164,2023,13.67,12.34,9,168.58,Offense
2017-18,Michigan,0,12,141,1712,11.75,12.14,9,142.67,Defensive
2013-14,New Mexico,12,12,90,1356,7.50,15.07,9,113.00,Offense
2013-14,New Mexico,0,12,228,3113,19.00,13.65,30,259.42,Defensive
2014-15,New Mexico,12,12,76,1069,6.33,14.07,7,89.08,Offense
2014-15,New Mexico,0,12,217,3000,18.08,13.82,18,250.00,Defensive
2015-16,New Mexico,13,13,118,1768,9.08,14.98,6,136.00,Offense
2015-16,New Mexico,0,13,221,3184,17.00,14.41,23,244.92,Defensive
2016-17,New Mexico,13,13,96,1389,7.38,14.47,11,106.85,Offense
2016-17,New Mexico,0,13,201,2890,15.46,14.38,24,222.31,Defensive
2017-18,New Mexico,12,12,120,1489,10.00,12.41,8,124.08,Offense
2017-18,New Mexico,0,12,222,2887,18.50,13.00,28,240.58,Defensive
2013-14,Nevada,12,12,275,3003,22.92,10.92,17,250.25,Offense
2013-14,Nevada,0,12,255,2962,21.25,11.62,19,246.83,Defensive
2014-15,Nevada,13,13,239,2498,18.38,10.45,18,192.15,Offense
2014-15,Nevada,0,13,332,3479,25.54,10.48,26,267.62,Defensive
2015-16,Nevada,13,13,186,2139,14.31,11.50,15,164.54,Offense
2015-16,Nevada,0,13,259,2782,259.00,10.74,18,214.00,Defensive
2016-17,Nevada,12,12,210,2498,17.50,11.90,18,208.17,Offense
2016-17,Nevada,0,12,142,1901,142.00,162.89,12,1901.00,Defensive
2017-18,Nevada,12,12,270,3245,22.50,12.02,30,270.42,Offense
2017-18,Nevada,0,12,240,3157,20.00,13.15,24,263.08,Defensive
2013-14,Nevada,12,12,275,3003,22.92,10.92,17,250.25,Offense
2013-14,Nevada,0,12,255,2962,21.25,11.62,19,246.83,Defensive
2014-15,Nevada,13,13,239,2498,18.38,10.45,18,192.15,Offense
2014-15,Nevada,0,13,332,3479,25.54,10.48,26,267.62,Defensive
2015-16,Nevada,13,13,186,2139,14.31,11.50,15,164.54,Offense
2015-16,Nevada,0,13,259,2782,259.00,10.74,18,214.00,Defensive
2016-17,Nevada,12,12,210,2498,17.50,11.90,18,208.17,Offense
2016-17,Nevada,0,12,142,1901,142.00,162.89,12,1901.00,Defensive
2017-18,Nevada,12,12,270,3245,22.50,12.02,30,270.42,Offense
2017-18,Nevada,0,12,240,3157,20.00,13.15,24,263.08,Defensive
2013-14,Nevada,12,12,275,3003,22.92,10.92,17,250.25,Offense
2013-14,Nevada,0,12,255,2962,21.25,11.62,19,246.83,Defensive
2014-15,Nevada,13,13,239,2498,18.38,10.45,18,192.15,Offense
2014-15,Nevada,0,13,332,3479,25.54,10.48,26,267.62,Defensive
2015-16,Nevada,13,13,186,2139,14.31,11.50,15,164.54,Offense
2015-16,Nevada,0,13,259,2782,259.00,10.74,18,214.00,Defensive
2016-17,Nevada,12,12,210,2498,17.50,11.90,18,208.17,Offense
2016-17,Nevada,0,12,142,1901,142.00,162.89,12,1901.00,Defensive
2017-18,Nevada,12,12,270,3245,22.50,12.02,30,270.42,Offense
2017-18,Nevada,0,12,240,3157,20.00,13.15,24,263.08,Defensive
2013-14,Nevada,12,12,275,3003,22.92,10.92,17,250.25,Offense
2013-14,Nevada,0,12,255,2962,21.25,11.62,19,246.83,Defensive
2014-15,Nevada,13,13,239,2498,18.38,10.45,18,192.15,Offense
2014-15,Nevada,0,13,332,3479,25.54,10.48,26,267.62,Defensive
2015-16,Nevada,13,13,186,2139,14.31,11.50,15,164.54,Offense
2015-16,Nevada,0,13,259,2782,259.00,10.74,18,214.00,Defensive
2016-17,Nevada,12,12,210,2498,17.50,11.90,18,208.17,Offense
2016-17,Nevada,0,12,142,1901,142.00,162.89,12,1901.00,Defensive
2017-18,Nevada,12,12,270,3245,22.50,12.02,30,270.42,Offense
2017-18,Nevada,0,12,240,3157,20.00,13.15,24,263.08,Defensive
2013-14,Nebraska,13,13,218,2557,16.77,11.73,25,196.69,Offense
2013-14,Nebraska,0,13,210,2790,16.15,13.29,17,214.62,Defensive
2014-15,Nebraska,13,13,190,2757,14.62,14.51,24,212.08,Offense
2014-15,Nebraska,0,13,214,2676,16.46,12.50,15,205.85,Defensive
2015-16,Nebraska,13,13,256,3470,19.69,13.55,27,266.92,Offense
2015-16,Nebraska,0,13,293,3777,22.54,12.89,25,290.54,Defensive
2016-17,Nebraska,13,13,201,2752,15.46,13.69,18,211.69,Offense
2016-17,Nebraska,0,13,254,2806,254.00,144.66,16,2806.00,Defensive
2017-18,Nebraska,12,12,265,3330,22.08,12.57,23,277.50,Offense
2017-18,Nebraska,0,12,234,2657,19.50,11.35,19,221.42,Defensive
2013-14,Nebraska,13,13,218,2557,16.77,11.73,25,196.69,Offense
2013-14,Nebraska,0,13,210,2790,16.15,13.29,17,214.62,Defensive
2014-15,Nebraska,13,13,190,2757,14.62,14.51,24,212.08,Offense
2014-15,Nebraska,0,13,214,2676,16.46,12.50,15,205.85,Defensive
2015-16,Nebraska,13,13,256,3470,19.69,13.55,27,266.92,Offense
2015-16,Nebraska,0,13,293,3777,22.54,12.89,25,290.54,Defensive
2016-17,Nebraska,13,13,201,2752,15.46,13.69,18,211.69,Offense
2016-17,Nebraska,0,13,254,2806,254.00,144.66,16,2806.00,Defensive
2017-18,Nebraska,12,12,265,3330,22.08,12.57,23,277.50,Offense
2017-18,Nebraska,0,12,234,2657,19.50,11.35,19,221.42,Defensive
2013-14,Nebraska,13,13,218,2557,16.77,11.73,25,196.69,Offense
2013-14,Nebraska,0,13,210,2790,16.15,13.29,17,214.62,Defensive
2014-15,Nebraska,13,13,190,2757,14.62,14.51,24,212.08,Offense
2014-15,Nebraska,0,13,214,2676,16.46,12.50,15,205.85,Defensive
2015-16,Nebraska,13,13,256,3470,19.69,13.55,27,266.92,Offense
2015-16,Nebraska,0,13,293,3777,22.54,12.89,25,290.54,Defensive
2016-17,Nebraska,13,13,201,2752,15.46,13.69,18,211.69,Offense
2016-17,Nebraska,0,13,254,2806,254.00,144.66,16,2806.00,Defensive
2017-18,Nebraska,12,12,265,3330,22.08,12.57,23,277.50,Offense
2017-18,Nebraska,0,12,234,2657,19.50,11.35,19,221.42,Defensive
2013-14,Nebraska,13,13,218,2557,16.77,11.73,25,196.69,Offense
2013-14,Nebraska,0,13,210,2790,16.15,13.29,17,214.62,Defensive
2014-15,Nebraska,13,13,190,2757,14.62,14.51,24,212.08,Offense
2014-15,Nebraska,0,13,214,2676,16.46,12.50,15,205.85,Defensive
2015-16,Nebraska,13,13,256,3470,19.69,13.55,27,266.92,Offense
2015-16,Nebraska,0,13,293,3777,22.54,12.89,25,290.54,Defensive
2016-17,Nebraska,13,13,201,2752,15.46,13.69,18,211.69,Offense
2016-17,Nebraska,0,13,254,2806,254.00,144.66,16,2806.00,Defensive
2017-18,Nebraska,12,12,265,3330,22.08,12.57,23,277.50,Offense
2017-18,Nebraska,0,12,234,2657,19.50,11.35,19,221.42,Defensive
2013-14,Navy,13,13,74,1117,5.69,15.09,8,85.92,Offense
2013-14,Navy,0,13,273,2807,21.00,10.28,23,215.92,Defensive
2014-15,Navy,13,13,62,1058,4.77,17.06,9,81.38,Offense
2014-15,Navy,0,13,247,2668,19.00,10.80,22,205.23,Defensive
2015-16,Navy,13,13,64,1280,4.92,20.00,9,98.46,Offense
2015-16,Navy,0,13,251,2885,19.31,11.49,16,221.92,Defensive
2016-17,Navy,14,14,93,1794,6.64,19.29,9,128.14,Offense
2016-17,Navy,0,14,267,3557,267.00,201.52,29,3557.00,Defensive
2017-18,Navy,12,12,42,1005,3.50,23.93,10,83.75,Offense
2017-18,Navy,0,12,188,2660,15.67,14.15,23,221.67,Defensive
2013-14,Navy,13,13,74,1117,5.69,15.09,8,85.92,Offense
2013-14,Navy,0,13,273,2807,21.00,10.28,23,215.92,Defensive
2014-15,Navy,13,13,62,1058,4.77,17.06,9,81.38,Offense
2014-15,Navy,0,13,247,2668,19.00,10.80,22,205.23,Defensive
2015-16,Navy,13,13,64,1280,4.92,20.00,9,98.46,Offense
2015-16,Navy,0,13,251,2885,19.31,11.49,16,221.92,Defensive
2016-17,Navy,14,14,93,1794,6.64,19.29,9,128.14,Offense
2016-17,Navy,0,14,267,3557,267.00,201.52,29,3557.00,Defensive
2017-18,Navy,12,12,42,1005,3.50,23.93,10,83.75,Offense
2017-18,Navy,0,12,188,2660,15.67,14.15,23,221.67,Defensive
2013-14,Navy,13,13,74,1117,5.69,15.09,8,85.92,Offense
2013-14,Navy,0,13,273,2807,21.00,10.28,23,215.92,Defensive
2014-15,Navy,13,13,62,1058,4.77,17.06,9,81.38,Offense
2014-15,Navy,0,13,247,2668,19.00,10.80,22,205.23,Defensive
2015-16,Navy,13,13,64,1280,4.92,20.00,9,98.46,Offense
2015-16,Navy,0,13,251,2885,19.31,11.49,16,221.92,Defensive
2016-17,Navy,14,14,93,1794,6.64,19.29,9,128.14,Offense
2016-17,Navy,0,14,267,3557,267.00,201.52,29,3557.00,Defensive
2017-18,Navy,12,12,42,1005,3.50,23.93,10,83.75,Offense
2017-18,Navy,0,12,188,2660,15.67,14.15,23,221.67,Defensive
2013-14,Navy,13,13,74,1117,5.69,15.09,8,85.92,Offense
2013-14,Navy,0,13,273,2807,21.00,10.28,23,215.92,Defensive
2014-15,Navy,13,13,62,1058,4.77,17.06,9,81.38,Offense
2014-15,Navy,0,13,247,2668,19.00,10.80,22,205.23,Defensive
2015-16,Navy,13,13,64,1280,4.92,20.00,9,98.46,Offense
2015-16,Navy,0,13,251,2885,19.31,11.49,16,221.92,Defensive
2016-17,Navy,14,14,93,1794,6.64,19.29,9,128.14,Offense
2016-17,Navy,0,14,267,3557,267.00,201.52,29,3557.00,Defensive
2017-18,Navy,12,12,42,1005,3.50,23.93,10,83.75,Offense
2017-18,Navy,0,12,188,2660,15.67,14.15,23,221.67,Defensive
2013-14,NC State,12,12,249,2890,20.75,11.61,14,240.83,Offense
2013-14,NC State,0,12,227,2631,18.92,11.59,19,219.25,Defensive
2014-15,NC State,13,13,224,2652,17.23,11.84,24,204.00,Offense
2014-15,NC State,0,13,226,2661,17.38,11.77,19,204.69,Defensive
2015-16,NC State,13,13,246,2740,18.92,11.14,20,210.77,Offense
2015-16,NC State,0,13,210,2642,16.15,12.58,24,203.23,Defensive
2016-17,NC State,13,13,263,3383,20.23,12.86,20,260.23,Offense
2016-17,NC State,0,13,275,3174,275.00,149.88,16,3174.00,Defensive
2017-18,NC State,12,12,292,3262,24.33,11.17,16,271.83,Offense
2017-18,NC State,0,12,236,2940,19.67,12.46,19,245.00,Defensive
2013-14,NC State,12,12,249,2890,20.75,11.61,14,240.83,Offense
2013-14,NC State,0,12,227,2631,18.92,11.59,19,219.25,Defensive
2014-15,NC State,13,13,224,2652,17.23,11.84,24,204.00,Offense
2014-15,NC State,0,13,226,2661,17.38,11.77,19,204.69,Defensive
2015-16,NC State,13,13,246,2740,18.92,11.14,20,210.77,Offense
2015-16,NC State,0,13,210,2642,16.15,12.58,24,203.23,Defensive
2016-17,NC State,13,13,263,3383,20.23,12.86,20,260.23,Offense
2016-17,NC State,0,13,275,3174,275.00,149.88,16,3174.00,Defensive
2017-18,NC State,12,12,292,3262,24.33,11.17,16,271.83,Offense
2017-18,NC State,0,12,236,2940,19.67,12.46,19,245.00,Defensive
2013-14,NC State,12,12,249,2890,20.75,11.61,14,240.83,Offense
2013-14,NC State,0,12,227,2631,18.92,11.59,19,219.25,Defensive
2014-15,NC State,13,13,224,2652,17.23,11.84,24,204.00,Offense
2014-15,NC State,0,13,226,2661,17.38,11.77,19,204.69,Defensive
2015-16,NC State,13,13,246,2740,18.92,11.14,20,210.77,Offense
2015-16,NC State,0,13,210,2642,16.15,12.58,24,203.23,Defensive
2016-17,NC State,13,13,263,3383,20.23,12.86,20,260.23,Offense
2016-17,NC State,0,13,275,3174,275.00,149.88,16,3174.00,Defensive
