Year,Team,GP,G,PuntRet,PuntRetTDs,PuntRetYds,OffenseDefense
2014-15,California,0,12,7,1,80,Defensive
2015-16,California,13,13,14,nan,82,Offense
2015-16,California,0,13,6,nan,62,Defensive
2016-17,California,12,12,17,nan,65,Offense
2016-17,California,0,12,27,1,320,Defensive
2017-18,California,12,12,9,nan,89,Offense
2017-18,California,0,12,17,nan,178,Defensive
2013-14,California,12,12,21,nan,57,Offense
2013-14,California,0,12,23,5,444,Defensive
2014-15,California,12,12,23,nan,175,Offense
2014-15,California,0,12,7,1,80,Defensive
2015-16,California,13,13,14,nan,82,Offense
2015-16,California,0,13,6,nan,62,Defensive
2016-17,California,12,12,17,nan,65,Offense
2016-17,California,0,12,27,1,320,Defensive
2017-18,California,12,12,9,nan,89,Offense
2017-18,California,0,12,17,nan,178,Defensive
2013-14,Buffalo,13,13,10,nan,60,Offense
2013-14,Buffalo,0,13,23,nan,182,Defensive
2014-15,Buffalo,11,11,12,nan,89,Offense
2014-15,Buffalo,0,11,9,nan,32,Defensive
2015-16,Buffalo,12,12,10,1,116,Offense
2015-16,Buffalo,0,12,22,nan,187,Defensive
2016-17,Buffalo,12,12,15,nan,107,Offense
2016-17,Buffalo,0,12,21,1,236,Defensive
2017-18,Buffalo,12,12,17,nan,142,Offense
2017-18,Buffalo,0,12,11,nan,92,Defensive
2013-14,Buffalo,13,13,10,nan,60,Offense
2013-14,Buffalo,0,13,23,nan,182,Defensive
2014-15,Buffalo,11,11,12,nan,89,Offense
2014-15,Buffalo,0,11,9,nan,32,Defensive
2015-16,Buffalo,12,12,10,1,116,Offense
2015-16,Buffalo,0,12,22,nan,187,Defensive
2016-17,Buffalo,12,12,15,nan,107,Offense
2016-17,Buffalo,0,12,21,1,236,Defensive
2017-18,Buffalo,12,12,17,nan,142,Offense
2017-18,Buffalo,0,12,11,nan,92,Defensive
2013-14,Buffalo,13,13,10,nan,60,Offense
2013-14,Buffalo,0,13,23,nan,182,Defensive
2014-15,Buffalo,11,11,12,nan,89,Offense
2014-15,Buffalo,0,11,9,nan,32,Defensive
2015-16,Buffalo,12,12,10,1,116,Offense
2015-16,Buffalo,0,12,22,nan,187,Defensive
2016-17,Buffalo,12,12,15,nan,107,Offense
2016-17,Buffalo,0,12,21,1,236,Defensive
2017-18,Buffalo,12,12,17,nan,142,Offense
2017-18,Buffalo,0,12,11,nan,92,Defensive
2013-14,Buffalo,13,13,10,nan,60,Offense
2013-14,Buffalo,0,13,23,nan,182,Defensive
2014-15,Buffalo,11,11,12,nan,89,Offense
2014-15,Buffalo,0,11,9,nan,32,Defensive
2015-16,Buffalo,12,12,10,1,116,Offense
2015-16,Buffalo,0,12,22,nan,187,Defensive
2016-17,Buffalo,12,12,15,nan,107,Offense
2016-17,Buffalo,0,12,21,1,236,Defensive
2017-18,Buffalo,12,12,17,nan,142,Offense
2017-18,Buffalo,0,12,11,nan,92,Defensive
2013-14,Bowling Green,14,14,15,2,215,Offense
2013-14,Bowling Green,0,14,12,1,87,Defensive
2014-15,Bowling Green,14,14,16,2,163,Offense
2014-15,Bowling Green,0,14,29,nan,208,Defensive
2015-16,Bowling Green,14,14,14,nan,90,Offense
2015-16,Bowling Green,0,14,15,1,270,Defensive
2016-17,Bowling Green,12,12,20,nan,99,Offense
2016-17,Bowling Green,0,12,20,nan,104,Defensive
2017-18,Bowling Green,12,12,13,nan,104,Offense
2017-18,Bowling Green,0,12,15,nan,64,Defensive
2013-14,Bowling Green,14,14,15,2,215,Offense
2013-14,Bowling Green,0,14,12,1,87,Defensive
2014-15,Bowling Green,14,14,16,2,163,Offense
2014-15,Bowling Green,0,14,29,nan,208,Defensive
2015-16,Bowling Green,14,14,14,nan,90,Offense
2015-16,Bowling Green,0,14,15,1,270,Defensive
2016-17,Bowling Green,12,12,20,nan,99,Offense
2016-17,Bowling Green,0,12,20,nan,104,Defensive
2017-18,Bowling Green,12,12,13,nan,104,Offense
2017-18,Bowling Green,0,12,15,nan,64,Defensive
2013-14,Bowling Green,14,14,15,2,215,Offense
2013-14,Bowling Green,0,14,12,1,87,Defensive
2014-15,Bowling Green,14,14,16,2,163,Offense
2014-15,Bowling Green,0,14,29,nan,208,Defensive
2015-16,Bowling Green,14,14,14,nan,90,Offense
2015-16,Bowling Green,0,14,15,1,270,Defensive
2016-17,Bowling Green,12,12,20,nan,99,Offense
2016-17,Bowling Green,0,12,20,nan,104,Defensive
2017-18,Bowling Green,12,12,13,nan,104,Offense
2017-18,Bowling Green,0,12,15,nan,64,Defensive
2013-14,Bowling Green,14,14,15,2,215,Offense
2013-14,Bowling Green,0,14,12,1,87,Defensive
2014-15,Bowling Green,14,14,16,2,163,Offense
2014-15,Bowling Green,0,14,29,nan,208,Defensive
2015-16,Bowling Green,14,14,14,nan,90,Offense
2015-16,Bowling Green,0,14,15,1,270,Defensive
2016-17,Bowling Green,12,12,20,nan,99,Offense
2016-17,Bowling Green,0,12,20,nan,104,Defensive
2017-18,Bowling Green,12,12,13,nan,104,Offense
2017-18,Bowling Green,0,12,15,nan,64,Defensive
2013-14,Boston College,13,13,19,nan,194,Offense
2013-14,Boston College,0,13,28,nan,157,Defensive
2014-15,Boston College,13,13,16,nan,125,Offense
2014-15,Boston College,0,13,28,nan,181,Defensive
2015-16,Boston College,12,12,29,1,235,Offense
2015-16,Boston College,0,12,32,nan,53,Defensive
2016-17,Boston College,13,13,26,nan,321,Offense
2016-17,Boston College,0,13,31,nan,155,Defensive
2017-18,Boston College,12,12,26,nan,356,Offense
2017-18,Boston College,0,12,27,nan,134,Defensive
2013-14,Boston College,13,13,19,nan,194,Offense
2013-14,Boston College,0,13,28,nan,157,Defensive
2014-15,Boston College,13,13,16,nan,125,Offense
2014-15,Boston College,0,13,28,nan,181,Defensive
2015-16,Boston College,12,12,29,1,235,Offense
2015-16,Boston College,0,12,32,nan,53,Defensive
2016-17,Boston College,13,13,26,nan,321,Offense
2016-17,Boston College,0,13,31,nan,155,Defensive
2017-18,Boston College,12,12,26,nan,356,Offense
2017-18,Boston College,0,12,27,nan,134,Defensive
2013-14,Boston College,13,13,19,nan,194,Offense
2013-14,Boston College,0,13,28,nan,157,Defensive
2014-15,Boston College,13,13,16,nan,125,Offense
2014-15,Boston College,0,13,28,nan,181,Defensive
2015-16,Boston College,12,12,29,1,235,Offense
2015-16,Boston College,0,12,32,nan,53,Defensive
2016-17,Boston College,13,13,26,nan,321,Offense
2016-17,Boston College,0,13,31,nan,155,Defensive
2017-18,Boston College,12,12,26,nan,356,Offense
2017-18,Boston College,0,12,27,nan,134,Defensive
2013-14,Boise St.,13,13,23,nan,361,Offense
2013-14,Boise St.,0,13,13,1,41,Defensive
2014-15,Boise St.,14,14,29,1,286,Offense
2014-15,Boise St.,0,14,18,nan,163,Defensive
2015-16,Boise St.,13,13,32,nan,170,Offense
2015-16,Boise St.,0,13,12,1,137,Defensive
2016-17,Boise St.,13,13,24,nan,159,Offense
2016-17,Boise St.,0,13,16,1,148,Defensive
2017-18,Boise St.,13,13,27,2,313,Offense
2017-18,Boise St.,0,13,15,nan,49,Defensive
2013-14,Boise St.,13,13,23,nan,361,Offense
2013-14,Boise St.,0,13,13,1,41,Defensive
2014-15,Boise St.,14,14,29,1,286,Offense
2014-15,Boise St.,0,14,18,nan,163,Defensive
2015-16,Boise St.,13,13,32,nan,170,Offense
2015-16,Boise St.,0,13,12,1,137,Defensive
2016-17,Boise St.,13,13,24,nan,159,Offense
2016-17,Boise St.,0,13,16,1,148,Defensive
2017-18,Boise St.,13,13,27,2,313,Offense
2017-18,Boise St.,0,13,15,nan,49,Defensive
2013-14,Boston College,13,13,19,nan,194,Offense
2013-14,Boston College,0,13,28,nan,157,Defensive
2014-15,Boston College,13,13,16,nan,125,Offense
2014-15,Boston College,0,13,28,nan,181,Defensive
2015-16,Boston College,12,12,29,1,235,Offense
2015-16,Boston College,0,12,32,nan,53,Defensive
2016-17,Boston College,13,13,26,nan,321,Offense
2016-17,Boston College,0,13,31,nan,155,Defensive
2017-18,Boston College,12,12,26,nan,356,Offense
2017-18,Boston College,0,12,27,nan,134,Defensive
2013-14,Clemson,13,13,29,nan,242,Offense
2013-14,Clemson,0,13,16,nan,87,Defensive
2014-15,Clemson,13,13,35,1,199,Offense
2014-15,Clemson,0,13,27,nan,174,Defensive
2015-16,Clemson,15,15,27,nan,63,Offense
2015-16,Clemson,0,15,16,nan,97,Defensive
2016-17,Clemson,15,15,35,nan,278,Offense
2016-17,Clemson,0,15,10,nan,52,Defensive
2017-18,Clemson,13,13,29,1,322,Offense
2017-18,Clemson,0,13,18,nan,176,Defensive
2013-14,Colorado,12,12,9,nan,45,Offense
2013-14,Colorado,0,12,20,1,182,Defensive
2014-15,Colorado,12,12,18,nan,117,Offense
2014-15,Colorado,0,12,23,1,245,Defensive
2015-16,Colorado,13,13,16,nan,99,Offense
2015-16,Colorado,0,13,20,nan,130,Defensive
2016-17,Colorado,14,14,32,1,310,Offense
2016-17,Colorado,0,14,26,3,341,Defensive
2017-18,Colorado,12,12,19,1,200,Offense
2017-18,Colorado,0,12,15,nan,75,Defensive
2013-14,Colorado,12,12,9,nan,45,Offense
2013-14,Colorado,0,12,20,1,182,Defensive
2014-15,Colorado,12,12,18,nan,117,Offense
2014-15,Colorado,0,12,23,1,245,Defensive
2015-16,Colorado,13,13,16,nan,99,Offense
2015-16,Colorado,0,13,20,nan,130,Defensive
2016-17,Colorado,14,14,32,1,310,Offense
2016-17,Colorado,0,14,26,3,341,Defensive
2017-18,Colorado,12,12,19,1,200,Offense
2017-18,Colorado,0,12,15,nan,75,Defensive
2013-14,Colorado,12,12,9,nan,45,Offense
2013-14,Colorado,0,12,20,1,182,Defensive
2014-15,Colorado,12,12,18,nan,117,Offense
2014-15,Colorado,0,12,23,1,245,Defensive
2015-16,Colorado,13,13,16,nan,99,Offense
2015-16,Colorado,0,13,20,nan,130,Defensive
2016-17,Colorado,14,14,32,1,310,Offense
2016-17,Colorado,0,14,26,3,341,Defensive
2017-18,Colorado,12,12,19,1,200,Offense
2017-18,Colorado,0,12,15,nan,75,Defensive
2013-14,Colorado,12,12,9,nan,45,Offense
2013-14,Colorado,0,12,20,1,182,Defensive
2014-15,Colorado,12,12,18,nan,117,Offense
2014-15,Colorado,0,12,23,1,245,Defensive
2015-16,Colorado,13,13,16,nan,99,Offense
2015-16,Colorado,0,13,20,nan,130,Defensive
2016-17,Colorado,14,14,32,1,310,Offense
2016-17,Colorado,0,14,26,3,341,Defensive
2017-18,Colorado,12,12,19,1,200,Offense
2017-18,Colorado,0,12,15,nan,75,Defensive
2013-14,Coastal Caro.,15,15,22,nan,130,Offense
2013-14,Coastal Caro.,0,15,23,nan,118,Defensive
2014-15,Coastal Caro.,14,14,27,nan,140,Offense
2014-15,Coastal Caro.,0,14,12,nan,79,Defensive
2015-16,Coastal Caro.,12,12,24,nan,281,Offense
2015-16,Coastal Caro.,0,12,3,nan,0,Defensive
2016-17,Coastal Caro.,12,12,23,1,351,Offense
2016-17,Coastal Caro.,0,12,9,nan,51,Defensive
2017-18,Coastal Caro.,12,12,25,nan,185,Offense
2017-18,Coastal Caro.,0,12,22,nan,140,Defensive
2013-14,Clemson,13,13,29,nan,242,Offense
2013-14,Clemson,0,13,16,nan,87,Defensive
2014-15,Clemson,13,13,35,1,199,Offense
2014-15,Clemson,0,13,27,nan,174,Defensive
2015-16,Clemson,15,15,27,nan,63,Offense
2015-16,Clemson,0,15,16,nan,97,Defensive
2016-17,Clemson,15,15,35,nan,278,Offense
2016-17,Clemson,0,15,10,nan,52,Defensive
2017-18,Clemson,13,13,29,1,322,Offense
2017-18,Clemson,0,13,18,nan,176,Defensive
2013-14,Clemson,13,13,29,nan,242,Offense
2013-14,Clemson,0,13,16,nan,87,Defensive
2014-15,Clemson,13,13,35,1,199,Offense
2014-15,Clemson,0,13,27,nan,174,Defensive
2015-16,Clemson,15,15,27,nan,63,Offense
2015-16,Clemson,0,15,16,nan,97,Defensive
2016-17,Clemson,15,15,35,nan,278,Offense
2016-17,Clemson,0,15,10,nan,52,Defensive
2017-18,Clemson,13,13,29,1,322,Offense
2017-18,Clemson,0,13,18,nan,176,Defensive
2013-14,Clemson,13,13,29,nan,242,Offense
2013-14,Clemson,0,13,16,nan,87,Defensive
2014-15,Clemson,13,13,35,1,199,Offense
2014-15,Clemson,0,13,27,nan,174,Defensive
2015-16,Clemson,15,15,27,nan,63,Offense
2015-16,Clemson,0,15,16,nan,97,Defensive
2016-17,Clemson,15,15,35,nan,278,Offense
2016-17,Clemson,0,15,10,nan,52,Defensive
2017-18,Clemson,13,13,29,1,322,Offense
2017-18,Clemson,0,13,18,nan,176,Defensive
2013-14,Cincinnati,13,13,29,nan,162,Offense
2013-14,Cincinnati,0,13,17,1,263,Defensive
2014-15,Cincinnati,13,13,14,nan,79,Offense
2014-15,Cincinnati,0,13,13,nan,64,Defensive
2015-16,Cincinnati,13,13,15,nan,141,Offense
2015-16,Cincinnati,0,13,12,nan,111,Defensive
2016-17,Cincinnati,12,12,15,nan,92,Offense
2016-17,Cincinnati,0,12,13,1,138,Defensive
2017-18,Cincinnati,12,12,14,nan,95,Offense
2017-18,Cincinnati,0,12,15,nan,67,Defensive
2013-14,Cincinnati,13,13,29,nan,162,Offense
2013-14,Cincinnati,0,13,17,1,263,Defensive
2014-15,Cincinnati,13,13,14,nan,79,Offense
2014-15,Cincinnati,0,13,13,nan,64,Defensive
2015-16,Cincinnati,13,13,15,nan,141,Offense
2015-16,Cincinnati,0,13,12,nan,111,Defensive
2016-17,Cincinnati,12,12,15,nan,92,Offense
2016-17,Cincinnati,0,12,13,1,138,Defensive
2017-18,Cincinnati,12,12,14,nan,95,Offense
2017-18,Cincinnati,0,12,15,nan,67,Defensive
2013-14,Cincinnati,13,13,29,nan,162,Offense
2013-14,Cincinnati,0,13,17,1,263,Defensive
2014-15,Cincinnati,13,13,14,nan,79,Offense
2014-15,Cincinnati,0,13,13,nan,64,Defensive
2015-16,Cincinnati,13,13,15,nan,141,Offense
2015-16,Cincinnati,0,13,12,nan,111,Defensive
2016-17,Cincinnati,12,12,15,nan,92,Offense
2016-17,Cincinnati,0,12,13,1,138,Defensive
2017-18,Cincinnati,12,12,14,nan,95,Offense
2017-18,Cincinnati,0,12,15,nan,67,Defensive
2013-14,Cincinnati,13,13,29,nan,162,Offense
2013-14,Cincinnati,0,13,17,1,263,Defensive
2014-15,Cincinnati,13,13,14,nan,79,Offense
2014-15,Cincinnati,0,13,13,nan,64,Defensive
2015-16,Cincinnati,13,13,15,nan,141,Offense
2015-16,Cincinnati,0,13,12,nan,111,Defensive
2016-17,Cincinnati,12,12,15,nan,92,Offense
2016-17,Cincinnati,0,12,13,1,138,Defensive
2017-18,Cincinnati,12,12,14,nan,95,Offense
2017-18,Cincinnati,0,12,15,nan,67,Defensive
2013-14,Charlotte,11,11,20,nan,97,Offense
2013-14,Charlotte,0,11,14,nan,69,Defensive
2014-15,Charlotte,11,11,38,nan,239,Offense
2014-15,Charlotte,0,11,3,nan,10,Defensive
2015-16,Charlotte,12,12,22,nan,79,Offense
2015-16,Charlotte,0,12,14,2,95,Defensive
2016-17,Charlotte,12,12,17,1,49,Offense
2016-17,Charlotte,0,12,22,nan,131,Defensive
2017-18,Charlotte,12,12,16,nan,81,Offense
2017-18,Charlotte,0,12,18,nan,110,Defensive
2013-14,Charlotte,11,11,20,nan,97,Offense
2013-14,Charlotte,0,11,14,nan,69,Defensive
2014-15,Charlotte,11,11,38,nan,239,Offense
2014-15,Charlotte,0,11,3,nan,10,Defensive
2015-16,Charlotte,12,12,22,nan,79,Offense
2015-16,Charlotte,0,12,14,2,95,Defensive
2016-17,Charlotte,12,12,17,1,49,Offense
2016-17,Charlotte,0,12,22,nan,131,Defensive
2017-18,Charlotte,12,12,16,nan,81,Offense
2017-18,Charlotte,0,12,18,nan,110,Defensive
2013-14,Charlotte,11,11,20,nan,97,Offense
2013-14,Charlotte,0,11,14,nan,69,Defensive
2014-15,Charlotte,11,11,38,nan,239,Offense
2014-15,Charlotte,0,11,3,nan,10,Defensive
2015-16,Charlotte,12,12,22,nan,79,Offense
2015-16,Charlotte,0,12,14,2,95,Defensive
2016-17,Charlotte,12,12,17,1,49,Offense
2016-17,Charlotte,0,12,22,nan,131,Defensive
2017-18,Charlotte,12,12,16,nan,81,Offense
2017-18,Charlotte,0,12,18,nan,110,Defensive
2013-14,FIU,12,12,17,nan,153,Offense
2013-14,FIU,0,12,27,nan,155,Defensive
2014-15,FIU,12,12,21,1,382,Offense
2014-15,FIU,0,12,33,nan,241,Defensive
2015-16,FIU,12,12,19,1,206,Offense
2015-16,FIU,0,12,17,1,155,Defensive
2016-17,FIU,12,12,15,nan,148,Offense
2016-17,FIU,0,12,14,nan,147,Defensive
2017-18,FIU,12,12,10,nan,45,Offense
2017-18,FIU,0,12,11,nan,73,Defensive
2013-14,FIU,12,12,17,nan,153,Offense
2013-14,FIU,0,12,27,nan,155,Defensive
2014-15,FIU,12,12,21,1,382,Offense
2014-15,FIU,0,12,33,nan,241,Defensive
2015-16,FIU,12,12,19,1,206,Offense
2015-16,FIU,0,12,17,1,155,Defensive
2016-17,FIU,12,12,15,nan,148,Offense
2016-17,FIU,0,12,14,nan,147,Defensive
2017-18,FIU,12,12,10,nan,45,Offense
2017-18,FIU,0,12,11,nan,73,Defensive
2013-14,Eastern Mich.,12,12,8,nan,59,Offense
2013-14,Eastern Mich.,0,12,11,nan,241,Defensive
2014-15,Eastern Mich.,12,12,15,1,105,Offense
2014-15,Eastern Mich.,0,12,24,1,316,Defensive
2015-16,Eastern Mich.,12,12,9,nan,78,Offense
2015-16,Eastern Mich.,0,12,20,nan,143,Defensive
2016-17,Eastern Mich.,13,13,9,nan,27,Offense
2016-17,Eastern Mich.,0,13,16,1,115,Defensive
2017-18,Eastern Mich.,12,12,27,1,128,Offense
2017-18,Eastern Mich.,0,12,16,nan,99,Defensive
2013-14,Eastern Mich.,12,12,8,nan,59,Offense
2013-14,Eastern Mich.,0,12,11,nan,241,Defensive
2014-15,Eastern Mich.,12,12,15,1,105,Offense
2014-15,Eastern Mich.,0,12,24,1,316,Defensive
2015-16,Eastern Mich.,12,12,9,nan,78,Offense
2015-16,Eastern Mich.,0,12,20,nan,143,Defensive
2016-17,Eastern Mich.,13,13,9,nan,27,Offense
2016-17,Eastern Mich.,0,13,16,1,115,Defensive
2017-18,Eastern Mich.,12,12,27,1,128,Offense
2017-18,Eastern Mich.,0,12,16,nan,99,Defensive
2013-14,Eastern Mich.,12,12,8,nan,59,Offense
2013-14,Eastern Mich.,0,12,11,nan,241,Defensive
2014-15,Eastern Mich.,12,12,15,1,105,Offense
2014-15,Eastern Mich.,0,12,24,1,316,Defensive
2015-16,Eastern Mich.,12,12,9,nan,78,Offense
2015-16,Eastern Mich.,0,12,20,nan,143,Defensive
2016-17,Eastern Mich.,13,13,9,nan,27,Offense
2016-17,Eastern Mich.,0,13,16,1,115,Defensive
2017-18,Eastern Mich.,12,12,27,1,128,Offense
2017-18,Eastern Mich.,0,12,16,nan,99,Defensive
2013-14,Eastern Mich.,12,12,8,nan,59,Offense
2013-14,Eastern Mich.,0,12,11,nan,241,Defensive
2014-15,Eastern Mich.,12,12,15,1,105,Offense
2014-15,Eastern Mich.,0,12,24,1,316,Defensive
2015-16,Eastern Mich.,12,12,9,nan,78,Offense
2015-16,Eastern Mich.,0,12,20,nan,143,Defensive
2016-17,Eastern Mich.,13,13,9,nan,27,Offense
2016-17,Eastern Mich.,0,13,16,1,115,Defensive
2017-18,Eastern Mich.,12,12,27,1,128,Offense
2017-18,Eastern Mich.,0,12,16,nan,99,Defensive
2013-14,East Carolina,13,13,30,nan,308,Offense
2013-14,East Carolina,0,13,22,nan,151,Defensive
2014-15,East Carolina,13,13,26,nan,120,Offense
2014-15,East Carolina,0,13,22,1,165,Defensive
2015-16,East Carolina,12,12,23,1,225,Offense
2015-16,East Carolina,0,12,14,nan,46,Defensive
2016-17,East Carolina,12,12,10,nan,18,Offense
2016-17,East Carolina,0,12,17,1,192,Defensive
2017-18,East Carolina,12,12,6,nan,-4,Offense
2017-18,East Carolina,0,12,17,1,204,Defensive
2013-14,East Carolina,13,13,30,nan,308,Offense
2013-14,East Carolina,0,13,22,nan,151,Defensive
2014-15,East Carolina,13,13,26,nan,120,Offense
2014-15,East Carolina,0,13,22,1,165,Defensive
2015-16,East Carolina,12,12,23,1,225,Offense
2015-16,East Carolina,0,12,14,nan,46,Defensive
2016-17,East Carolina,12,12,10,nan,18,Offense
2016-17,East Carolina,0,12,17,1,192,Defensive
2017-18,East Carolina,12,12,6,nan,-4,Offense
2017-18,East Carolina,0,12,17,1,204,Defensive
2013-14,East Carolina,13,13,30,nan,308,Offense
2013-14,East Carolina,0,13,22,nan,151,Defensive
2014-15,East Carolina,13,13,26,nan,120,Offense
2014-15,East Carolina,0,13,22,1,165,Defensive
2015-16,East Carolina,12,12,23,1,225,Offense
2015-16,East Carolina,0,12,14,nan,46,Defensive
2016-17,East Carolina,12,12,10,nan,18,Offense
2016-17,East Carolina,0,12,17,1,192,Defensive
2017-18,East Carolina,12,12,6,nan,-4,Offense
2017-18,East Carolina,0,12,17,1,204,Defensive
2013-14,Duke,14,14,29,2,423,Offense
2013-14,Duke,0,14,20,2,219,Defensive
2014-15,Duke,13,13,24,2,325,Offense
2014-15,Duke,0,13,16,nan,33,Defensive
2015-16,Duke,13,13,30,nan,212,Offense
2015-16,Duke,0,13,14,nan,42,Defensive
2016-17,Duke,12,12,21,nan,175,Offense
2016-17,Duke,0,12,16,1,150,Defensive
2017-18,Duke,12,12,18,nan,104,Offense
2017-18,Duke,0,12,25,1,180,Defensive
2013-14,Duke,14,14,29,2,423,Offense
2013-14,Duke,0,14,20,2,219,Defensive
2014-15,Duke,13,13,24,2,325,Offense
2014-15,Duke,0,13,16,nan,33,Defensive
2015-16,Duke,13,13,30,nan,212,Offense
2015-16,Duke,0,13,14,nan,42,Defensive
2016-17,Duke,12,12,21,nan,175,Offense
2016-17,Duke,0,12,16,1,150,Defensive
2017-18,Duke,12,12,18,nan,104,Offense
2017-18,Duke,0,12,25,1,180,Defensive
2013-14,Duke,14,14,29,2,423,Offense
2013-14,Duke,0,14,20,2,219,Defensive
2014-15,Duke,13,13,24,2,325,Offense
2014-15,Duke,0,13,16,nan,33,Defensive
2015-16,Duke,13,13,30,nan,212,Offense
2015-16,Duke,0,13,14,nan,42,Defensive
2016-17,Duke,12,12,21,nan,175,Offense
2016-17,Duke,0,12,16,1,150,Defensive
2017-18,Duke,12,12,18,nan,104,Offense
2017-18,Duke,0,12,25,1,180,Defensive
2013-14,Duke,14,14,29,2,423,Offense
2013-14,Duke,0,14,20,2,219,Defensive
2014-15,Duke,13,13,24,2,325,Offense
2014-15,Duke,0,13,16,nan,33,Defensive
2015-16,Duke,13,13,30,nan,212,Offense
2015-16,Duke,0,13,14,nan,42,Defensive
2016-17,Duke,12,12,21,nan,175,Offense
2016-17,Duke,0,12,16,1,150,Defensive
2017-18,Duke,12,12,18,nan,104,Offense
2017-18,Duke,0,12,25,1,180,Defensive
2013-14,Colorado St.,14,14,21,1,240,Offense
2013-14,Colorado St.,0,14,33,1,321,Defensive
2014-15,Colorado St.,13,13,23,nan,90,Offense
2014-15,Colorado St.,0,13,25,nan,175,Defensive
2015-16,Colorado St.,13,13,25,2,314,Offense
2015-16,Colorado St.,0,13,17,nan,149,Defensive
2016-17,Colorado St.,13,13,21,1,179,Offense
2016-17,Colorado St.,0,13,17,nan,113,Defensive
2017-18,Colorado St.,12,12,12,nan,122,Offense
2017-18,Colorado St.,0,12,12,2,135,Defensive
2013-14,Colorado St.,14,14,21,1,240,Offense
2013-14,Colorado St.,0,14,33,1,321,Defensive
2014-15,Colorado St.,13,13,23,nan,90,Offense
2014-15,Colorado St.,0,13,25,nan,175,Defensive
2015-16,Colorado St.,13,13,25,2,314,Offense
2015-16,Colorado St.,0,13,17,nan,149,Defensive
2016-17,Colorado St.,13,13,21,1,179,Offense
2016-17,Colorado St.,0,13,17,nan,113,Defensive
2017-18,Colorado St.,12,12,12,nan,122,Offense
2017-18,Colorado St.,0,12,12,2,135,Defensive
2013-14,Colorado St.,14,14,21,1,240,Offense
2013-14,Colorado St.,0,14,33,1,321,Defensive
2014-15,Colorado St.,13,13,23,nan,90,Offense
2014-15,Colorado St.,0,13,25,nan,175,Defensive
2015-16,Colorado St.,13,13,25,2,314,Offense
2015-16,Colorado St.,0,13,17,nan,149,Defensive
2016-17,Colorado St.,13,13,21,1,179,Offense
2016-17,Colorado St.,0,13,17,nan,113,Defensive
2017-18,Colorado St.,12,12,12,nan,122,Offense
2017-18,Colorado St.,0,12,12,2,135,Defensive
2013-14,Colorado St.,14,14,21,1,240,Offense
2013-14,Colorado St.,0,14,33,1,321,Defensive
2014-15,Colorado St.,13,13,23,nan,90,Offense
2014-15,Colorado St.,0,13,25,nan,175,Defensive
2015-16,Colorado St.,13,13,25,2,314,Offense
2015-16,Colorado St.,0,13,17,nan,149,Defensive
2016-17,Colorado St.,13,13,21,1,179,Offense
2016-17,Colorado St.,0,13,17,nan,113,Defensive
2017-18,Colorado St.,12,12,12,nan,122,Offense
2017-18,Colorado St.,0,12,12,2,135,Defensive
2013-14,Fresno St.,13,13,24,2,278,Offense
2013-14,Fresno St.,0,13,9,nan,27,Defensive
2014-15,Fresno St.,14,14,22,1,216,Offense
2014-15,Fresno St.,0,14,23,1,186,Defensive
2015-16,Fresno St.,12,12,11,nan,117,Offense
2015-16,Fresno St.,0,12,17,3,230,Defensive
2016-17,Fresno St.,12,12,24,nan,159,Offense
2016-17,Fresno St.,0,12,10,1,52,Defensive
2017-18,Fresno St.,13,13,15,nan,102,Offense
2017-18,Fresno St.,0,13,13,1,188,Defensive
2013-14,Fresno St.,13,13,24,2,278,Offense
2013-14,Fresno St.,0,13,9,nan,27,Defensive
2014-15,Fresno St.,14,14,22,1,216,Offense
2014-15,Fresno St.,0,14,23,1,186,Defensive
2015-16,Fresno St.,12,12,11,nan,117,Offense
2015-16,Fresno St.,0,12,17,3,230,Defensive
2016-17,Fresno St.,12,12,24,nan,159,Offense
