Year,Team,GP,G,PuntRet,PuntRetTDs,PuntRetYds,OffenseDefense
2017-18,Nevada,12,12,13,1,130,Offense
2017-18,Nevada,0,12,10,1,165,Defensive
2013-14,Nebraska,13,13,23,nan,70,Offense
2013-14,Nebraska,0,13,15,nan,121,Defensive
2014-15,Nebraska,13,13,39,3,620,Offense
2014-15,Nebraska,0,13,16,1,143,Defensive
2015-16,Nebraska,13,13,11,nan,114,Offense
2015-16,Nebraska,0,13,18,nan,207,Defensive
2016-17,Nebraska,13,13,23,nan,168,Offense
2016-17,Nebraska,0,13,21,nan,224,Defensive
2017-18,Nebraska,12,12,15,nan,93,Offense
2017-18,Nebraska,0,12,11,1,111,Defensive
2013-14,Nebraska,13,13,23,nan,70,Offense
2013-14,Nebraska,0,13,15,nan,121,Defensive
2014-15,Nebraska,13,13,39,3,620,Offense
2014-15,Nebraska,0,13,16,1,143,Defensive
2015-16,Nebraska,13,13,11,nan,114,Offense
2015-16,Nebraska,0,13,18,nan,207,Defensive
2016-17,Nebraska,13,13,23,nan,168,Offense
2016-17,Nebraska,0,13,21,nan,224,Defensive
2017-18,Nebraska,12,12,15,nan,93,Offense
2017-18,Nebraska,0,12,11,1,111,Defensive
2013-14,Nebraska,13,13,23,nan,70,Offense
2013-14,Nebraska,0,13,15,nan,121,Defensive
2014-15,Nebraska,13,13,39,3,620,Offense
2014-15,Nebraska,0,13,16,1,143,Defensive
2015-16,Nebraska,13,13,11,nan,114,Offense
2015-16,Nebraska,0,13,18,nan,207,Defensive
2016-17,Nebraska,13,13,23,nan,168,Offense
2016-17,Nebraska,0,13,21,nan,224,Defensive
2017-18,Nebraska,12,12,15,nan,93,Offense
2017-18,Nebraska,0,12,11,1,111,Defensive
2013-14,Nebraska,13,13,23,nan,70,Offense
2013-14,Nebraska,0,13,15,nan,121,Defensive
2014-15,Nebraska,13,13,39,3,620,Offense
2014-15,Nebraska,0,13,16,1,143,Defensive
2015-16,Nebraska,13,13,11,nan,114,Offense
2015-16,Nebraska,0,13,18,nan,207,Defensive
2016-17,Nebraska,13,13,23,nan,168,Offense
2016-17,Nebraska,0,13,21,nan,224,Defensive
2017-18,Nebraska,12,12,15,nan,93,Offense
2017-18,Nebraska,0,12,11,1,111,Defensive
2013-14,Navy,13,13,10,nan,74,Offense
2013-14,Navy,0,13,11,nan,72,Defensive
2014-15,Navy,13,13,10,nan,34,Offense
2014-15,Navy,0,13,16,1,97,Defensive
2015-16,Navy,13,13,11,nan,67,Offense
2015-16,Navy,0,13,11,nan,174,Defensive
2016-17,Navy,14,14,15,nan,146,Offense
2016-17,Navy,0,14,5,nan,63,Defensive
2017-18,Navy,12,12,7,nan,51,Offense
2017-18,Navy,0,12,13,nan,71,Defensive
2013-14,Navy,13,13,10,nan,74,Offense
2013-14,Navy,0,13,11,nan,72,Defensive
2014-15,Navy,13,13,10,nan,34,Offense
2014-15,Navy,0,13,16,1,97,Defensive
2015-16,Navy,13,13,11,nan,67,Offense
2015-16,Navy,0,13,11,nan,174,Defensive
2016-17,Navy,14,14,15,nan,146,Offense
2016-17,Navy,0,14,5,nan,63,Defensive
2017-18,Navy,12,12,7,nan,51,Offense
2017-18,Navy,0,12,13,nan,71,Defensive
2013-14,Navy,13,13,10,nan,74,Offense
2013-14,Navy,0,13,11,nan,72,Defensive
2014-15,Navy,13,13,10,nan,34,Offense
2014-15,Navy,0,13,16,1,97,Defensive
2015-16,Navy,13,13,11,nan,67,Offense
2015-16,Navy,0,13,11,nan,174,Defensive
2016-17,Navy,14,14,15,nan,146,Offense
2016-17,Navy,0,14,5,nan,63,Defensive
2017-18,Navy,12,12,7,nan,51,Offense
2017-18,Navy,0,12,13,nan,71,Defensive
2013-14,Navy,13,13,10,nan,74,Offense
2013-14,Navy,0,13,11,nan,72,Defensive
2014-15,Navy,13,13,10,nan,34,Offense
2014-15,Navy,0,13,16,1,97,Defensive
2015-16,Navy,13,13,11,nan,67,Offense
2015-16,Navy,0,13,11,nan,174,Defensive
2016-17,Navy,14,14,15,nan,146,Offense
2016-17,Navy,0,14,5,nan,63,Defensive
2017-18,Navy,12,12,7,nan,51,Offense
2017-18,Navy,0,12,13,nan,71,Defensive
2013-14,NC State,12,12,21,2,275,Offense
2013-14,NC State,0,12,22,nan,122,Defensive
2014-15,NC State,13,13,17,nan,62,Offense
2014-15,NC State,0,13,28,nan,217,Defensive
2015-16,NC State,13,13,28,1,363,Offense
2015-16,NC State,0,13,18,nan,52,Defensive
2016-17,NC State,13,13,15,1,132,Offense
2016-17,NC State,0,13,9,nan,134,Defensive
2017-18,NC State,12,12,15,2,203,Offense
2017-18,NC State,0,12,18,1,237,Defensive
2013-14,NC State,12,12,21,2,275,Offense
2013-14,NC State,0,12,22,nan,122,Defensive
2014-15,NC State,13,13,17,nan,62,Offense
2014-15,NC State,0,13,28,nan,217,Defensive
2015-16,NC State,13,13,28,1,363,Offense
2015-16,NC State,0,13,18,nan,52,Defensive
2016-17,NC State,13,13,15,1,132,Offense
2016-17,NC State,0,13,9,nan,134,Defensive
2017-18,NC State,12,12,15,2,203,Offense
2017-18,NC State,0,12,18,1,237,Defensive
2013-14,NC State,12,12,21,2,275,Offense
2013-14,NC State,0,12,22,nan,122,Defensive
2014-15,NC State,13,13,17,nan,62,Offense
2014-15,NC State,0,13,28,nan,217,Defensive
2015-16,NC State,13,13,28,1,363,Offense
2015-16,NC State,0,13,18,nan,52,Defensive
2016-17,NC State,13,13,15,1,132,Offense
2016-17,NC State,0,13,9,nan,134,Defensive
2017-18,NC State,12,12,15,2,203,Offense
2017-18,NC State,0,12,18,1,237,Defensive
2013-14,NC State,12,12,21,2,275,Offense
2013-14,NC State,0,12,22,nan,122,Defensive
2014-15,NC State,13,13,17,nan,62,Offense
2014-15,NC State,0,13,28,nan,217,Defensive
2015-16,NC State,13,13,28,1,363,Offense
2015-16,NC State,0,13,18,nan,52,Defensive
2016-17,NC State,13,13,15,1,132,Offense
2016-17,NC State,0,13,9,nan,134,Defensive
2017-18,NC State,12,12,15,2,203,Offense
2017-18,NC State,0,12,18,1,237,Defensive
2013-14,Northern Ill.,14,14,20,nan,161,Offense
2013-14,Northern Ill.,0,14,14,nan,90,Defensive
2014-15,Northern Ill.,14,14,25,nan,178,Offense
2014-15,Northern Ill.,0,14,18,nan,69,Defensive
2015-16,Northern Ill.,14,14,21,nan,148,Offense
2015-16,Northern Ill.,0,14,16,nan,113,Defensive
2016-17,Northern Ill.,12,12,17,nan,70,Offense
2016-17,Northern Ill.,0,12,24,nan,93,Defensive
2017-18,Northern Ill.,12,12,30,2,148,Offense
2017-18,Northern Ill.,0,12,17,1,126,Defensive
2013-14,Northern Ill.,14,14,20,nan,161,Offense
2013-14,Northern Ill.,0,14,14,nan,90,Defensive
2014-15,Northern Ill.,14,14,25,nan,178,Offense
2014-15,Northern Ill.,0,14,18,nan,69,Defensive
2015-16,Northern Ill.,14,14,21,nan,148,Offense
2015-16,Northern Ill.,0,14,16,nan,113,Defensive
2016-17,Northern Ill.,12,12,17,nan,70,Offense
2016-17,Northern Ill.,0,12,24,nan,93,Defensive
2017-18,Northern Ill.,12,12,30,2,148,Offense
2017-18,Northern Ill.,0,12,17,1,126,Defensive
2013-14,North Texas,13,13,32,4,457,Offense
2013-14,North Texas,0,13,21,nan,129,Defensive
2014-15,North Texas,12,12,38,1,298,Offense
2014-15,North Texas,0,12,33,1,353,Defensive
2015-16,North Texas,12,12,20,1,172,Offense
2015-16,North Texas,0,12,19,nan,181,Defensive
2016-17,North Texas,13,13,18,1,163,Offense
2016-17,North Texas,0,13,28,2,253,Defensive
2017-18,North Texas,13,13,18,2,193,Offense
2017-18,North Texas,0,13,7,nan,28,Defensive
2013-14,North Texas,13,13,32,4,457,Offense
2013-14,North Texas,0,13,21,nan,129,Defensive
2014-15,North Texas,12,12,38,1,298,Offense
2014-15,North Texas,0,12,33,1,353,Defensive
2015-16,North Texas,12,12,20,1,172,Offense
2015-16,North Texas,0,12,19,nan,181,Defensive
2016-17,North Texas,13,13,18,1,163,Offense
2016-17,North Texas,0,13,28,2,253,Defensive
2017-18,North Texas,13,13,18,2,193,Offense
2017-18,North Texas,0,13,7,nan,28,Defensive
2013-14,North Texas,13,13,32,4,457,Offense
2013-14,North Texas,0,13,21,nan,129,Defensive
2014-15,North Texas,12,12,38,1,298,Offense
2014-15,North Texas,0,12,33,1,353,Defensive
2015-16,North Texas,12,12,20,1,172,Offense
2015-16,North Texas,0,12,19,nan,181,Defensive
2016-17,North Texas,13,13,18,1,163,Offense
2016-17,North Texas,0,13,28,2,253,Defensive
2017-18,North Texas,13,13,18,2,193,Offense
2017-18,North Texas,0,13,7,nan,28,Defensive
2013-14,North Texas,13,13,32,4,457,Offense
2013-14,North Texas,0,13,21,nan,129,Defensive
2014-15,North Texas,12,12,38,1,298,Offense
2014-15,North Texas,0,12,33,1,353,Defensive
2015-16,North Texas,12,12,20,1,172,Offense
2015-16,North Texas,0,12,19,nan,181,Defensive
2016-17,North Texas,13,13,18,1,163,Offense
2016-17,North Texas,0,13,28,2,253,Defensive
2017-18,North Texas,13,13,18,2,193,Offense
2017-18,North Texas,0,13,7,nan,28,Defensive
2013-14,North Carolina,13,13,30,5,544,Offense
2013-14,North Carolina,0,13,18,nan,52,Defensive
2014-15,North Carolina,13,13,38,nan,173,Offense
2014-15,North Carolina,0,13,14,nan,58,Defensive
2015-16,North Carolina,14,14,23,2,303,Offense
2015-16,North Carolina,0,14,5,nan,44,Defensive
2016-17,North Carolina,13,13,17,nan,134,Offense
2016-17,North Carolina,0,13,9,nan,2,Defensive
2017-18,North Carolina,12,12,21,nan,226,Offense
2017-18,North Carolina,0,12,24,1,304,Defensive
2013-14,North Carolina,13,13,30,5,544,Offense
2013-14,North Carolina,0,13,18,nan,52,Defensive
2014-15,North Carolina,13,13,38,nan,173,Offense
2014-15,North Carolina,0,13,14,nan,58,Defensive
2015-16,North Carolina,14,14,23,2,303,Offense
2015-16,North Carolina,0,14,5,nan,44,Defensive
2016-17,North Carolina,13,13,17,nan,134,Offense
2016-17,North Carolina,0,13,9,nan,2,Defensive
2017-18,North Carolina,12,12,21,nan,226,Offense
2017-18,North Carolina,0,12,24,1,304,Defensive
2013-14,North Carolina,13,13,30,5,544,Offense
2013-14,North Carolina,0,13,18,nan,52,Defensive
2014-15,North Carolina,13,13,38,nan,173,Offense
2014-15,North Carolina,0,13,14,nan,58,Defensive
2015-16,North Carolina,14,14,23,2,303,Offense
2015-16,North Carolina,0,14,5,nan,44,Defensive
2016-17,North Carolina,13,13,17,nan,134,Offense
2016-17,North Carolina,0,13,9,nan,2,Defensive
2017-18,North Carolina,12,12,21,nan,226,Offense
2017-18,North Carolina,0,12,24,1,304,Defensive
2013-14,North Carolina,13,13,30,5,544,Offense
2013-14,North Carolina,0,13,18,nan,52,Defensive
2014-15,North Carolina,13,13,38,nan,173,Offense
2014-15,North Carolina,0,13,14,nan,58,Defensive
2015-16,North Carolina,14,14,23,2,303,Offense
2015-16,North Carolina,0,14,5,nan,44,Defensive
2016-17,North Carolina,13,13,17,nan,134,Offense
2016-17,North Carolina,0,13,9,nan,2,Defensive
2017-18,North Carolina,12,12,21,nan,226,Offense
2017-18,North Carolina,0,12,24,1,304,Defensive
2013-14,New Mexico St.,12,12,14,nan,91,Offense
2013-14,New Mexico St.,0,12,28,2,255,Defensive
2014-15,New Mexico St.,12,12,16,nan,129,Offense
2014-15,New Mexico St.,0,12,23,2,283,Defensive
2015-16,New Mexico St.,12,12,17,nan,141,Offense
2015-16,New Mexico St.,0,12,27,2,293,Defensive
2016-17,New Mexico St.,12,12,6,nan,19,Offense
2016-17,New Mexico St.,0,12,30,4,471,Defensive
2017-18,New Mexico St.,12,12,12,nan,77,Offense
2017-18,New Mexico St.,0,12,26,nan,184,Defensive
2013-14,New Mexico St.,12,12,14,nan,91,Offense
2013-14,New Mexico St.,0,12,28,2,255,Defensive
2014-15,New Mexico St.,12,12,16,nan,129,Offense
2014-15,New Mexico St.,0,12,23,2,283,Defensive
2015-16,New Mexico St.,12,12,17,nan,141,Offense
2015-16,New Mexico St.,0,12,27,2,293,Defensive
2016-17,New Mexico St.,12,12,6,nan,19,Offense
2016-17,New Mexico St.,0,12,30,4,471,Defensive
2017-18,New Mexico St.,12,12,12,nan,77,Offense
2017-18,New Mexico St.,0,12,26,nan,184,Defensive
2013-14,New Mexico St.,12,12,14,nan,91,Offense
2013-14,New Mexico St.,0,12,28,2,255,Defensive
2014-15,New Mexico St.,12,12,16,nan,129,Offense
2014-15,New Mexico St.,0,12,23,2,283,Defensive
2015-16,New Mexico St.,12,12,17,nan,141,Offense
2015-16,New Mexico St.,0,12,27,2,293,Defensive
2016-17,New Mexico St.,12,12,6,nan,19,Offense
2016-17,New Mexico St.,0,12,30,4,471,Defensive
2017-18,New Mexico St.,12,12,12,nan,77,Offense
2017-18,New Mexico St.,0,12,26,nan,184,Defensive
2013-14,New Mexico St.,12,12,14,nan,91,Offense
2013-14,New Mexico St.,0,12,28,2,255,Defensive
2014-15,New Mexico St.,12,12,16,nan,129,Offense
2014-15,New Mexico St.,0,12,23,2,283,Defensive
2015-16,New Mexico St.,12,12,17,nan,141,Offense
2015-16,New Mexico St.,0,12,27,2,293,Defensive
2016-17,New Mexico St.,12,12,6,nan,19,Offense
2016-17,New Mexico St.,0,12,30,4,471,Defensive
2017-18,New Mexico St.,12,12,12,nan,77,Offense
2017-18,New Mexico St.,0,12,26,nan,184,Defensive
2013-14,New Mexico,12,12,13,nan,60,Offense
2013-14,New Mexico,0,12,18,1,213,Defensive
2014-15,New Mexico,12,12,12,nan,60,Offense
2014-15,New Mexico,0,12,24,nan,139,Defensive
2015-16,New Mexico,13,13,11,nan,58,Offense
2015-16,New Mexico,0,13,20,nan,72,Defensive
2016-17,New Mexico,13,13,22,nan,150,Offense
2016-17,New Mexico,0,13,24,1,204,Defensive
2017-18,New Mexico,12,12,17,nan,58,Offense
2017-18,New Mexico,0,12,11,1,117,Defensive
2013-14,New Mexico,12,12,13,nan,60,Offense
2013-14,New Mexico,0,12,18,1,213,Defensive
2014-15,New Mexico,12,12,12,nan,60,Offense
2014-15,New Mexico,0,12,24,nan,139,Defensive
2015-16,New Mexico,13,13,11,nan,58,Offense
2015-16,New Mexico,0,13,20,nan,72,Defensive
2016-17,New Mexico,13,13,22,nan,150,Offense
2016-17,New Mexico,0,13,24,1,204,Defensive
2017-18,New Mexico,12,12,17,nan,58,Offense
2017-18,New Mexico,0,12,11,1,117,Defensive
2013-14,New Mexico,12,12,13,nan,60,Offense
2013-14,New Mexico,0,12,18,1,213,Defensive
2014-15,New Mexico,12,12,12,nan,60,Offense
2014-15,New Mexico,0,12,24,nan,139,Defensive
2015-16,New Mexico,13,13,11,nan,58,Offense
2015-16,New Mexico,0,13,20,nan,72,Defensive
2016-17,New Mexico,13,13,22,nan,150,Offense
2016-17,New Mexico,0,13,24,1,204,Defensive
2017-18,New Mexico,12,12,17,nan,58,Offense
2017-18,New Mexico,0,12,11,1,117,Defensive
2013-14,Ohio St.,14,14,30,1,243,Offense
2013-14,Ohio St.,0,14,7,1,115,Defensive
2014-15,Ohio St.,15,15,40,1,451,Offense
2014-15,Ohio St.,0,15,10,nan,58,Defensive
2015-16,Ohio St.,13,13,30,nan,392,Offense
2015-16,Ohio St.,0,13,12,nan,43,Defensive
2016-17,Ohio St.,13,13,27,nan,139,Offense
2016-17,Ohio St.,0,13,14,nan,55,Defensive
2017-18,Ohio St.,13,13,29,nan,165,Offense
2017-18,Ohio St.,0,13,5,nan,52,Defensive
2013-14,Ohio St.,14,14,30,1,243,Offense
2013-14,Ohio St.,0,14,7,1,115,Defensive
2014-15,Ohio St.,15,15,40,1,451,Offense
2014-15,Ohio St.,0,15,10,nan,58,Defensive
2015-16,Ohio St.,13,13,30,nan,392,Offense
2015-16,Ohio St.,0,13,12,nan,43,Defensive
2016-17,Ohio St.,13,13,27,nan,139,Offense
2016-17,Ohio St.,0,13,14,nan,55,Defensive
2017-18,Ohio St.,13,13,29,nan,165,Offense
2017-18,Ohio St.,0,13,5,nan,52,Defensive
2013-14,Ohio St.,14,14,30,1,243,Offense
2013-14,Ohio St.,0,14,7,1,115,Defensive
2014-15,Ohio St.,15,15,40,1,451,Offense
2014-15,Ohio St.,0,15,10,nan,58,Defensive
2015-16,Ohio St.,13,13,30,nan,392,Offense
2015-16,Ohio St.,0,13,12,nan,43,Defensive
2016-17,Ohio St.,13,13,27,nan,139,Offense
2016-17,Ohio St.,0,13,14,nan,55,Defensive
2017-18,Ohio St.,13,13,29,nan,165,Offense
2017-18,Ohio St.,0,13,5,nan,52,Defensive
2013-14,Ohio St.,14,14,30,1,243,Offense
2013-14,Ohio St.,0,14,7,1,115,Defensive
2014-15,Ohio St.,15,15,40,1,451,Offense
2014-15,Ohio St.,0,15,10,nan,58,Defensive
2015-16,Ohio St.,13,13,30,nan,392,Offense
2015-16,Ohio St.,0,13,12,nan,43,Defensive
2016-17,Ohio St.,13,13,27,nan,139,Offense
2016-17,Ohio St.,0,13,14,nan,55,Defensive
2017-18,Ohio St.,13,13,29,nan,165,Offense
2017-18,Ohio St.,0,13,5,nan,52,Defensive
2013-14,Ohio,13,13,34,nan,327,Offense
2013-14,Ohio,0,13,15,nan,68,Defensive
2014-15,Ohio,12,12,16,nan,140,Offense
2014-15,Ohio,0,12,21,nan,123,Defensive
2015-16,Ohio,13,13,20,nan,131,Offense
2015-16,Ohio,0,13,18,nan,50,Defensive
2016-17,Ohio,14,14,19,nan,90,Offense
2016-17,Ohio,0,14,18,nan,83,Defensive
2017-18,Ohio,12,12,20,nan,131,Offense
2017-18,Ohio,0,12,17,nan,100,Defensive
2013-14,Ohio,13,13,34,nan,327,Offense
2013-14,Ohio,0,13,15,nan,68,Defensive
2014-15,Ohio,12,12,16,nan,140,Offense
2014-15,Ohio,0,12,21,nan,123,Defensive
2015-16,Ohio,13,13,20,nan,131,Offense
2015-16,Ohio,0,13,18,nan,50,Defensive
2016-17,Ohio,14,14,19,nan,90,Offense
2016-17,Ohio,0,14,18,nan,83,Defensive
2017-18,Ohio,12,12,20,nan,131,Offense
2017-18,Ohio,0,12,17,nan,100,Defensive
2013-14,Ohio,13,13,34,nan,327,Offense
2013-14,Ohio,0,13,15,nan,68,Defensive
2014-15,Ohio,12,12,16,nan,140,Offense
2014-15,Ohio,0,12,21,nan,123,Defensive
2015-16,Ohio,13,13,20,nan,131,Offense
2015-16,Ohio,0,13,18,nan,50,Defensive
2016-17,Ohio,14,14,19,nan,90,Offense
2016-17,Ohio,0,14,18,nan,83,Defensive
2017-18,Ohio,12,12,20,nan,131,Offense
2017-18,Ohio,0,12,17,nan,100,Defensive
2013-14,Ohio,13,13,34,nan,327,Offense
2013-14,Ohio,0,13,15,nan,68,Defensive
2014-15,Ohio,12,12,16,nan,140,Offense
2014-15,Ohio,0,12,21,nan,123,Defensive
2015-16,Ohio,13,13,20,nan,131,Offense
2015-16,Ohio,0,13,18,nan,50,Defensive
2016-17,Ohio,14,14,19,nan,90,Offense
2016-17,Ohio,0,14,18,nan,83,Defensive
2017-18,Ohio,12,12,20,nan,131,Offense
2017-18,Ohio,0,12,17,nan,100,Defensive
2013-14,Notre Dame,13,13,15,nan,106,Offense
2013-14,Notre Dame,0,13,17,nan,161,Defensive
2014-15,Notre Dame,13,13,23,nan,195,Offense
2014-15,Notre Dame,0,13,9,nan,48,Defensive
2015-16,Notre Dame,13,13,27,2,215,Offense
2015-16,Notre Dame,0,13,22,nan,194,Defensive
2016-17,Notre Dame,12,12,21,nan,191,Offense
2016-17,Notre Dame,0,12,21,2,316,Defensive
2017-18,Notre Dame,12,12,24,nan,156,Offense
2017-18,Notre Dame,0,12,24,1,223,Defensive
2013-14,Notre Dame,13,13,15,nan,106,Offense
2013-14,Notre Dame,0,13,17,nan,161,Defensive
2014-15,Notre Dame,13,13,23,nan,195,Offense
2014-15,Notre Dame,0,13,9,nan,48,Defensive
2015-16,Notre Dame,13,13,27,2,215,Offense
2015-16,Notre Dame,0,13,22,nan,194,Defensive
2016-17,Notre Dame,12,12,21,nan,191,Offense
2016-17,Notre Dame,0,12,21,2,316,Defensive
2017-18,Notre Dame,12,12,24,nan,156,Offense
2017-18,Notre Dame,0,12,24,1,223,Defensive
2013-14,Notre Dame,13,13,15,nan,106,Offense
2013-14,Notre Dame,0,13,17,nan,161,Defensive
2014-15,Notre Dame,13,13,23,nan,195,Offense
2014-15,Notre Dame,0,13,9,nan,48,Defensive
2015-16,Notre Dame,13,13,27,2,215,Offense
2015-16,Notre Dame,0,13,22,nan,194,Defensive
2016-17,Notre Dame,12,12,21,nan,191,Offense
2016-17,Notre Dame,0,12,21,2,316,Defensive
2017-18,Notre Dame,12,12,24,nan,156,Offense
2017-18,Notre Dame,0,12,24,1,223,Defensive
2013-14,Notre Dame,13,13,15,nan,106,Offense
2013-14,Notre Dame,0,13,17,nan,161,Defensive
2014-15,Notre Dame,13,13,23,nan,195,Offense
2014-15,Notre Dame,0,13,9,nan,48,Defensive
2015-16,Notre Dame,13,13,27,2,215,Offense
2015-16,Notre Dame,0,13,22,nan,194,Defensive
2016-17,Notre Dame,12,12,21,nan,191,Offense
2016-17,Notre Dame,0,12,21,2,316,Defensive
2017-18,Notre Dame,12,12,24,nan,156,Offense
2017-18,Notre Dame,0,12,24,1,223,Defensive
2013-14,Northwestern,12,12,9,nan,64,Offense
2013-14,Northwestern,0,12,16,1,61,Defensive
2014-15,Northwestern,12,12,9,1,136,Offense
2014-15,Northwestern,0,12,27,1,202,Defensive
2015-16,Northwestern,13,13,13,nan,108,Offense
2015-16,Northwestern,0,13,17,nan,33,Defensive
2016-17,Northwestern,13,13,20,nan,132,Offense
2016-17,Northwestern,0,13,24,nan,229,Defensive
2017-18,Northwestern,12,12,12,nan,92,Offense
2017-18,Northwestern,0,12,17,nan,102,Defensive
2013-14,Northwestern,12,12,9,nan,64,Offense
2013-14,Northwestern,0,12,16,1,61,Defensive
2014-15,Northwestern,12,12,9,1,136,Offense
2014-15,Northwestern,0,12,27,1,202,Defensive
2015-16,Northwestern,13,13,13,nan,108,Offense
2015-16,Northwestern,0,13,17,nan,33,Defensive
2016-17,Northwestern,13,13,20,nan,132,Offense
2016-17,Northwestern,0,13,24,nan,229,Defensive
2017-18,Northwestern,12,12,12,nan,92,Offense
2017-18,Northwestern,0,12,17,nan,102,Defensive
2013-14,Northwestern,12,12,9,nan,64,Offense
2013-14,Northwestern,0,12,16,1,61,Defensive
2014-15,Northwestern,12,12,9,1,136,Offense
2014-15,Northwestern,0,12,27,1,202,Defensive
2015-16,Northwestern,13,13,13,nan,108,Offense
2015-16,Northwestern,0,13,17,nan,33,Defensive
2016-17,Northwestern,13,13,20,nan,132,Offense
2016-17,Northwestern,0,13,24,nan,229,Defensive
2017-18,Northwestern,12,12,12,nan,92,Offense
2017-18,Northwestern,0,12,17,nan,102,Defensive
2013-14,Northwestern,12,12,9,nan,64,Offense
2013-14,Northwestern,0,12,16,1,61,Defensive
2014-15,Northwestern,12,12,9,1,136,Offense
2014-15,Northwestern,0,12,27,1,202,Defensive
2015-16,Northwestern,13,13,13,nan,108,Offense
2015-16,Northwestern,0,13,17,nan,33,Defensive
2016-17,Northwestern,13,13,20,nan,132,Offense
2016-17,Northwestern,0,13,24,nan,229,Defensive
2017-18,Northwestern,12,12,12,nan,92,Offense
2017-18,Northwestern,0,12,17,nan,102,Defensive
2013-14,Northern Ill.,14,14,20,nan,161,Offense
2013-14,Northern Ill.,0,14,14,nan,90,Defensive
2014-15,Northern Ill.,14,14,25,nan,178,Offense
2014-15,Northern Ill.,0,14,18,nan,69,Defensive
2015-16,Northern Ill.,14,14,21,nan,148,Offense
2015-16,Northern Ill.,0,14,16,nan,113,Defensive
2016-17,Northern Ill.,12,12,17,nan,70,Offense
2016-17,Northern Ill.,0,12,24,nan,93,Defensive
2017-18,Northern Ill.,12,12,30,2,148,Offense
2017-18,Northern Ill.,0,12,17,1,126,Defensive
2011-12,Oregon,1,1,3,nan,6,Offense
2011-12,Oregon,0,1,nan,nan,nan,Defensive
2013-14,Oregon,13,13,23,2,285,Offense
2013-14,Oregon,0,13,8,nan,26,Defensive
2014-15,Oregon,15,15,27,2,337,Offense
2014-15,Oregon,0,15,12,nan,69,Defensive
2015-16,Oregon,13,13,12,1,151,Offense
2015-16,Oregon,0,13,18,3,275,Defensive
2016-17,Oregon,12,12,20,nan,151,Offense
2016-17,Oregon,0,12,16,nan,127,Defensive
2017-18,Oregon,12,12,16,nan,102,Offense
2017-18,Oregon,0,12,17,2,134,Defensive
2013-14,Ole Miss,13,13,16,2,113,Offense
2013-14,Ole Miss,0,13,17,nan,141,Defensive
2014-15,Ole Miss,13,13,22,nan,140,Offense
2014-15,Ole Miss,0,13,19,nan,66,Defensive
2015-16,Ole Miss,13,13,30,nan,112,Offense
2015-16,Ole Miss,0,13,18,nan,107,Defensive
2016-17,Ole Miss,12,12,10,nan,60,Offense
2016-17,Ole Miss,0,12,15,1,177,Defensive
2017-18,Ole Miss,12,12,7,nan,47,Offense
2017-18,Ole Miss,0,12,11,nan,109,Defensive
2013-14,Ole Miss,13,13,16,2,113,Offense
2013-14,Ole Miss,0,13,17,nan,141,Defensive
2014-15,Ole Miss,13,13,22,nan,140,Offense
2014-15,Ole Miss,0,13,19,nan,66,Defensive
2015-16,Ole Miss,13,13,30,nan,112,Offense
2015-16,Ole Miss,0,13,18,nan,107,Defensive
2016-17,Ole Miss,12,12,10,nan,60,Offense
2016-17,Ole Miss,0,12,15,1,177,Defensive
2017-18,Ole Miss,12,12,7,nan,47,Offense
2017-18,Ole Miss,0,12,11,nan,109,Defensive
2013-14,Ole Miss,13,13,16,2,113,Offense
2013-14,Ole Miss,0,13,17,nan,141,Defensive
2014-15,Ole Miss,13,13,22,nan,140,Offense
2014-15,Ole Miss,0,13,19,nan,66,Defensive
2015-16,Ole Miss,13,13,30,nan,112,Offense
2015-16,Ole Miss,0,13,18,nan,107,Defensive
2016-17,Ole Miss,12,12,10,nan,60,Offense
2016-17,Ole Miss,0,12,15,1,177,Defensive
2017-18,Ole Miss,12,12,7,nan,47,Offense
2017-18,Ole Miss,0,12,11,nan,109,Defensive
2013-14,Oklahoma St.,13,13,30,2,403,Offense
2013-14,Oklahoma St.,0,13,19,1,199,Defensive
2014-15,Oklahoma St.,13,13,30,1,293,Offense
2014-15,Oklahoma St.,0,13,25,nan,79,Defensive
2015-16,Oklahoma St.,13,13,24,2,160,Offense
2015-16,Oklahoma St.,0,13,20,nan,94,Defensive
2016-17,Oklahoma St.,13,13,14,nan,152,Offense
2016-17,Oklahoma St.,0,13,16,nan,15,Defensive
2017-18,Oklahoma St.,12,12,15,nan,78,Offense
2017-18,Oklahoma St.,0,12,11,1,76,Defensive
2013-14,Ole Miss,13,13,16,2,113,Offense
2013-14,Ole Miss,0,13,17,nan,141,Defensive
2014-15,Ole Miss,13,13,22,nan,140,Offense
2014-15,Ole Miss,0,13,19,nan,66,Defensive
2015-16,Ole Miss,13,13,30,nan,112,Offense
2015-16,Ole Miss,0,13,18,nan,107,Defensive
2016-17,Ole Miss,12,12,10,nan,60,Offense
2016-17,Ole Miss,0,12,15,1,177,Defensive
2017-18,Ole Miss,12,12,7,nan,47,Offense
2017-18,Ole Miss,0,12,11,nan,109,Defensive
2013-14,Old Dominion,12,12,8,1,91,Offense
2013-14,Old Dominion,0,12,13,1,372,Defensive
2014-15,Old Dominion,11,11,9,1,99,Offense
2014-15,Old Dominion,0,11,10,2,170,Defensive
2015-16,Old Dominion,12,12,16,nan,34,Offense
2015-16,Old Dominion,0,12,25,1,235,Defensive
2016-17,Old Dominion,13,13,22,nan,204,Offense
