Year,Team,GP,G,RZScores,RZPts,RZRushTD,RZPassTD,RZFGMade,RZEndFGA,RZEndFumble,RZEndINT,RZEndDowns,RZEndHalf,RZEndGame,OffenseDefense
2014-15,UCF,13,13,45,251,18,11,16,4,3,1,3,nan,nan,Offense
2014-15,UCF,0,13,30,164,8,11,11,nan,2,2,7,1,nan,Defensive
2015-16,UCF,12,12,21,111,4,8,9,2,nan,2,3,nan,nan,Offense
2015-16,UCF,0,12,48,295,18,20,10,nan,nan,nan,4,1,nan,Defensive
2016-17,UCF,12,12,30,177,17,5,8,1,1,nan,1,nan,nan,Offense
2016-17,UCF,0,12,38,213,17,8,13,6,2,2,4,2,nan,Defensive
2017-18,UCF,12,12,56,355,33,14,9,1,3,3,3,nan,nan,Offense
2017-18,UCF,0,12,31,185,11,13,7,2,2,1,1,nan,nan,Defensive
2013-14,UCF,13,13,58,334,25,15,18,2,2,3,2,nan,nan,Offense
2013-14,UCF,0,13,28,190,19,7,2,1,3,3,2,1,nan,Defensive
2014-15,UCF,13,13,45,251,18,11,16,4,3,1,3,nan,nan,Offense
2014-15,UCF,0,13,30,164,8,11,11,nan,2,2,7,1,nan,Defensive
2015-16,UCF,12,12,21,111,4,8,9,2,nan,2,3,nan,nan,Offense
2015-16,UCF,0,12,48,295,18,20,10,nan,nan,nan,4,1,nan,Defensive
2016-17,UCF,12,12,30,177,17,5,8,1,1,nan,1,nan,nan,Offense
2016-17,UCF,0,12,38,213,17,8,13,6,2,2,4,2,nan,Defensive
2017-18,UCF,12,12,56,355,33,14,9,1,3,3,3,nan,nan,Offense
2017-18,UCF,0,12,31,185,11,13,7,2,2,1,1,nan,nan,Defensive
2013-14,UCF,13,13,58,334,25,15,18,2,2,3,2,nan,nan,Offense
2013-14,UCF,0,13,28,190,19,7,2,1,3,3,2,1,nan,Defensive
2014-15,UCF,13,13,45,251,18,11,16,4,3,1,3,nan,nan,Offense
2014-15,UCF,0,13,30,164,8,11,11,nan,2,2,7,1,nan,Defensive
2015-16,UCF,12,12,21,111,4,8,9,2,nan,2,3,nan,nan,Offense
2015-16,UCF,0,12,48,295,18,20,10,nan,nan,nan,4,1,nan,Defensive
2016-17,UCF,12,12,30,177,17,5,8,1,1,nan,1,nan,nan,Offense
2016-17,UCF,0,12,38,213,17,8,13,6,2,2,4,2,nan,Defensive
2017-18,UCF,12,12,56,355,33,14,9,1,3,3,3,nan,nan,Offense
2017-18,UCF,0,12,31,185,11,13,7,2,2,1,1,nan,nan,Defensive
2013-14,UCF,13,13,58,334,25,15,18,2,2,3,2,nan,nan,Offense
2013-14,UCF,0,13,28,190,19,7,2,1,3,3,2,1,nan,Defensive
2014-15,UCF,13,13,45,251,18,11,16,4,3,1,3,nan,nan,Offense
2014-15,UCF,0,13,30,164,8,11,11,nan,2,2,7,1,nan,Defensive
2015-16,UCF,12,12,21,111,4,8,9,2,nan,2,3,nan,nan,Offense
2015-16,UCF,0,12,48,295,18,20,10,nan,nan,nan,4,1,nan,Defensive
2016-17,UCF,12,12,30,177,17,5,8,1,1,nan,1,nan,nan,Offense
2016-17,UCF,0,12,38,213,17,8,13,6,2,2,4,2,nan,Defensive
2017-18,UCF,12,12,56,355,33,14,9,1,3,3,3,nan,nan,Offense
2017-18,UCF,0,12,31,185,11,13,7,2,2,1,1,nan,nan,Defensive
2013-14,Tulsa,12,12,37,201,15,7,15,3,2,3,2,nan,nan,Offense
2013-14,Tulsa,0,12,45,267,18,15,12,2,1,3,nan,nan,nan,Defensive
2014-15,Tulsa,12,12,35,205,11,14,10,3,3,3,2,nan,nan,Offense
2014-15,Tulsa,0,12,43,277,21,16,6,7,1,nan,1,nan,nan,Defensive
2015-16,Tulsa,13,13,49,285,29,6,14,4,nan,1,1,2,nan,Offense
2015-16,Tulsa,0,13,57,339,29,13,15,3,2,1,2,1,nan,Defensive
2016-17,Tulsa,13,13,59,338,24,17,18,1,1,nan,3,2,nan,Offense
2016-17,Tulsa,0,13,41,237,24,5,12,2,1,2,3,1,nan,Defensive
2017-18,Tulsa,12,12,38,241,31,1,6,2,1,nan,1,1,nan,Offense
2017-18,Tulsa,0,12,45,257,23,9,13,2,1,2,1,2,nan,Defensive
2013-14,Tulsa,12,12,37,201,15,7,15,3,2,3,2,nan,nan,Offense
2013-14,Tulsa,0,12,45,267,18,15,12,2,1,3,nan,nan,nan,Defensive
2014-15,Tulsa,12,12,35,205,11,14,10,3,3,3,2,nan,nan,Offense
2014-15,Tulsa,0,12,43,277,21,16,6,7,1,nan,1,nan,nan,Defensive
2015-16,Tulsa,13,13,49,285,29,6,14,4,nan,1,1,2,nan,Offense
2015-16,Tulsa,0,13,57,339,29,13,15,3,2,1,2,1,nan,Defensive
2016-17,Tulsa,13,13,59,338,24,17,18,1,1,nan,3,2,nan,Offense
2016-17,Tulsa,0,13,41,237,24,5,12,2,1,2,3,1,nan,Defensive
2017-18,Tulsa,12,12,38,241,31,1,6,2,1,nan,1,1,nan,Offense
2017-18,Tulsa,0,12,45,257,23,9,13,2,1,2,1,2,nan,Defensive
2013-14,Tulsa,12,12,37,201,15,7,15,3,2,3,2,nan,nan,Offense
2013-14,Tulsa,0,12,45,267,18,15,12,2,1,3,nan,nan,nan,Defensive
2014-15,Tulsa,12,12,35,205,11,14,10,3,3,3,2,nan,nan,Offense
2014-15,Tulsa,0,12,43,277,21,16,6,7,1,nan,1,nan,nan,Defensive
2015-16,Tulsa,13,13,49,285,29,6,14,4,nan,1,1,2,nan,Offense
2015-16,Tulsa,0,13,57,339,29,13,15,3,2,1,2,1,nan,Defensive
2016-17,Tulsa,13,13,59,338,24,17,18,1,1,nan,3,2,nan,Offense
2016-17,Tulsa,0,13,41,237,24,5,12,2,1,2,3,1,nan,Defensive
2017-18,Tulsa,12,12,38,241,31,1,6,2,1,nan,1,1,nan,Offense
2017-18,Tulsa,0,12,45,257,23,9,13,2,1,2,1,2,nan,Defensive
2013-14,Utah,12,12,35,211,14,13,8,1,2,1,2,1,nan,Offense
2013-14,Utah,0,12,43,242,11,18,14,2,nan,nan,5,nan,nan,Defensive
2014-15,Utah,13,13,38,214,17,9,12,2,3,nan,1,1,nan,Offense
2014-15,Utah,0,13,33,198,10,15,8,2,1,nan,2,1,nan,Defensive
2015-16,Utah,13,13,42,238,20,8,14,nan,1,2,1,nan,nan,Offense
2015-16,Utah,0,13,38,216,11,15,12,2,nan,4,2,nan,nan,Defensive
2016-17,Utah,13,13,42,233,19,8,15,1,2,3,3,3,nan,Offense
2016-17,Utah,0,13,32,185,11,12,9,2,1,2,nan,nan,nan,Defensive
2017-18,Utah,12,12,50,274,19,12,19,2,1,1,2,2,nan,Offense
2017-18,Utah,0,12,35,190,11,11,13,3,2,nan,1,nan,nan,Defensive
2013-14,Utah,12,12,35,211,14,13,8,1,2,1,2,1,nan,Offense
2013-14,Utah,0,12,43,242,11,18,14,2,nan,nan,5,nan,nan,Defensive
2014-15,Utah,13,13,38,214,17,9,12,2,3,nan,1,1,nan,Offense
2014-15,Utah,0,13,33,198,10,15,8,2,1,nan,2,1,nan,Defensive
2015-16,Utah,13,13,42,238,20,8,14,nan,1,2,1,nan,nan,Offense
2015-16,Utah,0,13,38,216,11,15,12,2,nan,4,2,nan,nan,Defensive
2016-17,Utah,13,13,42,233,19,8,15,1,2,3,3,3,nan,Offense
2016-17,Utah,0,13,32,185,11,12,9,2,1,2,nan,nan,nan,Defensive
2017-18,Utah,12,12,50,274,19,12,19,2,1,1,2,2,nan,Offense
2017-18,Utah,0,12,35,190,11,11,13,3,2,nan,1,nan,nan,Defensive
2013-14,Utah St.,14,14,52,316,17,23,12,4,nan,1,3,1,nan,Offense
2013-14,Utah St.,0,14,31,168,9,10,12,3,2,3,5,1,nan,Defensive
2014-15,Utah St.,14,14,30,172,14,7,9,3,nan,2,2,2,nan,Offense
2014-15,Utah St.,0,14,33,189,14,9,10,nan,2,2,1,nan,nan,Defensive
2015-16,Utah St.,13,13,31,187,15,9,7,4,1,3,4,nan,nan,Offense
2015-16,Utah St.,0,13,38,232,22,8,8,1,1,1,2,nan,nan,Defensive
2016-17,Utah St.,12,12,31,181,17,5,9,2,nan,nan,2,2,nan,Offense
2016-17,Utah St.,0,12,43,249,17,13,13,2,nan,nan,2,1,nan,Defensive
2017-18,Utah St.,12,12,32,171,13,6,13,nan,nan,1,1,1,nan,Offense
2017-18,Utah St.,0,12,32,174,15,5,12,2,4,nan,2,nan,nan,Defensive
2013-14,Utah St.,14,14,52,316,17,23,12,4,nan,1,3,1,nan,Offense
2013-14,Utah St.,0,14,31,168,9,10,12,3,2,3,5,1,nan,Defensive
2014-15,Utah St.,14,14,30,172,14,7,9,3,nan,2,2,2,nan,Offense
2014-15,Utah St.,0,14,33,189,14,9,10,nan,2,2,1,nan,nan,Defensive
2015-16,Utah St.,13,13,31,187,15,9,7,4,1,3,4,nan,nan,Offense
2015-16,Utah St.,0,13,38,232,22,8,8,1,1,1,2,nan,nan,Defensive
2016-17,Utah St.,12,12,31,181,17,5,9,2,nan,nan,2,2,nan,Offense
2016-17,Utah St.,0,12,43,249,17,13,13,2,nan,nan,2,1,nan,Defensive
2017-18,Utah St.,12,12,32,171,13,6,13,nan,nan,1,1,1,nan,Offense
2017-18,Utah St.,0,12,32,174,15,5,12,2,4,nan,2,nan,nan,Defensive
2013-14,Utah St.,14,14,52,316,17,23,12,4,nan,1,3,1,nan,Offense
2013-14,Utah St.,0,14,31,168,9,10,12,3,2,3,5,1,nan,Defensive
2014-15,Utah St.,14,14,30,172,14,7,9,3,nan,2,2,2,nan,Offense
2014-15,Utah St.,0,14,33,189,14,9,10,nan,2,2,1,nan,nan,Defensive
2015-16,Utah St.,13,13,31,187,15,9,7,4,1,3,4,nan,nan,Offense
2015-16,Utah St.,0,13,38,232,22,8,8,1,1,1,2,nan,nan,Defensive
2016-17,Utah St.,12,12,31,181,17,5,9,2,nan,nan,2,2,nan,Offense
2016-17,Utah St.,0,12,43,249,17,13,13,2,nan,nan,2,1,nan,Defensive
2017-18,Utah St.,12,12,32,171,13,6,13,nan,nan,1,1,1,nan,Offense
2017-18,Utah St.,0,12,32,174,15,5,12,2,4,nan,2,nan,nan,Defensive
2013-14,Utah St.,14,14,52,316,17,23,12,4,nan,1,3,1,nan,Offense
2013-14,Utah St.,0,14,31,168,9,10,12,3,2,3,5,1,nan,Defensive
2014-15,Utah St.,14,14,30,172,14,7,9,3,nan,2,2,2,nan,Offense
2014-15,Utah St.,0,14,33,189,14,9,10,nan,2,2,1,nan,nan,Defensive
2015-16,Utah St.,13,13,31,187,15,9,7,4,1,3,4,nan,nan,Offense
2015-16,Utah St.,0,13,38,232,22,8,8,1,1,1,2,nan,nan,Defensive
2016-17,Utah St.,12,12,31,181,17,5,9,2,nan,nan,2,2,nan,Offense
2016-17,Utah St.,0,12,43,249,17,13,13,2,nan,nan,2,1,nan,Defensive
2017-18,Utah St.,12,12,32,171,13,6,13,nan,nan,1,1,1,nan,Offense
2017-18,Utah St.,0,12,32,174,15,5,12,2,4,nan,2,nan,nan,Defensive
2013-14,UTSA,12,12,35,205,16,9,10,2,2,2,nan,nan,nan,Offense
2013-14,UTSA,0,12,35,210,14,12,9,1,1,1,2,nan,nan,Defensive
2014-15,UTSA,12,12,26,128,12,1,13,2,1,nan,1,2,nan,Offense
2014-15,UTSA,0,12,34,179,11,8,15,2,3,1,nan,1,nan,Defensive
2015-16,UTSA,12,12,31,181,12,11,8,3,1,2,4,nan,nan,Offense
2015-16,UTSA,0,12,46,264,19,13,14,2,1,3,4,2,nan,Defensive
2016-17,UTSA,13,13,44,265,16,18,10,1,1,1,1,2,nan,Offense
2016-17,UTSA,0,13,38,223,18,10,10,nan,2,1,5,2,nan,Defensive
2017-18,UTSA,11,11,28,138,7,7,14,1,1,2,2,nan,nan,Offense
2017-18,UTSA,0,11,18,110,7,7,4,1,1,1,4,nan,nan,Defensive
2013-14,UTSA,12,12,35,205,16,9,10,2,2,2,nan,nan,nan,Offense
2013-14,UTSA,0,12,35,210,14,12,9,1,1,1,2,nan,nan,Defensive
2014-15,UTSA,12,12,26,128,12,1,13,2,1,nan,1,2,nan,Offense
2014-15,UTSA,0,12,34,179,11,8,15,2,3,1,nan,1,nan,Defensive
2015-16,UTSA,12,12,31,181,12,11,8,3,1,2,4,nan,nan,Offense
2015-16,UTSA,0,12,46,264,19,13,14,2,1,3,4,2,nan,Defensive
2016-17,UTSA,13,13,44,265,16,18,10,1,1,1,1,2,nan,Offense
2016-17,UTSA,0,13,38,223,18,10,10,nan,2,1,5,2,nan,Defensive
2017-18,UTSA,11,11,28,138,7,7,14,1,1,2,2,nan,nan,Offense
2017-18,UTSA,0,11,18,110,7,7,4,1,1,1,4,nan,nan,Defensive
2013-14,UTSA,12,12,35,205,16,9,10,2,2,2,nan,nan,nan,Offense
2013-14,UTSA,0,12,35,210,14,12,9,1,1,1,2,nan,nan,Defensive
2014-15,UTSA,12,12,26,128,12,1,13,2,1,nan,1,2,nan,Offense
2014-15,UTSA,0,12,34,179,11,8,15,2,3,1,nan,1,nan,Defensive
2015-16,UTSA,12,12,31,181,12,11,8,3,1,2,4,nan,nan,Offense
2015-16,UTSA,0,12,46,264,19,13,14,2,1,3,4,2,nan,Defensive
2016-17,UTSA,13,13,44,265,16,18,10,1,1,1,1,2,nan,Offense
2016-17,UTSA,0,13,38,223,18,10,10,nan,2,1,5,2,nan,Defensive
2017-18,UTSA,11,11,28,138,7,7,14,1,1,2,2,nan,nan,Offense
2017-18,UTSA,0,11,18,110,7,7,4,1,1,1,4,nan,nan,Defensive
2013-14,UTSA,12,12,35,205,16,9,10,2,2,2,nan,nan,nan,Offense
2013-14,UTSA,0,12,35,210,14,12,9,1,1,1,2,nan,nan,Defensive
2014-15,UTSA,12,12,26,128,12,1,13,2,1,nan,1,2,nan,Offense
2014-15,UTSA,0,12,34,179,11,8,15,2,3,1,nan,1,nan,Defensive
2015-16,UTSA,12,12,31,181,12,11,8,3,1,2,4,nan,nan,Offense
2015-16,UTSA,0,12,46,264,19,13,14,2,1,3,4,2,nan,Defensive
2016-17,UTSA,13,13,44,265,16,18,10,1,1,1,1,2,nan,Offense
2016-17,UTSA,0,13,38,223,18,10,10,nan,2,1,5,2,nan,Defensive
2017-18,UTSA,11,11,28,138,7,7,14,1,1,2,2,nan,nan,Offense
2017-18,UTSA,0,11,18,110,7,7,4,1,1,1,4,nan,nan,Defensive
2013-14,UTEP,12,12,25,155,13,7,5,5,2,3,1,nan,nan,Offense
2013-14,UTEP,0,12,45,278,25,11,9,2,nan,1,1,1,nan,Defensive
2014-15,UTEP,13,13,37,211,19,6,12,2,nan,2,2,1,nan,Offense
2014-15,UTEP,0,13,36,227,20,10,6,2,nan,2,2,nan,nan,Defensive
2015-16,UTEP,12,12,26,128,5,9,12,1,nan,1,2,nan,nan,Offense
2015-16,UTEP,0,12,35,195,13,10,12,3,1,1,nan,1,nan,Defensive
2016-17,UTEP,12,12,26,166,8,14,4,nan,2,1,1,1,nan,Offense
2016-17,UTEP,0,12,42,258,17,16,9,2,1,nan,nan,1,nan,Defensive
2017-18,UTEP,12,12,15,96,9,4,2,2,1,nan,2,nan,nan,Offense
2017-18,UTEP,0,12,47,308,28,14,5,nan,2,nan,nan,2,nan,Defensive
2013-14,UTEP,12,12,25,155,13,7,5,5,2,3,1,nan,nan,Offense
2013-14,UTEP,0,12,45,278,25,11,9,2,nan,1,1,1,nan,Defensive
2014-15,UTEP,13,13,37,211,19,6,12,2,nan,2,2,1,nan,Offense
2014-15,UTEP,0,13,36,227,20,10,6,2,nan,2,2,nan,nan,Defensive
2015-16,UTEP,12,12,26,128,5,9,12,1,nan,1,2,nan,nan,Offense
2015-16,UTEP,0,12,35,195,13,10,12,3,1,1,nan,1,nan,Defensive
2016-17,UTEP,12,12,26,166,8,14,4,nan,2,1,1,1,nan,Offense
2016-17,UTEP,0,12,42,258,17,16,9,2,1,nan,nan,1,nan,Defensive
2017-18,UTEP,12,12,15,96,9,4,2,2,1,nan,2,nan,nan,Offense
2017-18,UTEP,0,12,47,308,28,14,5,nan,2,nan,nan,2,nan,Defensive
2013-14,UTEP,12,12,25,155,13,7,5,5,2,3,1,nan,nan,Offense
2013-14,UTEP,0,12,45,278,25,11,9,2,nan,1,1,1,nan,Defensive
2014-15,UTEP,13,13,37,211,19,6,12,2,nan,2,2,1,nan,Offense
2014-15,UTEP,0,13,36,227,20,10,6,2,nan,2,2,nan,nan,Defensive
2015-16,UTEP,12,12,26,128,5,9,12,1,nan,1,2,nan,nan,Offense
2015-16,UTEP,0,12,35,195,13,10,12,3,1,1,nan,1,nan,Defensive
2016-17,UTEP,12,12,26,166,8,14,4,nan,2,1,1,1,nan,Offense
2016-17,UTEP,0,12,42,258,17,16,9,2,1,nan,nan,1,nan,Defensive
2017-18,UTEP,12,12,15,96,9,4,2,2,1,nan,2,nan,nan,Offense
2017-18,UTEP,0,12,47,308,28,14,5,nan,2,nan,nan,2,nan,Defensive
2013-14,UTEP,12,12,25,155,13,7,5,5,2,3,1,nan,nan,Offense
2013-14,UTEP,0,12,45,278,25,11,9,2,nan,1,1,1,nan,Defensive
2014-15,UTEP,13,13,37,211,19,6,12,2,nan,2,2,1,nan,Offense
2014-15,UTEP,0,13,36,227,20,10,6,2,nan,2,2,nan,nan,Defensive
2015-16,UTEP,12,12,26,128,5,9,12,1,nan,1,2,nan,nan,Offense
2015-16,UTEP,0,12,35,195,13,10,12,3,1,1,nan,1,nan,Defensive
2016-17,UTEP,12,12,26,166,8,14,4,nan,2,1,1,1,nan,Offense
2016-17,UTEP,0,12,42,258,17,16,9,2,1,nan,nan,1,nan,Defensive
2017-18,UTEP,12,12,15,96,9,4,2,2,1,nan,2,nan,nan,Offense
2017-18,UTEP,0,12,47,308,28,14,5,nan,2,nan,nan,2,nan,Defensive
2013-14,UNLV,13,13,42,267,17,19,6,4,1,2,4,1,nan,Offense
2013-14,UNLV,0,13,36,221,21,8,7,1,1,nan,4,2,nan,Defensive
2014-15,UNLV,13,13,36,212,17,9,10,3,nan,6,1,nan,nan,Offense
2014-15,UNLV,0,13,54,328,29,13,12,2,2,nan,3,nan,nan,Defensive
2015-16,UNLV,12,12,36,215,16,11,9,3,nan,2,4,1,nan,Offense
2015-16,UNLV,0,12,42,264,24,11,7,1,nan,2,nan,1,nan,Defensive
2016-17,UNLV,12,12,38,218,19,7,12,nan,1,1,1,1,nan,Offense
2016-17,UNLV,0,12,44,275,26,10,8,3,1,nan,nan,3,nan,Defensive
2017-18,UNLV,12,12,43,237,21,6,16,nan,2,2,2,1,nan,Offense
2017-18,UNLV,0,12,50,296,27,10,13,2,4,nan,5,2,nan,Defensive
2013-14,UNLV,13,13,42,267,17,19,6,4,1,2,4,1,nan,Offense
2013-14,UNLV,0,13,36,221,21,8,7,1,1,nan,4,2,nan,Defensive
2014-15,UNLV,13,13,36,212,17,9,10,3,nan,6,1,nan,nan,Offense
2014-15,UNLV,0,13,54,328,29,13,12,2,2,nan,3,nan,nan,Defensive
2015-16,UNLV,12,12,36,215,16,11,9,3,nan,2,4,1,nan,Offense
2015-16,UNLV,0,12,42,264,24,11,7,1,nan,2,nan,1,nan,Defensive
2016-17,UNLV,12,12,38,218,19,7,12,nan,1,1,1,1,nan,Offense
2016-17,UNLV,0,12,44,275,26,10,8,3,1,nan,nan,3,nan,Defensive
2017-18,UNLV,12,12,43,237,21,6,16,nan,2,2,2,1,nan,Offense
2017-18,UNLV,0,12,50,296,27,10,13,2,4,nan,5,2,nan,Defensive
2013-14,UNLV,13,13,42,267,17,19,6,4,1,2,4,1,nan,Offense
2013-14,UNLV,0,13,36,221,21,8,7,1,1,nan,4,2,nan,Defensive
2014-15,UNLV,13,13,36,212,17,9,10,3,nan,6,1,nan,nan,Offense
2014-15,UNLV,0,13,54,328,29,13,12,2,2,nan,3,nan,nan,Defensive
2015-16,UNLV,12,12,36,215,16,11,9,3,nan,2,4,1,nan,Offense
2015-16,UNLV,0,12,42,264,24,11,7,1,nan,2,nan,1,nan,Defensive
2016-17,UNLV,12,12,38,218,19,7,12,nan,1,1,1,1,nan,Offense
2016-17,UNLV,0,12,44,275,26,10,8,3,1,nan,nan,3,nan,Defensive
2017-18,UNLV,12,12,43,237,21,6,16,nan,2,2,2,1,nan,Offense
2017-18,UNLV,0,12,50,296,27,10,13,2,4,nan,5,2,nan,Defensive
2013-14,Wake Forest,12,12,23,142,10,8,5,2,2,nan,1,nan,nan,Offense
2013-14,Wake Forest,0,12,37,211,13,12,12,2,nan,nan,5,3,nan,Defensive
2014-15,Wake Forest,12,12,24,128,4,10,10,2,1,4,2,nan,nan,Offense
2014-15,Wake Forest,0,12,36,200,16,7,13,4,1,1,1,1,nan,Defensive
2015-16,Wake Forest,12,12,25,135,10,5,10,3,nan,1,2,1,nan,Offense
2015-16,Wake Forest,0,12,26,145,11,6,9,4,1,nan,nan,2,nan,Defensive
2016-17,Wake Forest,13,13,36,187,14,6,16,2,1,nan,1,nan,nan,Offense
2016-17,Wake Forest,0,13,35,211,18,9,8,4,1,3,2,nan,nan,Defensive
2017-18,Wake Forest,12,12,47,261,15,16,16,1,1,nan,1,nan,nan,Offense
2017-18,Wake Forest,0,12,39,219,16,10,13,1,1,3,2,nan,nan,Defensive
2013-14,Wake Forest,12,12,23,142,10,8,5,2,2,nan,1,nan,nan,Offense
2013-14,Wake Forest,0,12,37,211,13,12,12,2,nan,nan,5,3,nan,Defensive
2014-15,Wake Forest,12,12,24,128,4,10,10,2,1,4,2,nan,nan,Offense
2014-15,Wake Forest,0,12,36,200,16,7,13,4,1,1,1,1,nan,Defensive
2015-16,Wake Forest,12,12,25,135,10,5,10,3,nan,1,2,1,nan,Offense
2015-16,Wake Forest,0,12,26,145,11,6,9,4,1,nan,nan,2,nan,Defensive
2016-17,Wake Forest,13,13,36,187,14,6,16,2,1,nan,1,nan,nan,Offense
2016-17,Wake Forest,0,13,35,211,18,9,8,4,1,3,2,nan,nan,Defensive
2017-18,Wake Forest,12,12,47,261,15,16,16,1,1,nan,1,nan,nan,Offense
2017-18,Wake Forest,0,12,39,219,16,10,13,1,1,3,2,nan,nan,Defensive
2013-14,Wake Forest,12,12,23,142,10,8,5,2,2,nan,1,nan,nan,Offense
2013-14,Wake Forest,0,12,37,211,13,12,12,2,nan,nan,5,3,nan,Defensive
2014-15,Wake Forest,12,12,24,128,4,10,10,2,1,4,2,nan,nan,Offense
2014-15,Wake Forest,0,12,36,200,16,7,13,4,1,1,1,1,nan,Defensive
2015-16,Wake Forest,12,12,25,135,10,5,10,3,nan,1,2,1,nan,Offense
2015-16,Wake Forest,0,12,26,145,11,6,9,4,1,nan,nan,2,nan,Defensive
2016-17,Wake Forest,13,13,36,187,14,6,16,2,1,nan,1,nan,nan,Offense
2016-17,Wake Forest,0,13,35,211,18,9,8,4,1,3,2,nan,nan,Defensive
2017-18,Wake Forest,12,12,47,261,15,16,16,1,1,nan,1,nan,nan,Offense
2017-18,Wake Forest,0,12,39,219,16,10,13,1,1,3,2,nan,nan,Defensive
2013-14,Virginia Tech,13,13,31,184,15,8,8,6,nan,2,3,nan,nan,Offense
2013-14,Virginia Tech,0,13,23,135,11,6,6,1,1,2,1,nan,nan,Defensive
2014-15,Virginia Tech,13,13,42,225,10,15,17,2,2,nan,1,1,nan,Offense
2014-15,Virginia Tech,0,13,30,161,11,7,12,8,nan,1,3,nan,nan,Defensive
2015-16,Virginia Tech,13,13,45,264,17,16,12,3,2,1,nan,1,nan,Offense
2015-16,Virginia Tech,0,13,35,199,14,10,11,2,nan,1,nan,2,nan,Defensive
2016-17,Virginia Tech,14,14,60,347,20,22,18,3,2,1,1,1,nan,Offense
2016-17,Virginia Tech,0,14,34,202,18,7,9,2,nan,nan,5,nan,nan,Defensive
2017-18,Virginia Tech,12,12,41,226,16,10,15,4,1,1,4,1,nan,Offense
2017-18,Virginia Tech,0,12,16,92,5,6,5,3,nan,1,3,1,nan,Defensive
2013-14,Virginia Tech,13,13,31,184,15,8,8,6,nan,2,3,nan,nan,Offense
2013-14,Virginia Tech,0,13,23,135,11,6,6,1,1,2,1,nan,nan,Defensive
2014-15,Virginia Tech,13,13,42,225,10,15,17,2,2,nan,1,1,nan,Offense
2014-15,Virginia Tech,0,13,30,161,11,7,12,8,nan,1,3,nan,nan,Defensive
2015-16,Virginia Tech,13,13,45,264,17,16,12,3,2,1,nan,1,nan,Offense
2015-16,Virginia Tech,0,13,35,199,14,10,11,2,nan,1,nan,2,nan,Defensive
2016-17,Virginia Tech,14,14,60,347,20,22,18,3,2,1,1,1,nan,Offense
2016-17,Virginia Tech,0,14,34,202,18,7,9,2,nan,nan,5,nan,nan,Defensive
2017-18,Virginia Tech,12,12,41,226,16,10,15,4,1,1,4,1,nan,Offense
2017-18,Virginia Tech,0,12,16,92,5,6,5,3,nan,1,3,1,nan,Defensive
2013-14,Virginia Tech,13,13,31,184,15,8,8,6,nan,2,3,nan,nan,Offense
2013-14,Virginia Tech,0,13,23,135,11,6,6,1,1,2,1,nan,nan,Defensive
2014-15,Virginia Tech,13,13,42,225,10,15,17,2,2,nan,1,1,nan,Offense
2014-15,Virginia Tech,0,13,30,161,11,7,12,8,nan,1,3,nan,nan,Defensive
2015-16,Virginia Tech,13,13,45,264,17,16,12,3,2,1,nan,1,nan,Offense
2015-16,Virginia Tech,0,13,35,199,14,10,11,2,nan,1,nan,2,nan,Defensive
2016-17,Virginia Tech,14,14,60,347,20,22,18,3,2,1,1,1,nan,Offense
2016-17,Virginia Tech,0,14,34,202,18,7,9,2,nan,nan,5,nan,nan,Defensive
2017-18,Virginia Tech,12,12,41,226,16,10,15,4,1,1,4,1,nan,Offense
2017-18,Virginia Tech,0,12,16,92,5,6,5,3,nan,1,3,1,nan,Defensive
2013-14,Virginia Tech,13,13,31,184,15,8,8,6,nan,2,3,nan,nan,Offense
2013-14,Virginia Tech,0,13,23,135,11,6,6,1,1,2,1,nan,nan,Defensive
2014-15,Virginia Tech,13,13,42,225,10,15,17,2,2,nan,1,1,nan,Offense
2014-15,Virginia Tech,0,13,30,161,11,7,12,8,nan,1,3,nan,nan,Defensive
2015-16,Virginia Tech,13,13,45,264,17,16,12,3,2,1,nan,1,nan,Offense
2015-16,Virginia Tech,0,13,35,199,14,10,11,2,nan,1,nan,2,nan,Defensive
2016-17,Virginia Tech,14,14,60,347,20,22,18,3,2,1,1,1,nan,Offense
2016-17,Virginia Tech,0,14,34,202,18,7,9,2,nan,nan,5,nan,nan,Defensive
2017-18,Virginia Tech,12,12,41,226,16,10,15,4,1,1,4,1,nan,Offense
2017-18,Virginia Tech,0,12,16,92,5,6,5,3,nan,1,3,1,nan,Defensive
2013-14,Virginia,12,12,33,184,14,7,12,1,1,3,2,1,nan,Offense
2013-14,Virginia,0,12,41,237,19,10,12,3,1,nan,1,nan,nan,Defensive
2014-15,Virginia,12,12,41,214,12,11,18,nan,nan,5,3,nan,nan,Offense
2014-15,Virginia,0,12,32,183,10,12,10,1,1,1,1,3,nan,Defensive
2015-16,Virginia,12,12,29,153,9,8,12,2,nan,2,nan,nan,nan,Offense
2015-16,Virginia,0,12,38,208,11,13,14,3,1,nan,5,nan,nan,Defensive
2016-17,Virginia,12,12,33,208,12,16,5,3,2,nan,1,nan,nan,Offense
2016-17,Virginia,0,12,38,221,14,13,11,1,1,nan,nan,1,nan,Defensive
2017-18,Virginia,12,12,26,150,9,9,8,1,1,1,3,1,nan,Offense
2017-18,Virginia,0,12,26,160,12,9,5,3,1,1,5,1,nan,Defensive
2013-14,Virginia,12,12,33,184,14,7,12,1,1,3,2,1,nan,Offense
2013-14,Virginia,0,12,41,237,19,10,12,3,1,nan,1,nan,nan,Defensive
