Year,Team,GP,G,RZScores,RZPts,RZRushTD,RZPassTD,RZFGMade,RZEndFGA,RZEndFumble,RZEndINT,RZEndDowns,RZEndHalf,RZEndGame,OffenseDefense
2017-18,Ohio St.,0,13,28,172,10,12,6,2,nan,4,2,nan,nan,Defensive
2013-14,Ohio St.,14,14,60,391,33,20,7,nan,1,1,nan,1,nan,Offense
2013-14,Ohio St.,0,14,34,215,7,22,5,2,nan,2,4,1,nan,Defensive
2014-15,Ohio St.,15,15,63,401,31,22,10,2,1,3,5,nan,nan,Offense
2014-15,Ohio St.,0,15,38,237,19,12,7,3,nan,1,3,nan,nan,Defensive
2015-16,Ohio St.,13,13,47,289,30,7,10,3,2,1,2,2,nan,Offense
2015-16,Ohio St.,0,13,25,150,9,10,6,2,1,nan,3,nan,nan,Defensive
2016-17,Ohio St.,13,13,54,320,28,12,14,2,1,1,1,3,nan,Offense
2016-17,Ohio St.,0,13,29,146,8,7,14,3,2,nan,6,nan,nan,Defensive
2017-18,Ohio St.,13,13,59,350,24,20,15,1,2,1,1,2,nan,Offense
2017-18,Ohio St.,0,13,28,172,10,12,6,2,nan,4,2,nan,nan,Defensive
2013-14,Ohio St.,14,14,60,391,33,20,7,nan,1,1,nan,1,nan,Offense
2013-14,Ohio St.,0,14,34,215,7,22,5,2,nan,2,4,1,nan,Defensive
2014-15,Ohio St.,15,15,63,401,31,22,10,2,1,3,5,nan,nan,Offense
2014-15,Ohio St.,0,15,38,237,19,12,7,3,nan,1,3,nan,nan,Defensive
2015-16,Ohio St.,13,13,47,289,30,7,10,3,2,1,2,2,nan,Offense
2015-16,Ohio St.,0,13,25,150,9,10,6,2,1,nan,3,nan,nan,Defensive
2016-17,Ohio St.,13,13,54,320,28,12,14,2,1,1,1,3,nan,Offense
2016-17,Ohio St.,0,13,29,146,8,7,14,3,2,nan,6,nan,nan,Defensive
2017-18,Ohio St.,13,13,59,350,24,20,15,1,2,1,1,2,nan,Offense
2017-18,Ohio St.,0,13,28,172,10,12,6,2,nan,4,2,nan,nan,Defensive
2013-14,Ohio St.,14,14,60,391,33,20,7,nan,1,1,nan,1,nan,Offense
2013-14,Ohio St.,0,14,34,215,7,22,5,2,nan,2,4,1,nan,Defensive
2014-15,Ohio St.,15,15,63,401,31,22,10,2,1,3,5,nan,nan,Offense
2014-15,Ohio St.,0,15,38,237,19,12,7,3,nan,1,3,nan,nan,Defensive
2015-16,Ohio St.,13,13,47,289,30,7,10,3,2,1,2,2,nan,Offense
2015-16,Ohio St.,0,13,25,150,9,10,6,2,1,nan,3,nan,nan,Defensive
2016-17,Ohio St.,13,13,54,320,28,12,14,2,1,1,1,3,nan,Offense
2016-17,Ohio St.,0,13,29,146,8,7,14,3,2,nan,6,nan,nan,Defensive
2017-18,Ohio St.,13,13,59,350,24,20,15,1,2,1,1,2,nan,Offense
2017-18,Ohio St.,0,13,28,172,10,12,6,2,nan,4,2,nan,nan,Defensive
2013-14,Ohio,13,13,45,254,14,16,15,3,1,2,4,nan,nan,Offense
2013-14,Ohio,0,13,31,187,15,9,7,7,nan,1,3,1,nan,Defensive
2014-15,Ohio,12,12,35,196,15,8,12,3,1,1,1,1,nan,Offense
2014-15,Ohio,0,12,29,174,10,12,7,4,nan,2,1,nan,nan,Defensive
2015-16,Ohio,13,13,39,225,19,8,12,2,1,4,2,3,nan,Offense
2015-16,Ohio,0,13,36,205,13,11,12,2,2,1,nan,nan,nan,Defensive
2016-17,Ohio,14,14,49,251,14,13,22,2,2,4,3,nan,nan,Offense
2016-17,Ohio,0,14,41,230,11,16,14,3,nan,2,2,nan,nan,Defensive
2017-18,Ohio,12,12,54,350,33,14,7,nan,2,2,nan,1,nan,Offense
2017-18,Ohio,0,12,35,199,10,14,11,nan,1,nan,3,nan,nan,Defensive
2013-14,Ohio,13,13,45,254,14,16,15,3,1,2,4,nan,nan,Offense
2013-14,Ohio,0,13,31,187,15,9,7,7,nan,1,3,1,nan,Defensive
2014-15,Ohio,12,12,35,196,15,8,12,3,1,1,1,1,nan,Offense
2014-15,Ohio,0,12,29,174,10,12,7,4,nan,2,1,nan,nan,Defensive
2015-16,Ohio,13,13,39,225,19,8,12,2,1,4,2,3,nan,Offense
2015-16,Ohio,0,13,36,205,13,11,12,2,2,1,nan,nan,nan,Defensive
2016-17,Ohio,14,14,49,251,14,13,22,2,2,4,3,nan,nan,Offense
2016-17,Ohio,0,14,41,230,11,16,14,3,nan,2,2,nan,nan,Defensive
2017-18,Ohio,12,12,54,350,33,14,7,nan,2,2,nan,1,nan,Offense
2017-18,Ohio,0,12,35,199,10,14,11,nan,1,nan,3,nan,nan,Defensive
2013-14,Ohio,13,13,45,254,14,16,15,3,1,2,4,nan,nan,Offense
2013-14,Ohio,0,13,31,187,15,9,7,7,nan,1,3,1,nan,Defensive
2014-15,Ohio,12,12,35,196,15,8,12,3,1,1,1,1,nan,Offense
2014-15,Ohio,0,12,29,174,10,12,7,4,nan,2,1,nan,nan,Defensive
2015-16,Ohio,13,13,39,225,19,8,12,2,1,4,2,3,nan,Offense
2015-16,Ohio,0,13,36,205,13,11,12,2,2,1,nan,nan,nan,Defensive
2016-17,Ohio,14,14,49,251,14,13,22,2,2,4,3,nan,nan,Offense
2016-17,Ohio,0,14,41,230,11,16,14,3,nan,2,2,nan,nan,Defensive
2017-18,Ohio,12,12,54,350,33,14,7,nan,2,2,nan,1,nan,Offense
2017-18,Ohio,0,12,35,199,10,14,11,nan,1,nan,3,nan,nan,Defensive
2013-14,Ohio,13,13,45,254,14,16,15,3,1,2,4,nan,nan,Offense
2013-14,Ohio,0,13,31,187,15,9,7,7,nan,1,3,1,nan,Defensive
2014-15,Ohio,12,12,35,196,15,8,12,3,1,1,1,1,nan,Offense
2014-15,Ohio,0,12,29,174,10,12,7,4,nan,2,1,nan,nan,Defensive
2015-16,Ohio,13,13,39,225,19,8,12,2,1,4,2,3,nan,Offense
2015-16,Ohio,0,13,36,205,13,11,12,2,2,1,nan,nan,nan,Defensive
2016-17,Ohio,14,14,49,251,14,13,22,2,2,4,3,nan,nan,Offense
2016-17,Ohio,0,14,41,230,11,16,14,3,nan,2,2,nan,nan,Defensive
2017-18,Ohio,12,12,54,350,33,14,7,nan,2,2,nan,1,nan,Offense
2017-18,Ohio,0,12,35,199,10,14,11,nan,1,nan,3,nan,nan,Defensive
2013-14,Notre Dame,13,13,36,204,10,14,12,1,nan,4,2,2,nan,Offense
2013-14,Notre Dame,0,13,39,215,13,12,14,4,1,2,1,1,nan,Defensive
2014-15,Notre Dame,13,13,50,310,21,19,10,2,3,3,3,1,nan,Offense
2014-15,Notre Dame,0,13,42,265,20,15,7,3,1,2,2,nan,nan,Defensive
2015-16,Notre Dame,13,13,43,248,18,13,12,2,3,5,nan,nan,nan,Offense
2015-16,Notre Dame,0,13,33,206,15,12,6,5,nan,nan,3,nan,nan,Defensive
2016-17,Notre Dame,12,12,40,237,14,16,10,3,nan,2,3,nan,nan,Offense
2016-17,Notre Dame,0,12,34,202,19,7,8,2,nan,1,4,1,nan,Defensive
2017-18,Notre Dame,12,12,41,260,24,10,7,nan,nan,1,1,2,nan,Offense
2017-18,Notre Dame,0,12,35,196,8,15,12,3,2,nan,2,1,nan,Defensive
2013-14,Notre Dame,13,13,36,204,10,14,12,1,nan,4,2,2,nan,Offense
2013-14,Notre Dame,0,13,39,215,13,12,14,4,1,2,1,1,nan,Defensive
2014-15,Notre Dame,13,13,50,310,21,19,10,2,3,3,3,1,nan,Offense
2014-15,Notre Dame,0,13,42,265,20,15,7,3,1,2,2,nan,nan,Defensive
2015-16,Notre Dame,13,13,43,248,18,13,12,2,3,5,nan,nan,nan,Offense
2015-16,Notre Dame,0,13,33,206,15,12,6,5,nan,nan,3,nan,nan,Defensive
2016-17,Notre Dame,12,12,40,237,14,16,10,3,nan,2,3,nan,nan,Offense
2016-17,Notre Dame,0,12,34,202,19,7,8,2,nan,1,4,1,nan,Defensive
2017-18,Notre Dame,12,12,41,260,24,10,7,nan,nan,1,1,2,nan,Offense
2017-18,Notre Dame,0,12,35,196,8,15,12,3,2,nan,2,1,nan,Defensive
2013-14,Notre Dame,13,13,36,204,10,14,12,1,nan,4,2,2,nan,Offense
2013-14,Notre Dame,0,13,39,215,13,12,14,4,1,2,1,1,nan,Defensive
2014-15,Notre Dame,13,13,50,310,21,19,10,2,3,3,3,1,nan,Offense
2014-15,Notre Dame,0,13,42,265,20,15,7,3,1,2,2,nan,nan,Defensive
2015-16,Notre Dame,13,13,43,248,18,13,12,2,3,5,nan,nan,nan,Offense
2015-16,Notre Dame,0,13,33,206,15,12,6,5,nan,nan,3,nan,nan,Defensive
2016-17,Notre Dame,12,12,40,237,14,16,10,3,nan,2,3,nan,nan,Offense
2016-17,Notre Dame,0,12,34,202,19,7,8,2,nan,1,4,1,nan,Defensive
2017-18,Notre Dame,12,12,41,260,24,10,7,nan,nan,1,1,2,nan,Offense
2017-18,Notre Dame,0,12,35,196,8,15,12,3,2,nan,2,1,nan,Defensive
2013-14,Notre Dame,13,13,36,204,10,14,12,1,nan,4,2,2,nan,Offense
2013-14,Notre Dame,0,13,39,215,13,12,14,4,1,2,1,1,nan,Defensive
2014-15,Notre Dame,13,13,50,310,21,19,10,2,3,3,3,1,nan,Offense
2014-15,Notre Dame,0,13,42,265,20,15,7,3,1,2,2,nan,nan,Defensive
2015-16,Notre Dame,13,13,43,248,18,13,12,2,3,5,nan,nan,nan,Offense
2015-16,Notre Dame,0,13,33,206,15,12,6,5,nan,nan,3,nan,nan,Defensive
2016-17,Notre Dame,12,12,40,237,14,16,10,3,nan,2,3,nan,nan,Offense
2016-17,Notre Dame,0,12,34,202,19,7,8,2,nan,1,4,1,nan,Defensive
2017-18,Notre Dame,12,12,41,260,24,10,7,nan,nan,1,1,2,nan,Offense
2017-18,Notre Dame,0,12,35,196,8,15,12,3,2,nan,2,1,nan,Defensive
2013-14,Northwestern,12,12,44,228,13,11,20,1,nan,nan,1,nan,nan,Offense
2013-14,Northwestern,0,12,38,213,13,12,13,2,1,nan,2,1,nan,Defensive
2014-15,Northwestern,12,12,35,201,17,7,11,2,1,1,4,nan,nan,Offense
2014-15,Northwestern,0,12,37,221,16,12,9,4,2,3,2,nan,nan,Defensive
2015-16,Northwestern,13,13,33,161,13,3,17,2,nan,1,1,3,nan,Offense
2015-16,Northwestern,0,13,29,170,20,1,8,3,1,2,1,1,nan,Defensive
2016-17,Northwestern,13,13,31,187,14,10,7,3,2,2,4,nan,nan,Offense
2016-17,Northwestern,0,13,41,226,18,9,14,4,3,3,4,1,nan,Defensive
2017-18,Northwestern,12,12,49,300,25,14,10,1,nan,2,1,1,nan,Offense
2017-18,Northwestern,0,12,27,160,8,12,7,3,1,2,5,nan,nan,Defensive
2013-14,Northwestern,12,12,44,228,13,11,20,1,nan,nan,1,nan,nan,Offense
2013-14,Northwestern,0,12,38,213,13,12,13,2,1,nan,2,1,nan,Defensive
2014-15,Northwestern,12,12,35,201,17,7,11,2,1,1,4,nan,nan,Offense
2014-15,Northwestern,0,12,37,221,16,12,9,4,2,3,2,nan,nan,Defensive
2015-16,Northwestern,13,13,33,161,13,3,17,2,nan,1,1,3,nan,Offense
2015-16,Northwestern,0,13,29,170,20,1,8,3,1,2,1,1,nan,Defensive
2016-17,Northwestern,13,13,31,187,14,10,7,3,2,2,4,nan,nan,Offense
2016-17,Northwestern,0,13,41,226,18,9,14,4,3,3,4,1,nan,Defensive
2017-18,Northwestern,12,12,49,300,25,14,10,1,nan,2,1,1,nan,Offense
2017-18,Northwestern,0,12,27,160,8,12,7,3,1,2,5,nan,nan,Defensive
2013-14,Northwestern,12,12,44,228,13,11,20,1,nan,nan,1,nan,nan,Offense
2013-14,Northwestern,0,12,38,213,13,12,13,2,1,nan,2,1,nan,Defensive
2014-15,Northwestern,12,12,35,201,17,7,11,2,1,1,4,nan,nan,Offense
2014-15,Northwestern,0,12,37,221,16,12,9,4,2,3,2,nan,nan,Defensive
2015-16,Northwestern,13,13,33,161,13,3,17,2,nan,1,1,3,nan,Offense
2015-16,Northwestern,0,13,29,170,20,1,8,3,1,2,1,1,nan,Defensive
2016-17,Northwestern,13,13,31,187,14,10,7,3,2,2,4,nan,nan,Offense
2016-17,Northwestern,0,13,41,226,18,9,14,4,3,3,4,1,nan,Defensive
2017-18,Northwestern,12,12,49,300,25,14,10,1,nan,2,1,1,nan,Offense
2017-18,Northwestern,0,12,27,160,8,12,7,3,1,2,5,nan,nan,Defensive
2013-14,Northwestern,12,12,44,228,13,11,20,1,nan,nan,1,nan,nan,Offense
2013-14,Northwestern,0,12,38,213,13,12,13,2,1,nan,2,1,nan,Defensive
2014-15,Northwestern,12,12,35,201,17,7,11,2,1,1,4,nan,nan,Offense
2014-15,Northwestern,0,12,37,221,16,12,9,4,2,3,2,nan,nan,Defensive
2015-16,Northwestern,13,13,33,161,13,3,17,2,nan,1,1,3,nan,Offense
2015-16,Northwestern,0,13,29,170,20,1,8,3,1,2,1,1,nan,Defensive
2016-17,Northwestern,13,13,31,187,14,10,7,3,2,2,4,nan,nan,Offense
2016-17,Northwestern,0,13,41,226,18,9,14,4,3,3,4,1,nan,Defensive
2017-18,Northwestern,12,12,49,300,25,14,10,1,nan,2,1,1,nan,Offense
2017-18,Northwestern,0,12,27,160,8,12,7,3,1,2,5,nan,nan,Defensive
2013-14,Northern Ill.,14,14,63,384,31,18,14,5,1,2,2,1,nan,Offense
2013-14,Northern Ill.,0,14,36,213,13,14,9,2,nan,4,1,nan,nan,Defensive
2014-15,Northern Ill.,14,14,56,335,31,11,14,9,1,nan,nan,2,nan,Offense
2014-15,Northern Ill.,0,14,43,257,23,9,11,2,1,1,1,nan,nan,Defensive
2015-16,Northern Ill.,14,14,42,258,22,12,8,1,2,nan,2,1,nan,Offense
2015-16,Northern Ill.,0,14,43,219,12,11,20,2,nan,3,3,1,nan,Defensive
2016-17,Northern Ill.,12,12,41,250,20,12,9,2,2,2,3,nan,nan,Offense
2016-17,Northern Ill.,0,12,37,230,16,14,7,5,1,3,2,1,nan,Defensive
2017-18,Northern Ill.,12,12,36,219,14,14,8,1,1,3,1,2,nan,Offense
2017-18,Northern Ill.,0,12,34,174,10,8,16,4,1,2,1,nan,nan,Defensive
2011-12,Oregon,1,1,3,19,nan,2,1,nan,nan,1,1,nan,nan,Offense
2011-12,Oregon,0,1,2,6,nan,nan,2,nan,nan,nan,1,nan,nan,Defensive
2013-14,Oregon,13,13,58,366,28,21,9,3,2,2,7,2,nan,Offense
2013-14,Oregon,0,13,37,209,13,12,12,1,1,4,3,nan,nan,Defensive
2014-15,Oregon,15,15,69,416,31,21,17,3,nan,1,5,2,nan,Offense
2014-15,Oregon,0,15,50,297,20,17,13,1,2,1,4,1,nan,Defensive
2015-16,Oregon,13,13,60,357,28,17,15,1,nan,4,3,2,nan,Offense
2015-16,Oregon,0,13,60,364,19,27,14,2,1,1,1,1,nan,Defensive
2016-17,Oregon,12,12,42,268,22,14,6,3,1,2,3,nan,nan,Offense
2016-17,Oregon,0,12,58,379,31,21,6,2,3,1,1,nan,nan,Defensive
2017-18,Oregon,12,12,49,319,33,10,6,2,2,nan,nan,2,nan,Offense
2017-18,Oregon,0,12,35,201,13,11,11,1,nan,1,2,nan,nan,Defensive
2013-14,Ole Miss,13,13,34,197,16,8,10,5,2,1,4,nan,nan,Offense
2013-14,Ole Miss,0,13,40,242,25,6,9,2,2,2,1,nan,nan,Defensive
2014-15,Ole Miss,13,13,29,178,14,9,6,3,2,4,3,nan,nan,Offense
2014-15,Ole Miss,0,13,25,130,9,5,11,3,2,2,2,nan,nan,Defensive
2015-16,Ole Miss,13,13,52,304,21,16,15,4,nan,1,3,2,nan,Offense
2015-16,Ole Miss,0,13,42,224,9,16,17,4,nan,1,3,nan,nan,Defensive
2016-17,Ole Miss,12,12,48,266,13,18,17,nan,2,1,3,3,nan,Offense
2016-17,Ole Miss,0,12,45,273,25,10,10,1,1,nan,1,nan,nan,Defensive
2017-18,Ole Miss,12,12,41,220,12,12,17,1,nan,nan,1,nan,nan,Offense
2017-18,Ole Miss,0,12,51,299,24,13,14,3,1,1,nan,1,nan,Defensive
2013-14,Ole Miss,13,13,34,197,16,8,10,5,2,1,4,nan,nan,Offense
2013-14,Ole Miss,0,13,40,242,25,6,9,2,2,2,1,nan,nan,Defensive
2014-15,Ole Miss,13,13,29,178,14,9,6,3,2,4,3,nan,nan,Offense
2014-15,Ole Miss,0,13,25,130,9,5,11,3,2,2,2,nan,nan,Defensive
2015-16,Ole Miss,13,13,52,304,21,16,15,4,nan,1,3,2,nan,Offense
2015-16,Ole Miss,0,13,42,224,9,16,17,4,nan,1,3,nan,nan,Defensive
2016-17,Ole Miss,12,12,48,266,13,18,17,nan,2,1,3,3,nan,Offense
2016-17,Ole Miss,0,12,45,273,25,10,10,1,1,nan,1,nan,nan,Defensive
2017-18,Ole Miss,12,12,41,220,12,12,17,1,nan,nan,1,nan,nan,Offense
2017-18,Ole Miss,0,12,51,299,24,13,14,3,1,1,nan,1,nan,Defensive
2013-14,Ole Miss,13,13,34,197,16,8,10,5,2,1,4,nan,nan,Offense
2013-14,Ole Miss,0,13,40,242,25,6,9,2,2,2,1,nan,nan,Defensive
2014-15,Ole Miss,13,13,29,178,14,9,6,3,2,4,3,nan,nan,Offense
2014-15,Ole Miss,0,13,25,130,9,5,11,3,2,2,2,nan,nan,Defensive
2015-16,Ole Miss,13,13,52,304,21,16,15,4,nan,1,3,2,nan,Offense
2015-16,Ole Miss,0,13,42,224,9,16,17,4,nan,1,3,nan,nan,Defensive
2016-17,Ole Miss,12,12,48,266,13,18,17,nan,2,1,3,3,nan,Offense
2016-17,Ole Miss,0,12,45,273,25,10,10,1,1,nan,1,nan,nan,Defensive
2017-18,Ole Miss,12,12,41,220,12,12,17,1,nan,nan,1,nan,nan,Offense
2017-18,Ole Miss,0,12,51,299,24,13,14,3,1,1,nan,1,nan,Defensive
2013-14,Oklahoma St.,13,13,56,359,32,16,8,4,nan,1,2,1,nan,Offense
2013-14,Oklahoma St.,0,13,32,176,10,10,12,4,2,1,5,1,nan,Defensive
2014-15,Oklahoma St.,13,13,38,198,16,5,17,3,nan,1,nan,nan,nan,Offense
2014-15,Oklahoma St.,0,13,41,235,16,12,13,3,nan,2,1,1,nan,Defensive
2015-16,Oklahoma St.,13,13,55,321,20,20,15,3,nan,nan,2,nan,nan,Offense
2015-16,Oklahoma St.,0,13,38,232,19,11,8,2,1,1,3,nan,nan,Defensive
2016-17,Oklahoma St.,13,13,61,354,29,14,18,1,2,1,2,2,nan,Offense
2016-17,Oklahoma St.,0,13,36,217,16,12,8,2,1,1,6,2,nan,Defensive
2017-18,Oklahoma St.,12,12,62,372,29,18,15,5,1,2,nan,nan,nan,Offense
2017-18,Oklahoma St.,0,12,36,201,15,8,13,1,1,4,1,nan,nan,Defensive
2013-14,Ole Miss,13,13,34,197,16,8,10,5,2,1,4,nan,nan,Offense
2013-14,Ole Miss,0,13,40,242,25,6,9,2,2,2,1,nan,nan,Defensive
2014-15,Ole Miss,13,13,29,178,14,9,6,3,2,4,3,nan,nan,Offense
2014-15,Ole Miss,0,13,25,130,9,5,11,3,2,2,2,nan,nan,Defensive
2015-16,Ole Miss,13,13,52,304,21,16,15,4,nan,1,3,2,nan,Offense
2015-16,Ole Miss,0,13,42,224,9,16,17,4,nan,1,3,nan,nan,Defensive
2016-17,Ole Miss,12,12,48,266,13,18,17,nan,2,1,3,3,nan,Offense
2016-17,Ole Miss,0,12,45,273,25,10,10,1,1,nan,1,nan,nan,Defensive
2017-18,Ole Miss,12,12,41,220,12,12,17,1,nan,nan,1,nan,nan,Offense
2017-18,Ole Miss,0,12,51,299,24,13,14,3,1,1,nan,1,nan,Defensive
2013-14,Old Dominion,12,12,59,368,27,21,11,3,1,3,2,nan,nan,Offense
2013-14,Old Dominion,0,12,38,241,21,11,6,4,nan,1,4,1,nan,Defensive
2014-15,Old Dominion,11,11,35,225,17,14,4,2,nan,2,2,nan,nan,Offense
2014-15,Old Dominion,0,11,44,285,23,15,6,1,5,1,nan,2,nan,Defensive
2015-16,Old Dominion,12,12,29,171,9,12,8,5,3,1,4,1,nan,Offense
2015-16,Old Dominion,0,12,50,291,23,13,14,2,4,1,4,2,nan,Defensive
2016-17,Old Dominion,13,13,46,271,18,16,12,1,nan,1,5,1,nan,Offense
2016-17,Old Dominion,0,13,45,291,24,15,6,1,nan,2,3,nan,nan,Defensive
2017-18,Old Dominion,12,12,30,162,12,6,12,1,1,1,1,1,nan,Offense
2017-18,Old Dominion,0,12,40,257,25,9,6,3,nan,1,2,2,nan,Defensive
2013-14,Old Dominion,12,12,59,368,27,21,11,3,1,3,2,nan,nan,Offense
2013-14,Old Dominion,0,12,38,241,21,11,6,4,nan,1,4,1,nan,Defensive
2014-15,Old Dominion,11,11,35,225,17,14,4,2,nan,2,2,nan,nan,Offense
2014-15,Old Dominion,0,11,44,285,23,15,6,1,5,1,nan,2,nan,Defensive
2015-16,Old Dominion,12,12,29,171,9,12,8,5,3,1,4,1,nan,Offense
2015-16,Old Dominion,0,12,50,291,23,13,14,2,4,1,4,2,nan,Defensive
2016-17,Old Dominion,13,13,46,271,18,16,12,1,nan,1,5,1,nan,Offense
2016-17,Old Dominion,0,13,45,291,24,15,6,1,nan,2,3,nan,nan,Defensive
2017-18,Old Dominion,12,12,30,162,12,6,12,1,1,1,1,1,nan,Offense
2017-18,Old Dominion,0,12,40,257,25,9,6,3,nan,1,2,2,nan,Defensive
2013-14,Old Dominion,12,12,59,368,27,21,11,3,1,3,2,nan,nan,Offense
2013-14,Old Dominion,0,12,38,241,21,11,6,4,nan,1,4,1,nan,Defensive
2014-15,Old Dominion,11,11,35,225,17,14,4,2,nan,2,2,nan,nan,Offense
2014-15,Old Dominion,0,11,44,285,23,15,6,1,5,1,nan,2,nan,Defensive
2015-16,Old Dominion,12,12,29,171,9,12,8,5,3,1,4,1,nan,Offense
2015-16,Old Dominion,0,12,50,291,23,13,14,2,4,1,4,2,nan,Defensive
2016-17,Old Dominion,13,13,46,271,18,16,12,1,nan,1,5,1,nan,Offense
2016-17,Old Dominion,0,13,45,291,24,15,6,1,nan,2,3,nan,nan,Defensive
2017-18,Old Dominion,12,12,30,162,12,6,12,1,1,1,1,1,nan,Offense
2017-18,Old Dominion,0,12,40,257,25,9,6,3,nan,1,2,2,nan,Defensive
2013-14,Old Dominion,12,12,59,368,27,21,11,3,1,3,2,nan,nan,Offense
2013-14,Old Dominion,0,12,38,241,21,11,6,4,nan,1,4,1,nan,Defensive
2014-15,Old Dominion,11,11,35,225,17,14,4,2,nan,2,2,nan,nan,Offense
2014-15,Old Dominion,0,11,44,285,23,15,6,1,5,1,nan,2,nan,Defensive
2015-16,Old Dominion,12,12,29,171,9,12,8,5,3,1,4,1,nan,Offense
2015-16,Old Dominion,0,12,50,291,23,13,14,2,4,1,4,2,nan,Defensive
2016-17,Old Dominion,13,13,46,271,18,16,12,1,nan,1,5,1,nan,Offense
2016-17,Old Dominion,0,13,45,291,24,15,6,1,nan,2,3,nan,nan,Defensive
2017-18,Old Dominion,12,12,30,162,12,6,12,1,1,1,1,1,nan,Offense
2017-18,Old Dominion,0,12,40,257,25,9,6,3,nan,1,2,2,nan,Defensive
2013-14,Oklahoma St.,13,13,56,359,32,16,8,4,nan,1,2,1,nan,Offense
2013-14,Oklahoma St.,0,13,32,176,10,10,12,4,2,1,5,1,nan,Defensive
2014-15,Oklahoma St.,13,13,38,198,16,5,17,3,nan,1,nan,nan,nan,Offense
2014-15,Oklahoma St.,0,13,41,235,16,12,13,3,nan,2,1,1,nan,Defensive
2015-16,Oklahoma St.,13,13,55,321,20,20,15,3,nan,nan,2,nan,nan,Offense
2015-16,Oklahoma St.,0,13,38,232,19,11,8,2,1,1,3,nan,nan,Defensive
2016-17,Oklahoma St.,13,13,61,354,29,14,18,1,2,1,2,2,nan,Offense
2016-17,Oklahoma St.,0,13,36,217,16,12,8,2,1,1,6,2,nan,Defensive
2017-18,Oklahoma St.,12,12,62,372,29,18,15,5,1,2,nan,nan,nan,Offense
2017-18,Oklahoma St.,0,12,36,201,15,8,13,1,1,4,1,nan,nan,Defensive
2013-14,Oklahoma St.,13,13,56,359,32,16,8,4,nan,1,2,1,nan,Offense
2013-14,Oklahoma St.,0,13,32,176,10,10,12,4,2,1,5,1,nan,Defensive
2014-15,Oklahoma St.,13,13,38,198,16,5,17,3,nan,1,nan,nan,nan,Offense
2014-15,Oklahoma St.,0,13,41,235,16,12,13,3,nan,2,1,1,nan,Defensive
2015-16,Oklahoma St.,13,13,55,321,20,20,15,3,nan,nan,2,nan,nan,Offense
2015-16,Oklahoma St.,0,13,38,232,19,11,8,2,1,1,3,nan,nan,Defensive
2016-17,Oklahoma St.,13,13,61,354,29,14,18,1,2,1,2,2,nan,Offense
2016-17,Oklahoma St.,0,13,36,217,16,12,8,2,1,1,6,2,nan,Defensive
2017-18,Oklahoma St.,12,12,62,372,29,18,15,5,1,2,nan,nan,nan,Offense
2017-18,Oklahoma St.,0,12,36,201,15,8,13,1,1,4,1,nan,nan,Defensive
2013-14,Oklahoma St.,13,13,56,359,32,16,8,4,nan,1,2,1,nan,Offense
2013-14,Oklahoma St.,0,13,32,176,10,10,12,4,2,1,5,1,nan,Defensive
2014-15,Oklahoma St.,13,13,38,198,16,5,17,3,nan,1,nan,nan,nan,Offense
2014-15,Oklahoma St.,0,13,41,235,16,12,13,3,nan,2,1,1,nan,Defensive
2015-16,Oklahoma St.,13,13,55,321,20,20,15,3,nan,nan,2,nan,nan,Offense
2015-16,Oklahoma St.,0,13,38,232,19,11,8,2,1,1,3,nan,nan,Defensive
2016-17,Oklahoma St.,13,13,61,354,29,14,18,1,2,1,2,2,nan,Offense
2016-17,Oklahoma St.,0,13,36,217,16,12,8,2,1,1,6,2,nan,Defensive
2017-18,Oklahoma St.,12,12,62,372,29,18,15,5,1,2,nan,nan,nan,Offense
2017-18,Oklahoma St.,0,12,36,201,15,8,13,1,1,4,1,nan,nan,Defensive
2013-14,Oklahoma,13,13,48,259,13,16,19,1,nan,1,2,3,nan,Offense
2013-14,Oklahoma,0,13,30,167,14,6,10,1,1,nan,2,1,nan,Defensive
2014-15,Oklahoma,13,13,48,310,29,13,6,3,1,4,2,nan,nan,Offense
2014-15,Oklahoma,0,13,32,174,15,5,12,2,1,2,2,nan,nan,Defensive
2015-16,Oklahoma,13,13,61,367,24,22,15,2,2,2,1,1,nan,Offense
2015-16,Oklahoma,0,13,34,192,13,10,11,3,nan,2,3,1,nan,Defensive
2016-17,Oklahoma,13,13,52,321,24,17,11,1,1,nan,2,3,nan,Offense
2016-17,Oklahoma,0,13,36,195,11,11,14,nan,3,4,1,2,nan,Defensive
2017-18,Oklahoma,13,13,59,366,25,22,12,1,1,2,2,nan,nan,Offense
2017-18,Oklahoma,0,13,40,226,16,11,13,2,2,1,1,nan,nan,Defensive
2013-14,Oklahoma,13,13,48,259,13,16,19,1,nan,1,2,3,nan,Offense
2013-14,Oklahoma,0,13,30,167,14,6,10,1,1,nan,2,1,nan,Defensive
2014-15,Oklahoma,13,13,48,310,29,13,6,3,1,4,2,nan,nan,Offense
2014-15,Oklahoma,0,13,32,174,15,5,12,2,1,2,2,nan,nan,Defensive
2015-16,Oklahoma,13,13,61,367,24,22,15,2,2,2,1,1,nan,Offense
2015-16,Oklahoma,0,13,34,192,13,10,11,3,nan,2,3,1,nan,Defensive
2016-17,Oklahoma,13,13,52,321,24,17,11,1,1,nan,2,3,nan,Offense
2016-17,Oklahoma,0,13,36,195,11,11,14,nan,3,4,1,2,nan,Defensive
2017-18,Oklahoma,13,13,59,366,25,22,12,1,1,2,2,nan,nan,Offense
