Year,Team,GP,G,FGM,FGA,FGBlocksAllowed,FGM1-19,FGA1-19,FGM20-29,FGA20-29,FGM30-39,FGA30-39,FGM40-49,FGA40-49,FGM50-59,FGA50-59,FGM60+,FGA60+,LongFGM,OffenseDefense
2017-18,North Texas,13,13,19,21,1,1,1,7,7,2,2,9,11,nan,nan,nan,nan,nan,Offense
2017-18,North Texas,0,13,15,18,nan,nan,nan,5,5,5,6,5,6,0,1,nan,nan,nan,Defensive
2013-14,North Texas,13,13,10,16,1,1,1,5,5,1,3,3,6,0,1,nan,nan,nan,Offense
2013-14,North Texas,0,13,7,21,2,nan,nan,4,5,2,5,1,4,0,7,nan,nan,nan,Defensive
2014-15,North Texas,12,12,15,17,nan,1,1,6,6,4,5,4,5,nan,nan,nan,nan,nan,Offense
2014-15,North Texas,0,12,8,10,nan,nan,nan,4,4,3,4,1,2,nan,nan,nan,nan,nan,Defensive
2015-16,North Texas,12,12,9,14,nan,nan,nan,5,6,4,4,0,3,0,1,nan,nan,nan,Offense
2015-16,North Texas,0,12,12,15,nan,nan,nan,4,6,5,5,3,4,nan,nan,nan,nan,nan,Defensive
2016-17,North Texas,13,13,9,13,nan,1,1,3,3,3,3,1,5,1,1,nan,nan,nan,Offense
2016-17,North Texas,0,13,14,20,nan,nan,nan,6,7,5,6,3,7,nan,nan,nan,nan,nan,Defensive
2017-18,North Texas,13,13,19,21,1,1,1,7,7,2,2,9,11,nan,nan,nan,nan,nan,Offense
2017-18,North Texas,0,13,15,18,nan,nan,nan,5,5,5,6,5,6,0,1,nan,nan,nan,Defensive
2013-14,North Texas,13,13,10,16,1,1,1,5,5,1,3,3,6,0,1,nan,nan,nan,Offense
2013-14,North Texas,0,13,7,21,2,nan,nan,4,5,2,5,1,4,0,7,nan,nan,nan,Defensive
2014-15,North Texas,12,12,15,17,nan,1,1,6,6,4,5,4,5,nan,nan,nan,nan,nan,Offense
2014-15,North Texas,0,12,8,10,nan,nan,nan,4,4,3,4,1,2,nan,nan,nan,nan,nan,Defensive
2015-16,North Texas,12,12,9,14,nan,nan,nan,5,6,4,4,0,3,0,1,nan,nan,nan,Offense
2015-16,North Texas,0,12,12,15,nan,nan,nan,4,6,5,5,3,4,nan,nan,nan,nan,nan,Defensive
2016-17,North Texas,13,13,9,13,nan,1,1,3,3,3,3,1,5,1,1,nan,nan,nan,Offense
2016-17,North Texas,0,13,14,20,nan,nan,nan,6,7,5,6,3,7,nan,nan,nan,nan,nan,Defensive
2017-18,North Texas,13,13,19,21,1,1,1,7,7,2,2,9,11,nan,nan,nan,nan,nan,Offense
2017-18,North Texas,0,13,15,18,nan,nan,nan,5,5,5,6,5,6,0,1,nan,nan,nan,Defensive
2013-14,North Texas,13,13,10,16,1,1,1,5,5,1,3,3,6,0,1,nan,nan,nan,Offense
2013-14,North Texas,0,13,7,21,2,nan,nan,4,5,2,5,1,4,0,7,nan,nan,nan,Defensive
2014-15,North Texas,12,12,15,17,nan,1,1,6,6,4,5,4,5,nan,nan,nan,nan,nan,Offense
2014-15,North Texas,0,12,8,10,nan,nan,nan,4,4,3,4,1,2,nan,nan,nan,nan,nan,Defensive
2015-16,North Texas,12,12,9,14,nan,nan,nan,5,6,4,4,0,3,0,1,nan,nan,nan,Offense
2015-16,North Texas,0,12,12,15,nan,nan,nan,4,6,5,5,3,4,nan,nan,nan,nan,nan,Defensive
2016-17,North Texas,13,13,9,13,nan,1,1,3,3,3,3,1,5,1,1,nan,nan,nan,Offense
2016-17,North Texas,0,13,14,20,nan,nan,nan,6,7,5,6,3,7,nan,nan,nan,nan,nan,Defensive
2017-18,North Texas,13,13,19,21,1,1,1,7,7,2,2,9,11,nan,nan,nan,nan,nan,Offense
2017-18,North Texas,0,13,15,18,nan,nan,nan,5,5,5,6,5,6,0,1,nan,nan,nan,Defensive
2013-14,North Carolina,13,13,14,19,1,nan,nan,7,7,6,7,1,5,nan,nan,nan,nan,nan,Offense
2013-14,North Carolina,0,13,18,21,nan,nan,nan,9,9,6,6,3,5,0,1,nan,nan,nan,Defensive
2014-15,North Carolina,13,13,6,13,1,1,1,4,4,1,5,0,3,nan,nan,nan,nan,nan,Offense
2014-15,North Carolina,0,13,12,17,2,1,1,4,4,4,4,3,7,0,1,nan,nan,nan,Defensive
2015-16,North Carolina,14,14,20,23,nan,nan,nan,5,5,11,12,4,6,nan,nan,nan,nan,nan,Offense
2015-16,North Carolina,0,14,12,22,1,nan,nan,6,6,4,6,2,6,0,4,nan,nan,nan,Defensive
2016-17,North Carolina,13,13,15,21,1,nan,nan,3,3,5,8,4,5,3,5,nan,nan,nan,Offense
2016-17,North Carolina,0,13,13,24,3,nan,nan,5,7,2,6,5,9,1,2,nan,nan,nan,Defensive
2017-18,North Carolina,12,12,9,14,nan,nan,nan,2,2,4,5,2,5,1,2,nan,nan,nan,Offense
2017-18,North Carolina,0,12,14,20,2,1,1,9,11,2,2,2,5,0,1,nan,nan,nan,Defensive
2013-14,North Carolina,13,13,14,19,1,nan,nan,7,7,6,7,1,5,nan,nan,nan,nan,nan,Offense
2013-14,North Carolina,0,13,18,21,nan,nan,nan,9,9,6,6,3,5,0,1,nan,nan,nan,Defensive
2014-15,North Carolina,13,13,6,13,1,1,1,4,4,1,5,0,3,nan,nan,nan,nan,nan,Offense
2014-15,North Carolina,0,13,12,17,2,1,1,4,4,4,4,3,7,0,1,nan,nan,nan,Defensive
2015-16,North Carolina,14,14,20,23,nan,nan,nan,5,5,11,12,4,6,nan,nan,nan,nan,nan,Offense
2015-16,North Carolina,0,14,12,22,1,nan,nan,6,6,4,6,2,6,0,4,nan,nan,nan,Defensive
2016-17,North Carolina,13,13,15,21,1,nan,nan,3,3,5,8,4,5,3,5,nan,nan,nan,Offense
2016-17,North Carolina,0,13,13,24,3,nan,nan,5,7,2,6,5,9,1,2,nan,nan,nan,Defensive
2017-18,North Carolina,12,12,9,14,nan,nan,nan,2,2,4,5,2,5,1,2,nan,nan,nan,Offense
2017-18,North Carolina,0,12,14,20,2,1,1,9,11,2,2,2,5,0,1,nan,nan,nan,Defensive
2013-14,North Carolina,13,13,14,19,1,nan,nan,7,7,6,7,1,5,nan,nan,nan,nan,nan,Offense
2013-14,North Carolina,0,13,18,21,nan,nan,nan,9,9,6,6,3,5,0,1,nan,nan,nan,Defensive
2014-15,North Carolina,13,13,6,13,1,1,1,4,4,1,5,0,3,nan,nan,nan,nan,nan,Offense
2014-15,North Carolina,0,13,12,17,2,1,1,4,4,4,4,3,7,0,1,nan,nan,nan,Defensive
2015-16,North Carolina,14,14,20,23,nan,nan,nan,5,5,11,12,4,6,nan,nan,nan,nan,nan,Offense
2015-16,North Carolina,0,14,12,22,1,nan,nan,6,6,4,6,2,6,0,4,nan,nan,nan,Defensive
2016-17,North Carolina,13,13,15,21,1,nan,nan,3,3,5,8,4,5,3,5,nan,nan,nan,Offense
2016-17,North Carolina,0,13,13,24,3,nan,nan,5,7,2,6,5,9,1,2,nan,nan,nan,Defensive
2017-18,North Carolina,12,12,9,14,nan,nan,nan,2,2,4,5,2,5,1,2,nan,nan,nan,Offense
2017-18,North Carolina,0,12,14,20,2,1,1,9,11,2,2,2,5,0,1,nan,nan,nan,Defensive
2013-14,North Carolina,13,13,14,19,1,nan,nan,7,7,6,7,1,5,nan,nan,nan,nan,nan,Offense
2013-14,North Carolina,0,13,18,21,nan,nan,nan,9,9,6,6,3,5,0,1,nan,nan,nan,Defensive
2014-15,North Carolina,13,13,6,13,1,1,1,4,4,1,5,0,3,nan,nan,nan,nan,nan,Offense
2014-15,North Carolina,0,13,12,17,2,1,1,4,4,4,4,3,7,0,1,nan,nan,nan,Defensive
2015-16,North Carolina,14,14,20,23,nan,nan,nan,5,5,11,12,4,6,nan,nan,nan,nan,nan,Offense
2015-16,North Carolina,0,14,12,22,1,nan,nan,6,6,4,6,2,6,0,4,nan,nan,nan,Defensive
2016-17,North Carolina,13,13,15,21,1,nan,nan,3,3,5,8,4,5,3,5,nan,nan,nan,Offense
2016-17,North Carolina,0,13,13,24,3,nan,nan,5,7,2,6,5,9,1,2,nan,nan,nan,Defensive
2017-18,North Carolina,12,12,9,14,nan,nan,nan,2,2,4,5,2,5,1,2,nan,nan,nan,Offense
2017-18,North Carolina,0,12,14,20,2,1,1,9,11,2,2,2,5,0,1,nan,nan,nan,Defensive
2013-14,New Mexico St.,12,12,10,12,2,1,1,2,2,5,5,2,4,nan,nan,nan,nan,nan,Offense
2013-14,New Mexico St.,0,12,13,15,1,nan,nan,7,7,3,4,1,2,2,2,nan,nan,nan,Defensive
2014-15,New Mexico St.,12,12,7,12,nan,nan,nan,4,4,2,4,1,3,0,1,nan,nan,nan,Offense
2014-15,New Mexico St.,0,12,15,19,nan,1,1,7,7,5,5,2,6,nan,nan,nan,nan,nan,Defensive
2015-16,New Mexico St.,12,12,10,17,nan,nan,nan,3,3,4,6,3,8,nan,nan,nan,nan,nan,Offense
2015-16,New Mexico St.,0,12,13,21,1,1,1,3,5,6,9,3,6,nan,nan,nan,nan,nan,Defensive
2016-17,New Mexico St.,12,12,15,19,nan,1,1,2,3,8,10,4,5,nan,nan,nan,nan,nan,Offense
2016-17,New Mexico St.,0,12,16,20,nan,nan,nan,8,9,5,6,3,4,0,1,nan,nan,nan,Defensive
2017-18,New Mexico St.,12,12,11,15,2,1,1,4,5,6,8,0,1,nan,nan,nan,nan,nan,Offense
2017-18,New Mexico St.,0,12,11,17,nan,nan,nan,5,6,3,5,2,4,1,2,nan,nan,nan,Defensive
2013-14,New Mexico St.,12,12,10,12,2,1,1,2,2,5,5,2,4,nan,nan,nan,nan,nan,Offense
2013-14,New Mexico St.,0,12,13,15,1,nan,nan,7,7,3,4,1,2,2,2,nan,nan,nan,Defensive
2014-15,New Mexico St.,12,12,7,12,nan,nan,nan,4,4,2,4,1,3,0,1,nan,nan,nan,Offense
2014-15,New Mexico St.,0,12,15,19,nan,1,1,7,7,5,5,2,6,nan,nan,nan,nan,nan,Defensive
2015-16,New Mexico St.,12,12,10,17,nan,nan,nan,3,3,4,6,3,8,nan,nan,nan,nan,nan,Offense
2015-16,New Mexico St.,0,12,13,21,1,1,1,3,5,6,9,3,6,nan,nan,nan,nan,nan,Defensive
2016-17,New Mexico St.,12,12,15,19,nan,1,1,2,3,8,10,4,5,nan,nan,nan,nan,nan,Offense
2016-17,New Mexico St.,0,12,16,20,nan,nan,nan,8,9,5,6,3,4,0,1,nan,nan,nan,Defensive
2017-18,New Mexico St.,12,12,11,15,2,1,1,4,5,6,8,0,1,nan,nan,nan,nan,nan,Offense
2017-18,New Mexico St.,0,12,11,17,nan,nan,nan,5,6,3,5,2,4,1,2,nan,nan,nan,Defensive
2013-14,New Mexico St.,12,12,10,12,2,1,1,2,2,5,5,2,4,nan,nan,nan,nan,nan,Offense
2013-14,New Mexico St.,0,12,13,15,1,nan,nan,7,7,3,4,1,2,2,2,nan,nan,nan,Defensive
2014-15,New Mexico St.,12,12,7,12,nan,nan,nan,4,4,2,4,1,3,0,1,nan,nan,nan,Offense
2014-15,New Mexico St.,0,12,15,19,nan,1,1,7,7,5,5,2,6,nan,nan,nan,nan,nan,Defensive
2015-16,New Mexico St.,12,12,10,17,nan,nan,nan,3,3,4,6,3,8,nan,nan,nan,nan,nan,Offense
2015-16,New Mexico St.,0,12,13,21,1,1,1,3,5,6,9,3,6,nan,nan,nan,nan,nan,Defensive
2016-17,New Mexico St.,12,12,15,19,nan,1,1,2,3,8,10,4,5,nan,nan,nan,nan,nan,Offense
2016-17,New Mexico St.,0,12,16,20,nan,nan,nan,8,9,5,6,3,4,0,1,nan,nan,nan,Defensive
2017-18,New Mexico St.,12,12,11,15,2,1,1,4,5,6,8,0,1,nan,nan,nan,nan,nan,Offense
2017-18,New Mexico St.,0,12,11,17,nan,nan,nan,5,6,3,5,2,4,1,2,nan,nan,nan,Defensive
2013-14,New Mexico St.,12,12,10,12,2,1,1,2,2,5,5,2,4,nan,nan,nan,nan,nan,Offense
2013-14,New Mexico St.,0,12,13,15,1,nan,nan,7,7,3,4,1,2,2,2,nan,nan,nan,Defensive
2014-15,New Mexico St.,12,12,7,12,nan,nan,nan,4,4,2,4,1,3,0,1,nan,nan,nan,Offense
2014-15,New Mexico St.,0,12,15,19,nan,1,1,7,7,5,5,2,6,nan,nan,nan,nan,nan,Defensive
2015-16,New Mexico St.,12,12,10,17,nan,nan,nan,3,3,4,6,3,8,nan,nan,nan,nan,nan,Offense
2015-16,New Mexico St.,0,12,13,21,1,1,1,3,5,6,9,3,6,nan,nan,nan,nan,nan,Defensive
2016-17,New Mexico St.,12,12,15,19,nan,1,1,2,3,8,10,4,5,nan,nan,nan,nan,nan,Offense
2016-17,New Mexico St.,0,12,16,20,nan,nan,nan,8,9,5,6,3,4,0,1,nan,nan,nan,Defensive
2017-18,New Mexico St.,12,12,11,15,2,1,1,4,5,6,8,0,1,nan,nan,nan,nan,nan,Offense
2017-18,New Mexico St.,0,12,11,17,nan,nan,nan,5,6,3,5,2,4,1,2,nan,nan,nan,Defensive
2013-14,New Mexico,12,12,8,12,nan,nan,nan,5,6,2,2,1,4,nan,nan,nan,nan,nan,Offense
2013-14,New Mexico,0,12,6,8,2,nan,nan,3,4,1,2,nan,nan,2,2,nan,nan,nan,Defensive
2014-15,New Mexico,12,12,5,8,2,1,1,2,3,1,1,1,3,nan,nan,nan,nan,nan,Offense
2014-15,New Mexico,0,12,10,14,nan,nan,nan,6,6,3,3,1,3,0,2,nan,nan,nan,Defensive
2015-16,New Mexico,13,13,8,15,2,nan,nan,3,6,3,4,2,5,nan,nan,nan,nan,nan,Offense
2015-16,New Mexico,0,13,18,24,1,nan,nan,9,11,4,6,5,6,0,1,nan,nan,nan,Defensive
2016-17,New Mexico,13,13,12,13,nan,nan,nan,2,2,4,5,4,4,2,2,nan,nan,nan,Offense
2016-17,New Mexico,0,13,12,14,nan,nan,nan,3,4,5,5,4,5,nan,nan,nan,nan,nan,Defensive
2017-18,New Mexico,12,12,10,15,nan,nan,nan,3,3,2,3,3,6,2,3,nan,nan,nan,Offense
2017-18,New Mexico,0,12,11,12,nan,nan,nan,3,3,3,3,3,3,2,3,nan,nan,nan,Defensive
2013-14,New Mexico,12,12,8,12,nan,nan,nan,5,6,2,2,1,4,nan,nan,nan,nan,nan,Offense
2013-14,New Mexico,0,12,6,8,2,nan,nan,3,4,1,2,nan,nan,2,2,nan,nan,nan,Defensive
2014-15,New Mexico,12,12,5,8,2,1,1,2,3,1,1,1,3,nan,nan,nan,nan,nan,Offense
2014-15,New Mexico,0,12,10,14,nan,nan,nan,6,6,3,3,1,3,0,2,nan,nan,nan,Defensive
2015-16,New Mexico,13,13,8,15,2,nan,nan,3,6,3,4,2,5,nan,nan,nan,nan,nan,Offense
2015-16,New Mexico,0,13,18,24,1,nan,nan,9,11,4,6,5,6,0,1,nan,nan,nan,Defensive
2016-17,New Mexico,13,13,12,13,nan,nan,nan,2,2,4,5,4,4,2,2,nan,nan,nan,Offense
2016-17,New Mexico,0,13,12,14,nan,nan,nan,3,4,5,5,4,5,nan,nan,nan,nan,nan,Defensive
2017-18,New Mexico,12,12,10,15,nan,nan,nan,3,3,2,3,3,6,2,3,nan,nan,nan,Offense
2017-18,New Mexico,0,12,11,12,nan,nan,nan,3,3,3,3,3,3,2,3,nan,nan,nan,Defensive
2013-14,New Mexico,12,12,8,12,nan,nan,nan,5,6,2,2,1,4,nan,nan,nan,nan,nan,Offense
2013-14,New Mexico,0,12,6,8,2,nan,nan,3,4,1,2,nan,nan,2,2,nan,nan,nan,Defensive
2014-15,New Mexico,12,12,5,8,2,1,1,2,3,1,1,1,3,nan,nan,nan,nan,nan,Offense
2014-15,New Mexico,0,12,10,14,nan,nan,nan,6,6,3,3,1,3,0,2,nan,nan,nan,Defensive
2015-16,New Mexico,13,13,8,15,2,nan,nan,3,6,3,4,2,5,nan,nan,nan,nan,nan,Offense
2015-16,New Mexico,0,13,18,24,1,nan,nan,9,11,4,6,5,6,0,1,nan,nan,nan,Defensive
2016-17,New Mexico,13,13,12,13,nan,nan,nan,2,2,4,5,4,4,2,2,nan,nan,nan,Offense
2016-17,New Mexico,0,13,12,14,nan,nan,nan,3,4,5,5,4,5,nan,nan,nan,nan,nan,Defensive
2017-18,New Mexico,12,12,10,15,nan,nan,nan,3,3,2,3,3,6,2,3,nan,nan,nan,Offense
2017-18,New Mexico,0,12,11,12,nan,nan,nan,3,3,3,3,3,3,2,3,nan,nan,nan,Defensive
2013-14,Ohio St.,14,14,9,10,nan,nan,nan,5,5,3,3,1,2,nan,nan,nan,nan,nan,Offense
2013-14,Ohio St.,0,14,9,12,nan,nan,nan,4,4,1,2,4,6,nan,nan,nan,nan,nan,Defensive
2014-15,Ohio St.,15,15,13,20,1,nan,nan,8,10,nan,nan,5,10,nan,nan,nan,nan,nan,Offense
2014-15,Ohio St.,0,15,10,15,nan,nan,nan,2,2,5,7,2,4,1,2,nan,nan,nan,Defensive
2015-16,Ohio St.,13,13,10,15,nan,nan,nan,4,5,6,7,0,3,nan,nan,nan,nan,nan,Offense
2015-16,Ohio St.,0,13,10,17,1,nan,nan,2,3,5,6,3,5,0,3,nan,nan,nan,Defensive
2016-17,Ohio St.,13,13,17,22,1,nan,nan,6,7,9,10,2,5,nan,nan,nan,nan,nan,Offense
2016-17,Ohio St.,0,13,16,19,1,nan,nan,8,9,6,8,2,2,nan,nan,nan,nan,nan,Defensive
2017-18,Ohio St.,13,13,16,20,2,1,1,8,9,6,6,1,4,nan,nan,nan,nan,nan,Offense
2017-18,Ohio St.,0,13,7,12,1,nan,nan,2,2,4,6,1,3,0,1,nan,nan,nan,Defensive
2013-14,Ohio St.,14,14,9,10,nan,nan,nan,5,5,3,3,1,2,nan,nan,nan,nan,nan,Offense
2013-14,Ohio St.,0,14,9,12,nan,nan,nan,4,4,1,2,4,6,nan,nan,nan,nan,nan,Defensive
2014-15,Ohio St.,15,15,13,20,1,nan,nan,8,10,nan,nan,5,10,nan,nan,nan,nan,nan,Offense
2014-15,Ohio St.,0,15,10,15,nan,nan,nan,2,2,5,7,2,4,1,2,nan,nan,nan,Defensive
2015-16,Ohio St.,13,13,10,15,nan,nan,nan,4,5,6,7,0,3,nan,nan,nan,nan,nan,Offense
2015-16,Ohio St.,0,13,10,17,1,nan,nan,2,3,5,6,3,5,0,3,nan,nan,nan,Defensive
2016-17,Ohio St.,13,13,17,22,1,nan,nan,6,7,9,10,2,5,nan,nan,nan,nan,nan,Offense
2016-17,Ohio St.,0,13,16,19,1,nan,nan,8,9,6,8,2,2,nan,nan,nan,nan,nan,Defensive
2017-18,Ohio St.,13,13,16,20,2,1,1,8,9,6,6,1,4,nan,nan,nan,nan,nan,Offense
2017-18,Ohio St.,0,13,7,12,1,nan,nan,2,2,4,6,1,3,0,1,nan,nan,nan,Defensive
2013-14,Ohio St.,14,14,9,10,nan,nan,nan,5,5,3,3,1,2,nan,nan,nan,nan,nan,Offense
2013-14,Ohio St.,0,14,9,12,nan,nan,nan,4,4,1,2,4,6,nan,nan,nan,nan,nan,Defensive
2014-15,Ohio St.,15,15,13,20,1,nan,nan,8,10,nan,nan,5,10,nan,nan,nan,nan,nan,Offense
2014-15,Ohio St.,0,15,10,15,nan,nan,nan,2,2,5,7,2,4,1,2,nan,nan,nan,Defensive
2015-16,Ohio St.,13,13,10,15,nan,nan,nan,4,5,6,7,0,3,nan,nan,nan,nan,nan,Offense
2015-16,Ohio St.,0,13,10,17,1,nan,nan,2,3,5,6,3,5,0,3,nan,nan,nan,Defensive
2016-17,Ohio St.,13,13,17,22,1,nan,nan,6,7,9,10,2,5,nan,nan,nan,nan,nan,Offense
2016-17,Ohio St.,0,13,16,19,1,nan,nan,8,9,6,8,2,2,nan,nan,nan,nan,nan,Defensive
2017-18,Ohio St.,13,13,16,20,2,1,1,8,9,6,6,1,4,nan,nan,nan,nan,nan,Offense
2017-18,Ohio St.,0,13,7,12,1,nan,nan,2,2,4,6,1,3,0,1,nan,nan,nan,Defensive
2013-14,Ohio St.,14,14,9,10,nan,nan,nan,5,5,3,3,1,2,nan,nan,nan,nan,nan,Offense
2013-14,Ohio St.,0,14,9,12,nan,nan,nan,4,4,1,2,4,6,nan,nan,nan,nan,nan,Defensive
2014-15,Ohio St.,15,15,13,20,1,nan,nan,8,10,nan,nan,5,10,nan,nan,nan,nan,nan,Offense
2014-15,Ohio St.,0,15,10,15,nan,nan,nan,2,2,5,7,2,4,1,2,nan,nan,nan,Defensive
2015-16,Ohio St.,13,13,10,15,nan,nan,nan,4,5,6,7,0,3,nan,nan,nan,nan,nan,Offense
2015-16,Ohio St.,0,13,10,17,1,nan,nan,2,3,5,6,3,5,0,3,nan,nan,nan,Defensive
2016-17,Ohio St.,13,13,17,22,1,nan,nan,6,7,9,10,2,5,nan,nan,nan,nan,nan,Offense
2016-17,Ohio St.,0,13,16,19,1,nan,nan,8,9,6,8,2,2,nan,nan,nan,nan,nan,Defensive
2017-18,Ohio St.,13,13,16,20,2,1,1,8,9,6,6,1,4,nan,nan,nan,nan,nan,Offense
2017-18,Ohio St.,0,13,7,12,1,nan,nan,2,2,4,6,1,3,0,1,nan,nan,nan,Defensive
2013-14,Ohio,13,13,18,24,nan,nan,nan,10,10,5,6,3,8,nan,nan,nan,nan,nan,Offense
2013-14,Ohio,0,13,12,20,1,nan,nan,4,7,3,7,5,6,nan,nan,nan,nan,nan,Defensive
2014-15,Ohio,12,12,17,26,1,1,2,8,8,4,6,4,9,0,1,nan,nan,nan,Offense
2014-15,Ohio,0,12,11,16,nan,1,1,2,4,5,8,2,2,1,1,nan,nan,nan,Defensive
2015-16,Ohio,13,13,16,22,1,nan,nan,6,7,5,6,4,8,1,1,nan,nan,nan,Offense
2015-16,Ohio,0,13,14,17,1,nan,nan,4,4,5,7,5,6,nan,nan,nan,nan,nan,Defensive
2016-17,Ohio,14,14,29,35,1,nan,nan,8,8,14,17,6,9,1,1,nan,nan,nan,Offense
2016-17,Ohio,0,14,17,23,1,1,1,7,9,6,8,3,4,0,1,nan,nan,nan,Defensive
2017-18,Ohio,12,12,15,18,1,1,1,2,2,4,4,8,9,0,2,nan,nan,nan,Offense
2017-18,Ohio,0,12,15,15,nan,1,1,2,2,9,9,3,3,nan,nan,nan,nan,nan,Defensive
2013-14,Ohio,13,13,18,24,nan,nan,nan,10,10,5,6,3,8,nan,nan,nan,nan,nan,Offense
2013-14,Ohio,0,13,12,20,1,nan,nan,4,7,3,7,5,6,nan,nan,nan,nan,nan,Defensive
2014-15,Ohio,12,12,17,26,1,1,2,8,8,4,6,4,9,0,1,nan,nan,nan,Offense
2014-15,Ohio,0,12,11,16,nan,1,1,2,4,5,8,2,2,1,1,nan,nan,nan,Defensive
2015-16,Ohio,13,13,16,22,1,nan,nan,6,7,5,6,4,8,1,1,nan,nan,nan,Offense
2015-16,Ohio,0,13,14,17,1,nan,nan,4,4,5,7,5,6,nan,nan,nan,nan,nan,Defensive
2016-17,Ohio,14,14,29,35,1,nan,nan,8,8,14,17,6,9,1,1,nan,nan,nan,Offense
2016-17,Ohio,0,14,17,23,1,1,1,7,9,6,8,3,4,0,1,nan,nan,nan,Defensive
2017-18,Ohio,12,12,15,18,1,1,1,2,2,4,4,8,9,0,2,nan,nan,nan,Offense
2017-18,Ohio,0,12,15,15,nan,1,1,2,2,9,9,3,3,nan,nan,nan,nan,nan,Defensive
2013-14,Ohio,13,13,18,24,nan,nan,nan,10,10,5,6,3,8,nan,nan,nan,nan,nan,Offense
2013-14,Ohio,0,13,12,20,1,nan,nan,4,7,3,7,5,6,nan,nan,nan,nan,nan,Defensive
2014-15,Ohio,12,12,17,26,1,1,2,8,8,4,6,4,9,0,1,nan,nan,nan,Offense
2014-15,Ohio,0,12,11,16,nan,1,1,2,4,5,8,2,2,1,1,nan,nan,nan,Defensive
2015-16,Ohio,13,13,16,22,1,nan,nan,6,7,5,6,4,8,1,1,nan,nan,nan,Offense
2015-16,Ohio,0,13,14,17,1,nan,nan,4,4,5,7,5,6,nan,nan,nan,nan,nan,Defensive
2016-17,Ohio,14,14,29,35,1,nan,nan,8,8,14,17,6,9,1,1,nan,nan,nan,Offense
2016-17,Ohio,0,14,17,23,1,1,1,7,9,6,8,3,4,0,1,nan,nan,nan,Defensive
2017-18,Ohio,12,12,15,18,1,1,1,2,2,4,4,8,9,0,2,nan,nan,nan,Offense
2017-18,Ohio,0,12,15,15,nan,1,1,2,2,9,9,3,3,nan,nan,nan,nan,nan,Defensive
2013-14,Ohio,13,13,18,24,nan,nan,nan,10,10,5,6,3,8,nan,nan,nan,nan,nan,Offense
2013-14,Ohio,0,13,12,20,1,nan,nan,4,7,3,7,5,6,nan,nan,nan,nan,nan,Defensive
2014-15,Ohio,12,12,17,26,1,1,2,8,8,4,6,4,9,0,1,nan,nan,nan,Offense
2014-15,Ohio,0,12,11,16,nan,1,1,2,4,5,8,2,2,1,1,nan,nan,nan,Defensive
2015-16,Ohio,13,13,16,22,1,nan,nan,6,7,5,6,4,8,1,1,nan,nan,nan,Offense
2015-16,Ohio,0,13,14,17,1,nan,nan,4,4,5,7,5,6,nan,nan,nan,nan,nan,Defensive
2016-17,Ohio,14,14,29,35,1,nan,nan,8,8,14,17,6,9,1,1,nan,nan,nan,Offense
2016-17,Ohio,0,14,17,23,1,1,1,7,9,6,8,3,4,0,1,nan,nan,nan,Defensive
2017-18,Ohio,12,12,15,18,1,1,1,2,2,4,4,8,9,0,2,nan,nan,nan,Offense
2017-18,Ohio,0,12,15,15,nan,1,1,2,2,9,9,3,3,nan,nan,nan,nan,nan,Defensive
2013-14,Notre Dame,13,13,20,27,1,nan,nan,11,11,2,5,4,7,3,4,nan,nan,nan,Offense
2013-14,Notre Dame,0,13,18,25,1,2,2,7,9,3,5,6,9,nan,nan,nan,nan,nan,Defensive
2014-15,Notre Dame,13,13,14,24,2,1,1,2,3,6,9,5,10,0,1,nan,nan,nan,Offense
2014-15,Notre Dame,0,13,12,20,3,1,1,3,3,3,6,5,10,nan,nan,nan,nan,nan,Defensive
2015-16,Notre Dame,13,13,15,17,nan,nan,nan,5,5,7,8,2,3,1,1,nan,nan,nan,Offense
2015-16,Notre Dame,0,13,12,20,nan,nan,nan,1,1,5,7,6,10,0,2,nan,nan,nan,Defensive
2016-17,Notre Dame,12,12,13,17,1,nan,nan,6,6,6,9,1,2,nan,nan,nan,nan,nan,Offense
2016-17,Notre Dame,0,12,9,13,nan,1,1,4,4,3,5,1,3,nan,nan,nan,nan,nan,Defensive
2017-18,Notre Dame,12,12,12,16,nan,nan,nan,4,4,5,5,3,6,0,1,nan,nan,nan,Offense
2017-18,Notre Dame,0,12,13,19,nan,nan,nan,3,4,8,10,2,5,nan,nan,nan,nan,nan,Defensive
2013-14,Notre Dame,13,13,20,27,1,nan,nan,11,11,2,5,4,7,3,4,nan,nan,nan,Offense
2013-14,Notre Dame,0,13,18,25,1,2,2,7,9,3,5,6,9,nan,nan,nan,nan,nan,Defensive
2014-15,Notre Dame,13,13,14,24,2,1,1,2,3,6,9,5,10,0,1,nan,nan,nan,Offense
2014-15,Notre Dame,0,13,12,20,3,1,1,3,3,3,6,5,10,nan,nan,nan,nan,nan,Defensive
2015-16,Notre Dame,13,13,15,17,nan,nan,nan,5,5,7,8,2,3,1,1,nan,nan,nan,Offense
2015-16,Notre Dame,0,13,12,20,nan,nan,nan,1,1,5,7,6,10,0,2,nan,nan,nan,Defensive
2016-17,Notre Dame,12,12,13,17,1,nan,nan,6,6,6,9,1,2,nan,nan,nan,nan,nan,Offense
2016-17,Notre Dame,0,12,9,13,nan,1,1,4,4,3,5,1,3,nan,nan,nan,nan,nan,Defensive
