Year,Team,GP,SackUA,G,SackA,SackYds,Sacks,OffenseDefense
2014-15,Utah,0,nan,13,nan,216,nan,Defensive
2015-16,Utah,13,nan,13,nan,254,nan,Offense
2015-16,Utah,0,nan,13,nan,157,nan,Defensive
2016-17,Utah,13,nan,13,nan,254,nan,Offense
2016-17,Utah,0,nan,13,nan,163,nan,Defensive
2017-18,Utah,12,nan,12,nan,178,nan,Offense
2017-18,Utah,0,nan,12,nan,193,nan,Defensive
2013-14,Utah,12,nan,12,nan,242,nan,Offense
2013-14,Utah,0,nan,12,nan,138,nan,Defensive
2014-15,Utah,13,nan,13,nan,325,nan,Offense
2014-15,Utah,0,nan,13,nan,216,nan,Defensive
2015-16,Utah,13,nan,13,nan,254,nan,Offense
2015-16,Utah,0,nan,13,nan,157,nan,Defensive
2016-17,Utah,13,nan,13,nan,254,nan,Offense
2016-17,Utah,0,nan,13,nan,163,nan,Defensive
2017-18,Utah,12,nan,12,nan,178,nan,Offense
2017-18,Utah,0,nan,12,nan,193,nan,Defensive
2013-14,Utah St.,14,nan,14,nan,216,nan,Offense
2013-14,Utah St.,0,nan,14,nan,189,nan,Defensive
2014-15,Utah St.,14,nan,14,nan,346,nan,Offense
2014-15,Utah St.,0,nan,14,nan,154,nan,Defensive
2015-16,Utah St.,13,nan,13,nan,189,nan,Offense
2015-16,Utah St.,0,nan,13,nan,143,nan,Defensive
2016-17,Utah St.,12,nan,12,nan,103,nan,Offense
2016-17,Utah St.,0,nan,12,nan,200,nan,Defensive
2017-18,Utah St.,12,nan,12,nan,159,nan,Offense
2017-18,Utah St.,0,nan,12,nan,157,nan,Defensive
2013-14,Utah St.,14,nan,14,nan,216,nan,Offense
2013-14,Utah St.,0,nan,14,nan,189,nan,Defensive
2014-15,Utah St.,14,nan,14,nan,346,nan,Offense
2014-15,Utah St.,0,nan,14,nan,154,nan,Defensive
2015-16,Utah St.,13,nan,13,nan,189,nan,Offense
2015-16,Utah St.,0,nan,13,nan,143,nan,Defensive
2016-17,Utah St.,12,nan,12,nan,103,nan,Offense
2016-17,Utah St.,0,nan,12,nan,200,nan,Defensive
2017-18,Utah St.,12,nan,12,nan,159,nan,Offense
2017-18,Utah St.,0,nan,12,nan,157,nan,Defensive
2013-14,Utah St.,14,nan,14,nan,216,nan,Offense
2013-14,Utah St.,0,nan,14,nan,189,nan,Defensive
2014-15,Utah St.,14,nan,14,nan,346,nan,Offense
2014-15,Utah St.,0,nan,14,nan,154,nan,Defensive
2015-16,Utah St.,13,nan,13,nan,189,nan,Offense
2015-16,Utah St.,0,nan,13,nan,143,nan,Defensive
2016-17,Utah St.,12,nan,12,nan,103,nan,Offense
2016-17,Utah St.,0,nan,12,nan,200,nan,Defensive
2017-18,Utah St.,12,nan,12,nan,159,nan,Offense
2017-18,Utah St.,0,nan,12,nan,157,nan,Defensive
2013-14,Utah St.,14,nan,14,nan,216,nan,Offense
2013-14,Utah St.,0,nan,14,nan,189,nan,Defensive
2014-15,Utah St.,14,nan,14,nan,346,nan,Offense
2014-15,Utah St.,0,nan,14,nan,154,nan,Defensive
2015-16,Utah St.,13,nan,13,nan,189,nan,Offense
2015-16,Utah St.,0,nan,13,nan,143,nan,Defensive
2016-17,Utah St.,12,nan,12,nan,103,nan,Offense
2016-17,Utah St.,0,nan,12,nan,200,nan,Defensive
2017-18,Utah St.,12,nan,12,nan,159,nan,Offense
2017-18,Utah St.,0,nan,12,nan,157,nan,Defensive
2013-14,UTSA,12,nan,12,nan,127,nan,Offense
2013-14,UTSA,0,nan,12,nan,96,nan,Defensive
2014-15,UTSA,12,nan,12,nan,103,nan,Offense
2014-15,UTSA,0,nan,12,nan,186,nan,Defensive
2015-16,UTSA,12,nan,12,nan,102,nan,Offense
2015-16,UTSA,0,nan,12,nan,275,nan,Defensive
2016-17,UTSA,13,nan,13,nan,166,nan,Offense
2016-17,UTSA,0,nan,13,nan,284,nan,Defensive
2017-18,UTSA,11,nan,11,nan,127,nan,Offense
2017-18,UTSA,0,nan,11,nan,148,nan,Defensive
2013-14,UTSA,12,nan,12,nan,127,nan,Offense
2013-14,UTSA,0,nan,12,nan,96,nan,Defensive
2014-15,UTSA,12,nan,12,nan,103,nan,Offense
2014-15,UTSA,0,nan,12,nan,186,nan,Defensive
2015-16,UTSA,12,nan,12,nan,102,nan,Offense
2015-16,UTSA,0,nan,12,nan,275,nan,Defensive
2016-17,UTSA,13,nan,13,nan,166,nan,Offense
2016-17,UTSA,0,nan,13,nan,284,nan,Defensive
2017-18,UTSA,11,nan,11,nan,127,nan,Offense
2017-18,UTSA,0,nan,11,nan,148,nan,Defensive
2013-14,UTSA,12,nan,12,nan,127,nan,Offense
2013-14,UTSA,0,nan,12,nan,96,nan,Defensive
2014-15,UTSA,12,nan,12,nan,103,nan,Offense
2014-15,UTSA,0,nan,12,nan,186,nan,Defensive
2015-16,UTSA,12,nan,12,nan,102,nan,Offense
2015-16,UTSA,0,nan,12,nan,275,nan,Defensive
2016-17,UTSA,13,nan,13,nan,166,nan,Offense
2016-17,UTSA,0,nan,13,nan,284,nan,Defensive
2017-18,UTSA,11,nan,11,nan,127,nan,Offense
2017-18,UTSA,0,nan,11,nan,148,nan,Defensive
2013-14,UTSA,12,nan,12,nan,127,nan,Offense
2013-14,UTSA,0,nan,12,nan,96,nan,Defensive
2014-15,UTSA,12,nan,12,nan,103,nan,Offense
2014-15,UTSA,0,nan,12,nan,186,nan,Defensive
2015-16,UTSA,12,nan,12,nan,102,nan,Offense
2015-16,UTSA,0,nan,12,nan,275,nan,Defensive
2016-17,UTSA,13,nan,13,nan,166,nan,Offense
2016-17,UTSA,0,nan,13,nan,284,nan,Defensive
2017-18,UTSA,11,nan,11,nan,127,nan,Offense
2017-18,UTSA,0,nan,11,nan,148,nan,Defensive
2013-14,UTEP,12,nan,12,nan,81,nan,Offense
2013-14,UTEP,0,nan,12,nan,176,nan,Defensive
2014-15,UTEP,13,nan,13,nan,160,nan,Offense
2014-15,UTEP,0,nan,13,nan,79,nan,Defensive
2015-16,UTEP,12,nan,12,nan,151,nan,Offense
2015-16,UTEP,0,nan,12,nan,67,nan,Defensive
2016-17,UTEP,12,nan,12,nan,94,nan,Offense
2016-17,UTEP,0,nan,12,nan,186,nan,Defensive
2017-18,UTEP,12,nan,12,nan,74,nan,Offense
2017-18,UTEP,0,nan,12,nan,154,nan,Defensive
2013-14,UTEP,12,nan,12,nan,81,nan,Offense
2013-14,UTEP,0,nan,12,nan,176,nan,Defensive
2014-15,UTEP,13,nan,13,nan,160,nan,Offense
2014-15,UTEP,0,nan,13,nan,79,nan,Defensive
2015-16,UTEP,12,nan,12,nan,151,nan,Offense
2015-16,UTEP,0,nan,12,nan,67,nan,Defensive
2016-17,UTEP,12,nan,12,nan,94,nan,Offense
2016-17,UTEP,0,nan,12,nan,186,nan,Defensive
2017-18,UTEP,12,nan,12,nan,74,nan,Offense
2017-18,UTEP,0,nan,12,nan,154,nan,Defensive
2013-14,UTEP,12,nan,12,nan,81,nan,Offense
2013-14,UTEP,0,nan,12,nan,176,nan,Defensive
2014-15,UTEP,13,nan,13,nan,160,nan,Offense
2014-15,UTEP,0,nan,13,nan,79,nan,Defensive
2015-16,UTEP,12,nan,12,nan,151,nan,Offense
2015-16,UTEP,0,nan,12,nan,67,nan,Defensive
2016-17,UTEP,12,nan,12,nan,94,nan,Offense
2016-17,UTEP,0,nan,12,nan,186,nan,Defensive
2017-18,UTEP,12,nan,12,nan,74,nan,Offense
2017-18,UTEP,0,nan,12,nan,154,nan,Defensive
2013-14,UTEP,12,nan,12,nan,81,nan,Offense
2013-14,UTEP,0,nan,12,nan,176,nan,Defensive
2014-15,UTEP,13,nan,13,nan,160,nan,Offense
2014-15,UTEP,0,nan,13,nan,79,nan,Defensive
2015-16,UTEP,12,nan,12,nan,151,nan,Offense
2015-16,UTEP,0,nan,12,nan,67,nan,Defensive
2016-17,UTEP,12,nan,12,nan,94,nan,Offense
2016-17,UTEP,0,nan,12,nan,186,nan,Defensive
2017-18,UTEP,12,nan,12,nan,74,nan,Offense
2017-18,UTEP,0,nan,12,nan,154,nan,Defensive
2013-14,UNLV,13,nan,13,nan,135,nan,Offense
2013-14,UNLV,0,nan,13,nan,194,nan,Defensive
2014-15,UNLV,13,nan,13,nan,134,nan,Offense
2014-15,UNLV,0,nan,13,nan,247,nan,Defensive
2015-16,UNLV,12,nan,12,nan,56,nan,Offense
2015-16,UNLV,0,nan,12,nan,157,nan,Defensive
2016-17,UNLV,12,nan,12,nan,124,nan,Offense
2016-17,UNLV,0,nan,12,nan,74,nan,Defensive
2017-18,UNLV,12,nan,12,nan,64,nan,Offense
2017-18,UNLV,0,nan,12,nan,145,nan,Defensive
2013-14,UNLV,13,nan,13,nan,135,nan,Offense
2013-14,UNLV,0,nan,13,nan,194,nan,Defensive
2014-15,UNLV,13,nan,13,nan,134,nan,Offense
2014-15,UNLV,0,nan,13,nan,247,nan,Defensive
2015-16,UNLV,12,nan,12,nan,56,nan,Offense
2015-16,UNLV,0,nan,12,nan,157,nan,Defensive
2016-17,UNLV,12,nan,12,nan,124,nan,Offense
2016-17,UNLV,0,nan,12,nan,74,nan,Defensive
2017-18,UNLV,12,nan,12,nan,64,nan,Offense
2017-18,UNLV,0,nan,12,nan,145,nan,Defensive
2013-14,UNLV,13,nan,13,nan,135,nan,Offense
2013-14,UNLV,0,nan,13,nan,194,nan,Defensive
2014-15,UNLV,13,nan,13,nan,134,nan,Offense
2014-15,UNLV,0,nan,13,nan,247,nan,Defensive
2015-16,UNLV,12,nan,12,nan,56,nan,Offense
2015-16,UNLV,0,nan,12,nan,157,nan,Defensive
2016-17,UNLV,12,nan,12,nan,124,nan,Offense
2016-17,UNLV,0,nan,12,nan,74,nan,Defensive
2017-18,UNLV,12,nan,12,nan,64,nan,Offense
2017-18,UNLV,0,nan,12,nan,145,nan,Defensive
2013-14,Wake Forest,12,nan,12,nan,167,nan,Offense
2013-14,Wake Forest,0,nan,12,nan,192,nan,Defensive
2014-15,Wake Forest,12,nan,12,nan,178,nan,Offense
2014-15,Wake Forest,0,nan,12,nan,352,nan,Defensive
2015-16,Wake Forest,12,nan,12,nan,152,nan,Offense
2015-16,Wake Forest,0,nan,12,nan,273,nan,Defensive
2016-17,Wake Forest,13,nan,13,nan,301,nan,Offense
2016-17,Wake Forest,0,nan,13,nan,251,nan,Defensive
2017-18,Wake Forest,12,nan,12,nan,162,nan,Offense
2017-18,Wake Forest,0,nan,12,nan,101,nan,Defensive
2013-14,Wake Forest,12,nan,12,nan,167,nan,Offense
2013-14,Wake Forest,0,nan,12,nan,192,nan,Defensive
2014-15,Wake Forest,12,nan,12,nan,178,nan,Offense
2014-15,Wake Forest,0,nan,12,nan,352,nan,Defensive
2015-16,Wake Forest,12,nan,12,nan,152,nan,Offense
2015-16,Wake Forest,0,nan,12,nan,273,nan,Defensive
2016-17,Wake Forest,13,nan,13,nan,301,nan,Offense
2016-17,Wake Forest,0,nan,13,nan,251,nan,Defensive
2017-18,Wake Forest,12,nan,12,nan,162,nan,Offense
2017-18,Wake Forest,0,nan,12,nan,101,nan,Defensive
2013-14,Wake Forest,12,nan,12,nan,167,nan,Offense
2013-14,Wake Forest,0,nan,12,nan,192,nan,Defensive
2014-15,Wake Forest,12,nan,12,nan,178,nan,Offense
2014-15,Wake Forest,0,nan,12,nan,352,nan,Defensive
2015-16,Wake Forest,12,nan,12,nan,152,nan,Offense
2015-16,Wake Forest,0,nan,12,nan,273,nan,Defensive
2016-17,Wake Forest,13,nan,13,nan,301,nan,Offense
2016-17,Wake Forest,0,nan,13,nan,251,nan,Defensive
2017-18,Wake Forest,12,nan,12,nan,162,nan,Offense
2017-18,Wake Forest,0,nan,12,nan,101,nan,Defensive
2013-14,Virginia Tech,13,nan,13,nan,254,nan,Offense
2013-14,Virginia Tech,0,nan,13,nan,247,nan,Defensive
2014-15,Virginia Tech,13,nan,13,nan,352,nan,Offense
2014-15,Virginia Tech,0,nan,13,nan,279,nan,Defensive
2015-16,Virginia Tech,13,nan,13,nan,195,nan,Offense
2015-16,Virginia Tech,0,nan,13,nan,254,nan,Defensive
2016-17,Virginia Tech,14,nan,14,nan,200,nan,Offense
2016-17,Virginia Tech,0,nan,14,nan,162,nan,Defensive
2017-18,Virginia Tech,12,nan,12,nan,179,nan,Offense
2017-18,Virginia Tech,0,nan,12,nan,126,nan,Defensive
2013-14,Virginia Tech,13,nan,13,nan,254,nan,Offense
2013-14,Virginia Tech,0,nan,13,nan,247,nan,Defensive
2014-15,Virginia Tech,13,nan,13,nan,352,nan,Offense
2014-15,Virginia Tech,0,nan,13,nan,279,nan,Defensive
2015-16,Virginia Tech,13,nan,13,nan,195,nan,Offense
2015-16,Virginia Tech,0,nan,13,nan,254,nan,Defensive
2016-17,Virginia Tech,14,nan,14,nan,200,nan,Offense
2016-17,Virginia Tech,0,nan,14,nan,162,nan,Defensive
2017-18,Virginia Tech,12,nan,12,nan,179,nan,Offense
2017-18,Virginia Tech,0,nan,12,nan,126,nan,Defensive
2013-14,Virginia Tech,13,nan,13,nan,254,nan,Offense
2013-14,Virginia Tech,0,nan,13,nan,247,nan,Defensive
2014-15,Virginia Tech,13,nan,13,nan,352,nan,Offense
2014-15,Virginia Tech,0,nan,13,nan,279,nan,Defensive
2015-16,Virginia Tech,13,nan,13,nan,195,nan,Offense
2015-16,Virginia Tech,0,nan,13,nan,254,nan,Defensive
2016-17,Virginia Tech,14,nan,14,nan,200,nan,Offense
2016-17,Virginia Tech,0,nan,14,nan,162,nan,Defensive
2017-18,Virginia Tech,12,nan,12,nan,179,nan,Offense
2017-18,Virginia Tech,0,nan,12,nan,126,nan,Defensive
2013-14,Virginia Tech,13,nan,13,nan,254,nan,Offense
2013-14,Virginia Tech,0,nan,13,nan,247,nan,Defensive
2014-15,Virginia Tech,13,nan,13,nan,352,nan,Offense
2014-15,Virginia Tech,0,nan,13,nan,279,nan,Defensive
2015-16,Virginia Tech,13,nan,13,nan,195,nan,Offense
2015-16,Virginia Tech,0,nan,13,nan,254,nan,Defensive
2016-17,Virginia Tech,14,nan,14,nan,200,nan,Offense
2016-17,Virginia Tech,0,nan,14,nan,162,nan,Defensive
2017-18,Virginia Tech,12,nan,12,nan,179,nan,Offense
2017-18,Virginia Tech,0,nan,12,nan,126,nan,Defensive
2013-14,Virginia,12,nan,12,nan,229,nan,Offense
2013-14,Virginia,0,nan,12,nan,187,nan,Defensive
2014-15,Virginia,12,nan,12,nan,227,nan,Offense
2014-15,Virginia,0,nan,12,nan,134,nan,Defensive
2015-16,Virginia,12,nan,12,nan,160,nan,Offense
2015-16,Virginia,0,nan,12,nan,127,nan,Defensive
2016-17,Virginia,12,nan,12,nan,128,nan,Offense
2016-17,Virginia,0,nan,12,nan,245,nan,Defensive
2017-18,Virginia,12,nan,12,nan,191,nan,Offense
2017-18,Virginia,0,nan,12,nan,188,nan,Defensive
2013-14,Virginia,12,nan,12,nan,229,nan,Offense
2013-14,Virginia,0,nan,12,nan,187,nan,Defensive
2014-15,Virginia,12,nan,12,nan,227,nan,Offense
2014-15,Virginia,0,nan,12,nan,134,nan,Defensive
2015-16,Virginia,12,nan,12,nan,160,nan,Offense
2015-16,Virginia,0,nan,12,nan,127,nan,Defensive
2016-17,Virginia,12,nan,12,nan,128,nan,Offense
2016-17,Virginia,0,nan,12,nan,245,nan,Defensive
2017-18,Virginia,12,nan,12,nan,191,nan,Offense
2017-18,Virginia,0,nan,12,nan,188,nan,Defensive
2013-14,Virginia,12,nan,12,nan,229,nan,Offense
2013-14,Virginia,0,nan,12,nan,187,nan,Defensive
2014-15,Virginia,12,nan,12,nan,227,nan,Offense
2014-15,Virginia,0,nan,12,nan,134,nan,Defensive
2015-16,Virginia,12,nan,12,nan,160,nan,Offense
2015-16,Virginia,0,nan,12,nan,127,nan,Defensive
2016-17,Virginia,12,nan,12,nan,128,nan,Offense
2016-17,Virginia,0,nan,12,nan,245,nan,Defensive
2017-18,Virginia,12,nan,12,nan,191,nan,Offense
2017-18,Virginia,0,nan,12,nan,188,nan,Defensive
2013-14,Virginia,12,nan,12,nan,229,nan,Offense
2013-14,Virginia,0,nan,12,nan,187,nan,Defensive
2014-15,Virginia,12,nan,12,nan,227,nan,Offense
2014-15,Virginia,0,nan,12,nan,134,nan,Defensive
2015-16,Virginia,12,nan,12,nan,160,nan,Offense
2015-16,Virginia,0,nan,12,nan,127,nan,Defensive
2016-17,Virginia,12,nan,12,nan,128,nan,Offense
2016-17,Virginia,0,nan,12,nan,245,nan,Defensive
2017-18,Virginia,12,nan,12,nan,191,nan,Offense
2017-18,Virginia,0,nan,12,nan,188,nan,Defensive
2013-14,Vanderbilt,13,nan,13,nan,197,nan,Offense
2013-14,Vanderbilt,0,nan,13,nan,178,nan,Defensive
2014-15,Vanderbilt,12,nan,12,nan,113,nan,Offense
2014-15,Vanderbilt,0,nan,12,nan,149,nan,Defensive
2015-16,Vanderbilt,12,nan,12,nan,156,nan,Offense
2015-16,Vanderbilt,0,nan,12,nan,178,nan,Defensive
2016-17,Vanderbilt,13,nan,13,nan,78,nan,Offense
2016-17,Vanderbilt,0,nan,13,nan,217,nan,Defensive
2017-18,Vanderbilt,12,nan,12,nan,181,nan,Offense
2017-18,Vanderbilt,0,nan,12,nan,120,nan,Defensive
2013-14,Vanderbilt,13,nan,13,nan,197,nan,Offense
2013-14,Vanderbilt,0,nan,13,nan,178,nan,Defensive
2014-15,Vanderbilt,12,nan,12,nan,113,nan,Offense
2014-15,Vanderbilt,0,nan,12,nan,149,nan,Defensive
2015-16,Vanderbilt,12,nan,12,nan,156,nan,Offense
2015-16,Vanderbilt,0,nan,12,nan,178,nan,Defensive
2016-17,Vanderbilt,13,nan,13,nan,78,nan,Offense
2016-17,Vanderbilt,0,nan,13,nan,217,nan,Defensive
2017-18,Vanderbilt,12,nan,12,nan,181,nan,Offense
2017-18,Vanderbilt,0,nan,12,nan,120,nan,Defensive
2013-14,Vanderbilt,13,nan,13,nan,197,nan,Offense
2013-14,Vanderbilt,0,nan,13,nan,178,nan,Defensive
2014-15,Vanderbilt,12,nan,12,nan,113,nan,Offense
2014-15,Vanderbilt,0,nan,12,nan,149,nan,Defensive
2015-16,Vanderbilt,12,nan,12,nan,156,nan,Offense
2015-16,Vanderbilt,0,nan,12,nan,178,nan,Defensive
2016-17,Vanderbilt,13,nan,13,nan,78,nan,Offense
2016-17,Vanderbilt,0,nan,13,nan,217,nan,Defensive
2017-18,Vanderbilt,12,nan,12,nan,181,nan,Offense
2017-18,Vanderbilt,0,nan,12,nan,120,nan,Defensive
2013-14,Vanderbilt,13,nan,13,nan,197,nan,Offense
2013-14,Vanderbilt,0,nan,13,nan,178,nan,Defensive
2014-15,Vanderbilt,12,nan,12,nan,113,nan,Offense
2014-15,Vanderbilt,0,nan,12,nan,149,nan,Defensive
2015-16,Vanderbilt,12,nan,12,nan,156,nan,Offense
2015-16,Vanderbilt,0,nan,12,nan,178,nan,Defensive
2016-17,Vanderbilt,13,nan,13,nan,78,nan,Offense
2016-17,Vanderbilt,0,nan,13,nan,217,nan,Defensive
2017-18,Vanderbilt,12,nan,12,nan,181,nan,Offense
2017-18,Vanderbilt,0,nan,12,nan,120,nan,Defensive
2013-14,Utah,12,nan,12,nan,242,nan,Offense
2013-14,Utah,0,nan,12,nan,138,nan,Defensive
2014-15,Utah,13,nan,13,nan,325,nan,Offense
2014-15,Utah,0,nan,13,nan,216,nan,Defensive
2015-16,Utah,13,nan,13,nan,254,nan,Offense
2015-16,Utah,0,nan,13,nan,157,nan,Defensive
2016-17,Utah,13,nan,13,nan,254,nan,Offense
2016-17,Utah,0,nan,13,nan,163,nan,Defensive
2017-18,Utah,12,nan,12,nan,178,nan,Offense
2017-18,Utah,0,nan,12,nan,193,nan,Defensive
2013-14,Utah,12,nan,12,nan,242,nan,Offense
2013-14,Utah,0,nan,12,nan,138,nan,Defensive
2014-15,Utah,13,nan,13,nan,325,nan,Offense
2014-15,Utah,0,nan,13,nan,216,nan,Defensive
2015-16,Utah,13,nan,13,nan,254,nan,Offense
2015-16,Utah,0,nan,13,nan,157,nan,Defensive
2016-17,Utah,13,nan,13,nan,254,nan,Offense
2016-17,Utah,0,nan,13,nan,163,nan,Defensive
2017-18,Utah,12,nan,12,nan,178,nan,Offense
2017-18,Utah,0,nan,12,nan,193,nan,Defensive
2013-14,Western Ky.,12,nan,12,nan,160,nan,Offense
2013-14,Western Ky.,0,nan,12,nan,143,nan,Defensive
2014-15,Western Ky.,13,nan,13,nan,184,nan,Offense
2014-15,Western Ky.,0,nan,13,nan,137,nan,Defensive
2015-16,Western Ky.,14,nan,14,nan,158,nan,Offense
2015-16,Western Ky.,0,nan,14,nan,128,nan,Defensive
2016-17,Western Ky.,14,nan,14,nan,211,nan,Offense
2016-17,Western Ky.,0,nan,14,nan,128,nan,Defensive
2017-18,Western Ky.,12,nan,12,nan,56,nan,Offense
2017-18,Western Ky.,0,nan,12,nan,303,nan,Defensive
2013-14,Western Ky.,12,nan,12,nan,160,nan,Offense
2013-14,Western Ky.,0,nan,12,nan,143,nan,Defensive
2014-15,Western Ky.,13,nan,13,nan,184,nan,Offense
2014-15,Western Ky.,0,nan,13,nan,137,nan,Defensive
2015-16,Western Ky.,14,nan,14,nan,158,nan,Offense
2015-16,Western Ky.,0,nan,14,nan,128,nan,Defensive
2016-17,Western Ky.,14,nan,14,nan,211,nan,Offense
2016-17,Western Ky.,0,nan,14,nan,128,nan,Defensive
2017-18,Western Ky.,12,nan,12,nan,56,nan,Offense
2017-18,Western Ky.,0,nan,12,nan,303,nan,Defensive
2013-14,Western Ky.,12,nan,12,nan,160,nan,Offense
2013-14,Western Ky.,0,nan,12,nan,143,nan,Defensive
2014-15,Western Ky.,13,nan,13,nan,184,nan,Offense
2014-15,Western Ky.,0,nan,13,nan,137,nan,Defensive
2015-16,Western Ky.,14,nan,14,nan,158,nan,Offense
2015-16,Western Ky.,0,nan,14,nan,128,nan,Defensive
2016-17,Western Ky.,14,nan,14,nan,211,nan,Offense
2016-17,Western Ky.,0,nan,14,nan,128,nan,Defensive
2017-18,Western Ky.,12,nan,12,nan,56,nan,Offense
2017-18,Western Ky.,0,nan,12,nan,303,nan,Defensive
2013-14,Western Ky.,12,nan,12,nan,160,nan,Offense
2013-14,Western Ky.,0,nan,12,nan,143,nan,Defensive
2014-15,Western Ky.,13,nan,13,nan,184,nan,Offense
2014-15,Western Ky.,0,nan,13,nan,137,nan,Defensive
2015-16,Western Ky.,14,nan,14,nan,158,nan,Offense
2015-16,Western Ky.,0,nan,14,nan,128,nan,Defensive
2016-17,Western Ky.,14,nan,14,nan,211,nan,Offense
2016-17,Western Ky.,0,nan,14,nan,128,nan,Defensive
2017-18,Western Ky.,12,nan,12,nan,56,nan,Offense
2017-18,Western Ky.,0,nan,12,nan,303,nan,Defensive
2013-14,West Virginia,12,nan,12,nan,111,nan,Offense
2013-14,West Virginia,0,nan,12,nan,170,nan,Defensive
2014-15,West Virginia,13,nan,13,nan,140,nan,Offense
2014-15,West Virginia,0,nan,13,nan,228,nan,Defensive
2015-16,West Virginia,13,nan,13,nan,183,nan,Offense
2015-16,West Virginia,0,nan,13,nan,209,nan,Defensive
2016-17,West Virginia,13,nan,13,nan,154,nan,Offense
2016-17,West Virginia,0,nan,13,nan,195,nan,Defensive
2017-18,West Virginia,12,nan,12,nan,138,nan,Offense
2017-18,West Virginia,0,nan,12,nan,115,nan,Defensive
2013-14,West Virginia,12,nan,12,nan,111,nan,Offense
2013-14,West Virginia,0,nan,12,nan,170,nan,Defensive
2014-15,West Virginia,13,nan,13,nan,140,nan,Offense
2014-15,West Virginia,0,nan,13,nan,228,nan,Defensive
2015-16,West Virginia,13,nan,13,nan,183,nan,Offense
2015-16,West Virginia,0,nan,13,nan,209,nan,Defensive
2016-17,West Virginia,13,nan,13,nan,154,nan,Offense
2016-17,West Virginia,0,nan,13,nan,195,nan,Defensive
2017-18,West Virginia,12,nan,12,nan,138,nan,Offense
2017-18,West Virginia,0,nan,12,nan,115,nan,Defensive
2013-14,West Virginia,12,nan,12,nan,111,nan,Offense
2013-14,West Virginia,0,nan,12,nan,170,nan,Defensive
2014-15,West Virginia,13,nan,13,nan,140,nan,Offense
2014-15,West Virginia,0,nan,13,nan,228,nan,Defensive
2015-16,West Virginia,13,nan,13,nan,183,nan,Offense
2015-16,West Virginia,0,nan,13,nan,209,nan,Defensive
2016-17,West Virginia,13,nan,13,nan,154,nan,Offense
2016-17,West Virginia,0,nan,13,nan,195,nan,Defensive
2017-18,West Virginia,12,nan,12,nan,138,nan,Offense
2017-18,West Virginia,0,nan,12,nan,115,nan,Defensive
2013-14,West Virginia,12,nan,12,nan,111,nan,Offense
2013-14,West Virginia,0,nan,12,nan,170,nan,Defensive
2014-15,West Virginia,13,nan,13,nan,140,nan,Offense
2014-15,West Virginia,0,nan,13,nan,228,nan,Defensive
2015-16,West Virginia,13,nan,13,nan,183,nan,Offense
2015-16,West Virginia,0,nan,13,nan,209,nan,Defensive
2016-17,West Virginia,13,nan,13,nan,154,nan,Offense
2016-17,West Virginia,0,nan,13,nan,195,nan,Defensive
2017-18,West Virginia,12,nan,12,nan,138,nan,Offense
2017-18,West Virginia,0,nan,12,nan,115,nan,Defensive
2013-14,Washington St.,13,nan,13,nan,145,nan,Offense
2013-14,Washington St.,0,nan,13,nan,244,nan,Defensive
2014-15,Washington St.,12,nan,12,nan,209,nan,Offense
2014-15,Washington St.,0,nan,12,nan,273,nan,Defensive
2015-16,Washington St.,13,nan,13,nan,223,nan,Offense
2015-16,Washington St.,0,nan,13,nan,300,nan,Defensive
2016-17,Washington St.,13,nan,13,nan,126,nan,Offense
2016-17,Washington St.,0,nan,13,nan,196,nan,Defensive
2017-18,Washington St.,12,nan,12,nan,219,nan,Offense
2017-18,Washington St.,0,nan,12,nan,317,nan,Defensive
2013-14,Washington St.,13,nan,13,nan,145,nan,Offense
2013-14,Washington St.,0,nan,13,nan,244,nan,Defensive
2014-15,Washington St.,12,nan,12,nan,209,nan,Offense
2014-15,Washington St.,0,nan,12,nan,273,nan,Defensive
2015-16,Washington St.,13,nan,13,nan,223,nan,Offense
2015-16,Washington St.,0,nan,13,nan,300,nan,Defensive
2016-17,Washington St.,13,nan,13,nan,126,nan,Offense
2016-17,Washington St.,0,nan,13,nan,196,nan,Defensive
2017-18,Washington St.,12,nan,12,nan,219,nan,Offense
2017-18,Washington St.,0,nan,12,nan,317,nan,Defensive
2013-14,Washington St.,13,nan,13,nan,145,nan,Offense
2013-14,Washington St.,0,nan,13,nan,244,nan,Defensive
2014-15,Washington St.,12,nan,12,nan,209,nan,Offense
2014-15,Washington St.,0,nan,12,nan,273,nan,Defensive
2015-16,Washington St.,13,nan,13,nan,223,nan,Offense
2015-16,Washington St.,0,nan,13,nan,300,nan,Defensive
2016-17,Washington St.,13,nan,13,nan,126,nan,Offense
2016-17,Washington St.,0,nan,13,nan,196,nan,Defensive
2017-18,Washington St.,12,nan,12,nan,219,nan,Offense
2017-18,Washington St.,0,nan,12,nan,317,nan,Defensive
2013-14,Washington St.,13,nan,13,nan,145,nan,Offense
2013-14,Washington St.,0,nan,13,nan,244,nan,Defensive
2014-15,Washington St.,12,nan,12,nan,209,nan,Offense
2014-15,Washington St.,0,nan,12,nan,273,nan,Defensive
2015-16,Washington St.,13,nan,13,nan,223,nan,Offense
2015-16,Washington St.,0,nan,13,nan,300,nan,Defensive
2016-17,Washington St.,13,nan,13,nan,126,nan,Offense
2016-17,Washington St.,0,nan,13,nan,196,nan,Defensive
2017-18,Washington St.,12,nan,12,nan,219,nan,Offense
2017-18,Washington St.,0,nan,12,nan,317,nan,Defensive
