Year,Team,GP,SackUA,G,SackA,SackYds,Sacks,OffenseDefense
2015-16,NC State,13,nan,13,nan,175,nan,Offense
2015-16,NC State,0,nan,13,nan,227,nan,Defensive
2016-17,NC State,13,nan,13,nan,258,nan,Offense
2016-17,NC State,0,nan,13,nan,110,nan,Defensive
2017-18,NC State,12,nan,12,nan,175,nan,Offense
2017-18,NC State,0,nan,12,nan,79,nan,Defensive
2013-14,NC State,12,nan,12,nan,115,nan,Offense
2013-14,NC State,0,nan,12,nan,213,nan,Defensive
2014-15,NC State,13,nan,13,nan,236,nan,Offense
2014-15,NC State,0,nan,13,nan,192,nan,Defensive
2015-16,NC State,13,nan,13,nan,175,nan,Offense
2015-16,NC State,0,nan,13,nan,227,nan,Defensive
2016-17,NC State,13,nan,13,nan,258,nan,Offense
2016-17,NC State,0,nan,13,nan,110,nan,Defensive
2017-18,NC State,12,nan,12,nan,175,nan,Offense
2017-18,NC State,0,nan,12,nan,79,nan,Defensive
2013-14,Northern Ill.,14,nan,14,nan,203,nan,Offense
2013-14,Northern Ill.,0,nan,14,nan,65,nan,Defensive
2014-15,Northern Ill.,14,nan,14,nan,227,nan,Offense
2014-15,Northern Ill.,0,nan,14,nan,82,nan,Defensive
2015-16,Northern Ill.,14,nan,14,nan,176,nan,Offense
2015-16,Northern Ill.,0,nan,14,nan,193,nan,Defensive
2016-17,Northern Ill.,12,nan,12,nan,159,nan,Offense
2016-17,Northern Ill.,0,nan,12,nan,47,nan,Defensive
2017-18,Northern Ill.,12,nan,12,nan,252,nan,Offense
2017-18,Northern Ill.,0,nan,12,nan,167,nan,Defensive
2013-14,Northern Ill.,14,nan,14,nan,203,nan,Offense
2013-14,Northern Ill.,0,nan,14,nan,65,nan,Defensive
2014-15,Northern Ill.,14,nan,14,nan,227,nan,Offense
2014-15,Northern Ill.,0,nan,14,nan,82,nan,Defensive
2015-16,Northern Ill.,14,nan,14,nan,176,nan,Offense
2015-16,Northern Ill.,0,nan,14,nan,193,nan,Defensive
2016-17,Northern Ill.,12,nan,12,nan,159,nan,Offense
2016-17,Northern Ill.,0,nan,12,nan,47,nan,Defensive
2017-18,Northern Ill.,12,nan,12,nan,252,nan,Offense
2017-18,Northern Ill.,0,nan,12,nan,167,nan,Defensive
2013-14,North Texas,13,nan,13,nan,245,nan,Offense
2013-14,North Texas,0,nan,13,nan,53,nan,Defensive
2014-15,North Texas,12,nan,12,nan,191,nan,Offense
2014-15,North Texas,0,nan,12,nan,215,nan,Defensive
2015-16,North Texas,12,nan,12,nan,91,nan,Offense
2015-16,North Texas,0,nan,12,nan,208,nan,Defensive
2016-17,North Texas,13,nan,13,nan,184,nan,Offense
2016-17,North Texas,0,nan,13,nan,293,nan,Defensive
2017-18,North Texas,13,nan,13,nan,153,nan,Offense
2017-18,North Texas,0,nan,13,nan,230,nan,Defensive
2013-14,North Texas,13,nan,13,nan,245,nan,Offense
2013-14,North Texas,0,nan,13,nan,53,nan,Defensive
2014-15,North Texas,12,nan,12,nan,191,nan,Offense
2014-15,North Texas,0,nan,12,nan,215,nan,Defensive
2015-16,North Texas,12,nan,12,nan,91,nan,Offense
2015-16,North Texas,0,nan,12,nan,208,nan,Defensive
2016-17,North Texas,13,nan,13,nan,184,nan,Offense
2016-17,North Texas,0,nan,13,nan,293,nan,Defensive
2017-18,North Texas,13,nan,13,nan,153,nan,Offense
2017-18,North Texas,0,nan,13,nan,230,nan,Defensive
2013-14,North Texas,13,nan,13,nan,245,nan,Offense
2013-14,North Texas,0,nan,13,nan,53,nan,Defensive
2014-15,North Texas,12,nan,12,nan,191,nan,Offense
2014-15,North Texas,0,nan,12,nan,215,nan,Defensive
2015-16,North Texas,12,nan,12,nan,91,nan,Offense
2015-16,North Texas,0,nan,12,nan,208,nan,Defensive
2016-17,North Texas,13,nan,13,nan,184,nan,Offense
2016-17,North Texas,0,nan,13,nan,293,nan,Defensive
2017-18,North Texas,13,nan,13,nan,153,nan,Offense
2017-18,North Texas,0,nan,13,nan,230,nan,Defensive
2013-14,North Texas,13,nan,13,nan,245,nan,Offense
2013-14,North Texas,0,nan,13,nan,53,nan,Defensive
2014-15,North Texas,12,nan,12,nan,191,nan,Offense
2014-15,North Texas,0,nan,12,nan,215,nan,Defensive
2015-16,North Texas,12,nan,12,nan,91,nan,Offense
2015-16,North Texas,0,nan,12,nan,208,nan,Defensive
2016-17,North Texas,13,nan,13,nan,184,nan,Offense
2016-17,North Texas,0,nan,13,nan,293,nan,Defensive
2017-18,North Texas,13,nan,13,nan,153,nan,Offense
2017-18,North Texas,0,nan,13,nan,230,nan,Defensive
2013-14,North Carolina,13,nan,13,nan,264,nan,Offense
2013-14,North Carolina,0,nan,13,nan,166,nan,Defensive
2014-15,North Carolina,13,nan,13,nan,128,nan,Offense
2014-15,North Carolina,0,nan,13,nan,215,nan,Defensive
2015-16,North Carolina,14,nan,14,nan,132,nan,Offense
2015-16,North Carolina,0,nan,14,nan,112,nan,Defensive
2016-17,North Carolina,13,nan,13,nan,164,nan,Offense
2016-17,North Carolina,0,nan,13,nan,132,nan,Defensive
2017-18,North Carolina,12,nan,12,nan,125,nan,Offense
2017-18,North Carolina,0,nan,12,nan,235,nan,Defensive
2013-14,North Carolina,13,nan,13,nan,264,nan,Offense
2013-14,North Carolina,0,nan,13,nan,166,nan,Defensive
2014-15,North Carolina,13,nan,13,nan,128,nan,Offense
2014-15,North Carolina,0,nan,13,nan,215,nan,Defensive
2015-16,North Carolina,14,nan,14,nan,132,nan,Offense
2015-16,North Carolina,0,nan,14,nan,112,nan,Defensive
2016-17,North Carolina,13,nan,13,nan,164,nan,Offense
2016-17,North Carolina,0,nan,13,nan,132,nan,Defensive
2017-18,North Carolina,12,nan,12,nan,125,nan,Offense
2017-18,North Carolina,0,nan,12,nan,235,nan,Defensive
2013-14,North Carolina,13,nan,13,nan,264,nan,Offense
2013-14,North Carolina,0,nan,13,nan,166,nan,Defensive
2014-15,North Carolina,13,nan,13,nan,128,nan,Offense
2014-15,North Carolina,0,nan,13,nan,215,nan,Defensive
2015-16,North Carolina,14,nan,14,nan,132,nan,Offense
2015-16,North Carolina,0,nan,14,nan,112,nan,Defensive
2016-17,North Carolina,13,nan,13,nan,164,nan,Offense
2016-17,North Carolina,0,nan,13,nan,132,nan,Defensive
2017-18,North Carolina,12,nan,12,nan,125,nan,Offense
2017-18,North Carolina,0,nan,12,nan,235,nan,Defensive
2013-14,North Carolina,13,nan,13,nan,264,nan,Offense
2013-14,North Carolina,0,nan,13,nan,166,nan,Defensive
2014-15,North Carolina,13,nan,13,nan,128,nan,Offense
2014-15,North Carolina,0,nan,13,nan,215,nan,Defensive
2015-16,North Carolina,14,nan,14,nan,132,nan,Offense
2015-16,North Carolina,0,nan,14,nan,112,nan,Defensive
2016-17,North Carolina,13,nan,13,nan,164,nan,Offense
2016-17,North Carolina,0,nan,13,nan,132,nan,Defensive
2017-18,North Carolina,12,nan,12,nan,125,nan,Offense
2017-18,North Carolina,0,nan,12,nan,235,nan,Defensive
2013-14,New Mexico St.,12,nan,12,nan,64,nan,Offense
2013-14,New Mexico St.,0,nan,12,nan,167,nan,Defensive
2014-15,New Mexico St.,12,nan,12,nan,43,nan,Offense
2014-15,New Mexico St.,0,nan,12,nan,66,nan,Defensive
2015-16,New Mexico St.,12,nan,12,nan,71,nan,Offense
2015-16,New Mexico St.,0,nan,12,nan,216,nan,Defensive
2016-17,New Mexico St.,12,nan,12,nan,76,nan,Offense
2016-17,New Mexico St.,0,nan,12,nan,232,nan,Defensive
2017-18,New Mexico St.,12,nan,12,nan,236,nan,Offense
2017-18,New Mexico St.,0,nan,12,nan,206,nan,Defensive
2013-14,New Mexico St.,12,nan,12,nan,64,nan,Offense
2013-14,New Mexico St.,0,nan,12,nan,167,nan,Defensive
2014-15,New Mexico St.,12,nan,12,nan,43,nan,Offense
2014-15,New Mexico St.,0,nan,12,nan,66,nan,Defensive
2015-16,New Mexico St.,12,nan,12,nan,71,nan,Offense
2015-16,New Mexico St.,0,nan,12,nan,216,nan,Defensive
2016-17,New Mexico St.,12,nan,12,nan,76,nan,Offense
2016-17,New Mexico St.,0,nan,12,nan,232,nan,Defensive
2017-18,New Mexico St.,12,nan,12,nan,236,nan,Offense
2017-18,New Mexico St.,0,nan,12,nan,206,nan,Defensive
2013-14,New Mexico St.,12,nan,12,nan,64,nan,Offense
2013-14,New Mexico St.,0,nan,12,nan,167,nan,Defensive
2014-15,New Mexico St.,12,nan,12,nan,43,nan,Offense
2014-15,New Mexico St.,0,nan,12,nan,66,nan,Defensive
2015-16,New Mexico St.,12,nan,12,nan,71,nan,Offense
2015-16,New Mexico St.,0,nan,12,nan,216,nan,Defensive
2016-17,New Mexico St.,12,nan,12,nan,76,nan,Offense
2016-17,New Mexico St.,0,nan,12,nan,232,nan,Defensive
2017-18,New Mexico St.,12,nan,12,nan,236,nan,Offense
2017-18,New Mexico St.,0,nan,12,nan,206,nan,Defensive
2013-14,New Mexico St.,12,nan,12,nan,64,nan,Offense
2013-14,New Mexico St.,0,nan,12,nan,167,nan,Defensive
2014-15,New Mexico St.,12,nan,12,nan,43,nan,Offense
2014-15,New Mexico St.,0,nan,12,nan,66,nan,Defensive
2015-16,New Mexico St.,12,nan,12,nan,71,nan,Offense
2015-16,New Mexico St.,0,nan,12,nan,216,nan,Defensive
2016-17,New Mexico St.,12,nan,12,nan,76,nan,Offense
2016-17,New Mexico St.,0,nan,12,nan,232,nan,Defensive
2017-18,New Mexico St.,12,nan,12,nan,236,nan,Offense
2017-18,New Mexico St.,0,nan,12,nan,206,nan,Defensive
2013-14,New Mexico,12,nan,12,nan,111,nan,Offense
2013-14,New Mexico,0,nan,12,nan,146,nan,Defensive
2014-15,New Mexico,12,nan,12,nan,171,nan,Offense
2014-15,New Mexico,0,nan,12,nan,73,nan,Defensive
2015-16,New Mexico,13,nan,13,nan,183,nan,Offense
2015-16,New Mexico,0,nan,13,nan,91,nan,Defensive
2016-17,New Mexico,13,nan,13,nan,169,nan,Offense
2016-17,New Mexico,0,nan,13,nan,71,nan,Defensive
2017-18,New Mexico,12,nan,12,nan,156,nan,Offense
2017-18,New Mexico,0,nan,12,nan,98,nan,Defensive
2013-14,New Mexico,12,nan,12,nan,111,nan,Offense
2013-14,New Mexico,0,nan,12,nan,146,nan,Defensive
2014-15,New Mexico,12,nan,12,nan,171,nan,Offense
2014-15,New Mexico,0,nan,12,nan,73,nan,Defensive
2015-16,New Mexico,13,nan,13,nan,183,nan,Offense
2015-16,New Mexico,0,nan,13,nan,91,nan,Defensive
2016-17,New Mexico,13,nan,13,nan,169,nan,Offense
2016-17,New Mexico,0,nan,13,nan,71,nan,Defensive
2017-18,New Mexico,12,nan,12,nan,156,nan,Offense
2017-18,New Mexico,0,nan,12,nan,98,nan,Defensive
2013-14,New Mexico,12,nan,12,nan,111,nan,Offense
2013-14,New Mexico,0,nan,12,nan,146,nan,Defensive
2014-15,New Mexico,12,nan,12,nan,171,nan,Offense
2014-15,New Mexico,0,nan,12,nan,73,nan,Defensive
2015-16,New Mexico,13,nan,13,nan,183,nan,Offense
2015-16,New Mexico,0,nan,13,nan,91,nan,Defensive
2016-17,New Mexico,13,nan,13,nan,169,nan,Offense
2016-17,New Mexico,0,nan,13,nan,71,nan,Defensive
2017-18,New Mexico,12,nan,12,nan,156,nan,Offense
2017-18,New Mexico,0,nan,12,nan,98,nan,Defensive
2013-14,Ohio St.,14,nan,14,nan,292,nan,Offense
2013-14,Ohio St.,0,nan,14,nan,135,nan,Defensive
2014-15,Ohio St.,15,nan,15,nan,307,nan,Offense
2014-15,Ohio St.,0,nan,15,nan,203,nan,Defensive
2015-16,Ohio St.,13,nan,13,nan,217,nan,Offense
2015-16,Ohio St.,0,nan,13,nan,101,nan,Defensive
2016-17,Ohio St.,13,nan,13,nan,202,nan,Offense
2016-17,Ohio St.,0,nan,13,nan,150,nan,Defensive
2017-18,Ohio St.,13,nan,13,nan,267,nan,Offense
2017-18,Ohio St.,0,nan,13,nan,109,nan,Defensive
2013-14,Ohio St.,14,nan,14,nan,292,nan,Offense
2013-14,Ohio St.,0,nan,14,nan,135,nan,Defensive
2014-15,Ohio St.,15,nan,15,nan,307,nan,Offense
2014-15,Ohio St.,0,nan,15,nan,203,nan,Defensive
2015-16,Ohio St.,13,nan,13,nan,217,nan,Offense
2015-16,Ohio St.,0,nan,13,nan,101,nan,Defensive
2016-17,Ohio St.,13,nan,13,nan,202,nan,Offense
2016-17,Ohio St.,0,nan,13,nan,150,nan,Defensive
2017-18,Ohio St.,13,nan,13,nan,267,nan,Offense
2017-18,Ohio St.,0,nan,13,nan,109,nan,Defensive
2013-14,Ohio St.,14,nan,14,nan,292,nan,Offense
2013-14,Ohio St.,0,nan,14,nan,135,nan,Defensive
2014-15,Ohio St.,15,nan,15,nan,307,nan,Offense
2014-15,Ohio St.,0,nan,15,nan,203,nan,Defensive
2015-16,Ohio St.,13,nan,13,nan,217,nan,Offense
2015-16,Ohio St.,0,nan,13,nan,101,nan,Defensive
2016-17,Ohio St.,13,nan,13,nan,202,nan,Offense
2016-17,Ohio St.,0,nan,13,nan,150,nan,Defensive
2017-18,Ohio St.,13,nan,13,nan,267,nan,Offense
2017-18,Ohio St.,0,nan,13,nan,109,nan,Defensive
2013-14,Ohio St.,14,nan,14,nan,292,nan,Offense
2013-14,Ohio St.,0,nan,14,nan,135,nan,Defensive
2014-15,Ohio St.,15,nan,15,nan,307,nan,Offense
2014-15,Ohio St.,0,nan,15,nan,203,nan,Defensive
2015-16,Ohio St.,13,nan,13,nan,217,nan,Offense
2015-16,Ohio St.,0,nan,13,nan,101,nan,Defensive
2016-17,Ohio St.,13,nan,13,nan,202,nan,Offense
2016-17,Ohio St.,0,nan,13,nan,150,nan,Defensive
2017-18,Ohio St.,13,nan,13,nan,267,nan,Offense
2017-18,Ohio St.,0,nan,13,nan,109,nan,Defensive
2013-14,Ohio,13,nan,13,nan,194,nan,Offense
2013-14,Ohio,0,nan,13,nan,150,nan,Defensive
2014-15,Ohio,12,nan,12,nan,146,nan,Offense
2014-15,Ohio,0,nan,12,nan,173,nan,Defensive
2015-16,Ohio,13,nan,13,nan,144,nan,Offense
2015-16,Ohio,0,nan,13,nan,177,nan,Defensive
2016-17,Ohio,14,nan,14,nan,304,nan,Offense
2016-17,Ohio,0,nan,14,nan,119,nan,Defensive
2017-18,Ohio,12,nan,12,nan,165,nan,Offense
2017-18,Ohio,0,nan,12,nan,93,nan,Defensive
2013-14,Ohio,13,nan,13,nan,194,nan,Offense
2013-14,Ohio,0,nan,13,nan,150,nan,Defensive
2014-15,Ohio,12,nan,12,nan,146,nan,Offense
2014-15,Ohio,0,nan,12,nan,173,nan,Defensive
2015-16,Ohio,13,nan,13,nan,144,nan,Offense
2015-16,Ohio,0,nan,13,nan,177,nan,Defensive
2016-17,Ohio,14,nan,14,nan,304,nan,Offense
2016-17,Ohio,0,nan,14,nan,119,nan,Defensive
2017-18,Ohio,12,nan,12,nan,165,nan,Offense
2017-18,Ohio,0,nan,12,nan,93,nan,Defensive
2013-14,Ohio,13,nan,13,nan,194,nan,Offense
2013-14,Ohio,0,nan,13,nan,150,nan,Defensive
2014-15,Ohio,12,nan,12,nan,146,nan,Offense
2014-15,Ohio,0,nan,12,nan,173,nan,Defensive
2015-16,Ohio,13,nan,13,nan,144,nan,Offense
2015-16,Ohio,0,nan,13,nan,177,nan,Defensive
2016-17,Ohio,14,nan,14,nan,304,nan,Offense
2016-17,Ohio,0,nan,14,nan,119,nan,Defensive
2017-18,Ohio,12,nan,12,nan,165,nan,Offense
2017-18,Ohio,0,nan,12,nan,93,nan,Defensive
2013-14,Ohio,13,nan,13,nan,194,nan,Offense
2013-14,Ohio,0,nan,13,nan,150,nan,Defensive
2014-15,Ohio,12,nan,12,nan,146,nan,Offense
2014-15,Ohio,0,nan,12,nan,173,nan,Defensive
2015-16,Ohio,13,nan,13,nan,144,nan,Offense
2015-16,Ohio,0,nan,13,nan,177,nan,Defensive
2016-17,Ohio,14,nan,14,nan,304,nan,Offense
2016-17,Ohio,0,nan,14,nan,119,nan,Defensive
2017-18,Ohio,12,nan,12,nan,165,nan,Offense
2017-18,Ohio,0,nan,12,nan,93,nan,Defensive
2013-14,Notre Dame,13,nan,13,nan,146,nan,Offense
2013-14,Notre Dame,0,nan,13,nan,63,nan,Defensive
2014-15,Notre Dame,13,nan,13,nan,200,nan,Offense
2014-15,Notre Dame,0,nan,13,nan,208,nan,Defensive
2015-16,Notre Dame,13,nan,13,nan,172,nan,Offense
2015-16,Notre Dame,0,nan,13,nan,159,nan,Defensive
2016-17,Notre Dame,12,nan,12,nan,88,nan,Offense
2016-17,Notre Dame,0,nan,12,nan,163,nan,Defensive
2017-18,Notre Dame,12,nan,12,nan,123,nan,Offense
2017-18,Notre Dame,0,nan,12,nan,115,nan,Defensive
2013-14,Notre Dame,13,nan,13,nan,146,nan,Offense
2013-14,Notre Dame,0,nan,13,nan,63,nan,Defensive
2014-15,Notre Dame,13,nan,13,nan,200,nan,Offense
2014-15,Notre Dame,0,nan,13,nan,208,nan,Defensive
2015-16,Notre Dame,13,nan,13,nan,172,nan,Offense
2015-16,Notre Dame,0,nan,13,nan,159,nan,Defensive
2016-17,Notre Dame,12,nan,12,nan,88,nan,Offense
2016-17,Notre Dame,0,nan,12,nan,163,nan,Defensive
2017-18,Notre Dame,12,nan,12,nan,123,nan,Offense
2017-18,Notre Dame,0,nan,12,nan,115,nan,Defensive
2013-14,Notre Dame,13,nan,13,nan,146,nan,Offense
2013-14,Notre Dame,0,nan,13,nan,63,nan,Defensive
2014-15,Notre Dame,13,nan,13,nan,200,nan,Offense
2014-15,Notre Dame,0,nan,13,nan,208,nan,Defensive
2015-16,Notre Dame,13,nan,13,nan,172,nan,Offense
2015-16,Notre Dame,0,nan,13,nan,159,nan,Defensive
2016-17,Notre Dame,12,nan,12,nan,88,nan,Offense
2016-17,Notre Dame,0,nan,12,nan,163,nan,Defensive
2017-18,Notre Dame,12,nan,12,nan,123,nan,Offense
2017-18,Notre Dame,0,nan,12,nan,115,nan,Defensive
2013-14,Notre Dame,13,nan,13,nan,146,nan,Offense
2013-14,Notre Dame,0,nan,13,nan,63,nan,Defensive
2014-15,Notre Dame,13,nan,13,nan,200,nan,Offense
2014-15,Notre Dame,0,nan,13,nan,208,nan,Defensive
2015-16,Notre Dame,13,nan,13,nan,172,nan,Offense
2015-16,Notre Dame,0,nan,13,nan,159,nan,Defensive
2016-17,Notre Dame,12,nan,12,nan,88,nan,Offense
2016-17,Notre Dame,0,nan,12,nan,163,nan,Defensive
2017-18,Notre Dame,12,nan,12,nan,123,nan,Offense
2017-18,Notre Dame,0,nan,12,nan,115,nan,Defensive
2013-14,Northwestern,12,nan,12,nan,198,nan,Offense
2013-14,Northwestern,0,nan,12,nan,198,nan,Defensive
2014-15,Northwestern,12,nan,12,nan,110,nan,Offense
2014-15,Northwestern,0,nan,12,nan,279,nan,Defensive
2015-16,Northwestern,13,nan,13,nan,191,nan,Offense
2015-16,Northwestern,0,nan,13,nan,187,nan,Defensive
2016-17,Northwestern,13,nan,13,nan,189,nan,Offense
2016-17,Northwestern,0,nan,13,nan,224,nan,Defensive
2017-18,Northwestern,12,nan,12,nan,186,nan,Offense
2017-18,Northwestern,0,nan,12,nan,202,nan,Defensive
2013-14,Northwestern,12,nan,12,nan,198,nan,Offense
2013-14,Northwestern,0,nan,12,nan,198,nan,Defensive
2014-15,Northwestern,12,nan,12,nan,110,nan,Offense
2014-15,Northwestern,0,nan,12,nan,279,nan,Defensive
2015-16,Northwestern,13,nan,13,nan,191,nan,Offense
2015-16,Northwestern,0,nan,13,nan,187,nan,Defensive
2016-17,Northwestern,13,nan,13,nan,189,nan,Offense
2016-17,Northwestern,0,nan,13,nan,224,nan,Defensive
2017-18,Northwestern,12,nan,12,nan,186,nan,Offense
2017-18,Northwestern,0,nan,12,nan,202,nan,Defensive
2013-14,Northwestern,12,nan,12,nan,198,nan,Offense
2013-14,Northwestern,0,nan,12,nan,198,nan,Defensive
2014-15,Northwestern,12,nan,12,nan,110,nan,Offense
2014-15,Northwestern,0,nan,12,nan,279,nan,Defensive
2015-16,Northwestern,13,nan,13,nan,191,nan,Offense
2015-16,Northwestern,0,nan,13,nan,187,nan,Defensive
2016-17,Northwestern,13,nan,13,nan,189,nan,Offense
2016-17,Northwestern,0,nan,13,nan,224,nan,Defensive
2017-18,Northwestern,12,nan,12,nan,186,nan,Offense
2017-18,Northwestern,0,nan,12,nan,202,nan,Defensive
2013-14,Northwestern,12,nan,12,nan,198,nan,Offense
2013-14,Northwestern,0,nan,12,nan,198,nan,Defensive
2014-15,Northwestern,12,nan,12,nan,110,nan,Offense
2014-15,Northwestern,0,nan,12,nan,279,nan,Defensive
2015-16,Northwestern,13,nan,13,nan,191,nan,Offense
2015-16,Northwestern,0,nan,13,nan,187,nan,Defensive
2016-17,Northwestern,13,nan,13,nan,189,nan,Offense
2016-17,Northwestern,0,nan,13,nan,224,nan,Defensive
2017-18,Northwestern,12,nan,12,nan,186,nan,Offense
2017-18,Northwestern,0,nan,12,nan,202,nan,Defensive
2013-14,Northern Ill.,14,nan,14,nan,203,nan,Offense
2013-14,Northern Ill.,0,nan,14,nan,65,nan,Defensive
2014-15,Northern Ill.,14,nan,14,nan,227,nan,Offense
2014-15,Northern Ill.,0,nan,14,nan,82,nan,Defensive
2015-16,Northern Ill.,14,nan,14,nan,176,nan,Offense
2015-16,Northern Ill.,0,nan,14,nan,193,nan,Defensive
2016-17,Northern Ill.,12,nan,12,nan,159,nan,Offense
2016-17,Northern Ill.,0,nan,12,nan,47,nan,Defensive
2017-18,Northern Ill.,12,nan,12,nan,252,nan,Offense
2017-18,Northern Ill.,0,nan,12,nan,167,nan,Defensive
2011-12,Oregon,1,nan,1,nan,13,nan,Offense
2011-12,Oregon,0,nan,1,nan,9,nan,Defensive
2013-14,Oregon,13,nan,13,nan,182,nan,Offense
2013-14,Oregon,0,nan,13,nan,111,nan,Defensive
2014-15,Oregon,15,nan,15,nan,292,nan,Offense
2014-15,Oregon,0,nan,15,nan,165,nan,Defensive
2015-16,Oregon,13,nan,13,nan,254,nan,Offense
2015-16,Oregon,0,nan,13,nan,236,nan,Defensive
2016-17,Oregon,12,nan,12,nan,164,nan,Offense
2016-17,Oregon,0,nan,12,nan,169,nan,Defensive
2017-18,Oregon,12,nan,12,nan,195,nan,Offense
2017-18,Oregon,0,nan,12,nan,134,nan,Defensive
2013-14,Ole Miss,13,nan,13,nan,147,nan,Offense
2013-14,Ole Miss,0,nan,13,nan,178,nan,Defensive
2014-15,Ole Miss,13,nan,13,nan,216,nan,Offense
2014-15,Ole Miss,0,nan,13,nan,171,nan,Defensive
2015-16,Ole Miss,13,nan,13,nan,197,nan,Offense
2015-16,Ole Miss,0,nan,13,nan,147,nan,Defensive
2016-17,Ole Miss,12,nan,12,nan,140,nan,Offense
2016-17,Ole Miss,0,nan,12,nan,153,nan,Defensive
2017-18,Ole Miss,12,nan,12,nan,192,nan,Offense
2017-18,Ole Miss,0,nan,12,nan,242,nan,Defensive
2013-14,Ole Miss,13,nan,13,nan,147,nan,Offense
2013-14,Ole Miss,0,nan,13,nan,178,nan,Defensive
2014-15,Ole Miss,13,nan,13,nan,216,nan,Offense
2014-15,Ole Miss,0,nan,13,nan,171,nan,Defensive
2015-16,Ole Miss,13,nan,13,nan,197,nan,Offense
2015-16,Ole Miss,0,nan,13,nan,147,nan,Defensive
2016-17,Ole Miss,12,nan,12,nan,140,nan,Offense
2016-17,Ole Miss,0,nan,12,nan,153,nan,Defensive
2017-18,Ole Miss,12,nan,12,nan,192,nan,Offense
2017-18,Ole Miss,0,nan,12,nan,242,nan,Defensive
2013-14,Ole Miss,13,nan,13,nan,147,nan,Offense
2013-14,Ole Miss,0,nan,13,nan,178,nan,Defensive
2014-15,Ole Miss,13,nan,13,nan,216,nan,Offense
2014-15,Ole Miss,0,nan,13,nan,171,nan,Defensive
2015-16,Ole Miss,13,nan,13,nan,197,nan,Offense
2015-16,Ole Miss,0,nan,13,nan,147,nan,Defensive
2016-17,Ole Miss,12,nan,12,nan,140,nan,Offense
2016-17,Ole Miss,0,nan,12,nan,153,nan,Defensive
2017-18,Ole Miss,12,nan,12,nan,192,nan,Offense
2017-18,Ole Miss,0,nan,12,nan,242,nan,Defensive
2013-14,Oklahoma St.,13,nan,13,nan,158,nan,Offense
2013-14,Oklahoma St.,0,nan,13,nan,80,nan,Defensive
2014-15,Oklahoma St.,13,nan,13,nan,203,nan,Offense
2014-15,Oklahoma St.,0,nan,13,nan,235,nan,Defensive
2015-16,Oklahoma St.,13,nan,13,nan,231,nan,Offense
2015-16,Oklahoma St.,0,nan,13,nan,191,nan,Defensive
2016-17,Oklahoma St.,13,nan,13,nan,206,nan,Offense
2016-17,Oklahoma St.,0,nan,13,nan,201,nan,Defensive
2017-18,Oklahoma St.,12,nan,12,nan,233,nan,Offense
2017-18,Oklahoma St.,0,nan,12,nan,113,nan,Defensive
2013-14,Ole Miss,13,nan,13,nan,147,nan,Offense
2013-14,Ole Miss,0,nan,13,nan,178,nan,Defensive
2014-15,Ole Miss,13,nan,13,nan,216,nan,Offense
2014-15,Ole Miss,0,nan,13,nan,171,nan,Defensive
2015-16,Ole Miss,13,nan,13,nan,197,nan,Offense
2015-16,Ole Miss,0,nan,13,nan,147,nan,Defensive
2016-17,Ole Miss,12,nan,12,nan,140,nan,Offense
2016-17,Ole Miss,0,nan,12,nan,153,nan,Defensive
2017-18,Ole Miss,12,nan,12,nan,192,nan,Offense
2017-18,Ole Miss,0,nan,12,nan,242,nan,Defensive
2013-14,Old Dominion,12,nan,12,nan,108,nan,Offense
2013-14,Old Dominion,0,nan,12,nan,153,nan,Defensive
2014-15,Old Dominion,11,nan,11,nan,108,nan,Offense
2014-15,Old Dominion,0,nan,11,nan,203,nan,Defensive
2015-16,Old Dominion,12,nan,12,nan,163,nan,Offense
2015-16,Old Dominion,0,nan,12,nan,159,nan,Defensive
2016-17,Old Dominion,13,nan,13,nan,242,nan,Offense
2016-17,Old Dominion,0,nan,13,nan,114,nan,Defensive
2017-18,Old Dominion,12,nan,12,nan,177,nan,Offense
2017-18,Old Dominion,0,nan,12,nan,113,nan,Defensive
2013-14,Old Dominion,12,nan,12,nan,108,nan,Offense
2013-14,Old Dominion,0,nan,12,nan,153,nan,Defensive
2014-15,Old Dominion,11,nan,11,nan,108,nan,Offense
2014-15,Old Dominion,0,nan,11,nan,203,nan,Defensive
2015-16,Old Dominion,12,nan,12,nan,163,nan,Offense
2015-16,Old Dominion,0,nan,12,nan,159,nan,Defensive
2016-17,Old Dominion,13,nan,13,nan,242,nan,Offense
2016-17,Old Dominion,0,nan,13,nan,114,nan,Defensive
2017-18,Old Dominion,12,nan,12,nan,177,nan,Offense
2017-18,Old Dominion,0,nan,12,nan,113,nan,Defensive
2013-14,Old Dominion,12,nan,12,nan,108,nan,Offense
2013-14,Old Dominion,0,nan,12,nan,153,nan,Defensive
2014-15,Old Dominion,11,nan,11,nan,108,nan,Offense
2014-15,Old Dominion,0,nan,11,nan,203,nan,Defensive
2015-16,Old Dominion,12,nan,12,nan,163,nan,Offense
2015-16,Old Dominion,0,nan,12,nan,159,nan,Defensive
2016-17,Old Dominion,13,nan,13,nan,242,nan,Offense
2016-17,Old Dominion,0,nan,13,nan,114,nan,Defensive
2017-18,Old Dominion,12,nan,12,nan,177,nan,Offense
2017-18,Old Dominion,0,nan,12,nan,113,nan,Defensive
2013-14,Old Dominion,12,nan,12,nan,108,nan,Offense
2013-14,Old Dominion,0,nan,12,nan,153,nan,Defensive
2014-15,Old Dominion,11,nan,11,nan,108,nan,Offense
