Year,Team,GP,G,FumblesRecovered,Int,Blkd,OffenseDefense
2015-16,Michigan,13,13,2,10,nan,Offense
2015-16,Michigan,0,13,6,10,1,Defensive
2016-17,Michigan,13,13,6,13,7,Offense
2016-17,Michigan,0,13,5,7,nan,Defensive
2017-18,Michigan,12,12,5,9,2,Offense
2017-18,Michigan,0,12,8,8,2,Defensive
2013-14,New Mexico,12,12,6,4,3,Offense
2013-14,New Mexico,0,12,9,5,1,Defensive
2014-15,New Mexico,12,12,8,11,3,Offense
2014-15,New Mexico,0,12,12,6,3,Defensive
2015-16,New Mexico,13,13,11,14,1,Offense
2015-16,New Mexico,0,13,7,14,2,Defensive
2016-17,New Mexico,13,13,5,8,2,Offense
2016-17,New Mexico,0,13,8,6,1,Defensive
2017-18,New Mexico,12,12,7,6,nan,Offense
2017-18,New Mexico,0,12,15,14,nan,Defensive
2013-14,Nevada,12,12,8,10,nan,Offense
2013-14,Nevada,0,12,6,5,3,Defensive
2014-15,Nevada,13,13,14,13,2,Offense
2014-15,Nevada,0,13,5,11,1,Defensive
2015-16,Nevada,13,13,8,13,1,Offense
2015-16,Nevada,0,13,5,7,1,Defensive
2016-17,Nevada,12,12,10,5,2,Offense
2016-17,Nevada,0,12,2,9,1,Defensive
2017-18,Nevada,12,12,11,8,1,Offense
2017-18,Nevada,0,12,6,15,4,Defensive
2013-14,Nevada,12,12,8,10,nan,Offense
2013-14,Nevada,0,12,6,5,3,Defensive
2014-15,Nevada,13,13,14,13,2,Offense
2014-15,Nevada,0,13,5,11,1,Defensive
2015-16,Nevada,13,13,8,13,1,Offense
2015-16,Nevada,0,13,5,7,1,Defensive
2016-17,Nevada,12,12,10,5,2,Offense
2016-17,Nevada,0,12,2,9,1,Defensive
2017-18,Nevada,12,12,11,8,1,Offense
2017-18,Nevada,0,12,6,15,4,Defensive
2013-14,Nevada,12,12,8,10,nan,Offense
2013-14,Nevada,0,12,6,5,3,Defensive
2014-15,Nevada,13,13,14,13,2,Offense
2014-15,Nevada,0,13,5,11,1,Defensive
2015-16,Nevada,13,13,8,13,1,Offense
2015-16,Nevada,0,13,5,7,1,Defensive
2016-17,Nevada,12,12,10,5,2,Offense
2016-17,Nevada,0,12,2,9,1,Defensive
2017-18,Nevada,12,12,11,8,1,Offense
2017-18,Nevada,0,12,6,15,4,Defensive
2013-14,Nevada,12,12,8,10,nan,Offense
2013-14,Nevada,0,12,6,5,3,Defensive
2014-15,Nevada,13,13,14,13,2,Offense
2014-15,Nevada,0,13,5,11,1,Defensive
2015-16,Nevada,13,13,8,13,1,Offense
2015-16,Nevada,0,13,5,7,1,Defensive
2016-17,Nevada,12,12,10,5,2,Offense
2016-17,Nevada,0,12,2,9,1,Defensive
2017-18,Nevada,12,12,11,8,1,Offense
2017-18,Nevada,0,12,6,15,4,Defensive
2013-14,Nebraska,13,13,4,14,1,Offense
2013-14,Nebraska,0,13,16,13,nan,Defensive
2014-15,Nebraska,13,13,10,13,6,Offense
2014-15,Nebraska,0,13,13,12,1,Defensive
2015-16,Nebraska,13,13,5,10,2,Offense
2015-16,Nebraska,0,13,6,21,2,Defensive
2016-17,Nebraska,13,13,3,16,1,Offense
2016-17,Nebraska,0,13,5,9,4,Defensive
2017-18,Nebraska,12,12,3,9,nan,Offense
2017-18,Nebraska,0,12,2,17,1,Defensive
2013-14,Nebraska,13,13,4,14,1,Offense
2013-14,Nebraska,0,13,16,13,nan,Defensive
2014-15,Nebraska,13,13,10,13,6,Offense
2014-15,Nebraska,0,13,13,12,1,Defensive
2015-16,Nebraska,13,13,5,10,2,Offense
2015-16,Nebraska,0,13,6,21,2,Defensive
2016-17,Nebraska,13,13,3,16,1,Offense
2016-17,Nebraska,0,13,5,9,4,Defensive
2017-18,Nebraska,12,12,3,9,nan,Offense
2017-18,Nebraska,0,12,2,17,1,Defensive
2013-14,Nebraska,13,13,4,14,1,Offense
2013-14,Nebraska,0,13,16,13,nan,Defensive
2014-15,Nebraska,13,13,10,13,6,Offense
2014-15,Nebraska,0,13,13,12,1,Defensive
2015-16,Nebraska,13,13,5,10,2,Offense
2015-16,Nebraska,0,13,6,21,2,Defensive
2016-17,Nebraska,13,13,3,16,1,Offense
2016-17,Nebraska,0,13,5,9,4,Defensive
2017-18,Nebraska,12,12,3,9,nan,Offense
2017-18,Nebraska,0,12,2,17,1,Defensive
2013-14,Nebraska,13,13,4,14,1,Offense
2013-14,Nebraska,0,13,16,13,nan,Defensive
2014-15,Nebraska,13,13,10,13,6,Offense
2014-15,Nebraska,0,13,13,12,1,Defensive
2015-16,Nebraska,13,13,5,10,2,Offense
2015-16,Nebraska,0,13,6,21,2,Defensive
2016-17,Nebraska,13,13,3,16,1,Offense
2016-17,Nebraska,0,13,5,9,4,Defensive
2017-18,Nebraska,12,12,3,9,nan,Offense
2017-18,Nebraska,0,12,2,17,1,Defensive
2013-14,Navy,13,13,9,13,nan,Offense
2013-14,Navy,0,13,6,4,nan,Defensive
2014-15,Navy,13,13,5,13,3,Offense
2014-15,Navy,0,13,17,5,1,Defensive
2015-16,Navy,13,13,15,12,1,Offense
2015-16,Navy,0,13,6,2,2,Defensive
2016-17,Navy,14,14,11,7,2,Offense
2016-17,Navy,0,14,9,7,3,Defensive
2017-18,Navy,12,12,7,6,nan,Offense
2017-18,Navy,0,12,9,10,3,Defensive
2013-14,Navy,13,13,9,13,nan,Offense
2013-14,Navy,0,13,6,4,nan,Defensive
2014-15,Navy,13,13,5,13,3,Offense
2014-15,Navy,0,13,17,5,1,Defensive
2015-16,Navy,13,13,15,12,1,Offense
2015-16,Navy,0,13,6,2,2,Defensive
2016-17,Navy,14,14,11,7,2,Offense
2016-17,Navy,0,14,9,7,3,Defensive
2017-18,Navy,12,12,7,6,nan,Offense
2017-18,Navy,0,12,9,10,3,Defensive
2013-14,Navy,13,13,9,13,nan,Offense
2013-14,Navy,0,13,6,4,nan,Defensive
2014-15,Navy,13,13,5,13,3,Offense
2014-15,Navy,0,13,17,5,1,Defensive
2015-16,Navy,13,13,15,12,1,Offense
2015-16,Navy,0,13,6,2,2,Defensive
2016-17,Navy,14,14,11,7,2,Offense
2016-17,Navy,0,14,9,7,3,Defensive
2017-18,Navy,12,12,7,6,nan,Offense
2017-18,Navy,0,12,9,10,3,Defensive
2013-14,Navy,13,13,9,13,nan,Offense
2013-14,Navy,0,13,6,4,nan,Defensive
2014-15,Navy,13,13,5,13,3,Offense
2014-15,Navy,0,13,17,5,1,Defensive
2015-16,Navy,13,13,15,12,1,Offense
2015-16,Navy,0,13,6,2,2,Defensive
2016-17,Navy,14,14,11,7,2,Offense
2016-17,Navy,0,14,9,7,3,Defensive
2017-18,Navy,12,12,7,6,nan,Offense
2017-18,Navy,0,12,9,10,3,Defensive
2013-14,NC State,12,12,9,12,nan,Offense
2013-14,NC State,0,12,6,15,nan,Defensive
2014-15,NC State,13,13,10,10,nan,Offense
2014-15,NC State,0,13,9,6,1,Defensive
2015-16,NC State,13,13,9,13,2,Offense
2015-16,NC State,0,13,7,6,2,Defensive
2016-17,NC State,13,13,12,10,3,Offense
2016-17,NC State,0,13,8,12,4,Defensive
2017-18,NC State,12,12,6,11,5,Offense
2017-18,NC State,0,12,6,6,1,Defensive
2013-14,NC State,12,12,9,12,nan,Offense
2013-14,NC State,0,12,6,15,nan,Defensive
2014-15,NC State,13,13,10,10,nan,Offense
2014-15,NC State,0,13,9,6,1,Defensive
2015-16,NC State,13,13,9,13,2,Offense
2015-16,NC State,0,13,7,6,2,Defensive
2016-17,NC State,13,13,12,10,3,Offense
2016-17,NC State,0,13,8,12,4,Defensive
2017-18,NC State,12,12,6,11,5,Offense
2017-18,NC State,0,12,6,6,1,Defensive
2013-14,NC State,12,12,9,12,nan,Offense
2013-14,NC State,0,12,6,15,nan,Defensive
2014-15,NC State,13,13,10,10,nan,Offense
2014-15,NC State,0,13,9,6,1,Defensive
2015-16,NC State,13,13,9,13,2,Offense
2015-16,NC State,0,13,7,6,2,Defensive
2016-17,NC State,13,13,12,10,3,Offense
2016-17,NC State,0,13,8,12,4,Defensive
2017-18,NC State,12,12,6,11,5,Offense
2017-18,NC State,0,12,6,6,1,Defensive
2013-14,NC State,12,12,9,12,nan,Offense
2013-14,NC State,0,12,6,15,nan,Defensive
2014-15,NC State,13,13,10,10,nan,Offense
2014-15,NC State,0,13,9,6,1,Defensive
2015-16,NC State,13,13,9,13,2,Offense
2015-16,NC State,0,13,7,6,2,Defensive
2016-17,NC State,13,13,12,10,3,Offense
2016-17,NC State,0,13,8,12,4,Defensive
2017-18,NC State,12,12,6,11,5,Offense
2017-18,NC State,0,12,6,6,1,Defensive
2013-14,Northern Ill.,14,14,11,19,4,Offense
2013-14,Northern Ill.,0,14,7,8,4,Defensive
2014-15,Northern Ill.,14,14,10,14,nan,Offense
2014-15,Northern Ill.,0,14,9,3,4,Defensive
2015-16,Northern Ill.,14,14,7,22,3,Offense
2015-16,Northern Ill.,0,14,17,10,4,Defensive
2016-17,Northern Ill.,12,12,2,14,2,Offense
2016-17,Northern Ill.,0,12,4,13,2,Defensive
2017-18,Northern Ill.,12,12,6,15,6,Offense
2017-18,Northern Ill.,0,12,13,11,3,Defensive
2013-14,Northern Ill.,14,14,11,19,4,Offense
2013-14,Northern Ill.,0,14,7,8,4,Defensive
2014-15,Northern Ill.,14,14,10,14,nan,Offense
2014-15,Northern Ill.,0,14,9,3,4,Defensive
2015-16,Northern Ill.,14,14,7,22,3,Offense
2015-16,Northern Ill.,0,14,17,10,4,Defensive
2016-17,Northern Ill.,12,12,2,14,2,Offense
2016-17,Northern Ill.,0,12,4,13,2,Defensive
2017-18,Northern Ill.,12,12,6,15,6,Offense
2017-18,Northern Ill.,0,12,13,11,3,Defensive
2013-14,North Texas,13,13,16,18,7,Offense
2013-14,North Texas,0,13,9,14,2,Defensive
2014-15,North Texas,12,12,10,12,2,Offense
2014-15,North Texas,0,12,9,13,nan,Defensive
2015-16,North Texas,12,12,14,4,2,Offense
2015-16,North Texas,0,12,14,11,2,Defensive
2016-17,North Texas,13,13,8,14,1,Offense
2016-17,North Texas,0,13,8,13,2,Defensive
2017-18,North Texas,13,13,7,7,4,Offense
2017-18,North Texas,0,13,9,13,1,Defensive
2013-14,North Texas,13,13,16,18,7,Offense
2013-14,North Texas,0,13,9,14,2,Defensive
2014-15,North Texas,12,12,10,12,2,Offense
2014-15,North Texas,0,12,9,13,nan,Defensive
2015-16,North Texas,12,12,14,4,2,Offense
2015-16,North Texas,0,12,14,11,2,Defensive
2016-17,North Texas,13,13,8,14,1,Offense
2016-17,North Texas,0,13,8,13,2,Defensive
2017-18,North Texas,13,13,7,7,4,Offense
2017-18,North Texas,0,13,9,13,1,Defensive
2013-14,North Texas,13,13,16,18,7,Offense
2013-14,North Texas,0,13,9,14,2,Defensive
2014-15,North Texas,12,12,10,12,2,Offense
2014-15,North Texas,0,12,9,13,nan,Defensive
2015-16,North Texas,12,12,14,4,2,Offense
2015-16,North Texas,0,12,14,11,2,Defensive
2016-17,North Texas,13,13,8,14,1,Offense
2016-17,North Texas,0,13,8,13,2,Defensive
2017-18,North Texas,13,13,7,7,4,Offense
2017-18,North Texas,0,13,9,13,1,Defensive
2013-14,North Texas,13,13,16,18,7,Offense
2013-14,North Texas,0,13,9,14,2,Defensive
2014-15,North Texas,12,12,10,12,2,Offense
2014-15,North Texas,0,12,9,13,nan,Defensive
2015-16,North Texas,12,12,14,4,2,Offense
2015-16,North Texas,0,12,14,11,2,Defensive
2016-17,North Texas,13,13,8,14,1,Offense
2016-17,North Texas,0,13,8,13,2,Defensive
2017-18,North Texas,13,13,7,7,4,Offense
2017-18,North Texas,0,13,9,13,1,Defensive
2013-14,North Carolina,13,13,7,13,1,Offense
2013-14,North Carolina,0,13,7,11,2,Defensive
2014-15,North Carolina,13,13,11,12,3,Offense
2014-15,North Carolina,0,13,10,13,2,Defensive
2015-16,North Carolina,14,14,9,17,2,Offense
2015-16,North Carolina,0,14,9,10,2,Defensive
2016-17,North Carolina,13,13,13,1,3,Offense
2016-17,North Carolina,0,13,10,6,2,Defensive
2017-18,North Carolina,12,12,9,7,2,Offense
2017-18,North Carolina,0,12,6,16,2,Defensive
2013-14,North Carolina,13,13,7,13,1,Offense
2013-14,North Carolina,0,13,7,11,2,Defensive
2014-15,North Carolina,13,13,11,12,3,Offense
2014-15,North Carolina,0,13,10,13,2,Defensive
2015-16,North Carolina,14,14,9,17,2,Offense
2015-16,North Carolina,0,14,9,10,2,Defensive
2016-17,North Carolina,13,13,13,1,3,Offense
2016-17,North Carolina,0,13,10,6,2,Defensive
2017-18,North Carolina,12,12,9,7,2,Offense
2017-18,North Carolina,0,12,6,16,2,Defensive
2013-14,North Carolina,13,13,7,13,1,Offense
2013-14,North Carolina,0,13,7,11,2,Defensive
2014-15,North Carolina,13,13,11,12,3,Offense
2014-15,North Carolina,0,13,10,13,2,Defensive
2015-16,North Carolina,14,14,9,17,2,Offense
2015-16,North Carolina,0,14,9,10,2,Defensive
2016-17,North Carolina,13,13,13,1,3,Offense
2016-17,North Carolina,0,13,10,6,2,Defensive
2017-18,North Carolina,12,12,9,7,2,Offense
2017-18,North Carolina,0,12,6,16,2,Defensive
2013-14,North Carolina,13,13,7,13,1,Offense
2013-14,North Carolina,0,13,7,11,2,Defensive
2014-15,North Carolina,13,13,11,12,3,Offense
2014-15,North Carolina,0,13,10,13,2,Defensive
2015-16,North Carolina,14,14,9,17,2,Offense
2015-16,North Carolina,0,14,9,10,2,Defensive
2016-17,North Carolina,13,13,13,1,3,Offense
2016-17,North Carolina,0,13,10,6,2,Defensive
2017-18,North Carolina,12,12,9,7,2,Offense
2017-18,North Carolina,0,12,6,16,2,Defensive
2013-14,New Mexico St.,12,12,10,10,2,Offense
2013-14,New Mexico St.,0,12,12,13,6,Defensive
2014-15,New Mexico St.,12,12,10,11,2,Offense
2014-15,New Mexico St.,0,12,10,24,3,Defensive
2015-16,New Mexico St.,12,12,10,12,2,Offense
2015-16,New Mexico St.,0,12,7,14,2,Defensive
2016-17,New Mexico St.,12,12,10,13,nan,Offense
2016-17,New Mexico St.,0,12,7,15,2,Defensive
2017-18,New Mexico St.,12,12,9,16,nan,Offense
2017-18,New Mexico St.,0,12,6,20,3,Defensive
2013-14,New Mexico St.,12,12,10,10,2,Offense
2013-14,New Mexico St.,0,12,12,13,6,Defensive
2014-15,New Mexico St.,12,12,10,11,2,Offense
2014-15,New Mexico St.,0,12,10,24,3,Defensive
2015-16,New Mexico St.,12,12,10,12,2,Offense
2015-16,New Mexico St.,0,12,7,14,2,Defensive
2016-17,New Mexico St.,12,12,10,13,nan,Offense
2016-17,New Mexico St.,0,12,7,15,2,Defensive
2017-18,New Mexico St.,12,12,9,16,nan,Offense
2017-18,New Mexico St.,0,12,6,20,3,Defensive
2013-14,New Mexico St.,12,12,10,10,2,Offense
2013-14,New Mexico St.,0,12,12,13,6,Defensive
2014-15,New Mexico St.,12,12,10,11,2,Offense
2014-15,New Mexico St.,0,12,10,24,3,Defensive
2015-16,New Mexico St.,12,12,10,12,2,Offense
2015-16,New Mexico St.,0,12,7,14,2,Defensive
2016-17,New Mexico St.,12,12,10,13,nan,Offense
2016-17,New Mexico St.,0,12,7,15,2,Defensive
2017-18,New Mexico St.,12,12,9,16,nan,Offense
2017-18,New Mexico St.,0,12,6,20,3,Defensive
2013-14,New Mexico St.,12,12,10,10,2,Offense
2013-14,New Mexico St.,0,12,12,13,6,Defensive
2014-15,New Mexico St.,12,12,10,11,2,Offense
2014-15,New Mexico St.,0,12,10,24,3,Defensive
2015-16,New Mexico St.,12,12,10,12,2,Offense
2015-16,New Mexico St.,0,12,7,14,2,Defensive
2016-17,New Mexico St.,12,12,10,13,nan,Offense
2016-17,New Mexico St.,0,12,7,15,2,Defensive
2017-18,New Mexico St.,12,12,9,16,nan,Offense
2017-18,New Mexico St.,0,12,6,20,3,Defensive
2013-14,New Mexico,12,12,6,4,3,Offense
2013-14,New Mexico,0,12,9,5,1,Defensive
2014-15,New Mexico,12,12,8,11,3,Offense
2014-15,New Mexico,0,12,12,6,3,Defensive
2015-16,New Mexico,13,13,11,14,1,Offense
2015-16,New Mexico,0,13,7,14,2,Defensive
2016-17,New Mexico,13,13,5,8,2,Offense
2016-17,New Mexico,0,13,8,6,1,Defensive
2017-18,New Mexico,12,12,7,6,nan,Offense
2017-18,New Mexico,0,12,15,14,nan,Defensive
2013-14,New Mexico,12,12,6,4,3,Offense
2013-14,New Mexico,0,12,9,5,1,Defensive
2014-15,New Mexico,12,12,8,11,3,Offense
2014-15,New Mexico,0,12,12,6,3,Defensive
2015-16,New Mexico,13,13,11,14,1,Offense
2015-16,New Mexico,0,13,7,14,2,Defensive
2016-17,New Mexico,13,13,5,8,2,Offense
2016-17,New Mexico,0,13,8,6,1,Defensive
2017-18,New Mexico,12,12,7,6,nan,Offense
2017-18,New Mexico,0,12,15,14,nan,Defensive
2013-14,New Mexico,12,12,6,4,3,Offense
2013-14,New Mexico,0,12,9,5,1,Defensive
2014-15,New Mexico,12,12,8,11,3,Offense
2014-15,New Mexico,0,12,12,6,3,Defensive
2015-16,New Mexico,13,13,11,14,1,Offense
2015-16,New Mexico,0,13,7,14,2,Defensive
2016-17,New Mexico,13,13,5,8,2,Offense
2016-17,New Mexico,0,13,8,6,1,Defensive
2017-18,New Mexico,12,12,7,6,nan,Offense
2017-18,New Mexico,0,12,15,14,nan,Defensive
2013-14,Ohio St.,14,14,8,16,3,Offense
2013-14,Ohio St.,0,14,10,9,nan,Defensive
2014-15,Ohio St.,15,15,8,25,1,Offense
2014-15,Ohio St.,0,15,14,12,1,Defensive
2015-16,Ohio St.,13,13,9,12,3,Offense
2015-16,Ohio St.,0,13,9,9,1,Defensive
2016-17,Ohio St.,13,13,6,21,1,Offense
2016-17,Ohio St.,0,13,5,7,2,Defensive
2017-18,Ohio St.,13,13,8,12,3,Offense
2017-18,Ohio St.,0,13,8,10,2,Defensive
2013-14,Ohio St.,14,14,8,16,3,Offense
2013-14,Ohio St.,0,14,10,9,nan,Defensive
2014-15,Ohio St.,15,15,8,25,1,Offense
2014-15,Ohio St.,0,15,14,12,1,Defensive
2015-16,Ohio St.,13,13,9,12,3,Offense
2015-16,Ohio St.,0,13,9,9,1,Defensive
2016-17,Ohio St.,13,13,6,21,1,Offense
2016-17,Ohio St.,0,13,5,7,2,Defensive
2017-18,Ohio St.,13,13,8,12,3,Offense
2017-18,Ohio St.,0,13,8,10,2,Defensive
2013-14,Ohio St.,14,14,8,16,3,Offense
2013-14,Ohio St.,0,14,10,9,nan,Defensive
2014-15,Ohio St.,15,15,8,25,1,Offense
2014-15,Ohio St.,0,15,14,12,1,Defensive
2015-16,Ohio St.,13,13,9,12,3,Offense
2015-16,Ohio St.,0,13,9,9,1,Defensive
2016-17,Ohio St.,13,13,6,21,1,Offense
2016-17,Ohio St.,0,13,5,7,2,Defensive
2017-18,Ohio St.,13,13,8,12,3,Offense
2017-18,Ohio St.,0,13,8,10,2,Defensive
2013-14,Ohio St.,14,14,8,16,3,Offense
2013-14,Ohio St.,0,14,10,9,nan,Defensive
2014-15,Ohio St.,15,15,8,25,1,Offense
2014-15,Ohio St.,0,15,14,12,1,Defensive
2015-16,Ohio St.,13,13,9,12,3,Offense
2015-16,Ohio St.,0,13,9,9,1,Defensive
2016-17,Ohio St.,13,13,6,21,1,Offense
2016-17,Ohio St.,0,13,5,7,2,Defensive
2017-18,Ohio St.,13,13,8,12,3,Offense
2017-18,Ohio St.,0,13,8,10,2,Defensive
2013-14,Ohio,13,13,8,14,3,Offense
2013-14,Ohio,0,13,11,13,nan,Defensive
2014-15,Ohio,12,12,7,12,1,Offense
2014-15,Ohio,0,12,14,9,1,Defensive
2015-16,Ohio,13,13,10,12,1,Offense
2015-16,Ohio,0,13,4,13,1,Defensive
2016-17,Ohio,14,14,11,15,2,Offense
2016-17,Ohio,0,14,13,12,1,Defensive
2017-18,Ohio,12,12,8,9,2,Offense
2017-18,Ohio,0,12,12,9,1,Defensive
2013-14,Ohio,13,13,8,14,3,Offense
2013-14,Ohio,0,13,11,13,nan,Defensive
2014-15,Ohio,12,12,7,12,1,Offense
2014-15,Ohio,0,12,14,9,1,Defensive
2015-16,Ohio,13,13,10,12,1,Offense
2015-16,Ohio,0,13,4,13,1,Defensive
2016-17,Ohio,14,14,11,15,2,Offense
2016-17,Ohio,0,14,13,12,1,Defensive
2017-18,Ohio,12,12,8,9,2,Offense
2017-18,Ohio,0,12,12,9,1,Defensive
2013-14,Ohio,13,13,8,14,3,Offense
2013-14,Ohio,0,13,11,13,nan,Defensive
2014-15,Ohio,12,12,7,12,1,Offense
2014-15,Ohio,0,12,14,9,1,Defensive
2015-16,Ohio,13,13,10,12,1,Offense
2015-16,Ohio,0,13,4,13,1,Defensive
2016-17,Ohio,14,14,11,15,2,Offense
2016-17,Ohio,0,14,13,12,1,Defensive
2017-18,Ohio,12,12,8,9,2,Offense
2017-18,Ohio,0,12,12,9,1,Defensive
2013-14,Ohio,13,13,8,14,3,Offense
2013-14,Ohio,0,13,11,13,nan,Defensive
2014-15,Ohio,12,12,7,12,1,Offense
2014-15,Ohio,0,12,14,9,1,Defensive
2015-16,Ohio,13,13,10,12,1,Offense
2015-16,Ohio,0,13,4,13,1,Defensive
2016-17,Ohio,14,14,11,15,2,Offense
2016-17,Ohio,0,14,13,12,1,Defensive
2017-18,Ohio,12,12,8,9,2,Offense
2017-18,Ohio,0,12,12,9,1,Defensive
2013-14,Notre Dame,13,13,4,13,2,Offense
2013-14,Notre Dame,0,13,4,13,2,Defensive
2014-15,Notre Dame,13,13,7,16,6,Offense
2014-15,Notre Dame,0,13,12,14,3,Defensive
2015-16,Notre Dame,13,13,5,9,2,Offense
2015-16,Notre Dame,0,13,10,10,nan,Defensive
2016-17,Notre Dame,12,12,6,8,2,Offense
2016-17,Notre Dame,0,12,9,9,3,Defensive
2017-18,Notre Dame,12,12,10,10,nan,Offense
2017-18,Notre Dame,0,12,6,9,1,Defensive
2013-14,Notre Dame,13,13,4,13,2,Offense
2013-14,Notre Dame,0,13,4,13,2,Defensive
2014-15,Notre Dame,13,13,7,16,6,Offense
2014-15,Notre Dame,0,13,12,14,3,Defensive
2015-16,Notre Dame,13,13,5,9,2,Offense
2015-16,Notre Dame,0,13,10,10,nan,Defensive
2016-17,Notre Dame,12,12,6,8,2,Offense
2016-17,Notre Dame,0,12,9,9,3,Defensive
2017-18,Notre Dame,12,12,10,10,nan,Offense
2017-18,Notre Dame,0,12,6,9,1,Defensive
2013-14,Notre Dame,13,13,4,13,2,Offense
2013-14,Notre Dame,0,13,4,13,2,Defensive
2014-15,Notre Dame,13,13,7,16,6,Offense
2014-15,Notre Dame,0,13,12,14,3,Defensive
2015-16,Notre Dame,13,13,5,9,2,Offense
2015-16,Notre Dame,0,13,10,10,nan,Defensive
2016-17,Notre Dame,12,12,6,8,2,Offense
2016-17,Notre Dame,0,12,9,9,3,Defensive
2017-18,Notre Dame,12,12,10,10,nan,Offense
2017-18,Notre Dame,0,12,6,9,1,Defensive
2013-14,Notre Dame,13,13,4,13,2,Offense
2013-14,Notre Dame,0,13,4,13,2,Defensive
2014-15,Notre Dame,13,13,7,16,6,Offense
2014-15,Notre Dame,0,13,12,14,3,Defensive
2015-16,Notre Dame,13,13,5,9,2,Offense
2015-16,Notre Dame,0,13,10,10,nan,Defensive
2016-17,Notre Dame,12,12,6,8,2,Offense
2016-17,Notre Dame,0,12,9,9,3,Defensive
2017-18,Notre Dame,12,12,10,10,nan,Offense
2017-18,Notre Dame,0,12,6,9,1,Defensive
2013-14,Northwestern,12,12,4,19,2,Offense
2013-14,Northwestern,0,12,7,13,1,Defensive
2014-15,Northwestern,12,12,12,15,6,Offense
2014-15,Northwestern,0,12,9,14,2,Defensive
2015-16,Northwestern,13,13,9,12,1,Offense
2015-16,Northwestern,0,13,7,13,2,Defensive
2016-17,Northwestern,13,13,9,16,nan,Offense
2016-17,Northwestern,0,13,7,9,3,Defensive
2017-18,Northwestern,12,12,8,15,nan,Offense
2017-18,Northwestern,0,12,6,12,1,Defensive
2013-14,Northwestern,12,12,4,19,2,Offense
2013-14,Northwestern,0,12,7,13,1,Defensive
2014-15,Northwestern,12,12,12,15,6,Offense
2014-15,Northwestern,0,12,9,14,2,Defensive
2015-16,Northwestern,13,13,9,12,1,Offense
2015-16,Northwestern,0,13,7,13,2,Defensive
2016-17,Northwestern,13,13,9,16,nan,Offense
2016-17,Northwestern,0,13,7,9,3,Defensive
2017-18,Northwestern,12,12,8,15,nan,Offense
2017-18,Northwestern,0,12,6,12,1,Defensive
2013-14,Northwestern,12,12,4,19,2,Offense
2013-14,Northwestern,0,12,7,13,1,Defensive
2014-15,Northwestern,12,12,12,15,6,Offense
2014-15,Northwestern,0,12,9,14,2,Defensive
2015-16,Northwestern,13,13,9,12,1,Offense
2015-16,Northwestern,0,13,7,13,2,Defensive
2016-17,Northwestern,13,13,9,16,nan,Offense
2016-17,Northwestern,0,13,7,9,3,Defensive
2017-18,Northwestern,12,12,8,15,nan,Offense
2017-18,Northwestern,0,12,6,12,1,Defensive
2013-14,Northwestern,12,12,4,19,2,Offense
2013-14,Northwestern,0,12,7,13,1,Defensive
2014-15,Northwestern,12,12,12,15,6,Offense
2014-15,Northwestern,0,12,9,14,2,Defensive
2015-16,Northwestern,13,13,9,12,1,Offense
2015-16,Northwestern,0,13,7,13,2,Defensive
2016-17,Northwestern,13,13,9,16,nan,Offense
2016-17,Northwestern,0,13,7,9,3,Defensive
2017-18,Northwestern,12,12,8,15,nan,Offense
2017-18,Northwestern,0,12,6,12,1,Defensive
2013-14,Northern Ill.,14,14,11,19,4,Offense
2013-14,Northern Ill.,0,14,7,8,4,Defensive
2014-15,Northern Ill.,14,14,10,14,nan,Offense
2014-15,Northern Ill.,0,14,9,3,4,Defensive
2015-16,Northern Ill.,14,14,7,22,3,Offense
2015-16,Northern Ill.,0,14,17,10,4,Defensive
2016-17,Northern Ill.,12,12,2,14,2,Offense
2016-17,Northern Ill.,0,12,4,13,2,Defensive
2017-18,Northern Ill.,12,12,6,15,6,Offense
2017-18,Northern Ill.,0,12,13,11,3,Defensive
2011-12,Oregon,1,1,1,1,nan,Offense
2011-12,Oregon,0,1,nan,2,nan,Defensive
2013-14,Oregon,13,13,11,17,3,Offense
2013-14,Oregon,0,13,12,6,2,Defensive
2014-15,Oregon,15,15,21,13,nan,Offense
2014-15,Oregon,0,15,7,4,2,Defensive
2015-16,Oregon,13,13,9,13,2,Offense
2015-16,Oregon,0,13,7,10,4,Defensive
2016-17,Oregon,12,12,3,9,3,Offense
2016-17,Oregon,0,12,9,6,nan,Defensive
2017-18,Oregon,12,12,9,13,1,Offense
2017-18,Oregon,0,12,11,10,2,Defensive
2013-14,Ole Miss,13,13,9,13,1,Offense
2013-14,Ole Miss,0,13,8,13,6,Defensive
2014-15,Ole Miss,13,13,10,22,1,Offense
2014-15,Ole Miss,0,13,10,15,2,Defensive
2015-16,Ole Miss,13,13,8,15,3,Offense
2015-16,Ole Miss,0,13,9,14,1,Defensive
2016-17,Ole Miss,12,12,8,8,nan,Offense
2016-17,Ole Miss,0,12,5,14,2,Defensive
2017-18,Ole Miss,12,12,5,8,1,Offense
2017-18,Ole Miss,0,12,5,13,1,Defensive
2013-14,Ole Miss,13,13,9,13,1,Offense
2013-14,Ole Miss,0,13,8,13,6,Defensive
2014-15,Ole Miss,13,13,10,22,1,Offense
2014-15,Ole Miss,0,13,10,15,2,Defensive
2015-16,Ole Miss,13,13,8,15,3,Offense
2015-16,Ole Miss,0,13,9,14,1,Defensive
2016-17,Ole Miss,12,12,8,8,nan,Offense
2016-17,Ole Miss,0,12,5,14,2,Defensive
