Year,Team,GP,G,FumblesRecovered,Int,Blkd,OffenseDefense
2016-17,Louisiana,0,13,4,13,3,Defensive
2017-18,Louisiana,12,12,6,9,nan,Offense
2017-18,Louisiana,0,12,4,12,nan,Defensive
2013-14,Louisiana,13,13,9,14,nan,Offense
2013-14,Louisiana,0,13,8,14,nan,Defensive
2014-15,Louisiana,13,13,10,7,1,Offense
2014-15,Louisiana,0,13,5,9,2,Defensive
2015-16,Louisiana,12,12,6,5,4,Offense
2015-16,Louisiana,0,12,8,12,3,Defensive
2016-17,Louisiana,13,13,8,10,1,Offense
2016-17,Louisiana,0,13,4,13,3,Defensive
2017-18,Louisiana,12,12,6,9,nan,Offense
2017-18,Louisiana,0,12,4,12,nan,Defensive
2013-14,La.-Monroe,12,12,6,13,1,Offense
2013-14,La.-Monroe,0,12,8,14,4,Defensive
2014-15,La.-Monroe,12,12,5,11,1,Offense
2014-15,La.-Monroe,0,12,10,7,3,Defensive
2015-16,La.-Monroe,13,13,9,5,3,Offense
2015-16,La.-Monroe,0,13,11,19,4,Defensive
2016-17,La.-Monroe,12,12,7,6,4,Offense
2016-17,La.-Monroe,0,12,8,16,4,Defensive
2017-18,La.-Monroe,12,12,5,9,1,Offense
2017-18,La.-Monroe,0,12,9,9,nan,Defensive
2013-14,La.-Monroe,12,12,6,13,1,Offense
2013-14,La.-Monroe,0,12,8,14,4,Defensive
2014-15,La.-Monroe,12,12,5,11,1,Offense
2014-15,La.-Monroe,0,12,10,7,3,Defensive
2015-16,La.-Monroe,13,13,9,5,3,Offense
2015-16,La.-Monroe,0,13,11,19,4,Defensive
2016-17,La.-Monroe,12,12,7,6,4,Offense
2016-17,La.-Monroe,0,12,8,16,4,Defensive
2017-18,La.-Monroe,12,12,5,9,1,Offense
2017-18,La.-Monroe,0,12,9,9,nan,Defensive
2013-14,La.-Monroe,12,12,6,13,1,Offense
2013-14,La.-Monroe,0,12,8,14,4,Defensive
2014-15,La.-Monroe,12,12,5,11,1,Offense
2014-15,La.-Monroe,0,12,10,7,3,Defensive
2015-16,La.-Monroe,13,13,9,5,3,Offense
2015-16,La.-Monroe,0,13,11,19,4,Defensive
2016-17,La.-Monroe,12,12,7,6,4,Offense
2016-17,La.-Monroe,0,12,8,16,4,Defensive
2017-18,La.-Monroe,12,12,5,9,1,Offense
2017-18,La.-Monroe,0,12,9,9,nan,Defensive
2013-14,La.-Monroe,12,12,6,13,1,Offense
2013-14,La.-Monroe,0,12,8,14,4,Defensive
2014-15,La.-Monroe,12,12,5,11,1,Offense
2014-15,La.-Monroe,0,12,10,7,3,Defensive
2015-16,La.-Monroe,13,13,9,5,3,Offense
2015-16,La.-Monroe,0,13,11,19,4,Defensive
2016-17,La.-Monroe,12,12,7,6,4,Offense
2016-17,La.-Monroe,0,12,8,16,4,Defensive
2017-18,La.-Monroe,12,12,5,9,1,Offense
2017-18,La.-Monroe,0,12,9,9,nan,Defensive
2013-14,LSU,13,13,8,11,1,Offense
2013-14,LSU,0,13,10,9,nan,Defensive
2014-15,LSU,13,13,10,10,nan,Offense
2014-15,LSU,0,13,8,9,1,Defensive
2015-16,LSU,12,12,7,10,nan,Offense
2015-16,LSU,0,12,4,6,1,Defensive
2016-17,LSU,12,12,8,9,nan,Offense
2016-17,LSU,0,12,10,7,3,Defensive
2017-18,LSU,12,12,5,11,nan,Offense
2017-18,LSU,0,12,4,4,nan,Defensive
2013-14,LSU,13,13,8,11,1,Offense
2013-14,LSU,0,13,10,9,nan,Defensive
2014-15,LSU,13,13,10,10,nan,Offense
2014-15,LSU,0,13,8,9,1,Defensive
2015-16,LSU,12,12,7,10,nan,Offense
2015-16,LSU,0,12,4,6,1,Defensive
2016-17,LSU,12,12,8,9,nan,Offense
2016-17,LSU,0,12,10,7,3,Defensive
2017-18,LSU,12,12,5,11,nan,Offense
2017-18,LSU,0,12,4,4,nan,Defensive
2013-14,LSU,13,13,8,11,1,Offense
2013-14,LSU,0,13,10,9,nan,Defensive
2014-15,LSU,13,13,10,10,nan,Offense
2014-15,LSU,0,13,8,9,1,Defensive
2015-16,LSU,12,12,7,10,nan,Offense
2015-16,LSU,0,12,4,6,1,Defensive
2016-17,LSU,12,12,8,9,nan,Offense
2016-17,LSU,0,12,10,7,3,Defensive
2017-18,LSU,12,12,5,11,nan,Offense
2017-18,LSU,0,12,4,4,nan,Defensive
2013-14,Kentucky,12,12,12,3,2,Offense
2013-14,Kentucky,0,12,9,6,2,Defensive
2014-15,Kentucky,12,12,8,15,2,Offense
2014-15,Kentucky,0,12,4,11,nan,Defensive
2015-16,Kentucky,12,12,9,11,2,Offense
2015-16,Kentucky,0,12,6,16,1,Defensive
2016-17,Kentucky,13,13,8,13,1,Offense
2016-17,Kentucky,0,13,16,12,2,Defensive
2017-18,Kentucky,12,12,7,11,3,Offense
2017-18,Kentucky,0,12,8,5,nan,Defensive
2013-14,Kentucky,12,12,12,3,2,Offense
2013-14,Kentucky,0,12,9,6,2,Defensive
2014-15,Kentucky,12,12,8,15,2,Offense
2014-15,Kentucky,0,12,4,11,nan,Defensive
2015-16,Kentucky,12,12,9,11,2,Offense
2015-16,Kentucky,0,12,6,16,1,Defensive
2016-17,Kentucky,13,13,8,13,1,Offense
2016-17,Kentucky,0,13,16,12,2,Defensive
2017-18,Kentucky,12,12,7,11,3,Offense
2017-18,Kentucky,0,12,8,5,nan,Defensive
2013-14,Kentucky,12,12,12,3,2,Offense
2013-14,Kentucky,0,12,9,6,2,Defensive
2014-15,Kentucky,12,12,8,15,2,Offense
2014-15,Kentucky,0,12,4,11,nan,Defensive
2015-16,Kentucky,12,12,9,11,2,Offense
2015-16,Kentucky,0,12,6,16,1,Defensive
2016-17,Kentucky,13,13,8,13,1,Offense
2016-17,Kentucky,0,13,16,12,2,Defensive
2017-18,Kentucky,12,12,7,11,3,Offense
2017-18,Kentucky,0,12,8,5,nan,Defensive
2013-14,Kentucky,12,12,12,3,2,Offense
2013-14,Kentucky,0,12,9,6,2,Defensive
2014-15,Kentucky,12,12,8,15,2,Offense
2014-15,Kentucky,0,12,4,11,nan,Defensive
2015-16,Kentucky,12,12,9,11,2,Offense
2015-16,Kentucky,0,12,6,16,1,Defensive
2016-17,Kentucky,13,13,8,13,1,Offense
2016-17,Kentucky,0,13,16,12,2,Defensive
2017-18,Kentucky,12,12,7,11,3,Offense
2017-18,Kentucky,0,12,8,5,nan,Defensive
2013-14,Kent St.,12,12,4,9,1,Offense
2013-14,Kent St.,0,12,8,9,1,Defensive
2014-15,Kent St.,11,11,9,8,nan,Offense
2014-15,Kent St.,0,11,4,17,3,Defensive
2015-16,Kent St.,12,12,6,12,2,Offense
2015-16,Kent St.,0,12,11,10,1,Defensive
2016-17,Kent St.,12,12,12,12,2,Offense
2016-17,Kent St.,0,12,5,8,4,Defensive
2017-18,Kent St.,12,12,7,12,1,Offense
2017-18,Kent St.,0,12,11,15,2,Defensive
2013-14,Kent St.,12,12,4,9,1,Offense
2013-14,Kent St.,0,12,8,9,1,Defensive
2014-15,Kent St.,11,11,9,8,nan,Offense
2014-15,Kent St.,0,11,4,17,3,Defensive
2015-16,Kent St.,12,12,6,12,2,Offense
2015-16,Kent St.,0,12,11,10,1,Defensive
2016-17,Kent St.,12,12,12,12,2,Offense
2016-17,Kent St.,0,12,5,8,4,Defensive
2017-18,Kent St.,12,12,7,12,1,Offense
2017-18,Kent St.,0,12,11,15,2,Defensive
2013-14,Kent St.,12,12,4,9,1,Offense
2013-14,Kent St.,0,12,8,9,1,Defensive
2014-15,Kent St.,11,11,9,8,nan,Offense
2014-15,Kent St.,0,11,4,17,3,Defensive
2015-16,Kent St.,12,12,6,12,2,Offense
2015-16,Kent St.,0,12,11,10,1,Defensive
2016-17,Kent St.,12,12,12,12,2,Offense
2016-17,Kent St.,0,12,5,8,4,Defensive
2017-18,Kent St.,12,12,7,12,1,Offense
2017-18,Kent St.,0,12,11,15,2,Defensive
2013-14,Kent St.,12,12,4,9,1,Offense
2013-14,Kent St.,0,12,8,9,1,Defensive
2014-15,Kent St.,11,11,9,8,nan,Offense
2014-15,Kent St.,0,11,4,17,3,Defensive
2015-16,Kent St.,12,12,6,12,2,Offense
2015-16,Kent St.,0,12,11,10,1,Defensive
2016-17,Kent St.,12,12,12,12,2,Offense
2016-17,Kent St.,0,12,5,8,4,Defensive
2017-18,Kent St.,12,12,7,12,1,Offense
2017-18,Kent St.,0,12,11,15,2,Defensive
2013-14,Massachusetts,12,12,11,8,2,Offense
2013-14,Massachusetts,0,12,8,18,1,Defensive
2014-15,Massachusetts,12,12,5,12,3,Offense
2014-15,Massachusetts,0,12,10,13,1,Defensive
2015-16,Massachusetts,12,12,5,13,nan,Offense
2015-16,Massachusetts,0,12,6,13,3,Defensive
2016-17,Massachusetts,12,12,11,4,1,Offense
2016-17,Massachusetts,0,12,10,15,2,Defensive
2017-18,Massachusetts,12,12,7,13,1,Offense
2017-18,Massachusetts,0,12,11,6,2,Defensive
2013-14,Massachusetts,12,12,11,8,2,Offense
2013-14,Massachusetts,0,12,8,18,1,Defensive
2014-15,Massachusetts,12,12,5,12,3,Offense
2014-15,Massachusetts,0,12,10,13,1,Defensive
2015-16,Massachusetts,12,12,5,13,nan,Offense
2015-16,Massachusetts,0,12,6,13,3,Defensive
2016-17,Massachusetts,12,12,11,4,1,Offense
2016-17,Massachusetts,0,12,10,15,2,Defensive
2017-18,Massachusetts,12,12,7,13,1,Offense
2017-18,Massachusetts,0,12,11,6,2,Defensive
2013-14,Massachusetts,12,12,11,8,2,Offense
2013-14,Massachusetts,0,12,8,18,1,Defensive
2014-15,Massachusetts,12,12,5,12,3,Offense
2014-15,Massachusetts,0,12,10,13,1,Defensive
2015-16,Massachusetts,12,12,5,13,nan,Offense
2015-16,Massachusetts,0,12,6,13,3,Defensive
2016-17,Massachusetts,12,12,11,4,1,Offense
2016-17,Massachusetts,0,12,10,15,2,Defensive
2017-18,Massachusetts,12,12,7,13,1,Offense
2017-18,Massachusetts,0,12,11,6,2,Defensive
2013-14,Maryland,13,13,10,11,1,Offense
2013-14,Maryland,0,13,18,10,1,Defensive
2014-15,Maryland,13,13,13,9,3,Offense
2014-15,Maryland,0,13,8,14,2,Defensive
2015-16,Maryland,12,12,9,9,1,Offense
2015-16,Maryland,0,12,7,29,1,Defensive
2016-17,Maryland,13,13,7,5,5,Offense
2016-17,Maryland,0,13,10,9,nan,Defensive
2017-18,Maryland,12,12,6,10,4,Offense
2017-18,Maryland,0,12,6,8,3,Defensive
2013-14,Maryland,13,13,10,11,1,Offense
2013-14,Maryland,0,13,18,10,1,Defensive
2014-15,Maryland,13,13,13,9,3,Offense
2014-15,Maryland,0,13,8,14,2,Defensive
2015-16,Maryland,12,12,9,9,1,Offense
2015-16,Maryland,0,12,7,29,1,Defensive
2016-17,Maryland,13,13,7,5,5,Offense
2016-17,Maryland,0,13,10,9,nan,Defensive
2017-18,Maryland,12,12,6,10,4,Offense
2017-18,Maryland,0,12,6,8,3,Defensive
2013-14,Maryland,13,13,10,11,1,Offense
2013-14,Maryland,0,13,18,10,1,Defensive
2014-15,Maryland,13,13,13,9,3,Offense
2014-15,Maryland,0,13,8,14,2,Defensive
2015-16,Maryland,12,12,9,9,1,Offense
2015-16,Maryland,0,12,7,29,1,Defensive
2016-17,Maryland,13,13,7,5,5,Offense
2016-17,Maryland,0,13,10,9,nan,Defensive
2017-18,Maryland,12,12,6,10,4,Offense
2017-18,Maryland,0,12,6,8,3,Defensive
2013-14,Maryland,13,13,10,11,1,Offense
2013-14,Maryland,0,13,18,10,1,Defensive
2014-15,Maryland,13,13,13,9,3,Offense
2014-15,Maryland,0,13,8,14,2,Defensive
2015-16,Maryland,12,12,9,9,1,Offense
2015-16,Maryland,0,12,7,29,1,Defensive
2016-17,Maryland,13,13,7,5,5,Offense
2016-17,Maryland,0,13,10,9,nan,Defensive
2017-18,Maryland,12,12,6,10,4,Offense
2017-18,Maryland,0,12,6,8,3,Defensive
2013-14,Marshall,14,14,8,18,1,Offense
2013-14,Marshall,0,14,13,10,6,Defensive
2014-15,Marshall,14,14,9,13,4,Offense
2014-15,Marshall,0,14,11,13,1,Defensive
2015-16,Marshall,13,13,13,15,1,Offense
2015-16,Marshall,0,13,11,13,2,Defensive
2016-17,Marshall,12,12,12,8,2,Offense
2016-17,Marshall,0,12,3,12,4,Defensive
2017-18,Marshall,12,12,9,6,1,Offense
2017-18,Marshall,0,12,9,12,2,Defensive
2013-14,Marshall,14,14,8,18,1,Offense
2013-14,Marshall,0,14,13,10,6,Defensive
2014-15,Marshall,14,14,9,13,4,Offense
2014-15,Marshall,0,14,11,13,1,Defensive
2015-16,Marshall,13,13,13,15,1,Offense
2015-16,Marshall,0,13,11,13,2,Defensive
2016-17,Marshall,12,12,12,8,2,Offense
2016-17,Marshall,0,12,3,12,4,Defensive
2017-18,Marshall,12,12,9,6,1,Offense
2017-18,Marshall,0,12,9,12,2,Defensive
2013-14,Louisville,13,13,11,16,2,Offense
2013-14,Louisville,0,13,6,4,5,Defensive
2014-15,Louisville,13,13,4,26,1,Offense
2014-15,Louisville,0,13,16,10,1,Defensive
2015-16,Louisville,13,13,9,17,nan,Offense
2015-16,Louisville,0,13,12,15,3,Defensive
2016-17,Louisville,13,13,10,15,2,Offense
2016-17,Louisville,0,13,22,10,1,Defensive
2017-18,Louisville,12,12,8,12,2,Offense
2017-18,Louisville,0,12,11,6,2,Defensive
2013-14,Louisville,13,13,11,16,2,Offense
2013-14,Louisville,0,13,6,4,5,Defensive
2014-15,Louisville,13,13,4,26,1,Offense
2014-15,Louisville,0,13,16,10,1,Defensive
2015-16,Louisville,13,13,9,17,nan,Offense
2015-16,Louisville,0,13,12,15,3,Defensive
2016-17,Louisville,13,13,10,15,2,Offense
2016-17,Louisville,0,13,22,10,1,Defensive
2017-18,Louisville,12,12,8,12,2,Offense
2017-18,Louisville,0,12,11,6,2,Defensive
2013-14,Louisiana Tech,12,12,8,18,1,Offense
2013-14,Louisiana Tech,0,12,14,15,1,Defensive
2014-15,Louisiana Tech,14,14,16,26,3,Offense
2014-15,Louisiana Tech,0,14,13,13,2,Defensive
2015-16,Louisiana Tech,13,13,9,13,4,Offense
2015-16,Louisiana Tech,0,13,10,11,1,Defensive
2016-17,Louisiana Tech,14,14,9,9,1,Offense
2016-17,Louisiana Tech,0,14,8,9,3,Defensive
2017-18,Louisiana Tech,12,12,6,16,3,Offense
2017-18,Louisiana Tech,0,12,10,5,3,Defensive
2013-14,Louisiana Tech,12,12,8,18,1,Offense
2013-14,Louisiana Tech,0,12,14,15,1,Defensive
2014-15,Louisiana Tech,14,14,16,26,3,Offense
2014-15,Louisiana Tech,0,14,13,13,2,Defensive
2015-16,Louisiana Tech,13,13,9,13,4,Offense
2015-16,Louisiana Tech,0,13,10,11,1,Defensive
2016-17,Louisiana Tech,14,14,9,9,1,Offense
2016-17,Louisiana Tech,0,14,8,9,3,Defensive
2017-18,Louisiana Tech,12,12,6,16,3,Offense
2017-18,Louisiana Tech,0,12,10,5,3,Defensive
2013-14,Louisiana Tech,12,12,8,18,1,Offense
2013-14,Louisiana Tech,0,12,14,15,1,Defensive
2014-15,Louisiana Tech,14,14,16,26,3,Offense
2014-15,Louisiana Tech,0,14,13,13,2,Defensive
2015-16,Louisiana Tech,13,13,9,13,4,Offense
2015-16,Louisiana Tech,0,13,10,11,1,Defensive
2016-17,Louisiana Tech,14,14,9,9,1,Offense
2016-17,Louisiana Tech,0,14,8,9,3,Defensive
2017-18,Louisiana Tech,12,12,6,16,3,Offense
2017-18,Louisiana Tech,0,12,10,5,3,Defensive
2013-14,Louisiana Tech,12,12,8,18,1,Offense
2013-14,Louisiana Tech,0,12,14,15,1,Defensive
2014-15,Louisiana Tech,14,14,16,26,3,Offense
2014-15,Louisiana Tech,0,14,13,13,2,Defensive
2015-16,Louisiana Tech,13,13,9,13,4,Offense
2015-16,Louisiana Tech,0,13,10,11,1,Defensive
2016-17,Louisiana Tech,14,14,9,9,1,Offense
2016-17,Louisiana Tech,0,14,8,9,3,Defensive
2017-18,Louisiana Tech,12,12,6,16,3,Offense
2017-18,Louisiana Tech,0,12,10,5,3,Defensive
2013-14,Louisiana,13,13,9,14,nan,Offense
2013-14,Louisiana,0,13,8,14,nan,Defensive
2014-15,Louisiana,13,13,10,7,1,Offense
2014-15,Louisiana,0,13,5,9,2,Defensive
2015-16,Louisiana,12,12,6,5,4,Offense
2015-16,Louisiana,0,12,8,12,3,Defensive
2016-17,Louisiana,13,13,8,10,1,Offense
2016-17,Louisiana,0,13,4,13,3,Defensive
2017-18,Louisiana,12,12,6,9,nan,Offense
2017-18,Louisiana,0,12,4,12,nan,Defensive
2013-14,Louisiana,13,13,9,14,nan,Offense
2013-14,Louisiana,0,13,8,14,nan,Defensive
2014-15,Louisiana,13,13,10,7,1,Offense
2014-15,Louisiana,0,13,5,9,2,Defensive
2015-16,Louisiana,12,12,6,5,4,Offense
2015-16,Louisiana,0,12,8,12,3,Defensive
2016-17,Louisiana,13,13,8,10,1,Offense
2016-17,Louisiana,0,13,4,13,3,Defensive
2017-18,Louisiana,12,12,6,9,nan,Offense
2017-18,Louisiana,0,12,4,12,nan,Defensive
2013-14,Michigan St.,14,14,11,17,1,Offense
2013-14,Michigan St.,0,14,8,7,2,Defensive
2014-15,Michigan St.,13,13,16,18,2,Offense
2014-15,Michigan St.,0,13,6,9,nan,Defensive
2015-16,Michigan St.,14,14,13,15,3,Offense
2015-16,Michigan St.,0,14,6,8,3,Defensive
2016-17,Michigan St.,12,12,5,8,1,Offense
2016-17,Michigan St.,0,12,7,11,1,Defensive
2017-18,Michigan St.,12,12,8,13,nan,Offense
2017-18,Michigan St.,0,12,12,7,nan,Defensive
2013-14,Michigan St.,14,14,11,17,1,Offense
2013-14,Michigan St.,0,14,8,7,2,Defensive
2014-15,Michigan St.,13,13,16,18,2,Offense
2014-15,Michigan St.,0,13,6,9,nan,Defensive
2015-16,Michigan St.,14,14,13,15,3,Offense
2015-16,Michigan St.,0,14,6,8,3,Defensive
2016-17,Michigan St.,12,12,5,8,1,Offense
2016-17,Michigan St.,0,12,7,11,1,Defensive
2017-18,Michigan St.,12,12,8,13,nan,Offense
2017-18,Michigan St.,0,12,12,7,nan,Defensive
2013-14,Michigan St.,14,14,11,17,1,Offense
2013-14,Michigan St.,0,14,8,7,2,Defensive
2014-15,Michigan St.,13,13,16,18,2,Offense
2014-15,Michigan St.,0,13,6,9,nan,Defensive
2015-16,Michigan St.,14,14,13,15,3,Offense
2015-16,Michigan St.,0,14,6,8,3,Defensive
2016-17,Michigan St.,12,12,5,8,1,Offense
2016-17,Michigan St.,0,12,7,11,1,Defensive
2017-18,Michigan St.,12,12,8,13,nan,Offense
2017-18,Michigan St.,0,12,12,7,nan,Defensive
2013-14,Michigan St.,14,14,11,17,1,Offense
2013-14,Michigan St.,0,14,8,7,2,Defensive
2014-15,Michigan St.,13,13,16,18,2,Offense
2014-15,Michigan St.,0,13,6,9,nan,Defensive
2015-16,Michigan St.,14,14,13,15,3,Offense
2015-16,Michigan St.,0,14,6,8,3,Defensive
2016-17,Michigan St.,12,12,5,8,1,Offense
2016-17,Michigan St.,0,12,7,11,1,Defensive
2017-18,Michigan St.,12,12,8,13,nan,Offense
2017-18,Michigan St.,0,12,12,7,nan,Defensive
2013-14,Miami (OH),12,12,8,10,1,Offense
2013-14,Miami (OH),0,12,10,11,1,Defensive
2014-15,Miami (OH),12,12,11,11,nan,Offense
2014-15,Miami (OH),0,12,10,10,1,Defensive
2015-16,Miami (OH),12,12,7,10,5,Offense
2015-16,Miami (OH),0,12,12,19,2,Defensive
2016-17,Miami (OH),13,13,7,14,2,Offense
2016-17,Miami (OH),0,13,13,7,3,Defensive
2017-18,Miami (OH),12,12,6,11,1,Offense
2017-18,Miami (OH),0,12,7,11,nan,Defensive
2013-14,Miami (OH),12,12,8,10,1,Offense
2013-14,Miami (OH),0,12,10,11,1,Defensive
2014-15,Miami (OH),12,12,11,11,nan,Offense
2014-15,Miami (OH),0,12,10,10,1,Defensive
2015-16,Miami (OH),12,12,7,10,5,Offense
2015-16,Miami (OH),0,12,12,19,2,Defensive
2016-17,Miami (OH),13,13,7,14,2,Offense
2016-17,Miami (OH),0,13,13,7,3,Defensive
2017-18,Miami (OH),12,12,6,11,1,Offense
2017-18,Miami (OH),0,12,7,11,nan,Defensive
2013-14,Miami (OH),12,12,8,10,1,Offense
2013-14,Miami (OH),0,12,10,11,1,Defensive
2014-15,Miami (OH),12,12,11,11,nan,Offense
2014-15,Miami (OH),0,12,10,10,1,Defensive
2015-16,Miami (OH),12,12,7,10,5,Offense
2015-16,Miami (OH),0,12,12,19,2,Defensive
2016-17,Miami (OH),13,13,7,14,2,Offense
2016-17,Miami (OH),0,13,13,7,3,Defensive
2017-18,Miami (OH),12,12,6,11,1,Offense
2017-18,Miami (OH),0,12,7,11,nan,Defensive
2013-14,Miami (OH),12,12,8,10,1,Offense
2013-14,Miami (OH),0,12,10,11,1,Defensive
2014-15,Miami (OH),12,12,11,11,nan,Offense
2014-15,Miami (OH),0,12,10,10,1,Defensive
2015-16,Miami (OH),12,12,7,10,5,Offense
2015-16,Miami (OH),0,12,12,19,2,Defensive
2016-17,Miami (OH),13,13,7,14,2,Offense
2016-17,Miami (OH),0,13,13,7,3,Defensive
2017-18,Miami (OH),12,12,6,11,1,Offense
2017-18,Miami (OH),0,12,7,11,nan,Defensive
2013-14,Miami (FL),13,13,9,18,3,Offense
2013-14,Miami (FL),0,13,8,14,1,Defensive
2014-15,Miami (FL),13,13,13,10,1,Offense
2014-15,Miami (FL),0,13,12,12,3,Defensive
2015-16,Miami (FL),13,13,10,15,nan,Offense
2015-16,Miami (FL),0,13,5,9,nan,Defensive
2016-17,Miami (FL),13,13,11,8,5,Offense
2016-17,Miami (FL),0,13,3,7,4,Defensive
2017-18,Miami (FL),12,12,13,17,1,Offense
2017-18,Miami (FL),0,12,4,11,2,Defensive
2013-14,Miami (FL),13,13,9,18,3,Offense
2013-14,Miami (FL),0,13,8,14,1,Defensive
2014-15,Miami (FL),13,13,13,10,1,Offense
2014-15,Miami (FL),0,13,12,12,3,Defensive
2015-16,Miami (FL),13,13,10,15,nan,Offense
2015-16,Miami (FL),0,13,5,9,nan,Defensive
2016-17,Miami (FL),13,13,11,8,5,Offense
2016-17,Miami (FL),0,13,3,7,4,Defensive
2017-18,Miami (FL),12,12,13,17,1,Offense
2017-18,Miami (FL),0,12,4,11,2,Defensive
2013-14,Miami (FL),13,13,9,18,3,Offense
2013-14,Miami (FL),0,13,8,14,1,Defensive
2014-15,Miami (FL),13,13,13,10,1,Offense
2014-15,Miami (FL),0,13,12,12,3,Defensive
2015-16,Miami (FL),13,13,10,15,nan,Offense
2015-16,Miami (FL),0,13,5,9,nan,Defensive
2016-17,Miami (FL),13,13,11,8,5,Offense
2016-17,Miami (FL),0,13,3,7,4,Defensive
2017-18,Miami (FL),12,12,13,17,1,Offense
2017-18,Miami (FL),0,12,4,11,2,Defensive
2013-14,Miami (FL),13,13,9,18,3,Offense
2013-14,Miami (FL),0,13,8,14,1,Defensive
2014-15,Miami (FL),13,13,13,10,1,Offense
2014-15,Miami (FL),0,13,12,12,3,Defensive
2015-16,Miami (FL),13,13,10,15,nan,Offense
2015-16,Miami (FL),0,13,5,9,nan,Defensive
2016-17,Miami (FL),13,13,11,8,5,Offense
2016-17,Miami (FL),0,13,3,7,4,Defensive
2017-18,Miami (FL),12,12,13,17,1,Offense
2017-18,Miami (FL),0,12,4,11,2,Defensive
2013-14,Memphis,12,12,7,11,2,Offense
2013-14,Memphis,0,12,14,11,1,Defensive
2014-15,Memphis,13,13,14,17,2,Offense
2014-15,Memphis,0,13,11,9,nan,Defensive
2015-16,Memphis,13,13,10,12,4,Offense
2015-16,Memphis,0,13,9,5,1,Defensive
2016-17,Memphis,13,13,13,16,1,Offense
2016-17,Memphis,0,13,11,10,nan,Defensive
2017-18,Memphis,12,12,14,16,2,Offense
2017-18,Memphis,0,12,6,10,nan,Defensive
2013-14,Memphis,12,12,7,11,2,Offense
2013-14,Memphis,0,12,14,11,1,Defensive
2014-15,Memphis,13,13,14,17,2,Offense
2014-15,Memphis,0,13,11,9,nan,Defensive
2015-16,Memphis,13,13,10,12,4,Offense
2015-16,Memphis,0,13,9,5,1,Defensive
2016-17,Memphis,13,13,13,16,1,Offense
2016-17,Memphis,0,13,11,10,nan,Defensive
2017-18,Memphis,12,12,14,16,2,Offense
2017-18,Memphis,0,12,6,10,nan,Defensive
2013-14,Memphis,12,12,7,11,2,Offense
2013-14,Memphis,0,12,14,11,1,Defensive
2014-15,Memphis,13,13,14,17,2,Offense
2014-15,Memphis,0,13,11,9,nan,Defensive
2015-16,Memphis,13,13,10,12,4,Offense
2015-16,Memphis,0,13,9,5,1,Defensive
2016-17,Memphis,13,13,13,16,1,Offense
2016-17,Memphis,0,13,11,10,nan,Defensive
2017-18,Memphis,12,12,14,16,2,Offense
2017-18,Memphis,0,12,6,10,nan,Defensive
2013-14,Memphis,12,12,7,11,2,Offense
2013-14,Memphis,0,12,14,11,1,Defensive
2014-15,Memphis,13,13,14,17,2,Offense
2014-15,Memphis,0,13,11,9,nan,Defensive
2015-16,Memphis,13,13,10,12,4,Offense
2015-16,Memphis,0,13,9,5,1,Defensive
2016-17,Memphis,13,13,13,16,1,Offense
2016-17,Memphis,0,13,11,10,nan,Defensive
2017-18,Memphis,12,12,14,16,2,Offense
2017-18,Memphis,0,12,6,10,nan,Defensive
2013-14,Massachusetts,12,12,11,8,2,Offense
2013-14,Massachusetts,0,12,8,18,1,Defensive
2014-15,Massachusetts,12,12,5,12,3,Offense
2014-15,Massachusetts,0,12,10,13,1,Defensive
2015-16,Massachusetts,12,12,5,13,nan,Offense
2015-16,Massachusetts,0,12,6,13,3,Defensive
2016-17,Massachusetts,12,12,11,4,1,Offense
2016-17,Massachusetts,0,12,10,15,2,Defensive
2017-18,Massachusetts,12,12,7,13,1,Offense
2017-18,Massachusetts,0,12,11,6,2,Defensive
2013-14,Missouri,14,14,12,20,2,Offense
2013-14,Missouri,0,14,8,8,1,Defensive
2014-15,Missouri,14,14,13,12,2,Offense
2014-15,Missouri,0,14,3,13,1,Defensive
2015-16,Missouri,12,12,7,9,4,Offense
2015-16,Missouri,0,12,5,12,nan,Defensive
2016-17,Missouri,12,12,5,15,nan,Offense
2016-17,Missouri,0,12,13,10,nan,Defensive
2017-18,Missouri,12,12,5,12,nan,Offense
2017-18,Missouri,0,12,8,13,3,Defensive
2013-14,Missouri,14,14,12,20,2,Offense
2013-14,Missouri,0,14,8,8,1,Defensive
2014-15,Missouri,14,14,13,12,2,Offense
2014-15,Missouri,0,14,3,13,1,Defensive
2015-16,Missouri,12,12,7,9,4,Offense
2015-16,Missouri,0,12,5,12,nan,Defensive
2016-17,Missouri,12,12,5,15,nan,Offense
2016-17,Missouri,0,12,13,10,nan,Defensive
2017-18,Missouri,12,12,5,12,nan,Offense
2017-18,Missouri,0,12,8,13,3,Defensive
2013-14,Mississippi St.,13,13,11,14,1,Offense
2013-14,Mississippi St.,0,13,6,12,5,Defensive
2014-15,Mississippi St.,13,13,7,16,4,Offense
2014-15,Mississippi St.,0,13,11,12,1,Defensive
2015-16,Mississippi St.,13,13,1,13,4,Offense
2015-16,Mississippi St.,0,13,13,5,1,Defensive
2016-17,Mississippi St.,13,13,9,14,4,Offense
2016-17,Mississippi St.,0,13,6,10,1,Defensive
2017-18,Mississippi St.,12,12,8,9,3,Offense
2017-18,Mississippi St.,0,12,6,13,3,Defensive
2013-14,Mississippi St.,13,13,11,14,1,Offense
2013-14,Mississippi St.,0,13,6,12,5,Defensive
2014-15,Mississippi St.,13,13,7,16,4,Offense
