Date,Opponent,Result,G,SoloTack,AsstTack,STFL,ATFL,TackleYds,Tackles,Team,OffenseDefense
09/30/2016,Stanford,W 44 - 6,1/,43,22,10,nan,52,65,Washington Huskies,Offense
09/30/2016,Stanford,W 44 - 6,1/,43,18,1,nan,1,61,Washington Huskies,Defense
10/08/2016,@ Oregon,W 70 - 21,1/,52,22,6,nan,16,74,Washington Huskies,Offense
10/08/2016,@ Oregon,W 70 - 21,1/,38,22,7,2,22,60,Washington Huskies,Defense
10/22/2016,Oregon St.,W 41 - 17,1/,26,20,3,2,17,46,Washington Huskies,Offense
10/22/2016,Oregon St.,W 41 - 17,1/,38,20,2,nan,6,58,Washington Huskies,Defense
10/29/2016,@ Utah,W 31 - 24,1/,44,30,3,nan,11,74,Washington Huskies,Offense
10/29/2016,@ Utah,W 31 - 24,1/,35,18,5,4,13,53,Washington Huskies,Defense
11/05/2016,@ California,W 66 - 27,1/,34,30,2,nan,11,64,Washington Huskies,Offense
11/05/2016,@ California,W 66 - 27,1/,36,40,3,6,18,76,Washington Huskies,Defense
11/12/2016,Southern California,L 13 - 26,1/,44,14,3,4,13,58,Washington Huskies,Offense
11/12/2016,Southern California,L 13 - 26,1/,27,22,5,2,32,49,Washington Huskies,Defense
11/19/2016,Arizona St.,W 44 - 18,1/,37,20,6,4,37,57,Washington Huskies,Offense
11/19/2016,Arizona St.,W 44 - 18,1/,40,18,4,nan,11,58,Washington Huskies,Defense
11/25/2016,@ Washington St.,W 45 - 17,1/,41,18,6,nan,21,59,Washington Huskies,Offense
11/25/2016,@ Washington St.,W 45 - 17,1/,38,14,1,2,7,52,Washington Huskies,Defense
12/02/2016,"Colorado @ Santa Clara, Calif.",W 41 - 10,1/,20,40,5,4,16,60,Washington Huskies,Offense
12/02/2016,"Colorado @ Santa Clara, Calif.",W 41 - 10,1/,29,56,5,2,26,85,Washington Huskies,Defense
12/31/2016,"Alabama @ Atlanta, Georgia",L 7 - 24,1/,35,44,5,8,35,79,Washington Huskies,Offense
12/31/2016,"Alabama @ Atlanta, Georgia",L 7 - 24,1/,33,34,6,2,48,67,Washington Huskies,Defense
08/31/2013,Boise St.,W 38 - 6,1/,57,24,nan,4,7,81,Washington Huskies,Offense
08/31/2013,Boise St.,W 38 - 6,1/,56,24,5,2,17,80,Washington Huskies,Defense
09/14/2013,"Illinois @ Chicago, Ill.",W 34 - 24,1/,25,46,4,6,38,71,Washington Huskies,Offense
09/14/2013,"Illinois @ Chicago, Ill.",W 34 - 24,1/,42,66/,5,4,23,108/,Washington Huskies,Defense
09/21/2013,Idaho St.,W 56 - 0,1/,33,18,7,nan,43,51,Washington Huskies,Offense
09/21/2013,Idaho St.,W 56 - 0,1/,51,38,3,nan,7,89,Washington Huskies,Defense
09/28/2013,Arizona,W 31 - 13,1/,45,34,2,nan,9,79,Washington Huskies,Offense
09/28/2013,Arizona,W 31 - 13,1/,52,22,2,nan,4,74,Washington Huskies,Defense
10/05/2013,@ Stanford,L 28 - 31,1/,38,32,2,2,9,70,Washington Huskies,Offense
10/05/2013,@ Stanford,L 28 - 31,1/,52,41,8,6,43,93,Washington Huskies,Defense
10/12/2013,Oregon,L 24 - 45,1/,54,26,5,nan,18,80,Washington Huskies,Offense
10/12/2013,Oregon,L 24 - 45,1/,41,30,6,2,34,71,Washington Huskies,Defense
10/19/2013,@ Arizona St.,L 24 - 53,1/,69,18,6,6,29,87,Washington Huskies,Offense
10/19/2013,@ Arizona St.,L 24 - 53,1/,39,12,12/,nan,69,51,Washington Huskies,Defense
10/26/2013,California,W 41 - 17,1/,54,20,9,4,27,74,Washington Huskies,Offense
10/26/2013,California,W 41 - 17,1/,44,26,6,6,29,70,Washington Huskies,Defense
11/09/2013,Colorado,W 59 - 7,1/,36,24,2,4,21,60,Washington Huskies,Offense
11/09/2013,Colorado,W 59 - 7,1/,49,26,4,2,17,75,Washington Huskies,Defense
11/15/2013,@ UCLA,L 31 - 41,1/,59,16,5,nan,18,75,Washington Huskies,Offense
11/15/2013,@ UCLA,L 31 - 41,1/,48,16,5,2,35,64,Washington Huskies,Defense
11/23/2013,@ Oregon St.,W 69 - 27,1/,41,30,3,2,13,71,Washington Huskies,Offense
11/23/2013,@ Oregon St.,W 69 - 27,1/,36,62,1,4,4,98,Washington Huskies,Defense
11/29/2013,Washington St.,W 27 - 17,1/,49,20,6,4,50,69,Washington Huskies,Offense
11/29/2013,Washington St.,W 27 - 17,1/,45,24,4,6,26,69,Washington Huskies,Defense
12/27/2013,"BYU @ San Francisco, CA",W 31 - 16,1/,64,20,6,2,28,84,Washington Huskies,Offense
12/27/2013,"BYU @ San Francisco, CA",W 31 - 16,1/,48,14,3,2,14,62,Washington Huskies,Defense
09/03/2015,Elon,W 41 - 3,1/,30,14,3,nan,4,44,Wake Forest Demon Deacons,Offense
09/03/2015,Elon,W 41 - 3,1/,65/,12,7,nan,30,77,Wake Forest Demon Deacons,Defense
09/12/2015,@ Syracuse,L 17 - 30,1/,38,10,7,nan,31,48,Wake Forest Demon Deacons,Offense
09/12/2015,@ Syracuse,L 17 - 30,1/,50,18,7,4,40,68,Wake Forest Demon Deacons,Defense
09/19/2015,@ Army West Point,W 17 - 14,1/,40,34,6,6,23,74,Wake Forest Demon Deacons,Offense
09/19/2015,@ Army West Point,W 17 - 14,1/,39,14,6,2,21,53,Wake Forest Demon Deacons,Defense
09/26/2015,Indiana,L 24 - 31,1/,36,60,2,2,15,96,Wake Forest Demon Deacons,Offense
09/26/2015,Indiana,L 24 - 31,1/,40,26,8,nan,34,66,Wake Forest Demon Deacons,Defense
10/03/2015,Florida St.,L 16 - 24,1/,25,30,3,6,37,55,Wake Forest Demon Deacons,Offense
10/03/2015,Florida St.,L 16 - 24,1/,34,46,1,2,8,80,Wake Forest Demon Deacons,Defense
10/10/2015,@ Boston College,W 3 - 0,1/,50,22,6,nan,22,72,Wake Forest Demon Deacons,Offense
10/10/2015,@ Boston College,W 3 - 0,1/,36,8,10,2,34,44,Wake Forest Demon Deacons,Defense
10/17/2015,@ North Carolina,L 14 - 50,1/,30,30,4,nan,26,60,Wake Forest Demon Deacons,Offense
10/17/2015,@ North Carolina,L 14 - 50,1/,40,44,2,2,27,84,Wake Forest Demon Deacons,Defense
10/24/2015,NC State,L 17 - 35,1/,34,26,4,6,19,60,Wake Forest Demon Deacons,Offense
10/24/2015,NC State,L 17 - 35,1/,42,16,11/,nan,46,58,Wake Forest Demon Deacons,Defense
10/30/2015,Louisville,L 19 - 20,1/,47,34,6,4,36,81,Wake Forest Demon Deacons,Offense
10/30/2015,Louisville,L 19 - 20,1/,33,18,7,2,43,51,Wake Forest Demon Deacons,Defense
11/14/2015,@ Notre Dame,L 7 - 28,1/,24,30,6,8,36,54,Wake Forest Demon Deacons,Offense
11/14/2015,@ Notre Dame,L 7 - 28,1/,40,38,8,nan,37,78,Wake Forest Demon Deacons,Defense
11/21/2015,@ Clemson,L 13 - 33,1/,49,40,4,6,16,89,Wake Forest Demon Deacons,Offense
11/21/2015,@ Clemson,L 13 - 33,1/,30,49,8,8,69,79,Wake Forest Demon Deacons,Defense
11/28/2015,Duke,L 21 - 27,1/,59,30,3,2,15,89,Wake Forest Demon Deacons,Offense
11/28/2015,Duke,L 21 - 27,1/,35,18,3,nan,14,53,Wake Forest Demon Deacons,Defense
09/05/2015,North Dakota,L 13 - 24,1/,36,50,4,2,16,86,Wyoming Cowboys,Offense
09/05/2015,North Dakota,L 13 - 24,1/,25,22,2,4,21,47,Wyoming Cowboys,Defense
09/12/2015,Eastern Mich.,L 29 - 48,1/,31,32,4,2,11,63,Wyoming Cowboys,Offense
09/12/2015,Eastern Mich.,L 29 - 48,1/,48,30,3,2,19,78,Wyoming Cowboys,Defense
09/19/2015,@ Washington St.,L 14 - 31,1/,44,20,6,2,31,64,Wyoming Cowboys,Offense
09/19/2015,@ Washington St.,L 14 - 31,1/,56,24,13/,2,70/,80,Wyoming Cowboys,Defense
09/26/2015,New Mexico,L 28 - 38,1/,40,12,3,nan,9,52,Wyoming Cowboys,Offense
09/26/2015,New Mexico,L 28 - 38,1/,44,12,8,4,39,56,Wyoming Cowboys,Defense
10/03/2015,@ Appalachian St.,L 13 - 31,1/,28,16,4,nan,8,44,Wyoming Cowboys,Offense
10/03/2015,@ Appalachian St.,L 13 - 31,1/,35,52,8,4,58,87,Wyoming Cowboys,Defense
10/10/2015,@ Air Force,L 17 - 31,1/,43,28,4,2,10,71,Wyoming Cowboys,Offense
10/10/2015,@ Air Force,L 17 - 31,1/,30,36,5,2,29,66,Wyoming Cowboys,Defense
10/17/2015,Nevada,W 28 - 21,1/,37,26,1,2,19,63,Wyoming Cowboys,Offense
10/17/2015,Nevada,W 28 - 21,1/,48,32,nan,nan,nan,80,Wyoming Cowboys,Defense
10/24/2015,@ Boise St.,L 14 - 34,1/,49,28,5,nan,13,77,Wyoming Cowboys,Offense
10/24/2015,@ Boise St.,L 14 - 34,1/,34,22,5,2,26,56,Wyoming Cowboys,Defense
10/30/2015,@ Utah St.,L 27 - 58,1/,30,46,nan,4,6,76,Wyoming Cowboys,Offense
10/30/2015,@ Utah St.,L 27 - 58,1/,23,58,2,4,12,81,Wyoming Cowboys,Defense
11/07/2015,Colorado St.,L 7 - 26,1/,47,36,3,6,11,83,Wyoming Cowboys,Offense
11/07/2015,Colorado St.,L 7 - 26,1/,34,20,5,2,28,54,Wyoming Cowboys,Defense
11/14/2015,@ San Diego St.,L 3 - 38,1/,50,22,5,nan,19,72,Wyoming Cowboys,Offense
11/14/2015,@ San Diego St.,L 3 - 38,1/,34,20,10,nan,37,54,Wyoming Cowboys,Defense
11/28/2015,UNLV,W 35 - 28,1/,43,30,2,2,14,73,Wyoming Cowboys,Offense
11/28/2015,UNLV,W 35 - 28,1/,43,34,1,2,7,77,Wyoming Cowboys,Defense
08/30/2014,Montana,W 17 - 12,1/,33,24,4,4,17,57,Wyoming Cowboys,Offense
08/30/2014,Montana,W 17 - 12,1/,35,44,9,nan,43,79,Wyoming Cowboys,Defense
09/06/2014,Air Force,W 17 - 13,1/,54,28,7,nan,29,82,Wyoming Cowboys,Offense
09/06/2014,Air Force,W 17 - 13,1/,40,16,6,nan,11,56,Wyoming Cowboys,Defense
09/13/2014,@ Oregon,L 14 - 48,1/,39,32,1,nan,1,71,Wyoming Cowboys,Offense
09/13/2014,@ Oregon,L 14 - 48,1/,37,46,7,8/,50,83,Wyoming Cowboys,Defense
09/20/2014,Fla. Atlantic,W 20 - 19,1/,27,54,1,2,3,81,Wyoming Cowboys,Offense
09/20/2014,Fla. Atlantic,W 20 - 19,1/,33,36,5,2,38,69,Wyoming Cowboys,Defense
09/27/2014,@ Michigan St.,L 14 - 56,1/,35,44,1,2,2,79,Wyoming Cowboys,Offense
09/27/2014,@ Michigan St.,L 14 - 56,1/,31,28,7,nan,46,59,Wyoming Cowboys,Defense
10/11/2014,@ Hawaii,L 28 - 38,1/,52,18,5,nan,11,70,Wyoming Cowboys,Offense
10/11/2014,@ Hawaii,L 28 - 38,1/,44,14,8,nan,35,58,Wyoming Cowboys,Defense
10/18/2014,San Jose St.,L 20 - 27 (1OT),1/,55,34,7,2,42,89,Wyoming Cowboys,Offense
10/18/2014,San Jose St.,L 20 - 27 (1OT),1/,26,30,4,2,17,56,Wyoming Cowboys,Defense
10/25/2014,@ Colorado St.,L 31 - 45,1/,35,28,3,2,18,63,Wyoming Cowboys,Offense
10/25/2014,@ Colorado St.,L 31 - 45,1/,42,34,4,2,20,76,Wyoming Cowboys,Defense
11/01/2014,@ Fresno St.,W 45 - 17,1/,43,4,4,nan,13,47,Wyoming Cowboys,Offense
11/01/2014,@ Fresno St.,W 45 - 17,1/,52,10,2,2,8,62,Wyoming Cowboys,Defense
11/07/2014,Utah St.,L 3 - 20,1/,31,28,6,2,35,59,Wyoming Cowboys,Offense
11/07/2014,Utah St.,L 3 - 20,1/,44,32,2,2,12,76,Wyoming Cowboys,Defense
11/22/2014,Boise St.,L 14 - 63,1/,43,28,5,nan,29,71,Wyoming Cowboys,Offense
11/22/2014,Boise St.,L 14 - 63,1/,38,32,7,2,32,70,Wyoming Cowboys,Defense
11/29/2014,@ New Mexico,L 30 - 36,1/,27,16,1,nan,2,43,Wyoming Cowboys,Offense
11/29/2014,@ New Mexico,L 30 - 36,1/,46,50,8,4,50,96,Wyoming Cowboys,Defense
08/31/2013,@ Nebraska,L 34 - 37,1/,46,56,4,4,13,102,Wyoming Cowboys,Offense
08/31/2013,@ Nebraska,L 34 - 37,1/,33,38,1,nan,3,71,Wyoming Cowboys,Defense
09/07/2013,Idaho,W 42 - 10,1/,56,36,6,4,62/,92,Wyoming Cowboys,Offense
09/07/2013,Idaho,W 42 - 10,1/,51,18,4,2,26,69,Wyoming Cowboys,Defense
09/14/2013,Northern Colo.,W 35 - 7,1/,46,18,5,nan,16,64,Wyoming Cowboys,Offense
09/14/2013,Northern Colo.,W 35 - 7,1/,57,26,3,2,22,83,Wyoming Cowboys,Defense
09/21/2013,@ Air Force,W 56 - 23,1/,49,36,4,4,23,85,Wyoming Cowboys,Offense
09/21/2013,@ Air Force,W 56 - 23,1/,46,38,1,8,15,84,Wyoming Cowboys,Defense
09/28/2013,@ Texas St.,L 21 - 42,1/,49,24,5,nan,9,73,Wyoming Cowboys,Offense
09/28/2013,@ Texas St.,L 21 - 42,1/,50,8,6,nan,24,58,Wyoming Cowboys,Defense
10/12/2013,New Mexico,W 38 - 31,1/,44,32,4,4,18,76,Wyoming Cowboys,Offense
10/12/2013,New Mexico,W 38 - 31,1/,47,28,4,nan,11,75,Wyoming Cowboys,Defense
10/19/2013,Colorado St.,L 22 - 52,1/,48,42,3,2,5,90,Wyoming Cowboys,Offense
10/19/2013,Colorado St.,L 22 - 52,1/,46,22,5,2,21,68,Wyoming Cowboys,Defense
10/26/2013,@ San Jose St.,L 44 - 51,1/,45,52,6,2,26,97,Wyoming Cowboys,Offense
10/26/2013,@ San Jose St.,L 44 - 51,1/,43,32,4,nan,18,75,Wyoming Cowboys,Defense
11/09/2013,Fresno St.,L 10 - 48,1/,41,52,3,4,16,93,Wyoming Cowboys,Offense
11/09/2013,Fresno St.,L 10 - 48,1/,31,36,4,4,22,67,Wyoming Cowboys,Defense
11/16/2013,@ Boise St.,L 7 - 48,1/,62,26,6,nan,16,88,Wyoming Cowboys,Offense
11/16/2013,@ Boise St.,L 7 - 48,1/,42,34,4,2,27,76,Wyoming Cowboys,Defense
11/23/2013,Hawaii,W 59 - 56 (1OT),1/,54,30,10,2,43,84,Wyoming Cowboys,Offense
11/23/2013,Hawaii,W 59 - 56 (1OT),1/,58,24,8,nan,32,82,Wyoming Cowboys,Defense
11/30/2013,@ Utah St.,L 7 - 35,1/,27,64,3,6,28,91,Wyoming Cowboys,Offense
11/30/2013,@ Utah St.,L 7 - 35,1/,18,58,5,10,55,76,Wyoming Cowboys,Defense
09/03/2016,Northern Ill.,W 40 - 34 (2OT),1/,47,22,7,nan,21,69,Wyoming Cowboys,Offense
09/03/2016,Northern Ill.,W 40 - 34 (2OT),1/,47,44,5,4,21,91,Wyoming Cowboys,Defense
09/10/2016,@ Nebraska,L 17 - 52,1/,39,36,5,nan,25,75,Wyoming Cowboys,Offense
09/10/2016,@ Nebraska,L 17 - 52,1/,25,34,4,2,14,59,Wyoming Cowboys,Defense
09/17/2016,UC Davis,W 45 - 22,1/,37,18,5,2,22,55,Wyoming Cowboys,Offense
09/17/2016,UC Davis,W 45 - 22,1/,36,40,3,6,18,76,Wyoming Cowboys,Defense
09/23/2016,@ Eastern Mich.,L 24 - 27,1/,32,48,4,4,23,80,Wyoming Cowboys,Offense
09/23/2016,@ Eastern Mich.,L 24 - 27,1/,22,64,5,4,26,86,Wyoming Cowboys,Defense
10/01/2016,@ Colorado St.,W 38 - 17,1/,36,38,4,2,50,nan,Wyoming Cowboys,Offense
10/01/2016,@ Colorado St.,W 38 - 17,1/,32,44,5,6,43,nan,Wyoming Cowboys,Defense
10/08/2016,Air Force,W 35 - 26,1/,30,24,6,2,33,54,Wyoming Cowboys,Offense
10/08/2016,Air Force,W 35 - 26,1/,43,44,5,nan,28,87,Wyoming Cowboys,Defense
10/22/2016,@ Nevada,W 42 - 34,1/,51,22,3,2,21,73,Wyoming Cowboys,Offense
10/22/2016,@ Nevada,W 42 - 34,1/,44,32,4,2,28,76,Wyoming Cowboys,Defense
10/29/2016,Boise St.,W 30 - 28,1/,44,18,6,2,39,62,Wyoming Cowboys,Offense
10/29/2016,Boise St.,W 30 - 28,1/,34,60,2,nan,6,94,Wyoming Cowboys,Defense
11/05/2016,Utah St.,W 52 - 28,1/,40,24,5,2,28,64,Wyoming Cowboys,Offense
11/05/2016,Utah St.,W 52 - 28,1/,37,36,2,6,18,73,Wyoming Cowboys,Defense
11/12/2016,@ UNLV,L 66 - 69 (3OT),1/,63,36,5,nan,28,99,Wyoming Cowboys,Offense
11/12/2016,@ UNLV,L 66 - 69 (3OT),1/,32,28,2,6,17,60,Wyoming Cowboys,Defense
11/19/2016,San Diego St.,W 34 - 33,1/,30,30,4,4,21,60,Wyoming Cowboys,Offense
11/19/2016,San Diego St.,W 34 - 33,1/,41,54,2,2,20,95,Wyoming Cowboys,Defense
11/26/2016,@ New Mexico,L 35 - 56,1/,40,8,6,nan,20,48,Wyoming Cowboys,Offense
11/26/2016,@ New Mexico,L 35 - 56,1/,38,36,4,nan,33,74,Wyoming Cowboys,Defense
12/03/2016,San Diego St.,L 24 - 27,1/,47,28,6,2,22,75,Wyoming Cowboys,Offense
12/03/2016,San Diego St.,L 24 - 27,1/,28,34,5,2,32,62,Wyoming Cowboys,Defense
12/21/2016,"BYU @ San Diego, Calif.",L 21 - 24,1/,36,18,2,nan,14,54,Wyoming Cowboys,Offense
12/21/2016,"BYU @ San Diego, Calif.",L 21 - 24,1/,43,32,2,2,7,75,Wyoming Cowboys,Defense
09/05/2015,"Alabama @ Arlington, Texas",L 17 - 35,1/,40,36,7,4,40,76,Wisconsin Badgers,Offense
09/05/2015,"Alabama @ Arlington, Texas",L 17 - 35,1/,36,28,4,nan,26,64,Wisconsin Badgers,Defense
09/12/2015,Miami (OH),W 58 - 0,1/,24,36,6,6,36,60,Wisconsin Badgers,Offense
09/12/2015,Miami (OH),W 58 - 0,1/,43,43,3,nan,15,86,Wisconsin Badgers,Defense
09/19/2015,Troy,W 28 - 3,1/,46,32,5,4,29,78,Wisconsin Badgers,Offense
09/19/2015,Troy,W 28 - 3,1/,31,24,2,2,13,55,Wisconsin Badgers,Defense
09/26/2015,Hawaii,W 28 - 0,1/,28,20,3,2,24,48,Wisconsin Badgers,Offense
09/26/2015,Hawaii,W 28 - 0,1/,38,56,1,2,9,94,Wisconsin Badgers,Defense
10/03/2015,Iowa,L 6 - 10,1/,27,42,4,4,28,69,Wisconsin Badgers,Offense
10/03/2015,Iowa,L 6 - 10,1/,31,50,3,6,24,81,Wisconsin Badgers,Defense
10/10/2015,@ Nebraska,W 23 - 21,1/,26,34,1,2,6,60,Wisconsin Badgers,Offense
10/10/2015,@ Nebraska,W 23 - 21,1/,32,44,3,2,11,76,Wisconsin Badgers,Defense
10/17/2015,Purdue,W 24 - 7,1/,28,32,1,6,20,60,Wisconsin Badgers,Offense
10/17/2015,Purdue,W 24 - 7,1/,37,42,6,nan,16,79,Wisconsin Badgers,Defense
10/24/2015,@ Illinois,W 24 - 13,1/,28,20,1,2,5,48,Wisconsin Badgers,Offense
10/24/2015,@ Illinois,W 24 - 13,1/,39,50,7,2,30,89,Wisconsin Badgers,Defense
10/31/2015,Rutgers,W 48 - 10,1/,31,36,4,2,30,67,Wisconsin Badgers,Offense
10/31/2015,Rutgers,W 48 - 10,1/,29,34,1,6,6,63,Wisconsin Badgers,Defense
11/07/2015,@ Maryland,W 31 - 24,1/,37,18,7,2,39,55,Wisconsin Badgers,Offense
11/07/2015,@ Maryland,W 31 - 24,1/,42,28,9,6,46,70,Wisconsin Badgers,Defense
11/21/2015,Northwestern,L 7 - 13,1/,31,50,5,4,27,81,Wisconsin Badgers,Offense
11/21/2015,Northwestern,L 7 - 13,1/,26,38,8,6,58,64,Wisconsin Badgers,Defense
11/28/2015,@ Minnesota,W 31 - 21,1/,31,12,2,nan,10,43,Wisconsin Badgers,Offense
11/28/2015,@ Minnesota,W 31 - 21,1/,46,48,3,4,8,94,Wisconsin Badgers,Defense
12/30/2015,"Southern California @ San Diego, Calif.",W 23 - 21,1/,37,16,7,4,39,53,Wisconsin Badgers,Offense
12/30/2015,"Southern California @ San Diego, Calif.",W 23 - 21,1/,42,42,3,4,14,84,Wisconsin Badgers,Defense
08/31/2013,Massachusetts,W 45 - 0,1/,28,42,nan,nan,nan,70,Wisconsin Badgers,Offense
08/31/2013,Massachusetts,W 45 - 0,1/,26,42,2,nan,2,68,Wisconsin Badgers,Defense
09/07/2013,Tennessee Tech,W 48 - 0,1/,31,18,4,2,20,49,Wisconsin Badgers,Offense
09/07/2013,Tennessee Tech,W 48 - 0,1/,51,34,4,2,30,85,Wisconsin Badgers,Defense
09/14/2013,@ Arizona St.,L 30 - 32,1/,58,20,3,nan,5,78,Wisconsin Badgers,Offense
09/14/2013,@ Arizona St.,L 30 - 32,1/,40,12,5,2,13,52,Wisconsin Badgers,Defense
09/21/2013,Purdue,W 41 - 10,1/,30,24,6,4,39,54,Wisconsin Badgers,Offense
09/21/2013,Purdue,W 41 - 10,1/,49,24,5,2,17,73,Wisconsin Badgers,Defense
09/28/2013,@ Ohio St.,L 24 - 31,1/,46,26,3,2,15,72,Wisconsin Badgers,Offense
09/28/2013,@ Ohio St.,L 24 - 31,1/,31,24,5,2,24,55,Wisconsin Badgers,Defense
10/12/2013,Northwestern,W 35 - 6,1/,36,16,9,nan,42,52,Wisconsin Badgers,Offense
10/12/2013,Northwestern,W 35 - 6,1/,42,34,6,2,31,76,Wisconsin Badgers,Defense
10/19/2013,@ Illinois,W 56 - 32,1/,38,32,5,2,28,70,Wisconsin Badgers,Offense
10/19/2013,@ Illinois,W 56 - 32,1/,30,54,1,6,10,84,Wisconsin Badgers,Defense
11/02/2013,@ Iowa,W 28 - 9,1/,40,28,4,8,18,68,Wisconsin Badgers,Offense
11/02/2013,@ Iowa,W 28 - 9,1/,27,44,2,8,14,71,Wisconsin Badgers,Defense
11/09/2013,BYU,W 27 - 17,1/,40,32,4,6,19,72,Wisconsin Badgers,Offense
11/09/2013,BYU,W 27 - 17,1/,43,38,4,2,19,81,Wisconsin Badgers,Defense
11/16/2013,Indiana,W 51 - 3,1/,33,22,3,2,15,55,Wisconsin Badgers,Offense
11/16/2013,Indiana,W 51 - 3,1/,37,30,nan,10,10,67,Wisconsin Badgers,Defense
11/23/2013,@ Minnesota,W 20 - 7,1/,33,16,6,nan,29,49,Wisconsin Badgers,Offense
11/23/2013,@ Minnesota,W 20 - 7,1/,55,14,5,nan,19,69,Wisconsin Badgers,Defense
11/30/2013,Penn St.,L 24 - 31,1/,39,16,1,2,4,55,Wisconsin Badgers,Offense
11/30/2013,Penn St.,L 24 - 31,1/,46,16,3,nan,18,62,Wisconsin Badgers,Defense
01/01/2014,"South Carolina @ Orlando, Fla.",L 24 - 34,1/,46,6,2,nan,12,52,Wisconsin Badgers,Offense
01/01/2014,"South Carolina @ Orlando, Fla.",L 24 - 34,1/,45,20,4,nan,11,65,Wisconsin Badgers,Defense
09/03/2016,"LSU @ Green Bay, Wisconsin",W 16 - 14,1/,32,22,3,nan,15,54,Wisconsin Badgers,Offense
09/03/2016,"LSU @ Green Bay, Wisconsin",W 16 - 14,1/,35,36,4,2,16,71,Wisconsin Badgers,Defense
09/10/2016,Akron,W 54 - 10,1/,30,10,6,nan,22,40,Wisconsin Badgers,Offense
09/10/2016,Akron,W 54 - 10,1/,52,38,3,4,11,90,Wisconsin Badgers,Defense
09/17/2016,Georgia St.,W 23 - 17,1/,33,16,5,nan,30,49,Wisconsin Badgers,Offense
09/17/2016,Georgia St.,W 23 - 17,1/,50,30,2,nan,9,80,Wisconsin Badgers,Defense
09/24/2016,@ Michigan St.,W 30 - 6,1/,35,22,5,4,24,57,Wisconsin Badgers,Offense
09/24/2016,@ Michigan St.,W 30 - 6,1/,29,56,5,4,21,85,Wisconsin Badgers,Defense
10/01/2016,@ Michigan,L 7 - 14,1/,52,24,4,4,35,76,Wisconsin Badgers,Offense
10/01/2016,@ Michigan,L 7 - 14,1/,22,34,1,2,13,56,Wisconsin Badgers,Defense
10/15/2016,Ohio St.,L 23 - 30 (1OT),1/,45,34,4,6,31,79,Wisconsin Badgers,Offense
10/15/2016,Ohio St.,L 23 - 30 (1OT),1/,43,32,7,2,42,75,Wisconsin Badgers,Defense
10/22/2016,@ Iowa,W 17 - 9,1/,36,20,3,2,18,56,Wisconsin Badgers,Offense
10/22/2016,@ Iowa,W 17 - 9,1/,39,40,2,nan,18,79,Wisconsin Badgers,Defense
10/29/2016,Nebraska,W 23 - 17 (1OT),1/,46,30,3,nan,10,76,Wisconsin Badgers,Offense
10/29/2016,Nebraska,W 23 - 17 (1OT),1/,42,18,4,nan,12,60,Wisconsin Badgers,Defense
11/05/2016,@ Northwestern,W 21 - 7,1/,38,10,5,2,20,48,Wisconsin Badgers,Offense
11/05/2016,@ Northwestern,W 21 - 7,1/,57,22,7,2,13,79,Wisconsin Badgers,Defense
11/12/2016,Illinois,W 48 - 3,1/,17,26,3,6,11,43,Wisconsin Badgers,Offense
11/12/2016,Illinois,W 48 - 3,1/,45,54,5,2,16,99,Wisconsin Badgers,Defense
11/19/2016,@ Purdue,W 49 - 20,1/,29,12,6,2,28,41,Wisconsin Badgers,Offense
11/19/2016,@ Purdue,W 49 - 20,1/,46,22,5,6,19,68,Wisconsin Badgers,Defense
11/26/2016,Minnesota,W 31 - 17,1/,35,24,5,4,36,59,Wisconsin Badgers,Offense
11/26/2016,Minnesota,W 31 - 17,1/,42,34,8,4,27,76,Wisconsin Badgers,Defense
12/03/2016,"Penn St. @ Indianapolis, Ind.",L 31 - 38,1/,39,18,3,2,12,57,Wisconsin Badgers,Offense
12/03/2016,"Penn St. @ Indianapolis, Ind.",L 31 - 38,1/,49,30,7,2,25,79,Wisconsin Badgers,Defense
01/02/2017,"Western Mich. @ Arlington, Texas",W 24 - 16,1/,33,22,3,nan,14,55,Wisconsin Badgers,Offense
01/02/2017,"Western Mich. @ Arlington, Texas",W 24 - 16,1/,34,18,7,2,27,52,Wisconsin Badgers,Defense
08/30/2014,"LSU @ Houston, Texas",L 24 - 28,1/,32,52,4,10,37,84,Wisconsin Badgers,Offense
08/30/2014,"LSU @ Houston, Texas",L 24 - 28,1/,28,32,3,4,10,60,Wisconsin Badgers,Defense
09/06/2014,Western Ill.,W 37 - 3,1/,37,18,4,nan,11,55,Wisconsin Badgers,Offense
09/06/2014,Western Ill.,W 37 - 3,1/,48,22,5,8,21,70,Wisconsin Badgers,Defense
09/20/2014,Bowling Green,W 68 - 17,1/,33,28,7,8,44,61,Wisconsin Badgers,Offense
09/20/2014,Bowling Green,W 68 - 17,1/,42,44,1,2,3,86,Wisconsin Badgers,Defense
09/27/2014,South Fla.,W 27 - 10,1/,20,14,2,nan,16,34,Wisconsin Badgers,Offense
09/27/2014,South Fla.,W 27 - 10,1/,53,20,6,nan,21,73,Wisconsin Badgers,Defense
10/04/2014,@ Northwestern,L 14 - 20,1/,51,20,4,nan,14,71,Wisconsin Badgers,Offense
10/04/2014,@ Northwestern,L 14 - 20,1/,42,20,3,4,13,62,Wisconsin Badgers,Defense
10/11/2014,Illinois,W 38 - 28,1/,47,16,9,4,52,63,Wisconsin Badgers,Offense
10/11/2014,Illinois,W 38 - 28,1/,39,26,5,nan,7,65,Wisconsin Badgers,Defense
