Year,Team,GP,G,SoloTack,AsstTack,STFL,ATFL,TackleYds,Tackles,OffenseDefense
2017-18,Iowa St.,12,12,490,377,68,36,265,867,Offense
2017-18,Iowa St.,0,12,495,295,40,20,179,790,Defensive
2013-14,Iowa St.,12,12,565,294,46,28,192,859,Offense
2013-14,Iowa St.,0,12,572,318,84,20,350,890,Defensive
2014-15,Iowa St.,12,12,588,376,44,28,169,964,Offense
2014-15,Iowa St.,0,12,526,317,56,30,302,843,Defensive
2015-16,Iowa St.,12,12,538,350,61,26,292,888,Offense
2015-16,Iowa St.,0,12,586,300,65,24,297,886,Defensive
2016-17,Iowa St.,12,12,549,380,63,34,234,929,Offense
2016-17,Iowa St.,0,12,520,366,52,20,239,886,Defensive
2017-18,Iowa St.,12,12,490,377,68,36,265,867,Offense
2017-18,Iowa St.,0,12,495,295,40,20,179,790,Defensive
2013-14,Iowa St.,12,12,565,294,46,28,192,859,Offense
2013-14,Iowa St.,0,12,572,318,84,20,350,890,Defensive
2014-15,Iowa St.,12,12,588,376,44,28,169,964,Offense
2014-15,Iowa St.,0,12,526,317,56,30,302,843,Defensive
2015-16,Iowa St.,12,12,538,350,61,26,292,888,Offense
2015-16,Iowa St.,0,12,586,300,65,24,297,886,Defensive
2016-17,Iowa St.,12,12,549,380,63,34,234,929,Offense
2016-17,Iowa St.,0,12,520,366,52,20,239,886,Defensive
2017-18,Iowa St.,12,12,490,377,68,36,265,867,Offense
2017-18,Iowa St.,0,12,495,295,40,20,179,790,Defensive
2013-14,Iowa,13,13,461,454,55,50,239,915,Offense
2013-14,Iowa,0,13,547,414,49,34,147,961,Defensive
2014-15,Iowa,13,13,423,458,48,46,263,881,Offense
2014-15,Iowa,0,13,553,402,57,30,257,955,Defensive
2015-16,Iowa,14,14,490,438,47,30,281,928,Offense
2015-16,Iowa,0,14,542,430,63,36,337,972,Defensive
2016-17,Iowa,13,13,480,396,46,28,247,876,Offense
2016-17,Iowa,0,13,498,348,56,24,302,846,Defensive
2017-18,Iowa,12,12,474,360,50,22,229,834,Offense
2017-18,Iowa,0,12,443,350,55,38,272,793,Defensive
2013-14,Iowa,13,13,461,454,55,50,239,915,Offense
2013-14,Iowa,0,13,547,414,49,34,147,961,Defensive
2014-15,Iowa,13,13,423,458,48,46,263,881,Offense
2014-15,Iowa,0,13,553,402,57,30,257,955,Defensive
2015-16,Iowa,14,14,490,438,47,30,281,928,Offense
2015-16,Iowa,0,14,542,430,63,36,337,972,Defensive
2016-17,Iowa,13,13,480,396,46,28,247,876,Offense
2016-17,Iowa,0,13,498,348,56,24,302,846,Defensive
2017-18,Iowa,12,12,474,360,50,22,229,834,Offense
2017-18,Iowa,0,12,443,350,55,38,272,793,Defensive
2013-14,Iowa,13,13,461,454,55,50,239,915,Offense
2013-14,Iowa,0,13,547,414,49,34,147,961,Defensive
2014-15,Iowa,13,13,423,458,48,46,263,881,Offense
2014-15,Iowa,0,13,553,402,57,30,257,955,Defensive
2015-16,Iowa,14,14,490,438,47,30,281,928,Offense
2015-16,Iowa,0,14,542,430,63,36,337,972,Defensive
2016-17,Iowa,13,13,480,396,46,28,247,876,Offense
2016-17,Iowa,0,13,498,348,56,24,302,846,Defensive
2017-18,Iowa,12,12,474,360,50,22,229,834,Offense
2017-18,Iowa,0,12,443,350,55,38,272,793,Defensive
2013-14,Iowa,13,13,461,454,55,50,239,915,Offense
2013-14,Iowa,0,13,547,414,49,34,147,961,Defensive
2014-15,Iowa,13,13,423,458,48,46,263,881,Offense
2014-15,Iowa,0,13,553,402,57,30,257,955,Defensive
2015-16,Iowa,14,14,490,438,47,30,281,928,Offense
2015-16,Iowa,0,14,542,430,63,36,337,972,Defensive
2016-17,Iowa,13,13,480,396,46,28,247,876,Offense
2016-17,Iowa,0,13,498,348,56,24,302,846,Defensive
2017-18,Iowa,12,12,474,360,50,22,229,834,Offense
2017-18,Iowa,0,12,443,350,55,38,272,793,Defensive
2013-14,Indiana,12,12,584,322,47,34,232,906,Offense
2013-14,Indiana,0,12,582,226,64,20,280,808,Defensive
2014-15,Indiana,12,12,536,292,65,24,264,828,Offense
2014-15,Indiana,0,12,537,344,69,34,318,881,Defensive
2015-16,Indiana,13,13,609,346,69,26,289,955,Offense
2015-16,Indiana,0,13,622,442,51,32,217,1064,Defensive
2016-17,Indiana,13,13,643,236,81,32,354,879,Offense
2016-17,Indiana,0,13,670,272,78,32,407,942,Defensive
2017-18,Indiana,12,12,524,273,68,38,348,797,Offense
2017-18,Indiana,0,12,533,432,56,36,318,965,Defensive
2013-14,Louisiana,13,13,554,291,67,36,275,845,Offense
2013-14,Louisiana,0,13,586,261,57,18,248,847,Defensive
2014-15,Louisiana,13,13,597,238,76,14,368,835,Offense
2014-15,Louisiana,0,13,628,261,49,20,210,889,Defensive
2015-16,Louisiana,12,12,510,269,70,22,231,779,Offense
2015-16,Louisiana,0,12,528,250,56,8,247,778,Defensive
2016-17,Louisiana,13,13,510,440,63,32,347,950,Offense
2016-17,Louisiana,0,13,571,415,80,44,414,986,Defensive
2017-18,Louisiana,12,12,503,381,47,29,313,884,Offense
2017-18,Louisiana,0,12,419,374,61,35,324,793,Defensive
2013-14,Louisiana,13,13,554,291,67,36,275,845,Offense
2013-14,Louisiana,0,13,586,261,57,18,248,847,Defensive
2014-15,Louisiana,13,13,597,238,76,14,368,835,Offense
2014-15,Louisiana,0,13,628,261,49,20,210,889,Defensive
2015-16,Louisiana,12,12,510,269,70,22,231,779,Offense
2015-16,Louisiana,0,12,528,250,56,8,247,778,Defensive
2016-17,Louisiana,13,13,510,440,63,32,347,950,Offense
2016-17,Louisiana,0,13,571,415,80,44,414,986,Defensive
2017-18,Louisiana,12,12,503,381,47,29,313,884,Offense
2017-18,Louisiana,0,12,419,374,61,35,324,793,Defensive
2013-14,La.-Monroe,12,12,483,337,51,38,186,820,Offense
2013-14,La.-Monroe,0,12,484,273,54,36,262,757,Defensive
2014-15,La.-Monroe,12,12,469,420,68,44,384,889,Offense
2014-15,La.-Monroe,0,12,443,435,68,28,340,878,Defensive
2015-16,La.-Monroe,13,13,604,392,71,36,317,996,Offense
2015-16,La.-Monroe,0,13,466,365,68,44,325,831,Defensive
2016-17,La.-Monroe,12,12,525,340,56,24,290,865,Offense
2016-17,La.-Monroe,0,12,479,414,56,32,219,893,Defensive
2017-18,La.-Monroe,12,12,535,338,50,25,219,873,Offense
2017-18,La.-Monroe,0,12,533,356,44,28,204,889,Defensive
2013-14,La.-Monroe,12,12,483,337,51,38,186,820,Offense
2013-14,La.-Monroe,0,12,484,273,54,36,262,757,Defensive
2014-15,La.-Monroe,12,12,469,420,68,44,384,889,Offense
2014-15,La.-Monroe,0,12,443,435,68,28,340,878,Defensive
2015-16,La.-Monroe,13,13,604,392,71,36,317,996,Offense
2015-16,La.-Monroe,0,13,466,365,68,44,325,831,Defensive
2016-17,La.-Monroe,12,12,525,340,56,24,290,865,Offense
2016-17,La.-Monroe,0,12,479,414,56,32,219,893,Defensive
2017-18,La.-Monroe,12,12,535,338,50,25,219,873,Offense
2017-18,La.-Monroe,0,12,533,356,44,28,204,889,Defensive
2013-14,La.-Monroe,12,12,483,337,51,38,186,820,Offense
2013-14,La.-Monroe,0,12,484,273,54,36,262,757,Defensive
2014-15,La.-Monroe,12,12,469,420,68,44,384,889,Offense
2014-15,La.-Monroe,0,12,443,435,68,28,340,878,Defensive
2015-16,La.-Monroe,13,13,604,392,71,36,317,996,Offense
2015-16,La.-Monroe,0,13,466,365,68,44,325,831,Defensive
2016-17,La.-Monroe,12,12,525,340,56,24,290,865,Offense
2016-17,La.-Monroe,0,12,479,414,56,32,219,893,Defensive
2017-18,La.-Monroe,12,12,535,338,50,25,219,873,Offense
2017-18,La.-Monroe,0,12,533,356,44,28,204,889,Defensive
2013-14,La.-Monroe,12,12,483,337,51,38,186,820,Offense
2013-14,La.-Monroe,0,12,484,273,54,36,262,757,Defensive
2014-15,La.-Monroe,12,12,469,420,68,44,384,889,Offense
2014-15,La.-Monroe,0,12,443,435,68,28,340,878,Defensive
2015-16,La.-Monroe,13,13,604,392,71,36,317,996,Offense
2015-16,La.-Monroe,0,13,466,365,68,44,325,831,Defensive
2016-17,La.-Monroe,12,12,525,340,56,24,290,865,Offense
2016-17,La.-Monroe,0,12,479,414,56,32,219,893,Defensive
2017-18,La.-Monroe,12,12,535,338,50,25,219,873,Offense
2017-18,La.-Monroe,0,12,533,356,44,28,204,889,Defensive
2013-14,LSU,13,13,424,524,52,34,281,948,Offense
2013-14,LSU,0,13,420,526,44,28,256,946,Defensive
2014-15,LSU,13,13,378,554,50,52,244,932,Offense
2014-15,LSU,0,13,382,720,38,44,258,1102,Defensive
2015-16,LSU,12,12,449,360,62,28,332,809,Offense
2015-16,LSU,0,12,378,520,42,48,262,898,Defensive
2016-17,LSU,12,12,382,516,51,52,341,898,Offense
2016-17,LSU,0,12,336,556,37,66,230,892,Defensive
2017-18,LSU,12,12,325,522,48,44,270,847,Offense
2017-18,LSU,0,12,356,596,47,30,243,952,Defensive
2013-14,LSU,13,13,424,524,52,34,281,948,Offense
2013-14,LSU,0,13,420,526,44,28,256,946,Defensive
2014-15,LSU,13,13,378,554,50,52,244,932,Offense
2014-15,LSU,0,13,382,720,38,44,258,1102,Defensive
2015-16,LSU,12,12,449,360,62,28,332,809,Offense
2015-16,LSU,0,12,378,520,42,48,262,898,Defensive
2016-17,LSU,12,12,382,516,51,52,341,898,Offense
2016-17,LSU,0,12,336,556,37,66,230,892,Defensive
2017-18,LSU,12,12,325,522,48,44,270,847,Offense
2017-18,LSU,0,12,356,596,47,30,243,952,Defensive
2013-14,LSU,13,13,424,524,52,34,281,948,Offense
2013-14,LSU,0,13,420,526,44,28,256,946,Defensive
2014-15,LSU,13,13,378,554,50,52,244,932,Offense
2014-15,LSU,0,13,382,720,38,44,258,1102,Defensive
2015-16,LSU,12,12,449,360,62,28,332,809,Offense
2015-16,LSU,0,12,378,520,42,48,262,898,Defensive
2016-17,LSU,12,12,382,516,51,52,341,898,Offense
2016-17,LSU,0,12,336,556,37,66,230,892,Defensive
2017-18,LSU,12,12,325,522,48,44,270,847,Offense
2017-18,LSU,0,12,356,596,47,30,243,952,Defensive
2013-14,Kentucky,12,12,468,415,42,24,216,883,Offense
2013-14,Kentucky,0,12,508,272,79,20,353,780,Defensive
2014-15,Kentucky,12,12,508,399,50,28,263,907,Offense
2014-15,Kentucky,0,12,451,432,51,62,334,883,Defensive
2015-16,Kentucky,12,12,465,463,36,34,206,928,Offense
2015-16,Kentucky,0,12,435,340,64,40,329,775,Defensive
2016-17,Kentucky,13,13,565,413,54,30,277,978,Offense
2016-17,Kentucky,0,13,544,326,65,20,294,870,Defensive
2017-18,Kentucky,12,12,458,350,49,18,263,808,Offense
2017-18,Kentucky,0,12,455,338,55,28,268,793,Defensive
2013-14,Kentucky,12,12,468,415,42,24,216,883,Offense
2013-14,Kentucky,0,12,508,272,79,20,353,780,Defensive
2014-15,Kentucky,12,12,508,399,50,28,263,907,Offense
2014-15,Kentucky,0,12,451,432,51,62,334,883,Defensive
2015-16,Kentucky,12,12,465,463,36,34,206,928,Offense
2015-16,Kentucky,0,12,435,340,64,40,329,775,Defensive
2016-17,Kentucky,13,13,565,413,54,30,277,978,Offense
2016-17,Kentucky,0,13,544,326,65,20,294,870,Defensive
2017-18,Kentucky,12,12,458,350,49,18,263,808,Offense
2017-18,Kentucky,0,12,455,338,55,28,268,793,Defensive
2013-14,Kentucky,12,12,468,415,42,24,216,883,Offense
2013-14,Kentucky,0,12,508,272,79,20,353,780,Defensive
2014-15,Kentucky,12,12,508,399,50,28,263,907,Offense
2014-15,Kentucky,0,12,451,432,51,62,334,883,Defensive
2015-16,Kentucky,12,12,465,463,36,34,206,928,Offense
2015-16,Kentucky,0,12,435,340,64,40,329,775,Defensive
2016-17,Kentucky,13,13,565,413,54,30,277,978,Offense
2016-17,Kentucky,0,13,544,326,65,20,294,870,Defensive
2017-18,Kentucky,12,12,458,350,49,18,263,808,Offense
2017-18,Kentucky,0,12,455,338,55,28,268,793,Defensive
2013-14,Kentucky,12,12,468,415,42,24,216,883,Offense
2013-14,Kentucky,0,12,508,272,79,20,353,780,Defensive
2014-15,Kentucky,12,12,508,399,50,28,263,907,Offense
2014-15,Kentucky,0,12,451,432,51,62,334,883,Defensive
2015-16,Kentucky,12,12,465,463,36,34,206,928,Offense
2015-16,Kentucky,0,12,435,340,64,40,329,775,Defensive
2016-17,Kentucky,13,13,565,413,54,30,277,978,Offense
2016-17,Kentucky,0,13,544,326,65,20,294,870,Defensive
2017-18,Kentucky,12,12,458,350,49,18,263,808,Offense
2017-18,Kentucky,0,12,455,338,55,28,268,793,Defensive
2013-14,Kent St.,12,12,409,460,39,28,211,869,Offense
2013-14,Kent St.,0,12,440,414,40,30,169,854,Defensive
2014-15,Kent St.,11,11,444,430,37,28,172,874,Offense
2014-15,Kent St.,0,11,386,280,43,44,241,666,Defensive
2015-16,Kent St.,12,12,465,448,56,52,319,913,Offense
2015-16,Kent St.,0,12,443,377,72,46,300,820,Defensive
2016-17,Kent St.,12,12,533,338,56,26,258,871,Offense
2016-17,Kent St.,0,12,451,345,63,52,408,796,Defensive
2017-18,Kent St.,12,12,453,353,52,52,324,806,Offense
2017-18,Kent St.,0,12,476,378,91,50,451,854,Defensive
2013-14,Kent St.,12,12,409,460,39,28,211,869,Offense
2013-14,Kent St.,0,12,440,414,40,30,169,854,Defensive
2014-15,Kent St.,11,11,444,430,37,28,172,874,Offense
2014-15,Kent St.,0,11,386,280,43,44,241,666,Defensive
2015-16,Kent St.,12,12,465,448,56,52,319,913,Offense
2015-16,Kent St.,0,12,443,377,72,46,300,820,Defensive
2016-17,Kent St.,12,12,533,338,56,26,258,871,Offense
2016-17,Kent St.,0,12,451,345,63,52,408,796,Defensive
2017-18,Kent St.,12,12,453,353,52,52,324,806,Offense
2017-18,Kent St.,0,12,476,378,91,50,451,854,Defensive
2013-14,Kent St.,12,12,409,460,39,28,211,869,Offense
2013-14,Kent St.,0,12,440,414,40,30,169,854,Defensive
2014-15,Kent St.,11,11,444,430,37,28,172,874,Offense
2014-15,Kent St.,0,11,386,280,43,44,241,666,Defensive
2015-16,Kent St.,12,12,465,448,56,52,319,913,Offense
2015-16,Kent St.,0,12,443,377,72,46,300,820,Defensive
2016-17,Kent St.,12,12,533,338,56,26,258,871,Offense
2016-17,Kent St.,0,12,451,345,63,52,408,796,Defensive
2017-18,Kent St.,12,12,453,353,52,52,324,806,Offense
2017-18,Kent St.,0,12,476,378,91,50,451,854,Defensive
2013-14,Kent St.,12,12,409,460,39,28,211,869,Offense
2013-14,Kent St.,0,12,440,414,40,30,169,854,Defensive
2014-15,Kent St.,11,11,444,430,37,28,172,874,Offense
2014-15,Kent St.,0,11,386,280,43,44,241,666,Defensive
2015-16,Kent St.,12,12,465,448,56,52,319,913,Offense
2015-16,Kent St.,0,12,443,377,72,46,300,820,Defensive
2016-17,Kent St.,12,12,533,338,56,26,258,871,Offense
2016-17,Kent St.,0,12,451,345,63,52,408,796,Defensive
2017-18,Kent St.,12,12,453,353,52,52,324,806,Offense
2017-18,Kent St.,0,12,476,378,91,50,451,854,Defensive
2013-14,Massachusetts,12,12,367,542,30,32,133,909,Offense
2013-14,Massachusetts,0,12,378,528,47,66,203,906,Defensive
2014-15,Massachusetts,12,12,411,662,35,60,180,998,Offense
2014-15,Massachusetts,0,12,415,430,51,50,305,794,Defensive
2015-16,Massachusetts,12,12,454,600,43,48,220,1054,Offense
2015-16,Massachusetts,0,12,437,444,61,36,291,881,Defensive
2016-17,Massachusetts,12,12,472,492,46,48,280,964,Offense
2016-17,Massachusetts,0,12,410,390,57,40,387,800,Defensive
2017-18,Massachusetts,12,12,456,415,62,42,305,871,Offense
2017-18,Massachusetts,0,12,481,379,72,36,364,860,Defensive
2013-14,Massachusetts,12,12,367,542,30,32,133,909,Offense
2013-14,Massachusetts,0,12,378,528,47,66,203,906,Defensive
2014-15,Massachusetts,12,12,411,662,35,60,180,998,Offense
2014-15,Massachusetts,0,12,415,430,51,50,305,794,Defensive
2015-16,Massachusetts,12,12,454,600,43,48,220,1054,Offense
2015-16,Massachusetts,0,12,437,444,61,36,291,881,Defensive
2016-17,Massachusetts,12,12,472,492,46,48,280,964,Offense
2016-17,Massachusetts,0,12,410,390,57,40,387,800,Defensive
2017-18,Massachusetts,12,12,456,415,62,42,305,871,Offense
2017-18,Massachusetts,0,12,481,379,72,36,364,860,Defensive
2013-14,Massachusetts,12,12,367,542,30,32,133,909,Offense
2013-14,Massachusetts,0,12,378,528,47,66,203,906,Defensive
2014-15,Massachusetts,12,12,411,662,35,60,180,998,Offense
2014-15,Massachusetts,0,12,415,430,51,50,305,794,Defensive
2015-16,Massachusetts,12,12,454,600,43,48,220,1054,Offense
2015-16,Massachusetts,0,12,437,444,61,36,291,881,Defensive
2016-17,Massachusetts,12,12,472,492,46,48,280,964,Offense
2016-17,Massachusetts,0,12,410,390,57,40,387,800,Defensive
2017-18,Massachusetts,12,12,456,415,62,42,305,871,Offense
2017-18,Massachusetts,0,12,481,379,72,36,364,860,Defensive
2013-14,Maryland,13,13,577,444,78,46,456,1021,Offense
2013-14,Maryland,0,13,511,348,77,30,381,859,Defensive
2014-15,Maryland,13,13,654,330,60,28,344,984,Offense
2014-15,Maryland,0,13,506,258,64,30,344,764,Defensive
2015-16,Maryland,12,12,570,280,70,34,320,850,Offense
2015-16,Maryland,0,12,481,292,72,24,325,773,Defensive
2016-17,Maryland,13,13,577,394,70,34,368,971,Offense
2016-17,Maryland,0,13,526,360,86,44,519,886,Defensive
2017-18,Maryland,12,12,538,296,49,20,187,834,Offense
2017-18,Maryland,0,12,468,298,67,30,306,766,Defensive
2013-14,Maryland,13,13,577,444,78,46,456,1021,Offense
2013-14,Maryland,0,13,511,348,77,30,381,859,Defensive
2014-15,Maryland,13,13,654,330,60,28,344,984,Offense
2014-15,Maryland,0,13,506,258,64,30,344,764,Defensive
2015-16,Maryland,12,12,570,280,70,34,320,850,Offense
2015-16,Maryland,0,12,481,292,72,24,325,773,Defensive
2016-17,Maryland,13,13,577,394,70,34,368,971,Offense
2016-17,Maryland,0,13,526,360,86,44,519,886,Defensive
2017-18,Maryland,12,12,538,296,49,20,187,834,Offense
2017-18,Maryland,0,12,468,298,67,30,306,766,Defensive
2013-14,Maryland,13,13,577,444,78,46,456,1021,Offense
2013-14,Maryland,0,13,511,348,77,30,381,859,Defensive
2014-15,Maryland,13,13,654,330,60,28,344,984,Offense
2014-15,Maryland,0,13,506,258,64,30,344,764,Defensive
2015-16,Maryland,12,12,570,280,70,34,320,850,Offense
2015-16,Maryland,0,12,481,292,72,24,325,773,Defensive
2016-17,Maryland,13,13,577,394,70,34,368,971,Offense
2016-17,Maryland,0,13,526,360,86,44,519,886,Defensive
2017-18,Maryland,12,12,538,296,49,20,187,834,Offense
2017-18,Maryland,0,12,468,298,67,30,306,766,Defensive
2013-14,Maryland,13,13,577,444,78,46,456,1021,Offense
2013-14,Maryland,0,13,511,348,77,30,381,859,Defensive
2014-15,Maryland,13,13,654,330,60,28,344,984,Offense
2014-15,Maryland,0,13,506,258,64,30,344,764,Defensive
2015-16,Maryland,12,12,570,280,70,34,320,850,Offense
2015-16,Maryland,0,12,481,292,72,24,325,773,Defensive
2016-17,Maryland,13,13,577,394,70,34,368,971,Offense
2016-17,Maryland,0,13,526,360,86,44,519,886,Defensive
2017-18,Maryland,12,12,538,296,49,20,187,834,Offense
2017-18,Maryland,0,12,468,298,67,30,306,766,Defensive
2013-14,Marshall,14,14,568,536,75,54,370,1104,Offense
2013-14,Marshall,0,14,526,517,51,32,263,1043,Defensive
2014-15,Marshall,14,14,531,621,79,52,421,1152,Offense
2014-15,Marshall,0,14,480,507,37,21,174,987,Defensive
2015-16,Marshall,13,13,450,639,53,68,324,1014,Offense
2015-16,Marshall,0,13,429,592,48,32,228,952,Defensive
2016-17,Marshall,12,12,398,530,46,48,254,928,Offense
2016-17,Marshall,0,12,360,600,45,70,326,960,Defensive
2017-18,Marshall,12,12,353,578,50,62,283,931,Offense
2017-18,Marshall,0,12,374,558,41,42,193,932,Defensive
2013-14,Marshall,14,14,568,536,75,54,370,1104,Offense
2013-14,Marshall,0,14,526,517,51,32,263,1043,Defensive
2014-15,Marshall,14,14,531,621,79,52,421,1152,Offense
2014-15,Marshall,0,14,480,507,37,21,174,987,Defensive
2015-16,Marshall,13,13,450,639,53,68,324,1014,Offense
2015-16,Marshall,0,13,429,592,48,32,228,952,Defensive
2016-17,Marshall,12,12,398,530,46,48,254,928,Offense
2016-17,Marshall,0,12,360,600,45,70,326,960,Defensive
2017-18,Marshall,12,12,353,578,50,62,283,931,Offense
2017-18,Marshall,0,12,374,558,41,42,193,932,Defensive
2013-14,Louisville,13,13,513,244,92,20,461,757,Offense
2013-14,Louisville,0,13,569,342,58,28,293,911,Defensive
2014-15,Louisville,13,13,539,244,78,22,463,724,Offense
2014-15,Louisville,0,13,597,292,86,16,426,828,Defensive
2015-16,Louisville,13,13,523,362,78,38,396,885,Offense
2015-16,Louisville,0,13,524,321,77,40,430,845,Defensive
2016-17,Louisville,13,13,561,364,79,30,391,925,Offense
2016-17,Louisville,0,13,566,328,73,20,430,894,Defensive
2017-18,Louisville,12,12,486,370,61,24,325,856,Offense
2017-18,Louisville,0,12,523,312,40,32,199,835,Defensive
2013-14,Louisville,13,13,513,244,92,20,461,757,Offense
2013-14,Louisville,0,13,569,342,58,28,293,911,Defensive
2014-15,Louisville,13,13,539,244,78,22,463,724,Offense
2014-15,Louisville,0,13,597,292,86,16,426,828,Defensive
2015-16,Louisville,13,13,523,362,78,38,396,885,Offense
2015-16,Louisville,0,13,524,321,77,40,430,845,Defensive
2016-17,Louisville,13,13,561,364,79,30,391,925,Offense
2016-17,Louisville,0,13,566,328,73,20,430,894,Defensive
2017-18,Louisville,12,12,486,370,61,24,325,856,Offense
2017-18,Louisville,0,12,523,312,40,32,199,835,Defensive
2013-14,Louisiana Tech,12,12,493,502,52,40,203,995,Offense
2013-14,Louisiana Tech,0,12,465,408,63,66,380,873,Defensive
2014-15,Louisiana Tech,14,14,628,391,82,64,454,1019,Offense
2014-15,Louisiana Tech,0,14,567,348,59,47,284,915,Defensive
2015-16,Louisiana Tech,13,13,563,314,74,34,378,877,Offense
2015-16,Louisiana Tech,0,13,549,282,59,24,243,831,Defensive
2016-17,Louisiana Tech,14,14,614,406,70,36,406,1020,Offense
2016-17,Louisiana Tech,0,14,529,394,39,26,227,923,Defensive
2017-18,Louisiana Tech,12,12,511,296,45,20,203,807,Offense
2017-18,Louisiana Tech,0,12,465,342,48,42,226,807,Defensive
2013-14,Louisiana Tech,12,12,493,502,52,40,203,995,Offense
2013-14,Louisiana Tech,0,12,465,408,63,66,380,873,Defensive
2014-15,Louisiana Tech,14,14,628,391,82,64,454,1019,Offense
2014-15,Louisiana Tech,0,14,567,348,59,47,284,915,Defensive
2015-16,Louisiana Tech,13,13,563,314,74,34,378,877,Offense
2015-16,Louisiana Tech,0,13,549,282,59,24,243,831,Defensive
2016-17,Louisiana Tech,14,14,614,406,70,36,406,1020,Offense
2016-17,Louisiana Tech,0,14,529,394,39,26,227,923,Defensive
2017-18,Louisiana Tech,12,12,511,296,45,20,203,807,Offense
2017-18,Louisiana Tech,0,12,465,342,48,42,226,807,Defensive
2013-14,Louisiana Tech,12,12,493,502,52,40,203,995,Offense
2013-14,Louisiana Tech,0,12,465,408,63,66,380,873,Defensive
2014-15,Louisiana Tech,14,14,628,391,82,64,454,1019,Offense
2014-15,Louisiana Tech,0,14,567,348,59,47,284,915,Defensive
2015-16,Louisiana Tech,13,13,563,314,74,34,378,877,Offense
2015-16,Louisiana Tech,0,13,549,282,59,24,243,831,Defensive
2016-17,Louisiana Tech,14,14,614,406,70,36,406,1020,Offense
