Year,Team,GP,G,SoloTack,AsstTack,STFL,ATFL,TackleYds,Tackles,OffenseDefense
2017-18,Minnesota,12,12,503,234,60,22,247,737,Offense
2017-18,Minnesota,0,12,438,340,52,20,260,778,Defensive
2013-14,Middle Tenn.,13,13,633,392,59,16,270,1025,Offense
2013-14,Middle Tenn.,0,13,567,330,45,18,185,897,Defensive
2014-15,Middle Tenn.,12,12,608,276,53,8,232,884,Offense
2014-15,Middle Tenn.,0,12,553,293,67,22,285,846,Defensive
2015-16,Middle Tenn.,13,13,610,314,63,18,279,924,Offense
2015-16,Middle Tenn.,0,13,637,345,45,32,246,982,Defensive
2016-17,Middle Tenn.,13,13,608,414,50,30,254,1022,Offense
2016-17,Middle Tenn.,0,13,527,374,50,24,217,901,Defensive
2017-18,Middle Tenn.,12,12,524,274,70,36,333,798,Offense
2017-18,Middle Tenn.,0,12,529,211,65,22,295,740,Defensive
2013-14,Middle Tenn.,13,13,633,392,59,16,270,1025,Offense
2013-14,Middle Tenn.,0,13,567,330,45,18,185,897,Defensive
2014-15,Middle Tenn.,12,12,608,276,53,8,232,884,Offense
2014-15,Middle Tenn.,0,12,553,293,67,22,285,846,Defensive
2015-16,Middle Tenn.,13,13,610,314,63,18,279,924,Offense
2015-16,Middle Tenn.,0,13,637,345,45,32,246,982,Defensive
2016-17,Middle Tenn.,13,13,608,414,50,30,254,1022,Offense
2016-17,Middle Tenn.,0,13,527,374,50,24,217,901,Defensive
2017-18,Middle Tenn.,12,12,524,274,70,36,333,798,Offense
2017-18,Middle Tenn.,0,12,529,211,65,22,295,740,Defensive
2013-14,Middle Tenn.,13,13,633,392,59,16,270,1025,Offense
2013-14,Middle Tenn.,0,13,567,330,45,18,185,897,Defensive
2014-15,Middle Tenn.,12,12,608,276,53,8,232,884,Offense
2014-15,Middle Tenn.,0,12,553,293,67,22,285,846,Defensive
2015-16,Middle Tenn.,13,13,610,314,63,18,279,924,Offense
2015-16,Middle Tenn.,0,13,637,345,45,32,246,982,Defensive
2016-17,Middle Tenn.,13,13,608,414,50,30,254,1022,Offense
2016-17,Middle Tenn.,0,13,527,374,50,24,217,901,Defensive
2017-18,Middle Tenn.,12,12,524,274,70,36,333,798,Offense
2017-18,Middle Tenn.,0,12,529,211,65,22,295,740,Defensive
2013-14,Middle Tenn.,13,13,633,392,59,16,270,1025,Offense
2013-14,Middle Tenn.,0,13,567,330,45,18,185,897,Defensive
2014-15,Middle Tenn.,12,12,608,276,53,8,232,884,Offense
2014-15,Middle Tenn.,0,12,553,293,67,22,285,846,Defensive
2015-16,Middle Tenn.,13,13,610,314,63,18,279,924,Offense
2015-16,Middle Tenn.,0,13,637,345,45,32,246,982,Defensive
2016-17,Middle Tenn.,13,13,608,414,50,30,254,1022,Offense
2016-17,Middle Tenn.,0,13,527,374,50,24,217,901,Defensive
2017-18,Middle Tenn.,12,12,524,274,70,36,333,798,Offense
2017-18,Middle Tenn.,0,12,529,211,65,22,295,740,Defensive
2013-14,Michigan,13,13,510,388,57,26,283,898,Offense
2013-14,Michigan,0,13,536,350,90,48,470,886,Defensive
2014-15,Michigan,12,12,462,320,68,28,357,782,Offense
2014-15,Michigan,0,12,447,266,57,26,298,713,Defensive
2015-16,Michigan,13,13,454,324,71,34,376,778,Offense
2015-16,Michigan,0,13,523,368,51,28,215,891,Defensive
2016-17,Michigan,13,13,423,416,88,66,497,839,Offense
2016-17,Michigan,0,13,548,394,69,34,306,942,Defensive
2017-18,Michigan,12,12,372,372,62,80,433,744,Offense
2017-18,Michigan,0,12,503,314,65,28,353,817,Defensive
2013-14,Michigan,13,13,510,388,57,26,283,898,Offense
2013-14,Michigan,0,13,536,350,90,48,470,886,Defensive
2014-15,Michigan,12,12,462,320,68,28,357,782,Offense
2014-15,Michigan,0,12,447,266,57,26,298,713,Defensive
2015-16,Michigan,13,13,454,324,71,34,376,778,Offense
2015-16,Michigan,0,13,523,368,51,28,215,891,Defensive
2016-17,Michigan,13,13,423,416,88,66,497,839,Offense
2016-17,Michigan,0,13,548,394,69,34,306,942,Defensive
2017-18,Michigan,12,12,372,372,62,80,433,744,Offense
2017-18,Michigan,0,12,503,314,65,28,353,817,Defensive
2013-14,Michigan,13,13,510,388,57,26,283,898,Offense
2013-14,Michigan,0,13,536,350,90,48,470,886,Defensive
2014-15,Michigan,12,12,462,320,68,28,357,782,Offense
2014-15,Michigan,0,12,447,266,57,26,298,713,Defensive
2015-16,Michigan,13,13,454,324,71,34,376,778,Offense
2015-16,Michigan,0,13,523,368,51,28,215,891,Defensive
2016-17,Michigan,13,13,423,416,88,66,497,839,Offense
2016-17,Michigan,0,13,548,394,69,34,306,942,Defensive
2017-18,Michigan,12,12,372,372,62,80,433,744,Offense
2017-18,Michigan,0,12,503,314,65,28,353,817,Defensive
2013-14,Michigan,13,13,510,388,57,26,283,898,Offense
2013-14,Michigan,0,13,536,350,90,48,470,886,Defensive
2014-15,Michigan,12,12,462,320,68,28,357,782,Offense
2014-15,Michigan,0,12,447,266,57,26,298,713,Defensive
2015-16,Michigan,13,13,454,324,71,34,376,778,Offense
2015-16,Michigan,0,13,523,368,51,28,215,891,Defensive
2016-17,Michigan,13,13,423,416,88,66,497,839,Offense
2016-17,Michigan,0,13,548,394,69,34,306,942,Defensive
2017-18,Michigan,12,12,372,372,62,80,433,744,Offense
2017-18,Michigan,0,12,503,314,65,28,353,817,Defensive
2013-14,New Mexico,12,12,468,408,35,24,185,876,Offense
2013-14,New Mexico,0,12,483,385,66,28,265,868,Defensive
2014-15,New Mexico,12,12,465,479,50,34,294,944,Offense
2014-15,New Mexico,0,12,436,396,56,22,200,832,Defensive
2015-16,New Mexico,13,13,556,316,75,34,347,872,Offense
2015-16,New Mexico,0,13,567,266,64,20,255,833,Defensive
2016-17,New Mexico,13,13,454,320,58,30,275,714,Offense
2016-17,New Mexico,0,13,519,430,54,24,204,884,Defensive
2017-18,New Mexico,12,12,421,295,48,22,250,716,Offense
2017-18,New Mexico,0,12,500,270,45,16,198,770,Defensive
2013-14,Nevada,12,12,514,378,52,22,245,892,Offense
2013-14,Nevada,0,12,631,316,70,16,278,947,Defensive
2014-15,Nevada,13,13,602,373,65,18,246,825,Offense
2014-15,Nevada,0,13,537,435,51,26,257,779,Defensive
2015-16,Nevada,13,13,560,354,60,22,250,914,Offense
2015-16,Nevada,0,13,534,368,52,36,272,902,Defensive
2016-17,Nevada,12,12,565,288,49,12,203,853,Offense
2016-17,Nevada,0,12,506,317,48,34,262,823,Defensive
2017-18,Nevada,12,12,541,426,68,28,307,967,Offense
2017-18,Nevada,0,12,480,280,46,20,203,760,Defensive
2013-14,Nevada,12,12,514,378,52,22,245,892,Offense
2013-14,Nevada,0,12,631,316,70,16,278,947,Defensive
2014-15,Nevada,13,13,602,373,65,18,246,825,Offense
2014-15,Nevada,0,13,537,435,51,26,257,779,Defensive
2015-16,Nevada,13,13,560,354,60,22,250,914,Offense
2015-16,Nevada,0,13,534,368,52,36,272,902,Defensive
2016-17,Nevada,12,12,565,288,49,12,203,853,Offense
2016-17,Nevada,0,12,506,317,48,34,262,823,Defensive
2017-18,Nevada,12,12,541,426,68,28,307,967,Offense
2017-18,Nevada,0,12,480,280,46,20,203,760,Defensive
2013-14,Nevada,12,12,514,378,52,22,245,892,Offense
2013-14,Nevada,0,12,631,316,70,16,278,947,Defensive
2014-15,Nevada,13,13,602,373,65,18,246,825,Offense
2014-15,Nevada,0,13,537,435,51,26,257,779,Defensive
2015-16,Nevada,13,13,560,354,60,22,250,914,Offense
2015-16,Nevada,0,13,534,368,52,36,272,902,Defensive
2016-17,Nevada,12,12,565,288,49,12,203,853,Offense
2016-17,Nevada,0,12,506,317,48,34,262,823,Defensive
2017-18,Nevada,12,12,541,426,68,28,307,967,Offense
2017-18,Nevada,0,12,480,280,46,20,203,760,Defensive
2013-14,Nevada,12,12,514,378,52,22,245,892,Offense
2013-14,Nevada,0,12,631,316,70,16,278,947,Defensive
2014-15,Nevada,13,13,602,373,65,18,246,825,Offense
2014-15,Nevada,0,13,537,435,51,26,257,779,Defensive
2015-16,Nevada,13,13,560,354,60,22,250,914,Offense
2015-16,Nevada,0,13,534,368,52,36,272,902,Defensive
2016-17,Nevada,12,12,565,288,49,12,203,853,Offense
2016-17,Nevada,0,12,506,317,48,34,262,823,Defensive
2017-18,Nevada,12,12,541,426,68,28,307,967,Offense
2017-18,Nevada,0,12,480,280,46,20,203,760,Defensive
2013-14,Nebraska,13,13,528,356,80,28,411,884,Offense
2013-14,Nebraska,0,13,537,436,58,20,297,973,Defensive
2014-15,Nebraska,13,13,472,446,59,42,347,918,Offense
2014-15,Nebraska,0,13,539,429,53,22,228,968,Defensive
2015-16,Nebraska,13,13,459,340,57,30,284,799,Offense
2015-16,Nebraska,0,13,489,406,53,30,285,895,Defensive
2016-17,Nebraska,13,13,459,396,52,32,246,855,Offense
2016-17,Nebraska,0,13,494,438,55,20,253,932,Defensive
2017-18,Nebraska,12,12,427,386,32,24,167,813,Offense
2017-18,Nebraska,0,12,416,423,46,31,251,839,Defensive
2013-14,Nebraska,13,13,528,356,80,28,411,884,Offense
2013-14,Nebraska,0,13,537,436,58,20,297,973,Defensive
2014-15,Nebraska,13,13,472,446,59,42,347,918,Offense
2014-15,Nebraska,0,13,539,429,53,22,228,968,Defensive
2015-16,Nebraska,13,13,459,340,57,30,284,799,Offense
2015-16,Nebraska,0,13,489,406,53,30,285,895,Defensive
2016-17,Nebraska,13,13,459,396,52,32,246,855,Offense
2016-17,Nebraska,0,13,494,438,55,20,253,932,Defensive
2017-18,Nebraska,12,12,427,386,32,24,167,813,Offense
2017-18,Nebraska,0,12,416,423,46,31,251,839,Defensive
2013-14,Nebraska,13,13,528,356,80,28,411,884,Offense
2013-14,Nebraska,0,13,537,436,58,20,297,973,Defensive
2014-15,Nebraska,13,13,472,446,59,42,347,918,Offense
2014-15,Nebraska,0,13,539,429,53,22,228,968,Defensive
2015-16,Nebraska,13,13,459,340,57,30,284,799,Offense
2015-16,Nebraska,0,13,489,406,53,30,285,895,Defensive
2016-17,Nebraska,13,13,459,396,52,32,246,855,Offense
2016-17,Nebraska,0,13,494,438,55,20,253,932,Defensive
2017-18,Nebraska,12,12,427,386,32,24,167,813,Offense
2017-18,Nebraska,0,12,416,423,46,31,251,839,Defensive
2013-14,Nebraska,13,13,528,356,80,28,411,884,Offense
2013-14,Nebraska,0,13,537,436,58,20,297,973,Defensive
2014-15,Nebraska,13,13,472,446,59,42,347,918,Offense
2014-15,Nebraska,0,13,539,429,53,22,228,968,Defensive
2015-16,Nebraska,13,13,459,340,57,30,284,799,Offense
2015-16,Nebraska,0,13,489,406,53,30,285,895,Defensive
2016-17,Nebraska,13,13,459,396,52,32,246,855,Offense
2016-17,Nebraska,0,13,494,438,55,20,253,932,Defensive
2017-18,Nebraska,12,12,427,386,32,24,167,813,Offense
2017-18,Nebraska,0,12,416,423,46,31,251,839,Defensive
2013-14,Navy,13,13,587,362,32,14,114,949,Offense
2013-14,Navy,0,13,597,408,42,10,214,1005,Defensive
2014-15,Navy,13,13,561,384,36,18,149,945,Offense
2014-15,Navy,0,13,570,372,59,12,231,942,Defensive
2015-16,Navy,13,13,537,324,43,28,231,861,Offense
2015-16,Navy,0,13,607,310,51,8,183,917,Defensive
2016-17,Navy,14,14,596,364,53,6,249,960,Offense
2016-17,Navy,0,14,581,414,44,30,195,995,Defensive
2017-18,Navy,12,12,441,304,41,28,193,745,Offense
2017-18,Navy,0,12,542,448,41,22,158,990,Defensive
2013-14,Navy,13,13,587,362,32,14,114,949,Offense
2013-14,Navy,0,13,597,408,42,10,214,1005,Defensive
2014-15,Navy,13,13,561,384,36,18,149,945,Offense
2014-15,Navy,0,13,570,372,59,12,231,942,Defensive
2015-16,Navy,13,13,537,324,43,28,231,861,Offense
2015-16,Navy,0,13,607,310,51,8,183,917,Defensive
2016-17,Navy,14,14,596,364,53,6,249,960,Offense
2016-17,Navy,0,14,581,414,44,30,195,995,Defensive
2017-18,Navy,12,12,441,304,41,28,193,745,Offense
2017-18,Navy,0,12,542,448,41,22,158,990,Defensive
2013-14,Navy,13,13,587,362,32,14,114,949,Offense
2013-14,Navy,0,13,597,408,42,10,214,1005,Defensive
2014-15,Navy,13,13,561,384,36,18,149,945,Offense
2014-15,Navy,0,13,570,372,59,12,231,942,Defensive
2015-16,Navy,13,13,537,324,43,28,231,861,Offense
2015-16,Navy,0,13,607,310,51,8,183,917,Defensive
2016-17,Navy,14,14,596,364,53,6,249,960,Offense
2016-17,Navy,0,14,581,414,44,30,195,995,Defensive
2017-18,Navy,12,12,441,304,41,28,193,745,Offense
2017-18,Navy,0,12,542,448,41,22,158,990,Defensive
2013-14,Navy,13,13,587,362,32,14,114,949,Offense
2013-14,Navy,0,13,597,408,42,10,214,1005,Defensive
2014-15,Navy,13,13,561,384,36,18,149,945,Offense
2014-15,Navy,0,13,570,372,59,12,231,942,Defensive
2015-16,Navy,13,13,537,324,43,28,231,861,Offense
2015-16,Navy,0,13,607,310,51,8,183,917,Defensive
2016-17,Navy,14,14,596,364,53,6,249,960,Offense
2016-17,Navy,0,14,581,414,44,30,195,995,Defensive
2017-18,Navy,12,12,441,304,41,28,193,745,Offense
2017-18,Navy,0,12,542,448,41,22,158,990,Defensive
2013-14,NC State,12,12,431,416,63,42,277,847,Offense
2013-14,NC State,0,12,514,512,75,54,386,1026,Defensive
2014-15,NC State,13,13,535,386,77,26,402,921,Offense
2014-15,NC State,0,13,487,397,42,34,289,884,Defensive
2015-16,NC State,13,13,422,384,65,48,312,739,Offense
2015-16,NC State,0,13,547,423,69,58,365,916,Defensive
2016-17,NC State,13,13,495,372,68,42,388,867,Offense
2016-17,NC State,0,13,541,415,48,28,231,956,Defensive
2017-18,NC State,12,12,440,390,64,36,317,830,Offense
2017-18,NC State,0,12,473,456,47,54,226,929,Defensive
2013-14,NC State,12,12,431,416,63,42,277,847,Offense
2013-14,NC State,0,12,514,512,75,54,386,1026,Defensive
2014-15,NC State,13,13,535,386,77,26,402,921,Offense
2014-15,NC State,0,13,487,397,42,34,289,884,Defensive
2015-16,NC State,13,13,422,384,65,48,312,739,Offense
2015-16,NC State,0,13,547,423,69,58,365,916,Defensive
2016-17,NC State,13,13,495,372,68,42,388,867,Offense
2016-17,NC State,0,13,541,415,48,28,231,956,Defensive
2017-18,NC State,12,12,440,390,64,36,317,830,Offense
2017-18,NC State,0,12,473,456,47,54,226,929,Defensive
2013-14,NC State,12,12,431,416,63,42,277,847,Offense
2013-14,NC State,0,12,514,512,75,54,386,1026,Defensive
2014-15,NC State,13,13,535,386,77,26,402,921,Offense
2014-15,NC State,0,13,487,397,42,34,289,884,Defensive
2015-16,NC State,13,13,422,384,65,48,312,739,Offense
2015-16,NC State,0,13,547,423,69,58,365,916,Defensive
2016-17,NC State,13,13,495,372,68,42,388,867,Offense
2016-17,NC State,0,13,541,415,48,28,231,956,Defensive
2017-18,NC State,12,12,440,390,64,36,317,830,Offense
2017-18,NC State,0,12,473,456,47,54,226,929,Defensive
2013-14,NC State,12,12,431,416,63,42,277,847,Offense
2013-14,NC State,0,12,514,512,75,54,386,1026,Defensive
2014-15,NC State,13,13,535,386,77,26,402,921,Offense
2014-15,NC State,0,13,487,397,42,34,289,884,Defensive
2015-16,NC State,13,13,422,384,65,48,312,739,Offense
2015-16,NC State,0,13,547,423,69,58,365,916,Defensive
2016-17,NC State,13,13,495,372,68,42,388,867,Offense
2016-17,NC State,0,13,541,415,48,28,231,956,Defensive
2017-18,NC State,12,12,440,390,64,36,317,830,Offense
2017-18,NC State,0,12,473,456,47,54,226,929,Defensive
2013-14,Northern Ill.,14,14,631,385,59,26,301,1016,Offense
2013-14,Northern Ill.,0,14,635,484,35,28,144,1119,Defensive
2014-15,Northern Ill.,14,14,588,452,55,38,314,1040,Offense
2014-15,Northern Ill.,0,14,650,484,57,22,216,1134,Defensive
2015-16,Northern Ill.,14,14,698,378,59,24,261,1002,Offense
2015-16,Northern Ill.,0,14,682,332,76,30,320,963,Defensive
2016-17,Northern Ill.,12,12,538,366,60,26,281,904,Offense
2016-17,Northern Ill.,0,12,576,362,55,18,166,938,Defensive
2017-18,Northern Ill.,12,12,537,304,91,30,418,841,Offense
2017-18,Northern Ill.,0,12,514,380,49,30,270,894,Defensive
2013-14,Northern Ill.,14,14,631,385,59,26,301,1016,Offense
2013-14,Northern Ill.,0,14,635,484,35,28,144,1119,Defensive
2014-15,Northern Ill.,14,14,588,452,55,38,314,1040,Offense
2014-15,Northern Ill.,0,14,650,484,57,22,216,1134,Defensive
2015-16,Northern Ill.,14,14,698,378,59,24,261,1002,Offense
2015-16,Northern Ill.,0,14,682,332,76,30,320,963,Defensive
2016-17,Northern Ill.,12,12,538,366,60,26,281,904,Offense
2016-17,Northern Ill.,0,12,576,362,55,18,166,938,Defensive
2017-18,Northern Ill.,12,12,537,304,91,30,418,841,Offense
2017-18,Northern Ill.,0,12,514,380,49,30,270,894,Defensive
2013-14,North Texas,13,13,503,382,62,32,330,885,Offense
2013-14,North Texas,0,13,527,497,51,38,206,1024,Defensive
2014-15,North Texas,12,12,475,322,57,24,295,797,Offense
2014-15,North Texas,0,12,473,336,59,22,316,809,Defensive
2015-16,North Texas,12,12,533,354,54,22,220,887,Offense
2015-16,North Texas,0,12,469,316,59,34,380,785,Defensive
2016-17,North Texas,13,13,528,382,57,32,307,910,Offense
2016-17,North Texas,0,13,498,346,72,40,412,844,Defensive
2017-18,North Texas,13,13,518,389,56,32,257,907,Offense
2017-18,North Texas,0,13,548,350,62,46,347,898,Defensive
2013-14,North Texas,13,13,503,382,62,32,330,885,Offense
2013-14,North Texas,0,13,527,497,51,38,206,1024,Defensive
2014-15,North Texas,12,12,475,322,57,24,295,797,Offense
2014-15,North Texas,0,12,473,336,59,22,316,809,Defensive
2015-16,North Texas,12,12,533,354,54,22,220,887,Offense
2015-16,North Texas,0,12,469,316,59,34,380,785,Defensive
2016-17,North Texas,13,13,528,382,57,32,307,910,Offense
2016-17,North Texas,0,13,498,346,72,40,412,844,Defensive
2017-18,North Texas,13,13,518,389,56,32,257,907,Offense
2017-18,North Texas,0,13,548,350,62,46,347,898,Defensive
2013-14,North Texas,13,13,503,382,62,32,330,885,Offense
2013-14,North Texas,0,13,527,497,51,38,206,1024,Defensive
2014-15,North Texas,12,12,475,322,57,24,295,797,Offense
2014-15,North Texas,0,12,473,336,59,22,316,809,Defensive
2015-16,North Texas,12,12,533,354,54,22,220,887,Offense
2015-16,North Texas,0,12,469,316,59,34,380,785,Defensive
2016-17,North Texas,13,13,528,382,57,32,307,910,Offense
2016-17,North Texas,0,13,498,346,72,40,412,844,Defensive
2017-18,North Texas,13,13,518,389,56,32,257,907,Offense
2017-18,North Texas,0,13,548,350,62,46,347,898,Defensive
2013-14,North Texas,13,13,503,382,62,32,330,885,Offense
2013-14,North Texas,0,13,527,497,51,38,206,1024,Defensive
2014-15,North Texas,12,12,475,322,57,24,295,797,Offense
2014-15,North Texas,0,12,473,336,59,22,316,809,Defensive
2015-16,North Texas,12,12,533,354,54,22,220,887,Offense
2015-16,North Texas,0,12,469,316,59,34,380,785,Defensive
2016-17,North Texas,13,13,528,382,57,32,307,910,Offense
2016-17,North Texas,0,13,498,346,72,40,412,844,Defensive
2017-18,North Texas,13,13,518,389,56,32,257,907,Offense
2017-18,North Texas,0,13,548,350,62,46,347,898,Defensive
2013-14,North Carolina,13,13,586,408,65,30,376,994,Offense
2013-14,North Carolina,0,13,584,346,62,26,317,930,Defensive
2014-15,North Carolina,13,13,544,426,60,24,259,970,Offense
2014-15,North Carolina,0,13,615,356,67,32,364,971,Defensive
2015-16,North Carolina,14,14,617,504,54,20,248,1121,Offense
2015-16,North Carolina,0,14,516,412,45,26,222,928,Defensive
2016-17,North Carolina,13,13,536,492,50,34,294,1028,Offense
2016-17,North Carolina,0,13,474,354,53,56,307,828,Defensive
2017-18,North Carolina,12,12,493,398,51,42,224,891,Offense
2017-18,North Carolina,0,12,458,358,57,44,358,816,Defensive
2013-14,North Carolina,13,13,586,408,65,30,376,994,Offense
2013-14,North Carolina,0,13,584,346,62,26,317,930,Defensive
2014-15,North Carolina,13,13,544,426,60,24,259,970,Offense
2014-15,North Carolina,0,13,615,356,67,32,364,971,Defensive
2015-16,North Carolina,14,14,617,504,54,20,248,1121,Offense
2015-16,North Carolina,0,14,516,412,45,26,222,928,Defensive
2016-17,North Carolina,13,13,536,492,50,34,294,1028,Offense
2016-17,North Carolina,0,13,474,354,53,56,307,828,Defensive
2017-18,North Carolina,12,12,493,398,51,42,224,891,Offense
2017-18,North Carolina,0,12,458,358,57,44,358,816,Defensive
2013-14,North Carolina,13,13,586,408,65,30,376,994,Offense
2013-14,North Carolina,0,13,584,346,62,26,317,930,Defensive
2014-15,North Carolina,13,13,544,426,60,24,259,970,Offense
2014-15,North Carolina,0,13,615,356,67,32,364,971,Defensive
2015-16,North Carolina,14,14,617,504,54,20,248,1121,Offense
2015-16,North Carolina,0,14,516,412,45,26,222,928,Defensive
2016-17,North Carolina,13,13,536,492,50,34,294,1028,Offense
2016-17,North Carolina,0,13,474,354,53,56,307,828,Defensive
2017-18,North Carolina,12,12,493,398,51,42,224,891,Offense
2017-18,North Carolina,0,12,458,358,57,44,358,816,Defensive
2013-14,North Carolina,13,13,586,408,65,30,376,994,Offense
2013-14,North Carolina,0,13,584,346,62,26,317,930,Defensive
2014-15,North Carolina,13,13,544,426,60,24,259,970,Offense
2014-15,North Carolina,0,13,615,356,67,32,364,971,Defensive
2015-16,North Carolina,14,14,617,504,54,20,248,1121,Offense
2015-16,North Carolina,0,14,516,412,45,26,222,928,Defensive
2016-17,North Carolina,13,13,536,492,50,34,294,1028,Offense
2016-17,North Carolina,0,13,474,354,53,56,307,828,Defensive
2017-18,North Carolina,12,12,493,398,51,42,224,891,Offense
2017-18,North Carolina,0,12,458,358,57,44,358,816,Defensive
2013-14,New Mexico St.,12,12,436,519,33,28,145,955,Offense
2013-14,New Mexico St.,0,12,496,422,55,40,284,918,Defensive
2014-15,New Mexico St.,12,12,482,546,32,22,147,1028,Offense
2014-15,New Mexico St.,0,12,475,489,59,30,217,964,Defensive
2015-16,New Mexico St.,12,12,492,422,47,18,161,914,Offense
2015-16,New Mexico St.,0,12,501,308,81,26,346,809,Defensive
2016-17,New Mexico St.,12,12,429,636,47,52,237,1065,Offense
2016-17,New Mexico St.,0,12,426,454,64,60,389,880,Defensive
2017-18,New Mexico St.,12,12,443,496,66,42,351,939,Offense
2017-18,New Mexico St.,0,12,487,300,61,24,313,787,Defensive
2013-14,New Mexico St.,12,12,436,519,33,28,145,955,Offense
2013-14,New Mexico St.,0,12,496,422,55,40,284,918,Defensive
2014-15,New Mexico St.,12,12,482,546,32,22,147,1028,Offense
2014-15,New Mexico St.,0,12,475,489,59,30,217,964,Defensive
2015-16,New Mexico St.,12,12,492,422,47,18,161,914,Offense
2015-16,New Mexico St.,0,12,501,308,81,26,346,809,Defensive
2016-17,New Mexico St.,12,12,429,636,47,52,237,1065,Offense
2016-17,New Mexico St.,0,12,426,454,64,60,389,880,Defensive
2017-18,New Mexico St.,12,12,443,496,66,42,351,939,Offense
2017-18,New Mexico St.,0,12,487,300,61,24,313,787,Defensive
2013-14,New Mexico St.,12,12,436,519,33,28,145,955,Offense
2013-14,New Mexico St.,0,12,496,422,55,40,284,918,Defensive
2014-15,New Mexico St.,12,12,482,546,32,22,147,1028,Offense
2014-15,New Mexico St.,0,12,475,489,59,30,217,964,Defensive
2015-16,New Mexico St.,12,12,492,422,47,18,161,914,Offense
2015-16,New Mexico St.,0,12,501,308,81,26,346,809,Defensive
2016-17,New Mexico St.,12,12,429,636,47,52,237,1065,Offense
2016-17,New Mexico St.,0,12,426,454,64,60,389,880,Defensive
2017-18,New Mexico St.,12,12,443,496,66,42,351,939,Offense
2017-18,New Mexico St.,0,12,487,300,61,24,313,787,Defensive
2013-14,New Mexico St.,12,12,436,519,33,28,145,955,Offense
2013-14,New Mexico St.,0,12,496,422,55,40,284,918,Defensive
2014-15,New Mexico St.,12,12,482,546,32,22,147,1028,Offense
2014-15,New Mexico St.,0,12,475,489,59,30,217,964,Defensive
2015-16,New Mexico St.,12,12,492,422,47,18,161,914,Offense
2015-16,New Mexico St.,0,12,501,308,81,26,346,809,Defensive
2016-17,New Mexico St.,12,12,429,636,47,52,237,1065,Offense
2016-17,New Mexico St.,0,12,426,454,64,60,389,880,Defensive
2017-18,New Mexico St.,12,12,443,496,66,42,351,939,Offense
2017-18,New Mexico St.,0,12,487,300,61,24,313,787,Defensive
2013-14,New Mexico,12,12,468,408,35,24,185,876,Offense
2013-14,New Mexico,0,12,483,385,66,28,265,868,Defensive
2014-15,New Mexico,12,12,465,479,50,34,294,944,Offense
2014-15,New Mexico,0,12,436,396,56,22,200,832,Defensive
2015-16,New Mexico,13,13,556,316,75,34,347,872,Offense
2015-16,New Mexico,0,13,567,266,64,20,255,833,Defensive
2016-17,New Mexico,13,13,454,320,58,30,275,714,Offense
2016-17,New Mexico,0,13,519,430,54,24,204,884,Defensive
2017-18,New Mexico,12,12,421,295,48,22,250,716,Offense
2017-18,New Mexico,0,12,500,270,45,16,198,770,Defensive
2013-14,New Mexico,12,12,468,408,35,24,185,876,Offense
2013-14,New Mexico,0,12,483,385,66,28,265,868,Defensive
2014-15,New Mexico,12,12,465,479,50,34,294,944,Offense
2014-15,New Mexico,0,12,436,396,56,22,200,832,Defensive
2015-16,New Mexico,13,13,556,316,75,34,347,872,Offense
2015-16,New Mexico,0,13,567,266,64,20,255,833,Defensive
2016-17,New Mexico,13,13,454,320,58,30,275,714,Offense
2016-17,New Mexico,0,13,519,430,54,24,204,884,Defensive
2017-18,New Mexico,12,12,421,295,48,22,250,716,Offense
2017-18,New Mexico,0,12,500,270,45,16,198,770,Defensive
2013-14,New Mexico,12,12,468,408,35,24,185,876,Offense
2013-14,New Mexico,0,12,483,385,66,28,265,868,Defensive
2014-15,New Mexico,12,12,465,479,50,34,294,944,Offense
2014-15,New Mexico,0,12,436,396,56,22,200,832,Defensive
2015-16,New Mexico,13,13,556,316,75,34,347,872,Offense
2015-16,New Mexico,0,13,567,266,64,20,255,833,Defensive
2016-17,New Mexico,13,13,454,320,58,30,275,714,Offense
2016-17,New Mexico,0,13,519,430,54,24,204,884,Defensive
2017-18,New Mexico,12,12,421,295,48,22,250,716,Offense
2017-18,New Mexico,0,12,500,270,45,16,198,770,Defensive
2013-14,Ohio St.,14,14,600,370,74,34,386,970,Offense
2013-14,Ohio St.,0,14,607,398,52,8,228,1005,Defensive
2014-15,Ohio St.,15,15,626,376,94,32,449,1002,Offense
2014-15,Ohio St.,0,15,663,502,68,20,364,1165,Defensive
2015-16,Ohio St.,13,13,499,386,61,44,330,885,Offense
2015-16,Ohio St.,0,13,506,424,53,34,237,930,Defensive
2016-17,Ohio St.,13,13,484,394,63,48,357,878,Offense
2016-17,Ohio St.,0,13,550,474,48,36,251,1024,Defensive
2017-18,Ohio St.,13,13,567,288,88,24,419,855,Offense
2017-18,Ohio St.,0,13,573,380,44,20,193,953,Defensive
2013-14,Ohio St.,14,14,600,370,74,34,386,970,Offense
2013-14,Ohio St.,0,14,607,398,52,8,228,1005,Defensive
2014-15,Ohio St.,15,15,626,376,94,32,449,1002,Offense
2014-15,Ohio St.,0,15,663,502,68,20,364,1165,Defensive
2015-16,Ohio St.,13,13,499,386,61,44,330,885,Offense
2015-16,Ohio St.,0,13,506,424,53,34,237,930,Defensive
2016-17,Ohio St.,13,13,484,394,63,48,357,878,Offense
2016-17,Ohio St.,0,13,550,474,48,36,251,1024,Defensive
2017-18,Ohio St.,13,13,567,288,88,24,419,855,Offense
