Date,Opponent,Result,G,KO,KOYds,KOTB,KORet,KickRetTDs,KORetYds,Team,OffenseDefense
10/26/2013,@ Iowa St.,W 58 - 27,1/,,592,6,2,nan,47,Oklahoma St. Cowboys,Offense
10/26/2013,@ Iowa St.,W 58 - 27,1/,,254,3,4,nan,32,Oklahoma St. Cowboys,Defense
11/02/2013,@ Texas Tech,W 52 - 34,1/,,578,5,1,nan,23,Oklahoma St. Cowboys,Offense
11/02/2013,@ Texas Tech,W 52 - 34,1/,,416,5,4,nan,98,Oklahoma St. Cowboys,Defense
11/09/2013,Kansas,W 42 - 6,1/,,439,1,3,1/,129,Oklahoma St. Cowboys,Offense
11/09/2013,Kansas,W 42 - 6,1/,,155,nan,6,nan,186,Oklahoma St. Cowboys,Defense
11/16/2013,@ Texas,W 38 - 13,1/,,419,2,2,nan,59,Oklahoma St. Cowboys,Offense
11/16/2013,@ Texas,W 38 - 13,1/,,245,2,4,nan,63,Oklahoma St. Cowboys,Defense
11/23/2013,Baylor,W 49 - 17,1/,,416,nan,4,nan,51,Oklahoma St. Cowboys,Offense
11/23/2013,Baylor,W 49 - 17,1/,,197,nan,7,nan,123,Oklahoma St. Cowboys,Defense
12/07/2013,Oklahoma,L 24 - 33,1/,,285,nan,4,nan,69,Oklahoma St. Cowboys,Offense
12/07/2013,Oklahoma,L 24 - 33,1/,,336,1,4,nan,86,Oklahoma St. Cowboys,Defense
01/03/2014,"Missouri @ Arlington, Texas",L 31 - 41,1/,,369,2,2,nan,28,Oklahoma St. Cowboys,Offense
01/03/2014,"Missouri @ Arlington, Texas",L 31 - 41,1/,,446,5,4,nan,90,Oklahoma St. Cowboys,Defense
08/31/2013,La.-Monroe,W 34 - 0,1/,,455,7,nan,nan,nan,Oklahoma Sooners,Offense
08/31/2013,La.-Monroe,W 34 - 0,1/,,65,1,nan,nan,nan,Oklahoma Sooners,Defense
09/07/2013,West Virginia,W 16 - 7,1/,,323,2,1,nan,20,Oklahoma Sooners,Offense
09/07/2013,West Virginia,W 16 - 7,1/,,128,1,3,nan,45,Oklahoma Sooners,Defense
09/14/2013,Tulsa,W 51 - 20,1/,,644,6,2,nan,52,Oklahoma Sooners,Offense
09/14/2013,Tulsa,W 51 - 20,1/,,324,3,3,nan,69,Oklahoma Sooners,Defense
09/28/2013,@ Notre Dame,W 35 - 21,1/,,450,6,3,nan,75,Oklahoma Sooners,Offense
09/28/2013,@ Notre Dame,W 35 - 21,1/,,251,1,1,nan,29,Oklahoma Sooners,Defense
10/05/2013,TCU,W 20 - 17,1/,,254,3,1,nan,nan,Oklahoma Sooners,Offense
10/05/2013,TCU,W 20 - 17,1/,,186,2,1,nan,18,Oklahoma Sooners,Defense
10/12/2013,"Texas @ Dallas, Texas",L 20 - 36,1/,,321,4,2,nan,97,Oklahoma Sooners,Offense
10/12/2013,"Texas @ Dallas, Texas",L 20 - 36,1/,,452,5,1,nan,29,Oklahoma Sooners,Defense
10/19/2013,@ Kansas,W 34 - 19,1/,,383,2,2,nan,40,Oklahoma Sooners,Offense
10/19/2013,@ Kansas,W 34 - 19,1/,,294,3,3,nan,70,Oklahoma Sooners,Defense
10/26/2013,Texas Tech,W 38 - 30,1/,,450,4,3,nan,68,Oklahoma Sooners,Offense
10/26/2013,Texas Tech,W 38 - 30,1/,,316,2,3,nan,72,Oklahoma Sooners,Defense
11/07/2013,@ Baylor,L 12 - 41,1/,,188,nan,6,nan,126,Oklahoma Sooners,Offense
11/07/2013,@ Baylor,L 12 - 41,1/,,460,2,3,nan,101,Oklahoma Sooners,Defense
11/16/2013,Iowa St.,W 48 - 10,1/,,549,5,1,nan,18,Oklahoma Sooners,Offense
11/16/2013,Iowa St.,W 48 - 10,1/,,195,2,4,nan,70,Oklahoma Sooners,Defense
11/23/2013,@ Kansas St.,W 41 - 31,1/,,466,2,4,nan,78,Oklahoma Sooners,Offense
11/23/2013,@ Kansas St.,W 41 - 31,1/,,349,2,5,nan,162,Oklahoma Sooners,Defense
12/07/2013,@ Oklahoma St.,W 33 - 24,1/,,336,1,4,nan,86,Oklahoma Sooners,Offense
12/07/2013,@ Oklahoma St.,W 33 - 24,1/,,285,nan,4,nan,69,Oklahoma Sooners,Defense
01/02/2014,"Alabama @ New Orleans, La.",W 45 - 31,1/,,460,3,5,nan,101,Oklahoma Sooners,Offense
01/02/2014,"Alabama @ New Orleans, La.",W 45 - 31,1/,,362,1,5,nan,104,Oklahoma Sooners,Defense
08/30/2014,Louisiana Tech,W 48 - 16,1/,,579,7,3,nan,100,Oklahoma Sooners,Offense
08/30/2014,Louisiana Tech,W 48 - 16,1/,,210,1,2,nan,36,Oklahoma Sooners,Defense
09/06/2014,@ Tulsa,W 52 - 7,1/,,580,5,2,nan,32,Oklahoma Sooners,Offense
09/06/2014,@ Tulsa,W 52 - 7,1/,,112,nan,4,nan,83,Oklahoma Sooners,Defense
09/13/2014,Tennessee,W 34 - 10,1/,,455,4,3,nan,52,Oklahoma Sooners,Offense
09/13/2014,Tennessee,W 34 - 10,1/,,180,nan,3,nan,60,Oklahoma Sooners,Defense
09/20/2014,@ West Virginia,W 45 - 33,1/,,455,7,3,1/,135,Oklahoma Sooners,Offense
09/20/2014,@ West Virginia,W 45 - 33,1/,,403,4,nan,nan,nan,Oklahoma Sooners,Defense
10/04/2014,@ TCU,L 33 - 37,1/,,323,3,2,nan,28,Oklahoma Sooners,Offense
10/04/2014,@ TCU,L 33 - 37,1/,,383,3,2,nan,65,Oklahoma Sooners,Defense
10/11/2014,"Texas @ Dallas, Texas",W 31 - 26,1/,,382,4,2,1/,121,Oklahoma Sooners,Offense
10/11/2014,"Texas @ Dallas, Texas",W 31 - 26,1/,,381,4,2,nan,30,Oklahoma Sooners,Defense
10/18/2014,Kansas St.,L 30 - 31,1/,,400,5,4,nan,62,Oklahoma Sooners,Offense
10/18/2014,Kansas St.,L 30 - 31,1/,,294,1,1,nan,15,Oklahoma Sooners,Defense
11/01/2014,@ Iowa St.,W 59 - 14,1/,,615,5,2,nan,30,Oklahoma Sooners,Offense
11/01/2014,@ Iowa St.,W 59 - 14,1/,,191,1,5,nan,115,Oklahoma Sooners,Defense
11/08/2014,Baylor,L 14 - 48,1/,,182,1,7,nan,83,Oklahoma Sooners,Offense
11/08/2014,Baylor,L 14 - 48,1/,,408,1,2,nan,27,Oklahoma Sooners,Defense
11/15/2014,@ Texas Tech,W 42 - 30,1/,,452,5,2,nan,37,Oklahoma Sooners,Offense
11/15/2014,@ Texas Tech,W 42 - 30,1/,,276,2,1,nan,26,Oklahoma Sooners,Defense
11/22/2014,Kansas,W 44 - 7,1/,,578,7,1,nan,36,Oklahoma Sooners,Offense
11/22/2014,Kansas,W 44 - 7,1/,,92,nan,1,nan,25,Oklahoma Sooners,Defense
12/06/2014,Oklahoma St.,L 35 - 38 (1OT),1/,,375,4,4,nan,110,Oklahoma Sooners,Offense
12/06/2014,Oklahoma St.,L 35 - 38 (1OT),1/,,380,2,2,nan,46,Oklahoma Sooners,Defense
12/29/2014,"Clemson @ Orlando, Fla.",L 6 - 40,1/,,130,1,2,nan,14,Oklahoma Sooners,Offense
12/29/2014,"Clemson @ Orlando, Fla.",L 6 - 40,1/,,500,6,1,nan,26,Oklahoma Sooners,Defense
09/03/2016,"Houston @ Houston, Texas",L 23 - 33,1/,4,260,1,3,nan,64,Oklahoma Sooners,Offense
09/03/2016,"Houston @ Houston, Texas",L 23 - 33,1/,7,457,4,3,nan,54,Oklahoma Sooners,Defense
09/10/2016,La.-Monroe,W 59 - 17,1/,10,637,6,2,nan,48,Oklahoma Sooners,Offense
09/10/2016,La.-Monroe,W 59 - 17,1/,4,225,1,4,nan,77,Oklahoma Sooners,Defense
09/17/2016,Ohio St.,L 24 - 45,1/,5,320,3,3,1/,132,Oklahoma Sooners,Offense
09/17/2016,Ohio St.,L 24 - 45,1/,8,476,3,2,nan,62,Oklahoma Sooners,Defense
10/01/2016,@ TCU,W 52 - 46,1/,9,583,5,2,nan,46,Oklahoma Sooners,Offense
10/01/2016,@ TCU,W 52 - 46,1/,7,453,5,4,nan,87,Oklahoma Sooners,Defense
10/08/2016,"Texas @ Dallas, Texas",W 45 - 40,1/,8,488,4,4,nan,66,Oklahoma Sooners,Offense
10/08/2016,"Texas @ Dallas, Texas",W 45 - 40,1/,6,384,2,4,nan,87,Oklahoma Sooners,Defense
10/15/2016,Kansas St.,W 38 - 17,1/,7,415,2,2,nan,55,Oklahoma Sooners,Offense
10/15/2016,Kansas St.,W 38 - 17,1/,4,255,2,5,nan,108,Oklahoma Sooners,Defense
10/22/2016,@ Texas Tech,W 66 - 59,1/,11,705,7,1,nan,24,Oklahoma Sooners,Offense
10/22/2016,@ Texas Tech,W 66 - 59,1/,9,585,8/,4,nan,66,Oklahoma Sooners,Defense
10/29/2016,Kansas,W 56 - 3,1/,9,564,7,1,nan,30,Oklahoma Sooners,Offense
10/29/2016,Kansas,W 56 - 3,1/,2,130,1,2,nan,29,Oklahoma Sooners,Defense
11/03/2016,@ Iowa St.,W 34 - 24,1/,7,441,2,4,nan,118,Oklahoma Sooners,Offense
11/03/2016,@ Iowa St.,W 34 - 24,1/,5,287,1,5,nan,111,Oklahoma Sooners,Defense
11/12/2016,Baylor,W 45 - 24,1/,8,512,3,4,nan,76,Oklahoma Sooners,Offense
11/12/2016,Baylor,W 45 - 24,1/,5,310,1,5,nan,116,Oklahoma Sooners,Defense
11/19/2016,@ West Virginia,W 56 - 28,1/,9,566,4,3,nan,56,Oklahoma Sooners,Offense
11/19/2016,@ West Virginia,W 56 - 28,1/,5,223,nan,5,nan,102,Oklahoma Sooners,Defense
12/03/2016,Oklahoma St.,W 38 - 20,1/,7,446,2,5,nan,83,Oklahoma Sooners,Offense
12/03/2016,Oklahoma St.,W 38 - 20,1/,5,297,nan,5,nan,162,Oklahoma Sooners,Defense
01/02/2017,"Auburn @ New Orleans, La.",W 35 - 19,1/,6,385,3,1,nan,17,Oklahoma Sooners,Offense
01/02/2017,"Auburn @ New Orleans, La.",W 35 - 19,1/,4,260,3,3,nan,49,Oklahoma Sooners,Defense
09/05/2015,Akron,W 41 - 3,1/,8,517,6,2,nan,43,Oklahoma Sooners,Offense
09/05/2015,Akron,W 41 - 3,1/,2,107,nan,2,nan,28,Oklahoma Sooners,Defense
09/12/2015,@ Tennessee,W 31 - 24 (2OT),1/,4,257,1,1,nan,15,Oklahoma Sooners,Offense
09/12/2015,@ Tennessee,W 31 - 24 (2OT),1/,4,260,3,3,nan,74,Oklahoma Sooners,Defense
09/19/2015,Tulsa,W 52 - 38,1/,9,571,5,6,nan,91,Oklahoma Sooners,Offense
09/19/2015,Tulsa,W 52 - 38,1/,6,328,nan,4,nan,76,Oklahoma Sooners,Defense
10/03/2015,West Virginia,W 44 - 24,1/,9,568,5,2,nan,24,Oklahoma Sooners,Offense
10/03/2015,West Virginia,W 44 - 24,1/,5,312,2,4,nan,84,Oklahoma Sooners,Defense
10/10/2015,"Texas @ Dallas, TX",L 17 - 24,1/,4,265,2,3,nan,81,Oklahoma Sooners,Offense
10/10/2015,"Texas @ Dallas, TX",L 17 - 24,1/,5,331,2,2,nan,63,Oklahoma Sooners,Defense
10/17/2015,@ Kansas St.,W 55 - 0,1/,10,598,7,nan,nan,nan,Oklahoma Sooners,Offense
10/17/2015,@ Kansas St.,W 55 - 0,1/,1,65,1,3,nan,39,Oklahoma Sooners,Defense
10/24/2015,Texas Tech,W 63 - 27,1/,10,639,3,1,nan,22,Oklahoma Sooners,Offense
10/24/2015,Texas Tech,W 63 - 27,1/,6,384,4,7,nan,163,Oklahoma Sooners,Defense
10/31/2015,@ Kansas,W 62 - 7,1/,11,709,8,1,nan,27,Oklahoma Sooners,Offense
10/31/2015,@ Kansas,W 62 - 7,1/,2,120,1,3,nan,62,Oklahoma Sooners,Defense
11/07/2015,Iowa St.,W 52 - 16,1/,9,567,4,4,nan,65,Oklahoma Sooners,Offense
11/07/2015,Iowa St.,W 52 - 16,1/,5,319,1,5,nan,89,Oklahoma Sooners,Defense
11/14/2015,@ Baylor,W 44 - 34,1/,8,511,4,2,nan,44,Oklahoma Sooners,Offense
11/14/2015,@ Baylor,W 44 - 34,1/,6,323,1,4,nan,111,Oklahoma Sooners,Defense
11/21/2015,TCU,W 30 - 29,1/,6,384,2,2,nan,29,Oklahoma Sooners,Offense
11/21/2015,TCU,W 30 - 29,1/,5,307,3,4,nan,86,Oklahoma Sooners,Defense
11/28/2015,@ Oklahoma St.,W 58 - 23,1/,10,628,3,5,nan,170,Oklahoma Sooners,Offense
11/28/2015,@ Oklahoma St.,W 58 - 23,1/,5,291,nan,7,nan,163,Oklahoma Sooners,Defense
12/31/2015,"Clemson @ Miami Gardens, Fla.",L 17 - 37,1/,4,258,2,4,nan,97,Oklahoma Sooners,Offense
12/31/2015,"Clemson @ Miami Gardens, Fla.",L 17 - 37,1/,8,518,4,2,nan,35,Oklahoma Sooners,Defense
09/03/2016,Eastern Ky.,W 45 - 24,1/,8,512,1,3,nan,76,Purdue Boilermakers,Offense
09/03/2016,Eastern Ky.,W 45 - 24,1/,4,240,1,7,nan,160,Purdue Boilermakers,Defense
09/10/2016,Cincinnati,L 20 - 38,1/,4,246,2,3,nan,39,Purdue Boilermakers,Offense
09/10/2016,Cincinnati,L 20 - 38,1/,7,412,2,2,nan,24,Purdue Boilermakers,Defense
09/24/2016,Nevada,W 24 - 14,1/,5,287,1,2,nan,65,Purdue Boilermakers,Offense
09/24/2016,Nevada,W 24 - 14,1/,3,174,1,4,nan,53,Purdue Boilermakers,Defense
10/01/2016,@ Maryland,L 7 - 50,1/,2,110,nan,8,nan,137,Purdue Boilermakers,Offense
10/01/2016,@ Maryland,L 7 - 50,1/,8,444,nan,2,nan,51,Purdue Boilermakers,Defense
10/08/2016,@ Illinois,W 34 - 31 (1OT),1/,6,305,nan,5,nan,106,Purdue Boilermakers,Offense
10/08/2016,@ Illinois,W 34 - 31 (1OT),1/,7,453,2,5,nan,92,Purdue Boilermakers,Defense
10/15/2016,Iowa,L 35 - 49,1/,4,218,2,2,nan,15,Purdue Boilermakers,Offense
10/15/2016,Iowa,L 35 - 49,1/,8,508,6,2,nan,29,Purdue Boilermakers,Defense
10/22/2016,@ Nebraska,L 14 - 27,1/,3,190,1,2,nan,41,Purdue Boilermakers,Offense
10/22/2016,@ Nebraska,L 14 - 27,1/,6,395,4,1,nan,59,Purdue Boilermakers,Defense
10/29/2016,Penn St.,L 24 - 62,1/,5,226,nan,5,nan,97,Purdue Boilermakers,Offense
10/29/2016,Penn St.,L 24 - 62,1/,11,705,5,3,nan,27,Purdue Boilermakers,Defense
11/05/2016,@ Minnesota,L 31 - 44,1/,5,258,nan,1,nan,22,Purdue Boilermakers,Offense
11/05/2016,@ Minnesota,L 31 - 44,1/,9,585,8/,4,nan,52,Purdue Boilermakers,Defense
11/12/2016,Northwestern,L 17 - 45,1/,4,211,nan,4,nan,110,Purdue Boilermakers,Offense
11/12/2016,Northwestern,L 17 - 45,1/,8,512,4,4,nan,62,Purdue Boilermakers,Defense
11/19/2016,Wisconsin,L 20 - 49,1/,5,254,nan,2,nan,37,Purdue Boilermakers,Offense
11/19/2016,Wisconsin,L 20 - 49,1/,8,503,6,5,nan,77,Purdue Boilermakers,Defense
11/26/2016,@ Indiana,L 24 - 26,1/,5,223,nan,4,nan,91,Purdue Boilermakers,Offense
11/26/2016,@ Indiana,L 24 - 26,1/,7,418,2,5,nan,57,Purdue Boilermakers,Defense
09/06/2015,@ Marshall,L 31 - 41,1/,6,362,2,2,nan,41,Purdue Boilermakers,Offense
09/06/2015,@ Marshall,L 31 - 41,1/,8,509,6/,3,nan,69,Purdue Boilermakers,Defense
09/12/2015,Indiana St.,W 38 - 14,1/,6,379,3,1,nan,26,Purdue Boilermakers,Offense
09/12/2015,Indiana St.,W 38 - 14,1/,3,154,1,3,nan,65,Purdue Boilermakers,Defense
09/19/2015,Virginia Tech,L 24 - 51,1/,4,255,2,6,nan,87,Purdue Boilermakers,Offense
09/19/2015,Virginia Tech,L 24 - 51,1/,10,584,4,2,nan,116,Purdue Boilermakers,Defense
09/26/2015,Bowling Green,L 28 - 35,1/,5,315,1,1,nan,20,Purdue Boilermakers,Offense
09/26/2015,Bowling Green,L 28 - 35,1/,6,388,5,4,nan,75,Purdue Boilermakers,Defense
10/03/2015,@ Michigan St.,L 21 - 24,1/,4,252,1,4,nan,76,Purdue Boilermakers,Offense
10/03/2015,@ Michigan St.,L 21 - 24,1/,5,300,1,3,nan,56,Purdue Boilermakers,Defense
10/10/2015,Minnesota,L 13 - 41,1/,3,146,1,3,nan,58,Purdue Boilermakers,Offense
10/10/2015,Minnesota,L 13 - 41,1/,8,515,4,1,nan,24,Purdue Boilermakers,Defense
10/17/2015,@ Wisconsin,L 7 - 24,1/,2,121,1,3,nan,56,Purdue Boilermakers,Offense
10/17/2015,@ Wisconsin,L 7 - 24,1/,5,294,1,1,nan,10,Purdue Boilermakers,Defense
10/31/2015,Nebraska,W 55 - 45,1/,9,518,1,4,nan,86,Purdue Boilermakers,Offense
10/31/2015,Nebraska,W 55 - 45,1/,6,373,2,8/,nan,163,Purdue Boilermakers,Defense
11/07/2015,Illinois,L 14 - 48,1/,3,160,1,7,nan,95,Purdue Boilermakers,Offense
11/07/2015,Illinois,L 14 - 48,1/,9,514,1,1,nan,27,Purdue Boilermakers,Defense
11/14/2015,@ Northwestern,L 14 - 21,1/,3,192,2,3,nan,55,Purdue Boilermakers,Offense
11/14/2015,@ Northwestern,L 14 - 21,1/,4,221,1,1,nan,37,Purdue Boilermakers,Defense
11/21/2015,@ Iowa,L 20 - 40,1/,4,245,1,5,nan,121,Purdue Boilermakers,Offense
11/21/2015,@ Iowa,L 20 - 40,1/,7,439,2,3,nan,85,Purdue Boilermakers,Defense
11/28/2015,Indiana,L 36 - 54,1/,5,316,1,4,nan,128,Purdue Boilermakers,Offense
11/28/2015,Indiana,L 36 - 54,1/,10/,650/,6,4,nan,82,Purdue Boilermakers,Defense
09/03/2016,Villanova,W 28 - 7,1/,5,302,1,2,1/,118,Pittsburgh Panthers,Offense
09/03/2016,Villanova,W 28 - 7,1/,2,124,nan,4,nan,56,Pittsburgh Panthers,Defense
09/10/2016,Penn St.,W 42 - 39,1/,7,430,2,3,nan,98,Pittsburgh Panthers,Offense
09/10/2016,Penn St.,W 42 - 39,1/,7,424,4,5,nan,110,Pittsburgh Panthers,Defense
09/17/2016,@ Oklahoma St.,L 38 - 45,1/,7,450,5,2,nan,31,Pittsburgh Panthers,Offense
09/17/2016,@ Oklahoma St.,L 38 - 45,1/,8,514,5,2,nan,34,Pittsburgh Panthers,Defense
09/24/2016,@ North Carolina,L 36 - 37,1/,7,450,4,5,nan,124,Pittsburgh Panthers,Offense
09/24/2016,@ North Carolina,L 36 - 37,1/,7,436,2,3,nan,51,Pittsburgh Panthers,Defense
10/01/2016,Marshall,W 43 - 27,1/,7,451,2,2,nan,43,Pittsburgh Panthers,Offense
10/01/2016,Marshall,W 43 - 27,1/,4,251,2,5,nan,101,Pittsburgh Panthers,Defense
10/08/2016,Georgia Tech,W 37 - 34,1/,7,450,3,3,nan,67,Pittsburgh Panthers,Offense
10/08/2016,Georgia Tech,W 37 - 34,1/,7,339,4,4,1/,151,Pittsburgh Panthers,Defense
10/15/2016,@ Virginia,W 45 - 31,1/,8,480,3,5,1/,210,Pittsburgh Panthers,Offense
10/15/2016,@ Virginia,W 45 - 31,1/,5,297,nan,5,nan,94,Pittsburgh Panthers,Defense
10/27/2016,Virginia Tech,L 36 - 39,1/,6,342,1,4,nan,57,Pittsburgh Panthers,Offense
10/27/2016,Virginia Tech,L 36 - 39,1/,10,635,6,5,nan,64,Pittsburgh Panthers,Defense
11/05/2016,@ Miami (FL),L 28 - 51,1/,5,322,2,2,1/,111,Pittsburgh Panthers,Offense
11/05/2016,@ Miami (FL),L 28 - 51,1/,10,650,8/,3,nan,83,Pittsburgh Panthers,Defense
11/12/2016,@ Clemson,W 43 - 42,1/,8,479,1,1,nan,16,Pittsburgh Panthers,Offense
11/12/2016,@ Clemson,W 43 - 42,1/,7,441,5,7,nan,117,Pittsburgh Panthers,Defense
11/19/2016,Duke,W 56 - 14,1/,9,547,nan,1,nan,14,Pittsburgh Panthers,Offense
11/19/2016,Duke,W 56 - 14,1/,2,115,1,9,nan,198,Pittsburgh Panthers,Defense
11/26/2016,Syracuse,W 76 - 61,1/,12/,707,nan,4,nan,98,Pittsburgh Panthers,Offense
11/26/2016,Syracuse,W 76 - 61,1/,7,411,nan,11/,nan,191,Pittsburgh Panthers,Defense
12/28/2016,"Northwestern @ Bronx, N.Y.",L 24 - 31,1/,5,317,2,5,nan,50,Pittsburgh Panthers,Offense
12/28/2016,"Northwestern @ Bronx, N.Y.",L 24 - 31,1/,6,265,1,3,nan,47,Pittsburgh Panthers,Defense
09/02/2013,Florida St.,L 13 - 41,1/,,254,1,7,nan,138,Pittsburgh Panthers,Offense
09/02/2013,Florida St.,L 13 - 41,1/,,479,1,3,nan,56,Pittsburgh Panthers,Defense
09/14/2013,New Mexico,W 49 - 27,1/,,392,1,4,nan,71,Pittsburgh Panthers,Offense
09/14/2013,New Mexico,W 49 - 27,1/,,367,1,7,nan,174,Pittsburgh Panthers,Defense
09/21/2013,@ Duke,W 58 - 55,1/,,601,4,6,nan,125,Pittsburgh Panthers,Offense
09/21/2013,@ Duke,W 58 - 55,1/,,441,1,5,nan,102,Pittsburgh Panthers,Defense
09/28/2013,Virginia,W 14 - 3,1/,,173,nan,nan,nan,nan,Pittsburgh Panthers,Offense
09/28/2013,Virginia,W 14 - 3,1/,,130,2,3,nan,45,Pittsburgh Panthers,Defense
10/12/2013,@ Virginia Tech,L 9 - 19,1/,,115,nan,3,nan,58,Pittsburgh Panthers,Offense
10/12/2013,@ Virginia Tech,L 9 - 19,1/,,381,3,2,nan,29,Pittsburgh Panthers,Defense
10/19/2013,Old Dominion,W 35 - 24,1/,,343,nan,2,nan,53,Pittsburgh Panthers,Offense
10/19/2013,Old Dominion,W 35 - 24,1/,,260,2,5,nan,109,Pittsburgh Panthers,Defense
10/26/2013,@ Navy,L 21 - 24,1/,,278,2,1,nan,14,Pittsburgh Panthers,Offense
10/26/2013,@ Navy,L 21 - 24,1/,,251,3,3,nan,46,Pittsburgh Panthers,Defense
11/02/2013,@ Georgia Tech,L 10 - 21,1/,,190,1,1,nan,27,Pittsburgh Panthers,Offense
11/02/2013,@ Georgia Tech,L 10 - 21,1/,,252,3,2,nan,40,Pittsburgh Panthers,Defense
11/09/2013,Notre Dame,W 28 - 21,1/,,312,1,3,nan,79,Pittsburgh Panthers,Offense
11/09/2013,Notre Dame,W 28 - 21,1/,,249,1,4,nan,85,Pittsburgh Panthers,Defense
11/16/2013,North Carolina,L 27 - 34,1/,,378,1,7,nan,167,Pittsburgh Panthers,Offense
11/16/2013,North Carolina,L 27 - 34,1/,,447,nan,5,nan,98,Pittsburgh Panthers,Defense
11/23/2013,@ Syracuse,W 17 - 16,1/,,257,nan,4,nan,62,Pittsburgh Panthers,Offense
11/23/2013,@ Syracuse,W 17 - 16,1/,,210,nan,4,nan,80,Pittsburgh Panthers,Defense
11/29/2013,Miami (FL),L 31 - 41,1/,,292,nan,7,nan,176,Pittsburgh Panthers,Offense
11/29/2013,Miami (FL),L 31 - 41,1/,,494,1,5,nan,92,Pittsburgh Panthers,Defense
12/26/2013,"Bowling Green @ Detroit, Mich.",W 30 - 27,1/,,433,2,4,nan,107,Pittsburgh Panthers,Offense
12/26/2013,"Bowling Green @ Detroit, Mich.",W 30 - 27,1/,,376,2,5,1/,183,Pittsburgh Panthers,Defense
09/05/2015,Youngstown St.,W 45 - 37,1/,8,518,6,7,1/,220,Pittsburgh Panthers,Offense
09/05/2015,Youngstown St.,W 45 - 37,1/,8,477,nan,2,nan,41,Pittsburgh Panthers,Defense
09/12/2015,@ Akron,W 24 - 7,1/,5,320,2,1,nan,-1,Pittsburgh Panthers,Offense
09/12/2015,@ Akron,W 24 - 7,1/,2,77,nan,3,nan,69,Pittsburgh Panthers,Defense
09/19/2015,@ Iowa,L 24 - 27,1/,5,307,3,1,nan,20,Pittsburgh Panthers,Offense
09/19/2015,@ Iowa,L 24 - 27,1/,5,322,4,2,nan,48,Pittsburgh Panthers,Defense
10/03/2015,@ Virginia Tech,W 17 - 13,1/,4,259,3,1,nan,30,Pittsburgh Panthers,Offense
10/03/2015,@ Virginia Tech,W 17 - 13,1/,4,258,3,1,nan,16,Pittsburgh Panthers,Defense
10/10/2015,Virginia,W 26 - 19,1/,5,313,1,3,nan,61,Pittsburgh Panthers,Offense
10/10/2015,Virginia,W 26 - 19,1/,6,384,3,4,nan,48,Pittsburgh Panthers,Defense
10/17/2015,@ Georgia Tech,W 31 - 28,1/,6,390,4,1,nan,31,Pittsburgh Panthers,Offense
10/17/2015,@ Georgia Tech,W 31 - 28,1/,5,324,4,2,nan,38,Pittsburgh Panthers,Defense
10/24/2015,@ Syracuse,W 23 - 20,1/,4,260,4,5,nan,104,Pittsburgh Panthers,Offense
10/24/2015,@ Syracuse,W 23 - 20,1/,5,300,nan,nan,nan,nan,Pittsburgh Panthers,Defense
10/29/2015,North Carolina,L 19 - 26,1/,4,249,2,2,nan,40,Pittsburgh Panthers,Offense
10/29/2015,North Carolina,L 19 - 26,1/,7,438,5,3,nan,39,Pittsburgh Panthers,Defense
11/07/2015,Notre Dame,L 30 - 42,1/,4,260,4,4,nan,66,Pittsburgh Panthers,Offense
11/07/2015,Notre Dame,L 30 - 42,1/,7,434,2,nan,nan,nan,Pittsburgh Panthers,Defense
11/14/2015,@ Duke,W 31 - 13,1/,6,392,2,3,nan,57,Pittsburgh Panthers,Offense
11/14/2015,@ Duke,W 31 - 13,1/,4,240,1,4,nan,79,Pittsburgh Panthers,Defense
11/21/2015,Louisville,W 45 - 34,1/,8,513,7,3,nan,53,Pittsburgh Panthers,Offense
11/21/2015,Louisville,W 45 - 34,1/,7,441,4,1,nan,41,Pittsburgh Panthers,Defense
11/27/2015,Miami (FL),L 24 - 29,1/,4,253,3,4,nan,145,Pittsburgh Panthers,Offense
11/27/2015,Miami (FL),L 24 - 29,1/,7,442,3,1,nan,15,Pittsburgh Panthers,Defense
12/28/2015,@ Navy,L 28 - 44,1/,5,311,2,6,1/,191,Pittsburgh Panthers,Offense
12/28/2015,@ Navy,L 28 - 44,1/,8,466,2,3,nan,66,Pittsburgh Panthers,Defense
08/30/2014,Delaware,W 62 - 0,1/,,643,5,1,nan,14,Pittsburgh Panthers,Offense
08/30/2014,Delaware,W 62 - 0,1/,,49,nan,4,nan,74,Pittsburgh Panthers,Defense
09/05/2014,@ Boston College,W 30 - 20,1/,,447,4,nan,nan,nan,Pittsburgh Panthers,Offense
09/05/2014,@ Boston College,W 30 - 20,1/,,195,3,3,nan,81,Pittsburgh Panthers,Defense
09/13/2014,@ FIU,W 42 - 25,1/,,486,7,5,nan,67,Pittsburgh Panthers,Offense
09/13/2014,@ FIU,W 42 - 25,1/,,296,nan,nan,nan,nan,Pittsburgh Panthers,Defense
09/20/2014,Iowa,L 20 - 24,1/,,287,2,nan,nan,nan,Pittsburgh Panthers,Offense
09/20/2014,Iowa,L 20 - 24,1/,,325,5,2,nan,31,Pittsburgh Panthers,Defense
09/27/2014,Akron,L 10 - 21,1/,,195,3,4,nan,113,Pittsburgh Panthers,Offense
09/27/2014,Akron,L 10 - 21,1/,,233,nan,nan,nan,nan,Pittsburgh Panthers,Defense
10/04/2014,@ Virginia,L 19 - 24,1/,,264,nan,3,nan,54,Pittsburgh Panthers,Offense
10/04/2014,@ Virginia,L 19 - 24,1/,,299,nan,4,nan,83,Pittsburgh Panthers,Defense
