Date,Opponent,Result,G,KO,KOYds,KOTB,KORet,KickRetTDs,KORetYds,Team,OffenseDefense
01/02/2016,"Arizona St. @ Phoenix, Ariz.",W 43 - 42,1/,9,504,1,nan,nan,nan,West Virginia Mountaineers,Offense
01/02/2016,"Arizona St. @ Phoenix, Ariz.",W 43 - 42,1/,9,550,7,7,nan,214,West Virginia Mountaineers,Defense
08/28/2014,Rutgers,L 38 - 41,1/,,437,1,7,nan,155,Washington St. Cougars,Offense
08/28/2014,Rutgers,L 38 - 41,1/,,501,1,6,nan,131,Washington St. Cougars,Defense
09/05/2014,@ Nevada,L 13 - 24,1/,,258,1,4,nan,100,Washington St. Cougars,Offense
09/05/2014,@ Nevada,L 13 - 24,1/,,294,1,3,nan,58,Washington St. Cougars,Defense
09/13/2014,Portland St.,W 59 - 21,1/,,622,3,1,nan,4,Washington St. Cougars,Offense
09/13/2014,Portland St.,W 59 - 21,1/,,233,3,7,nan,109,Washington St. Cougars,Defense
09/20/2014,Oregon,L 31 - 38,1/,,373,2,3,nan,65,Washington St. Cougars,Offense
09/20/2014,Oregon,L 31 - 38,1/,,453,4,4,nan,80,Washington St. Cougars,Defense
09/27/2014,@ Utah,W 28 - 27,1/,,283,1,2,nan,48,Washington St. Cougars,Offense
09/27/2014,@ Utah,W 28 - 27,1/,,382,4,3,nan,50,Washington St. Cougars,Defense
10/04/2014,California,L 59 - 60,1/,,502,nan,7,nan,134,Washington St. Cougars,Offense
10/04/2014,California,L 59 - 60,1/,,571,2,8,2/,286/,Washington St. Cougars,Defense
10/10/2014,@ Stanford,L 17 - 34,1/,,196,nan,3,nan,67,Washington St. Cougars,Offense
10/10/2014,@ Stanford,L 17 - 34,1/,,451,4,3,nan,71,Washington St. Cougars,Defense
10/25/2014,Arizona,L 37 - 59,1/,,287,2,4,nan,87,Washington St. Cougars,Offense
10/25/2014,Arizona,L 37 - 59,1/,,625,6,5,1,97,Washington St. Cougars,Defense
11/01/2014,Southern California,L 17 - 44,1/,,237,nan,6,nan,117,Washington St. Cougars,Offense
11/01/2014,Southern California,L 17 - 44,1/,,495,2,3,nan,67,Washington St. Cougars,Defense
11/08/2014,@ Oregon St.,W 39 - 32,1/,,404,1,6,nan,100,Washington St. Cougars,Offense
11/08/2014,@ Oregon St.,W 39 - 32,1/,,452,2,5,nan,108,Washington St. Cougars,Defense
11/22/2014,@ Arizona St.,L 31 - 52,1/,,257,nan,3,nan,46,Washington St. Cougars,Offense
11/22/2014,@ Arizona St.,L 31 - 52,1/,,574,6,4,nan,86,Washington St. Cougars,Defense
11/29/2014,Washington,L 13 - 31,1/,,74,nan,3,nan,47,Washington St. Cougars,Offense
11/29/2014,Washington,L 13 - 31,1/,,350,2,2,nan,13,Washington St. Cougars,Defense
09/05/2015,Portland St.,L 17 - 24,1/,4,238,nan,4,nan,92,Washington St. Cougars,Offense
09/05/2015,Portland St.,L 17 - 24,1/,5,299,1,4,nan,81,Washington St. Cougars,Defense
09/12/2015,@ Rutgers,W 37 - 34,1/,8,464,1,4,nan,67,Washington St. Cougars,Offense
09/12/2015,@ Rutgers,W 37 - 34,1/,6,366,1,7,1/,195,Washington St. Cougars,Defense
09/19/2015,Wyoming,W 31 - 14,1/,6,384,1,2,nan,47,Washington St. Cougars,Offense
09/19/2015,Wyoming,W 31 - 14,1/,3,195,1,5,nan,137,Washington St. Cougars,Defense
10/03/2015,@ California,L 28 - 34,1/,5,316,1,3,nan,69,Washington St. Cougars,Offense
10/03/2015,@ California,L 28 - 34,1/,5,312,1,4,nan,87,Washington St. Cougars,Defense
10/10/2015,@ Oregon,W 45 - 38 (2OT),1/,6,265,1,1,nan,28,Washington St. Cougars,Offense
10/10/2015,@ Oregon,W 45 - 38 (2OT),1/,6,390,5,3,nan,17,Washington St. Cougars,Defense
10/17/2015,Oregon St.,W 52 - 31,1/,9,499,4,4,nan,86,Washington St. Cougars,Offense
10/17/2015,Oregon St.,W 52 - 31,1/,4,177,nan,4,1/,130,Washington St. Cougars,Defense
10/24/2015,@ Arizona,W 45 - 42,1/,8,494,5,3,nan,68,Washington St. Cougars,Offense
10/24/2015,@ Arizona,W 45 - 42,1/,6,390,3,2,nan,39,Washington St. Cougars,Defense
10/31/2015,Stanford,L 28 - 30,1/,7,288,1,3,nan,65,Washington St. Cougars,Offense
10/31/2015,Stanford,L 28 - 30,1/,7,432,2,5,nan,68,Washington St. Cougars,Defense
11/07/2015,Arizona St.,W 38 - 24,1/,7,416,3,1,nan,19,Washington St. Cougars,Offense
11/07/2015,Arizona St.,W 38 - 24,1/,5,317,4,4,nan,50,Washington St. Cougars,Defense
11/14/2015,@ UCLA,W 31 - 27,1/,6,336,nan,3,nan,55,Washington St. Cougars,Offense
11/14/2015,@ UCLA,W 31 - 27,1/,7,455,4,5,nan,76,Washington St. Cougars,Defense
11/21/2015,Colorado,W 27 - 3,1/,6,347,2,2,nan,38,Washington St. Cougars,Offense
11/21/2015,Colorado,W 27 - 3,1/,2,118,nan,3,nan,74,Washington St. Cougars,Defense
11/27/2015,@ Washington,L 10 - 45,1/,3,167,nan,8,nan,147,Washington St. Cougars,Offense
11/27/2015,@ Washington,L 10 - 45,1/,8,480,nan,2,nan,33,Washington St. Cougars,Defense
12/26/2015,"Miami (FL) @ El Paso, Texas",W 20 - 14,1/,4,248,2,nan,nan,nan,Washington St. Cougars,Offense
12/26/2015,"Miami (FL) @ El Paso, Texas",W 20 - 14,1/,3,183,2,2,nan,56,Washington St. Cougars,Defense
08/31/2013,@ Auburn,L 24 - 31,1/,,325,2,1,nan,30,Washington St. Cougars,Offense
08/31/2013,@ Auburn,L 24 - 31,1/,,454,5,3,1/,141,Washington St. Cougars,Defense
09/07/2013,@ Southern California,W 10 - 7,1/,,180,1,1,nan,16,Washington St. Cougars,Offense
09/07/2013,@ Southern California,W 10 - 7,1/,,125,1,1,nan,12,Washington St. Cougars,Defense
09/14/2013,Southern Utah,W 48 - 10,1/,,561,6,2,nan,63,Washington St. Cougars,Offense
09/14/2013,Southern Utah,W 48 - 10,1/,,189,1,3,nan,36,Washington St. Cougars,Defense
09/21/2013,Idaho,W 42 - 0,1/,,438,1,1,nan,45,Washington St. Cougars,Offense
09/21/2013,Idaho,W 42 - 0,1/,,65,nan,6,nan,108,Washington St. Cougars,Defense
09/28/2013,Stanford,L 17 - 55,1/,,249,nan,8,nan,143,Washington St. Cougars,Offense
09/28/2013,Stanford,L 17 - 55,1/,,632,2,3,nan,62,Washington St. Cougars,Defense
10/05/2013,@ California,W 44 - 22,1/,,643,2,3,nan,49,Washington St. Cougars,Offense
10/05/2013,@ California,W 44 - 22,1/,,303,2,8,nan,149,Washington St. Cougars,Defense
10/12/2013,Oregon St.,L 24 - 52,1/,,315,2,5,nan,110,Washington St. Cougars,Offense
10/12/2013,Oregon St.,L 24 - 52,1/,,541,3,3,nan,51,Washington St. Cougars,Defense
10/19/2013,@ Oregon,L 38 - 62,1/,,389,nan,7,nan,159,Washington St. Cougars,Offense
10/19/2013,@ Oregon,L 38 - 62,1/,,619,3,6,nan,142,Washington St. Cougars,Defense
10/31/2013,Arizona St.,L 21 - 55,1/,,259,3,7,nan,111,Washington St. Cougars,Offense
10/31/2013,Arizona St.,L 21 - 55,1/,,629,3,1,nan,18,Washington St. Cougars,Defense
11/16/2013,@ Arizona,W 24 - 17,1/,,305,1,1,nan,29,Washington St. Cougars,Offense
11/16/2013,@ Arizona,W 24 - 17,1/,,260,3,2,nan,59,Washington St. Cougars,Defense
11/23/2013,Utah,W 49 - 37,1/,,559,2,5,nan,129,Washington St. Cougars,Offense
11/23/2013,Utah,W 49 - 37,1/,,429,2,7,nan,116,Washington St. Cougars,Defense
11/29/2013,@ Washington,L 17 - 27,1/,,254,2,5,nan,97,Washington St. Cougars,Offense
11/29/2013,@ Washington,L 17 - 27,1/,,365,1,2,nan,36,Washington St. Cougars,Defense
12/21/2013,"Colorado St. @ Albuquerque, N.M.",L 45 - 48,1/,,510,4,4,nan,66,Washington St. Cougars,Offense
12/21/2013,"Colorado St. @ Albuquerque, N.M.",L 45 - 48,1/,,498,4,4,nan,52,Washington St. Cougars,Defense
09/03/2016,Eastern Wash.,L 42 - 45,1/,6,389,5,6,nan,122,Washington St. Cougars,Offense
09/03/2016,Eastern Wash.,L 42 - 45,1/,7,399,1,2,nan,23,Washington St. Cougars,Defense
09/10/2016,@ Boise St.,L 28 - 31,1/,5,323,3,3,nan,48,Washington St. Cougars,Offense
09/10/2016,@ Boise St.,L 28 - 31,1/,6,381,3,2,nan,41,Washington St. Cougars,Defense
09/17/2016,Idaho,W 56 - 6,1/,9,549,2,3,nan,45,Washington St. Cougars,Offense
09/17/2016,Idaho,W 56 - 6,1/,3,180,nan,7/,nan,89,Washington St. Cougars,Defense
10/01/2016,Oregon,W 51 - 33,1/,8,518,2,4,nan,70,Washington St. Cougars,Offense
10/01/2016,Oregon,W 51 - 33,1/,7,459,3,6,1/,235/,Washington St. Cougars,Defense
10/08/2016,@ Stanford,W 42 - 16,1/,7,359,nan,1,nan,16,Washington St. Cougars,Offense
10/08/2016,@ Stanford,W 42 - 16,1/,3,192,2,7,nan,97,Washington St. Cougars,Defense
10/15/2016,UCLA,W 27 - 21,1/,6,359,2,2,nan,70,Washington St. Cougars,Offense
10/15/2016,UCLA,W 27 - 21,1/,4,257,2,4,nan,60,Washington St. Cougars,Defense
10/22/2016,@ Arizona St.,W 37 - 32,1/,7,406,2,1,1/,100,Washington St. Cougars,Offense
10/22/2016,@ Arizona St.,W 37 - 32,1/,6,390,5,5,nan,111,Washington St. Cougars,Defense
10/29/2016,@ Oregon St.,W 35 - 31,1/,6,355,1,4,nan,54,Washington St. Cougars,Offense
10/29/2016,@ Oregon St.,W 35 - 31,1/,5,301,nan,5,nan,90,Washington St. Cougars,Defense
11/05/2016,Arizona,W 69 - 7,1/,12/,768/,8,1,nan,14,Washington St. Cougars,Offense
11/05/2016,Arizona,W 69 - 7,1/,2,130,1,4,nan,76,Washington St. Cougars,Defense
11/12/2016,California,W 56 - 21,1/,9,547,6,nan,nan,nan,Washington St. Cougars,Offense
11/12/2016,California,W 56 - 21,1/,4,243,3,3,nan,44,Washington St. Cougars,Defense
11/19/2016,@ Colorado,L 24 - 38,1/,5,305,3,3,nan,58,Washington St. Cougars,Offense
11/19/2016,@ Colorado,L 24 - 38,1/,7,450,3,2,nan,40,Washington St. Cougars,Defense
11/25/2016,Washington,L 17 - 45,1/,4,224,1,6,nan,123,Washington St. Cougars,Offense
11/25/2016,Washington,L 17 - 45,1/,8,482,1,2,nan,35,Washington St. Cougars,Defense
12/27/2016,"Minnesota @ San Diego, Calif.",L 12 - 17,1/,3,182,nan,3,nan,48,Washington St. Cougars,Offense
12/27/2016,"Minnesota @ San Diego, Calif.",L 12 - 17,1/,4,250,1,3,nan,77,Washington St. Cougars,Defense
08/30/2014,@ Hawaii,W 17 - 16,1/,,248,nan,3,nan,82,Washington Huskies,Offense
08/30/2014,@ Hawaii,W 17 - 16,1/,,322,2,4,nan,86,Washington Huskies,Defense
09/06/2014,Eastern Wash.,W 59 - 52,1/,,617,4,5,nan,88,Washington Huskies,Offense
09/06/2014,Eastern Wash.,W 59 - 52,1/,,362,1,6,nan,107,Washington Huskies,Defense
09/13/2014,Illinois,W 44 - 19,1/,,556,3,2,nan,69,Washington Huskies,Offense
09/13/2014,Illinois,W 44 - 19,1/,,260,2,6,nan,157,Washington Huskies,Defense
09/20/2014,Georgia St.,W 45 - 14,1/,,486,1,1,nan,6,Washington Huskies,Offense
09/20/2014,Georgia St.,W 45 - 14,1/,,145,1,7,nan,107,Washington Huskies,Defense
09/27/2014,Stanford,L 13 - 20,1/,,176,nan,2,nan,38,Washington Huskies,Offense
09/27/2014,Stanford,L 13 - 20,1/,,327,3,3,nan,91,Washington Huskies,Defense
10/11/2014,@ California,W 31 - 7,1/,,320,nan,2,nan,2,Washington Huskies,Offense
10/11/2014,@ California,W 31 - 7,1/,,75,nan,5,nan,95,Washington Huskies,Defense
10/18/2014,@ Oregon,L 20 - 45,1/,,250,nan,3,nan,60,Washington Huskies,Offense
10/18/2014,@ Oregon,L 20 - 45,1/,,520,5,5,nan,94,Washington Huskies,Defense
10/25/2014,Arizona St.,L 10 - 24,1/,,158,1,4,nan,67,Washington Huskies,Offense
10/25/2014,Arizona St.,L 10 - 24,1/,,280,1,1,nan,11,Washington Huskies,Defense
11/01/2014,@ Colorado,W 38 - 23,1/,,449,3,2,nan,36,Washington Huskies,Offense
11/01/2014,@ Colorado,W 38 - 23,1/,,390,4,4,nan,112,Washington Huskies,Defense
11/08/2014,UCLA,L 30 - 44,1/,,304,nan,6,1,207,Washington Huskies,Offense
11/08/2014,UCLA,L 30 - 44,1/,,510,2,6,nan,105,Washington Huskies,Defense
11/15/2014,@ Arizona,L 26 - 27,1/,,384,4,3,nan,50,Washington Huskies,Offense
11/15/2014,@ Arizona,L 26 - 27,1/,,293,2,2,nan,45,Washington Huskies,Defense
11/22/2014,Oregon St.,W 37 - 13,1/,,470,1,3,nan,82,Washington Huskies,Offense
11/22/2014,Oregon St.,W 37 - 13,1/,,190,nan,7,nan,139,Washington Huskies,Defense
11/29/2014,@ Washington St.,W 31 - 13,1/,,350,2,2,nan,13,Washington Huskies,Offense
11/29/2014,@ Washington St.,W 31 - 13,1/,,74,nan,3,nan,47,Washington Huskies,Defense
01/02/2015,"Oklahoma St. @ Tempe, Ariz.",L 22 - 30,1/,,242,nan,7,1,183,Washington Huskies,Offense
01/02/2015,"Oklahoma St. @ Tempe, Ariz.",L 22 - 30,1/,,395,nan,4,nan,83,Washington Huskies,Defense
09/04/2015,@ Boise St.,L 13 - 16,1/,4,257,3,2,nan,22,Washington Huskies,Offense
09/04/2015,@ Boise St.,L 13 - 16,1/,4,219,2,1,nan,21,Washington Huskies,Defense
09/12/2015,Sacramento St.,W 49 - 0,1/,8,516,4,1,nan,40,Washington Huskies,Offense
09/12/2015,Sacramento St.,W 49 - 0,1/,1,52,nan,4,nan,97,Washington Huskies,Defense
09/19/2015,Utah St.,W 31 - 17,1/,6,386,3,3,nan,61,Washington Huskies,Offense
09/19/2015,Utah St.,W 31 - 17,1/,4,243,1,3,nan,98,Washington Huskies,Defense
09/26/2015,California,L 24 - 30,1/,5,297,2,3,nan,73,Washington Huskies,Offense
09/26/2015,California,L 24 - 30,1/,7,325,1,2,nan,43,Washington Huskies,Defense
10/08/2015,@ Southern California,W 17 - 12,1/,4,258,1,3,nan,55,Washington Huskies,Offense
10/08/2015,@ Southern California,W 17 - 12,1/,3,193,nan,3,nan,66,Washington Huskies,Defense
10/17/2015,Oregon,L 20 - 26,1/,5,310,1,4,nan,101,Washington Huskies,Offense
10/17/2015,Oregon,L 20 - 26,1/,6,388,2,4,nan,132,Washington Huskies,Defense
10/24/2015,@ Stanford,L 14 - 31,1/,3,188,nan,4,nan,104,Washington Huskies,Offense
10/24/2015,@ Stanford,L 14 - 31,1/,5,315,1,3,nan,79,Washington Huskies,Defense
10/31/2015,Arizona,W 49 - 3,1/,8,506,3,1,nan,6,Washington Huskies,Offense
10/31/2015,Arizona,W 49 - 3,1/,2,100,1,4,nan,80,Washington Huskies,Defense
11/07/2015,Utah,L 23 - 34,1/,6,379,3,7,nan,102,Washington Huskies,Offense
11/07/2015,Utah,L 23 - 34,1/,7,362,nan,3,nan,66,Washington Huskies,Defense
11/14/2015,@ Arizona St.,L 17 - 27,1/,4,260,2,nan,nan,nan,Washington Huskies,Offense
11/14/2015,@ Arizona St.,L 17 - 27,1/,6,390,6,2,nan,31,Washington Huskies,Defense
11/21/2015,@ Oregon St.,W 52 - 7,1/,9,531,2,2,nan,65,Washington Huskies,Offense
11/21/2015,@ Oregon St.,W 52 - 7,1/,2,105,nan,7,nan,106,Washington Huskies,Defense
11/27/2015,Washington St.,W 45 - 10,1/,8,480,nan,2,nan,33,Washington Huskies,Offense
11/27/2015,Washington St.,W 45 - 10,1/,3,167,nan,8,nan,147,Washington Huskies,Defense
12/26/2015,"Southern Miss. @ Dallas, Texas",W 44 - 31,1/,9,522,4,3,nan,46,Washington Huskies,Offense
12/26/2015,"Southern Miss. @ Dallas, Texas",W 44 - 31,1/,5,293,2,5,nan,113,Washington Huskies,Defense
09/03/2016,Rutgers,W 48 - 13,1/,8,513,5,3,1/,129,Washington Huskies,Offense
09/03/2016,Rutgers,W 48 - 13,1/,4,185,nan,3,nan,76,Washington Huskies,Defense
09/10/2016,Idaho,W 59 - 14,1/,10,639,6,2,nan,65,Washington Huskies,Offense
09/10/2016,Idaho,W 59 - 14,1/,3,156,nan,4,nan,73,Washington Huskies,Defense
09/17/2016,Portland St.,W 41 - 3,1/,7,416,4,1,nan,10,Washington Huskies,Offense
09/17/2016,Portland St.,W 41 - 3,1/,2,78,nan,3,nan,37,Washington Huskies,Defense
09/24/2016,@ Arizona,W 35 - 28 (1OT),1/,5,323,4,3,nan,50,Washington Huskies,Offense
09/24/2016,@ Arizona,W 35 - 28 (1OT),1/,5,274,2,1,nan,4,Washington Huskies,Defense
09/30/2016,Stanford,W 44 - 6,1/,8,455,1,2,nan,45,Washington Huskies,Offense
09/30/2016,Stanford,W 44 - 6,1/,2,128,nan,7,nan,158,Washington Huskies,Defense
10/08/2016,@ Oregon,W 70 - 21,1/,11,600,2,nan,nan,nan,Washington Huskies,Offense
10/08/2016,@ Oregon,W 70 - 21,1/,4,260,4,7,nan,90,Washington Huskies,Defense
10/22/2016,Oregon St.,W 41 - 17,1/,7,447,4,4,nan,39,Washington Huskies,Offense
10/22/2016,Oregon St.,W 41 - 17,1/,3,153,nan,2,nan,46,Washington Huskies,Defense
10/29/2016,@ Utah,W 31 - 24,1/,6,385,4,1,nan,5,Washington Huskies,Offense
10/29/2016,@ Utah,W 31 - 24,1/,4,232,2,2,nan,42,Washington Huskies,Defense
11/05/2016,@ California,W 66 - 27,1/,11,524,nan,4,nan,65,Washington Huskies,Offense
11/05/2016,@ California,W 66 - 27,1/,6,352,2,9/,nan,125,Washington Huskies,Defense
11/12/2016,Southern California,L 13 - 26,1/,5,260,1,3,nan,72,Washington Huskies,Offense
11/12/2016,Southern California,L 13 - 26,1/,5,325,2,4,nan,66,Washington Huskies,Defense
11/19/2016,Arizona St.,W 44 - 18,1/,9,567,5,1,1/,45,Washington Huskies,Offense
11/19/2016,Arizona St.,W 44 - 18,1/,2,130,2,4,nan,65,Washington Huskies,Defense
11/25/2016,@ Washington St.,W 45 - 17,1/,8,482,1,2,nan,35,Washington Huskies,Offense
11/25/2016,@ Washington St.,W 45 - 17,1/,4,224,1,6,nan,123,Washington Huskies,Defense
12/02/2016,"Colorado @ Santa Clara, Calif.",W 41 - 10,1/,8,494,3,2,nan,43,Washington Huskies,Offense
12/02/2016,"Colorado @ Santa Clara, Calif.",W 41 - 10,1/,3,174,nan,4,nan,143,Washington Huskies,Defense
12/31/2016,"Alabama @ Atlanta, Georgia",L 7 - 24,1/,2,128,nan,3,nan,47,Washington Huskies,Offense
12/31/2016,"Alabama @ Atlanta, Georgia",L 7 - 24,1/,5,325,2,2,nan,45,Washington Huskies,Defense
08/31/2013,Boise St.,W 38 - 6,1/,,450,2,2,nan,41,Washington Huskies,Offense
08/31/2013,Boise St.,W 38 - 6,1/,,180,1,5,nan,110,Washington Huskies,Defense
09/14/2013,"Illinois @ Chicago, Ill.",W 34 - 24,1/,,429,2,5,nan,103,Washington Huskies,Offense
09/14/2013,"Illinois @ Chicago, Ill.",W 34 - 24,1/,,319,nan,5,nan,135,Washington Huskies,Defense
09/21/2013,Idaho St.,W 56 - 0,1/,,550,5,1,nan,9,Washington Huskies,Offense
09/21/2013,Idaho St.,W 56 - 0,1/,,45,nan,3,nan,40,Washington Huskies,Defense
09/28/2013,Arizona,W 31 - 13,1/,,360,2,3,nan,65,Washington Huskies,Offense
09/28/2013,Arizona,W 31 - 13,1/,,218,nan,4,nan,72,Washington Huskies,Defense
10/05/2013,@ Stanford,L 28 - 31,1/,,263,nan,2,nan,36,Washington Huskies,Offense
10/05/2013,@ Stanford,L 28 - 31,1/,,390,4,5,1/,211,Washington Huskies,Defense
10/12/2013,Oregon,L 24 - 45,1/,,294,nan,5,nan,98,Washington Huskies,Offense
10/12/2013,Oregon,L 24 - 45,1/,,500,2,5,nan,133,Washington Huskies,Defense
10/19/2013,@ Arizona St.,L 24 - 53,1/,,320,2,7,nan,160,Washington Huskies,Offense
10/19/2013,@ Arizona St.,L 24 - 53,1/,,675,3,3,nan,73,Washington Huskies,Defense
10/26/2013,California,W 41 - 17,1/,,476,3,3,nan,60,Washington Huskies,Offense
10/26/2013,California,W 41 - 17,1/,,224,nan,5,nan,102,Washington Huskies,Defense
11/09/2013,Colorado,W 59 - 7,1/,,578,nan,2,nan,34,Washington Huskies,Offense
11/09/2013,Colorado,W 59 - 7,1/,,122,nan,8,nan,171,Washington Huskies,Defense
11/15/2013,@ UCLA,L 31 - 41,1/,,383,1,2,nan,26,Washington Huskies,Offense
11/15/2013,@ UCLA,L 31 - 41,1/,,456,5,5,nan,129,Washington Huskies,Defense
11/23/2013,@ Oregon St.,W 69 - 27,1/,,713/,nan,2,nan,71,Washington Huskies,Offense
11/23/2013,@ Oregon St.,W 69 - 27,1/,,318,3,12/,1/,305/,Washington Huskies,Defense
11/29/2013,Washington St.,W 27 - 17,1/,,365,1,2,nan,36,Washington Huskies,Offense
11/29/2013,Washington St.,W 27 - 17,1/,,254,2,5,nan,97,Washington Huskies,Defense
12/27/2013,"BYU @ San Francisco, CA",W 31 - 16,1/,,371,1,3,1/,168,Washington Huskies,Offense
12/27/2013,"BYU @ San Francisco, CA",W 31 - 16,1/,,206,nan,5,nan,120,Washington Huskies,Defense
09/03/2015,Elon,W 41 - 3,1/,8,518,5,1,nan,8,Wake Forest Demon Deacons,Offense
09/03/2015,Elon,W 41 - 3,1/,2,130,1,3,nan,72,Wake Forest Demon Deacons,Defense
09/12/2015,@ Syracuse,L 17 - 30,1/,4,233,2,1,nan,33,Wake Forest Demon Deacons,Offense
09/12/2015,@ Syracuse,L 17 - 30,1/,7,425,5,1,nan,22,Wake Forest Demon Deacons,Defense
09/19/2015,@ Army West Point,W 17 - 14,1/,3,184,2,nan,nan,nan,Wake Forest Demon Deacons,Offense
09/19/2015,@ Army West Point,W 17 - 14,1/,3,195,3,1,nan,17,Wake Forest Demon Deacons,Defense
09/26/2015,Indiana,L 24 - 31,1/,4,258,2,1,nan,18,Wake Forest Demon Deacons,Offense
09/26/2015,Indiana,L 24 - 31,1/,5,323,4,2,nan,33,Wake Forest Demon Deacons,Defense
10/03/2015,Florida St.,L 16 - 24,1/,5,283,nan,3,nan,38,Wake Forest Demon Deacons,Offense
10/03/2015,Florida St.,L 16 - 24,1/,5,307,2,5,nan,129,Wake Forest Demon Deacons,Defense
10/10/2015,@ Boston College,W 3 - 0,1/,2,129,nan,1,nan,20,Wake Forest Demon Deacons,Offense
10/10/2015,@ Boston College,W 3 - 0,1/,1,59,nan,2,nan,71,Wake Forest Demon Deacons,Defense
10/17/2015,@ North Carolina,L 14 - 50,1/,3,193,1,4,nan,63,Wake Forest Demon Deacons,Offense
10/17/2015,@ North Carolina,L 14 - 50,1/,8,490,3,2,nan,47,Wake Forest Demon Deacons,Defense
10/24/2015,NC State,L 17 - 35,1/,3,183,2,2,nan,51,Wake Forest Demon Deacons,Offense
10/24/2015,NC State,L 17 - 35,1/,6,364,3,2,nan,26,Wake Forest Demon Deacons,Defense
10/30/2015,Louisville,L 19 - 20,1/,4,249,1,4,nan,62,Wake Forest Demon Deacons,Offense
10/30/2015,Louisville,L 19 - 20,1/,6,364,1,2,nan,34,Wake Forest Demon Deacons,Defense
11/14/2015,@ Notre Dame,L 7 - 28,1/,2,130,2,2,nan,39,Wake Forest Demon Deacons,Offense
11/14/2015,@ Notre Dame,L 7 - 28,1/,5,311,2,nan,nan,nan,Wake Forest Demon Deacons,Defense
11/21/2015,@ Clemson,L 13 - 33,1/,3,185,1,5,nan,105,Wake Forest Demon Deacons,Offense
11/21/2015,@ Clemson,L 13 - 33,1/,6,382,1,2,nan,38,Wake Forest Demon Deacons,Defense
11/28/2015,Duke,L 21 - 27,1/,3,195,2,nan,nan,nan,Wake Forest Demon Deacons,Offense
11/28/2015,Duke,L 21 - 27,1/,5,325,5,1,nan,22,Wake Forest Demon Deacons,Defense
09/03/2016,@ Northwestern,W 22 - 21,1/,6,373,1,1,nan,13,Western Mich. Broncos,Offense
09/03/2016,@ Northwestern,W 22 - 21,1/,4,251,2,4,nan,115,Western Mich. Broncos,Defense
09/10/2016,N.C. Central,W 70 - 21,1/,11/,691/,7/,3,nan,58,Western Mich. Broncos,Offense
09/10/2016,N.C. Central,W 70 - 21,1/,4,227,1,3,nan,74,Western Mich. Broncos,Defense
09/17/2016,@ Illinois,W 34 - 10,1/,7,437,1,3,nan,98,Western Mich. Broncos,Offense
09/17/2016,@ Illinois,W 34 - 10,1/,3,187,nan,6,nan,146,Western Mich. Broncos,Defense
09/24/2016,Ga. Southern,W 49 - 31,1/,8,479,1,3,1/,130,Western Mich. Broncos,Offense
09/24/2016,Ga. Southern,W 49 - 31,1/,6,390,3,7/,nan,154,Western Mich. Broncos,Defense
10/01/2016,@ Central Mich.,W 49 - 10,1/,8,488,nan,2,nan,23,Western Mich. Broncos,Offense
10/01/2016,@ Central Mich.,W 49 - 10,1/,3,129,nan,8,nan,149,Western Mich. Broncos,Defense
10/08/2016,Northern Ill.,W 45 - 30,1/,8,453,nan,6,nan,102,Western Mich. Broncos,Offense
10/08/2016,Northern Ill.,W 45 - 30,1/,7,405,nan,8,nan,182,Western Mich. Broncos,Defense
10/15/2016,@ Akron,W 41 - 0,1/,7,439,3,nan,nan,nan,Western Mich. Broncos,Offense
10/15/2016,@ Akron,W 41 - 0,1/,1,65,1,4,nan,60,Western Mich. Broncos,Defense
10/22/2016,Eastern Mich.,W 45 - 31,1/,8,471,2,3,nan,64,Western Mich. Broncos,Offense
10/22/2016,Eastern Mich.,W 45 - 31,1/,5,290,2,6,nan,97,Western Mich. Broncos,Defense
11/01/2016,@ Ball St.,W 52 - 20,1/,9,536,3,5,nan,92,Western Mich. Broncos,Offense
11/01/2016,@ Ball St.,W 52 - 20,1/,5,320,nan,6,nan,129,Western Mich. Broncos,Defense
11/08/2016,@ Kent St.,W 37 - 21,1/,6,371,nan,5,nan,87,Western Mich. Broncos,Offense
11/08/2016,@ Kent St.,W 37 - 21,1/,5,314,nan,5,nan,77,Western Mich. Broncos,Defense
11/19/2016,Buffalo,W 38 - 0,1/,7,434,3,1,nan,21,Western Mich. Broncos,Offense
11/19/2016,Buffalo,W 38 - 0,1/,1,65,nan,4,nan,85,Western Mich. Broncos,Defense
11/25/2016,Toledo,W 55 - 35,1/,10,617,3,5,nan,91,Western Mich. Broncos,Offense
11/25/2016,Toledo,W 55 - 35,1/,5,269,nan,7,nan,110,Western Mich. Broncos,Defense
12/02/2016,"Ohio @ Detroit, Mich.",W 29 - 23,1/,8,512,2,5,nan,100,Western Mich. Broncos,Offense
12/02/2016,"Ohio @ Detroit, Mich.",W 29 - 23,1/,5,301,nan,5,nan,115,Western Mich. Broncos,Defense
01/02/2017,"Wisconsin @ Arlington, Texas",L 16 - 24,1/,3,195,3,1,nan,15,Western Mich. Broncos,Offense
01/02/2017,"Wisconsin @ Arlington, Texas",L 16 - 24,1/,5,325,4,nan,nan,1,Western Mich. Broncos,Defense
09/05/2015,North Dakota,L 13 - 24,1/,3,189,2,3,nan,68,Wyoming Cowboys,Offense
09/05/2015,North Dakota,L 13 - 24,1/,5,315,1,nan,nan,nan,Wyoming Cowboys,Defense
09/12/2015,Eastern Mich.,L 29 - 48,1/,5,325,4,nan,nan,nan,Wyoming Cowboys,Offense
