Year,Team,GP,Punts,G,PuntYds,PuntTBs,LongPunt,OffenseDefense
2013-14,Navy,13,40,13,1657,5,nan,Offense
2013-14,Navy,0,39,13,1434,nan,nan,Defensive
2014-15,Navy,13,39,13,1678,5,nan,Offense
2014-15,Navy,0,48,13,2046,7,nan,Defensive
2015-16,Navy,13,42,13,1737,7,nan,Offense
2015-16,Navy,0,39,13,1537,1,nan,Defensive
2016-17,Navy,14,34,14,1436,1,nan,Offense
2016-17,Navy,0,37,14,1524,1,nan,Defensive
2017-18,Navy,12,39,12,1607,2,nan,Offense
2017-18,Navy,0,42,12,1555,nan,nan,Defensive
2013-14,Navy,13,40,13,1657,5,nan,Offense
2013-14,Navy,0,39,13,1434,nan,nan,Defensive
2014-15,Navy,13,39,13,1678,5,nan,Offense
2014-15,Navy,0,48,13,2046,7,nan,Defensive
2015-16,Navy,13,42,13,1737,7,nan,Offense
2015-16,Navy,0,39,13,1537,1,nan,Defensive
2016-17,Navy,14,34,14,1436,1,nan,Offense
2016-17,Navy,0,37,14,1524,1,nan,Defensive
2017-18,Navy,12,39,12,1607,2,nan,Offense
2017-18,Navy,0,42,12,1555,nan,nan,Defensive
2013-14,Navy,13,40,13,1657,5,nan,Offense
2013-14,Navy,0,39,13,1434,nan,nan,Defensive
2014-15,Navy,13,39,13,1678,5,nan,Offense
2014-15,Navy,0,48,13,2046,7,nan,Defensive
2015-16,Navy,13,42,13,1737,7,nan,Offense
2015-16,Navy,0,39,13,1537,1,nan,Defensive
2016-17,Navy,14,34,14,1436,1,nan,Offense
2016-17,Navy,0,37,14,1524,1,nan,Defensive
2017-18,Navy,12,39,12,1607,2,nan,Offense
2017-18,Navy,0,42,12,1555,nan,nan,Defensive
2013-14,Navy,13,40,13,1657,5,nan,Offense
2013-14,Navy,0,39,13,1434,nan,nan,Defensive
2014-15,Navy,13,39,13,1678,5,nan,Offense
2014-15,Navy,0,48,13,2046,7,nan,Defensive
2015-16,Navy,13,42,13,1737,7,nan,Offense
2015-16,Navy,0,39,13,1537,1,nan,Defensive
2016-17,Navy,14,34,14,1436,1,nan,Offense
2016-17,Navy,0,37,14,1524,1,nan,Defensive
2017-18,Navy,12,39,12,1607,2,nan,Offense
2017-18,Navy,0,42,12,1555,nan,nan,Defensive
2013-14,NC State,12,68,12,2859,8,nan,Offense
2013-14,NC State,0,72,12,2907,11,nan,Defensive
2014-15,NC State,13,60,13,2724,4,nan,Offense
2014-15,NC State,0,61,13,2565,2,nan,Defensive
2015-16,NC State,13,67,13,2799,6,nan,Offense
2015-16,NC State,0,80,13,3403,5,nan,Defensive
2016-17,NC State,13,53,13,2104,5,nan,Offense
2016-17,NC State,0,64,13,2618,4,nan,Defensive
2017-18,NC State,12,54,12,2323,4,nan,Offense
2017-18,NC State,0,61,12,2479,5,nan,Defensive
2013-14,NC State,12,68,12,2859,8,nan,Offense
2013-14,NC State,0,72,12,2907,11,nan,Defensive
2014-15,NC State,13,60,13,2724,4,nan,Offense
2014-15,NC State,0,61,13,2565,2,nan,Defensive
2015-16,NC State,13,67,13,2799,6,nan,Offense
2015-16,NC State,0,80,13,3403,5,nan,Defensive
2016-17,NC State,13,53,13,2104,5,nan,Offense
2016-17,NC State,0,64,13,2618,4,nan,Defensive
2017-18,NC State,12,54,12,2323,4,nan,Offense
2017-18,NC State,0,61,12,2479,5,nan,Defensive
2013-14,NC State,12,68,12,2859,8,nan,Offense
2013-14,NC State,0,72,12,2907,11,nan,Defensive
2014-15,NC State,13,60,13,2724,4,nan,Offense
2014-15,NC State,0,61,13,2565,2,nan,Defensive
2015-16,NC State,13,67,13,2799,6,nan,Offense
2015-16,NC State,0,80,13,3403,5,nan,Defensive
2016-17,NC State,13,53,13,2104,5,nan,Offense
2016-17,NC State,0,64,13,2618,4,nan,Defensive
2017-18,NC State,12,54,12,2323,4,nan,Offense
2017-18,NC State,0,61,12,2479,5,nan,Defensive
2013-14,NC State,12,68,12,2859,8,nan,Offense
2013-14,NC State,0,72,12,2907,11,nan,Defensive
2014-15,NC State,13,60,13,2724,4,nan,Offense
2014-15,NC State,0,61,13,2565,2,nan,Defensive
2015-16,NC State,13,67,13,2799,6,nan,Offense
2015-16,NC State,0,80,13,3403,5,nan,Defensive
2016-17,NC State,13,53,13,2104,5,nan,Offense
2016-17,NC State,0,64,13,2618,4,nan,Defensive
2017-18,NC State,12,54,12,2323,4,nan,Offense
2017-18,NC State,0,61,12,2479,5,nan,Defensive
2013-14,Northern Ill.,14,53,14,2071,1,nan,Offense
2013-14,Northern Ill.,0,71,14,3002,5,nan,Defensive
2014-15,Northern Ill.,14,67,14,2757,nan,nan,Offense
2014-15,Northern Ill.,0,76,14,3084,7,nan,Defensive
2015-16,Northern Ill.,14,79,14,2939,5,nan,Offense
2015-16,Northern Ill.,0,75,14,3003,8,nan,Defensive
2016-17,Northern Ill.,12,71,12,2754,5,nan,Offense
2016-17,Northern Ill.,0,75,12,3085,4,nan,Defensive
2017-18,Northern Ill.,12,81,12,3267,8,nan,Offense
2017-18,Northern Ill.,0,96,12,3741,8,nan,Defensive
2013-14,Northern Ill.,14,53,14,2071,1,nan,Offense
2013-14,Northern Ill.,0,71,14,3002,5,nan,Defensive
2014-15,Northern Ill.,14,67,14,2757,nan,nan,Offense
2014-15,Northern Ill.,0,76,14,3084,7,nan,Defensive
2015-16,Northern Ill.,14,79,14,2939,5,nan,Offense
2015-16,Northern Ill.,0,75,14,3003,8,nan,Defensive
2016-17,Northern Ill.,12,71,12,2754,5,nan,Offense
2016-17,Northern Ill.,0,75,12,3085,4,nan,Defensive
2017-18,Northern Ill.,12,81,12,3267,8,nan,Offense
2017-18,Northern Ill.,0,96,12,3741,8,nan,Defensive
2013-14,North Texas,13,69,13,2773,8,nan,Offense
2013-14,North Texas,0,81,13,3229,3,nan,Defensive
2014-15,North Texas,12,73,12,3156,5,nan,Offense
2014-15,North Texas,0,69,12,2783,4,nan,Defensive
2015-16,North Texas,12,76,12,3200,8,nan,Offense
2015-16,North Texas,0,41,12,1659,2,nan,Defensive
2016-17,North Texas,13,73,13,3148,3,nan,Offense
2016-17,North Texas,0,50,13,2022,4,nan,Defensive
2017-18,North Texas,13,48,13,1901,2,nan,Offense
2017-18,North Texas,0,59,13,2282,5,nan,Defensive
2013-14,North Texas,13,69,13,2773,8,nan,Offense
2013-14,North Texas,0,81,13,3229,3,nan,Defensive
2014-15,North Texas,12,73,12,3156,5,nan,Offense
2014-15,North Texas,0,69,12,2783,4,nan,Defensive
2015-16,North Texas,12,76,12,3200,8,nan,Offense
2015-16,North Texas,0,41,12,1659,2,nan,Defensive
2016-17,North Texas,13,73,13,3148,3,nan,Offense
2016-17,North Texas,0,50,13,2022,4,nan,Defensive
2017-18,North Texas,13,48,13,1901,2,nan,Offense
2017-18,North Texas,0,59,13,2282,5,nan,Defensive
2013-14,North Texas,13,69,13,2773,8,nan,Offense
2013-14,North Texas,0,81,13,3229,3,nan,Defensive
2014-15,North Texas,12,73,12,3156,5,nan,Offense
2014-15,North Texas,0,69,12,2783,4,nan,Defensive
2015-16,North Texas,12,76,12,3200,8,nan,Offense
2015-16,North Texas,0,41,12,1659,2,nan,Defensive
2016-17,North Texas,13,73,13,3148,3,nan,Offense
2016-17,North Texas,0,50,13,2022,4,nan,Defensive
2017-18,North Texas,13,48,13,1901,2,nan,Offense
2017-18,North Texas,0,59,13,2282,5,nan,Defensive
2013-14,North Texas,13,69,13,2773,8,nan,Offense
2013-14,North Texas,0,81,13,3229,3,nan,Defensive
2014-15,North Texas,12,73,12,3156,5,nan,Offense
2014-15,North Texas,0,69,12,2783,4,nan,Defensive
2015-16,North Texas,12,76,12,3200,8,nan,Offense
2015-16,North Texas,0,41,12,1659,2,nan,Defensive
2016-17,North Texas,13,73,13,3148,3,nan,Offense
2016-17,North Texas,0,50,13,2022,4,nan,Defensive
2017-18,North Texas,13,48,13,1901,2,nan,Offense
2017-18,North Texas,0,59,13,2282,5,nan,Defensive
2013-14,North Carolina,13,68,13,2909,6,nan,Offense
2013-14,North Carolina,0,73,13,3046,3,nan,Defensive
2014-15,North Carolina,13,69,13,2784,3,nan,Offense
2014-15,North Carolina,0,61,13,2536,2,nan,Defensive
2015-16,North Carolina,14,45,14,1718,3,nan,Offense
2015-16,North Carolina,0,63,14,2553,5,nan,Defensive
2016-17,North Carolina,13,50,13,2134,6,nan,Offense
2016-17,North Carolina,0,63,13,2674,6,nan,Defensive
2017-18,North Carolina,12,72,12,3183,2,nan,Offense
2017-18,North Carolina,0,65,12,2692,3,nan,Defensive
2013-14,North Carolina,13,68,13,2909,6,nan,Offense
2013-14,North Carolina,0,73,13,3046,3,nan,Defensive
2014-15,North Carolina,13,69,13,2784,3,nan,Offense
2014-15,North Carolina,0,61,13,2536,2,nan,Defensive
2015-16,North Carolina,14,45,14,1718,3,nan,Offense
2015-16,North Carolina,0,63,14,2553,5,nan,Defensive
2016-17,North Carolina,13,50,13,2134,6,nan,Offense
2016-17,North Carolina,0,63,13,2674,6,nan,Defensive
2017-18,North Carolina,12,72,12,3183,2,nan,Offense
2017-18,North Carolina,0,65,12,2692,3,nan,Defensive
2013-14,North Carolina,13,68,13,2909,6,nan,Offense
2013-14,North Carolina,0,73,13,3046,3,nan,Defensive
2014-15,North Carolina,13,69,13,2784,3,nan,Offense
2014-15,North Carolina,0,61,13,2536,2,nan,Defensive
2015-16,North Carolina,14,45,14,1718,3,nan,Offense
2015-16,North Carolina,0,63,14,2553,5,nan,Defensive
2016-17,North Carolina,13,50,13,2134,6,nan,Offense
2016-17,North Carolina,0,63,13,2674,6,nan,Defensive
2017-18,North Carolina,12,72,12,3183,2,nan,Offense
2017-18,North Carolina,0,65,12,2692,3,nan,Defensive
2013-14,North Carolina,13,68,13,2909,6,nan,Offense
2013-14,North Carolina,0,73,13,3046,3,nan,Defensive
2014-15,North Carolina,13,69,13,2784,3,nan,Offense
2014-15,North Carolina,0,61,13,2536,2,nan,Defensive
2015-16,North Carolina,14,45,14,1718,3,nan,Offense
2015-16,North Carolina,0,63,14,2553,5,nan,Defensive
2016-17,North Carolina,13,50,13,2134,6,nan,Offense
2016-17,North Carolina,0,63,13,2674,6,nan,Defensive
2017-18,North Carolina,12,72,12,3183,2,nan,Offense
2017-18,North Carolina,0,65,12,2692,3,nan,Defensive
2013-14,New Mexico St.,12,80,12,3376,4,nan,Offense
2013-14,New Mexico St.,0,41,12,1775,4,nan,Defensive
2014-15,New Mexico St.,12,61,12,2312,3,nan,Offense
2014-15,New Mexico St.,0,51,12,2109,9,nan,Defensive
2015-16,New Mexico St.,12,72,12,2854,4,nan,Offense
2015-16,New Mexico St.,0,54,12,2306,6,nan,Defensive
2016-17,New Mexico St.,12,78,12,3128,2,nan,Offense
2016-17,New Mexico St.,0,49,12,2032,3,nan,Defensive
2017-18,New Mexico St.,12,70,12,2858,4,nan,Offense
2017-18,New Mexico St.,0,67,12,2839,5,nan,Defensive
2013-14,New Mexico St.,12,80,12,3376,4,nan,Offense
2013-14,New Mexico St.,0,41,12,1775,4,nan,Defensive
2014-15,New Mexico St.,12,61,12,2312,3,nan,Offense
2014-15,New Mexico St.,0,51,12,2109,9,nan,Defensive
2015-16,New Mexico St.,12,72,12,2854,4,nan,Offense
2015-16,New Mexico St.,0,54,12,2306,6,nan,Defensive
2016-17,New Mexico St.,12,78,12,3128,2,nan,Offense
2016-17,New Mexico St.,0,49,12,2032,3,nan,Defensive
2017-18,New Mexico St.,12,70,12,2858,4,nan,Offense
2017-18,New Mexico St.,0,67,12,2839,5,nan,Defensive
2013-14,New Mexico St.,12,80,12,3376,4,nan,Offense
2013-14,New Mexico St.,0,41,12,1775,4,nan,Defensive
2014-15,New Mexico St.,12,61,12,2312,3,nan,Offense
2014-15,New Mexico St.,0,51,12,2109,9,nan,Defensive
2015-16,New Mexico St.,12,72,12,2854,4,nan,Offense
2015-16,New Mexico St.,0,54,12,2306,6,nan,Defensive
2016-17,New Mexico St.,12,78,12,3128,2,nan,Offense
2016-17,New Mexico St.,0,49,12,2032,3,nan,Defensive
2017-18,New Mexico St.,12,70,12,2858,4,nan,Offense
2017-18,New Mexico St.,0,67,12,2839,5,nan,Defensive
2013-14,New Mexico St.,12,80,12,3376,4,nan,Offense
2013-14,New Mexico St.,0,41,12,1775,4,nan,Defensive
2014-15,New Mexico St.,12,61,12,2312,3,nan,Offense
2014-15,New Mexico St.,0,51,12,2109,9,nan,Defensive
2015-16,New Mexico St.,12,72,12,2854,4,nan,Offense
2015-16,New Mexico St.,0,54,12,2306,6,nan,Defensive
2016-17,New Mexico St.,12,78,12,3128,2,nan,Offense
2016-17,New Mexico St.,0,49,12,2032,3,nan,Defensive
2017-18,New Mexico St.,12,70,12,2858,4,nan,Offense
2017-18,New Mexico St.,0,67,12,2839,5,nan,Defensive
2013-14,New Mexico,12,47,12,2152,4,nan,Offense
2013-14,New Mexico,0,41,12,1682,4,nan,Defensive
2014-15,New Mexico,12,57,12,2384,6,nan,Offense
2014-15,New Mexico,0,44,12,1803,5,nan,Defensive
2015-16,New Mexico,13,68,13,2839,2,nan,Offense
2015-16,New Mexico,0,54,13,2292,3,nan,Defensive
2016-17,New Mexico,13,54,13,2239,5,nan,Offense
2016-17,New Mexico,0,59,13,2636,4,nan,Defensive
2017-18,New Mexico,12,67,12,3170,12,nan,Offense
2017-18,New Mexico,0,70,12,3073,5,nan,Defensive
2013-14,New Mexico,12,47,12,2152,4,nan,Offense
2013-14,New Mexico,0,41,12,1682,4,nan,Defensive
2014-15,New Mexico,12,57,12,2384,6,nan,Offense
2014-15,New Mexico,0,44,12,1803,5,nan,Defensive
2015-16,New Mexico,13,68,13,2839,2,nan,Offense
2015-16,New Mexico,0,54,13,2292,3,nan,Defensive
2016-17,New Mexico,13,54,13,2239,5,nan,Offense
2016-17,New Mexico,0,59,13,2636,4,nan,Defensive
2017-18,New Mexico,12,67,12,3170,12,nan,Offense
2017-18,New Mexico,0,70,12,3073,5,nan,Defensive
2013-14,New Mexico,12,47,12,2152,4,nan,Offense
2013-14,New Mexico,0,41,12,1682,4,nan,Defensive
2014-15,New Mexico,12,57,12,2384,6,nan,Offense
2014-15,New Mexico,0,44,12,1803,5,nan,Defensive
2015-16,New Mexico,13,68,13,2839,2,nan,Offense
2015-16,New Mexico,0,54,13,2292,3,nan,Defensive
2016-17,New Mexico,13,54,13,2239,5,nan,Offense
2016-17,New Mexico,0,59,13,2636,4,nan,Defensive
2017-18,New Mexico,12,67,12,3170,12,nan,Offense
2017-18,New Mexico,0,70,12,3073,5,nan,Defensive
2013-14,Ohio St.,14,49,14,2156,2,nan,Offense
2013-14,Ohio St.,0,79,14,3182,3,nan,Defensive
2014-15,Ohio St.,15,48,15,2164,5,nan,Offense
2014-15,Ohio St.,0,96,15,4078,4,nan,Defensive
2015-16,Ohio St.,13,60,13,2600,7,nan,Offense
2015-16,Ohio St.,0,92,13,3787,9,nan,Defensive
2016-17,Ohio St.,13,57,13,2614,5,nan,Offense
2016-17,Ohio St.,0,83,13,3356,1,nan,Defensive
2017-18,Ohio St.,13,44,13,1935,3,nan,Offense
2017-18,Ohio St.,0,84,13,3551,5,nan,Defensive
2013-14,Ohio St.,14,49,14,2156,2,nan,Offense
2013-14,Ohio St.,0,79,14,3182,3,nan,Defensive
2014-15,Ohio St.,15,48,15,2164,5,nan,Offense
2014-15,Ohio St.,0,96,15,4078,4,nan,Defensive
2015-16,Ohio St.,13,60,13,2600,7,nan,Offense
2015-16,Ohio St.,0,92,13,3787,9,nan,Defensive
2016-17,Ohio St.,13,57,13,2614,5,nan,Offense
2016-17,Ohio St.,0,83,13,3356,1,nan,Defensive
2017-18,Ohio St.,13,44,13,1935,3,nan,Offense
2017-18,Ohio St.,0,84,13,3551,5,nan,Defensive
2013-14,Ohio St.,14,49,14,2156,2,nan,Offense
2013-14,Ohio St.,0,79,14,3182,3,nan,Defensive
2014-15,Ohio St.,15,48,15,2164,5,nan,Offense
2014-15,Ohio St.,0,96,15,4078,4,nan,Defensive
2015-16,Ohio St.,13,60,13,2600,7,nan,Offense
2015-16,Ohio St.,0,92,13,3787,9,nan,Defensive
2016-17,Ohio St.,13,57,13,2614,5,nan,Offense
2016-17,Ohio St.,0,83,13,3356,1,nan,Defensive
2017-18,Ohio St.,13,44,13,1935,3,nan,Offense
2017-18,Ohio St.,0,84,13,3551,5,nan,Defensive
2013-14,Ohio St.,14,49,14,2156,2,nan,Offense
2013-14,Ohio St.,0,79,14,3182,3,nan,Defensive
2014-15,Ohio St.,15,48,15,2164,5,nan,Offense
2014-15,Ohio St.,0,96,15,4078,4,nan,Defensive
2015-16,Ohio St.,13,60,13,2600,7,nan,Offense
2015-16,Ohio St.,0,92,13,3787,9,nan,Defensive
2016-17,Ohio St.,13,57,13,2614,5,nan,Offense
2016-17,Ohio St.,0,83,13,3356,1,nan,Defensive
2017-18,Ohio St.,13,44,13,1935,3,nan,Offense
2017-18,Ohio St.,0,84,13,3551,5,nan,Defensive
2013-14,Ohio,13,65,13,2517,4,nan,Offense
2013-14,Ohio,0,65,13,2698,7,nan,Defensive
2014-15,Ohio,12,63,12,2631,3,nan,Offense
2014-15,Ohio,0,66,12,2711,5,nan,Defensive
2015-16,Ohio,13,70,13,2710,5,nan,Offense
2015-16,Ohio,0,70,13,2856,7,nan,Defensive
2016-17,Ohio,14,71,14,2895,3,nan,Offense
2016-17,Ohio,0,80,14,3184,4,nan,Defensive
2017-18,Ohio,12,54,12,2179,2,nan,Offense
2017-18,Ohio,0,72,12,2782,4,nan,Defensive
2013-14,Ohio,13,65,13,2517,4,nan,Offense
2013-14,Ohio,0,65,13,2698,7,nan,Defensive
2014-15,Ohio,12,63,12,2631,3,nan,Offense
2014-15,Ohio,0,66,12,2711,5,nan,Defensive
2015-16,Ohio,13,70,13,2710,5,nan,Offense
2015-16,Ohio,0,70,13,2856,7,nan,Defensive
2016-17,Ohio,14,71,14,2895,3,nan,Offense
2016-17,Ohio,0,80,14,3184,4,nan,Defensive
2017-18,Ohio,12,54,12,2179,2,nan,Offense
2017-18,Ohio,0,72,12,2782,4,nan,Defensive
2013-14,Ohio,13,65,13,2517,4,nan,Offense
2013-14,Ohio,0,65,13,2698,7,nan,Defensive
2014-15,Ohio,12,63,12,2631,3,nan,Offense
2014-15,Ohio,0,66,12,2711,5,nan,Defensive
2015-16,Ohio,13,70,13,2710,5,nan,Offense
2015-16,Ohio,0,70,13,2856,7,nan,Defensive
2016-17,Ohio,14,71,14,2895,3,nan,Offense
2016-17,Ohio,0,80,14,3184,4,nan,Defensive
2017-18,Ohio,12,54,12,2179,2,nan,Offense
2017-18,Ohio,0,72,12,2782,4,nan,Defensive
2013-14,Ohio,13,65,13,2517,4,nan,Offense
2013-14,Ohio,0,65,13,2698,7,nan,Defensive
2014-15,Ohio,12,63,12,2631,3,nan,Offense
2014-15,Ohio,0,66,12,2711,5,nan,Defensive
2015-16,Ohio,13,70,13,2710,5,nan,Offense
2015-16,Ohio,0,70,13,2856,7,nan,Defensive
2016-17,Ohio,14,71,14,2895,3,nan,Offense
2016-17,Ohio,0,80,14,3184,4,nan,Defensive
2017-18,Ohio,12,54,12,2179,2,nan,Offense
2017-18,Ohio,0,72,12,2782,4,nan,Defensive
2013-14,Notre Dame,13,52,13,2045,4,nan,Offense
2013-14,Notre Dame,0,59,13,2373,8,nan,Defensive
2014-15,Notre Dame,13,51,13,2115,7,nan,Offense
2014-15,Notre Dame,0,55,13,2269,2,nan,Defensive
2015-16,Notre Dame,13,57,13,2527,8,nan,Offense
2015-16,Notre Dame,0,73,13,3059,3,nan,Defensive
2016-17,Notre Dame,12,57,12,2407,4,nan,Offense
2016-17,Notre Dame,0,62,12,2561,3,nan,Defensive
2017-18,Notre Dame,12,61,12,2585,4,nan,Offense
2017-18,Notre Dame,0,70,12,3016,6,nan,Defensive
2013-14,Notre Dame,13,52,13,2045,4,nan,Offense
2013-14,Notre Dame,0,59,13,2373,8,nan,Defensive
2014-15,Notre Dame,13,51,13,2115,7,nan,Offense
2014-15,Notre Dame,0,55,13,2269,2,nan,Defensive
2015-16,Notre Dame,13,57,13,2527,8,nan,Offense
2015-16,Notre Dame,0,73,13,3059,3,nan,Defensive
2016-17,Notre Dame,12,57,12,2407,4,nan,Offense
2016-17,Notre Dame,0,62,12,2561,3,nan,Defensive
2017-18,Notre Dame,12,61,12,2585,4,nan,Offense
2017-18,Notre Dame,0,70,12,3016,6,nan,Defensive
2013-14,Notre Dame,13,52,13,2045,4,nan,Offense
2013-14,Notre Dame,0,59,13,2373,8,nan,Defensive
2014-15,Notre Dame,13,51,13,2115,7,nan,Offense
2014-15,Notre Dame,0,55,13,2269,2,nan,Defensive
2015-16,Notre Dame,13,57,13,2527,8,nan,Offense
2015-16,Notre Dame,0,73,13,3059,3,nan,Defensive
2016-17,Notre Dame,12,57,12,2407,4,nan,Offense
2016-17,Notre Dame,0,62,12,2561,3,nan,Defensive
2017-18,Notre Dame,12,61,12,2585,4,nan,Offense
2017-18,Notre Dame,0,70,12,3016,6,nan,Defensive
2013-14,Notre Dame,13,52,13,2045,4,nan,Offense
2013-14,Notre Dame,0,59,13,2373,8,nan,Defensive
2014-15,Notre Dame,13,51,13,2115,7,nan,Offense
2014-15,Notre Dame,0,55,13,2269,2,nan,Defensive
2015-16,Notre Dame,13,57,13,2527,8,nan,Offense
2015-16,Notre Dame,0,73,13,3059,3,nan,Defensive
2016-17,Notre Dame,12,57,12,2407,4,nan,Offense
2016-17,Notre Dame,0,62,12,2561,3,nan,Defensive
2017-18,Notre Dame,12,61,12,2585,4,nan,Offense
2017-18,Notre Dame,0,70,12,3016,6,nan,Defensive
2013-14,Northwestern,12,70,12,2504,6,nan,Offense
2013-14,Northwestern,0,63,12,2483,5,nan,Defensive
2014-15,Northwestern,12,71,12,2644,6,nan,Offense
2014-15,Northwestern,0,59,12,2237,4,nan,Defensive
2015-16,Northwestern,13,86,13,3268,2,nan,Offense
2015-16,Northwestern,0,91,13,3909,18,nan,Defensive
2016-17,Northwestern,13,76,13,3023,6,nan,Offense
2016-17,Northwestern,0,68,13,2837,5,nan,Defensive
2017-18,Northwestern,12,65,12,2772,3,nan,Offense
2017-18,Northwestern,0,73,12,2994,7,nan,Defensive
2013-14,Northwestern,12,70,12,2504,6,nan,Offense
2013-14,Northwestern,0,63,12,2483,5,nan,Defensive
2014-15,Northwestern,12,71,12,2644,6,nan,Offense
2014-15,Northwestern,0,59,12,2237,4,nan,Defensive
2015-16,Northwestern,13,86,13,3268,2,nan,Offense
2015-16,Northwestern,0,91,13,3909,18,nan,Defensive
2016-17,Northwestern,13,76,13,3023,6,nan,Offense
2016-17,Northwestern,0,68,13,2837,5,nan,Defensive
2017-18,Northwestern,12,65,12,2772,3,nan,Offense
2017-18,Northwestern,0,73,12,2994,7,nan,Defensive
2013-14,Northwestern,12,70,12,2504,6,nan,Offense
2013-14,Northwestern,0,63,12,2483,5,nan,Defensive
2014-15,Northwestern,12,71,12,2644,6,nan,Offense
2014-15,Northwestern,0,59,12,2237,4,nan,Defensive
2015-16,Northwestern,13,86,13,3268,2,nan,Offense
2015-16,Northwestern,0,91,13,3909,18,nan,Defensive
2016-17,Northwestern,13,76,13,3023,6,nan,Offense
2016-17,Northwestern,0,68,13,2837,5,nan,Defensive
2017-18,Northwestern,12,65,12,2772,3,nan,Offense
2017-18,Northwestern,0,73,12,2994,7,nan,Defensive
2013-14,Northwestern,12,70,12,2504,6,nan,Offense
2013-14,Northwestern,0,63,12,2483,5,nan,Defensive
2014-15,Northwestern,12,71,12,2644,6,nan,Offense
2014-15,Northwestern,0,59,12,2237,4,nan,Defensive
2015-16,Northwestern,13,86,13,3268,2,nan,Offense
2015-16,Northwestern,0,91,13,3909,18,nan,Defensive
2016-17,Northwestern,13,76,13,3023,6,nan,Offense
2016-17,Northwestern,0,68,13,2837,5,nan,Defensive
2017-18,Northwestern,12,65,12,2772,3,nan,Offense
2017-18,Northwestern,0,73,12,2994,7,nan,Defensive
2013-14,Northern Ill.,14,53,14,2071,1,nan,Offense
2013-14,Northern Ill.,0,71,14,3002,5,nan,Defensive
2014-15,Northern Ill.,14,67,14,2757,nan,nan,Offense
2014-15,Northern Ill.,0,76,14,3084,7,nan,Defensive
2015-16,Northern Ill.,14,79,14,2939,5,nan,Offense
2015-16,Northern Ill.,0,75,14,3003,8,nan,Defensive
2016-17,Northern Ill.,12,71,12,2754,5,nan,Offense
2016-17,Northern Ill.,0,75,12,3085,4,nan,Defensive
2017-18,Northern Ill.,12,81,12,3267,8,nan,Offense
2017-18,Northern Ill.,0,96,12,3741,8,nan,Defensive
2011-12,Oregon,1,5,1,184,1,nan,Offense
2011-12,Oregon,0,5,1,202,nan,nan,Defensive
2013-14,Oregon,13,43,13,1681,nan,nan,Offense
2013-14,Oregon,0,81,13,3210,4,nan,Defensive
2014-15,Oregon,15,47,15,1840,3,nan,Offense
2014-15,Oregon,0,68,15,2906,4,nan,Defensive
2015-16,Oregon,13,54,13,2035,2,nan,Offense
2015-16,Oregon,0,60,13,2490,2,nan,Defensive
2016-17,Oregon,12,59,12,2233,3,nan,Offense
2016-17,Oregon,0,55,12,2301,4,nan,Defensive
2017-18,Oregon,12,57,12,2117,3,nan,Offense
2017-18,Oregon,0,68,12,2527,1,nan,Defensive
2013-14,Ole Miss,13,51,13,2266,10,nan,Offense
2013-14,Ole Miss,0,71,13,2948,4,nan,Defensive
2014-15,Ole Miss,13,68,13,2943,2,nan,Offense
2014-15,Ole Miss,0,89,13,3878,6,nan,Defensive
2015-16,Ole Miss,13,52,13,2170,1,nan,Offense
2015-16,Ole Miss,0,75,13,3133,2,nan,Defensive
2016-17,Ole Miss,12,54,12,2323,4,nan,Offense
2016-17,Ole Miss,0,57,12,2401,2,nan,Defensive
2017-18,Ole Miss,12,57,12,2325,1,nan,Offense
2017-18,Ole Miss,0,54,12,2240,3,nan,Defensive
2013-14,Ole Miss,13,51,13,2266,10,nan,Offense
2013-14,Ole Miss,0,71,13,2948,4,nan,Defensive
2014-15,Ole Miss,13,68,13,2943,2,nan,Offense
2014-15,Ole Miss,0,89,13,3878,6,nan,Defensive
2015-16,Ole Miss,13,52,13,2170,1,nan,Offense
2015-16,Ole Miss,0,75,13,3133,2,nan,Defensive
2016-17,Ole Miss,12,54,12,2323,4,nan,Offense
2016-17,Ole Miss,0,57,12,2401,2,nan,Defensive
2017-18,Ole Miss,12,57,12,2325,1,nan,Offense
2017-18,Ole Miss,0,54,12,2240,3,nan,Defensive
2013-14,Ole Miss,13,51,13,2266,10,nan,Offense
2013-14,Ole Miss,0,71,13,2948,4,nan,Defensive
2014-15,Ole Miss,13,68,13,2943,2,nan,Offense
2014-15,Ole Miss,0,89,13,3878,6,nan,Defensive
2015-16,Ole Miss,13,52,13,2170,1,nan,Offense
2015-16,Ole Miss,0,75,13,3133,2,nan,Defensive
2016-17,Ole Miss,12,54,12,2323,4,nan,Offense
2016-17,Ole Miss,0,57,12,2401,2,nan,Defensive
2017-18,Ole Miss,12,57,12,2325,1,nan,Offense
2017-18,Ole Miss,0,54,12,2240,3,nan,Defensive
2013-14,Oklahoma St.,13,82,13,3201,7,nan,Offense
2013-14,Oklahoma St.,0,89,13,3753,5,nan,Defensive
2014-15,Oklahoma St.,13,81,13,3385,5,nan,Offense
2014-15,Oklahoma St.,0,76,13,3079,1,nan,Defensive
2015-16,Oklahoma St.,13,75,13,3010,3,nan,Offense
2015-16,Oklahoma St.,0,73,13,3025,4,nan,Defensive
2016-17,Oklahoma St.,13,59,13,2458,1,nan,Offense
2016-17,Oklahoma St.,0,73,13,3036,3,nan,Defensive
2017-18,Oklahoma St.,12,39,12,1639,5,nan,Offense
