Year,Team,GP,Punts,G,PuntYds,PuntTBs,LongPunt,OffenseDefense
2015-16,Illinois,12,75,12,3005,10,nan,Offense
2015-16,Illinois,0,80,12,3229,4,nan,Defensive
2016-17,Illinois,12,77,12,3070,5,nan,Offense
2016-17,Illinois,0,52,12,2024,2,nan,Defensive
2017-18,Illinois,12,78,12,3268,3,nan,Offense
2017-18,Illinois,0,58,12,2363,10,nan,Defensive
2013-14,Idaho,12,75,12,3587,7,nan,Offense
2013-14,Idaho,0,51,12,2110,4,nan,Defensive
2014-15,Idaho,11,44,11,2101,3,nan,Offense
2014-15,Idaho,0,43,11,1693,5,nan,Defensive
2015-16,Idaho,12,51,12,2241,3,nan,Offense
2015-16,Idaho,0,45,12,1810,5,nan,Defensive
2016-17,Idaho,13,57,13,2332,3,nan,Offense
2016-17,Idaho,0,53,13,1985,7,nan,Defensive
2017-18,Idaho,12,66,12,2943,7,nan,Offense
2017-18,Idaho,0,60,12,2477,7,nan,Defensive
2013-14,Idaho,12,75,12,3587,7,nan,Offense
2013-14,Idaho,0,51,12,2110,4,nan,Defensive
2014-15,Idaho,11,44,11,2101,3,nan,Offense
2014-15,Idaho,0,43,11,1693,5,nan,Defensive
2015-16,Idaho,12,51,12,2241,3,nan,Offense
2015-16,Idaho,0,45,12,1810,5,nan,Defensive
2016-17,Idaho,13,57,13,2332,3,nan,Offense
2016-17,Idaho,0,53,13,1985,7,nan,Defensive
2017-18,Idaho,12,66,12,2943,7,nan,Offense
2017-18,Idaho,0,60,12,2477,7,nan,Defensive
2013-14,Idaho,12,75,12,3587,7,nan,Offense
2013-14,Idaho,0,51,12,2110,4,nan,Defensive
2014-15,Idaho,11,44,11,2101,3,nan,Offense
2014-15,Idaho,0,43,11,1693,5,nan,Defensive
2015-16,Idaho,12,51,12,2241,3,nan,Offense
2015-16,Idaho,0,45,12,1810,5,nan,Defensive
2016-17,Idaho,13,57,13,2332,3,nan,Offense
2016-17,Idaho,0,53,13,1985,7,nan,Defensive
2017-18,Idaho,12,66,12,2943,7,nan,Offense
2017-18,Idaho,0,60,12,2477,7,nan,Defensive
2013-14,Idaho,12,75,12,3587,7,nan,Offense
2013-14,Idaho,0,51,12,2110,4,nan,Defensive
2014-15,Idaho,11,44,11,2101,3,nan,Offense
2014-15,Idaho,0,43,11,1693,5,nan,Defensive
2015-16,Idaho,12,51,12,2241,3,nan,Offense
2015-16,Idaho,0,45,12,1810,5,nan,Defensive
2016-17,Idaho,13,57,13,2332,3,nan,Offense
2016-17,Idaho,0,53,13,1985,7,nan,Defensive
2017-18,Idaho,12,66,12,2943,7,nan,Offense
2017-18,Idaho,0,60,12,2477,7,nan,Defensive
2013-14,Houston,13,73,13,3153,3,nan,Offense
2013-14,Houston,0,71,13,2837,3,nan,Defensive
2014-15,Houston,13,56,13,2241,4,nan,Offense
2014-15,Houston,0,69,13,2805,5,nan,Defensive
2015-16,Houston,14,64,14,2584,3,nan,Offense
2015-16,Houston,0,86,14,3603,4,nan,Defensive
2016-17,Houston,13,59,13,2397,4,nan,Offense
2016-17,Houston,0,91,13,3753,6,nan,Defensive
2017-18,Houston,11,53,11,2206,5,nan,Offense
2017-18,Houston,0,58,11,2350,4,nan,Defensive
2013-14,Houston,13,73,13,3153,3,nan,Offense
2013-14,Houston,0,71,13,2837,3,nan,Defensive
2014-15,Houston,13,56,13,2241,4,nan,Offense
2014-15,Houston,0,69,13,2805,5,nan,Defensive
2015-16,Houston,14,64,14,2584,3,nan,Offense
2015-16,Houston,0,86,14,3603,4,nan,Defensive
2016-17,Houston,13,59,13,2397,4,nan,Offense
2016-17,Houston,0,91,13,3753,6,nan,Defensive
2017-18,Houston,11,53,11,2206,5,nan,Offense
2017-18,Houston,0,58,11,2350,4,nan,Defensive
2013-14,Houston,13,73,13,3153,3,nan,Offense
2013-14,Houston,0,71,13,2837,3,nan,Defensive
2014-15,Houston,13,56,13,2241,4,nan,Offense
2014-15,Houston,0,69,13,2805,5,nan,Defensive
2015-16,Houston,14,64,14,2584,3,nan,Offense
2015-16,Houston,0,86,14,3603,4,nan,Defensive
2016-17,Houston,13,59,13,2397,4,nan,Offense
2016-17,Houston,0,91,13,3753,6,nan,Defensive
2017-18,Houston,11,53,11,2206,5,nan,Offense
2017-18,Houston,0,58,11,2350,4,nan,Defensive
2013-14,Houston,13,73,13,3153,3,nan,Offense
2013-14,Houston,0,71,13,2837,3,nan,Defensive
2014-15,Houston,13,56,13,2241,4,nan,Offense
2014-15,Houston,0,69,13,2805,5,nan,Defensive
2015-16,Houston,14,64,14,2584,3,nan,Offense
2015-16,Houston,0,86,14,3603,4,nan,Defensive
2016-17,Houston,13,59,13,2397,4,nan,Offense
2016-17,Houston,0,91,13,3753,6,nan,Defensive
2017-18,Houston,11,53,11,2206,5,nan,Offense
2017-18,Houston,0,58,11,2350,4,nan,Defensive
2013-14,Hawaii,12,82,12,3291,1,nan,Offense
2013-14,Hawaii,0,73,12,2793,2,nan,Defensive
2014-15,Hawaii,13,86,13,3554,2,nan,Offense
2014-15,Hawaii,0,82,13,3367,9,nan,Defensive
2015-16,Hawaii,13,81,13,3631,3,nan,Offense
2015-16,Hawaii,0,71,13,2840,6,nan,Defensive
2016-17,Hawaii,14,70,14,3122,4,nan,Offense
2016-17,Hawaii,0,49,14,2122,5,nan,Defensive
2017-18,Hawaii,12,58,12,2440,1,nan,Offense
2017-18,Hawaii,0,44,12,1776,5,nan,Defensive
2013-14,Hawaii,12,82,12,3291,1,nan,Offense
2013-14,Hawaii,0,73,12,2793,2,nan,Defensive
2014-15,Hawaii,13,86,13,3554,2,nan,Offense
2014-15,Hawaii,0,82,13,3367,9,nan,Defensive
2015-16,Hawaii,13,81,13,3631,3,nan,Offense
2015-16,Hawaii,0,71,13,2840,6,nan,Defensive
2016-17,Hawaii,14,70,14,3122,4,nan,Offense
2016-17,Hawaii,0,49,14,2122,5,nan,Defensive
2017-18,Hawaii,12,58,12,2440,1,nan,Offense
2017-18,Hawaii,0,44,12,1776,5,nan,Defensive
2013-14,Kansas St.,13,48,13,1986,5,nan,Offense
2013-14,Kansas St.,0,60,13,2374,3,nan,Defensive
2014-15,Kansas St.,13,48,13,1914,5,nan,Offense
2014-15,Kansas St.,0,68,13,2726,5,nan,Defensive
2015-16,Kansas St.,13,71,13,2966,9,nan,Offense
2015-16,Kansas St.,0,62,13,2376,4,nan,Defensive
2016-17,Kansas St.,13,54,13,2329,5,nan,Offense
2016-17,Kansas St.,0,61,13,2393,2,nan,Defensive
2017-18,Kansas St.,12,56,12,2457,6,nan,Offense
2017-18,Kansas St.,0,59,12,2316,4,nan,Defensive
2013-14,Kansas St.,13,48,13,1986,5,nan,Offense
2013-14,Kansas St.,0,60,13,2374,3,nan,Defensive
2014-15,Kansas St.,13,48,13,1914,5,nan,Offense
2014-15,Kansas St.,0,68,13,2726,5,nan,Defensive
2015-16,Kansas St.,13,71,13,2966,9,nan,Offense
2015-16,Kansas St.,0,62,13,2376,4,nan,Defensive
2016-17,Kansas St.,13,54,13,2329,5,nan,Offense
2016-17,Kansas St.,0,61,13,2393,2,nan,Defensive
2017-18,Kansas St.,12,56,12,2457,6,nan,Offense
2017-18,Kansas St.,0,59,12,2316,4,nan,Defensive
2013-14,Kansas St.,13,48,13,1986,5,nan,Offense
2013-14,Kansas St.,0,60,13,2374,3,nan,Defensive
2014-15,Kansas St.,13,48,13,1914,5,nan,Offense
2014-15,Kansas St.,0,68,13,2726,5,nan,Defensive
2015-16,Kansas St.,13,71,13,2966,9,nan,Offense
2015-16,Kansas St.,0,62,13,2376,4,nan,Defensive
2016-17,Kansas St.,13,54,13,2329,5,nan,Offense
2016-17,Kansas St.,0,61,13,2393,2,nan,Defensive
2017-18,Kansas St.,12,56,12,2457,6,nan,Offense
2017-18,Kansas St.,0,59,12,2316,4,nan,Defensive
2013-14,Kansas St.,13,48,13,1986,5,nan,Offense
2013-14,Kansas St.,0,60,13,2374,3,nan,Defensive
2014-15,Kansas St.,13,48,13,1914,5,nan,Offense
2014-15,Kansas St.,0,68,13,2726,5,nan,Defensive
2015-16,Kansas St.,13,71,13,2966,9,nan,Offense
2015-16,Kansas St.,0,62,13,2376,4,nan,Defensive
2016-17,Kansas St.,13,54,13,2329,5,nan,Offense
2016-17,Kansas St.,0,61,13,2393,2,nan,Defensive
2017-18,Kansas St.,12,56,12,2457,6,nan,Offense
2017-18,Kansas St.,0,59,12,2316,4,nan,Defensive
2013-14,Kansas,12,86,12,3695,7,nan,Offense
2013-14,Kansas,0,72,12,2790,6,nan,Defensive
2014-15,Kansas,12,84,12,3694,10,nan,Offense
2014-15,Kansas,0,56,12,2286,3,nan,Defensive
2015-16,Kansas,12,87,12,3280,3,nan,Offense
2015-16,Kansas,0,43,12,1778,5,nan,Defensive
2016-17,Kansas,12,75,12,3088,3,nan,Offense
2016-17,Kansas,0,60,12,2455,2,nan,Defensive
2017-18,Kansas,12,87,12,3434,3,nan,Offense
2017-18,Kansas,0,60,12,2422,5,nan,Defensive
2013-14,Kansas,12,86,12,3695,7,nan,Offense
2013-14,Kansas,0,72,12,2790,6,nan,Defensive
2014-15,Kansas,12,84,12,3694,10,nan,Offense
2014-15,Kansas,0,56,12,2286,3,nan,Defensive
2015-16,Kansas,12,87,12,3280,3,nan,Offense
2015-16,Kansas,0,43,12,1778,5,nan,Defensive
2016-17,Kansas,12,75,12,3088,3,nan,Offense
2016-17,Kansas,0,60,12,2455,2,nan,Defensive
2017-18,Kansas,12,87,12,3434,3,nan,Offense
2017-18,Kansas,0,60,12,2422,5,nan,Defensive
2013-14,Kansas,12,86,12,3695,7,nan,Offense
2013-14,Kansas,0,72,12,2790,6,nan,Defensive
2014-15,Kansas,12,84,12,3694,10,nan,Offense
2014-15,Kansas,0,56,12,2286,3,nan,Defensive
2015-16,Kansas,12,87,12,3280,3,nan,Offense
2015-16,Kansas,0,43,12,1778,5,nan,Defensive
2016-17,Kansas,12,75,12,3088,3,nan,Offense
2016-17,Kansas,0,60,12,2455,2,nan,Defensive
2017-18,Kansas,12,87,12,3434,3,nan,Offense
2017-18,Kansas,0,60,12,2422,5,nan,Defensive
2013-14,Kansas,12,86,12,3695,7,nan,Offense
2013-14,Kansas,0,72,12,2790,6,nan,Defensive
2014-15,Kansas,12,84,12,3694,10,nan,Offense
2014-15,Kansas,0,56,12,2286,3,nan,Defensive
2015-16,Kansas,12,87,12,3280,3,nan,Offense
2015-16,Kansas,0,43,12,1778,5,nan,Defensive
2016-17,Kansas,12,75,12,3088,3,nan,Offense
2016-17,Kansas,0,60,12,2455,2,nan,Defensive
2017-18,Kansas,12,87,12,3434,3,nan,Offense
2017-18,Kansas,0,60,12,2422,5,nan,Defensive
2013-14,Iowa St.,12,84,12,3493,8,nan,Offense
2013-14,Iowa St.,0,66,12,2787,6,nan,Defensive
2014-15,Iowa St.,12,76,12,2929,nan,nan,Offense
2014-15,Iowa St.,0,49,12,2106,5,nan,Defensive
2015-16,Iowa St.,12,62,12,2424,2,nan,Offense
2015-16,Iowa St.,0,62,12,2573,4,nan,Defensive
2016-17,Iowa St.,12,58,12,2381,3,nan,Offense
2016-17,Iowa St.,0,59,12,2476,6,nan,Defensive
2017-18,Iowa St.,12,62,12,2501,3,nan,Offense
2017-18,Iowa St.,0,69,12,2863,4,nan,Defensive
2013-14,Iowa St.,12,84,12,3493,8,nan,Offense
2013-14,Iowa St.,0,66,12,2787,6,nan,Defensive
2014-15,Iowa St.,12,76,12,2929,nan,nan,Offense
2014-15,Iowa St.,0,49,12,2106,5,nan,Defensive
2015-16,Iowa St.,12,62,12,2424,2,nan,Offense
2015-16,Iowa St.,0,62,12,2573,4,nan,Defensive
2016-17,Iowa St.,12,58,12,2381,3,nan,Offense
2016-17,Iowa St.,0,59,12,2476,6,nan,Defensive
2017-18,Iowa St.,12,62,12,2501,3,nan,Offense
2017-18,Iowa St.,0,69,12,2863,4,nan,Defensive
2013-14,Iowa St.,12,84,12,3493,8,nan,Offense
2013-14,Iowa St.,0,66,12,2787,6,nan,Defensive
2014-15,Iowa St.,12,76,12,2929,nan,nan,Offense
2014-15,Iowa St.,0,49,12,2106,5,nan,Defensive
2015-16,Iowa St.,12,62,12,2424,2,nan,Offense
2015-16,Iowa St.,0,62,12,2573,4,nan,Defensive
2016-17,Iowa St.,12,58,12,2381,3,nan,Offense
2016-17,Iowa St.,0,59,12,2476,6,nan,Defensive
2017-18,Iowa St.,12,62,12,2501,3,nan,Offense
2017-18,Iowa St.,0,69,12,2863,4,nan,Defensive
2013-14,Iowa St.,12,84,12,3493,8,nan,Offense
2013-14,Iowa St.,0,66,12,2787,6,nan,Defensive
2014-15,Iowa St.,12,76,12,2929,nan,nan,Offense
2014-15,Iowa St.,0,49,12,2106,5,nan,Defensive
2015-16,Iowa St.,12,62,12,2424,2,nan,Offense
2015-16,Iowa St.,0,62,12,2573,4,nan,Defensive
2016-17,Iowa St.,12,58,12,2381,3,nan,Offense
2016-17,Iowa St.,0,59,12,2476,6,nan,Defensive
2017-18,Iowa St.,12,62,12,2501,3,nan,Offense
2017-18,Iowa St.,0,69,12,2863,4,nan,Defensive
2013-14,Iowa,13,65,13,2598,3,nan,Offense
2013-14,Iowa,0,89,13,3633,9,nan,Defensive
2014-15,Iowa,13,65,13,2459,3,nan,Offense
2014-15,Iowa,0,79,13,3088,5,nan,Defensive
2015-16,Iowa,14,68,14,2698,4,nan,Offense
2015-16,Iowa,0,76,14,3101,2,nan,Defensive
2016-17,Iowa,13,78,13,3192,5,nan,Offense
2016-17,Iowa,0,80,13,3085,6,nan,Defensive
2017-18,Iowa,12,64,12,2513,2,nan,Offense
2017-18,Iowa,0,62,12,2430,1,nan,Defensive
2013-14,Iowa,13,65,13,2598,3,nan,Offense
2013-14,Iowa,0,89,13,3633,9,nan,Defensive
2014-15,Iowa,13,65,13,2459,3,nan,Offense
2014-15,Iowa,0,79,13,3088,5,nan,Defensive
2015-16,Iowa,14,68,14,2698,4,nan,Offense
2015-16,Iowa,0,76,14,3101,2,nan,Defensive
2016-17,Iowa,13,78,13,3192,5,nan,Offense
2016-17,Iowa,0,80,13,3085,6,nan,Defensive
2017-18,Iowa,12,64,12,2513,2,nan,Offense
2017-18,Iowa,0,62,12,2430,1,nan,Defensive
2013-14,Iowa,13,65,13,2598,3,nan,Offense
2013-14,Iowa,0,89,13,3633,9,nan,Defensive
2014-15,Iowa,13,65,13,2459,3,nan,Offense
2014-15,Iowa,0,79,13,3088,5,nan,Defensive
2015-16,Iowa,14,68,14,2698,4,nan,Offense
2015-16,Iowa,0,76,14,3101,2,nan,Defensive
2016-17,Iowa,13,78,13,3192,5,nan,Offense
2016-17,Iowa,0,80,13,3085,6,nan,Defensive
2017-18,Iowa,12,64,12,2513,2,nan,Offense
2017-18,Iowa,0,62,12,2430,1,nan,Defensive
2013-14,Iowa,13,65,13,2598,3,nan,Offense
2013-14,Iowa,0,89,13,3633,9,nan,Defensive
2014-15,Iowa,13,65,13,2459,3,nan,Offense
2014-15,Iowa,0,79,13,3088,5,nan,Defensive
2015-16,Iowa,14,68,14,2698,4,nan,Offense
2015-16,Iowa,0,76,14,3101,2,nan,Defensive
2016-17,Iowa,13,78,13,3192,5,nan,Offense
2016-17,Iowa,0,80,13,3085,6,nan,Defensive
2017-18,Iowa,12,64,12,2513,2,nan,Offense
2017-18,Iowa,0,62,12,2430,1,nan,Defensive
2013-14,Indiana,12,54,12,2110,3,nan,Offense
2013-14,Indiana,0,44,12,1894,7,nan,Defensive
2014-15,Indiana,12,77,12,3133,7,nan,Offense
2014-15,Indiana,0,67,12,2663,6,nan,Defensive
2015-16,Indiana,13,64,13,2628,5,nan,Offense
2015-16,Indiana,0,68,13,2822,4,nan,Defensive
2016-17,Indiana,13,64,13,2471,nan,nan,Offense
2016-17,Indiana,0,81,13,3159,8,nan,Defensive
2017-18,Indiana,12,86,12,3459,5,nan,Offense
2017-18,Indiana,0,95,12,4052,7,nan,Defensive
2013-14,Louisiana,13,53,13,2210,6,nan,Offense
2013-14,Louisiana,0,56,13,2355,5,nan,Defensive
2014-15,Louisiana,13,59,13,2486,6,nan,Offense
2014-15,Louisiana,0,58,13,2343,3,nan,Defensive
2015-16,Louisiana,12,60,12,2501,4,nan,Offense
2015-16,Louisiana,0,56,12,2120,1,nan,Defensive
2016-17,Louisiana,13,67,13,2865,4,nan,Offense
2016-17,Louisiana,0,68,13,2669,2,nan,Defensive
2017-18,Louisiana,12,64,12,2606,6,nan,Offense
2017-18,Louisiana,0,51,12,2285,6,nan,Defensive
2013-14,Louisiana,13,53,13,2210,6,nan,Offense
2013-14,Louisiana,0,56,13,2355,5,nan,Defensive
2014-15,Louisiana,13,59,13,2486,6,nan,Offense
2014-15,Louisiana,0,58,13,2343,3,nan,Defensive
2015-16,Louisiana,12,60,12,2501,4,nan,Offense
2015-16,Louisiana,0,56,12,2120,1,nan,Defensive
2016-17,Louisiana,13,67,13,2865,4,nan,Offense
2016-17,Louisiana,0,68,13,2669,2,nan,Defensive
2017-18,Louisiana,12,64,12,2606,6,nan,Offense
2017-18,Louisiana,0,51,12,2285,6,nan,Defensive
2013-14,La.-Monroe,12,82,12,3668,11,nan,Offense
2013-14,La.-Monroe,0,75,12,3221,5,nan,Defensive
2014-15,La.-Monroe,12,78,12,3232,8,nan,Offense
2014-15,La.-Monroe,0,74,12,3077,1,nan,Defensive
2015-16,La.-Monroe,13,90,13,3192,3,nan,Offense
2015-16,La.-Monroe,0,69,13,2815,9,nan,Defensive
2016-17,La.-Monroe,12,64,12,2575,3,nan,Offense
2016-17,La.-Monroe,0,44,12,1689,1,nan,Defensive
2017-18,La.-Monroe,12,58,12,2433,5,nan,Offense
2017-18,La.-Monroe,0,52,12,2122,2,nan,Defensive
2013-14,La.-Monroe,12,82,12,3668,11,nan,Offense
2013-14,La.-Monroe,0,75,12,3221,5,nan,Defensive
2014-15,La.-Monroe,12,78,12,3232,8,nan,Offense
2014-15,La.-Monroe,0,74,12,3077,1,nan,Defensive
2015-16,La.-Monroe,13,90,13,3192,3,nan,Offense
2015-16,La.-Monroe,0,69,13,2815,9,nan,Defensive
2016-17,La.-Monroe,12,64,12,2575,3,nan,Offense
2016-17,La.-Monroe,0,44,12,1689,1,nan,Defensive
2017-18,La.-Monroe,12,58,12,2433,5,nan,Offense
2017-18,La.-Monroe,0,52,12,2122,2,nan,Defensive
2013-14,La.-Monroe,12,82,12,3668,11,nan,Offense
2013-14,La.-Monroe,0,75,12,3221,5,nan,Defensive
2014-15,La.-Monroe,12,78,12,3232,8,nan,Offense
2014-15,La.-Monroe,0,74,12,3077,1,nan,Defensive
2015-16,La.-Monroe,13,90,13,3192,3,nan,Offense
2015-16,La.-Monroe,0,69,13,2815,9,nan,Defensive
2016-17,La.-Monroe,12,64,12,2575,3,nan,Offense
2016-17,La.-Monroe,0,44,12,1689,1,nan,Defensive
2017-18,La.-Monroe,12,58,12,2433,5,nan,Offense
2017-18,La.-Monroe,0,52,12,2122,2,nan,Defensive
2013-14,La.-Monroe,12,82,12,3668,11,nan,Offense
2013-14,La.-Monroe,0,75,12,3221,5,nan,Defensive
2014-15,La.-Monroe,12,78,12,3232,8,nan,Offense
2014-15,La.-Monroe,0,74,12,3077,1,nan,Defensive
2015-16,La.-Monroe,13,90,13,3192,3,nan,Offense
2015-16,La.-Monroe,0,69,13,2815,9,nan,Defensive
2016-17,La.-Monroe,12,64,12,2575,3,nan,Offense
2016-17,La.-Monroe,0,44,12,1689,1,nan,Defensive
2017-18,La.-Monroe,12,58,12,2433,5,nan,Offense
2017-18,La.-Monroe,0,52,12,2122,2,nan,Defensive
2013-14,LSU,13,43,13,1765,4,nan,Offense
2013-14,LSU,0,61,13,2561,5,nan,Defensive
2014-15,LSU,13,71,13,3189,3,nan,Offense
2014-15,LSU,0,90,13,3735,8,nan,Defensive
2015-16,LSU,12,58,12,2359,5,nan,Offense
2015-16,LSU,0,64,12,2826,5,nan,Defensive
2016-17,LSU,12,57,12,2357,3,nan,Offense
2016-17,LSU,0,73,12,3248,3,nan,Defensive
2017-18,LSU,12,54,12,2189,1,nan,Offense
2017-18,LSU,0,69,12,3110,1,nan,Defensive
2013-14,LSU,13,43,13,1765,4,nan,Offense
2013-14,LSU,0,61,13,2561,5,nan,Defensive
2014-15,LSU,13,71,13,3189,3,nan,Offense
2014-15,LSU,0,90,13,3735,8,nan,Defensive
2015-16,LSU,12,58,12,2359,5,nan,Offense
2015-16,LSU,0,64,12,2826,5,nan,Defensive
2016-17,LSU,12,57,12,2357,3,nan,Offense
2016-17,LSU,0,73,12,3248,3,nan,Defensive
2017-18,LSU,12,54,12,2189,1,nan,Offense
2017-18,LSU,0,69,12,3110,1,nan,Defensive
2013-14,LSU,13,43,13,1765,4,nan,Offense
2013-14,LSU,0,61,13,2561,5,nan,Defensive
2014-15,LSU,13,71,13,3189,3,nan,Offense
2014-15,LSU,0,90,13,3735,8,nan,Defensive
2015-16,LSU,12,58,12,2359,5,nan,Offense
2015-16,LSU,0,64,12,2826,5,nan,Defensive
2016-17,LSU,12,57,12,2357,3,nan,Offense
2016-17,LSU,0,73,12,3248,3,nan,Defensive
2017-18,LSU,12,54,12,2189,1,nan,Offense
2017-18,LSU,0,69,12,3110,1,nan,Defensive
2013-14,Kentucky,12,69,12,2807,6,nan,Offense
2013-14,Kentucky,0,52,12,2365,4,nan,Defensive
2014-15,Kentucky,12,66,12,2810,4,nan,Offense
2014-15,Kentucky,0,63,12,2625,5,nan,Defensive
2015-16,Kentucky,12,63,12,2495,2,nan,Offense
2015-16,Kentucky,0,61,12,2432,3,nan,Defensive
2016-17,Kentucky,13,61,13,2335,5,nan,Offense
2016-17,Kentucky,0,60,13,2480,10,nan,Defensive
2017-18,Kentucky,12,60,12,2548,3,nan,Offense
2017-18,Kentucky,0,44,12,1835,3,nan,Defensive
2013-14,Kentucky,12,69,12,2807,6,nan,Offense
2013-14,Kentucky,0,52,12,2365,4,nan,Defensive
2014-15,Kentucky,12,66,12,2810,4,nan,Offense
2014-15,Kentucky,0,63,12,2625,5,nan,Defensive
2015-16,Kentucky,12,63,12,2495,2,nan,Offense
2015-16,Kentucky,0,61,12,2432,3,nan,Defensive
2016-17,Kentucky,13,61,13,2335,5,nan,Offense
2016-17,Kentucky,0,60,13,2480,10,nan,Defensive
2017-18,Kentucky,12,60,12,2548,3,nan,Offense
2017-18,Kentucky,0,44,12,1835,3,nan,Defensive
2013-14,Kentucky,12,69,12,2807,6,nan,Offense
2013-14,Kentucky,0,52,12,2365,4,nan,Defensive
2014-15,Kentucky,12,66,12,2810,4,nan,Offense
2014-15,Kentucky,0,63,12,2625,5,nan,Defensive
2015-16,Kentucky,12,63,12,2495,2,nan,Offense
2015-16,Kentucky,0,61,12,2432,3,nan,Defensive
2016-17,Kentucky,13,61,13,2335,5,nan,Offense
2016-17,Kentucky,0,60,13,2480,10,nan,Defensive
2017-18,Kentucky,12,60,12,2548,3,nan,Offense
2017-18,Kentucky,0,44,12,1835,3,nan,Defensive
2013-14,Kentucky,12,69,12,2807,6,nan,Offense
2013-14,Kentucky,0,52,12,2365,4,nan,Defensive
2014-15,Kentucky,12,66,12,2810,4,nan,Offense
2014-15,Kentucky,0,63,12,2625,5,nan,Defensive
2015-16,Kentucky,12,63,12,2495,2,nan,Offense
2015-16,Kentucky,0,61,12,2432,3,nan,Defensive
2016-17,Kentucky,13,61,13,2335,5,nan,Offense
2016-17,Kentucky,0,60,13,2480,10,nan,Defensive
2017-18,Kentucky,12,60,12,2548,3,nan,Offense
2017-18,Kentucky,0,44,12,1835,3,nan,Defensive
2013-14,Kent St.,12,59,12,2417,4,nan,Offense
2013-14,Kent St.,0,52,12,2069,3,nan,Defensive
2014-15,Kent St.,11,68,11,2966,3,nan,Offense
2014-15,Kent St.,0,54,11,2229,3,nan,Defensive
2015-16,Kent St.,12,93,12,3854,7,nan,Offense
2015-16,Kent St.,0,77,12,3223,7,nan,Defensive
2016-17,Kent St.,12,80,12,3135,1,nan,Offense
2016-17,Kent St.,0,63,12,2668,1,nan,Defensive
2017-18,Kent St.,12,83,12,3528,9,nan,Offense
2017-18,Kent St.,0,57,12,2390,3,nan,Defensive
2013-14,Kent St.,12,59,12,2417,4,nan,Offense
2013-14,Kent St.,0,52,12,2069,3,nan,Defensive
2014-15,Kent St.,11,68,11,2966,3,nan,Offense
2014-15,Kent St.,0,54,11,2229,3,nan,Defensive
2015-16,Kent St.,12,93,12,3854,7,nan,Offense
2015-16,Kent St.,0,77,12,3223,7,nan,Defensive
2016-17,Kent St.,12,80,12,3135,1,nan,Offense
2016-17,Kent St.,0,63,12,2668,1,nan,Defensive
2017-18,Kent St.,12,83,12,3528,9,nan,Offense
2017-18,Kent St.,0,57,12,2390,3,nan,Defensive
2013-14,Kent St.,12,59,12,2417,4,nan,Offense
2013-14,Kent St.,0,52,12,2069,3,nan,Defensive
2014-15,Kent St.,11,68,11,2966,3,nan,Offense
2014-15,Kent St.,0,54,11,2229,3,nan,Defensive
2015-16,Kent St.,12,93,12,3854,7,nan,Offense
2015-16,Kent St.,0,77,12,3223,7,nan,Defensive
2016-17,Kent St.,12,80,12,3135,1,nan,Offense
2016-17,Kent St.,0,63,12,2668,1,nan,Defensive
2017-18,Kent St.,12,83,12,3528,9,nan,Offense
2017-18,Kent St.,0,57,12,2390,3,nan,Defensive
2013-14,Kent St.,12,59,12,2417,4,nan,Offense
2013-14,Kent St.,0,52,12,2069,3,nan,Defensive
2014-15,Kent St.,11,68,11,2966,3,nan,Offense
2014-15,Kent St.,0,54,11,2229,3,nan,Defensive
2015-16,Kent St.,12,93,12,3854,7,nan,Offense
2015-16,Kent St.,0,77,12,3223,7,nan,Defensive
2016-17,Kent St.,12,80,12,3135,1,nan,Offense
2016-17,Kent St.,0,63,12,2668,1,nan,Defensive
2017-18,Kent St.,12,83,12,3528,9,nan,Offense
2017-18,Kent St.,0,57,12,2390,3,nan,Defensive
2013-14,Massachusetts,12,69,12,2572,4,nan,Offense
2013-14,Massachusetts,0,42,12,1752,2,nan,Defensive
2014-15,Massachusetts,12,58,12,2150,6,nan,Offense
2014-15,Massachusetts,0,56,12,2299,5,nan,Defensive
2015-16,Massachusetts,12,66,12,2762,5,nan,Offense
2015-16,Massachusetts,0,62,12,2570,8,nan,Defensive
2016-17,Massachusetts,12,63,12,2582,2,nan,Offense
2016-17,Massachusetts,0,55,12,2099,4,nan,Defensive
2017-18,Massachusetts,12,65,12,2772,6,nan,Offense
2017-18,Massachusetts,0,63,12,2597,6,nan,Defensive
2013-14,Massachusetts,12,69,12,2572,4,nan,Offense
2013-14,Massachusetts,0,42,12,1752,2,nan,Defensive
2014-15,Massachusetts,12,58,12,2150,6,nan,Offense
2014-15,Massachusetts,0,56,12,2299,5,nan,Defensive
2015-16,Massachusetts,12,66,12,2762,5,nan,Offense
2015-16,Massachusetts,0,62,12,2570,8,nan,Defensive
2016-17,Massachusetts,12,63,12,2582,2,nan,Offense
2016-17,Massachusetts,0,55,12,2099,4,nan,Defensive
2017-18,Massachusetts,12,65,12,2772,6,nan,Offense
2017-18,Massachusetts,0,63,12,2597,6,nan,Defensive
2013-14,Massachusetts,12,69,12,2572,4,nan,Offense
2013-14,Massachusetts,0,42,12,1752,2,nan,Defensive
2014-15,Massachusetts,12,58,12,2150,6,nan,Offense
2014-15,Massachusetts,0,56,12,2299,5,nan,Defensive
2015-16,Massachusetts,12,66,12,2762,5,nan,Offense
2015-16,Massachusetts,0,62,12,2570,8,nan,Defensive
2016-17,Massachusetts,12,63,12,2582,2,nan,Offense
2016-17,Massachusetts,0,55,12,2099,4,nan,Defensive
2017-18,Massachusetts,12,65,12,2772,6,nan,Offense
