Date,Opponent,Result,G,TDs,KickPAT,PATAtt,RushPAT,Ru2PTAtt,ReceivingPAT,Pass2PtConv,Pass2PTAtt,KickReturnPAT,FumbRetPAT,FG,Safeties,Points,Team,OffenseDefense
11/05/2016,Georgia,L 24 - 27,1/,3,3,3,nan,nan,nan,nan,nan,nan,nan,1,nan,24,Kentucky Wildcats,Offense
11/05/2016,Georgia,L 24 - 27,1/,2,1,1,nan,nan,1/,1,1,nan,nan,4,nan,27,Kentucky Wildcats,Defense
11/12/2016,@ Tennessee,L 36 - 49,1/,4,3,3,nan,1/,nan,nan,nan,nan,nan,3,nan,36,Kentucky Wildcats,Offense
11/12/2016,@ Tennessee,L 36 - 49,1/,7,7,7,nan,nan,nan,nan,nan,nan,nan,nan,nan,49,Kentucky Wildcats,Defense
11/19/2016,Austin Peay,W 49 - 13,1/,7,7,7,nan,nan,nan,nan,nan,nan,nan,nan,nan,49,Kentucky Wildcats,Offense
11/19/2016,Austin Peay,W 49 - 13,1/,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,13,Kentucky Wildcats,Defense
11/26/2016,@ Louisville,W 41 - 38,1/,5,5,5,nan,nan,nan,nan,nan,nan,nan,2,nan,41,Kentucky Wildcats,Offense
11/26/2016,@ Louisville,W 41 - 38,1/,5,5,5,nan,nan,nan,nan,nan,nan,nan,1,nan,38,Kentucky Wildcats,Defense
12/31/2016,"Georgia Tech @ Jacksonville, Fla.",L 18 - 33,1/,2,1,1,nan,nan,1/,1,1,nan,nan,1,nan,18,Kentucky Wildcats,Offense
12/31/2016,"Georgia Tech @ Jacksonville, Fla.",L 18 - 33,1/,3,3,3,nan,nan,nan,nan,nan,nan,nan,4,nan,33,Kentucky Wildcats,Defense
09/05/2015,Louisiana,W 40 - 33,1/,5,4,5,nan,nan,nan,nan,nan,nan,nan,2,nan,40,Kentucky Wildcats,Offense
09/05/2015,Louisiana,W 40 - 33,1/,4,2,2,1/,1/,1/,1,1,nan,nan,1,nan,33,Kentucky Wildcats,Defense
09/12/2015,@ South Carolina,W 26 - 22,1/,3,3,3,nan,nan,nan,nan,nan,nan,1/,1,nan,26,Kentucky Wildcats,Offense
09/12/2015,@ South Carolina,W 26 - 22,1/,2,1,1,nan,1/,nan,nan,nan,nan,nan,3,nan,22,Kentucky Wildcats,Defense
09/19/2015,Florida,L 9 - 14,1/,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3,nan,9,Kentucky Wildcats,Offense
09/19/2015,Florida,L 9 - 14,1/,2,2,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,14,Kentucky Wildcats,Defense
09/26/2015,Missouri,W 21 - 13,1/,3,3,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,21,Kentucky Wildcats,Offense
09/26/2015,Missouri,W 21 - 13,1/,1,1,1,nan,nan,nan,nan,nan,nan,nan,2,nan,13,Kentucky Wildcats,Defense
10/03/2015,Eastern Ky.,W 34 - 27 (1OT),1/,5,4,5,nan,nan,nan,nan,nan,nan,nan,nan,nan,34,Kentucky Wildcats,Offense
10/03/2015,Eastern Ky.,W 34 - 27 (1OT),1/,4,3,4,nan,nan,nan,nan,nan,nan,nan,nan,nan,27,Kentucky Wildcats,Defense
10/15/2015,Auburn,L 27 - 30,1/,3,3,3,nan,nan,nan,nan,nan,nan,nan,2,nan,27,Kentucky Wildcats,Offense
10/15/2015,Auburn,L 27 - 30,1/,3,3,3,nan,nan,nan,nan,nan,nan,nan,3,nan,30,Kentucky Wildcats,Defense
10/24/2015,@ Mississippi St.,L 16 - 42,1/,1,1,1,nan,nan,nan,nan,nan,nan,nan,3,nan,16,Kentucky Wildcats,Offense
10/24/2015,@ Mississippi St.,L 16 - 42,1/,6,6,6,nan,nan,nan,nan,nan,nan,nan,nan,nan,42,Kentucky Wildcats,Defense
10/31/2015,Tennessee,L 21 - 52,1/,3,3,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,21,Kentucky Wildcats,Offense
10/31/2015,Tennessee,L 21 - 52,1/,7,7,7,nan,nan,nan,nan,nan,nan,nan,1,nan,52,Kentucky Wildcats,Defense
11/07/2015,@ Georgia,L 3 - 27,1/,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,nan,3,Kentucky Wildcats,Offense
11/07/2015,@ Georgia,L 3 - 27,1/,3,3,3,nan,nan,nan,nan,nan,nan,nan,2,nan,27,Kentucky Wildcats,Defense
11/14/2015,@ Vanderbilt,L 17 - 21,1/,2,2,2,nan,nan,nan,nan,nan,nan,nan,1,nan,17,Kentucky Wildcats,Offense
11/14/2015,@ Vanderbilt,L 17 - 21,1/,3,3,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,21,Kentucky Wildcats,Defense
11/21/2015,Charlotte,W 58 - 10,1/,7,7,7,nan,nan,nan,nan,nan,nan,nan,3,nan,58,Kentucky Wildcats,Offense
11/21/2015,Charlotte,W 58 - 10,1/,1,1,1,nan,nan,nan,nan,nan,nan,nan,1,nan,10,Kentucky Wildcats,Defense
11/28/2015,Louisville,L 24 - 38,1/,3,3,3,nan,nan,nan,nan,nan,nan,nan,1,nan,24,Kentucky Wildcats,Offense
11/28/2015,Louisville,L 24 - 38,1/,5,5,5,nan,nan,nan,nan,nan,nan,nan,1,nan,38,Kentucky Wildcats,Defense
08/31/2013,"Western Ky. @ Nashville, TN",L 26 - 35,1/,3,2,3,nan,nan,nan,,nan,nan,nan,2,nan,26,Kentucky Wildcats,Offense
08/31/2013,"Western Ky. @ Nashville, TN",L 26 - 35,1/,5,5,5,nan,nan,nan,,nan,nan,nan,nan,nan,35,Kentucky Wildcats,Defense
09/07/2013,Miami (OH),W 41 - 7,1/,5,5,5,nan,nan,nan,,nan,nan,nan,2,nan,41,Kentucky Wildcats,Offense
09/07/2013,Miami (OH),W 41 - 7,1/,1,1,1,nan,nan,nan,,nan,nan,nan,nan,nan,7,Kentucky Wildcats,Defense
09/14/2013,Louisville,L 13 - 27,1/,1,1,1,nan,nan,nan,,nan,nan,nan,2,nan,13,Kentucky Wildcats,Offense
09/14/2013,Louisville,L 13 - 27,1/,3,3,3,nan,nan,nan,,nan,nan,nan,2,nan,27,Kentucky Wildcats,Defense
09/28/2013,Florida,L 7 - 24,1/,1,1,1,nan,nan,nan,,nan,nan,nan,nan,nan,7,Kentucky Wildcats,Offense
09/28/2013,Florida,L 7 - 24,1/,3,3,3,nan,nan,nan,,nan,nan,nan,1,nan,24,Kentucky Wildcats,Defense
10/05/2013,@ South Carolina,L 28 - 35,1/,4,4,4,nan,nan,nan,,nan,nan,nan,nan,nan,28,Kentucky Wildcats,Offense
10/05/2013,@ South Carolina,L 28 - 35,1/,4,3,3,nan,nan,1/,,1/,nan,nan,2,nan,35,Kentucky Wildcats,Defense
10/12/2013,Alabama,L 7 - 48,1/,1,1,1,nan,nan,nan,,nan,nan,nan,nan,nan,7,Kentucky Wildcats,Offense
10/12/2013,Alabama,L 7 - 48,1/,6,6,6,nan,nan,nan,,nan,nan,nan,2,nan,48,Kentucky Wildcats,Defense
10/24/2013,@ Mississippi St.,L 22 - 28,1/,2,2,2,nan,nan,nan,,nan,nan,nan,2,1/,22,Kentucky Wildcats,Offense
10/24/2013,@ Mississippi St.,L 22 - 28,1/,4,4,4,nan,nan,nan,,nan,nan,nan,nan,nan,28,Kentucky Wildcats,Defense
11/02/2013,Alabama St.,W 48 - 14,1/,6,6,6,nan,nan,nan,,nan,nan,nan,2,nan,48,Kentucky Wildcats,Offense
11/02/2013,Alabama St.,W 48 - 14,1/,2,2,2,nan,nan,nan,,nan,nan,nan,nan,nan,14,Kentucky Wildcats,Defense
11/09/2013,Missouri,L 17 - 48,1/,2,2,2,nan,nan,nan,,nan,nan,nan,1,nan,17,Kentucky Wildcats,Offense
11/09/2013,Missouri,L 17 - 48,1/,7,6,7,nan,nan,nan,,nan,nan,nan,nan,nan,48,Kentucky Wildcats,Defense
11/16/2013,@ Vanderbilt,L 6 - 22,1/,1,nan,1,nan,nan,nan,,nan,nan,nan,nan,nan,6,Kentucky Wildcats,Offense
11/16/2013,@ Vanderbilt,L 6 - 22,1/,2,2,2,nan,nan,nan,,nan,1/,nan,2,nan,22,Kentucky Wildcats,Defense
11/23/2013,@ Georgia,L 17 - 59,1/,2,2,2,nan,nan,nan,,nan,nan,nan,1,nan,17,Kentucky Wildcats,Offense
11/23/2013,@ Georgia,L 17 - 59,1/,8,8,8,nan,nan,nan,,nan,nan,nan,1,nan,59,Kentucky Wildcats,Defense
11/30/2013,Tennessee,L 14 - 27,1/,2,2,2,nan,nan,nan,,nan,nan,nan,nan,nan,14,Kentucky Wildcats,Offense
11/30/2013,Tennessee,L 14 - 27,1/,4,3,4,nan,nan,nan,,nan,nan,nan,nan,nan,27,Kentucky Wildcats,Defense
08/30/2014,UT Martin,W 59 - 14,1/,8,8,8,nan,nan,nan,,nan,nan,nan,1,nan,59,Kentucky Wildcats,Offense
08/30/2014,UT Martin,W 59 - 14,1/,2,2,2,nan,nan,nan,,nan,nan,nan,nan,nan,14,Kentucky Wildcats,Defense
09/06/2014,Ohio,W 20 - 3,1/,2,2,2,nan,nan,nan,,nan,nan,nan,2,nan,20,Kentucky Wildcats,Offense
09/06/2014,Ohio,W 20 - 3,1/,nan,nan,nan,nan,nan,nan,,nan,nan,nan,1,nan,3,Kentucky Wildcats,Defense
09/13/2014,@ Florida,L 30 - 36 (3OT),1/,3,3,3,nan,nan,nan,,nan,nan,nan,3,nan,30,Kentucky Wildcats,Offense
09/13/2014,@ Florida,L 30 - 36 (3OT),1/,4,3,3,nan,nan,nan,,nan,nan,nan,3,nan,36,Kentucky Wildcats,Defense
09/27/2014,Vanderbilt,W 17 - 7,1/,2,2,2,nan,nan,nan,,nan,nan,nan,1,nan,17,Kentucky Wildcats,Offense
09/27/2014,Vanderbilt,W 17 - 7,1/,1,1,1,nan,nan,nan,,nan,nan,nan,nan,nan,7,Kentucky Wildcats,Defense
10/04/2014,South Carolina,W 45 - 38,1/,6,6,6,nan,nan,nan,,nan,nan,nan,1,nan,45,Kentucky Wildcats,Offense
10/04/2014,South Carolina,W 45 - 38,1/,5,5,5,nan,nan,nan,,nan,nan,nan,1,nan,38,Kentucky Wildcats,Defense
10/11/2014,La.-Monroe,W 48 - 14,1/,6,6,6,nan,nan,nan,,nan,nan,nan,2,nan,48,Kentucky Wildcats,Offense
10/11/2014,La.-Monroe,W 48 - 14,1/,2,2,2,nan,nan,nan,,nan,nan,nan,nan,nan,14,Kentucky Wildcats,Defense
10/18/2014,@ LSU,L 3 - 41,1/,nan,nan,nan,nan,nan,nan,,nan,nan,nan,1,nan,3,Kentucky Wildcats,Offense
10/18/2014,@ LSU,L 3 - 41,1/,5,5,5,nan,nan,nan,,nan,nan,nan,2,nan,41,Kentucky Wildcats,Defense
10/25/2014,Mississippi St.,L 31 - 45,1/,4,4,4,nan,nan,nan,,nan,nan,nan,1,nan,31,Kentucky Wildcats,Offense
10/25/2014,Mississippi St.,L 31 - 45,1/,6,6,6,nan,nan,nan,,nan,nan,nan,1,nan,45,Kentucky Wildcats,Defense
11/01/2014,@ Missouri,L 10 - 20,1/,1,1,1,nan,nan,nan,,nan,nan,nan,1,nan,10,Kentucky Wildcats,Offense
11/01/2014,@ Missouri,L 10 - 20,1/,2,2,2,nan,nan,nan,,nan,nan,nan,2,nan,20,Kentucky Wildcats,Defense
11/08/2014,Georgia,L 31 - 63,1/,4,4,4,nan,nan,nan,,nan,nan,nan,1,nan,31,Kentucky Wildcats,Offense
11/08/2014,Georgia,L 31 - 63,1/,9,9,9,nan,nan,nan,,nan,nan,nan,nan,nan,63,Kentucky Wildcats,Defense
11/15/2014,@ Tennessee,L 16 - 50,1/,1,1,1,nan,nan,nan,,nan,nan,nan,3,nan,16,Kentucky Wildcats,Offense
11/15/2014,@ Tennessee,L 16 - 50,1/,6,5,6,nan,nan,nan,,nan,nan,nan,3,nan,50,Kentucky Wildcats,Defense
11/29/2014,@ Louisville,L 40 - 44,1/,4,4,4,nan,nan,nan,,nan,nan,nan,4,nan,40,Kentucky Wildcats,Offense
11/29/2014,@ Louisville,L 40 - 44,1/,6,5,5,nan,nan,nan,,1,nan,nan,1,nan,44,Kentucky Wildcats,Defense
08/29/2013,Liberty,W 17 - 10,1/,2,2,2,nan,nan,nan,,nan,nan,nan,1,nan,17,Kent St. Golden Flashes,Offense
08/29/2013,Liberty,W 17 - 10,1/,1,1,1,nan,nan,nan,,nan,nan,nan,1,nan,10,Kent St. Golden Flashes,Defense
09/07/2013,Bowling Green,L 22 - 41,1/,3,2,2,1/,1/,nan,,nan,nan,nan,nan,nan,22,Kent St. Golden Flashes,Offense
09/07/2013,Bowling Green,L 22 - 41,1/,5,5,5,nan,nan,nan,,nan,nan,nan,2,nan,41,Kent St. Golden Flashes,Defense
09/14/2013,@ LSU,L 13 - 45,1/,1,1,1,nan,nan,nan,,nan,nan,nan,2,nan,13,Kent St. Golden Flashes,Offense
09/14/2013,@ LSU,L 13 - 45,1/,6,6,6,nan,nan,nan,,nan,nan,nan,1,nan,45,Kent St. Golden Flashes,Defense
09/21/2013,@ Penn St.,L 0 - 34,1/,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,Kent St. Golden Flashes,Offense
09/21/2013,@ Penn St.,L 0 - 34,1/,4,4,4,nan,nan,nan,,nan,nan,nan,2,nan,34,Kent St. Golden Flashes,Defense
09/28/2013,@ Western Mich.,W 32 - 14,1/,4,3,3,nan,nan,1/,,1/,nan,nan,1,nan,32,Kent St. Golden Flashes,Offense
09/28/2013,@ Western Mich.,W 32 - 14,1/,2,2,2,nan,nan,nan,,nan,nan,nan,nan,nan,14,Kent St. Golden Flashes,Defense
10/05/2013,Northern Ill.,L 24 - 38,1/,3,3,3,nan,nan,nan,,nan,nan,nan,1,nan,24,Kent St. Golden Flashes,Offense
10/05/2013,Northern Ill.,L 24 - 38,1/,5,5,5,nan,nan,nan,,nan,nan,nan,1,nan,38,Kent St. Golden Flashes,Defense
10/12/2013,@ Ball St.,L 24 - 27,1/,3,3,3,nan,nan,nan,,nan,nan,nan,1,nan,24,Kent St. Golden Flashes,Offense
10/12/2013,@ Ball St.,L 24 - 27,1/,4,3,4,nan,nan,nan,,nan,nan,nan,nan,nan,27,Kent St. Golden Flashes,Defense
10/19/2013,@ South Ala.,L 21 - 38,1/,3,3,3,nan,nan,nan,,nan,nan,nan,nan,nan,21,Kent St. Golden Flashes,Offense
10/19/2013,@ South Ala.,L 21 - 38,1/,5,5,5,nan,nan,nan,,nan,nan,nan,1,nan,38,Kent St. Golden Flashes,Defense
10/26/2013,Buffalo,L 21 - 41,1/,3,3,3,nan,nan,nan,,nan,nan,nan,nan,nan,21,Kent St. Golden Flashes,Offense
10/26/2013,Buffalo,L 21 - 41,1/,6,5,6,nan,nan,nan,,nan,nan,nan,nan,nan,41,Kent St. Golden Flashes,Defense
11/02/2013,@ Akron,L 7 - 16,1/,1,1,1,nan,nan,nan,,nan,nan,nan,nan,nan,7,Kent St. Golden Flashes,Offense
11/02/2013,@ Akron,L 7 - 16,1/,1,1,1,nan,nan,nan,,nan,nan,nan,3,nan,16,Kent St. Golden Flashes,Defense
11/13/2013,Miami (OH),W 24 - 6,1/,3,3,3,nan,nan,nan,,nan,nan,nan,1,nan,24,Kent St. Golden Flashes,Offense
11/13/2013,Miami (OH),W 24 - 6,1/,nan,nan,nan,nan,nan,nan,,nan,nan,nan,2,nan,6,Kent St. Golden Flashes,Defense
11/19/2013,@ Ohio,W 44 - 13,1/,5,5,5,nan,nan,nan,,nan,nan,nan,3,nan,44,Kent St. Golden Flashes,Offense
11/19/2013,@ Ohio,W 44 - 13,1/,1,1,1,nan,nan,nan,,nan,nan,nan,2,nan,13,Kent St. Golden Flashes,Defense
09/05/2015,@ Illinois,L 3 - 52,1/,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,nan,3,Kent St. Golden Flashes,Offense
09/05/2015,@ Illinois,L 3 - 52,1/,7,7,7,nan,nan,nan,nan,nan,nan,nan,1,nan,52,Kent St. Golden Flashes,Defense
09/12/2015,Delaware St.,W 45 - 13,1/,6,3,3,1/,1/,1/,1,2/,nan,nan,nan,1/,45,Kent St. Golden Flashes,Offense
09/12/2015,Delaware St.,W 45 - 13,1/,2,1,1,nan,1/,nan,nan,nan,nan,nan,nan,nan,13,Kent St. Golden Flashes,Defense
09/19/2015,@ Minnesota,L 7 - 10,1/,1,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,7,Kent St. Golden Flashes,Offense
09/19/2015,@ Minnesota,L 7 - 10,1/,1,1,1,nan,nan,nan,nan,nan,nan,nan,1,nan,10,Kent St. Golden Flashes,Defense
09/26/2015,Marshall,L 29 - 36 (2OT),1/,4,2,2,nan,1/,nan,nan,1,nan,nan,1,nan,29,Kent St. Golden Flashes,Offense
09/26/2015,Marshall,L 29 - 36 (2OT),1/,5,4,4,1/,1/,nan,nan,nan,nan,nan,nan,nan,36,Kent St. Golden Flashes,Defense
10/03/2015,Miami (OH),W 20 - 14,1/,2,2,2,nan,nan,nan,nan,nan,nan,nan,2,nan,20,Kent St. Golden Flashes,Offense
10/03/2015,Miami (OH),W 20 - 14,1/,2,2,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,14,Kent St. Golden Flashes,Defense
10/10/2015,@ Toledo,L 7 - 38,1/,1,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,7,Kent St. Golden Flashes,Offense
10/10/2015,@ Toledo,L 7 - 38,1/,5,5,5,nan,nan,nan,nan,nan,nan,nan,1,nan,38,Kent St. Golden Flashes,Defense
10/17/2015,@ Massachusetts,W 15 - 10,1/,1,1,1,nan,nan,nan,nan,nan,nan,nan,2,1/,15,Kent St. Golden Flashes,Offense
10/17/2015,@ Massachusetts,W 15 - 10,1/,1,1,1,nan,nan,nan,nan,nan,nan,nan,1,nan,10,Kent St. Golden Flashes,Defense
10/24/2015,Bowling Green,L 0 - 48,1/,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Kent St. Golden Flashes,Offense
10/24/2015,Bowling Green,L 0 - 48,1/,6,6,6,nan,nan,nan,nan,nan,nan,nan,2,nan,48,Kent St. Golden Flashes,Defense
11/05/2015,Buffalo,L 17 - 18,1/,2,2,2,nan,nan,nan,nan,nan,nan,nan,1,nan,17,Kent St. Golden Flashes,Offense
11/05/2015,Buffalo,L 17 - 18,1/,3,nan,1,nan,nan,nan,nan,2/,nan,nan,nan,nan,18,Kent St. Golden Flashes,Defense
11/10/2015,@ Ohio,L 0 - 27,1/,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Kent St. Golden Flashes,Offense
11/10/2015,@ Ohio,L 0 - 27,1/,3,3,3,nan,nan,nan,nan,nan,nan,nan,2,nan,27,Kent St. Golden Flashes,Defense
11/18/2015,Central Mich.,L 14 - 27,1/,2,2,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,14,Kent St. Golden Flashes,Offense
11/18/2015,Central Mich.,L 14 - 27,1/,3,3,3,nan,nan,nan,nan,nan,nan,nan,2,nan,27,Kent St. Golden Flashes,Defense
11/27/2015,@ Akron,L 0 - 20,1/,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Kent St. Golden Flashes,Offense
11/27/2015,@ Akron,L 0 - 20,1/,2,2,2,nan,nan,nan,nan,nan,nan,nan,2,nan,20,Kent St. Golden Flashes,Defense
08/30/2014,Ohio,L 14 - 17,1/,2,2,2,nan,nan,nan,,nan,nan,nan,nan,nan,14,Kent St. Golden Flashes,Offense
08/30/2014,Ohio,L 14 - 17,1/,2,2,2,nan,nan,nan,,nan,nan,nan,1,nan,17,Kent St. Golden Flashes,Defense
09/06/2014,South Ala.,L 13 - 23,1/,2,1,1,nan,1/,nan,,nan,nan,nan,nan,nan,13,Kent St. Golden Flashes,Offense
09/06/2014,South Ala.,L 13 - 23,1/,3,3,3,nan,nan,nan,,nan,nan,nan,nan,1/,23,Kent St. Golden Flashes,Defense
09/13/2014,@ Ohio St.,L 0 - 66,1/,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,Kent St. Golden Flashes,Offense
09/13/2014,@ Ohio St.,L 0 - 66,1/,9,9,9,nan,nan,nan,,nan,nan,nan,1,nan,66,Kent St. Golden Flashes,Defense
09/27/2014,@ Virginia,L 13 - 45,1/,1,1,1,nan,nan,nan,,nan,nan,nan,2,nan,13,Kent St. Golden Flashes,Offense
09/27/2014,@ Virginia,L 13 - 45,1/,6,6,6,nan,nan,nan,,nan,nan,nan,1,nan,45,Kent St. Golden Flashes,Defense
10/04/2014,@ Northern Ill.,L 14 - 17,1/,1,nan,nan,nan,nan,1/,,1/,nan,nan,2,nan,14,Kent St. Golden Flashes,Offense
10/04/2014,@ Northern Ill.,L 14 - 17,1/,2,2,2,nan,nan,nan,,nan,nan,nan,1,nan,17,Kent St. Golden Flashes,Defense
10/11/2014,Massachusetts,L 17 - 40,1/,2,2,2,nan,nan,nan,,nan,nan,nan,1,nan,17,Kent St. Golden Flashes,Offense
10/11/2014,Massachusetts,L 17 - 40,1/,5,4,5,nan,nan,nan,,nan,nan,nan,2,nan,40,Kent St. Golden Flashes,Defense
10/18/2014,Army West Point,W 39 - 17,1/,4,3,4,nan,nan,nan,,nan,nan,nan,4,nan,39,Kent St. Golden Flashes,Offense
10/18/2014,Army West Point,W 39 - 17,1/,2,2,2,nan,nan,nan,,nan,nan,nan,1,nan,17,Kent St. Golden Flashes,Defense
10/25/2014,@ Miami (OH),L 3 - 10,1/,nan,nan,nan,nan,nan,nan,,nan,nan,nan,1,nan,3,Kent St. Golden Flashes,Offense
10/25/2014,@ Miami (OH),L 3 - 10,1/,1,1,1,nan,nan,nan,,nan,nan,nan,1,nan,10,Kent St. Golden Flashes,Defense
11/04/2014,Toledo,L 20 - 30,1/,3,2,2,nan,nan,nan,,1/,nan,nan,nan,nan,20,Kent St. Golden Flashes,Offense
11/04/2014,Toledo,L 20 - 30,1/,3,3,3,nan,nan,nan,,nan,nan,nan,3,nan,30,Kent St. Golden Flashes,Defense
11/12/2014,@ Bowling Green,L 20 - 30,1/,3,2,3,nan,nan,nan,,nan,nan,nan,nan,nan,20,Kent St. Golden Flashes,Offense
11/12/2014,@ Bowling Green,L 20 - 30,1/,3,3,3,nan,nan,nan,,nan,nan,nan,3,nan,30,Kent St. Golden Flashes,Defense
11/28/2014,Akron,W 27 - 24,1/,4,3,3,nan,1/,nan,,nan,nan,nan,nan,nan,27,Kent St. Golden Flashes,Offense
11/28/2014,Akron,W 27 - 24,1/,3,3,3,nan,nan,nan,,nan,nan,nan,1,nan,24,Kent St. Golden Flashes,Defense
09/03/2016,@ Penn St.,L 13 - 33,1/,1,1,1,nan,nan,nan,nan,nan,nan,nan,2,nan,13,Kent St. Golden Flashes,Offense
09/03/2016,@ Penn St.,L 13 - 33,1/,4,3,3,nan,1,nan,nan,nan,nan,nan,2,nan,33,Kent St. Golden Flashes,Defense
09/10/2016,N.C. A&T,L 36 - 39 (4OT),1/,4,3,3,nan,nan,nan,nan,1,nan,nan,3,nan,36,Kent St. Golden Flashes,Offense
09/10/2016,N.C. A&T,L 36 - 39 (4OT),1/,5,3,3,nan,1,nan,nan,nan,nan,nan,2,nan,39,Kent St. Golden Flashes,Defense
09/17/2016,Monmouth,W 27 - 7,1/,3,3,3,nan,nan,nan,nan,nan,nan,nan,2,nan,27,Kent St. Golden Flashes,Offense
09/17/2016,Monmouth,W 27 - 7,1/,1,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,7,Kent St. Golden Flashes,Defense
09/24/2016,@ Alabama,L 0 - 48,1/,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Kent St. Golden Flashes,Offense
09/24/2016,@ Alabama,L 0 - 48,1/,6,6,6,nan,nan,nan,nan,nan,nan,nan,2,nan,48,Kent St. Golden Flashes,Defense
10/01/2016,Akron,L 27 - 31,1/,3,3,3,nan,nan,nan,nan,nan,nan,nan,2,nan,27,Kent St. Golden Flashes,Offense
10/01/2016,Akron,L 27 - 31,1/,4,4,4,nan,nan,nan,nan,nan,nan,nan,1,nan,31,Kent St. Golden Flashes,Defense
10/08/2016,@ Buffalo,W 44 - 20,1/,5,5,5,nan,nan,nan,nan,nan,nan,nan,3,nan,44,Kent St. Golden Flashes,Offense
10/08/2016,@ Buffalo,W 44 - 20,1/,2,2,2,nan,nan,nan,nan,nan,nan,nan,2,nan,20,Kent St. Golden Flashes,Defense
10/15/2016,@ Miami (OH),L 14 - 18,1/,2,2,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,14,Kent St. Golden Flashes,Offense
10/15/2016,@ Miami (OH),L 14 - 18,1/,2,1,1,nan,nan,nan,nan,1,nan,nan,1,1/,18,Kent St. Golden Flashes,Defense
10/22/2016,Ohio,L 10 - 14,1/,1,1,1,nan,nan,nan,nan,nan,nan,nan,1,nan,10,Kent St. Golden Flashes,Offense
10/22/2016,Ohio,L 10 - 14,1/,2,2,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,14,Kent St. Golden Flashes,Defense
10/29/2016,@ Central Mich.,W 27 - 24,1/,3,3,3,nan,nan,nan,nan,nan,nan,nan,2,nan,27,Kent St. Golden Flashes,Offense
10/29/2016,@ Central Mich.,W 27 - 24,1/,3,2,2,nan,nan,1/,1,1,nan,nan,nan,1/,24,Kent St. Golden Flashes,Defense
11/08/2016,Western Mich.,L 21 - 37,1/,3,3,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,21,Kent St. Golden Flashes,Offense
11/08/2016,Western Mich.,L 21 - 37,1/,4,3,3,nan,nan,1/,1,1,nan,nan,2,1/,37,Kent St. Golden Flashes,Defense
11/15/2016,@ Bowling Green,L 7 - 42,1/,1,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,7,Kent St. Golden Flashes,Offense
11/15/2016,@ Bowling Green,L 7 - 42,1/,6,6,6,nan,nan,nan,nan,nan,nan,nan,nan,nan,42,Kent St. Golden Flashes,Defense
11/25/2016,Northern Ill.,L 21 - 31,1/,3,3,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,21,Kent St. Golden Flashes,Offense
11/25/2016,Northern Ill.,L 21 - 31,1/,4,4,4,nan,nan,nan,nan,nan,nan,nan,1,nan,31,Kent St. Golden Flashes,Defense
08/30/2014,Boston College,L 7 - 30,1/,1,1,1,nan,nan,nan,,nan,nan,nan,nan,nan,7,Massachusetts Minutemen,Offense
08/30/2014,Boston College,L 7 - 30,1/,3,3,3,nan,nan,nan,,nan,nan,nan,3,nan,30,Massachusetts Minutemen,Defense
09/06/2014,Colorado,L 38 - 41,1/,5,5,5,nan,nan,nan,,nan,nan,nan,1,nan,38,Massachusetts Minutemen,Offense
09/06/2014,Colorado,L 38 - 41,1/,5,5,5,nan,nan,nan,,nan,nan,nan,2,nan,41,Massachusetts Minutemen,Defense
09/13/2014,@ Vanderbilt,L 31 - 34,1/,4,4,4,nan,nan,nan,,nan,nan,nan,1,nan,31,Massachusetts Minutemen,Offense
09/13/2014,@ Vanderbilt,L 31 - 34,1/,5,2,2,nan,2/,1/,,1/,nan,nan,nan,nan,34,Massachusetts Minutemen,Defense
09/20/2014,@ Penn St.,L 7 - 48,1/,1,1,1,nan,nan,nan,,nan,nan,nan,nan,nan,7,Massachusetts Minutemen,Offense
09/20/2014,@ Penn St.,L 7 - 48,1/,6,6,6,nan,nan,nan,,nan,nan,nan,2,nan,48,Massachusetts Minutemen,Defense
09/27/2014,Bowling Green,L 42 - 47,1/,6,6,6,nan,nan,nan,,nan,nan,nan,nan,nan,42,Massachusetts Minutemen,Offense
