Date,Opponent,Result,G,TDs,KickPAT,PATAtt,RushPAT,Ru2PTAtt,ReceivingPAT,Pass2PtConv,Pass2PTAtt,KickReturnPAT,FumbRetPAT,FG,Safeties,Points,Team,OffenseDefense
11/07/2015,LSU,W 30 - 16,1/,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,nan,16,Alabama Crimson Tide,Defense
11/14/2015,@ Mississippi St.,W 31 - 6,1/,4,4,4,nan,nan,nan,nan,nan,nan,nan,1,nan,31,Alabama Crimson Tide,Offense
11/14/2015,@ Mississippi St.,W 31 - 6,1/,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2,nan,6,Alabama Crimson Tide,Defense
11/21/2015,Charleston So.,W 56 - 6,1/,8,8,8,nan,nan,nan,nan,nan,nan,nan,nan,nan,56,Alabama Crimson Tide,Offense
11/21/2015,Charleston So.,W 56 - 6,1/,1,nan,nan,nan,nan,nan,nan,1,nan,nan,nan,nan,6,Alabama Crimson Tide,Defense
11/28/2015,@ Auburn,W 29 - 13,1/,2,2,2,nan,nan,nan,nan,nan,nan,nan,5,nan,29,Alabama Crimson Tide,Offense
11/28/2015,@ Auburn,W 29 - 13,1/,1,1,1,nan,nan,nan,nan,nan,nan,nan,2,nan,13,Alabama Crimson Tide,Defense
12/05/2015,"Florida @ Atltana, Ga.",W 29 - 15,1/,3,3,3,nan,nan,nan,nan,nan,nan,nan,2,1/,29,Alabama Crimson Tide,Offense
12/05/2015,"Florida @ Atltana, Ga.",W 29 - 15,1/,2,1,1,1/,1/,nan,nan,nan,nan,nan,nan,nan,15,Alabama Crimson Tide,Defense
12/31/2015,"Michigan St. @ Arlington, Texas",W 38 - 0,1/,5,5,5,nan,nan,nan,nan,nan,nan,nan,1,nan,38,Alabama Crimson Tide,Offense
12/31/2015,"Michigan St. @ Arlington, Texas",W 38 - 0,1/,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Alabama Crimson Tide,Defense
01/11/2016,"Clemson @ Glendale, Ariz.",W 45 - 40,1/,6,6,6,nan,nan,nan,nan,nan,nan,nan,1,nan,45,Alabama Crimson Tide,Offense
01/11/2016,"Clemson @ Glendale, Ariz.",W 45 - 40,1/,5,4,4,nan,1,nan,nan,nan,nan,nan,2,nan,40,Alabama Crimson Tide,Defense
08/31/2013,"Virginia Tech @ Atlanta, Georgia",W 35 - 10,1/,5,5,5,nan,nan,nan,,nan,nan,nan,nan,nan,35,Alabama Crimson Tide,Offense
08/31/2013,"Virginia Tech @ Atlanta, Georgia",W 35 - 10,1/,1,1,1,nan,nan,nan,,nan,nan,nan,1,nan,10,Alabama Crimson Tide,Defense
09/14/2013,@ Texas A&M,W 49 - 42,1/,7,7,7,nan,nan,nan,,nan,nan,nan,nan,nan,49,Alabama Crimson Tide,Offense
09/14/2013,@ Texas A&M,W 49 - 42,1/,6,6,6,nan,nan,nan,,nan,nan,nan,nan,nan,42,Alabama Crimson Tide,Defense
09/21/2013,Colorado St.,W 31 - 6,1/,4,4,4,nan,nan,nan,,nan,nan,nan,1,nan,31,Alabama Crimson Tide,Offense
09/21/2013,Colorado St.,W 31 - 6,1/,nan,nan,nan,nan,nan,nan,,nan,nan,nan,2,nan,6,Alabama Crimson Tide,Defense
09/28/2013,Ole Miss,W 25 - 0,1/,2,2,2,nan,nan,nan,,nan,nan,nan,3,1/,25,Alabama Crimson Tide,Offense
09/28/2013,Ole Miss,W 25 - 0,1/,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,Alabama Crimson Tide,Defense
10/05/2013,Georgia St.,W 45 - 3,1/,6,6,6,nan,nan,nan,,nan,nan,nan,1,nan,45,Alabama Crimson Tide,Offense
10/05/2013,Georgia St.,W 45 - 3,1/,nan,nan,nan,nan,nan,nan,,nan,nan,nan,1,nan,3,Alabama Crimson Tide,Defense
10/12/2013,@ Kentucky,W 48 - 7,1/,6,6,6,nan,nan,nan,,nan,nan,nan,2,nan,48,Alabama Crimson Tide,Offense
10/12/2013,@ Kentucky,W 48 - 7,1/,1,1,1,nan,nan,nan,,nan,nan,nan,nan,nan,7,Alabama Crimson Tide,Defense
10/19/2013,Arkansas,W 52 - 0,1/,7,7,7,nan,nan,nan,,nan,nan,nan,1,nan,52,Alabama Crimson Tide,Offense
10/19/2013,Arkansas,W 52 - 0,1/,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,Alabama Crimson Tide,Defense
10/26/2013,Tennessee,W 45 - 10,1/,6,6,6,nan,nan,nan,,nan,nan,nan,1,nan,45,Alabama Crimson Tide,Offense
10/26/2013,Tennessee,W 45 - 10,1/,1,1,1,nan,nan,nan,,nan,nan,nan,1,nan,10,Alabama Crimson Tide,Defense
11/09/2013,LSU,W 38 - 17,1/,5,5,5,nan,nan,nan,,nan,nan,nan,1,nan,38,Alabama Crimson Tide,Offense
11/09/2013,LSU,W 38 - 17,1/,2,2,2,nan,nan,nan,,nan,nan,nan,1,nan,17,Alabama Crimson Tide,Defense
11/16/2013,@ Mississippi St.,W 20 - 7,1/,2,2,2,nan,nan,nan,,nan,nan,nan,2,nan,20,Alabama Crimson Tide,Offense
11/16/2013,@ Mississippi St.,W 20 - 7,1/,1,1,1,nan,nan,nan,,nan,nan,nan,nan,nan,7,Alabama Crimson Tide,Defense
11/23/2013,Chattanooga,W 49 - 0,1/,7,7,7,nan,nan,nan,,nan,nan,nan,nan,nan,49,Alabama Crimson Tide,Offense
11/23/2013,Chattanooga,W 49 - 0,1/,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,Alabama Crimson Tide,Defense
11/30/2013,@ Auburn,L 28 - 34,1/,4,4,4,nan,nan,nan,,nan,nan,nan,nan,nan,28,Alabama Crimson Tide,Offense
11/30/2013,@ Auburn,L 28 - 34,1/,5,4,4,nan,nan,nan,,nan,nan,nan,nan,nan,34,Alabama Crimson Tide,Defense
01/02/2014,"Oklahoma @ New Orleans, La.",L 31 - 45,1/,4,4,4,nan,nan,nan,,nan,nan,nan,1,nan,31,Alabama Crimson Tide,Offense
01/02/2014,"Oklahoma @ New Orleans, La.",L 31 - 45,1/,6,6,6,nan,nan,nan,,nan,nan,nan,1,nan,45,Alabama Crimson Tide,Defense
09/05/2015,@ Oklahoma,L 3 - 41,1/,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,nan,3,Akron Zips,Offense
09/05/2015,@ Oklahoma,L 3 - 41,1/,5,5,5,nan,nan,nan,nan,nan,nan,nan,2,nan,41,Akron Zips,Defense
09/12/2015,Pittsburgh,L 7 - 24,1/,1,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,7,Akron Zips,Offense
09/12/2015,Pittsburgh,L 7 - 24,1/,3,3,3,nan,nan,nan,nan,nan,nan,nan,1,nan,24,Akron Zips,Defense
09/19/2015,Savannah St.,W 52 - 9,1/,7,7,7,nan,nan,nan,nan,nan,nan,nan,1,nan,52,Akron Zips,Offense
09/19/2015,Savannah St.,W 52 - 9,1/,1,nan,nan,nan,1/,nan,nan,nan,nan,nan,1,nan,9,Akron Zips,Defense
09/26/2015,@ Louisiana,W 35 - 14,1/,5,5,5,nan,nan,nan,nan,nan,nan,nan,nan,nan,35,Akron Zips,Offense
09/26/2015,@ Louisiana,W 35 - 14,1/,2,2,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,14,Akron Zips,Defense
10/03/2015,Ohio,L 12 - 14,1/,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4/,nan,12,Akron Zips,Offense
10/03/2015,Ohio,L 12 - 14,1/,2,2,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,14,Akron Zips,Defense
10/10/2015,@ Eastern Mich.,W 47 - 21,1/,6,6,6,nan,nan,nan,nan,nan,nan,nan,1,1/,47,Akron Zips,Offense
10/10/2015,@ Eastern Mich.,W 47 - 21,1/,3,3,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,21,Akron Zips,Defense
10/17/2015,@ Bowling Green,L 10 - 59,1/,1,1,1,nan,nan,nan,nan,nan,nan,nan,1,nan,10,Akron Zips,Offense
10/17/2015,@ Bowling Green,L 10 - 59,1/,8,8,8,nan,nan,nan,nan,nan,nan,nan,1,nan,59,Akron Zips,Defense
10/31/2015,Central Mich.,L 6 - 14,1/,1,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,6,Akron Zips,Offense
10/31/2015,Central Mich.,L 6 - 14,1/,2,2,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,14,Akron Zips,Defense
11/07/2015,@ Massachusetts,W 17 - 13,1/,2,2,2,nan,nan,nan,nan,nan,nan,nan,1,nan,17,Akron Zips,Offense
11/07/2015,@ Massachusetts,W 17 - 13,1/,1,1,1,nan,nan,nan,nan,nan,nan,nan,2,nan,13,Akron Zips,Defense
11/14/2015,@ Miami (OH),W 37 - 28,1/,5,4,5,nan,nan,nan,nan,nan,nan,nan,1,nan,37,Akron Zips,Offense
11/14/2015,@ Miami (OH),W 37 - 28,1/,4,4,4,nan,nan,nan,nan,nan,nan,nan,nan,nan,28,Akron Zips,Defense
11/21/2015,Buffalo,W 42 - 21,1/,6,6,6,nan,nan,nan,nan,nan,nan,nan,nan,nan,42,Akron Zips,Offense
11/21/2015,Buffalo,W 42 - 21,1/,3,3,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,21,Akron Zips,Defense
11/27/2015,Kent St.,W 20 - 0,1/,2,2,2,nan,nan,nan,nan,nan,nan,nan,2,nan,20,Akron Zips,Offense
11/27/2015,Kent St.,W 20 - 0,1/,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Akron Zips,Defense
12/22/2015,"Utah St. @ Boise, Idaho",W 23 - 21,1/,2,2,2,nan,nan,nan,nan,nan,nan,nan,3,nan,23,Akron Zips,Offense
12/22/2015,"Utah St. @ Boise, Idaho",W 23 - 21,1/,3,3,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,21,Akron Zips,Defense
09/03/2016,"Southern California @ Arlington, Texas",W 52 - 6,1/,7,7,7,nan,nan,nan,nan,nan,nan,nan,1,nan,52,Alabama Crimson Tide,Offense
09/03/2016,"Southern California @ Arlington, Texas",W 52 - 6,1/,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2,nan,6,Alabama Crimson Tide,Defense
09/10/2016,Western Ky.,W 38 - 10,1/,5,5,5,nan,nan,nan,nan,nan,nan,nan,1,nan,38,Alabama Crimson Tide,Offense
09/10/2016,Western Ky.,W 38 - 10,1/,1,1,1,nan,nan,nan,nan,nan,nan,nan,1,nan,10,Alabama Crimson Tide,Defense
09/17/2016,@ Ole Miss,W 48 - 43,1/,6,6,6,nan,nan,nan,nan,nan,nan,nan,2,nan,48,Alabama Crimson Tide,Offense
09/17/2016,@ Ole Miss,W 48 - 43,1/,5,4,4,nan,nan,nan,nan,1,nan,nan,3,nan,43,Alabama Crimson Tide,Defense
09/24/2016,Kent St.,W 48 - 0,1/,6,6,6,nan,nan,nan,nan,nan,nan,nan,2,nan,48,Alabama Crimson Tide,Offense
09/24/2016,Kent St.,W 48 - 0,1/,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Alabama Crimson Tide,Defense
10/01/2016,Kentucky,W 34 - 6,1/,4,4,4,nan,nan,nan,nan,nan,nan,nan,2,nan,34,Alabama Crimson Tide,Offense
10/01/2016,Kentucky,W 34 - 6,1/,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2,nan,6,Alabama Crimson Tide,Defense
10/08/2016,@ Arkansas,W 49 - 30,1/,7,7,7,nan,nan,nan,nan,nan,nan,nan,nan,nan,49,Alabama Crimson Tide,Offense
10/08/2016,@ Arkansas,W 49 - 30,1/,4,3,3,nan,nan,nan,nan,1,nan,nan,1,nan,30,Alabama Crimson Tide,Defense
10/15/2016,@ Tennessee,W 49 - 10,1/,7,7,7,nan,nan,nan,nan,nan,nan,nan,nan,nan,49,Alabama Crimson Tide,Offense
10/15/2016,@ Tennessee,W 49 - 10,1/,1,1,1,nan,nan,nan,nan,nan,nan,nan,1,nan,10,Alabama Crimson Tide,Defense
10/22/2016,Texas A&M,W 33 - 14,1/,4,3,3,nan,nan,nan,nan,1,nan,nan,2,nan,33,Alabama Crimson Tide,Offense
10/22/2016,Texas A&M,W 33 - 14,1/,2,2,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,14,Alabama Crimson Tide,Defense
11/05/2016,@ LSU,W 10 - 0,1/,1,1,1,nan,nan,nan,nan,nan,nan,nan,1,nan,10,Alabama Crimson Tide,Offense
11/05/2016,@ LSU,W 10 - 0,1/,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Alabama Crimson Tide,Defense
11/12/2016,Mississippi St.,W 51 - 3,1/,6,6,6,nan,nan,nan,nan,nan,nan,nan,3,nan,51,Alabama Crimson Tide,Offense
11/12/2016,Mississippi St.,W 51 - 3,1/,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,nan,3,Alabama Crimson Tide,Defense
11/19/2016,Chattanooga,W 31 - 3,1/,4,4,4,nan,nan,nan,nan,nan,nan,nan,1,nan,31,Alabama Crimson Tide,Offense
11/19/2016,Chattanooga,W 31 - 3,1/,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,nan,3,Alabama Crimson Tide,Defense
11/26/2016,Auburn,W 30 - 12,1/,3,3,3,nan,nan,nan,nan,nan,nan,nan,3,nan,30,Alabama Crimson Tide,Offense
11/26/2016,Auburn,W 30 - 12,1/,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4,nan,12,Alabama Crimson Tide,Defense
12/03/2016,"Florida @ Atlanta, Ga.",W 54 - 16,1/,7,6,7,nan,nan,nan,nan,nan,nan,nan,2,nan,54,Alabama Crimson Tide,Offense
12/03/2016,"Florida @ Atlanta, Ga.",W 54 - 16,1/,2,2,2,nan,nan,nan,nan,nan,1/,nan,nan,nan,16,Alabama Crimson Tide,Defense
12/31/2016,"Washington @ Atlanta, Georgia",W 24 - 7,1/,3,3,3,nan,nan,nan,nan,nan,nan,nan,1,nan,24,Alabama Crimson Tide,Offense
12/31/2016,"Washington @ Atlanta, Georgia",W 24 - 7,1/,1,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,7,Alabama Crimson Tide,Defense
01/09/2017,"Clemson @ Tampa, Florida",L 31 - 35,1/,4,4,4,nan,nan,nan,nan,nan,nan,nan,1,nan,31,Alabama Crimson Tide,Offense
01/09/2017,"Clemson @ Tampa, Florida",L 31 - 35,1/,5,5,5,nan,nan,nan,nan,nan,nan,nan,nan,nan,35,Alabama Crimson Tide,Defense
08/29/2013,@ UCF,L 7 - 38,1/,1,1,1,nan,nan,nan,,nan,nan,nan,nan,nan,7,Akron Zips,Offense
08/29/2013,@ UCF,L 7 - 38,1/,5,5,5,nan,nan,nan,,nan,nan,nan,1,nan,38,Akron Zips,Defense
09/07/2013,James Madison,W 35 - 33,1/,5,5,5,nan,nan,nan,,nan,nan,nan,nan,nan,35,Akron Zips,Offense
09/07/2013,James Madison,W 35 - 33,1/,4,1,1,1/,2/,nan,,1,nan,nan,2,nan,33,Akron Zips,Defense
09/14/2013,@ Michigan,L 24 - 28,1/,3,3,3,nan,nan,nan,,nan,nan,nan,1,nan,24,Akron Zips,Offense
09/14/2013,@ Michigan,L 24 - 28,1/,4,4,4,nan,nan,nan,,nan,nan,nan,nan,nan,28,Akron Zips,Defense
09/21/2013,Louisiana,L 30 - 35,1/,4,3,3,nan,nan,nan,,1/,nan,nan,1,nan,30,Akron Zips,Offense
09/21/2013,Louisiana,L 30 - 35,1/,5,5,5,nan,nan,nan,,nan,nan,nan,nan,nan,35,Akron Zips,Defense
09/28/2013,@ Bowling Green,L 14 - 31,1/,2,2,2,nan,nan,nan,,nan,nan,nan,nan,nan,14,Akron Zips,Offense
09/28/2013,@ Bowling Green,L 14 - 31,1/,4,4,4,nan,nan,nan,,nan,nan,nan,1,nan,31,Akron Zips,Defense
10/05/2013,Ohio,L 3 - 43,1/,nan,nan,nan,nan,nan,nan,,nan,nan,nan,1,nan,3,Akron Zips,Offense
10/05/2013,Ohio,L 3 - 43,1/,5,5,5,nan,nan,nan,,nan,nan,nan,2,1/,43,Akron Zips,Defense
10/12/2013,@ Northern Ill.,L 20 - 27,1/,3,2,3,nan,nan,nan,,nan,nan,nan,nan,nan,20,Akron Zips,Offense
10/12/2013,@ Northern Ill.,L 20 - 27,1/,3,3,3,nan,nan,nan,,nan,nan,nan,2,nan,27,Akron Zips,Defense
10/19/2013,@ Miami (OH),W 24 - 17,1/,3,3,3,nan,nan,nan,,nan,nan,nan,1,nan,24,Akron Zips,Offense
10/19/2013,@ Miami (OH),W 24 - 17,1/,2,2,2,nan,nan,nan,,nan,nan,nan,1,nan,17,Akron Zips,Defense
10/26/2013,Ball St.,L 24 - 42,1/,3,3,3,nan,nan,nan,,nan,nan,nan,1,nan,24,Akron Zips,Offense
10/26/2013,Ball St.,L 24 - 42,1/,6,6,6,nan,nan,nan,,nan,nan,nan,nan,nan,42,Akron Zips,Defense
11/02/2013,Kent St.,W 16 - 7,1/,1,1,1,nan,nan,nan,,nan,nan,nan,3,nan,16,Akron Zips,Offense
11/02/2013,Kent St.,W 16 - 7,1/,1,1,1,nan,nan,nan,,nan,nan,nan,nan,nan,7,Akron Zips,Defense
11/16/2013,@ Massachusetts,W 14 - 13,1/,2,2,2,nan,nan,nan,,nan,nan,nan,nan,nan,14,Akron Zips,Offense
11/16/2013,@ Massachusetts,W 14 - 13,1/,1,1,1,nan,nan,nan,,nan,nan,nan,2,nan,13,Akron Zips,Defense
11/29/2013,Toledo,W 31 - 29,1/,4,4,4,nan,nan,nan,,nan,nan,nan,1,nan,31,Akron Zips,Offense
11/29/2013,Toledo,W 31 - 29,1/,4,2,3,nan,nan,nan,,1/,nan,nan,1,nan,29,Akron Zips,Defense
08/28/2014,Howard,W 41 - 0,1/,6,5,6,nan,nan,nan,,nan,nan,nan,nan,nan,41,Akron Zips,Offense
08/28/2014,Howard,W 41 - 0,1/,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,Akron Zips,Defense
09/06/2014,@ Penn St.,L 3 - 21,1/,nan,nan,nan,nan,nan,nan,,nan,nan,nan,1,nan,3,Akron Zips,Offense
09/06/2014,@ Penn St.,L 3 - 21,1/,3,3,3,nan,nan,nan,,nan,nan,nan,nan,nan,21,Akron Zips,Defense
09/20/2014,Marshall,L 17 - 48,1/,2,2,2,nan,nan,nan,,nan,nan,nan,1,nan,17,Akron Zips,Offense
09/20/2014,Marshall,L 17 - 48,1/,6,6,6,nan,nan,nan,,nan,nan,nan,2,nan,48,Akron Zips,Defense
09/27/2014,@ Pittsburgh,W 21 - 10,1/,3,3,3,nan,nan,nan,,nan,nan,nan,nan,nan,21,Akron Zips,Offense
09/27/2014,@ Pittsburgh,W 21 - 10,1/,1,1,1,nan,nan,nan,,nan,nan,nan,1,nan,10,Akron Zips,Defense
10/04/2014,Eastern Mich.,W 31 - 6,1/,4,4,4,nan,nan,nan,,nan,nan,nan,1,nan,31,Akron Zips,Offense
10/04/2014,Eastern Mich.,W 31 - 6,1/,1,nan,nan,nan,1/,nan,,nan,nan,nan,nan,nan,6,Akron Zips,Defense
10/11/2014,Miami (OH),W 29 - 19,1/,3,3,3,nan,nan,nan,,nan,nan,nan,2,1/,29,Akron Zips,Offense
10/11/2014,Miami (OH),W 29 - 19,1/,3,1,2,nan,nan,nan,,1/,nan,nan,nan,nan,19,Akron Zips,Defense
10/18/2014,@ Ohio,L 20 - 23,1/,2,2,2,nan,nan,nan,,nan,nan,nan,2,nan,20,Akron Zips,Offense
10/18/2014,@ Ohio,L 20 - 23,1/,2,2,2,nan,nan,nan,,nan,nan,nan,3,nan,23,Akron Zips,Defense
10/25/2014,@ Ball St.,L 21 - 35,1/,3,3,3,nan,nan,nan,,nan,nan,nan,nan,nan,21,Akron Zips,Offense
10/25/2014,@ Ball St.,L 21 - 35,1/,3,2,2,nan,nan,nan,,1/,nan,nan,5/,nan,35,Akron Zips,Defense
11/04/2014,Bowling Green,L 10 - 27,1/,1,1,1,nan,nan,nan,,nan,nan,nan,1,nan,10,Akron Zips,Offense
11/04/2014,Bowling Green,L 10 - 27,1/,3,3,3,nan,nan,nan,,nan,nan,nan,2,nan,27,Akron Zips,Defense
11/11/2014,@ Buffalo,L 24 - 55,1/,3,3,3,nan,nan,nan,,nan,nan,nan,1,nan,24,Akron Zips,Offense
11/11/2014,@ Buffalo,L 24 - 55,1/,8,7,8,nan,nan,nan,,nan,nan,nan,nan,nan,55,Akron Zips,Defense
11/18/2014,Massachusetts,W 30 - 6,1/,3,3,3,nan,nan,nan,,nan,nan,nan,3,nan,30,Akron Zips,Offense
11/18/2014,Massachusetts,W 30 - 6,1/,1,nan,1,nan,nan,nan,,nan,nan,nan,nan,nan,6,Akron Zips,Defense
11/28/2014,@ Kent St.,L 24 - 27,1/,3,3,3,nan,nan,nan,,nan,nan,nan,1,nan,24,Akron Zips,Offense
11/28/2014,@ Kent St.,L 24 - 27,1/,4,3,3,nan,1/,nan,,nan,nan,nan,nan,nan,27,Akron Zips,Defense
09/03/2016,VMI,W 47 - 24,1/,7,5,7,nan,nan,nan,nan,nan,nan,nan,nan,nan,47,Akron Zips,Offense
09/03/2016,VMI,W 47 - 24,1/,3,3,3,nan,nan,nan,nan,nan,nan,nan,1,nan,24,Akron Zips,Defense
09/10/2016,@ Wisconsin,L 10 - 54,1/,1,1,1,nan,nan,nan,nan,nan,nan,nan,1,nan,10,Akron Zips,Offense
09/10/2016,@ Wisconsin,L 10 - 54,1/,7,7,7,nan,nan,nan,nan,nan,nan,nan,1,1/,54,Akron Zips,Defense
09/17/2016,@ Marshall,W 65 - 38,1/,9,8,9,nan,nan,nan,nan,nan,nan,nan,1,nan,65,Akron Zips,Offense
09/17/2016,@ Marshall,W 65 - 38,1/,5,5,5,nan,nan,nan,nan,nan,nan,nan,1,nan,38,Akron Zips,Defense
09/24/2016,Appalachian St.,L 38 - 45,1/,5,5,5,nan,nan,nan,nan,nan,nan,nan,1,nan,38,Akron Zips,Offense
09/24/2016,Appalachian St.,L 38 - 45,1/,6,6,6,nan,nan,nan,nan,nan,nan,nan,1,nan,45,Akron Zips,Defense
10/01/2016,@ Kent St.,W 31 - 27,1/,4,4,4,nan,nan,nan,nan,nan,nan,nan,1,nan,31,Akron Zips,Offense
10/01/2016,@ Kent St.,W 31 - 27,1/,3,3,3,nan,nan,nan,nan,nan,nan,nan,2,nan,27,Akron Zips,Defense
10/08/2016,Miami (OH),W 35 - 13,1/,5,5,5,nan,nan,nan,nan,nan,nan,nan,nan,nan,35,Akron Zips,Offense
10/08/2016,Miami (OH),W 35 - 13,1/,1,1,1,nan,nan,nan,nan,nan,nan,nan,2,nan,13,Akron Zips,Defense
10/15/2016,Western Mich.,L 0 - 41,1/,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Akron Zips,Offense
10/15/2016,Western Mich.,L 0 - 41,1/,6,5,6,nan,nan,nan,nan,nan,nan,nan,nan,nan,41,Akron Zips,Defense
10/22/2016,@ Ball St.,W 35 - 25,1/,5,5,5,nan,nan,nan,nan,nan,nan,nan,nan,nan,35,Akron Zips,Offense
10/22/2016,@ Ball St.,W 35 - 25,1/,3,2,2,1/,1/,nan,nan,nan,nan,nan,1,nan,25,Akron Zips,Defense
10/27/2016,@ Buffalo,L 20 - 41,1/,2,2,2,nan,nan,nan,nan,nan,nan,nan,2,nan,20,Akron Zips,Offense
10/27/2016,@ Buffalo,L 20 - 41,1/,5,5,5,nan,nan,nan,nan,nan,nan,nan,2,nan,41,Akron Zips,Defense
11/02/2016,Toledo,L 17 - 48,1/,2,2,2,nan,nan,nan,nan,nan,nan,nan,1,nan,17,Akron Zips,Offense
11/02/2016,Toledo,L 17 - 48,1/,6,6,6,nan,nan,nan,nan,nan,nan,nan,2,nan,48,Akron Zips,Defense
11/09/2016,Bowling Green,L 28 - 38,1/,3,2,2,nan,nan,1/,1,1,nan,nan,2,nan,28,Akron Zips,Offense
11/09/2016,Bowling Green,L 28 - 38,1/,5,5,5,nan,nan,nan,nan,nan,nan,nan,1,nan,38,Akron Zips,Defense
11/22/2016,@ Ohio,L 3 - 9,1/,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,nan,3,Akron Zips,Offense
11/22/2016,@ Ohio,L 3 - 9,1/,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3,nan,9,Akron Zips,Defense
08/30/2014,Nicholls St.,W 44 - 16,1/,6,6,6,nan,nan,nan,,nan,nan,nan,nan,1/,44,Air Force Falcons,Offense
08/30/2014,Nicholls St.,W 44 - 16,1/,2,1,2,nan,nan,nan,,nan,nan,nan,1,nan,16,Air Force Falcons,Defense
09/06/2014,@ Wyoming,L 13 - 17,1/,1,1,1,nan,nan,nan,,nan,nan,nan,2,nan,13,Air Force Falcons,Offense
09/06/2014,@ Wyoming,L 13 - 17,1/,2,2,2,nan,nan,nan,,nan,nan,nan,1,nan,17,Air Force Falcons,Defense
09/13/2014,@ Georgia St.,W 48 - 38,1/,6,6,6,nan,nan,nan,,nan,nan,nan,2,nan,48,Air Force Falcons,Offense
09/13/2014,@ Georgia St.,W 48 - 38,1/,5,5,5,nan,nan,nan,,nan,nan,nan,1,nan,38,Air Force Falcons,Defense
09/27/2014,Boise St.,W 28 - 14,1/,3,2,2,nan,nan,1/,,1/,nan,nan,2,nan,28,Air Force Falcons,Offense
09/27/2014,Boise St.,W 28 - 14,1/,2,2,2,nan,nan,nan,,nan,nan,nan,nan,nan,14,Air Force Falcons,Defense
10/04/2014,Navy,W 30 - 21,1/,4,3,3,nan,1,nan,,nan,nan,nan,1,nan,30,Air Force Falcons,Offense
10/04/2014,Navy,W 30 - 21,1/,3,3,3,nan,nan,nan,,nan,nan,nan,nan,nan,21,Air Force Falcons,Defense
10/11/2014,@ Utah St.,L 16 - 34,1/,1,1,1,nan,nan,nan,,nan,nan,nan,3,nan,16,Air Force Falcons,Offense
10/11/2014,@ Utah St.,L 16 - 34,1/,4,4,4,nan,nan,nan,,nan,nan,nan,2,nan,34,Air Force Falcons,Defense
10/18/2014,New Mexico,W 35 - 31,1/,5,5,5,nan,nan,nan,,nan,nan,nan,nan,nan,35,Air Force Falcons,Offense
10/18/2014,New Mexico,W 35 - 31,1/,4,4,4,nan,nan,nan,,nan,nan,nan,1,nan,31,Air Force Falcons,Defense
11/01/2014,@ Army West Point,W 23 - 6,1/,2,2,2,nan,nan,nan,,nan,nan,nan,3,nan,23,Air Force Falcons,Offense
11/01/2014,@ Army West Point,W 23 - 6,1/,nan,nan,nan,nan,nan,nan,,nan,nan,nan,2,nan,6,Air Force Falcons,Defense
11/08/2014,@ UNLV,W 48 - 21,1/,6,6,6,nan,nan,nan,,nan,nan,nan,2,nan,48,Air Force Falcons,Offense
11/08/2014,@ UNLV,W 48 - 21,1/,3,3,3,nan,nan,nan,,nan,nan,nan,nan,nan,21,Air Force Falcons,Defense
11/15/2014,Nevada,W 45 - 38 (1OT),1/,6,6,6,nan,nan,nan,,nan,nan,nan,1,nan,45,Air Force Falcons,Offense
11/15/2014,Nevada,W 45 - 38 (1OT),1/,5,5,5,nan,nan,nan,,nan,nan,nan,1,nan,38,Air Force Falcons,Defense
11/21/2014,@ San Diego St.,L 14 - 30,1/,2,2,2,nan,nan,nan,,nan,nan,nan,nan,nan,14,Air Force Falcons,Offense
11/21/2014,@ San Diego St.,L 14 - 30,1/,3,3,3,nan,nan,nan,,nan,nan,nan,3,nan,30,Air Force Falcons,Defense
