Year,Team,GP,G,PassAttempts,Completions,Interceptions,PassYards,PassTDs,PassEff,CompletionsPerGame,YdsPerCompletion,Pct,PassYardsG,OffenseDefense
2013-14,FIU,12,12,293,153,10,1713,8,103.51,12.75,11.196,,142.75,Offense
2013-14,FIU,0,12,317,206,7,2691,28,161.02,17.17,13.063,,224.25,Defensive
2014-15,FIU,12,12,324,171,10,2016,15,114.15,14.25,11.789,,168.00,Offense
2014-15,FIU,0,12,338,181,14,2440,17,122.50,15.08,13.481,,203.33,Defensive
2015-16,FIU,12,12,440,274,8,2854,22,129.62,22.83,10.416,,237.83,Offense
2015-16,FIU,0,12,372,231,9,2652,17,132.22,19.25,11.481,,221.00,Defensive
2016-17,FIU,12,12,407,238,17,2720,19,121.67,19.83,11.429,,226.67,Offense
2016-17,FIU,0,12,366,226,6,2830,22,143.26,18.83,12.522,,235.83,Defensive
2017-18,FIU,12,12,362,235,8,2862,19,144.23,19.58,12.179,,238.50,Offense
2017-18,FIU,0,12,390,255,7,2913,23,144.00,21.25,11.424,,242.75,Defensive
2013-14,FIU,12,12,293,153,10,1713,8,103.51,12.75,11.196,0.522,142.75,Offense
2013-14,FIU,0,12,317,206,7,2691,28,161.02,17.17,13.063,0.650,224.25,Defensive
2014-15,FIU,12,12,324,171,10,2016,15,114.15,14.25,11.789,0.528,168.00,Offense
2014-15,FIU,0,12,338,181,14,2440,17,122.50,15.08,13.481,0.536,203.33,Defensive
2015-16,FIU,12,12,440,274,8,2854,22,129.62,22.83,10.416,0.623,237.83,Offense
2015-16,FIU,0,12,372,231,9,2652,17,132.22,19.25,11.481,0.621,221.00,Defensive
2016-17,FIU,12,12,407,238,17,2720,19,121.67,19.83,11.429,0.585,226.67,Offense
2016-17,FIU,0,12,366,226,6,2830,22,143.26,18.83,12.522,0.617,235.83,Defensive
2017-18,FIU,12,12,362,235,8,2862,19,144.23,19.58,12.179,0.649,238.50,Offense
2017-18,FIU,0,12,390,255,7,2913,23,144.00,21.25,11.424,0.654,242.75,Defensive
2013-14,Hawaii,12,12,519,296,22,3617,31,126.81,24.67,12.220,0.570,301.42,Offense
2013-14,Hawaii,0,12,416,248,9,3373,27,144.82,20.67,13.601,0.596,281.08,Defensive
2014-15,Hawaii,13,13,469,231,14,2794,15,103.88,17.77,12.095,0.493,214.92,Offense
2014-15,Hawaii,0,13,421,243,11,3196,26,136.64,18.69,13.152,0.577,245.85,Defensive
2015-16,Hawaii,13,13,422,202,21,2501,12,97.08,15.54,12.381,0.479,192.38,Offense
2015-16,Hawaii,0,13,364,224,3,2716,23,143.42,17.23,12.125,0.615,208.92,Defensive
2016-17,Hawaii,14,14,438,257,15,3185,25,131.74,18.36,12.393,0.587,227.50,Offense
2016-17,Hawaii,0,14,393,246,11,3183,29,2010.56,246.00,185.070,8.505,3183.00,Defensive
2017-18,Hawaii,12,12,423,260,8,2814,19,128.39,21.67,10.823,0.615,234.50,Offense
2017-18,Hawaii,0,12,334,213,9,2983,29,162.06,17.75,14.005,0.638,248.58,Defensive
2013-14,Hawaii,12,12,519,296,22,3617,31,126.81,24.67,12.220,0.570,301.42,Offense
2013-14,Hawaii,0,12,416,248,9,3373,27,144.82,20.67,13.601,0.596,281.08,Defensive
2014-15,Hawaii,13,13,469,231,14,2794,15,103.88,17.77,12.095,0.493,214.92,Offense
2014-15,Hawaii,0,13,421,243,11,3196,26,136.64,18.69,13.152,0.577,245.85,Defensive
2015-16,Hawaii,13,13,422,202,21,2501,12,97.08,15.54,12.381,0.479,192.38,Offense
2015-16,Hawaii,0,13,364,224,3,2716,23,143.42,17.23,12.125,0.615,208.92,Defensive
2016-17,Hawaii,14,14,438,257,15,3185,25,131.74,18.36,12.393,0.587,227.50,Offense
2016-17,Hawaii,0,14,393,246,11,3183,29,2010.56,246.00,185.070,8.505,3183.00,Defensive
2017-18,Hawaii,12,12,423,260,8,2814,19,128.39,21.67,10.823,0.615,234.50,Offense
2017-18,Hawaii,0,12,334,213,9,2983,29,162.06,17.75,14.005,0.638,248.58,Defensive
2013-14,Georgia St.,12,12,430,218,12,3036,18,118.24,18.17,13.927,,253.00,Offense
2013-14,Georgia St.,0,12,346,223,6,2943,27,158.18,212.00,151.041,,2835.00,Defensive
2014-15,Georgia St.,12,12,446,264,18,3348,23,131.20,22.00,12.682,,279.00,Offense
2014-15,Georgia St.,0,12,326,222,3,2324,23,149.42,18.50,10.468,,193.67,Defensive
2015-16,Georgia St.,13,13,496,308,12,4367,28,149.84,23.69,14.179,,335.92,Offense
2015-16,Georgia St.,0,13,453,267,15,2919,19,120.29,20.54,10.933,,224.54,Defensive
2016-17,Georgia St.,12,12,419,231,15,2955,17,120.60,19.25,12.792,,246.25,Offense
2016-17,Georgia St.,0,12,355,193,11,2087,8,1280.84,193.00,138.287,,2087.00,Defensive
2017-18,Georgia St.,11,11,385,245,9,2972,14,135.80,22.27,12.131,,270.18,Offense
2017-18,Georgia St.,0,11,366,230,8,2666,21,138.59,20.91,11.591,,242.36,Defensive
2013-14,Georgia Tech,13,13,203,92,13,1695,12,122.16,7.08,18.424,,130.38,Offense
2013-14,Georgia Tech,0,13,427,267,14,3178,18,132.40,20.54,11.903,,244.46,Defensive
2014-15,Georgia Tech,14,14,203,106,6,1882,19,155.07,7.57,17.755,,134.43,Offense
2014-15,Georgia Tech,0,14,448,282,18,3412,19,132.88,20.14,12.099,,243.71,Defensive
2015-16,Georgia Tech,12,12,192,81,10,1462,14,119.80,6.75,18.049,,121.83,Offense
2015-16,Georgia Tech,0,12,337,202,9,2435,12,1535.79,202.00,143.960,,202.92,Defensive
2016-17,Georgia Tech,13,13,160,83,4,1679,9,153.59,6.38,20.229,,129.15,Offense
2016-17,Georgia Tech,0,13,434,270,11,2982,14,1679.64,270.00,149.451,,2982.00,Defensive
2017-18,Georgia Tech,11,11,119,43,5,927,10,120.90,3.91,21.558,,84.27,Offense
2017-18,Georgia Tech,0,11,333,196,6,2207,17,127.77,17.82,11.260,,200.64,Defensive
2013-14,Georgia Tech,13,13,203,92,13,1695,12,122.16,7.08,18.424,0.453,130.38,Offense
2013-14,Georgia Tech,0,13,427,267,14,3178,18,132.40,20.54,11.903,0.625,244.46,Defensive
2014-15,Georgia Tech,14,14,203,106,6,1882,19,155.07,7.57,17.755,0.522,134.43,Offense
2014-15,Georgia Tech,0,14,448,282,18,3412,19,132.88,20.14,12.099,0.629,243.71,Defensive
2015-16,Georgia Tech,12,12,192,81,10,1462,14,119.80,6.75,18.049,0.422,121.83,Offense
2015-16,Georgia Tech,0,12,337,202,9,2435,12,1535.79,202.00,143.960,0.599,202.92,Defensive
2016-17,Georgia Tech,13,13,160,83,4,1679,9,153.59,6.38,20.229,0.519,129.15,Offense
2016-17,Georgia Tech,0,13,434,270,11,2982,14,1679.64,270.00,149.451,8.108,2982.00,Defensive
2017-18,Georgia Tech,11,11,119,43,5,927,10,120.90,3.91,21.558,0.361,84.27,Offense
2017-18,Georgia Tech,0,11,333,196,6,2207,17,127.77,17.82,11.260,0.589,200.64,Defensive
2013-14,Georgia Tech,13,13,203,92,13,1695,12,122.16,7.08,18.424,0.453,130.38,Offense
2013-14,Georgia Tech,0,13,427,267,14,3178,18,132.40,20.54,11.903,0.625,244.46,Defensive
2014-15,Georgia Tech,14,14,203,106,6,1882,19,155.07,7.57,17.755,0.522,134.43,Offense
2014-15,Georgia Tech,0,14,448,282,18,3412,19,132.88,20.14,12.099,0.629,243.71,Defensive
2015-16,Georgia Tech,12,12,192,81,10,1462,14,119.80,6.75,18.049,0.422,121.83,Offense
2015-16,Georgia Tech,0,12,337,202,9,2435,12,1535.79,202.00,143.960,0.599,202.92,Defensive
2016-17,Georgia Tech,13,13,160,83,4,1679,9,153.59,6.38,20.229,0.519,129.15,Offense
2016-17,Georgia Tech,0,13,434,270,11,2982,14,1679.64,270.00,149.451,8.108,2982.00,Defensive
2017-18,Georgia Tech,11,11,119,43,5,927,10,120.90,3.91,21.558,0.361,84.27,Offense
2017-18,Georgia Tech,0,11,333,196,6,2207,17,127.77,17.82,11.260,0.589,200.64,Defensive
2013-14,Georgia St.,12,12,430,218,12,3036,18,118.24,18.17,13.927,0.507,253.00,Offense
2013-14,Georgia St.,0,12,346,223,6,2943,27,158.18,212.00,151.041,6.934,2835.00,Defensive
2014-15,Georgia St.,12,12,446,264,18,3348,23,131.20,22.00,12.682,0.592,279.00,Offense
2014-15,Georgia St.,0,12,326,222,3,2324,23,149.42,18.50,10.468,0.681,193.67,Defensive
2015-16,Georgia St.,13,13,496,308,12,4367,28,149.84,23.69,14.179,0.621,335.92,Offense
2015-16,Georgia St.,0,13,453,267,15,2919,19,120.29,20.54,10.933,0.589,224.54,Defensive
2016-17,Georgia St.,12,12,419,231,15,2955,17,120.60,19.25,12.792,0.551,246.25,Offense
2016-17,Georgia St.,0,12,355,193,11,2087,8,1280.84,193.00,138.287,6.472,2087.00,Defensive
2017-18,Georgia St.,11,11,385,245,9,2972,14,135.80,22.27,12.131,0.636,270.18,Offense
2017-18,Georgia St.,0,11,366,230,8,2666,21,138.59,20.91,11.591,0.628,242.36,Defensive
2013-14,Georgia St.,12,12,430,218,12,3036,18,118.24,18.17,13.927,0.507,253.00,Offense
2013-14,Georgia St.,0,12,346,223,6,2943,27,158.18,212.00,151.041,6.934,2835.00,Defensive
2014-15,Georgia St.,12,12,446,264,18,3348,23,131.20,22.00,12.682,0.592,279.00,Offense
2014-15,Georgia St.,0,12,326,222,3,2324,23,149.42,18.50,10.468,0.681,193.67,Defensive
2015-16,Georgia St.,13,13,496,308,12,4367,28,149.84,23.69,14.179,0.621,335.92,Offense
2015-16,Georgia St.,0,13,453,267,15,2919,19,120.29,20.54,10.933,0.589,224.54,Defensive
2016-17,Georgia St.,12,12,419,231,15,2955,17,120.60,19.25,12.792,0.551,246.25,Offense
2016-17,Georgia St.,0,12,355,193,11,2087,8,1280.84,193.00,138.287,6.472,2087.00,Defensive
2017-18,Georgia St.,11,11,385,245,9,2972,14,135.80,22.27,12.131,0.636,270.18,Offense
2017-18,Georgia St.,0,11,366,230,8,2666,21,138.59,20.91,11.591,0.628,242.36,Defensive
2013-14,Georgia St.,12,12,430,218,12,3036,18,118.24,18.17,13.927,,253.00,Offense
2013-14,Georgia St.,0,12,346,223,6,2943,27,158.18,212.00,151.041,,2835.00,Defensive
2014-15,Georgia St.,12,12,446,264,18,3348,23,131.20,22.00,12.682,,279.00,Offense
2014-15,Georgia St.,0,12,326,222,3,2324,23,149.42,18.50,10.468,,193.67,Defensive
2015-16,Georgia St.,13,13,496,308,12,4367,28,149.84,23.69,14.179,,335.92,Offense
2015-16,Georgia St.,0,13,453,267,15,2919,19,120.29,20.54,10.933,,224.54,Defensive
2016-17,Georgia St.,12,12,419,231,15,2955,17,120.60,19.25,12.792,,246.25,Offense
2016-17,Georgia St.,0,12,355,193,11,2087,8,1280.84,193.00,138.287,,2087.00,Defensive
2017-18,Georgia St.,11,11,385,245,9,2972,14,135.80,22.27,12.131,,270.18,Offense
2017-18,Georgia St.,0,11,366,230,8,2666,21,138.59,20.91,11.591,,242.36,Defensive
2013-14,Georgia,13,13,459,293,12,4085,31,155.65,22.54,13.942,0.638,314.23,Offense
2013-14,Georgia,0,13,382,221,7,2956,18,134.74,17.00,13.376,0.579,227.38,Defensive
2014-15,Georgia,13,13,322,217,6,2599,24,156.06,16.69,11.977,0.674,199.92,Offense
2014-15,Georgia,0,13,379,204,16,2215,13,105.79,15.69,10.858,0.538,170.38,Defensive
2015-16,Georgia,13,13,327,199,8,2406,14,131.90,15.31,12.090,0.609,185.08,Offense
2015-16,Georgia,0,13,344,178,12,2034,11,104.99,13.69,11.427,0.517,156.46,Defensive
2016-17,Georgia,13,13,386,212,9,2515,16,118.67,16.31,11.863,0.549,193.46,Offense
2016-17,Georgia,0,13,339,200,15,2389,14,1585.59,200.00,163.070,7.469,2389.00,Defensive
2017-18,Georgia,13,13,244,150,7,2211,21,160.26,11.54,14.740,0.615,170.08,Offense
2017-18,Georgia,0,13,369,203,10,2058,13,108.07,15.62,10.138,0.550,158.31,Defensive
2013-14,Georgia,13,13,459,293,12,4085,31,155.65,22.54,13.942,,314.23,Offense
2013-14,Georgia,0,13,382,221,7,2956,18,134.74,17.00,13.376,,227.38,Defensive
2014-15,Georgia,13,13,322,217,6,2599,24,156.06,16.69,11.977,,199.92,Offense
2014-15,Georgia,0,13,379,204,16,2215,13,105.79,15.69,10.858,,170.38,Defensive
2015-16,Georgia,13,13,327,199,8,2406,14,131.90,15.31,12.090,,185.08,Offense
2015-16,Georgia,0,13,344,178,12,2034,11,104.99,13.69,11.427,,156.46,Defensive
2016-17,Georgia,13,13,386,212,9,2515,16,118.67,16.31,11.863,,193.46,Offense
2016-17,Georgia,0,13,339,200,15,2389,14,1585.59,200.00,163.070,,2389.00,Defensive
2017-18,Georgia,13,13,244,150,7,2211,21,160.26,11.54,14.740,,170.08,Offense
2017-18,Georgia,0,13,369,203,10,2058,13,108.07,15.62,10.138,,158.31,Defensive
2013-14,Georgia,13,13,459,293,12,4085,31,155.65,22.54,13.942,0.638,314.23,Offense
2013-14,Georgia,0,13,382,221,7,2956,18,134.74,17.00,13.376,0.579,227.38,Defensive
2014-15,Georgia,13,13,322,217,6,2599,24,156.06,16.69,11.977,0.674,199.92,Offense
2014-15,Georgia,0,13,379,204,16,2215,13,105.79,15.69,10.858,0.538,170.38,Defensive
2015-16,Georgia,13,13,327,199,8,2406,14,131.90,15.31,12.090,0.609,185.08,Offense
2015-16,Georgia,0,13,344,178,12,2034,11,104.99,13.69,11.427,0.517,156.46,Defensive
2016-17,Georgia,13,13,386,212,9,2515,16,118.67,16.31,11.863,0.549,193.46,Offense
2016-17,Georgia,0,13,339,200,15,2389,14,1585.59,200.00,163.070,7.469,2389.00,Defensive
2017-18,Georgia,13,13,244,150,7,2211,21,160.26,11.54,14.740,0.615,170.08,Offense
2017-18,Georgia,0,13,369,203,10,2058,13,108.07,15.62,10.138,0.550,158.31,Defensive
2013-14,Georgia,13,13,459,293,12,4085,31,155.65,22.54,13.942,,314.23,Offense
2013-14,Georgia,0,13,382,221,7,2956,18,134.74,17.00,13.376,,227.38,Defensive
2014-15,Georgia,13,13,322,217,6,2599,24,156.06,16.69,11.977,,199.92,Offense
2014-15,Georgia,0,13,379,204,16,2215,13,105.79,15.69,10.858,,170.38,Defensive
2015-16,Georgia,13,13,327,199,8,2406,14,131.90,15.31,12.090,,185.08,Offense
2015-16,Georgia,0,13,344,178,12,2034,11,104.99,13.69,11.427,,156.46,Defensive
2016-17,Georgia,13,13,386,212,9,2515,16,118.67,16.31,11.863,,193.46,Offense
2016-17,Georgia,0,13,339,200,15,2389,14,1585.59,200.00,163.070,,2389.00,Defensive
2017-18,Georgia,13,13,244,150,7,2211,21,160.26,11.54,14.740,,170.08,Offense
2017-18,Georgia,0,13,369,203,10,2058,13,108.07,15.62,10.138,,158.31,Defensive
2013-14,Ga. Southern,11,11,102,52,4,1002,6,145.07,4.73,19.269,0.510,91.09,Offense
2013-14,Ga. Southern,0,11,309,167,10,2201,16,124.49,15.18,13.180,0.540,200.09,Defensive
2014-15,Ga. Southern,12,12,155,90,4,1286,7,137.50,7.50,14.289,0.581,107.17,Offense
2014-15,Ga. Southern,0,12,417,244,13,2813,18,123.19,20.33,11.529,0.585,234.42,Defensive
2015-16,Ga. Southern,13,13,137,59,10,824,4,88.62,4.54,13.966,0.431,63.38,Offense
2015-16,Ga. Southern,0,13,365,200,17,2693,22,127.35,15.38,13.465,0.548,207.15,Defensive
2016-17,Ga. Southern,12,12,264,147,9,1868,13,124.55,12.25,12.707,0.557,155.67,Offense
2016-17,Ga. Southern,0,12,355,210,9,2754,16,1667.88,210.00,164.642,7.167,2754.00,Defensive
2017-18,Ga. Southern,12,12,195,105,7,1320,8,117.07,8.75,12.571,0.538,110.00,Offense
2017-18,Ga. Southern,0,12,332,184,14,2761,28,144.68,15.33,15.005,0.554,230.08,Defensive
2013-14,Ga. Southern,11,11,102,52,4,1002,6,145.07,4.73,19.269,,91.09,Offense
2013-14,Ga. Southern,0,11,309,167,10,2201,16,124.49,15.18,13.180,,200.09,Defensive
2014-15,Ga. Southern,12,12,155,90,4,1286,7,137.50,7.50,14.289,,107.17,Offense
2014-15,Ga. Southern,0,12,417,244,13,2813,18,123.19,20.33,11.529,,234.42,Defensive
2015-16,Ga. Southern,13,13,137,59,10,824,4,88.62,4.54,13.966,,63.38,Offense
2015-16,Ga. Southern,0,13,365,200,17,2693,22,127.35,15.38,13.465,,207.15,Defensive
2016-17,Ga. Southern,12,12,264,147,9,1868,13,124.55,12.25,12.707,,155.67,Offense
2016-17,Ga. Southern,0,12,355,210,9,2754,16,1667.88,210.00,164.642,,2754.00,Defensive
2017-18,Ga. Southern,12,12,195,105,7,1320,8,117.07,8.75,12.571,,110.00,Offense
2017-18,Ga. Southern,0,12,332,184,14,2761,28,144.68,15.33,15.005,,230.08,Defensive
2013-14,Ga. Southern,11,11,102,52,4,1002,6,145.07,4.73,19.269,0.510,91.09,Offense
2013-14,Ga. Southern,0,11,309,167,10,2201,16,124.49,15.18,13.180,0.540,200.09,Defensive
2014-15,Ga. Southern,12,12,155,90,4,1286,7,137.50,7.50,14.289,0.581,107.17,Offense
2014-15,Ga. Southern,0,12,417,244,13,2813,18,123.19,20.33,11.529,0.585,234.42,Defensive
2015-16,Ga. Southern,13,13,137,59,10,824,4,88.62,4.54,13.966,0.431,63.38,Offense
2015-16,Ga. Southern,0,13,365,200,17,2693,22,127.35,15.38,13.465,0.548,207.15,Defensive
2016-17,Ga. Southern,12,12,264,147,9,1868,13,124.55,12.25,12.707,0.557,155.67,Offense
2016-17,Ga. Southern,0,12,355,210,9,2754,16,1667.88,210.00,164.642,7.167,2754.00,Defensive
2017-18,Ga. Southern,12,12,195,105,7,1320,8,117.07,8.75,12.571,0.538,110.00,Offense
2017-18,Ga. Southern,0,12,332,184,14,2761,28,144.68,15.33,15.005,0.554,230.08,Defensive
2013-14,Ga. Southern,11,11,102,52,4,1002,6,145.07,4.73,19.269,,91.09,Offense
2013-14,Ga. Southern,0,11,309,167,10,2201,16,124.49,15.18,13.180,,200.09,Defensive
2014-15,Ga. Southern,12,12,155,90,4,1286,7,137.50,7.50,14.289,,107.17,Offense
2014-15,Ga. Southern,0,12,417,244,13,2813,18,123.19,20.33,11.529,,234.42,Defensive
2015-16,Ga. Southern,13,13,137,59,10,824,4,88.62,4.54,13.966,,63.38,Offense
2015-16,Ga. Southern,0,13,365,200,17,2693,22,127.35,15.38,13.465,,207.15,Defensive
2016-17,Ga. Southern,12,12,264,147,9,1868,13,124.55,12.25,12.707,,155.67,Offense
2016-17,Ga. Southern,0,12,355,210,9,2754,16,1667.88,210.00,164.642,,2754.00,Defensive
2017-18,Ga. Southern,12,12,195,105,7,1320,8,117.07,8.75,12.571,,110.00,Offense
2017-18,Ga. Southern,0,12,332,184,14,2761,28,144.68,15.33,15.005,,230.08,Defensive
2013-14,Indiana,12,12,470,279,14,3680,36,144.45,23.25,13.190,0.594,306.67,Offense
2013-14,Indiana,0,12,415,253,7,3482,24,147.15,21.08,13.763,0.610,290.17,Defensive
2014-15,Indiana,12,12,313,168,9,1697,7,100.85,14.00,10.101,0.537,141.42,Offense
2014-15,Indiana,0,12,440,271,13,3013,24,131.20,22.58,11.118,0.616,251.08,Defensive
2015-16,Indiana,13,13,461,269,8,3820,27,143.81,20.69,14.201,0.584,293.85,Offense
2015-16,Indiana,0,13,551,328,12,4079,32,136.52,25.23,12.436,0.595,313.77,Defensive
2016-17,Indiana,13,13,456,263,18,3559,21,130.54,20.23,13.532,0.577,273.77,Offense
2016-17,Indiana,0,13,417,219,13,2856,17,1502.67,219.00,174.087,6.700,2856.00,Defensive
2017-18,Indiana,12,12,502,306,13,3188,25,125.56,25.50,10.418,0.610,265.67,Offense
2017-18,Indiana,0,12,332,181,5,2156,18,123.95,15.08,11.912,0.545,179.67,Defensive
2013-14,Indiana,12,12,470,279,14,3680,36,144.45,23.25,13.190,,306.67,Offense
2013-14,Indiana,0,12,415,253,7,3482,24,147.15,21.08,13.763,,290.17,Defensive
2014-15,Indiana,12,12,313,168,9,1697,7,100.85,14.00,10.101,,141.42,Offense
2014-15,Indiana,0,12,440,271,13,3013,24,131.20,22.58,11.118,,251.08,Defensive
2015-16,Indiana,13,13,461,269,8,3820,27,143.81,20.69,14.201,,293.85,Offense
2015-16,Indiana,0,13,551,328,12,4079,32,136.52,25.23,12.436,,313.77,Defensive
2016-17,Indiana,13,13,456,263,18,3559,21,130.54,20.23,13.532,,273.77,Offense
2016-17,Indiana,0,13,417,219,13,2856,17,1502.67,219.00,174.087,,2856.00,Defensive
2017-18,Indiana,12,12,502,306,13,3188,25,125.56,25.50,10.418,,265.67,Offense
2017-18,Indiana,0,12,332,181,5,2156,18,123.95,15.08,11.912,,179.67,Defensive
2013-14,Indiana,12,12,470,279,14,3680,36,144.45,23.25,13.190,,306.67,Offense
2013-14,Indiana,0,12,415,253,7,3482,24,147.15,21.08,13.763,,290.17,Defensive
2014-15,Indiana,12,12,313,168,9,1697,7,100.85,14.00,10.101,,141.42,Offense
2014-15,Indiana,0,12,440,271,13,3013,24,131.20,22.58,11.118,,251.08,Defensive
2015-16,Indiana,13,13,461,269,8,3820,27,143.81,20.69,14.201,,293.85,Offense
2015-16,Indiana,0,13,551,328,12,4079,32,136.52,25.23,12.436,,313.77,Defensive
2016-17,Indiana,13,13,456,263,18,3559,21,130.54,20.23,13.532,,273.77,Offense
2016-17,Indiana,0,13,417,219,13,2856,17,1502.67,219.00,174.087,,2856.00,Defensive
2017-18,Indiana,12,12,502,306,13,3188,25,125.56,25.50,10.418,,265.67,Offense
2017-18,Indiana,0,12,332,181,5,2156,18,123.95,15.08,11.912,,179.67,Defensive
2013-14,Illinois,12,12,455,302,14,3452,23,140.63,25.17,11.430,0.664,287.67,Offense
2013-14,Illinois,0,12,354,231,3,2915,25,156.03,19.25,12.619,0.653,242.92,Defensive
2014-15,Illinois,13,13,470,287,12,3247,25,131.54,22.08,11.314,0.611,249.77,Offense
2014-15,Illinois,0,13,370,214,7,2824,20,136.00,16.46,13.196,0.578,217.23,Defensive
2015-16,Illinois,12,12,519,285,8,2921,16,109.28,23.75,10.249,0.549,243.42,Offense
2015-16,Illinois,0,12,392,224,13,2213,17,112.24,18.67,9.879,0.571,184.42,Defensive
2016-17,Illinois,12,12,358,183,9,2095,13,107.23,15.25,11.448,0.511,174.58,Offense
2016-17,Illinois,0,12,308,194,7,2231,11,131.07,16.17,11.500,0.630,185.92,Defensive
2017-18,Illinois,12,12,339,168,19,2098,8,98.12,14.00,12.488,0.496,174.83,Offense
2017-18,Illinois,0,12,339,201,9,2399,20,132.90,16.75,11.935,0.593,199.92,Defensive
2013-14,Illinois,12,12,455,302,14,3452,23,140.63,25.17,11.430,,287.67,Offense
2013-14,Illinois,0,12,354,231,3,2915,25,156.03,19.25,12.619,,242.92,Defensive
2014-15,Illinois,13,13,470,287,12,3247,25,131.54,22.08,11.314,,249.77,Offense
2014-15,Illinois,0,13,370,214,7,2824,20,136.00,16.46,13.196,,217.23,Defensive
2015-16,Illinois,12,12,519,285,8,2921,16,109.28,23.75,10.249,,243.42,Offense
2015-16,Illinois,0,12,392,224,13,2213,17,112.24,18.67,9.879,,184.42,Defensive
2016-17,Illinois,12,12,358,183,9,2095,13,107.23,15.25,11.448,,174.58,Offense
2016-17,Illinois,0,12,308,194,7,2231,11,131.07,16.17,11.500,,185.92,Defensive
2017-18,Illinois,12,12,339,168,19,2098,8,98.12,14.00,12.488,,174.83,Offense
2017-18,Illinois,0,12,339,201,9,2399,20,132.90,16.75,11.935,,199.92,Defensive
2013-14,Illinois,12,12,455,302,14,3452,23,140.63,25.17,11.430,0.664,287.67,Offense
2013-14,Illinois,0,12,354,231,3,2915,25,156.03,19.25,12.619,0.653,242.92,Defensive
2014-15,Illinois,13,13,470,287,12,3247,25,131.54,22.08,11.314,0.611,249.77,Offense
2014-15,Illinois,0,13,370,214,7,2824,20,136.00,16.46,13.196,0.578,217.23,Defensive
2015-16,Illinois,12,12,519,285,8,2921,16,109.28,23.75,10.249,0.549,243.42,Offense
2015-16,Illinois,0,12,392,224,13,2213,17,112.24,18.67,9.879,0.571,184.42,Defensive
2016-17,Illinois,12,12,358,183,9,2095,13,107.23,15.25,11.448,0.511,174.58,Offense
2016-17,Illinois,0,12,308,194,7,2231,11,131.07,16.17,11.500,0.630,185.92,Defensive
2017-18,Illinois,12,12,339,168,19,2098,8,98.12,14.00,12.488,0.496,174.83,Offense
2017-18,Illinois,0,12,339,201,9,2399,20,132.90,16.75,11.935,0.593,199.92,Defensive
2013-14,Illinois,12,12,455,302,14,3452,23,140.63,25.17,11.430,,287.67,Offense
2013-14,Illinois,0,12,354,231,3,2915,25,156.03,19.25,12.619,,242.92,Defensive
2014-15,Illinois,13,13,470,287,12,3247,25,131.54,22.08,11.314,,249.77,Offense
2014-15,Illinois,0,13,370,214,7,2824,20,136.00,16.46,13.196,,217.23,Defensive
2015-16,Illinois,12,12,519,285,8,2921,16,109.28,23.75,10.249,,243.42,Offense
2015-16,Illinois,0,12,392,224,13,2213,17,112.24,18.67,9.879,,184.42,Defensive
2016-17,Illinois,12,12,358,183,9,2095,13,107.23,15.25,11.448,,174.58,Offense
2016-17,Illinois,0,12,308,194,7,2231,11,131.07,16.17,11.500,,185.92,Defensive
2017-18,Illinois,12,12,339,168,19,2098,8,98.12,14.00,12.488,,174.83,Offense
2017-18,Illinois,0,12,339,201,9,2399,20,132.90,16.75,11.935,,199.92,Defensive
2013-14,Idaho,12,12,424,224,13,2770,15,113.25,18.67,12.366,0.528,230.83,Offense
2013-14,Idaho,0,12,450,304,10,3790,40,163.19,25.33,12.467,0.676,315.83,Defensive
