Year,Team,GP,G,PassAttempts,Completions,Interceptions,PassYards,PassTDs,PassEff,CompletionsPerGame,YdsPerCompletion,Pct,PassYardsG,OffenseDefense
2013-14,Middle Tenn.,0,13,389,245,15,2644,16,125.94,18.85,10.792,0.630,203.38,Defensive
2014-15,Middle Tenn.,12,12,343,224,13,2610,17,138.00,18.67,11.652,0.653,217.50,Offense
2014-15,Middle Tenn.,0,12,422,259,13,3236,26,139.96,21.58,12.494,0.614,269.67,Defensive
2015-16,Middle Tenn.,13,13,501,334,10,4052,31,151.03,25.69,12.132,0.667,311.69,Offense
2015-16,Middle Tenn.,0,13,482,285,17,3295,23,125.24,21.92,11.561,0.591,253.46,Defensive
2016-17,Middle Tenn.,13,13,556,349,15,4236,39,144.52,26.85,12.138,0.628,325.85,Offense
2016-17,Middle Tenn.,0,13,491,286,11,3260,24,1584.09,286.00,142.564,7.451,3260.00,Defensive
2017-18,Middle Tenn.,12,12,438,263,14,3032,21,127.62,21.92,11.529,0.600,252.67,Offense
2017-18,Middle Tenn.,0,12,377,237,4,2544,15,130.56,19.75,10.734,0.629,212.00,Defensive
2013-14,Middle Tenn.,13,13,403,238,15,2707,17,121.96,18.31,11.374,,208.23,Offense
2013-14,Middle Tenn.,0,13,389,245,15,2644,16,125.94,18.85,10.792,,203.38,Defensive
2014-15,Middle Tenn.,12,12,343,224,13,2610,17,138.00,18.67,11.652,,217.50,Offense
2014-15,Middle Tenn.,0,12,422,259,13,3236,26,139.96,21.58,12.494,,269.67,Defensive
2015-16,Middle Tenn.,13,13,501,334,10,4052,31,151.03,25.69,12.132,,311.69,Offense
2015-16,Middle Tenn.,0,13,482,285,17,3295,23,125.24,21.92,11.561,,253.46,Defensive
2016-17,Middle Tenn.,13,13,556,349,15,4236,39,144.52,26.85,12.138,,325.85,Offense
2016-17,Middle Tenn.,0,13,491,286,11,3260,24,1584.09,286.00,142.564,,3260.00,Defensive
2017-18,Middle Tenn.,12,12,438,263,14,3032,21,127.62,21.92,11.529,,252.67,Offense
2017-18,Middle Tenn.,0,12,377,237,4,2544,15,130.56,19.75,10.734,,212.00,Defensive
2013-14,Middle Tenn.,13,13,403,238,15,2707,17,121.96,18.31,11.374,,208.23,Offense
2013-14,Middle Tenn.,0,13,389,245,15,2644,16,125.94,18.85,10.792,,203.38,Defensive
2014-15,Middle Tenn.,12,12,343,224,13,2610,17,138.00,18.67,11.652,,217.50,Offense
2014-15,Middle Tenn.,0,12,422,259,13,3236,26,139.96,21.58,12.494,,269.67,Defensive
2015-16,Middle Tenn.,13,13,501,334,10,4052,31,151.03,25.69,12.132,,311.69,Offense
2015-16,Middle Tenn.,0,13,482,285,17,3295,23,125.24,21.92,11.561,,253.46,Defensive
2016-17,Middle Tenn.,13,13,556,349,15,4236,39,144.52,26.85,12.138,,325.85,Offense
2016-17,Middle Tenn.,0,13,491,286,11,3260,24,1584.09,286.00,142.564,,3260.00,Defensive
2017-18,Middle Tenn.,12,12,438,263,14,3032,21,127.62,21.92,11.529,,252.67,Offense
2017-18,Middle Tenn.,0,12,377,237,4,2544,15,130.56,19.75,10.734,,212.00,Defensive
2013-14,Middle Tenn.,13,13,403,238,15,2707,17,121.96,18.31,11.374,0.591,208.23,Offense
2013-14,Middle Tenn.,0,13,389,245,15,2644,16,125.94,18.85,10.792,0.630,203.38,Defensive
2014-15,Middle Tenn.,12,12,343,224,13,2610,17,138.00,18.67,11.652,0.653,217.50,Offense
2014-15,Middle Tenn.,0,12,422,259,13,3236,26,139.96,21.58,12.494,0.614,269.67,Defensive
2015-16,Middle Tenn.,13,13,501,334,10,4052,31,151.03,25.69,12.132,0.667,311.69,Offense
2015-16,Middle Tenn.,0,13,482,285,17,3295,23,125.24,21.92,11.561,0.591,253.46,Defensive
2016-17,Middle Tenn.,13,13,556,349,15,4236,39,144.52,26.85,12.138,0.628,325.85,Offense
2016-17,Middle Tenn.,0,13,491,286,11,3260,24,1584.09,286.00,142.564,7.451,3260.00,Defensive
2017-18,Middle Tenn.,12,12,438,263,14,3032,21,127.62,21.92,11.529,0.600,252.67,Offense
2017-18,Middle Tenn.,0,12,377,237,4,2544,15,130.56,19.75,10.734,0.629,212.00,Defensive
2013-14,Michigan,13,13,395,237,13,3221,21,139.46,18.23,13.591,0.600,247.77,Offense
2013-14,Michigan,0,13,434,243,17,3007,23,123.85,18.69,12.374,0.560,231.31,Defensive
2014-15,Michigan,12,12,326,189,18,2042,10,109.67,15.75,10.804,0.580,170.17,Offense
2014-15,Michigan,0,12,343,205,5,2324,14,127.23,17.08,11.337,0.598,193.67,Defensive
2015-16,Michigan,13,13,415,258,10,3090,21,136.59,19.85,11.977,0.622,237.69,Offense
2015-16,Michigan,0,13,381,181,10,2060,8,94.60,13.92,11.381,0.475,158.46,Defensive
2016-17,Michigan,13,13,370,228,7,2756,20,138.24,17.54,12.088,0.616,212.00,Offense
2016-17,Michigan,0,13,328,143,13,1853,11,1165.66,143.00,165.987,5.415,1853.00,Defensive
2017-18,Michigan,12,12,301,164,8,2023,9,115.49,13.67,12.335,0.545,168.58,Offense
2017-18,Michigan,0,12,296,141,9,1712,9,100.17,11.75,12.142,0.476,142.67,Defensive
2013-14,Michigan,13,13,395,237,13,3221,21,139.46,18.23,13.591,,247.77,Offense
2013-14,Michigan,0,13,434,243,17,3007,23,123.85,18.69,12.374,,231.31,Defensive
2014-15,Michigan,12,12,326,189,18,2042,10,109.67,15.75,10.804,,170.17,Offense
2014-15,Michigan,0,12,343,205,5,2324,14,127.23,17.08,11.337,,193.67,Defensive
2015-16,Michigan,13,13,415,258,10,3090,21,136.59,19.85,11.977,,237.69,Offense
2015-16,Michigan,0,13,381,181,10,2060,8,94.60,13.92,11.381,,158.46,Defensive
2016-17,Michigan,13,13,370,228,7,2756,20,138.24,17.54,12.088,,212.00,Offense
2016-17,Michigan,0,13,328,143,13,1853,11,1165.66,143.00,165.987,,1853.00,Defensive
2017-18,Michigan,12,12,301,164,8,2023,9,115.49,13.67,12.335,,168.58,Offense
2017-18,Michigan,0,12,296,141,9,1712,9,100.17,11.75,12.142,,142.67,Defensive
2013-14,Michigan,13,13,395,237,13,3221,21,139.46,18.23,13.591,0.600,247.77,Offense
2013-14,Michigan,0,13,434,243,17,3007,23,123.85,18.69,12.374,0.560,231.31,Defensive
2014-15,Michigan,12,12,326,189,18,2042,10,109.67,15.75,10.804,0.580,170.17,Offense
2014-15,Michigan,0,12,343,205,5,2324,14,127.23,17.08,11.337,0.598,193.67,Defensive
2015-16,Michigan,13,13,415,258,10,3090,21,136.59,19.85,11.977,0.622,237.69,Offense
2015-16,Michigan,0,13,381,181,10,2060,8,94.60,13.92,11.381,0.475,158.46,Defensive
2016-17,Michigan,13,13,370,228,7,2756,20,138.24,17.54,12.088,0.616,212.00,Offense
2016-17,Michigan,0,13,328,143,13,1853,11,1165.66,143.00,165.987,5.415,1853.00,Defensive
2017-18,Michigan,12,12,301,164,8,2023,9,115.49,13.67,12.335,0.545,168.58,Offense
2017-18,Michigan,0,12,296,141,9,1712,9,100.17,11.75,12.142,0.476,142.67,Defensive
2013-14,Michigan,13,13,395,237,13,3221,21,139.46,18.23,13.591,,247.77,Offense
2013-14,Michigan,0,13,434,243,17,3007,23,123.85,18.69,12.374,,231.31,Defensive
2014-15,Michigan,12,12,326,189,18,2042,10,109.67,15.75,10.804,,170.17,Offense
2014-15,Michigan,0,12,343,205,5,2324,14,127.23,17.08,11.337,,193.67,Defensive
2015-16,Michigan,13,13,415,258,10,3090,21,136.59,19.85,11.977,,237.69,Offense
2015-16,Michigan,0,13,381,181,10,2060,8,94.60,13.92,11.381,,158.46,Defensive
2016-17,Michigan,13,13,370,228,7,2756,20,138.24,17.54,12.088,,212.00,Offense
2016-17,Michigan,0,13,328,143,13,1853,11,1165.66,143.00,165.987,,1853.00,Defensive
2017-18,Michigan,12,12,301,164,8,2023,9,115.49,13.67,12.335,,168.58,Offense
2017-18,Michigan,0,12,296,141,9,1712,9,100.17,11.75,12.142,,142.67,Defensive
2013-14,New Mexico,12,12,177,90,5,1356,9,126.33,7.50,15.067,0.508,113.00,Offense
2013-14,New Mexico,0,12,336,228,4,3113,30,172.77,19.00,13.654,0.679,259.42,Defensive
2014-15,New Mexico,12,12,149,76,6,1069,7,118.72,6.33,14.066,0.510,89.08,Offense
2014-15,New Mexico,0,12,359,217,11,3000,18,141.06,18.08,13.825,0.604,250.00,Defensive
2015-16,New Mexico,13,13,230,118,14,1768,6,112.31,9.08,14.983,0.513,136.00,Offense
2015-16,New Mexico,0,13,380,221,14,3184,23,141.15,17.00,14.407,0.582,244.92,Defensive
2016-17,New Mexico,13,13,179,96,6,1389,11,132.39,7.38,14.469,0.536,106.85,Offense
2016-17,New Mexico,0,13,345,201,8,2890,24,146.94,15.46,14.378,0.583,222.31,Defensive
2017-18,New Mexico,12,12,242,120,14,1489,8,100.61,10.00,12.408,0.496,124.08,Offense
2017-18,New Mexico,0,12,373,222,6,2887,28,146.09,18.50,13.005,0.595,240.58,Defensive
2013-14,Nevada,12,12,415,275,5,3003,17,138.16,22.92,10.920,,250.25,Offense
2013-14,Nevada,0,12,380,255,10,2962,19,143.82,21.25,11.616,,246.83,Defensive
2014-15,Nevada,13,13,406,239,11,2498,18,119.76,18.38,10.452,,192.15,Offense
2014-15,Nevada,0,13,503,332,13,3479,26,135.99,25.54,10.479,,267.62,Defensive
2015-16,Nevada,13,13,331,186,7,2139,15,121.20,14.31,11.500,,164.54,Offense
2015-16,Nevada,0,13,408,259,13,2782,18,128.94,19.92,10.741,,214.00,Defensive
2016-17,Nevada,12,12,356,210,9,2498,18,129.56,17.50,11.895,,208.17,Offense
2016-17,Nevada,0,12,240,142,5,1901,12,1655.89,142.00,162.885,,1901.00,Defensive
2017-18,Nevada,12,12,451,270,15,3245,30,135.61,22.50,12.019,,270.42,Offense
2017-18,Nevada,0,12,359,240,8,3157,24,158.33,20.00,13.154,,263.08,Defensive
2013-14,Nevada,12,12,415,275,5,3003,17,138.16,22.92,10.920,,250.25,Offense
2013-14,Nevada,0,12,380,255,10,2962,19,143.82,21.25,11.616,,246.83,Defensive
2014-15,Nevada,13,13,406,239,11,2498,18,119.76,18.38,10.452,,192.15,Offense
2014-15,Nevada,0,13,503,332,13,3479,26,135.99,25.54,10.479,,267.62,Defensive
2015-16,Nevada,13,13,331,186,7,2139,15,121.20,14.31,11.500,,164.54,Offense
2015-16,Nevada,0,13,408,259,13,2782,18,128.94,19.92,10.741,,214.00,Defensive
2016-17,Nevada,12,12,356,210,9,2498,18,129.56,17.50,11.895,,208.17,Offense
2016-17,Nevada,0,12,240,142,5,1901,12,1655.89,142.00,162.885,,1901.00,Defensive
2017-18,Nevada,12,12,451,270,15,3245,30,135.61,22.50,12.019,,270.42,Offense
2017-18,Nevada,0,12,359,240,8,3157,24,158.33,20.00,13.154,,263.08,Defensive
2013-14,Nevada,12,12,415,275,5,3003,17,138.16,22.92,10.920,0.663,250.25,Offense
2013-14,Nevada,0,12,380,255,10,2962,19,143.82,21.25,11.616,0.671,246.83,Defensive
2014-15,Nevada,13,13,406,239,11,2498,18,119.76,18.38,10.452,0.589,192.15,Offense
2014-15,Nevada,0,13,503,332,13,3479,26,135.99,25.54,10.479,0.660,267.62,Defensive
2015-16,Nevada,13,13,331,186,7,2139,15,121.20,14.31,11.500,0.562,164.54,Offense
2015-16,Nevada,0,13,408,259,13,2782,18,128.94,19.92,10.741,0.635,214.00,Defensive
2016-17,Nevada,12,12,356,210,9,2498,18,129.56,17.50,11.895,0.590,208.17,Offense
2016-17,Nevada,0,12,240,142,5,1901,12,1655.89,142.00,162.885,7.099,1901.00,Defensive
2017-18,Nevada,12,12,451,270,15,3245,30,135.61,22.50,12.019,0.599,270.42,Offense
2017-18,Nevada,0,12,359,240,8,3157,24,158.33,20.00,13.154,0.669,263.08,Defensive
2013-14,Nevada,12,12,415,275,5,3003,17,138.16,22.92,10.920,0.663,250.25,Offense
2013-14,Nevada,0,12,380,255,10,2962,19,143.82,21.25,11.616,0.671,246.83,Defensive
2014-15,Nevada,13,13,406,239,11,2498,18,119.76,18.38,10.452,0.589,192.15,Offense
2014-15,Nevada,0,13,503,332,13,3479,26,135.99,25.54,10.479,0.660,267.62,Defensive
2015-16,Nevada,13,13,331,186,7,2139,15,121.20,14.31,11.500,0.562,164.54,Offense
2015-16,Nevada,0,13,408,259,13,2782,18,128.94,19.92,10.741,0.635,214.00,Defensive
2016-17,Nevada,12,12,356,210,9,2498,18,129.56,17.50,11.895,0.590,208.17,Offense
2016-17,Nevada,0,12,240,142,5,1901,12,1655.89,142.00,162.885,7.099,1901.00,Defensive
2017-18,Nevada,12,12,451,270,15,3245,30,135.61,22.50,12.019,0.599,270.42,Offense
2017-18,Nevada,0,12,359,240,8,3157,24,158.33,20.00,13.154,0.669,263.08,Defensive
2013-14,Nebraska,13,13,378,218,13,2557,25,129.44,16.77,11.729,,196.69,Offense
2013-14,Nebraska,0,13,388,210,14,2790,17,121.77,16.15,13.286,,214.62,Defensive
2014-15,Nebraska,13,13,359,190,12,2757,24,132.81,14.62,14.511,,212.08,Offense
2014-15,Nebraska,0,13,441,214,13,2676,15,104.83,16.46,12.505,,205.85,Defensive
2015-16,Nebraska,13,13,458,256,21,3470,27,129.82,19.69,13.555,,266.92,Offense
2015-16,Nebraska,0,13,506,293,10,3777,25,132.96,22.54,12.891,,290.54,Defensive
2016-17,Nebraska,13,13,400,201,9,2752,18,118.39,15.46,13.692,,211.69,Offense
2016-17,Nebraska,0,13,422,254,16,2806,16,1599.19,254.00,144.665,,2806.00,Defensive
2017-18,Nebraska,12,12,459,265,17,3330,23,127.80,22.08,12.566,,277.50,Offense
2017-18,Nebraska,0,12,363,234,9,2657,19,138.26,19.50,11.355,,221.42,Defensive
2013-14,Nebraska,13,13,378,218,13,2557,25,129.44,16.77,11.729,0.577,196.69,Offense
2013-14,Nebraska,0,13,388,210,14,2790,17,121.77,16.15,13.286,0.541,214.62,Defensive
2014-15,Nebraska,13,13,359,190,12,2757,24,132.81,14.62,14.511,0.529,212.08,Offense
2014-15,Nebraska,0,13,441,214,13,2676,15,104.83,16.46,12.505,0.485,205.85,Defensive
2015-16,Nebraska,13,13,458,256,21,3470,27,129.82,19.69,13.555,0.559,266.92,Offense
2015-16,Nebraska,0,13,506,293,10,3777,25,132.96,22.54,12.891,0.579,290.54,Defensive
2016-17,Nebraska,13,13,400,201,9,2752,18,118.39,15.46,13.692,0.502,211.69,Offense
2016-17,Nebraska,0,13,422,254,16,2806,16,1599.19,254.00,144.665,7.839,2806.00,Defensive
2017-18,Nebraska,12,12,459,265,17,3330,23,127.80,22.08,12.566,0.577,277.50,Offense
2017-18,Nebraska,0,12,363,234,9,2657,19,138.26,19.50,11.355,0.645,221.42,Defensive
2013-14,Nebraska,13,13,378,218,13,2557,25,129.44,16.77,11.729,0.577,196.69,Offense
2013-14,Nebraska,0,13,388,210,14,2790,17,121.77,16.15,13.286,0.541,214.62,Defensive
2014-15,Nebraska,13,13,359,190,12,2757,24,132.81,14.62,14.511,0.529,212.08,Offense
2014-15,Nebraska,0,13,441,214,13,2676,15,104.83,16.46,12.505,0.485,205.85,Defensive
2015-16,Nebraska,13,13,458,256,21,3470,27,129.82,19.69,13.555,0.559,266.92,Offense
2015-16,Nebraska,0,13,506,293,10,3777,25,132.96,22.54,12.891,0.579,290.54,Defensive
2016-17,Nebraska,13,13,400,201,9,2752,18,118.39,15.46,13.692,0.502,211.69,Offense
2016-17,Nebraska,0,13,422,254,16,2806,16,1599.19,254.00,144.665,7.839,2806.00,Defensive
2017-18,Nebraska,12,12,459,265,17,3330,23,127.80,22.08,12.566,0.577,277.50,Offense
2017-18,Nebraska,0,12,363,234,9,2657,19,138.26,19.50,11.355,0.645,221.42,Defensive
2013-14,Nebraska,13,13,378,218,13,2557,25,129.44,16.77,11.729,,196.69,Offense
2013-14,Nebraska,0,13,388,210,14,2790,17,121.77,16.15,13.286,,214.62,Defensive
2014-15,Nebraska,13,13,359,190,12,2757,24,132.81,14.62,14.511,,212.08,Offense
2014-15,Nebraska,0,13,441,214,13,2676,15,104.83,16.46,12.505,,205.85,Defensive
2015-16,Nebraska,13,13,458,256,21,3470,27,129.82,19.69,13.555,,266.92,Offense
2015-16,Nebraska,0,13,506,293,10,3777,25,132.96,22.54,12.891,,290.54,Defensive
2016-17,Nebraska,13,13,400,201,9,2752,18,118.39,15.46,13.692,,211.69,Offense
2016-17,Nebraska,0,13,422,254,16,2806,16,1599.19,254.00,144.665,,2806.00,Defensive
2017-18,Nebraska,12,12,459,265,17,3330,23,127.80,22.08,12.566,,277.50,Offense
2017-18,Nebraska,0,12,363,234,9,2657,19,138.26,19.50,11.355,,221.42,Defensive
2013-14,Navy,13,13,146,74,4,1117,8,127.55,5.69,15.095,0.507,85.92,Offense
2013-14,Navy,0,13,397,273,13,2807,23,140.73,21.00,10.282,0.688,215.92,Defensive
2014-15,Navy,13,13,130,62,5,1058,9,131.21,4.77,17.065,0.477,81.38,Offense
2014-15,Navy,0,13,379,247,13,2668,22,136.60,19.00,10.802,0.652,205.23,Defensive
2015-16,Navy,13,13,122,64,2,1280,9,161.66,4.92,20.000,0.525,98.46,Offense
2015-16,Navy,0,13,387,251,12,2885,16,134.92,19.31,11.494,0.649,221.92,Defensive
2016-17,Navy,14,14,158,93,7,1794,9,164.17,6.64,19.290,0.589,128.14,Offense
2016-17,Navy,0,14,413,267,7,3557,29,2137.98,267.00,201.522,8.657,3557.00,Defensive
2017-18,Navy,12,12,101,42,10,1005,10,138.04,3.50,23.929,0.416,83.75,Offense
2017-18,Navy,0,12,297,188,6,2660,23,160.05,15.67,14.149,0.633,221.67,Defensive
2013-14,Navy,13,13,146,74,4,1117,8,127.55,5.69,15.095,0.507,85.92,Offense
2013-14,Navy,0,13,397,273,13,2807,23,140.73,21.00,10.282,0.688,215.92,Defensive
2014-15,Navy,13,13,130,62,5,1058,9,131.21,4.77,17.065,0.477,81.38,Offense
2014-15,Navy,0,13,379,247,13,2668,22,136.60,19.00,10.802,0.652,205.23,Defensive
2015-16,Navy,13,13,122,64,2,1280,9,161.66,4.92,20.000,0.525,98.46,Offense
2015-16,Navy,0,13,387,251,12,2885,16,134.92,19.31,11.494,0.649,221.92,Defensive
2016-17,Navy,14,14,158,93,7,1794,9,164.17,6.64,19.290,0.589,128.14,Offense
2016-17,Navy,0,14,413,267,7,3557,29,2137.98,267.00,201.522,8.657,3557.00,Defensive
2017-18,Navy,12,12,101,42,10,1005,10,138.04,3.50,23.929,0.416,83.75,Offense
2017-18,Navy,0,12,297,188,6,2660,23,160.05,15.67,14.149,0.633,221.67,Defensive
2013-14,Navy,13,13,146,74,4,1117,8,127.55,5.69,15.095,,85.92,Offense
2013-14,Navy,0,13,397,273,13,2807,23,140.73,21.00,10.282,,215.92,Defensive
2014-15,Navy,13,13,130,62,5,1058,9,131.21,4.77,17.065,,81.38,Offense
2014-15,Navy,0,13,379,247,13,2668,22,136.60,19.00,10.802,,205.23,Defensive
2015-16,Navy,13,13,122,64,2,1280,9,161.66,4.92,20.000,,98.46,Offense
2015-16,Navy,0,13,387,251,12,2885,16,134.92,19.31,11.494,,221.92,Defensive
2016-17,Navy,14,14,158,93,7,1794,9,164.17,6.64,19.290,,128.14,Offense
2016-17,Navy,0,14,413,267,7,3557,29,2137.98,267.00,201.522,,3557.00,Defensive
2017-18,Navy,12,12,101,42,10,1005,10,138.04,3.50,23.929,,83.75,Offense
2017-18,Navy,0,12,297,188,6,2660,23,160.05,15.67,14.149,,221.67,Defensive
2013-14,Navy,13,13,146,74,4,1117,8,127.55,5.69,15.095,,85.92,Offense
2013-14,Navy,0,13,397,273,13,2807,23,140.73,21.00,10.282,,215.92,Defensive
2014-15,Navy,13,13,130,62,5,1058,9,131.21,4.77,17.065,,81.38,Offense
2014-15,Navy,0,13,379,247,13,2668,22,136.60,19.00,10.802,,205.23,Defensive
2015-16,Navy,13,13,122,64,2,1280,9,161.66,4.92,20.000,,98.46,Offense
2015-16,Navy,0,13,387,251,12,2885,16,134.92,19.31,11.494,,221.92,Defensive
2016-17,Navy,14,14,158,93,7,1794,9,164.17,6.64,19.290,,128.14,Offense
2016-17,Navy,0,14,413,267,7,3557,29,2137.98,267.00,201.522,,3557.00,Defensive
2017-18,Navy,12,12,101,42,10,1005,10,138.04,3.50,23.929,,83.75,Offense
2017-18,Navy,0,12,297,188,6,2660,23,160.05,15.67,14.149,,221.67,Defensive
2013-14,NC State,12,12,426,249,15,2890,14,119.24,20.75,11.606,0.585,240.83,Offense
2013-14,NC State,0,12,383,227,12,2631,19,127.08,18.92,11.590,0.593,219.25,Defensive
2014-15,NC State,13,13,381,224,6,2652,24,134.90,17.23,11.839,0.588,204.00,Offense
2014-15,NC State,0,13,405,226,10,2661,19,121.54,17.38,11.774,0.558,204.69,Defensive
2015-16,NC State,13,13,413,246,6,2740,20,128.37,18.92,11.138,0.596,210.77,Offense
2015-16,NC State,0,13,384,210,13,2642,24,126.34,16.15,12.581,0.547,203.23,Defensive
2016-17,NC State,13,13,438,263,12,3383,20,134.51,20.23,12.863,0.600,260.23,Offense
2016-17,NC State,0,13,470,275,10,3174,16,1565.58,275.00,149.880,7.454,3174.00,Defensive
2017-18,NC State,12,12,456,292,6,3262,16,133.07,24.33,11.171,0.640,271.83,Offense
2017-18,NC State,0,12,423,236,11,2940,19,123.80,19.67,12.458,0.558,245.00,Defensive
2013-14,NC State,12,12,426,249,15,2890,14,119.24,20.75,11.606,,240.83,Offense
2013-14,NC State,0,12,383,227,12,2631,19,127.08,18.92,11.590,,219.25,Defensive
2014-15,NC State,13,13,381,224,6,2652,24,134.90,17.23,11.839,,204.00,Offense
2014-15,NC State,0,13,405,226,10,2661,19,121.54,17.38,11.774,,204.69,Defensive
2015-16,NC State,13,13,413,246,6,2740,20,128.37,18.92,11.138,,210.77,Offense
2015-16,NC State,0,13,384,210,13,2642,24,126.34,16.15,12.581,,203.23,Defensive
2016-17,NC State,13,13,438,263,12,3383,20,134.51,20.23,12.863,,260.23,Offense
2016-17,NC State,0,13,470,275,10,3174,16,1565.58,275.00,149.880,,3174.00,Defensive
2017-18,NC State,12,12,456,292,6,3262,16,133.07,24.33,11.171,,271.83,Offense
2017-18,NC State,0,12,423,236,11,2940,19,123.80,19.67,12.458,,245.00,Defensive
2013-14,NC State,12,12,426,249,15,2890,14,119.24,20.75,11.606,,240.83,Offense
2013-14,NC State,0,12,383,227,12,2631,19,127.08,18.92,11.590,,219.25,Defensive
2014-15,NC State,13,13,381,224,6,2652,24,134.90,17.23,11.839,,204.00,Offense
2014-15,NC State,0,13,405,226,10,2661,19,121.54,17.38,11.774,,204.69,Defensive
2015-16,NC State,13,13,413,246,6,2740,20,128.37,18.92,11.138,,210.77,Offense
2015-16,NC State,0,13,384,210,13,2642,24,126.34,16.15,12.581,,203.23,Defensive
2016-17,NC State,13,13,438,263,12,3383,20,134.51,20.23,12.863,,260.23,Offense
2016-17,NC State,0,13,470,275,10,3174,16,1565.58,275.00,149.880,,3174.00,Defensive
2017-18,NC State,12,12,456,292,6,3262,16,133.07,24.33,11.171,,271.83,Offense
2017-18,NC State,0,12,423,236,11,2940,19,123.80,19.67,12.458,,245.00,Defensive
2013-14,NC State,12,12,426,249,15,2890,14,119.24,20.75,11.606,0.585,240.83,Offense
2013-14,NC State,0,12,383,227,12,2631,19,127.08,18.92,11.590,0.593,219.25,Defensive
2014-15,NC State,13,13,381,224,6,2652,24,134.90,17.23,11.839,0.588,204.00,Offense
2014-15,NC State,0,13,405,226,10,2661,19,121.54,17.38,11.774,0.558,204.69,Defensive
2015-16,NC State,13,13,413,246,6,2740,20,128.37,18.92,11.138,0.596,210.77,Offense
2015-16,NC State,0,13,384,210,13,2642,24,126.34,16.15,12.581,0.547,203.23,Defensive
2016-17,NC State,13,13,438,263,12,3383,20,134.51,20.23,12.863,0.600,260.23,Offense
2016-17,NC State,0,13,470,275,10,3174,16,1565.58,275.00,149.880,7.454,3174.00,Defensive
2017-18,NC State,12,12,456,292,6,3262,16,133.07,24.33,11.171,0.640,271.83,Offense
2017-18,NC State,0,12,423,236,11,2940,19,123.80,19.67,12.458,0.558,245.00,Defensive
2013-14,Northern Ill.,14,14,418,261,8,3116,29,144.13,18.64,11.939,0.624,222.57,Offense
2013-14,Northern Ill.,0,14,517,280,19,3684,27,123.90,20.00,13.157,0.542,263.14,Defensive
2014-15,Northern Ill.,14,14,385,229,3,2689,19,132.88,16.36,11.742,0.595,192.07,Offense
2014-15,Northern Ill.,0,14,456,265,14,3199,18,123.93,18.93,12.072,0.581,228.50,Defensive
2015-16,Northern Ill.,14,14,404,240,10,2918,22,133.10,17.14,12.158,0.594,208.43,Offense
2015-16,Northern Ill.,0,14,519,299,22,3411,25,120.24,21.36,11.408,0.576,243.64,Defensive
2016-17,Northern Ill.,12,12,400,232,13,2688,20,124.45,19.33,11.586,0.580,224.00,Offense
2016-17,Northern Ill.,0,12,416,236,14,3008,25,130.57,19.67,12.746,0.567,250.67,Defensive
2017-18,Northern Ill.,12,12,377,216,11,2365,24,125.16,18.00,10.949,0.573,197.08,Offense
2017-18,Northern Ill.,0,12,387,215,15,2589,14,115.94,17.92,12.042,0.556,215.75,Defensive
2013-14,Northern Ill.,14,14,418,261,8,3116,29,144.13,18.64,11.939,,222.57,Offense
2013-14,Northern Ill.,0,14,517,280,19,3684,27,123.90,20.00,13.157,,263.14,Defensive
2014-15,Northern Ill.,14,14,385,229,3,2689,19,132.88,16.36,11.742,,192.07,Offense
2014-15,Northern Ill.,0,14,456,265,14,3199,18,123.93,18.93,12.072,,228.50,Defensive
2015-16,Northern Ill.,14,14,404,240,10,2918,22,133.10,17.14,12.158,,208.43,Offense
2015-16,Northern Ill.,0,14,519,299,22,3411,25,120.24,21.36,11.408,,243.64,Defensive
2016-17,Northern Ill.,12,12,400,232,13,2688,20,124.45,19.33,11.586,,224.00,Offense
2016-17,Northern Ill.,0,12,416,236,14,3008,25,130.57,19.67,12.746,,250.67,Defensive
2017-18,Northern Ill.,12,12,377,216,11,2365,24,125.16,18.00,10.949,,197.08,Offense
2017-18,Northern Ill.,0,12,387,215,15,2589,14,115.94,17.92,12.042,,215.75,Defensive
2013-14,North Texas,13,13,402,261,14,2987,16,133.51,20.08,11.444,,229.77,Offense
2013-14,North Texas,0,13,455,267,18,2961,15,116.31,20.54,11.090,,227.77,Defensive
2014-15,North Texas,12,12,331,181,13,2073,13,112.40,15.08,11.453,,172.75,Offense
2014-15,North Texas,0,12,362,216,12,2492,19,128.18,18.00,11.537,,207.67,Defensive
2015-16,North Texas,12,12,407,190,11,1937,12,90.98,15.83,10.195,,161.42,Offense
2015-16,North Texas,0,12,373,256,4,3152,24,158.70,21.33,12.312,,262.67,Defensive
2016-17,North Texas,13,13,449,261,13,2708,15,114.02,20.08,10.375,,208.31,Offense
2016-17,North Texas,0,13,354,182,14,2603,20,1635.62,182.00,199.184,,2603.00,Defensive
2017-18,North Texas,13,13,466,298,13,3783,29,147.10,22.92,12.695,,291.00,Offense
2017-18,North Texas,0,13,392,209,7,2900,20,128.72,16.08,13.876,,223.08,Defensive
2013-14,North Texas,13,13,402,261,14,2987,16,133.51,20.08,11.444,0.649,229.77,Offense
2013-14,North Texas,0,13,455,267,18,2961,15,116.31,20.54,11.090,0.587,227.77,Defensive
2014-15,North Texas,12,12,331,181,13,2073,13,112.40,15.08,11.453,0.547,172.75,Offense
2014-15,North Texas,0,12,362,216,12,2492,19,128.18,18.00,11.537,0.597,207.67,Defensive
2015-16,North Texas,12,12,407,190,11,1937,12,90.98,15.83,10.195,0.467,161.42,Offense
