Jersey,Player,Yr,Pos,GP,GS,G,PBU,Int,IntRetTDs,IntRYds,PDef,stat,year,team
93,"Jensen, Brandon",Jr,DL,12,12,12,2,nan,nan,nan,2,Passes Defended,2013-14,Iowa St. Cyclones
13,"Van Der Kamp, Kirby",Sr,P,12,0,12,nan,nan,nan,nan,0,Passes Defended,2013-14,Iowa St. Cyclones
52,"George, Jeremiah",Sr,LB,12,12,12,6,2,nan,11,8,Passes Defended,2013-14,Iowa St. Cyclones
21,"Johnson, Shontrelle",Sr,RB,12,5,12,nan,nan,nan,nan,0,Passes Defended,2013-14,Iowa St. Cyclones
1W,"Boyer, Wes",Sr,DB,12,0,12,nan,nan,nan,nan,0,Passes Defended,2013-14,Iowa St. Cyclones
32,"Woody, Jeff",Sr,RB,12,2,12,nan,nan,nan,nan,0,Passes Defended,2013-14,Iowa St. Cyclones
26,"Broomfield, Deon",Sr,DB,12,12,12,6,1,nan,nan,7,Passes Defended,2013-14,Iowa St. Cyclones
5,"Washington, Jacques",Sr,DB,12,12,12,6,2,nan,4,8,Passes Defended,2013-14,Iowa St. Cyclones
9C,"Coe, Rodney",Jr,DL,12,4,12,2,nan,nan,nan,2,Passes Defended,2013-14,Iowa St. Cyclones
3F,"Ferch, Drake",Jr,DB,11,0,11,nan,nan,nan,nan,0,Passes Defended,2013-14,Iowa St. Cyclones
29,"Seeley, Kane",Fr,LB,11,0,11,nan,nan,nan,nan,0,Passes Defended,2013-14,Iowa St. Cyclones
20,"Nealy, Devondrick",So,RB,11,0,11,nan,nan,nan,nan,0,Passes Defended,2013-14,Iowa St. Cyclones
23,"Cotton, Darian",So,DB,11,0,11,nan,nan,nan,nan,0,Passes Defended,2013-14,Iowa St. Cyclones
8,"White, James",Sr,RB,11,1,11,nan,nan,nan,nan,0,Passes Defended,2013-14,Iowa St. Cyclones
77,"Omoile, Oni",So,OL,11,9,11,nan,nan,nan,nan,0,Passes Defended,2013-14,Iowa St. Cyclones
92,"Krick, Austin",Jr,DL,11,0,11,nan,nan,nan,nan,0,Passes Defended,2013-14,Iowa St. Cyclones
74,"Farniok, Tom",Jr,OL,11,9,11,nan,nan,nan,nan,0,Passes Defended,2013-14,Iowa St. Cyclones
50,"Scott, Willie",Sr,DL,11,11,11,4,nan,nan,nan,4,Passes Defended,2013-14,Iowa St. Cyclones
12,"Richardson, Sam B.",So,QB,11,8,11,nan,nan,nan,nan,0,Passes Defended,2013-14,Iowa St. Cyclones
2W,"Wimberly, Aaron",Jr,RB,10,6,10,nan,nan,nan,nan,0,Passes Defended,2013-14,Iowa St. Cyclones
1T,"Tribune, Nigel",Fr,DB,10,7,10,6,1,nan,-6,7,Passes Defended,2013-14,Iowa St. Cyclones
2,"Watson, Jansen",Sr,DB,10,9,10,8,1,nan,nan,9,Passes Defended,2013-14,Iowa St. Cyclones
87,"Irving, David",Jr,DL,10,8,10,4,nan,nan,nan,4,Passes Defended,2013-14,Iowa St. Cyclones
18,"Gary, Albert",Sr,WR,10,0,10,nan,nan,nan,nan,0,Passes Defended,2013-14,Iowa St. Cyclones
10,"Standard, Rob",So,RB,10,0,10,nan,nan,nan,nan,0,Passes Defended,2013-14,Iowa St. Cyclones
4H,"Harris, P.J.",Fr,WR,9,0,9,nan,nan,nan,nan,0,Passes Defended,2013-14,Iowa St. Cyclones
76,"Lalk, Jamison",So,OL,9,8,9,nan,nan,nan,nan,0,Passes Defended,2013-14,Iowa St. Cyclones
95,"Woods, Walter",Sr,DL,9,0,9,1,nan,nan,nan,1,Passes Defended,2013-14,Iowa St. Cyclones
56,"Loth, Ben",Jr,OL,9,2,9,nan,nan,nan,nan,0,Passes Defended,2013-14,Iowa St. Cyclones
8M,"Thomas, Matthew",Jr,DB,9,0,9,nan,nan,nan,nan,0,Passes Defended,2013-14,Iowa St. Cyclones
65,"Gannon, Jacob",Jr,OL,9,8,9,nan,nan,nan,nan,0,Passes Defended,2013-14,Iowa St. Cyclones
81,"West, Quan",Fr,WR,8,0,8,nan,nan,nan,nan,0,Passes Defended,2013-14,Iowa St. Cyclones
70,"Burton, Daniel",Fr,OL,8,8,8,nan,nan,nan,nan,0,Passes Defended,2013-14,Iowa St. Cyclones
22,"Mutcherson, T.J.",Fr,DB,8,0,8,nan,nan,nan,nan,0,Passes Defended,2013-14,Iowa St. Cyclones
64,"Tuftee, Ethan",Sr,OL,8,2,8,nan,nan,nan,nan,0,Passes Defended,2013-14,Iowa St. Cyclones
84,"Brun, Ernst",Sr,TE,8,3,8,nan,nan,nan,nan,0,Passes Defended,2013-14,Iowa St. Cyclones
1,"West, Jarvis",Jr,WR,8,1,8,nan,nan,nan,nan,0,Passes Defended,2013-14,Iowa St. Cyclones
9B,"Boesen, Ben",So,TE,8,1,8,nan,nan,nan,nan,0,Passes Defended,2013-14,Iowa St. Cyclones
94,"Cousin, Devlyn",Fr,DL,7,0,7,nan,nan,nan,nan,0,Passes Defended,2013-14,Iowa St. Cyclones
6L,"Lynn, Kenneth",So,DB,7,1,7,1,nan,nan,nan,1,Passes Defended,2013-14,Iowa St. Cyclones
85,"Lemke, Devin",So,DL,7,0,7,nan,nan,nan,nan,0,Passes Defended,2013-14,Iowa St. Cyclones
3,"Rohach, Grant",Fr,QB,7,4,7,nan,nan,nan,nan,0,Passes Defended,2013-14,Iowa St. Cyclones
2K,"Knott, Luke",Fr,LB,6,5,6,2,nan,nan,nan,2,Passes Defended,2013-14,Iowa St. Cyclones
66,"Dunning, Jacob",Fr,OL,6,1,6,nan,nan,nan,nan,0,Passes Defended,2013-14,Iowa St. Cyclones
17,"Lawry, Damein",Fr,DB,5,0,5,nan,nan,nan,nan,0,Passes Defended,2013-14,Iowa St. Cyclones
69,"Lichtenberg, Kyle",Sr,OL,5,2,5,nan,nan,nan,nan,0,Passes Defended,2013-14,Iowa St. Cyclones
16,"Shaeffer, Gage",Jr,DB,5,0,5,nan,nan,nan,nan,0,Passes Defended,2013-14,Iowa St. Cyclones
1K,"Kramer, Holden",Fr,P,1,0,1,nan,nan,nan,nan,0,Passes Defended,2013-14,Iowa St. Cyclones
1M,"Cotton-Moya, Kamari",Fr,DB,1,0,1,nan,nan,nan,nan,0,Passes Defended,2013-14,Iowa St. Cyclones
41,"White, Darius",Fr,LB,1,0,1,nan,nan,nan,nan,0,Passes Defended,2013-14,Iowa St. Cyclones
97,"Tucker, Demond",Jr,DL,12,11,12,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Iowa St. Cyclones
1J,"Jones, Jarnor",Jr,DB,12,9,12,6,nan,nan,nan,6.0,Passes Defended,2015-16,Iowa St. Cyclones
1T,"Thomas, Joshua",Fr,RB,12,0,12,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Iowa St. Cyclones
19,"Ryen, Trever",So,WR,12,1,12,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Iowa St. Cyclones
2,"Warren, Mike",Fr,RB,12,10,12,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Iowa St. Cyclones
45,"Pierson, Dale",Sr,DL,12,12,12,2,1,nan,24,3.0,Passes Defended,2015-16,Iowa St. Cyclones
1P,"Peavy, Brian",Fr,DB,12,11,12,10,2,nan,-1,12.0,Passes Defended,2015-16,Iowa St. Cyclones
9N,"Northrup, Reggan",Fr,LB,12,3,12,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Iowa St. Cyclones
16,"Harvey, Willie",Fr,LB,12,8,12,1,nan,nan,nan,1.0,Passes Defended,2015-16,Iowa St. Cyclones
2H,"Harris, Jordan",Jr,LB,12,12,12,nan,1,nan,nan,1.0,Passes Defended,2015-16,Iowa St. Cyclones
1D,"Downing, Colin",So,P,12,0,12,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Iowa St. Cyclones
99,"Trent, Vernell",So,DL,12,1,12,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Iowa St. Cyclones
22,"Harger, Mitchell",Jr,RB,12,0,12,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Iowa St. Cyclones
67,"Campos, Jake",So,OL,12,12,12,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Iowa St. Cyclones
5W,"Waggoner, J.D.",So,DL,12,6,12,1,nan,nan,nan,1.0,Passes Defended,2015-16,Iowa St. Cyclones
31,"Jahlas, Josh",Jr,DB,12,0,12,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Iowa St. Cyclones
35,"Peters, Levi",Jr,LB,12,9,12,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Iowa St. Cyclones
29,"Seeley, Kane",Jr,LB,12,1,12,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Iowa St. Cyclones
21,"Knott, Luke",Jr,LB,12,3,12,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Iowa St. Cyclones
1,"Netten, Cole",Jr,K,12,0,12,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Iowa St. Cyclones
95,"Boesen, Ben",Sr,TE,12,6,12,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Iowa St. Cyclones
76,"Lalk, Jamison",Sr,OL,12,12,12,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Iowa St. Cyclones
72,"Dagel, Brock",Sr,OL,12,12,12,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Iowa St. Cyclones
23,"Cotton, Darian",Sr,DB,12,4,12,2,nan,nan,nan,2.0,Passes Defended,2015-16,Iowa St. Cyclones
9,"Bundrage, Quenton",Sr,WR,12,10,12,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Iowa St. Cyclones
1W,"Wiltz, Jomal",Jr,DB,12,7,12,8,nan,nan,nan,8.0,Passes Defended,2015-16,Iowa St. Cyclones
80,"Epps, Carson",Fr,WR,11,2,11,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Iowa St. Cyclones
78,"Taiese, Wendell",Sr,OL,11,6,11,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Iowa St. Cyclones
8,"Montgomery, D'Vario",Jr,WR,11,6,11,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Iowa St. Cyclones
5,"Lazard, Allen",So,WR,11,10,11,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Iowa St. Cyclones
7,"Floyd, Qujuan",Sr,DB,11,10,11,2,1,nan,nan,3.0,Passes Defended,2015-16,Iowa St. Cyclones
77,"Omoile, Oni",Sr,OL,11,11,11,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Iowa St. Cyclones
15,"Harris, Brandon",So,WR,11,0,11,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Iowa St. Cyclones
7L,"Lanning, Joel",So,QB,11,5,11,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Iowa St. Cyclones
3R,"Rhoads, Jake",So,WR,11,0,11,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Iowa St. Cyclones
34,"Tribune, Nigel",Jr,DB,11,8,11,7,nan,nan,nan,7.0,Passes Defended,2015-16,Iowa St. Cyclones
41,"White, Darius",Jr,DL,11,0,11,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Iowa St. Cyclones
88,"Chandler, Justin",Jr,TE,11,1,11,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Iowa St. Cyclones
56,"Philbert, Jaypee",So,OL,10,0,10,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Iowa St. Cyclones
36,"Leath, Bobby",Jr,DL,10,1,10,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Iowa St. Cyclones
10,"Wesley, Jauan",So,WR,10,9,10,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Iowa St. Cyclones
49,"Spreen, Jack",So,LB,10,0,10,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Iowa St. Cyclones
4,"Richardson, Sam E.",Sr,DB,10,2,10,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Iowa St. Cyclones
26,"Bonacci, Brian",Jr,RB,10,0,10,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Iowa St. Cyclones
20,"Swoyer, Matt",Jr,DB,10,0,10,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Iowa St. Cyclones
91,"Aka, Pierre",Jr,DL,10,0,10,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Iowa St. Cyclones
13,"Daley, Dondre",Jr,WR,10,3,10,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Iowa St. Cyclones
3A,"Fischer, Austin",Sr,RB,10,0,10,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Iowa St. Cyclones
98,"Taylor, Trent",Sr,DL,9,4,9,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Iowa St. Cyclones
12,"Richardson, Sam B.",Sr,QB,9,7,9,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Iowa St. Cyclones
25,"Mills, Brian",So,LB,9,3,9,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Iowa St. Cyclones
8J,"Thomas, Jhaustin",Jr,DL,8,0,8,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Iowa St. Cyclones
70,"Burton, Daniel",Jr,OL,8,6,8,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Iowa St. Cyclones
62,"Fett, Nick",Jr,OL,8,1,8,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Iowa St. Cyclones
51,"Tusha, Tanner",Jr,LB,7,0,7,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Iowa St. Cyclones
53,"Lazard, Anthony",Jr,LB,7,0,7,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Iowa St. Cyclones
4F,"Francis, Chris",Fr,K,6,0,6,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Iowa St. Cyclones
6,"Brown, Tyler",So,RB,6,2,6,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Iowa St. Cyclones
5C,"Cotton-Moya, Kamari",So,DB,6,6,6,1,nan,nan,nan,1.0,Passes Defended,2015-16,Iowa St. Cyclones
27,"Lynn, Kenneth",Sr,WR,6,0,6,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Iowa St. Cyclones
1K,"Kramer, Holden",So,P,6,0,6,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Iowa St. Cyclones
6R,"Ruth, De'Monte",Fr,DB,5,0,5,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Iowa St. Cyclones
85,"Allison, Marley",So,WR,5,0,5,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Iowa St. Cyclones
39,"Opara, Oscar",So,DB,4,0,4,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Iowa St. Cyclones
83,"Medders, Brett",Sr,WR,4,0,4,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Iowa St. Cyclones
24,"Richardson, Jamaal",Fr,DB,4,0,4,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Iowa St. Cyclones
47,"Seonbuchner, Sam",Fr,LB,3,0,3,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Iowa St. Cyclones
37,"Holmes, Vic",Fr,DB,3,0,3,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Iowa St. Cyclones
9G,"Garcia, Robby",So,DL,3,0,3,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Iowa St. Cyclones
87,"West, Quan",Jr,WR,3,0,3,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Iowa St. Cyclones
32,"Madison, Justin",So,DL,2,0,2,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Iowa St. Cyclones
71,"Severs, Nick",So,OL,2,0,2,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Iowa St. Cyclones
50,"Larson, Bryan",So,OL,2,0,2,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Iowa St. Cyclones
14,"Lee-Campbell, Darius",Fr,WR,2,0,2,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Iowa St. Cyclones
96,"Phillips, Ma'Kayle",So,DL,1,0,1,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Iowa St. Cyclones
55,"Homa, Jacob",So,OL,1,0,1,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Iowa St. Cyclones
2S,"Salters, Orion",Fr,WR,1,0,1,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Iowa St. Cyclones
68,"Seda, Brian",Jr,OL,1,0,1,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Iowa St. Cyclones
59,"Benson, Trey",Fr,DL,1,0,1,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Iowa St. Cyclones
20,"Nealy, Devondrick",Jr,RB,12,3,12,nan,nan,nan,nan,0,Passes Defended,2014-15,Iowa St. Cyclones
8,"Lynn, Kenneth",Jr,DB,12,3,12,10,nan,nan,nan,10,Passes Defended,2014-15,Iowa St. Cyclones
4,"Richardson, Sam E.",Jr,DB,12,10,12,6,4,nan,22,10,Passes Defended,2014-15,Iowa St. Cyclones
76,"Lalk, Jamison",Jr,OL,12,11,12,nan,nan,nan,nan,0,Passes Defended,2014-15,Iowa St. Cyclones
95,"Boesen, Ben",Jr,TE,12,0,12,nan,nan,nan,nan,0,Passes Defended,2014-15,Iowa St. Cyclones
1N,"Netten, Cole",So,K,12,0,12,nan,nan,nan,nan,0,Passes Defended,2014-15,Iowa St. Cyclones
13,"Daley, Dondre",So,WR,12,5,12,nan,nan,nan,nan,0,Passes Defended,2014-15,Iowa St. Cyclones
17,"Lawry, Damein",So,WR,12,0,12,nan,nan,nan,nan,0,Passes Defended,2014-15,Iowa St. Cyclones
21,"Knott, Luke",So,LB,12,8,12,nan,1,nan,15,1,Passes Defended,2014-15,Iowa St. Cyclones
29,"Seeley, Kane",So,LB,12,5,12,nan,nan,nan,nan,0,Passes Defended,2014-15,Iowa St. Cyclones
41,"White, Darius",So,DL,12,0,12,1,nan,nan,nan,1,Passes Defended,2014-15,Iowa St. Cyclones
58,"Morrissey, Cory",Sr,DL,12,12,12,1,nan,nan,nan,1,Passes Defended,2014-15,Iowa St. Cyclones
49,"Thornton, Spencer",Sr,LB,12,0,12,nan,nan,nan,nan,0,Passes Defended,2014-15,Iowa St. Cyclones
70,"Burton, Daniel",So,OL,12,12,12,nan,nan,nan,nan,0,Passes Defended,2014-15,Iowa St. Cyclones
81,"West, Quan",So,WR,12,1,12,nan,nan,nan,nan,0,Passes Defended,2014-15,Iowa St. Cyclones
90,"Meyers, Mitchell",So,DL,12,12,12,nan,nan,nan,nan,0,Passes Defended,2014-15,Iowa St. Cyclones
14,"Brackens, Jared",Sr,LB,12,6,12,1,nan,nan,nan,1,Passes Defended,2014-15,Iowa St. Cyclones
74,"Farniok, Tom",Sr,OL,12,12,12,nan,nan,nan,nan,0,Passes Defended,2014-15,Iowa St. Cyclones
27,"Syrie, Kamari",Fr,DB,12,0,12,1,nan,nan,nan,1,Passes Defended,2014-15,Iowa St. Cyclones
5,"Cotton-Moya, Kamari",Fr,DB,12,11,12,8,nan,nan,nan,8,Passes Defended,2014-15,Iowa St. Cyclones
25,"Mills, Brian",Fr,LB,12,3,12,nan,nan,nan,nan,0,Passes Defended,2014-15,Iowa St. Cyclones
9G,"Garcia, Robby",Fr,DL,12,0,12,nan,nan,nan,nan,0,Passes Defended,2014-15,Iowa St. Cyclones
99,"Trent, Vernell",Fr,DL,12,3,12,nan,nan,nan,nan,0,Passes Defended,2014-15,Iowa St. Cyclones
98,"Taylor, Trent",Jr,DL,12,8,12,nan,nan,nan,nan,0,Passes Defended,2014-15,Iowa St. Cyclones
45,"Pierson, Dale",Jr,DL,12,2,12,nan,nan,nan,nan,0,Passes Defended,2014-15,Iowa St. Cyclones
5L,"Lazard, Allen",Fr,WR,12,11,12,nan,nan,nan,nan,0,Passes Defended,2014-15,Iowa St. Cyclones
1D,"Downing, Colin",Fr,P,12,0,12,nan,nan,nan,nan,0,Passes Defended,2014-15,Iowa St. Cyclones
3F,"Ferch, Drake",Sr,LB,11,4,11,2,nan,nan,nan,2,Passes Defended,2014-15,Iowa St. Cyclones
23,"Cotton, Darian",Jr,DB,11,2,11,nan,nan,nan,nan,0,Passes Defended,2014-15,Iowa St. Cyclones
24,"Thomas, Matthew",Sr,DB,11,0,11,1,nan,nan,nan,1,Passes Defended,2014-15,Iowa St. Cyclones
2,"Wimberly, Aaron",Sr,RB,11,11,11,nan,nan,nan,nan,0,Passes Defended,2014-15,Iowa St. Cyclones
8M,"Montgomery, D'Vario",So,WR,11,6,11,nan,nan,nan,nan,0,Passes Defended,2014-15,Iowa St. Cyclones
12,"Richardson, Sam B.",Jr,QB,11,11,11,nan,nan,nan,nan,0,Passes Defended,2014-15,Iowa St. Cyclones
26,"Floyd, Qujuan",Jr,DB,11,1,11,nan,nan,nan,nan,0,Passes Defended,2014-15,Iowa St. Cyclones
34,"Tribune, Nigel",So,DB,11,11,11,13,3,nan,17,16,Passes Defended,2014-15,Iowa St. Cyclones
1,"West, Jarvis",Sr,WR,11,10,11,nan,nan,nan,nan,0,Passes Defended,2014-15,Iowa St. Cyclones
67,"Campos, Jake",Fr,OL,11,11,11,nan,nan,nan,nan,0,Passes Defended,2014-15,Iowa St. Cyclones
44,"Meeks, Alton",Fr,LB,11,2,11,nan,nan,nan,nan,0,Passes Defended,2014-15,Iowa St. Cyclones
33,"Brown, Tyler",Fr,RB,11,0,11,nan,nan,nan,nan,0,Passes Defended,2014-15,Iowa St. Cyclones
3A,"Fischer, Austin",Jr,RB,10,0,10,nan,nan,nan,nan,0,Passes Defended,2014-15,Iowa St. Cyclones
65,"Gannon, Jacob",Sr,OL,10,9,10,nan,nan,nan,nan,0,Passes Defended,2014-15,Iowa St. Cyclones
6,"Ecby, Tad",Jr,WR,10,0,10,nan,nan,nan,nan,0,Passes Defended,2014-15,Iowa St. Cyclones
22,"Mutcherson, T.J.",So,DB,10,10,10,4,2,nan,11,6,Passes Defended,2014-15,Iowa St. Cyclones
3J,"Jahlas, Josh",So,DB,10,0,10,nan,nan,nan,nan,0,Passes Defended,2014-15,Iowa St. Cyclones
78,"Taiese, Wendell",Jr,OL,10,0,10,nan,nan,nan,nan,0,Passes Defended,2014-15,Iowa St. Cyclones
11,"Bibbs, E.J.",Sr,TE,10,9,10,nan,nan,nan,nan,0,Passes Defended,2014-15,Iowa St. Cyclones
15,"Harris, Brandon",Fr,WR,9,0,9,nan,nan,nan,nan,0,Passes Defended,2014-15,Iowa St. Cyclones
93,"Jensen, Brandon",Sr,DL,9,9,9,1,nan,nan,nan,1,Passes Defended,2014-15,Iowa St. Cyclones
86,"Leslie, Alex",Fr,TE,9,0,9,nan,nan,nan,nan,0,Passes Defended,2014-15,Iowa St. Cyclones
94,"Cousin, Devlyn",So,DL,9,2,9,nan,nan,nan,nan,0,Passes Defended,2014-15,Iowa St. Cyclones
4S,"Spreen, Jack",Fr,LB,9,0,9,nan,nan,nan,nan,0,Passes Defended,2014-15,Iowa St. Cyclones
38,"Weaver, Jared",Sr,LB,8,0,8,nan,nan,nan,nan,0,Passes Defended,2014-15,Iowa St. Cyclones
55,"Miller, Jevohn",Sr,LB,8,8,8,2,nan,nan,nan,2,Passes Defended,2014-15,Iowa St. Cyclones
77,"Omoile, Oni",Jr,OL,7,1,7,nan,nan,nan,nan,0,Passes Defended,2014-15,Iowa St. Cyclones
18,"Wesley, Jauan",Fr,WR,7,1,7,nan,nan,nan,nan,0,Passes Defended,2014-15,Iowa St. Cyclones
91,"Aka, Pierre",So,DL,6,0,6,nan,nan,nan,nan,0,Passes Defended,2014-15,Iowa St. Cyclones
2M,"Syria, Martinez",Fr,RB,5,0,5,nan,nan,nan,nan,0,Passes Defended,2014-15,Iowa St. Cyclones
1K,"Kramer, Holden",Fr,P,5,0,5,nan,nan,nan,nan,0,Passes Defended,2014-15,Iowa St. Cyclones
72,"Dagel, Brock",Jr,OL,4,4,4,nan,nan,nan,nan,0,Passes Defended,2014-15,Iowa St. Cyclones
2A,"Swoyer, Matt",So,DB,4,0,4,nan,nan,nan,nan,0,Passes Defended,2014-15,Iowa St. Cyclones
85,"Harger, Mitchell",So,RB,4,0,4,nan,nan,nan,nan,0,Passes Defended,2014-15,Iowa St. Cyclones
66,"Dunning, Jacob",So,OL,3,0,3,nan,nan,nan,nan,0,Passes Defended,2014-15,Iowa St. Cyclones
3,"Rohach, Grant",So,QB,3,1,3,nan,nan,nan,nan,0,Passes Defended,2014-15,Iowa St. Cyclones
4H,"Harris, P.J.",So,WR,3,1,3,nan,nan,nan,nan,0,Passes Defended,2014-15,Iowa St. Cyclones
83,"Medders, Brett",Jr,WR,3,1,3,nan,nan,nan,nan,0,Passes Defended,2014-15,Iowa St. Cyclones
35,"Peters, Levi",So,LB,2,0,2,nan,nan,nan,nan,0,Passes Defended,2014-15,Iowa St. Cyclones
32,"Madison, Justin",Fr,DL,2,0,2,nan,nan,nan,nan,0,Passes Defended,2014-15,Iowa St. Cyclones
7,"Lanning, Joel",Fr,QB,1,0,1,nan,nan,nan,nan,0,Passes Defended,2014-15,Iowa St. Cyclones
10,"Standard, Rob",Jr,RB,1,0,1,nan,nan,nan,nan,0,Passes Defended,2014-15,Iowa St. Cyclones
78,"Daniels, James",Fr,OL,14,2,14,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Iowa Hawkeyes
40,"Hesse, Parker",Fr,DL,14,9,14,2,1,1,4,3.0,Passes Defended,2015-16,Iowa Hawkeyes
38,"Cox, Adam",Sr,RB,14,0,14,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Iowa Hawkeyes
9,"Smith, Jerminic",Fr,WR,14,2,14,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Iowa Hawkeyes
44,"Niemann, Ben",So,LB,14,14,14,2,nan,nan,nan,2.0,Passes Defended,2015-16,Iowa Hawkeyes
19,"Taylor, Miles",So,DB,14,13,14,4,1,nan,12,5.0,Passes Defended,2015-16,Iowa Hawkeyes
6A,"Kidd, Dillon",Sr,P,14,0,14,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Iowa Hawkeyes
15,"Jackson, Joshua",Fr,DB,14,0,14,2,nan,nan,nan,2.0,Passes Defended,2015-16,Iowa Hawkeyes
79,"Welsh, Sean",So,OL,14,13,14,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Iowa Hawkeyes
26,"Ward, Kevin",So,DB,14,0,14,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Iowa Hawkeyes
89,"VandeBerg, Matt",Jr,WR,14,13,14,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Iowa Hawkeyes
1,"Koehn, Marshall",Sr,K,14,0,14,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Iowa Hawkeyes
46,"Kittle, George",Jr,TE,14,6,14,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Iowa Hawkeyes
14,"King, Desmond",Jr,DB,14,13,14,13,8,1,118,21.0,Passes Defended,2015-16,Iowa Hawkeyes
43,"Jewell, Josey",So,LB,14,14,14,6,4,1,63,10.0,Passes Defended,2015-16,Iowa Hawkeyes
41,"Bower, Bo",So,LB,14,0,14,1,1,1,88,2.0,Passes Defended,2015-16,Iowa Hawkeyes
99,"Bazata, Nathan",So,DL,14,14,14,1,nan,nan,nan,1.0,Passes Defended,2015-16,Iowa Hawkeyes
13,"Mabin, Greg",Jr,DB,14,14,14,8,2,nan,26,10.0,Passes Defended,2015-16,Iowa Hawkeyes
67,"Johnson, Jaleel",Jr,DL,14,14,14,1,nan,nan,nan,1.0,Passes Defended,2015-16,Iowa Hawkeyes
64,"Croston, Cole",Jr,OL,14,10,14,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Iowa Hawkeyes
58,"Simmons, Eric",Sr,OL,14,0,14,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Iowa Hawkeyes
