Jersey,Player,Yr,Pos,GP,GS,G,PBU,Int,IntRetTDs,IntRYds,PDef,stat,year,team
1P,"Provancha, Christian",Sr,QB,1,0,1,nan,nan,nan,nan,0,Passes Defended,2014-15,Florida Gators
65,"Taylor, Jawaan",Fr,OL,13,12,13,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Florida Gators
22,"Perine, Lamical",Fr,RB,13,0,13,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Florida Gators
16,"Swain, Freddie",Fr,WR,13,0,13,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Florida Gators
15,"Pineiro, Eddy",So,K,13,0,13,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Florida Gators
10,"Hammond, Josh",Fr,WR,13,3,13,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Florida Gators
1J,"Joseph, Vosean",Fr,LB,13,1,13,1,nan,nan,nan,1.0,Passes Defended,2016-17,Florida Gators
43,"Garcia, Cristian",Jr,LB,13,1,13,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Florida Gators
95,"Davis, Keivonnis",So,DL,13,5,13,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Florida Gators
92,"Zuniga, Jabari",So,DL,13,3,13,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Florida Gators
25,"Scarlett, Jordan",So,RB,13,8,13,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Florida Gators
28,"Johnson, Kylan",Fr,LB,13,6,13,1,nan,nan,nan,1.0,Passes Defended,2016-17,Florida Gators
73,"Ivey, Martez",So,OL,13,12,13,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Florida Gators
41,"Farr, Ryan",So,OL,13,0,13,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Florida Gators
6,"Wilson, Quincy",Jr,DB,13,13,13,6,3,1,80,9.0,Passes Defended,2016-17,Florida Gators
78,"Sharpe, David",Jr,OL,13,13,13,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Florida Gators
4,"Powell, Brandon",Jr,WR,13,11,13,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Florida Gators
30,"Goolsby, Deandre",Jr,TE,13,10,13,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Florida Gators
54,"Clark, Khairi",So,DL,13,3,13,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Florida Gators
93,"Bryan, Taven",So,DL,13,2,13,1,nan,nan,nan,1.0,Passes Defended,2016-17,Florida Gators
57,"Brantley, Caleb",Jr,DL,13,11,13,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Florida Gators
26,"Harris, Marcell",Jr,DB,13,8,13,1,2,nan,25,3.0,Passes Defended,2016-17,Florida Gators
19,"Townsend, Johnny",Jr,P,13,0,13,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Florida Gators
5,"Fulwood, Ahmad",Sr,WR,13,1,13,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Florida Gators
23,"Gardiner, Chauncey",Fr,DB,13,3,13,3,3,1,103,6.0,Passes Defended,2016-17,Florida Gators
99,"Polite, Jachai",Fr,DL,12,0,12,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Florida Gators
33,"Reese, David",Fr,LB,12,4,12,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Florida Gators
24,"Thompson, Mark",Jr,RB,12,4,12,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Florida Gators
74,"Johnson, Fred",So,OL,12,8,12,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Florida Gators
1M,"McMillian, Daniel",Sr,LB,12,3,12,1,1,nan,23,2.0,Passes Defended,2016-17,Florida Gators
81,"Callaway, Antonio",So,WR,12,11,12,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Florida Gators
31,"Tabor, Jalen",Jr,DB,12,12,12,6,4,1,47,10.0,Passes Defended,2016-17,Florida Gators
80,"Lewis, C'Yontai",So,TE,12,11,12,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Florida Gators
7,"Dawson, Duke",Jr,DB,12,7,12,7,1,1,37,8.0,Passes Defended,2016-17,Florida Gators
96,"Jefferson, Cece",So,DL,12,6,12,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Florida Gators
89,"Cleveland, Tyrie",Fr,WR,11,4,11,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Florida Gators
32,"Cronkrite, Jordan",So,RB,11,0,11,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Florida Gators
64,"Jordan, Tyler",So,OL,11,8,11,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Florida Gators
94,"Cox, Jr., Bryan",Sr,DL,11,5,11,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Florida Gators
91,"Ivie, Joey",Sr,DL,11,10,11,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Florida Gators
85,"Thompson, Chris",Sr,WR,11,0,11,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Florida Gators
77,"Mike, Andrew",So,OL,11,0,11,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Florida Gators
29,"Taylor, Jeawon",Fr,DB,10,0,10,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Florida Gators
8,"Washington, Nick",Jr,DB,10,6,10,1,1,nan,nan,2.0,Passes Defended,2016-17,Florida Gators
17,"Sherit, Jordan",Jr,DL,10,7,10,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Florida Gators
35,"Putu, Joseph",Jr,DB,9,0,9,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Florida Gators
12,"Appleby, Austin",Sr,QB,9,7,9,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Florida Gators
1W,"Williamson, Chris",So,DB,9,1,9,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Florida Gators
20,"Maye, Marcus",Sr,DB,9,9,9,6,1,nan,6,7.0,Passes Defended,2016-17,Florida Gators
82,"Stephens, Moral",So,TE,9,0,9,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Florida Gators
45,"Raymond, R.J.",So,LB,9,0,9,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Florida Gators
40,"Davis, Jarrad",Sr,LB,9,9,9,4,nan,nan,nan,4.0,Passes Defended,2016-17,Florida Gators
44,"Jackson, Rayshad",Fr,LB,9,0,9,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Florida Gators
37,"Herndon, Mark",Sr,RB,8,0,8,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Florida Gators
34,"Anzalone, Alex",Jr,LB,8,8,8,2,nan,nan,nan,2.0,Passes Defended,2016-17,Florida Gators
5D,"Dillard, Cameron",Jr,OL,8,8,8,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Florida Gators
98,"Ancrum, Luke",Fr,DL,7,0,7,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Florida Gators
53,"Harkless, Kavaris",So,OL,7,1,7,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Florida Gators
59,"McCoy, T.J.",Fr,OL,7,4,7,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Florida Gators
14,"Del Rio, Luke",So,QB,6,6,6,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Florida Gators
18,"Worton, C.J.",Jr,WR,5,1,5,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Florida Gators
90,"Clayton, Antonneous",Fr,DL,5,0,5,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Florida Gators
39,"Iorio, Michael",Jr,DB,3,0,3,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Florida Gators
84,"Knight, Camrin",So,TE,3,0,3,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Florida Gators
50,"Moon, Jeremiah",Fr,LB,2,0,2,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Florida Gators
67,"Sandifer, Brandon",Fr,OL,2,0,2,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Florida Gators
68,"Desir-Jones, Richerd",Fr,OL,2,0,2,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Florida Gators
66,"Buchanan, Nick",Fr,OL,2,0,2,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Florida Gators
97,"Reed, Justus",So,DL,2,0,2,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Florida Gators
9P,"Powell, Jorge",So,K,2,0,2,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Florida Gators
3S,"Stephens, Garrett",Jr,DB,2,0,2,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Florida Gators
86,"Finn, Jacob",Fr,P,1,0,1,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Florida Gators
21,"Burnett, Mcarthur",Fr,DB,1,0,1,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Florida Gators
11,"Trask, Kyle",Fr,QB,1,0,1,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Florida Gators
9,"Massey, Dre",Jr,WR,1,0,1,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Florida Gators
4N,"Norvelis, Mark",Sr,DB,1,0,1,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Florida Gators
87,"Jackson, Kalif",Fr,WR,1,0,1,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Florida Gators
64,"Jordan, Tyler",Fr,OL,14,3,14,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Florida Gators
41,"Farr, Ryan",Fr,OL,14,0,14,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Florida Gators
81,"Callaway, Antonio",Fr,WR,14,13,14,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Florida Gators
6,"Wilson, Quincy",So,DB,14,9,14,5,2,nan,13,7.0,Passes Defended,2015-16,Florida Gators
78,"Sharpe, David",So,OL,14,13,14,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Florida Gators
4,"Powell, Brandon",So,WR,14,10,14,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Florida Gators
30,"Goolsby, Deandre",So,TE,14,6,14,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Florida Gators
7D,"Dawson, Duke",So,DB,14,0,14,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Florida Gators
40,"Davis, Jarrad",Jr,LB,14,12,14,4,1,nan,nan,5.0,Passes Defended,2015-16,Florida Gators
21,"Taylor, Kelvin",Jr,RB,14,11,14,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Florida Gators
19,"Townsend, Johnny",So,P,14,0,14,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Florida Gators
5,"Fulwood, Ahmad",Jr,WR,14,2,14,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Florida Gators
8,"Washington, Nick",So,DB,14,4,14,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Florida Gators
13,"McMillian, Daniel",Jr,LB,14,0,14,2,nan,nan,nan,2.0,Passes Defended,2015-16,Florida Gators
24,"Poole, Brian",Sr,DB,14,6,14,10,nan,nan,nan,10.0,Passes Defended,2015-16,Florida Gators
3M,"Morrison, Antonio",Sr,LB,14,14,14,1,nan,nan,nan,1.0,Passes Defended,2015-16,Florida Gators
37,"Herndon, Mark",Sr,RB,14,0,14,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Florida Gators
94,"Cox, Jr., Bryan",Jr,DL,14,12,14,1,nan,nan,nan,1.0,Passes Defended,2015-16,Florida Gators
90,"Bullard, Jonathan",Sr,DL,14,14,14,2,nan,nan,nan,2.0,Passes Defended,2015-16,Florida Gators
63,"Thurman, Trip",Sr,OL,14,14,14,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Florida Gators
10,"Showers, Valdez",Sr,WR,14,1,14,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Florida Gators
96,"Jefferson, Cece",Fr,DL,14,4,14,1,nan,nan,nan,1.0,Passes Defended,2015-16,Florida Gators
32,"Cronkrite, Jordan",Fr,RB,13,1,13,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Florida Gators
83,"McGee, Jake",Sr,TE,13,13,13,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Florida Gators
48,"Harrell, Anthony",Sr,LB,13,0,13,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Florida Gators
75,"Halter, Mason",Sr,OL,13,13,13,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Florida Gators
31,"Tabor, Jalen",So,DB,13,9,13,14,4,2,82,18.0,Passes Defended,2015-16,Florida Gators
54,"Clark, Khairi",Fr,DL,13,2,13,1,nan,nan,nan,1.0,Passes Defended,2015-16,Florida Gators
20,"Maye, Marcus",Jr,DB,13,12,13,6,2,nan,nan,8.0,Passes Defended,2015-16,Florida Gators
57,"Brantley, Caleb",So,DL,13,10,13,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Florida Gators
5D,"Dillard, Cameron",So,OL,13,10,13,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Florida Gators
17,"Sherit, Jordan",So,DL,13,4,13,1,nan,nan,nan,1.0,Passes Defended,2015-16,Florida Gators
1,"Hargreaves, Vernon",Jr,DB,13,13,13,4,4,nan,152,8.0,Passes Defended,2015-16,Florida Gators
11,"Robinson, Demarcus",Jr,WR,13,9,13,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Florida Gators
85,"Thompson, Chris",Jr,WR,13,2,13,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Florida Gators
73,"Ivey, Martez",Fr,OL,12,8,12,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Florida Gators
3,"Harris, Treon",So,QB,12,9,12,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Florida Gators
26,"Harris, Marcell",So,DB,12,1,12,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Florida Gators
42,"Neal, Keanu",Jr,DB,12,11,12,1,1,nan,nan,2.0,Passes Defended,2015-16,Florida Gators
93,"Bryan, Taven",Fr,DL,12,1,12,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Florida Gators
51,"Riles, Antonio",So,OL,11,6,11,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Florida Gators
52,"Dorsey, Travaris",Fr,OL,11,0,11,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Florida Gators
36,"Dixon, Roger",Sr,WR,10,0,10,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Florida Gators
16,"Hardin, Austin",Jr,K,10,0,10,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Florida Gators
23,"Powell, Jeremi",Jr,LB,10,2,10,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Florida Gators
91,"Ivie, Joey",Jr,DL,10,5,10,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Florida Gators
25,"Scarlett, Jordan",Fr,RB,9,1,9,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Florida Gators
97,"Reed, Justus",Fr,DL,9,0,9,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Florida Gators
89,"Bailey, Alvin",So,WR,9,0,9,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Florida Gators
14,"McCalister, Alex",Jr,DL,9,6,9,1,nan,nan,nan,1.0,Passes Defended,2015-16,Florida Gators
80,"Lewis, C'Yontai",Fr,TE,9,1,9,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Florida Gators
74,"Johnson, Fred",Fr,OL,8,2,8,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Florida Gators
84,"Knight, Camrin",Fr,TE,7,0,7,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Florida Gators
86,"Andrades, Raphael",Jr,WR,7,0,7,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Florida Gators
55,"Holley, Thomas",Fr,DL,7,0,7,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Florida Gators
82,"Stephens, Moral",Fr,TE,7,0,7,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Florida Gators
7,"Grier, Will",Fr,QB,6,5,6,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Florida Gators
35,"Williamson, Chris",Fr,DB,5,0,5,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Florida Gators
18,"Worton, C.J.",So,WR,5,0,5,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Florida Gators
12,"Grady, Josh",Sr,QB,5,0,5,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Florida Gators
95,"Davis, Keivonnis",Fr,DL,4,0,4,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Florida Gators
98,"Powell, Jorge",Fr,K,4,0,4,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Florida Gators
9,"Pittman, Latroy",Sr,WR,4,0,4,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Florida Gators
99,"Mike, Andrew",Fr,OL,4,0,4,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Florida Gators
3S,"Stephens, Garrett",So,DB,4,0,4,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Florida Gators
15,"Porter, Deiondre",Fr,DB,4,0,4,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Florida Gators
34,"MacInnes, N.",nan,nan,3,0,3,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Florida Gators
22,"Harrison, Case",So,RB,3,0,3,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Florida Gators
2R,"Rolin, Matt",So,LB,3,2,3,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Florida Gators
34,"Anzalone, Alex",Jr,LB,2,2,2,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Florida Gators
88,"Sousa, Ryan",Fr,WR,2,0,2,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Florida Gators
99,"Stubbs, Dallas",nan,nan,1,0,1,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Florida Gators
56,"Garcia, Cris.",nan,nan,1,0,1,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Florida Gators
39,"Ferguson, Ryan",Fr,TE,1,0,1,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Florida Gators
76,"Parfitt, Kelly",Jr,OL,12,11,12,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Fla. Atlantic Owls
73,"Marsaille, Mike",Sr,OL,12,12,12,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Fla. Atlantic Owls
34,"Whitfield, Freedom",Sr,LB,12,5,12,2,nan,nan,nan,2.0,Passes Defended,2015-16,Fla. Atlantic Owls
11,"Coley, Trevon",Sr,DL,12,12,12,2,nan,nan,nan,2.0,Passes Defended,2015-16,Fla. Atlantic Owls
67,"Schomp, Dalton",Jr,K,12,0,12,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Fla. Atlantic Owls
88,"Stoshak, Jenson",Sr,WR,12,12,12,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Fla. Atlantic Owls
2,"Bryant, Brandin",Sr,DL,12,3,12,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Fla. Atlantic Owls
29,"Neasman, Sharrod",Sr,DB,12,12,12,4,3,nan,75,7.0,Passes Defended,2015-16,Fla. Atlantic Owls
7,"LeBlanc, Cre'Von",Sr,DB,12,12,12,11,4,nan,27,15.0,Passes Defended,2015-16,Fla. Atlantic Owls
9D,"Hendrickson, Trey",Jr,DL,12,11,12,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Fla. Atlantic Owls
20A,"Clark, Marcus",So,WR,12,0,12,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Fla. Atlantic Owls
53,"Smith, Jakobi",So,OL,12,11,12,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Fla. Atlantic Owls
66,"DeBoer, Dillon",Jr,OL,12,12,12,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Fla. Atlantic Owls
17,"Joseph, Greg",So,K,12,0,12,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Fla. Atlantic Owls
9,"Howell, Greg",So,RB,12,5,12,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Fla. Atlantic Owls
23,"Williams, Raekwon",So,DB,12,2,12,4,nan,nan,nan,4.0,Passes Defended,2015-16,Fla. Atlantic Owls
50,"Ozdemir, Nate",So,LB,12,9,12,2,nan,nan,nan,2.0,Passes Defended,2015-16,Fla. Atlantic Owls
58,"Bain, Reggie",So,OL,12,12,12,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Fla. Atlantic Owls
80,"Terry, Nate",So,TE,12,7,12,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Fla. Atlantic Owls
82,"Solomon, Kamrin",So,WR,12,2,12,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Fla. Atlantic Owls
94,"Snyder, Hunter",So,DL,12,6,12,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Fla. Atlantic Owls
8D,"Internicola, Nick",So,DL,12,1,12,1,nan,nan,nan,1.0,Passes Defended,2015-16,Fla. Atlantic Owls
1,"Bussey, Henry",So,WR,12,8,12,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Fla. Atlantic Owls
1D,"Rose, Ocie",Fr,DB,12,5,12,5,3,2,155,8.0,Passes Defended,2015-16,Fla. Atlantic Owls
3,"Cameron, Tyler",Jr,TE,12,6,12,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Fla. Atlantic Owls
0D,"Miller, Herb",Fr,DB,12,9,12,7,1,nan,nan,8.0,Passes Defended,2015-16,Fla. Atlantic Owls
18,"Young, Jalen",Fr,DB,12,10,12,2,3,1,90,5.0,Passes Defended,2015-16,Fla. Atlantic Owls
28,"Al-Shaair, Azeez",Fr,LB,12,11,12,2,nan,nan,nan,2.0,Passes Defended,2015-16,Fla. Atlantic Owls
98,"Nagle, Haiden",So,DL,11,0,11,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Fla. Atlantic Owls
8,"Leonard, Ralph",Fr,WR,11,0,11,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Fla. Atlantic Owls
54,"Ellis, Ray",So,DL,11,5,11,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Fla. Atlantic Owls
81,"Woods, Kalib",Jr,WR,11,10,11,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Fla. Atlantic Owls
13,"Lewis, Shelton",Fr,DB,11,0,11,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Fla. Atlantic Owls
83,"Thomas, Tony",Jr,WR,11,0,11,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Fla. Atlantic Owls
20,"Stoshak, Jake",So,DB,11,1,11,1,nan,nan,nan,1.0,Passes Defended,2015-16,Fla. Atlantic Owls
90,"Ogbonda, Shalom",Jr,DL,11,4,11,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Fla. Atlantic Owls
25,"Warren, Jay",Jr,RB,11,6,11,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Fla. Atlantic Owls
91,"Whitfield, Denzel",Jr,DL,10,0,10,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Fla. Atlantic Owls
10,"Bowens, Dustin",So,TE,10,4,10,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Fla. Atlantic Owls
4Y,"Stewart, Jake",nan,nan,10,0,10,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Fla. Atlantic Owls
27,"Soroh, Andrew",So,DB,10,0,10,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Fla. Atlantic Owls
92,"Winner, Casey",Fr,OL,10,0,10,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Fla. Atlantic Owls
5,"Williams, Kal-El",Fr,RB,10,1,10,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Fla. Atlantic Owls
59,"Eugene, Robinson",Sr,DL,10,5,10,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Fla. Atlantic Owls
3D,"Juste, DJ",Jr,WR,10,0,10,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Fla. Atlantic Owls
16,"Driskel, Jason",So,QB,10,2,10,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Fla. Atlantic Owls
32,"Johnson, Jaquez",Sr,QB,10,10,10,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Fla. Atlantic Owls
21,"Archer, Rodrick",Fr,DB,10,0,10,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Fla. Atlantic Owls
30,"Gaskins, Jeremy",Sr,RB,9,0,9,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Fla. Atlantic Owls
64,"Woods, Antonyo",So,OL,9,2,9,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Fla. Atlantic Owls
47,"Ward, Jerrad",So,DL,9,2,9,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Fla. Atlantic Owls
49,"Burden, Khantrell",Fr,LB,9,0,9,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Fla. Atlantic Owls
56,"Leggett, Steven",Fr,OL,8,0,8,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Fla. Atlantic Owls
24,"Thomas, Lester",Jr,DB,8,2,8,3,nan,nan,nan,3.0,Passes Defended,2015-16,Fla. Atlantic Owls
31,"Harris, Kris",So,LB,8,0,8,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Fla. Atlantic Owls
74,"Hickman, Byers",So,OL,7,0,7,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Fla. Atlantic Owls
40,"Sterling, Adrian",Jr,RB,7,0,7,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Fla. Atlantic Owls
79,"Pierre, Siffo",So,OL,7,0,7,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Fla. Atlantic Owls
22,"Rodriguez, Trey",Fr,RB,6,2,6,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Fla. Atlantic Owls
12,"Downer, Kemar",Fr,DB,6,0,6,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Fla. Atlantic Owls
4,"Dudley-Gordon, Marquese",So,DB,6,0,6,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Fla. Atlantic Owls
4D,"Homer, Tevin",Fr,DB,5,0,5,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Fla. Atlantic Owls
99,"Rickel, Ryan",Fr,P,5,0,5,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Fla. Atlantic Owls
41,"Harrop, Michael",Sr,TE,5,0,5,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Fla. Atlantic Owls
37,"Holmes, Calvain",So,WR,5,0,5,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Fla. Atlantic Owls
4Y,"Douglas, Jacob",Fr,LB,4,1,4,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Fla. Atlantic Owls
44,"Wilson, Jacob",So,TE,2,0,2,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Fla. Atlantic Owls
5D,"Scott, Ronnie",So,DB,2,0,2,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Fla. Atlantic Owls
57,"Weiner, Matthew",Fr,OL,2,0,2,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Fla. Atlantic Owls
46,"Jones, Rayshun",Fr,DB,1,0,1,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Fla. Atlantic Owls
87,"Mitchell, Bobby",Fr,WR,1,0,1,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Fla. Atlantic Owls
75,"Lyons, Braden",Jr,OL,12,12,12,nan,nan,nan,nan,0,Passes Defended,2013-14,Fla. Atlantic Owls
1I,"Hendrickson, Trey",Fr,DL,12,0,12,nan,nan,nan,nan,0,Passes Defended,2013-14,Fla. Atlantic Owls
7,"LeBlanc, Cre'Von",So,DB,12,3,12,2,nan,nan,nan,2,Passes Defended,2013-14,Fla. Atlantic Owls
