Year,Team,GP,G,RushNetYards,ReceivingYards,IntRYds,PuntRetYds,FRetYds,KORetYds,APY,All-PurposeYardsG,OffenseDefense
2014-15,Virginia Tech,0,13,1882,2587,94,89,12,937,5608,nan,Defensive
2015-16,Virginia Tech,13,13,2070,2936,12,275,80,757,6131,nan,Offense
2015-16,Virginia Tech,0,13,2349,2459,110,54,91,512,5599,nan,Defensive
2016-17,Virginia Tech,14,14,2563,3666,64,343,88,943,7779,nan,Offense
2016-17,Virginia Tech,0,14,1967,2803,72,61,71,376,5359,nan,Defensive
2017-18,Virginia Tech,12,12,2006,2843,267,400,12,508,6036,nan,Offense
2017-18,Virginia Tech,0,12,1417,2246,96,42,37,265,4134,nan,Defensive
2013-14,Virginia Tech,13,13,1557,3071,94,206,39,690,5657,nan,Offense
2013-14,Virginia Tech,0,13,1442,2245,215,384,nan,899,5185,nan,Defensive
2014-15,Virginia Tech,13,13,1923,2826,228,315,97,702,6091,nan,Offense
2014-15,Virginia Tech,0,13,1882,2587,94,89,12,937,5608,nan,Defensive
2015-16,Virginia Tech,13,13,2070,2936,12,275,80,757,6131,nan,Offense
2015-16,Virginia Tech,0,13,2349,2459,110,54,91,512,5599,nan,Defensive
2016-17,Virginia Tech,14,14,2563,3666,64,343,88,943,7779,nan,Offense
2016-17,Virginia Tech,0,14,1967,2803,72,61,71,376,5359,nan,Defensive
2017-18,Virginia Tech,12,12,2006,2843,267,400,12,508,6036,nan,Offense
2017-18,Virginia Tech,0,12,1417,2246,96,42,37,265,4134,nan,Defensive
2013-14,Virginia Tech,13,13,1557,3071,94,206,39,690,5657,nan,Offense
2013-14,Virginia Tech,0,13,1442,2245,215,384,nan,899,5185,nan,Defensive
2014-15,Virginia Tech,13,13,1923,2826,228,315,97,702,6091,nan,Offense
2014-15,Virginia Tech,0,13,1882,2587,94,89,12,937,5608,nan,Defensive
2015-16,Virginia Tech,13,13,2070,2936,12,275,80,757,6131,nan,Offense
2015-16,Virginia Tech,0,13,2349,2459,110,54,91,512,5599,nan,Defensive
2016-17,Virginia Tech,14,14,2563,3666,64,343,88,943,7779,nan,Offense
2016-17,Virginia Tech,0,14,1967,2803,72,61,71,376,5359,nan,Defensive
2017-18,Virginia Tech,12,12,2006,2843,267,400,12,508,6036,nan,Offense
2017-18,Virginia Tech,0,12,1417,2246,96,42,37,265,4134,nan,Defensive
2013-14,Virginia Tech,13,13,1557,3071,94,206,39,690,5657,nan,Offense
2013-14,Virginia Tech,0,13,1442,2245,215,384,nan,899,5185,nan,Defensive
2014-15,Virginia Tech,13,13,1923,2826,228,315,97,702,6091,nan,Offense
2014-15,Virginia Tech,0,13,1882,2587,94,89,12,937,5608,nan,Defensive
2015-16,Virginia Tech,13,13,2070,2936,12,275,80,757,6131,nan,Offense
2015-16,Virginia Tech,0,13,2349,2459,110,54,91,512,5599,nan,Defensive
2016-17,Virginia Tech,14,14,2563,3666,64,343,88,943,7779,nan,Offense
2016-17,Virginia Tech,0,14,1967,2803,72,61,71,376,5359,nan,Defensive
2017-18,Virginia Tech,12,12,2006,2843,267,400,12,508,6036,nan,Offense
2017-18,Virginia Tech,0,12,1417,2246,96,42,37,265,4134,nan,Defensive
2013-14,Virginia,12,12,1879,2542,65,235,nan,1003,5724,nan,Offense
2013-14,Virginia,0,12,2048,2795,406,222,72,783,6326,nan,Defensive
2014-15,Virginia,12,12,1653,2837,130,115,34,885,5734,nan,Offense
2014-15,Virginia,0,12,1448,2790,134,252,76,602,5302,nan,Defensive
2015-16,Virginia,12,12,1737,2859,8,160,82,689,5535,nan,Offense
2015-16,Virginia,0,12,1879,3059,197,180,54,689,6058,nan,Defensive
2016-17,Virginia,12,12,1363,2872,70,216,nan,865,5386,nan,Offense
2016-17,Virginia,0,12,2280,3079,332,118,70,807,6686,nan,Defensive
2017-18,Virginia,12,12,1186,3088,154,100,3,899,5430,nan,Offense
2017-18,Virginia,0,12,2139,2155,234,314,13,820,5675,nan,Defensive
2013-14,Virginia,12,12,1879,2542,65,235,nan,1003,5724,nan,Offense
2013-14,Virginia,0,12,2048,2795,406,222,72,783,6326,nan,Defensive
2014-15,Virginia,12,12,1653,2837,130,115,34,885,5734,nan,Offense
2014-15,Virginia,0,12,1448,2790,134,252,76,602,5302,nan,Defensive
2015-16,Virginia,12,12,1737,2859,8,160,82,689,5535,nan,Offense
2015-16,Virginia,0,12,1879,3059,197,180,54,689,6058,nan,Defensive
2016-17,Virginia,12,12,1363,2872,70,216,nan,865,5386,nan,Offense
2016-17,Virginia,0,12,2280,3079,332,118,70,807,6686,nan,Defensive
2017-18,Virginia,12,12,1186,3088,154,100,3,899,5430,nan,Offense
2017-18,Virginia,0,12,2139,2155,234,314,13,820,5675,nan,Defensive
2013-14,Virginia,12,12,1879,2542,65,235,nan,1003,5724,nan,Offense
2013-14,Virginia,0,12,2048,2795,406,222,72,783,6326,nan,Defensive
2014-15,Virginia,12,12,1653,2837,130,115,34,885,5734,nan,Offense
2014-15,Virginia,0,12,1448,2790,134,252,76,602,5302,nan,Defensive
2015-16,Virginia,12,12,1737,2859,8,160,82,689,5535,nan,Offense
2015-16,Virginia,0,12,1879,3059,197,180,54,689,6058,nan,Defensive
2016-17,Virginia,12,12,1363,2872,70,216,nan,865,5386,nan,Offense
2016-17,Virginia,0,12,2280,3079,332,118,70,807,6686,nan,Defensive
2017-18,Virginia,12,12,1186,3088,154,100,3,899,5430,nan,Offense
2017-18,Virginia,0,12,2139,2155,234,314,13,820,5675,nan,Defensive
2013-14,Virginia,12,12,1879,2542,65,235,nan,1003,5724,nan,Offense
2013-14,Virginia,0,12,2048,2795,406,222,72,783,6326,nan,Defensive
2014-15,Virginia,12,12,1653,2837,130,115,34,885,5734,nan,Offense
2014-15,Virginia,0,12,1448,2790,134,252,76,602,5302,nan,Defensive
2015-16,Virginia,12,12,1737,2859,8,160,82,689,5535,nan,Offense
2015-16,Virginia,0,12,1879,3059,197,180,54,689,6058,nan,Defensive
2016-17,Virginia,12,12,1363,2872,70,216,nan,865,5386,nan,Offense
2016-17,Virginia,0,12,2280,3079,332,118,70,807,6686,nan,Defensive
2017-18,Virginia,12,12,1186,3088,154,100,3,899,5430,nan,Offense
2017-18,Virginia,0,12,2139,2155,234,314,13,820,5675,nan,Defensive
2013-14,Vanderbilt,13,13,1807,2958,277,88,13,872,6015,nan,Offense
2013-14,Vanderbilt,0,13,1922,2690,244,152,8,460,5476,nan,Defensive
2014-15,Vanderbilt,12,12,1311,2149,75,111,3,1113,4762,nan,Offense
2014-15,Vanderbilt,0,12,2205,2620,289,178,106,561,5959,nan,Defensive
2015-16,Vanderbilt,12,12,1856,2062,49,197,nan,784,4955,nan,Offense
2015-16,Vanderbilt,0,12,1718,2488,221,468,11,571,5477,nan,Defensive
2016-17,Vanderbilt,13,13,2138,2486,63,138,114,850,5835,nan,Offense
2016-17,Vanderbilt,0,13,2126,3180,164,141,nan,902,6513,nan,Defensive
2017-18,Vanderbilt,12,12,1286,2923,65,121,15,659,5069,nan,Offense
2017-18,Vanderbilt,0,12,2382,2335,168,161,nan,350,5396,nan,Defensive
2013-14,Vanderbilt,13,13,1807,2958,277,88,13,872,6015,nan,Offense
2013-14,Vanderbilt,0,13,1922,2690,244,152,8,460,5476,nan,Defensive
2014-15,Vanderbilt,12,12,1311,2149,75,111,3,1113,4762,nan,Offense
2014-15,Vanderbilt,0,12,2205,2620,289,178,106,561,5959,nan,Defensive
2015-16,Vanderbilt,12,12,1856,2062,49,197,nan,784,4955,nan,Offense
2015-16,Vanderbilt,0,12,1718,2488,221,468,11,571,5477,nan,Defensive
2016-17,Vanderbilt,13,13,2138,2486,63,138,114,850,5835,nan,Offense
2016-17,Vanderbilt,0,13,2126,3180,164,141,nan,902,6513,nan,Defensive
2017-18,Vanderbilt,12,12,1286,2923,65,121,15,659,5069,nan,Offense
2017-18,Vanderbilt,0,12,2382,2335,168,161,nan,350,5396,nan,Defensive
2013-14,Vanderbilt,13,13,1807,2958,277,88,13,872,6015,nan,Offense
2013-14,Vanderbilt,0,13,1922,2690,244,152,8,460,5476,nan,Defensive
2014-15,Vanderbilt,12,12,1311,2149,75,111,3,1113,4762,nan,Offense
2014-15,Vanderbilt,0,12,2205,2620,289,178,106,561,5959,nan,Defensive
2015-16,Vanderbilt,12,12,1856,2062,49,197,nan,784,4955,nan,Offense
2015-16,Vanderbilt,0,12,1718,2488,221,468,11,571,5477,nan,Defensive
2016-17,Vanderbilt,13,13,2138,2486,63,138,114,850,5835,nan,Offense
2016-17,Vanderbilt,0,13,2126,3180,164,141,nan,902,6513,nan,Defensive
2017-18,Vanderbilt,12,12,1286,2923,65,121,15,659,5069,nan,Offense
2017-18,Vanderbilt,0,12,2382,2335,168,161,nan,350,5396,nan,Defensive
2013-14,Vanderbilt,13,13,1807,2958,277,88,13,872,6015,nan,Offense
2013-14,Vanderbilt,0,13,1922,2690,244,152,8,460,5476,nan,Defensive
2014-15,Vanderbilt,12,12,1311,2149,75,111,3,1113,4762,nan,Offense
2014-15,Vanderbilt,0,12,2205,2620,289,178,106,561,5959,nan,Defensive
2015-16,Vanderbilt,12,12,1856,2062,49,197,nan,784,4955,nan,Offense
2015-16,Vanderbilt,0,12,1718,2488,221,468,11,571,5477,nan,Defensive
2016-17,Vanderbilt,13,13,2138,2486,63,138,114,850,5835,nan,Offense
2016-17,Vanderbilt,0,13,2126,3180,164,141,nan,902,6513,nan,Defensive
2017-18,Vanderbilt,12,12,1286,2923,65,121,15,659,5069,nan,Offense
2017-18,Vanderbilt,0,12,2382,2335,168,161,nan,350,5396,nan,Defensive
2013-14,Utah,12,12,1924,2835,22,314,42,688,5825,nan,Offense
2013-14,Utah,0,12,1564,3208,283,128,42,1237,6462,nan,Defensive
2014-15,Utah,13,13,2475,2570,172,386,71,736,6410,nan,Offense
2014-15,Utah,0,13,1909,3206,77,121,131,727,6166,nan,Defensive
2015-16,Utah,13,13,2379,2340,338,325,91,438,5911,nan,Offense
2015-16,Utah,0,13,1412,3356,233,79,nan,1222,6302,nan,Defensive
2016-17,Utah,13,13,2782,2817,150,273,nan,631,6653,nan,Offense
2016-17,Utah,0,13,1673,3306,71,157,13,802,6022,nan,Defensive
2017-18,Utah,12,12,1935,3077,102,245,25,285,5669,nan,Offense
2017-18,Utah,0,12,1678,2568,91,34,56,489,4916,nan,Defensive
2013-14,Utah,12,12,1924,2835,22,314,42,688,5825,nan,Offense
2013-14,Utah,0,12,1564,3208,283,128,42,1237,6462,nan,Defensive
2014-15,Utah,13,13,2475,2570,172,386,71,736,6410,nan,Offense
2014-15,Utah,0,13,1909,3206,77,121,131,727,6166,nan,Defensive
2015-16,Utah,13,13,2379,2340,338,325,91,438,5911,nan,Offense
2015-16,Utah,0,13,1412,3356,233,79,nan,1222,6302,nan,Defensive
2016-17,Utah,13,13,2782,2817,150,273,nan,631,6653,nan,Offense
2016-17,Utah,0,13,1673,3306,71,157,13,802,6022,nan,Defensive
2017-18,Utah,12,12,1935,3077,102,245,25,285,5669,nan,Offense
2017-18,Utah,0,12,1678,2568,91,34,56,489,4916,nan,Defensive
2013-14,Western Ky.,12,12,2362,3140,118,136,nan,773,6605,nan,Offense
2013-14,Western Ky.,0,12,1935,2135,303,112,155,1065,5705,nan,Defensive
2014-15,Western Ky.,13,13,2084,4866,414,80,132,1166,8742,nan,Offense
2014-15,Western Ky.,0,13,2870,3759,199,90,58,1638,8624,nan,Defensive
2015-16,Western Ky.,14,14,2158,5211,133,136,32,823,8488,nan,Offense
2015-16,Western Ky.,0,14,2318,3355,121,132,nan,1832,7758,nan,Defensive
2016-17,Western Ky.,14,14,2609,4715,252,269,nan,1280,9125,nan,Offense
2016-17,Western Ky.,0,14,1361,3911,135,49,27,1494,6977,nan,Defensive
2017-18,Western Ky.,12,12,793,4004,57,39,nan,845,5747,nan,Offense
2017-18,Western Ky.,0,12,2071,2413,80,72,122,707,5465,nan,Defensive
2013-14,Western Ky.,12,12,2362,3140,118,136,nan,773,6605,nan,Offense
2013-14,Western Ky.,0,12,1935,2135,303,112,155,1065,5705,nan,Defensive
2014-15,Western Ky.,13,13,2084,4866,414,80,132,1166,8742,nan,Offense
2014-15,Western Ky.,0,13,2870,3759,199,90,58,1638,8624,nan,Defensive
2015-16,Western Ky.,14,14,2158,5211,133,136,32,823,8488,nan,Offense
2015-16,Western Ky.,0,14,2318,3355,121,132,nan,1832,7758,nan,Defensive
2016-17,Western Ky.,14,14,2609,4715,252,269,nan,1280,9125,nan,Offense
2016-17,Western Ky.,0,14,1361,3911,135,49,27,1494,6977,nan,Defensive
2017-18,Western Ky.,12,12,793,4004,57,39,nan,845,5747,nan,Offense
2017-18,Western Ky.,0,12,2071,2413,80,72,122,707,5465,nan,Defensive
2013-14,Western Ky.,12,12,2362,3140,118,136,nan,773,6605,nan,Offense
2013-14,Western Ky.,0,12,1935,2135,303,112,155,1065,5705,nan,Defensive
2014-15,Western Ky.,13,13,2084,4866,414,80,132,1166,8742,nan,Offense
2014-15,Western Ky.,0,13,2870,3759,199,90,58,1638,8624,nan,Defensive
2015-16,Western Ky.,14,14,2158,5211,133,136,32,823,8488,nan,Offense
2015-16,Western Ky.,0,14,2318,3355,121,132,nan,1832,7758,nan,Defensive
2016-17,Western Ky.,14,14,2609,4715,252,269,nan,1280,9125,nan,Offense
2016-17,Western Ky.,0,14,1361,3911,135,49,27,1494,6977,nan,Defensive
2017-18,Western Ky.,12,12,793,4004,57,39,nan,845,5747,nan,Offense
2017-18,Western Ky.,0,12,2071,2413,80,72,122,707,5465,nan,Defensive
2013-14,Western Ky.,12,12,2362,3140,118,136,nan,773,6605,nan,Offense
2013-14,Western Ky.,0,12,1935,2135,303,112,155,1065,5705,nan,Defensive
2014-15,Western Ky.,13,13,2084,4866,414,80,132,1166,8742,nan,Offense
2014-15,Western Ky.,0,13,2870,3759,199,90,58,1638,8624,nan,Defensive
2015-16,Western Ky.,14,14,2158,5211,133,136,32,823,8488,nan,Offense
2015-16,Western Ky.,0,14,2318,3355,121,132,nan,1832,7758,nan,Defensive
2016-17,Western Ky.,14,14,2609,4715,252,269,nan,1280,9125,nan,Offense
2016-17,Western Ky.,0,14,1361,3911,135,49,27,1494,6977,nan,Defensive
2017-18,Western Ky.,12,12,793,4004,57,39,nan,845,5747,nan,Offense
2017-18,Western Ky.,0,12,2071,2413,80,72,122,707,5465,nan,Defensive
2013-14,West Virginia,12,12,1784,3148,183,61,38,984,6198,nan,Offense
2013-14,West Virginia,0,12,2300,3160,230,147,27,963,6822,nan,Defensive
2014-15,West Virginia,13,13,2376,4121,106,78,35,1101,7817,nan,Offense
2014-15,West Virginia,0,13,2186,3006,110,232,13,1094,6663,nan,Defensive
2015-16,West Virginia,13,13,2967,3269,80,133,42,820,7311,nan,Offense
2015-16,West Virginia,0,13,2063,3091,191,89,49,1405,6888,nan,Defensive
2016-17,West Virginia,13,13,2969,3343,134,39,nan,677,7163,nan,Offense
2016-17,West Virginia,0,13,2187,3350,185,108,5,1125,6960,nan,Defensive
2017-18,West Virginia,12,12,1925,3897,259,113,nan,805,6999,nan,Offense
2017-18,West Virginia,0,12,2457,2973,191,177,nan,845,6643,nan,Defensive
2013-14,West Virginia,12,12,1784,3148,183,61,38,984,6198,nan,Offense
2013-14,West Virginia,0,12,2300,3160,230,147,27,963,6822,nan,Defensive
2014-15,West Virginia,13,13,2376,4121,106,78,35,1101,7817,nan,Offense
2014-15,West Virginia,0,13,2186,3006,110,232,13,1094,6663,nan,Defensive
2015-16,West Virginia,13,13,2967,3269,80,133,42,820,7311,nan,Offense
2015-16,West Virginia,0,13,2063,3091,191,89,49,1405,6888,nan,Defensive
2016-17,West Virginia,13,13,2969,3343,134,39,nan,677,7163,nan,Offense
2016-17,West Virginia,0,13,2187,3350,185,108,5,1125,6960,nan,Defensive
2017-18,West Virginia,12,12,1925,3897,259,113,nan,805,6999,nan,Offense
2017-18,West Virginia,0,12,2457,2973,191,177,nan,845,6643,nan,Defensive
2013-14,West Virginia,12,12,1784,3148,183,61,38,984,6198,nan,Offense
2013-14,West Virginia,0,12,2300,3160,230,147,27,963,6822,nan,Defensive
2014-15,West Virginia,13,13,2376,4121,106,78,35,1101,7817,nan,Offense
2014-15,West Virginia,0,13,2186,3006,110,232,13,1094,6663,nan,Defensive
2015-16,West Virginia,13,13,2967,3269,80,133,42,820,7311,nan,Offense
2015-16,West Virginia,0,13,2063,3091,191,89,49,1405,6888,nan,Defensive
2016-17,West Virginia,13,13,2969,3343,134,39,nan,677,7163,nan,Offense
2016-17,West Virginia,0,13,2187,3350,185,108,5,1125,6960,nan,Defensive
2017-18,West Virginia,12,12,1925,3897,259,113,nan,805,6999,nan,Offense
2017-18,West Virginia,0,12,2457,2973,191,177,nan,845,6643,nan,Defensive
2013-14,West Virginia,12,12,1784,3148,183,61,38,984,6198,nan,Offense
2013-14,West Virginia,0,12,2300,3160,230,147,27,963,6822,nan,Defensive
2014-15,West Virginia,13,13,2376,4121,106,78,35,1101,7817,nan,Offense
2014-15,West Virginia,0,13,2186,3006,110,232,13,1094,6663,nan,Defensive
2015-16,West Virginia,13,13,2967,3269,80,133,42,820,7311,nan,Offense
2015-16,West Virginia,0,13,2063,3091,191,89,49,1405,6888,nan,Defensive
2016-17,West Virginia,13,13,2969,3343,134,39,nan,677,7163,nan,Offense
2016-17,West Virginia,0,13,2187,3350,185,108,5,1125,6960,nan,Defensive
2017-18,West Virginia,12,12,1925,3897,259,113,nan,805,6999,nan,Offense
2017-18,West Virginia,0,12,2457,2973,191,177,nan,845,6643,nan,Defensive
2013-14,Washington St.,13,13,694,4784,343,188,58,1047,7114,nan,Offense
2013-14,Washington St.,0,13,2434,3520,178,147,49,982,7303,nan,Defensive
2014-15,Washington St.,12,12,478,5732,19,165,11,970,7375,nan,Offense
2014-15,Washington St.,0,12,1748,3559,173,329,51,1156,7016,nan,Defensive
2015-16,Washington St.,13,13,1041,5064,253,126,9,781,7274,nan,Offense
2015-16,Washington St.,0,13,2502,2909,234,202,73,1043,6993,nan,Defensive
2016-17,Washington St.,13,13,1560,4713,160,283,36,768,7605,nan,Offense
2016-17,Washington St.,0,13,1745,3532,170,106,nan,1018,6571,nan,Defensive
2017-18,Washington St.,12,12,860,4497,117,91,77,354,5996,nan,Offense
2017-18,Washington St.,0,12,1754,2009,256,52,85,982,5156,nan,Defensive
2013-14,Washington St.,13,13,694,4784,343,188,58,1047,7114,nan,Offense
2013-14,Washington St.,0,13,2434,3520,178,147,49,982,7303,nan,Defensive
2014-15,Washington St.,12,12,478,5732,19,165,11,970,7375,nan,Offense
2014-15,Washington St.,0,12,1748,3559,173,329,51,1156,7016,nan,Defensive
2015-16,Washington St.,13,13,1041,5064,253,126,9,781,7274,nan,Offense
2015-16,Washington St.,0,13,2502,2909,234,202,73,1043,6993,nan,Defensive
2016-17,Washington St.,13,13,1560,4713,160,283,36,768,7605,nan,Offense
2016-17,Washington St.,0,13,1745,3532,170,106,nan,1018,6571,nan,Defensive
2017-18,Washington St.,12,12,860,4497,117,91,77,354,5996,nan,Offense
2017-18,Washington St.,0,12,1754,2009,256,52,85,982,5156,nan,Defensive
2013-14,Washington St.,13,13,694,4784,343,188,58,1047,7114,nan,Offense
2013-14,Washington St.,0,13,2434,3520,178,147,49,982,7303,nan,Defensive
2014-15,Washington St.,12,12,478,5732,19,165,11,970,7375,nan,Offense
2014-15,Washington St.,0,12,1748,3559,173,329,51,1156,7016,nan,Defensive
2015-16,Washington St.,13,13,1041,5064,253,126,9,781,7274,nan,Offense
2015-16,Washington St.,0,13,2502,2909,234,202,73,1043,6993,nan,Defensive
2016-17,Washington St.,13,13,1560,4713,160,283,36,768,7605,nan,Offense
2016-17,Washington St.,0,13,1745,3532,170,106,nan,1018,6571,nan,Defensive
2017-18,Washington St.,12,12,860,4497,117,91,77,354,5996,nan,Offense
2017-18,Washington St.,0,12,1754,2009,256,52,85,982,5156,nan,Defensive
2013-14,Washington St.,13,13,694,4784,343,188,58,1047,7114,nan,Offense
2013-14,Washington St.,0,13,2434,3520,178,147,49,982,7303,nan,Defensive
2014-15,Washington St.,12,12,478,5732,19,165,11,970,7375,nan,Offense
2014-15,Washington St.,0,12,1748,3559,173,329,51,1156,7016,nan,Defensive
2015-16,Washington St.,13,13,1041,5064,253,126,9,781,7274,nan,Offense
2015-16,Washington St.,0,13,2502,2909,234,202,73,1043,6993,nan,Defensive
2016-17,Washington St.,13,13,1560,4713,160,283,36,768,7605,nan,Offense
2016-17,Washington St.,0,13,1745,3532,170,106,nan,1018,6571,nan,Defensive
2017-18,Washington St.,12,12,860,4497,117,91,77,354,5996,nan,Offense
2017-18,Washington St.,0,12,1754,2009,256,52,85,982,5156,nan,Defensive
2013-14,Washington,13,13,3107,3384,233,73,54,907,7738,nan,Offense
2013-14,Washington,0,13,2097,2954,66,102,6,1698,6935,nan,Defensive
2014-15,Washington,14,14,2640,2801,289,302,203,983,7218,nan,Offense
2014-15,Washington,0,14,1737,4012,104,50,8,1279,7190,nan,Defensive
2015-16,Washington,13,13,2130,3110,358,368,149,708,6823,nan,Offense
2015-16,Washington,0,13,1629,2945,160,80,158,1079,6051,nan,Defensive
2016-17,Washington,14,14,2774,3623,222,292,1,650,7562,nan,Offense
2016-17,Washington,0,14,1875,2561,156,116,10,1093,5831,nan,Defensive
2017-18,Washington,12,12,2278,2662,236,458,20,540,6215,nan,Offense
2017-18,Washington,0,12,1108,2221,42,43,88,1162,4664,nan,Defensive
2013-14,Washington,13,13,3107,3384,233,73,54,907,7738,nan,Offense
2013-14,Washington,0,13,2097,2954,66,102,6,1698,6935,nan,Defensive
2014-15,Washington,14,14,2640,2801,289,302,203,983,7218,nan,Offense
2014-15,Washington,0,14,1737,4012,104,50,8,1279,7190,nan,Defensive
2015-16,Washington,13,13,2130,3110,358,368,149,708,6823,nan,Offense
2015-16,Washington,0,13,1629,2945,160,80,158,1079,6051,nan,Defensive
2016-17,Washington,14,14,2774,3623,222,292,1,650,7562,nan,Offense
2016-17,Washington,0,14,1875,2561,156,116,10,1093,5831,nan,Defensive
2017-18,Washington,12,12,2278,2662,236,458,20,540,6215,nan,Offense
2017-18,Washington,0,12,1108,2221,42,43,88,1162,4664,nan,Defensive
2013-14,Washington,13,13,3107,3384,233,73,54,907,7738,nan,Offense
2013-14,Washington,0,13,2097,2954,66,102,6,1698,6935,nan,Defensive
2014-15,Washington,14,14,2640,2801,289,302,203,983,7218,nan,Offense
2014-15,Washington,0,14,1737,4012,104,50,8,1279,7190,nan,Defensive
2015-16,Washington,13,13,2130,3110,358,368,149,708,6823,nan,Offense
2015-16,Washington,0,13,1629,2945,160,80,158,1079,6051,nan,Defensive
2016-17,Washington,14,14,2774,3623,222,292,1,650,7562,nan,Offense
2016-17,Washington,0,14,1875,2561,156,116,10,1093,5831,nan,Defensive
2017-18,Washington,12,12,2278,2662,236,458,20,540,6215,nan,Offense
2017-18,Washington,0,12,1108,2221,42,43,88,1162,4664,nan,Defensive
2013-14,Washington,13,13,3107,3384,233,73,54,907,7738,nan,Offense
2013-14,Washington,0,13,2097,2954,66,102,6,1698,6935,nan,Defensive
2014-15,Washington,14,14,2640,2801,289,302,203,983,7218,nan,Offense
2014-15,Washington,0,14,1737,4012,104,50,8,1279,7190,nan,Defensive
2015-16,Washington,13,13,2130,3110,358,368,149,708,6823,nan,Offense
2015-16,Washington,0,13,1629,2945,160,80,158,1079,6051,nan,Defensive
2016-17,Washington,14,14,2774,3623,222,292,1,650,7562,nan,Offense
2016-17,Washington,0,14,1875,2561,156,116,10,1093,5831,nan,Defensive
2017-18,Washington,12,12,2278,2662,236,458,20,540,6215,nan,Offense
2017-18,Washington,0,12,1108,2221,42,43,88,1162,4664,nan,Defensive
2013-14,Wake Forest,12,12,1129,2359,213,126,61,366,4254,nan,Offense
2013-14,Wake Forest,0,12,1718,2676,163,166,23,844,5590,nan,Defensive
2014-15,Wake Forest,12,12,479,2116,136,165,nan,674,3581,nan,Offense
2014-15,Wake Forest,0,12,2192,2239,204,89,129,515,5368,nan,Defensive
2015-16,Wake Forest,12,12,1262,2739,46,90,nan,437,4610,nan,Offense
2015-16,Wake Forest,0,12,1935,2430,222,132,nan,511,5230,nan,Defensive
2016-17,Wake Forest,13,13,1895,2154,213,70,127,647,5106,nan,Offense
2016-17,Wake Forest,0,13,1851,2966,93,274,7,691,5801,nan,Defensive
2017-18,Wake Forest,12,12,2210,3199,179,264,nan,814,6666,nan,Offense
2017-18,Wake Forest,0,12,2300,3031,52,234,9,886,6512,nan,Defensive
2013-14,Wyoming,12,12,2285,3389,162,88,53,523,6522,nan,Offense
2013-14,Wyoming,0,12,2642,3142,173,204,58,586,6805,nan,Defensive
2014-15,Wyoming,12,12,1838,2733,51,163,141,581,5507,nan,Offense
2014-15,Wyoming,0,12,2436,2733,152,311,nan,830,6514,nan,Defensive
2015-16,Wyoming,12,12,2081,2247,32,105,5,776,5246,nan,Offense
2015-16,Wyoming,0,12,2702,2363,250,97,nan,511,5923,nan,Defensive
2016-17,Wyoming,14,14,2876,3207,349,203,15,734,7384,nan,Offense
2016-17,Wyoming,0,14,2851,3493,138,97,30,1344,7953,nan,Defensive
2017-18,Wyoming,12,12,1293,2150,240,221,24,590,4518,nan,Offense
2017-18,Wyoming,0,12,2066,1928,134,108,72,589,4897,nan,Defensive
2013-14,Wyoming,12,12,2285,3389,162,88,53,523,6522,nan,Offense
2013-14,Wyoming,0,12,2642,3142,173,204,58,586,6805,nan,Defensive
2014-15,Wyoming,12,12,1838,2733,51,163,141,581,5507,nan,Offense
2014-15,Wyoming,0,12,2436,2733,152,311,nan,830,6514,nan,Defensive
2015-16,Wyoming,12,12,2081,2247,32,105,5,776,5246,nan,Offense
2015-16,Wyoming,0,12,2702,2363,250,97,nan,511,5923,nan,Defensive
2016-17,Wyoming,14,14,2876,3207,349,203,15,734,7384,nan,Offense
2016-17,Wyoming,0,14,2851,3493,138,97,30,1344,7953,nan,Defensive
