Year,Team,GP,G,RushNetYards,ReceivingYards,IntRYds,PuntRetYds,FRetYds,KORetYds,APY,All-PurposeYardsG,OffenseDefense
2017-18,North Carolina,0,12,2556,2677,363,304,28,536,6464,nan,Defensive
2013-14,North Carolina,13,13,1928,3606,95,544,nan,1166,7339,nan,Offense
2013-14,North Carolina,0,13,2372,2869,75,52,25,1317,6780,nan,Defensive
2014-15,North Carolina,13,13,1968,3619,232,173,66,1046,7124,nan,Offense
2014-15,North Carolina,0,13,3126,3346,106,58,33,592,7260,nan,Defensive
2015-16,North Carolina,14,14,3142,3675,204,303,72,663,8102,nan,Offense
2015-16,North Carolina,0,14,3463,2640,56,44,21,822,7046,nan,Defensive
2016-17,North Carolina,13,13,1896,3811,58,134,30,890,6857,nan,Offense
2016-17,North Carolina,0,13,2955,2350,64,2,9,775,6156,nan,Defensive
2017-18,North Carolina,12,12,1730,2705,100,226,107,1011,5912,nan,Offense
2017-18,North Carolina,0,12,2556,2677,363,304,28,536,6464,nan,Defensive
2013-14,New Mexico St.,12,12,1731,2891,89,91,-2,835,5635,nan,Offense
2013-14,New Mexico St.,0,12,3594,3000,127,255,50,811,7831,nan,Defensive
2014-15,New Mexico St.,12,12,2152,2899,76,129,nan,646,5902,nan,Offense
2014-15,New Mexico St.,0,12,3719,2094,260,283,36,815,7207,nan,Defensive
2015-16,New Mexico St.,12,12,2166,3034,110,141,93,553,6097,nan,Offense
2015-16,New Mexico St.,0,12,2907,3360,245,293,30,597,7432,nan,Defensive
2016-17,New Mexico St.,12,12,2037,2939,138,19,67,491,5691,nan,Offense
2016-17,New Mexico St.,0,12,2931,3029,211,471,nan,768,7410,nan,Defensive
2017-18,New Mexico St.,12,12,1214,4231,82,77,31,564,6199,nan,Offense
2017-18,New Mexico St.,0,12,1977,2793,292,184,33,920,6252,nan,Defensive
2013-14,New Mexico St.,12,12,1731,2891,89,91,-2,835,5635,nan,Offense
2013-14,New Mexico St.,0,12,3594,3000,127,255,50,811,7831,nan,Defensive
2014-15,New Mexico St.,12,12,2152,2899,76,129,nan,646,5902,nan,Offense
2014-15,New Mexico St.,0,12,3719,2094,260,283,36,815,7207,nan,Defensive
2015-16,New Mexico St.,12,12,2166,3034,110,141,93,553,6097,nan,Offense
2015-16,New Mexico St.,0,12,2907,3360,245,293,30,597,7432,nan,Defensive
2016-17,New Mexico St.,12,12,2037,2939,138,19,67,491,5691,nan,Offense
2016-17,New Mexico St.,0,12,2931,3029,211,471,nan,768,7410,nan,Defensive
2017-18,New Mexico St.,12,12,1214,4231,82,77,31,564,6199,nan,Offense
2017-18,New Mexico St.,0,12,1977,2793,292,184,33,920,6252,nan,Defensive
2013-14,New Mexico St.,12,12,1731,2891,89,91,-2,835,5635,nan,Offense
2013-14,New Mexico St.,0,12,3594,3000,127,255,50,811,7831,nan,Defensive
2014-15,New Mexico St.,12,12,2152,2899,76,129,nan,646,5902,nan,Offense
2014-15,New Mexico St.,0,12,3719,2094,260,283,36,815,7207,nan,Defensive
2015-16,New Mexico St.,12,12,2166,3034,110,141,93,553,6097,nan,Offense
2015-16,New Mexico St.,0,12,2907,3360,245,293,30,597,7432,nan,Defensive
2016-17,New Mexico St.,12,12,2037,2939,138,19,67,491,5691,nan,Offense
2016-17,New Mexico St.,0,12,2931,3029,211,471,nan,768,7410,nan,Defensive
2017-18,New Mexico St.,12,12,1214,4231,82,77,31,564,6199,nan,Offense
2017-18,New Mexico St.,0,12,1977,2793,292,184,33,920,6252,nan,Defensive
2013-14,New Mexico St.,12,12,1731,2891,89,91,-2,835,5635,nan,Offense
2013-14,New Mexico St.,0,12,3594,3000,127,255,50,811,7831,nan,Defensive
2014-15,New Mexico St.,12,12,2152,2899,76,129,nan,646,5902,nan,Offense
2014-15,New Mexico St.,0,12,3719,2094,260,283,36,815,7207,nan,Defensive
2015-16,New Mexico St.,12,12,2166,3034,110,141,93,553,6097,nan,Offense
2015-16,New Mexico St.,0,12,2907,3360,245,293,30,597,7432,nan,Defensive
2016-17,New Mexico St.,12,12,2037,2939,138,19,67,491,5691,nan,Offense
2016-17,New Mexico St.,0,12,2931,3029,211,471,nan,768,7410,nan,Defensive
2017-18,New Mexico St.,12,12,1214,4231,82,77,31,564,6199,nan,Offense
2017-18,New Mexico St.,0,12,1977,2793,292,184,33,920,6252,nan,Defensive
2013-14,New Mexico,12,12,3706,1356,51,60,45,1608,6830,nan,Offense
2013-14,New Mexico,0,12,3086,3113,3,213,4,1145,7554,nan,Defensive
2014-15,New Mexico,12,12,3725,1069,151,60,42,985,6032,nan,Offense
2014-15,New Mexico,0,12,3228,3000,87,139,32,444,6930,nan,Defensive
2015-16,New Mexico,13,13,3278,1768,170,58,77,871,6212,nan,Offense
2015-16,New Mexico,0,13,2505,3184,123,72,nan,474,6361,nan,Defensive
2016-17,New Mexico,13,13,4550,1389,86,150,46,864,7085,nan,Offense
2016-17,New Mexico,0,13,2242,2890,16,204,19,307,5678,nan,Defensive
2017-18,New Mexico,12,12,2825,1489,162,58,7,906,5447,nan,Offense
2017-18,New Mexico,0,12,1889,2887,131,117,90,151,5265,nan,Defensive
2013-14,New Mexico,12,12,3706,1356,51,60,45,1608,6830,nan,Offense
2013-14,New Mexico,0,12,3086,3113,3,213,4,1145,7554,nan,Defensive
2014-15,New Mexico,12,12,3725,1069,151,60,42,985,6032,nan,Offense
2014-15,New Mexico,0,12,3228,3000,87,139,32,444,6930,nan,Defensive
2015-16,New Mexico,13,13,3278,1768,170,58,77,871,6212,nan,Offense
2015-16,New Mexico,0,13,2505,3184,123,72,nan,474,6361,nan,Defensive
2016-17,New Mexico,13,13,4550,1389,86,150,46,864,7085,nan,Offense
2016-17,New Mexico,0,13,2242,2890,16,204,19,307,5678,nan,Defensive
2017-18,New Mexico,12,12,2825,1489,162,58,7,906,5447,nan,Offense
2017-18,New Mexico,0,12,1889,2887,131,117,90,151,5265,nan,Defensive
2013-14,New Mexico,12,12,3706,1356,51,60,45,1608,6830,nan,Offense
2013-14,New Mexico,0,12,3086,3113,3,213,4,1145,7554,nan,Defensive
2014-15,New Mexico,12,12,3725,1069,151,60,42,985,6032,nan,Offense
2014-15,New Mexico,0,12,3228,3000,87,139,32,444,6930,nan,Defensive
2015-16,New Mexico,13,13,3278,1768,170,58,77,871,6212,nan,Offense
2015-16,New Mexico,0,13,2505,3184,123,72,nan,474,6361,nan,Defensive
2016-17,New Mexico,13,13,4550,1389,86,150,46,864,7085,nan,Offense
2016-17,New Mexico,0,13,2242,2890,16,204,19,307,5678,nan,Defensive
2017-18,New Mexico,12,12,2825,1489,162,58,7,906,5447,nan,Offense
2017-18,New Mexico,0,12,1889,2887,131,117,90,151,5265,nan,Defensive
2013-14,Ohio St.,14,14,4321,2846,197,243,nan,658,8265,nan,Offense
2013-14,Ohio St.,0,14,1532,3752,60,115,nan,1361,6820,nan,Defensive
2014-15,Ohio St.,15,15,3967,3707,300,451,102,886,9413,nan,Offense
2014-15,Ohio St.,0,15,2120,3016,256,58,20,1207,6680,nan,Defensive
2015-16,Ohio St.,13,13,3188,2455,142,392,15,410,6602,nan,Offense
2015-16,Ohio St.,0,13,1649,2398,140,43,nan,813,5043,nan,Defensive
2016-17,Ohio St.,13,13,3188,2781,443,139,15,682,7246,nan,Offense
2016-17,Ohio St.,0,13,1619,2239,209,55,-9,984,5169,nan,Defensive
2017-18,Ohio St.,13,13,3242,3565,137,165,23,678,7810,nan,Offense
2017-18,Ohio St.,0,13,1414,2386,144,52,82,1350,5471,nan,Defensive
2013-14,Ohio St.,14,14,4321,2846,197,243,nan,658,8265,nan,Offense
2013-14,Ohio St.,0,14,1532,3752,60,115,nan,1361,6820,nan,Defensive
2014-15,Ohio St.,15,15,3967,3707,300,451,102,886,9413,nan,Offense
2014-15,Ohio St.,0,15,2120,3016,256,58,20,1207,6680,nan,Defensive
2015-16,Ohio St.,13,13,3188,2455,142,392,15,410,6602,nan,Offense
2015-16,Ohio St.,0,13,1649,2398,140,43,nan,813,5043,nan,Defensive
2016-17,Ohio St.,13,13,3188,2781,443,139,15,682,7246,nan,Offense
2016-17,Ohio St.,0,13,1619,2239,209,55,-9,984,5169,nan,Defensive
2017-18,Ohio St.,13,13,3242,3565,137,165,23,678,7810,nan,Offense
2017-18,Ohio St.,0,13,1414,2386,144,52,82,1350,5471,nan,Defensive
2013-14,Ohio St.,14,14,4321,2846,197,243,nan,658,8265,nan,Offense
2013-14,Ohio St.,0,14,1532,3752,60,115,nan,1361,6820,nan,Defensive
2014-15,Ohio St.,15,15,3967,3707,300,451,102,886,9413,nan,Offense
2014-15,Ohio St.,0,15,2120,3016,256,58,20,1207,6680,nan,Defensive
2015-16,Ohio St.,13,13,3188,2455,142,392,15,410,6602,nan,Offense
2015-16,Ohio St.,0,13,1649,2398,140,43,nan,813,5043,nan,Defensive
2016-17,Ohio St.,13,13,3188,2781,443,139,15,682,7246,nan,Offense
2016-17,Ohio St.,0,13,1619,2239,209,55,-9,984,5169,nan,Defensive
2017-18,Ohio St.,13,13,3242,3565,137,165,23,678,7810,nan,Offense
2017-18,Ohio St.,0,13,1414,2386,144,52,82,1350,5471,nan,Defensive
2013-14,Ohio St.,14,14,4321,2846,197,243,nan,658,8265,nan,Offense
2013-14,Ohio St.,0,14,1532,3752,60,115,nan,1361,6820,nan,Defensive
2014-15,Ohio St.,15,15,3967,3707,300,451,102,886,9413,nan,Offense
2014-15,Ohio St.,0,15,2120,3016,256,58,20,1207,6680,nan,Defensive
2015-16,Ohio St.,13,13,3188,2455,142,392,15,410,6602,nan,Offense
2015-16,Ohio St.,0,13,1649,2398,140,43,nan,813,5043,nan,Defensive
2016-17,Ohio St.,13,13,3188,2781,443,139,15,682,7246,nan,Offense
2016-17,Ohio St.,0,13,1619,2239,209,55,-9,984,5169,nan,Defensive
2017-18,Ohio St.,13,13,3242,3565,137,165,23,678,7810,nan,Offense
2017-18,Ohio St.,0,13,1414,2386,144,52,82,1350,5471,nan,Defensive
2013-14,Ohio,13,13,1742,3190,180,327,18,1104,6594,nan,Offense
2013-14,Ohio,0,13,2443,2833,145,68,6,1133,6628,nan,Defensive
2014-15,Ohio,12,12,1969,2474,174,140,62,830,5639,nan,Offense
2014-15,Ohio,0,12,1595,3137,64,123,75,651,5646,nan,Defensive
2015-16,Ohio,13,13,2351,3019,230,131,75,746,6557,nan,Offense
2015-16,Ohio,0,13,2187,2723,217,50,20,1157,6354,nan,Defensive
2016-17,Ohio,14,14,2350,3142,202,90,2,885,6671,nan,Offense
2016-17,Ohio,0,14,1462,3581,58,83,nan,1308,6492,nan,Defensive
2017-18,Ohio,12,12,2930,2241,145,131,34,700,6181,nan,Offense
2017-18,Ohio,0,12,1337,3141,123,100,66,1151,5985,nan,Defensive
2013-14,Ohio,13,13,1742,3190,180,327,18,1104,6594,nan,Offense
2013-14,Ohio,0,13,2443,2833,145,68,6,1133,6628,nan,Defensive
2014-15,Ohio,12,12,1969,2474,174,140,62,830,5639,nan,Offense
2014-15,Ohio,0,12,1595,3137,64,123,75,651,5646,nan,Defensive
2015-16,Ohio,13,13,2351,3019,230,131,75,746,6557,nan,Offense
2015-16,Ohio,0,13,2187,2723,217,50,20,1157,6354,nan,Defensive
2016-17,Ohio,14,14,2350,3142,202,90,2,885,6671,nan,Offense
2016-17,Ohio,0,14,1462,3581,58,83,nan,1308,6492,nan,Defensive
2017-18,Ohio,12,12,2930,2241,145,131,34,700,6181,nan,Offense
2017-18,Ohio,0,12,1337,3141,123,100,66,1151,5985,nan,Defensive
2013-14,Ohio,13,13,1742,3190,180,327,18,1104,6594,nan,Offense
2013-14,Ohio,0,13,2443,2833,145,68,6,1133,6628,nan,Defensive
2014-15,Ohio,12,12,1969,2474,174,140,62,830,5639,nan,Offense
2014-15,Ohio,0,12,1595,3137,64,123,75,651,5646,nan,Defensive
2015-16,Ohio,13,13,2351,3019,230,131,75,746,6557,nan,Offense
2015-16,Ohio,0,13,2187,2723,217,50,20,1157,6354,nan,Defensive
2016-17,Ohio,14,14,2350,3142,202,90,2,885,6671,nan,Offense
2016-17,Ohio,0,14,1462,3581,58,83,nan,1308,6492,nan,Defensive
2017-18,Ohio,12,12,2930,2241,145,131,34,700,6181,nan,Offense
2017-18,Ohio,0,12,1337,3141,123,100,66,1151,5985,nan,Defensive
2013-14,Ohio,13,13,1742,3190,180,327,18,1104,6594,nan,Offense
2013-14,Ohio,0,13,2443,2833,145,68,6,1133,6628,nan,Defensive
2014-15,Ohio,12,12,1969,2474,174,140,62,830,5639,nan,Offense
2014-15,Ohio,0,12,1595,3137,64,123,75,651,5646,nan,Defensive
2015-16,Ohio,13,13,2351,3019,230,131,75,746,6557,nan,Offense
2015-16,Ohio,0,13,2187,2723,217,50,20,1157,6354,nan,Defensive
2016-17,Ohio,14,14,2350,3142,202,90,2,885,6671,nan,Offense
2016-17,Ohio,0,14,1462,3581,58,83,nan,1308,6492,nan,Defensive
2017-18,Ohio,12,12,2930,2241,145,131,34,700,6181,nan,Offense
2017-18,Ohio,0,12,1337,3141,123,100,66,1151,5985,nan,Defensive
2013-14,Notre Dame,13,13,1967,3313,93,106,6,998,6487,nan,Offense
2013-14,Notre Dame,0,13,2184,2576,159,161,5,1027,6112,nan,Defensive
2014-15,Notre Dame,13,13,2073,3711,138,195,43,921,7107,nan,Offense
2014-15,Notre Dame,0,13,2225,3029,301,48,4,609,6255,nan,Defensive
2015-16,Notre Dame,13,13,2699,3364,65,215,17,825,7185,nan,Offense
2015-16,Notre Dame,0,13,2283,2562,38,194,61,1283,6421,nan,Defensive
2016-17,Notre Dame,12,12,1960,3051,73,191,nan,877,6152,nan,Offense
2016-17,Notre Dame,0,12,2189,2357,173,316,1,935,5972,nan,Defensive
2017-18,Notre Dame,12,12,3349,2110,209,156,31,691,6546,nan,Offense
2017-18,Notre Dame,0,12,1838,2562,154,223,nan,1265,6042,nan,Defensive
2013-14,Notre Dame,13,13,1967,3313,93,106,6,998,6487,nan,Offense
2013-14,Notre Dame,0,13,2184,2576,159,161,5,1027,6112,nan,Defensive
2014-15,Notre Dame,13,13,2073,3711,138,195,43,921,7107,nan,Offense
2014-15,Notre Dame,0,13,2225,3029,301,48,4,609,6255,nan,Defensive
2015-16,Notre Dame,13,13,2699,3364,65,215,17,825,7185,nan,Offense
2015-16,Notre Dame,0,13,2283,2562,38,194,61,1283,6421,nan,Defensive
2016-17,Notre Dame,12,12,1960,3051,73,191,nan,877,6152,nan,Offense
2016-17,Notre Dame,0,12,2189,2357,173,316,1,935,5972,nan,Defensive
2017-18,Notre Dame,12,12,3349,2110,209,156,31,691,6546,nan,Offense
2017-18,Notre Dame,0,12,1838,2562,154,223,nan,1265,6042,nan,Defensive
2013-14,Notre Dame,13,13,1967,3313,93,106,6,998,6487,nan,Offense
2013-14,Notre Dame,0,13,2184,2576,159,161,5,1027,6112,nan,Defensive
2014-15,Notre Dame,13,13,2073,3711,138,195,43,921,7107,nan,Offense
2014-15,Notre Dame,0,13,2225,3029,301,48,4,609,6255,nan,Defensive
2015-16,Notre Dame,13,13,2699,3364,65,215,17,825,7185,nan,Offense
2015-16,Notre Dame,0,13,2283,2562,38,194,61,1283,6421,nan,Defensive
2016-17,Notre Dame,12,12,1960,3051,73,191,nan,877,6152,nan,Offense
2016-17,Notre Dame,0,12,2189,2357,173,316,1,935,5972,nan,Defensive
2017-18,Notre Dame,12,12,3349,2110,209,156,31,691,6546,nan,Offense
2017-18,Notre Dame,0,12,1838,2562,154,223,nan,1265,6042,nan,Defensive
2013-14,Notre Dame,13,13,1967,3313,93,106,6,998,6487,nan,Offense
2013-14,Notre Dame,0,13,2184,2576,159,161,5,1027,6112,nan,Defensive
2014-15,Notre Dame,13,13,2073,3711,138,195,43,921,7107,nan,Offense
2014-15,Notre Dame,0,13,2225,3029,301,48,4,609,6255,nan,Defensive
2015-16,Notre Dame,13,13,2699,3364,65,215,17,825,7185,nan,Offense
2015-16,Notre Dame,0,13,2283,2562,38,194,61,1283,6421,nan,Defensive
2016-17,Notre Dame,12,12,1960,3051,73,191,nan,877,6152,nan,Offense
2016-17,Notre Dame,0,12,2189,2357,173,316,1,935,5972,nan,Defensive
2017-18,Notre Dame,12,12,3349,2110,209,156,31,691,6546,nan,Offense
2017-18,Notre Dame,0,12,1838,2562,154,223,nan,1265,6042,nan,Defensive
2013-14,Northwestern,12,12,2069,2726,261,64,11,652,5763,nan,Offense
2013-14,Northwestern,0,12,2008,3074,104,61,nan,829,6076,nan,Defensive
2014-15,Northwestern,12,12,1639,2598,213,136,-6,808,5381,nan,Offense
2014-15,Northwestern,0,12,2039,2572,132,202,37,682,5672,nan,Defensive
2015-16,Northwestern,13,13,2451,1801,228,108,27,802,5417,nan,Offense
2015-16,Northwestern,0,13,1640,2506,264,33,nan,746,5189,nan,Defensive
2016-17,Northwestern,13,13,1991,3186,163,132,34,671,6177,nan,Offense
2016-17,Northwestern,0,13,1809,3448,93,229,22,689,6290,nan,Defensive
2017-18,Northwestern,12,12,1931,2931,181,92,48,406,5589,nan,Offense
2017-18,Northwestern,0,12,1335,2971,139,102,nan,704,5251,nan,Defensive
2013-14,Northwestern,12,12,2069,2726,261,64,11,652,5763,nan,Offense
2013-14,Northwestern,0,12,2008,3074,104,61,nan,829,6076,nan,Defensive
2014-15,Northwestern,12,12,1639,2598,213,136,-6,808,5381,nan,Offense
2014-15,Northwestern,0,12,2039,2572,132,202,37,682,5672,nan,Defensive
2015-16,Northwestern,13,13,2451,1801,228,108,27,802,5417,nan,Offense
2015-16,Northwestern,0,13,1640,2506,264,33,nan,746,5189,nan,Defensive
2016-17,Northwestern,13,13,1991,3186,163,132,34,671,6177,nan,Offense
2016-17,Northwestern,0,13,1809,3448,93,229,22,689,6290,nan,Defensive
2017-18,Northwestern,12,12,1931,2931,181,92,48,406,5589,nan,Offense
2017-18,Northwestern,0,12,1335,2971,139,102,nan,704,5251,nan,Defensive
2013-14,Northwestern,12,12,2069,2726,261,64,11,652,5763,nan,Offense
2013-14,Northwestern,0,12,2008,3074,104,61,nan,829,6076,nan,Defensive
2014-15,Northwestern,12,12,1639,2598,213,136,-6,808,5381,nan,Offense
2014-15,Northwestern,0,12,2039,2572,132,202,37,682,5672,nan,Defensive
2015-16,Northwestern,13,13,2451,1801,228,108,27,802,5417,nan,Offense
2015-16,Northwestern,0,13,1640,2506,264,33,nan,746,5189,nan,Defensive
2016-17,Northwestern,13,13,1991,3186,163,132,34,671,6177,nan,Offense
2016-17,Northwestern,0,13,1809,3448,93,229,22,689,6290,nan,Defensive
2017-18,Northwestern,12,12,1931,2931,181,92,48,406,5589,nan,Offense
2017-18,Northwestern,0,12,1335,2971,139,102,nan,704,5251,nan,Defensive
2013-14,Northwestern,12,12,2069,2726,261,64,11,652,5763,nan,Offense
2013-14,Northwestern,0,12,2008,3074,104,61,nan,829,6076,nan,Defensive
2014-15,Northwestern,12,12,1639,2598,213,136,-6,808,5381,nan,Offense
2014-15,Northwestern,0,12,2039,2572,132,202,37,682,5672,nan,Defensive
2015-16,Northwestern,13,13,2451,1801,228,108,27,802,5417,nan,Offense
2015-16,Northwestern,0,13,1640,2506,264,33,nan,746,5189,nan,Defensive
2016-17,Northwestern,13,13,1991,3186,163,132,34,671,6177,nan,Offense
2016-17,Northwestern,0,13,1809,3448,93,229,22,689,6290,nan,Defensive
2017-18,Northwestern,12,12,1931,2931,181,92,48,406,5589,nan,Offense
2017-18,Northwestern,0,12,1335,2971,139,102,nan,704,5251,nan,Defensive
2013-14,Northern Ill.,14,14,4161,3116,260,161,nan,1006,8722,nan,Offense
2013-14,Northern Ill.,0,14,2124,3684,90,90,52,1234,7275,nan,Defensive
2014-15,Northern Ill.,14,14,3488,2689,108,178,9,946,7418,nan,Offense
2014-15,Northern Ill.,0,14,2284,3199,nan,69,22,1376,6930,nan,Defensive
2015-16,Northern Ill.,14,14,2661,2918,389,148,nan,1340,7456,nan,Offense
2015-16,Northern Ill.,0,14,2446,3411,117,113,107,996,7190,nan,Defensive
2016-17,Northern Ill.,12,12,2877,2688,75,70,nan,1034,6743,nan,Offense
2016-17,Northern Ill.,0,12,2410,3008,143,93,nan,932,6584,nan,Defensive
2017-18,Northern Ill.,12,12,2247,2365,284,148,74,717,5835,nan,Offense
2017-18,Northern Ill.,0,12,1347,2589,157,126,38,885,5146,nan,Defensive
2011-12,Oregon,1,1,75,374,22,6,nan,65,542,nan,Offense
2011-12,Oregon,0,1,254,265,1,nan,nan,92,612,nan,Defensive
2013-14,Oregon,13,13,3556,3789,309,285,6,1063,9085,nan,Offense
2013-14,Oregon,0,13,2152,2659,54,26,29,1559,6479,nan,Defensive
2014-15,Oregon,15,15,3518,4687,163,337,186,886,9777,nan,Offense
2014-15,Oregon,0,15,2481,3964,8,69,33,1989,8544,nan,Defensive
2015-16,Oregon,13,13,3639,3358,118,151,59,1459,8784,nan,Offense
2015-16,Oregon,0,13,2324,3985,85,275,51,807,7527,nan,Defensive
2016-17,Oregon,12,12,2717,3183,154,151,34,1065,7304,nan,Offense
2016-17,Oregon,0,12,2958,3263,39,127,70,513,6970,nan,Defensive
2017-18,Oregon,12,12,3216,2236,142,102,77,863,6636,nan,Offense
2017-18,Oregon,0,12,1559,2759,181,134,12,907,5552,nan,Defensive
2013-14,Ole Miss,13,13,2470,3683,61,113,36,661,7011,nan,Offense
2013-14,Ole Miss,0,13,2014,2802,136,141,43,680,5816,nan,Defensive
2014-15,Ole Miss,13,13,2021,3427,371,140,21,629,6585,nan,Offense
2014-15,Ole Miss,0,13,1780,2497,190,66,27,893,5453,nan,Defensive
2015-16,Ole Miss,13,13,2380,4351,356,112,2,602,7803,nan,Offense
2015-16,Ole Miss,0,13,1652,3364,188,107,20,765,6103,nan,Defensive
2016-17,Ole Miss,12,12,1793,3779,150,60,65,839,6686,nan,Offense
2016-17,Ole Miss,0,12,2956,2579,132,177,91,921,6856,nan,Defensive
2017-18,Ole Miss,12,12,1607,3941,104,47,nan,939,6638,nan,Offense
2017-18,Ole Miss,0,12,2944,2570,258,109,22,1038,6941,nan,Defensive
2013-14,Ole Miss,13,13,2470,3683,61,113,36,661,7011,nan,Offense
2013-14,Ole Miss,0,13,2014,2802,136,141,43,680,5816,nan,Defensive
2014-15,Ole Miss,13,13,2021,3427,371,140,21,629,6585,nan,Offense
2014-15,Ole Miss,0,13,1780,2497,190,66,27,893,5453,nan,Defensive
2015-16,Ole Miss,13,13,2380,4351,356,112,2,602,7803,nan,Offense
2015-16,Ole Miss,0,13,1652,3364,188,107,20,765,6103,nan,Defensive
2016-17,Ole Miss,12,12,1793,3779,150,60,65,839,6686,nan,Offense
2016-17,Ole Miss,0,12,2956,2579,132,177,91,921,6856,nan,Defensive
2017-18,Ole Miss,12,12,1607,3941,104,47,nan,939,6638,nan,Offense
2017-18,Ole Miss,0,12,2944,2570,258,109,22,1038,6941,nan,Defensive
2013-14,Ole Miss,13,13,2470,3683,61,113,36,661,7011,nan,Offense
2013-14,Ole Miss,0,13,2014,2802,136,141,43,680,5816,nan,Defensive
2014-15,Ole Miss,13,13,2021,3427,371,140,21,629,6585,nan,Offense
2014-15,Ole Miss,0,13,1780,2497,190,66,27,893,5453,nan,Defensive
2015-16,Ole Miss,13,13,2380,4351,356,112,2,602,7803,nan,Offense
2015-16,Ole Miss,0,13,1652,3364,188,107,20,765,6103,nan,Defensive
2016-17,Ole Miss,12,12,1793,3779,150,60,65,839,6686,nan,Offense
2016-17,Ole Miss,0,12,2956,2579,132,177,91,921,6856,nan,Defensive
2017-18,Ole Miss,12,12,1607,3941,104,47,nan,939,6638,nan,Offense
2017-18,Ole Miss,0,12,2944,2570,258,109,22,1038,6941,nan,Defensive
2013-14,Oklahoma St.,13,13,2231,3603,337,403,132,871,7577,nan,Offense
2013-14,Oklahoma St.,0,13,1851,3153,140,199,76,1237,6798,nan,Defensive
2014-15,Oklahoma St.,13,13,1776,3149,155,293,nan,1024,6397,nan,Offense
2014-15,Oklahoma St.,0,13,2117,3499,184,79,46,1178,7103,nan,Defensive
2015-16,Oklahoma St.,13,13,1649,4591,256,160,28,868,7552,nan,Offense
2015-16,Oklahoma St.,0,13,2430,3278,178,94,43,1611,7634,nan,Defensive
2016-17,Oklahoma St.,13,13,2221,4211,193,152,23,557,7357,nan,Offense
2016-17,Oklahoma St.,0,13,2515,3287,54,15,21,969,6852,nan,Defensive
2017-18,Oklahoma St.,12,12,2200,4708,214,78,82,510,7792,nan,Offense
2017-18,Oklahoma St.,0,12,1581,3222,151,76,26,1173,6229,nan,Defensive
2013-14,Ole Miss,13,13,2470,3683,61,113,36,661,7011,nan,Offense
2013-14,Ole Miss,0,13,2014,2802,136,141,43,680,5816,nan,Defensive
2014-15,Ole Miss,13,13,2021,3427,371,140,21,629,6585,nan,Offense
2014-15,Ole Miss,0,13,1780,2497,190,66,27,893,5453,nan,Defensive
2015-16,Ole Miss,13,13,2380,4351,356,112,2,602,7803,nan,Offense
2015-16,Ole Miss,0,13,1652,3364,188,107,20,765,6103,nan,Defensive
2016-17,Ole Miss,12,12,1793,3779,150,60,65,839,6686,nan,Offense
2016-17,Ole Miss,0,12,2956,2579,132,177,91,921,6856,nan,Defensive
2017-18,Ole Miss,12,12,1607,3941,104,47,nan,939,6638,nan,Offense
2017-18,Ole Miss,0,12,2944,2570,258,109,22,1038,6941,nan,Defensive
2013-14,Old Dominion,12,12,1915,4313,74,91,28,1032,7456,nan,Offense
2013-14,Old Dominion,0,12,2363,3063,68,372,26,1178,7080,nan,Defensive
2014-15,Old Dominion,11,11,1587,3228,nan,99,25,637,5576,nan,Offense
2014-15,Old Dominion,0,11,2463,2623,146,170,15,1023,6440,nan,Defensive
2015-16,Old Dominion,12,12,1821,2634,114,34,63,951,5631,nan,Offense
2015-16,Old Dominion,0,12,2440,2807,23,235,120,1016,6641,nan,Defensive
2016-17,Old Dominion,13,13,2559,3042,76,204,72,881,6834,nan,Offense
2016-17,Old Dominion,0,13,2043,2944,80,133,nan,1144,6344,nan,Defensive
2017-18,Old Dominion,12,12,1967,2021,76,210,56,872,5213,nan,Offense
2017-18,Old Dominion,0,12,2450,2682,99,127,15,744,6155,nan,Defensive
2013-14,Old Dominion,12,12,1915,4313,74,91,28,1032,7456,nan,Offense
2013-14,Old Dominion,0,12,2363,3063,68,372,26,1178,7080,nan,Defensive
2014-15,Old Dominion,11,11,1587,3228,nan,99,25,637,5576,nan,Offense
2014-15,Old Dominion,0,11,2463,2623,146,170,15,1023,6440,nan,Defensive
2015-16,Old Dominion,12,12,1821,2634,114,34,63,951,5631,nan,Offense
2015-16,Old Dominion,0,12,2440,2807,23,235,120,1016,6641,nan,Defensive
2016-17,Old Dominion,13,13,2559,3042,76,204,72,881,6834,nan,Offense
2016-17,Old Dominion,0,13,2043,2944,80,133,nan,1144,6344,nan,Defensive
2017-18,Old Dominion,12,12,1967,2021,76,210,56,872,5213,nan,Offense
2017-18,Old Dominion,0,12,2450,2682,99,127,15,744,6155,nan,Defensive
2013-14,Old Dominion,12,12,1915,4313,74,91,28,1032,7456,nan,Offense
2013-14,Old Dominion,0,12,2363,3063,68,372,26,1178,7080,nan,Defensive
2014-15,Old Dominion,11,11,1587,3228,nan,99,25,637,5576,nan,Offense
2014-15,Old Dominion,0,11,2463,2623,146,170,15,1023,6440,nan,Defensive
2015-16,Old Dominion,12,12,1821,2634,114,34,63,951,5631,nan,Offense
2015-16,Old Dominion,0,12,2440,2807,23,235,120,1016,6641,nan,Defensive
2016-17,Old Dominion,13,13,2559,3042,76,204,72,881,6834,nan,Offense
2016-17,Old Dominion,0,13,2043,2944,80,133,nan,1144,6344,nan,Defensive
2017-18,Old Dominion,12,12,1967,2021,76,210,56,872,5213,nan,Offense
