Year,Team,GP,G,FF,FRet,FRetTD,FRetYds,OffenseDefense
2015-16,Middle Tenn.,13,13,12,1,1,3,Offense
2015-16,Middle Tenn.,0,13,19,2,nan,24,Defensive
2016-17,Middle Tenn.,13,13,11,1,nan,6,Offense
2016-17,Middle Tenn.,0,13,8,2,nan,67,Defensive
2017-18,Middle Tenn.,12,12,3,1,1,40,Offense
2017-18,Middle Tenn.,0,12,9,1,nan,18,Defensive
2013-14,Middle Tenn.,13,13,24,4,1,39,Offense
2013-14,Middle Tenn.,0,13,11,2,nan,22,Defensive
2014-15,Middle Tenn.,12,12,13,1,1,20,Offense
2014-15,Middle Tenn.,0,12,15,2,1,64,Defensive
2015-16,Middle Tenn.,13,13,12,1,1,3,Offense
2015-16,Middle Tenn.,0,13,19,2,nan,24,Defensive
2016-17,Middle Tenn.,13,13,11,1,nan,6,Offense
2016-17,Middle Tenn.,0,13,8,2,nan,67,Defensive
2017-18,Middle Tenn.,12,12,3,1,1,40,Offense
2017-18,Middle Tenn.,0,12,9,1,nan,18,Defensive
2013-14,Middle Tenn.,13,13,24,4,1,39,Offense
2013-14,Middle Tenn.,0,13,11,2,nan,22,Defensive
2014-15,Middle Tenn.,12,12,13,1,1,20,Offense
2014-15,Middle Tenn.,0,12,15,2,1,64,Defensive
2015-16,Middle Tenn.,13,13,12,1,1,3,Offense
2015-16,Middle Tenn.,0,13,19,2,nan,24,Defensive
2016-17,Middle Tenn.,13,13,11,1,nan,6,Offense
2016-17,Middle Tenn.,0,13,8,2,nan,67,Defensive
2017-18,Middle Tenn.,12,12,3,1,1,40,Offense
2017-18,Middle Tenn.,0,12,9,1,nan,18,Defensive
2013-14,Michigan,13,13,8,1,1,24,Offense
2013-14,Michigan,0,13,10,2,1,47,Defensive
2014-15,Michigan,12,12,5,1,nan,2,Offense
2014-15,Michigan,0,12,8,2,1,41,Defensive
2015-16,Michigan,13,13,5,1,nan,18,Offense
2015-16,Michigan,0,13,10,2,1,42,Defensive
2016-17,Michigan,13,13,8,1,nan,9,Offense
2016-17,Michigan,0,13,8,1,1,18,Defensive
2017-18,Michigan,12,12,10,nan,1,nan,Offense
2017-18,Michigan,0,12,11,nan,nan,nan,Defensive
2013-14,Michigan,13,13,8,1,1,24,Offense
2013-14,Michigan,0,13,10,2,1,47,Defensive
2014-15,Michigan,12,12,5,1,nan,2,Offense
2014-15,Michigan,0,12,8,2,1,41,Defensive
2015-16,Michigan,13,13,5,1,nan,18,Offense
2015-16,Michigan,0,13,10,2,1,42,Defensive
2016-17,Michigan,13,13,8,1,nan,9,Offense
2016-17,Michigan,0,13,8,1,1,18,Defensive
2017-18,Michigan,12,12,10,nan,1,nan,Offense
2017-18,Michigan,0,12,11,nan,nan,nan,Defensive
2013-14,Michigan,13,13,8,1,1,24,Offense
2013-14,Michigan,0,13,10,2,1,47,Defensive
2014-15,Michigan,12,12,5,1,nan,2,Offense
2014-15,Michigan,0,12,8,2,1,41,Defensive
2015-16,Michigan,13,13,5,1,nan,18,Offense
2015-16,Michigan,0,13,10,2,1,42,Defensive
2016-17,Michigan,13,13,8,1,nan,9,Offense
2016-17,Michigan,0,13,8,1,1,18,Defensive
2017-18,Michigan,12,12,10,nan,1,nan,Offense
2017-18,Michigan,0,12,11,nan,nan,nan,Defensive
2013-14,Michigan,13,13,8,1,1,24,Offense
2013-14,Michigan,0,13,10,2,1,47,Defensive
2014-15,Michigan,12,12,5,1,nan,2,Offense
2014-15,Michigan,0,12,8,2,1,41,Defensive
2015-16,Michigan,13,13,5,1,nan,18,Offense
2015-16,Michigan,0,13,10,2,1,42,Defensive
2016-17,Michigan,13,13,8,1,nan,9,Offense
2016-17,Michigan,0,13,8,1,1,18,Defensive
2017-18,Michigan,12,12,10,nan,1,nan,Offense
2017-18,Michigan,0,12,11,nan,nan,nan,Defensive
2013-14,New Mexico,12,12,14,2,1,45,Offense
2013-14,New Mexico,0,12,11,1,nan,4,Defensive
2014-15,New Mexico,12,12,10,1,1,42,Offense
2014-15,New Mexico,0,12,9,2,nan,32,Defensive
2015-16,New Mexico,13,13,6,1,2,77,Offense
2015-16,New Mexico,0,13,8,nan,nan,nan,Defensive
2016-17,New Mexico,13,13,4,1,1,46,Offense
2016-17,New Mexico,0,13,10,3,nan,19,Defensive
2017-18,New Mexico,12,12,11,1,nan,7,Offense
2017-18,New Mexico,0,12,12,4,1,90,Defensive
2013-14,Nevada,12,12,7,1,1,2,Offense
2013-14,Nevada,0,12,7,2,nan,50,Defensive
2014-15,Nevada,13,13,14,4,nan,28,Offense
2014-15,Nevada,0,13,6,nan,nan,nan,Defensive
2015-16,Nevada,13,13,9,4,1,43,Offense
2015-16,Nevada,0,13,7,2,2,80,Defensive
2016-17,Nevada,12,12,15,1,1,19,Offense
2016-17,Nevada,0,12,4,1,nan,30,Defensive
2017-18,Nevada,12,12,17,3,nan,38,Offense
2017-18,Nevada,0,12,13,1,nan,53,Defensive
2013-14,Nevada,12,12,7,1,1,2,Offense
2013-14,Nevada,0,12,7,2,nan,50,Defensive
2014-15,Nevada,13,13,14,4,nan,28,Offense
2014-15,Nevada,0,13,6,nan,nan,nan,Defensive
2015-16,Nevada,13,13,9,4,1,43,Offense
2015-16,Nevada,0,13,7,2,2,80,Defensive
2016-17,Nevada,12,12,15,1,1,19,Offense
2016-17,Nevada,0,12,4,1,nan,30,Defensive
2017-18,Nevada,12,12,17,3,nan,38,Offense
2017-18,Nevada,0,12,13,1,nan,53,Defensive
2013-14,Nevada,12,12,7,1,1,2,Offense
2013-14,Nevada,0,12,7,2,nan,50,Defensive
2014-15,Nevada,13,13,14,4,nan,28,Offense
2014-15,Nevada,0,13,6,nan,nan,nan,Defensive
2015-16,Nevada,13,13,9,4,1,43,Offense
2015-16,Nevada,0,13,7,2,2,80,Defensive
2016-17,Nevada,12,12,15,1,1,19,Offense
2016-17,Nevada,0,12,4,1,nan,30,Defensive
2017-18,Nevada,12,12,17,3,nan,38,Offense
2017-18,Nevada,0,12,13,1,nan,53,Defensive
2013-14,Nevada,12,12,7,1,1,2,Offense
2013-14,Nevada,0,12,7,2,nan,50,Defensive
2014-15,Nevada,13,13,14,4,nan,28,Offense
2014-15,Nevada,0,13,6,nan,nan,nan,Defensive
2015-16,Nevada,13,13,9,4,1,43,Offense
2015-16,Nevada,0,13,7,2,2,80,Defensive
2016-17,Nevada,12,12,15,1,1,19,Offense
2016-17,Nevada,0,12,4,1,nan,30,Defensive
2017-18,Nevada,12,12,17,3,nan,38,Offense
2017-18,Nevada,0,12,13,1,nan,53,Defensive
2013-14,Nebraska,13,13,10,2,nan,5,Offense
2013-14,Nebraska,0,13,24,nan,nan,nan,Defensive
2014-15,Nebraska,13,13,14,4,2,77,Offense
2014-15,Nebraska,0,13,13,3,nan,64,Defensive
2015-16,Nebraska,13,13,7,1,nan,1,Offense
2015-16,Nebraska,0,13,7,1,nan,27,Defensive
2016-17,Nebraska,13,13,4,2,nan,12,Offense
2016-17,Nebraska,0,13,5,1,nan,34,Defensive
2017-18,Nebraska,12,12,5,nan,nan,nan,Offense
2017-18,Nebraska,0,12,9,1,nan,5,Defensive
2013-14,Nebraska,13,13,10,2,nan,5,Offense
2013-14,Nebraska,0,13,24,nan,nan,nan,Defensive
2014-15,Nebraska,13,13,14,4,2,77,Offense
2014-15,Nebraska,0,13,13,3,nan,64,Defensive
2015-16,Nebraska,13,13,7,1,nan,1,Offense
2015-16,Nebraska,0,13,7,1,nan,27,Defensive
2016-17,Nebraska,13,13,4,2,nan,12,Offense
2016-17,Nebraska,0,13,5,1,nan,34,Defensive
2017-18,Nebraska,12,12,5,nan,nan,nan,Offense
2017-18,Nebraska,0,12,9,1,nan,5,Defensive
2013-14,Nebraska,13,13,10,2,nan,5,Offense
2013-14,Nebraska,0,13,24,nan,nan,nan,Defensive
2014-15,Nebraska,13,13,14,4,2,77,Offense
2014-15,Nebraska,0,13,13,3,nan,64,Defensive
2015-16,Nebraska,13,13,7,1,nan,1,Offense
2015-16,Nebraska,0,13,7,1,nan,27,Defensive
2016-17,Nebraska,13,13,4,2,nan,12,Offense
2016-17,Nebraska,0,13,5,1,nan,34,Defensive
2017-18,Nebraska,12,12,5,nan,nan,nan,Offense
2017-18,Nebraska,0,12,9,1,nan,5,Defensive
2013-14,Nebraska,13,13,10,2,nan,5,Offense
2013-14,Nebraska,0,13,24,nan,nan,nan,Defensive
2014-15,Nebraska,13,13,14,4,2,77,Offense
2014-15,Nebraska,0,13,13,3,nan,64,Defensive
2015-16,Nebraska,13,13,7,1,nan,1,Offense
2015-16,Nebraska,0,13,7,1,nan,27,Defensive
2016-17,Nebraska,13,13,4,2,nan,12,Offense
2016-17,Nebraska,0,13,5,1,nan,34,Defensive
2017-18,Nebraska,12,12,5,nan,nan,nan,Offense
2017-18,Nebraska,0,12,9,1,nan,5,Defensive
2013-14,Navy,13,13,12,nan,nan,nan,Offense
2013-14,Navy,0,13,10,4,1,78,Defensive
2014-15,Navy,13,13,9,1,nan,nan,Offense
2014-15,Navy,0,13,14,2,3,63,Defensive
2015-16,Navy,13,13,17,1,1,54,Offense
2015-16,Navy,0,13,7,1,1,22,Defensive
2016-17,Navy,14,14,17,1,1,2,Offense
2016-17,Navy,0,14,9,1,1,86,Defensive
2017-18,Navy,12,12,8,1,nan,41,Offense
2017-18,Navy,0,12,8,2,1,54,Defensive
2013-14,Navy,13,13,12,nan,nan,nan,Offense
2013-14,Navy,0,13,10,4,1,78,Defensive
2014-15,Navy,13,13,9,1,nan,nan,Offense
2014-15,Navy,0,13,14,2,3,63,Defensive
2015-16,Navy,13,13,17,1,1,54,Offense
2015-16,Navy,0,13,7,1,1,22,Defensive
2016-17,Navy,14,14,17,1,1,2,Offense
2016-17,Navy,0,14,9,1,1,86,Defensive
2017-18,Navy,12,12,8,1,nan,41,Offense
2017-18,Navy,0,12,8,2,1,54,Defensive
2013-14,Navy,13,13,12,nan,nan,nan,Offense
2013-14,Navy,0,13,10,4,1,78,Defensive
2014-15,Navy,13,13,9,1,nan,nan,Offense
2014-15,Navy,0,13,14,2,3,63,Defensive
2015-16,Navy,13,13,17,1,1,54,Offense
2015-16,Navy,0,13,7,1,1,22,Defensive
2016-17,Navy,14,14,17,1,1,2,Offense
2016-17,Navy,0,14,9,1,1,86,Defensive
2017-18,Navy,12,12,8,1,nan,41,Offense
2017-18,Navy,0,12,8,2,1,54,Defensive
2013-14,Navy,13,13,12,nan,nan,nan,Offense
2013-14,Navy,0,13,10,4,1,78,Defensive
2014-15,Navy,13,13,9,1,nan,nan,Offense
2014-15,Navy,0,13,14,2,3,63,Defensive
2015-16,Navy,13,13,17,1,1,54,Offense
2015-16,Navy,0,13,7,1,1,22,Defensive
2016-17,Navy,14,14,17,1,1,2,Offense
2016-17,Navy,0,14,9,1,1,86,Defensive
2017-18,Navy,12,12,8,1,nan,41,Offense
2017-18,Navy,0,12,8,2,1,54,Defensive
2013-14,NC State,12,12,12,2,nan,5,Offense
2013-14,NC State,0,12,8,2,nan,17,Defensive
2014-15,NC State,13,13,14,nan,nan,nan,Offense
2014-15,NC State,0,13,14,3,2,83,Defensive
2015-16,NC State,13,13,14,1,nan,14,Offense
2015-16,NC State,0,13,9,1,1,29,Defensive
2016-17,NC State,13,13,15,2,nan,71,Offense
2016-17,NC State,0,13,8,1,nan,5,Defensive
2017-18,NC State,12,12,6,nan,nan,nan,Offense
2017-18,NC State,0,12,6,1,nan,14,Defensive
2013-14,NC State,12,12,12,2,nan,5,Offense
2013-14,NC State,0,12,8,2,nan,17,Defensive
2014-15,NC State,13,13,14,nan,nan,nan,Offense
2014-15,NC State,0,13,14,3,2,83,Defensive
2015-16,NC State,13,13,14,1,nan,14,Offense
2015-16,NC State,0,13,9,1,1,29,Defensive
2016-17,NC State,13,13,15,2,nan,71,Offense
2016-17,NC State,0,13,8,1,nan,5,Defensive
2017-18,NC State,12,12,6,nan,nan,nan,Offense
2017-18,NC State,0,12,6,1,nan,14,Defensive
2013-14,NC State,12,12,12,2,nan,5,Offense
2013-14,NC State,0,12,8,2,nan,17,Defensive
2014-15,NC State,13,13,14,nan,nan,nan,Offense
2014-15,NC State,0,13,14,3,2,83,Defensive
2015-16,NC State,13,13,14,1,nan,14,Offense
2015-16,NC State,0,13,9,1,1,29,Defensive
2016-17,NC State,13,13,15,2,nan,71,Offense
2016-17,NC State,0,13,8,1,nan,5,Defensive
2017-18,NC State,12,12,6,nan,nan,nan,Offense
2017-18,NC State,0,12,6,1,nan,14,Defensive
2013-14,NC State,12,12,12,2,nan,5,Offense
2013-14,NC State,0,12,8,2,nan,17,Defensive
2014-15,NC State,13,13,14,nan,nan,nan,Offense
2014-15,NC State,0,13,14,3,2,83,Defensive
2015-16,NC State,13,13,14,1,nan,14,Offense
2015-16,NC State,0,13,9,1,1,29,Defensive
2016-17,NC State,13,13,15,2,nan,71,Offense
2016-17,NC State,0,13,8,1,nan,5,Defensive
2017-18,NC State,12,12,6,nan,nan,nan,Offense
2017-18,NC State,0,12,6,1,nan,14,Defensive
2013-14,Northern Ill.,14,14,14,1,nan,nan,Offense
2013-14,Northern Ill.,0,14,9,2,1,52,Defensive
2014-15,Northern Ill.,14,14,15,1,nan,9,Offense
2014-15,Northern Ill.,0,14,12,3,1,22,Defensive
2015-16,Northern Ill.,14,14,6,nan,nan,nan,Offense
2015-16,Northern Ill.,0,14,14,2,1,107,Defensive
2016-17,Northern Ill.,12,12,5,nan,nan,nan,Offense
2016-17,Northern Ill.,0,12,6,nan,nan,nan,Defensive
2017-18,Northern Ill.,12,12,7,2,2,74,Offense
2017-18,Northern Ill.,0,12,16,1,nan,38,Defensive
2013-14,Northern Ill.,14,14,14,1,nan,nan,Offense
2013-14,Northern Ill.,0,14,9,2,1,52,Defensive
2014-15,Northern Ill.,14,14,15,1,nan,9,Offense
2014-15,Northern Ill.,0,14,12,3,1,22,Defensive
2015-16,Northern Ill.,14,14,6,nan,nan,nan,Offense
2015-16,Northern Ill.,0,14,14,2,1,107,Defensive
2016-17,Northern Ill.,12,12,5,nan,nan,nan,Offense
2016-17,Northern Ill.,0,12,6,nan,nan,nan,Defensive
2017-18,Northern Ill.,12,12,7,2,2,74,Offense
2017-18,Northern Ill.,0,12,16,1,nan,38,Defensive
2013-14,North Texas,13,13,17,1,1,55,Offense
2013-14,North Texas,0,13,9,3,3,100,Defensive
2014-15,North Texas,12,12,10,3,2,40,Offense
2014-15,North Texas,0,12,12,2,1,104,Defensive
2015-16,North Texas,12,12,12,2,2,58,Offense
2015-16,North Texas,0,12,18,1,1,26,Defensive
2016-17,North Texas,13,13,12,nan,nan,nan,Offense
2016-17,North Texas,0,13,13,2,nan,64,Defensive
2017-18,North Texas,13,13,7,1,nan,27,Offense
2017-18,North Texas,0,13,14,2,1,67,Defensive
2013-14,North Texas,13,13,17,1,1,55,Offense
2013-14,North Texas,0,13,9,3,3,100,Defensive
2014-15,North Texas,12,12,10,3,2,40,Offense
2014-15,North Texas,0,12,12,2,1,104,Defensive
2015-16,North Texas,12,12,12,2,2,58,Offense
2015-16,North Texas,0,12,18,1,1,26,Defensive
2016-17,North Texas,13,13,12,nan,nan,nan,Offense
2016-17,North Texas,0,13,13,2,nan,64,Defensive
2017-18,North Texas,13,13,7,1,nan,27,Offense
2017-18,North Texas,0,13,14,2,1,67,Defensive
2013-14,North Texas,13,13,17,1,1,55,Offense
2013-14,North Texas,0,13,9,3,3,100,Defensive
2014-15,North Texas,12,12,10,3,2,40,Offense
2014-15,North Texas,0,12,12,2,1,104,Defensive
2015-16,North Texas,12,12,12,2,2,58,Offense
2015-16,North Texas,0,12,18,1,1,26,Defensive
2016-17,North Texas,13,13,12,nan,nan,nan,Offense
2016-17,North Texas,0,13,13,2,nan,64,Defensive
2017-18,North Texas,13,13,7,1,nan,27,Offense
2017-18,North Texas,0,13,14,2,1,67,Defensive
2013-14,North Texas,13,13,17,1,1,55,Offense
2013-14,North Texas,0,13,9,3,3,100,Defensive
2014-15,North Texas,12,12,10,3,2,40,Offense
2014-15,North Texas,0,12,12,2,1,104,Defensive
2015-16,North Texas,12,12,12,2,2,58,Offense
2015-16,North Texas,0,12,18,1,1,26,Defensive
2016-17,North Texas,13,13,12,nan,nan,nan,Offense
2016-17,North Texas,0,13,13,2,nan,64,Defensive
2017-18,North Texas,13,13,7,1,nan,27,Offense
2017-18,North Texas,0,13,14,2,1,67,Defensive
2013-14,North Carolina,13,13,8,nan,nan,nan,Offense
2013-14,North Carolina,0,13,9,1,2,25,Defensive
2014-15,North Carolina,13,13,12,4,2,66,Offense
2014-15,North Carolina,0,13,11,2,1,33,Defensive
2015-16,North Carolina,14,14,12,2,nan,72,Offense
2015-16,North Carolina,0,14,16,1,nan,21,Defensive
2016-17,North Carolina,13,13,11,3,nan,30,Offense
2016-17,North Carolina,0,13,9,1,nan,9,Defensive
2017-18,North Carolina,12,12,12,3,1,107,Offense
2017-18,North Carolina,0,12,7,2,1,28,Defensive
2013-14,North Carolina,13,13,8,nan,nan,nan,Offense
2013-14,North Carolina,0,13,9,1,2,25,Defensive
2014-15,North Carolina,13,13,12,4,2,66,Offense
2014-15,North Carolina,0,13,11,2,1,33,Defensive
2015-16,North Carolina,14,14,12,2,nan,72,Offense
2015-16,North Carolina,0,14,16,1,nan,21,Defensive
2016-17,North Carolina,13,13,11,3,nan,30,Offense
2016-17,North Carolina,0,13,9,1,nan,9,Defensive
2017-18,North Carolina,12,12,12,3,1,107,Offense
2017-18,North Carolina,0,12,7,2,1,28,Defensive
2013-14,North Carolina,13,13,8,nan,nan,nan,Offense
2013-14,North Carolina,0,13,9,1,2,25,Defensive
2014-15,North Carolina,13,13,12,4,2,66,Offense
2014-15,North Carolina,0,13,11,2,1,33,Defensive
2015-16,North Carolina,14,14,12,2,nan,72,Offense
2015-16,North Carolina,0,14,16,1,nan,21,Defensive
2016-17,North Carolina,13,13,11,3,nan,30,Offense
2016-17,North Carolina,0,13,9,1,nan,9,Defensive
2017-18,North Carolina,12,12,12,3,1,107,Offense
2017-18,North Carolina,0,12,7,2,1,28,Defensive
2013-14,North Carolina,13,13,8,nan,nan,nan,Offense
2013-14,North Carolina,0,13,9,1,2,25,Defensive
2014-15,North Carolina,13,13,12,4,2,66,Offense
2014-15,North Carolina,0,13,11,2,1,33,Defensive
2015-16,North Carolina,14,14,12,2,nan,72,Offense
2015-16,North Carolina,0,14,16,1,nan,21,Defensive
2016-17,North Carolina,13,13,11,3,nan,30,Offense
2016-17,North Carolina,0,13,9,1,nan,9,Defensive
2017-18,North Carolina,12,12,12,3,1,107,Offense
2017-18,North Carolina,0,12,7,2,1,28,Defensive
2013-14,New Mexico St.,12,12,8,1,nan,-2,Offense
2013-14,New Mexico St.,0,12,11,1,1,50,Defensive
2014-15,New Mexico St.,12,12,9,nan,nan,nan,Offense
2014-15,New Mexico St.,0,12,12,1,nan,36,Defensive
2015-16,New Mexico St.,12,12,9,3,3,93,Offense
2015-16,New Mexico St.,0,12,10,1,2,30,Defensive
2016-17,New Mexico St.,12,12,13,3,1,67,Offense
2016-17,New Mexico St.,0,12,9,nan,nan,nan,Defensive
2017-18,New Mexico St.,12,12,13,2,nan,31,Offense
2017-18,New Mexico St.,0,12,10,2,1,33,Defensive
2013-14,New Mexico St.,12,12,8,1,nan,-2,Offense
2013-14,New Mexico St.,0,12,11,1,1,50,Defensive
2014-15,New Mexico St.,12,12,9,nan,nan,nan,Offense
2014-15,New Mexico St.,0,12,12,1,nan,36,Defensive
2015-16,New Mexico St.,12,12,9,3,3,93,Offense
2015-16,New Mexico St.,0,12,10,1,2,30,Defensive
2016-17,New Mexico St.,12,12,13,3,1,67,Offense
2016-17,New Mexico St.,0,12,9,nan,nan,nan,Defensive
2017-18,New Mexico St.,12,12,13,2,nan,31,Offense
2017-18,New Mexico St.,0,12,10,2,1,33,Defensive
2013-14,New Mexico St.,12,12,8,1,nan,-2,Offense
2013-14,New Mexico St.,0,12,11,1,1,50,Defensive
2014-15,New Mexico St.,12,12,9,nan,nan,nan,Offense
2014-15,New Mexico St.,0,12,12,1,nan,36,Defensive
2015-16,New Mexico St.,12,12,9,3,3,93,Offense
2015-16,New Mexico St.,0,12,10,1,2,30,Defensive
2016-17,New Mexico St.,12,12,13,3,1,67,Offense
2016-17,New Mexico St.,0,12,9,nan,nan,nan,Defensive
2017-18,New Mexico St.,12,12,13,2,nan,31,Offense
2017-18,New Mexico St.,0,12,10,2,1,33,Defensive
2013-14,New Mexico St.,12,12,8,1,nan,-2,Offense
2013-14,New Mexico St.,0,12,11,1,1,50,Defensive
2014-15,New Mexico St.,12,12,9,nan,nan,nan,Offense
2014-15,New Mexico St.,0,12,12,1,nan,36,Defensive
2015-16,New Mexico St.,12,12,9,3,3,93,Offense
2015-16,New Mexico St.,0,12,10,1,2,30,Defensive
2016-17,New Mexico St.,12,12,13,3,1,67,Offense
2016-17,New Mexico St.,0,12,9,nan,nan,nan,Defensive
2017-18,New Mexico St.,12,12,13,2,nan,31,Offense
2017-18,New Mexico St.,0,12,10,2,1,33,Defensive
2013-14,New Mexico,12,12,14,2,1,45,Offense
2013-14,New Mexico,0,12,11,1,nan,4,Defensive
2014-15,New Mexico,12,12,10,1,1,42,Offense
2014-15,New Mexico,0,12,9,2,nan,32,Defensive
2015-16,New Mexico,13,13,6,1,2,77,Offense
2015-16,New Mexico,0,13,8,nan,nan,nan,Defensive
2016-17,New Mexico,13,13,4,1,1,46,Offense
2016-17,New Mexico,0,13,10,3,nan,19,Defensive
2017-18,New Mexico,12,12,11,1,nan,7,Offense
2017-18,New Mexico,0,12,12,4,1,90,Defensive
2013-14,New Mexico,12,12,14,2,1,45,Offense
2013-14,New Mexico,0,12,11,1,nan,4,Defensive
2014-15,New Mexico,12,12,10,1,1,42,Offense
2014-15,New Mexico,0,12,9,2,nan,32,Defensive
2015-16,New Mexico,13,13,6,1,2,77,Offense
2015-16,New Mexico,0,13,8,nan,nan,nan,Defensive
2016-17,New Mexico,13,13,4,1,1,46,Offense
2016-17,New Mexico,0,13,10,3,nan,19,Defensive
2017-18,New Mexico,12,12,11,1,nan,7,Offense
2017-18,New Mexico,0,12,12,4,1,90,Defensive
2013-14,New Mexico,12,12,14,2,1,45,Offense
2013-14,New Mexico,0,12,11,1,nan,4,Defensive
2014-15,New Mexico,12,12,10,1,1,42,Offense
2014-15,New Mexico,0,12,9,2,nan,32,Defensive
2015-16,New Mexico,13,13,6,1,2,77,Offense
2015-16,New Mexico,0,13,8,nan,nan,nan,Defensive
2016-17,New Mexico,13,13,4,1,1,46,Offense
2016-17,New Mexico,0,13,10,3,nan,19,Defensive
2017-18,New Mexico,12,12,11,1,nan,7,Offense
2017-18,New Mexico,0,12,12,4,1,90,Defensive
2013-14,Ohio St.,14,14,12,nan,1,nan,Offense
2013-14,Ohio St.,0,14,12,nan,nan,nan,Defensive
2014-15,Ohio St.,15,15,16,5,4,102,Offense
2014-15,Ohio St.,0,15,12,3,nan,20,Defensive
2015-16,Ohio St.,13,13,8,2,1,15,Offense
2015-16,Ohio St.,0,13,11,nan,nan,nan,Defensive
2016-17,Ohio St.,13,13,7,3,nan,15,Offense
2016-17,Ohio St.,0,13,8,nan,1,-9,Defensive
2017-18,Ohio St.,13,13,11,3,1,23,Offense
2017-18,Ohio St.,0,13,8,3,1,82,Defensive
2013-14,Ohio St.,14,14,12,nan,1,nan,Offense
2013-14,Ohio St.,0,14,12,nan,nan,nan,Defensive
2014-15,Ohio St.,15,15,16,5,4,102,Offense
2014-15,Ohio St.,0,15,12,3,nan,20,Defensive
2015-16,Ohio St.,13,13,8,2,1,15,Offense
2015-16,Ohio St.,0,13,11,nan,nan,nan,Defensive
2016-17,Ohio St.,13,13,7,3,nan,15,Offense
2016-17,Ohio St.,0,13,8,nan,1,-9,Defensive
2017-18,Ohio St.,13,13,11,3,1,23,Offense
2017-18,Ohio St.,0,13,8,3,1,82,Defensive
2013-14,Ohio St.,14,14,12,nan,1,nan,Offense
2013-14,Ohio St.,0,14,12,nan,nan,nan,Defensive
2014-15,Ohio St.,15,15,16,5,4,102,Offense
2014-15,Ohio St.,0,15,12,3,nan,20,Defensive
2015-16,Ohio St.,13,13,8,2,1,15,Offense
2015-16,Ohio St.,0,13,11,nan,nan,nan,Defensive
2016-17,Ohio St.,13,13,7,3,nan,15,Offense
2016-17,Ohio St.,0,13,8,nan,1,-9,Defensive
2017-18,Ohio St.,13,13,11,3,1,23,Offense
2017-18,Ohio St.,0,13,8,3,1,82,Defensive
2013-14,Ohio St.,14,14,12,nan,1,nan,Offense
2013-14,Ohio St.,0,14,12,nan,nan,nan,Defensive
2014-15,Ohio St.,15,15,16,5,4,102,Offense
2014-15,Ohio St.,0,15,12,3,nan,20,Defensive
2015-16,Ohio St.,13,13,8,2,1,15,Offense
2015-16,Ohio St.,0,13,11,nan,nan,nan,Defensive
2016-17,Ohio St.,13,13,7,3,nan,15,Offense
2016-17,Ohio St.,0,13,8,nan,1,-9,Defensive
2017-18,Ohio St.,13,13,11,3,1,23,Offense
2017-18,Ohio St.,0,13,8,3,1,82,Defensive
2013-14,Ohio,13,13,8,1,2,18,Offense
2013-14,Ohio,0,13,15,1,nan,6,Defensive
2014-15,Ohio,12,12,6,4,nan,62,Offense
2014-15,Ohio,0,12,16,1,1,75,Defensive
2015-16,Ohio,13,13,14,3,1,75,Offense
2015-16,Ohio,0,13,5,1,nan,20,Defensive
2016-17,Ohio,14,14,21,1,1,2,Offense
2016-17,Ohio,0,14,16,1,nan,nan,Defensive
2017-18,Ohio,12,12,10,1,nan,34,Offense
2017-18,Ohio,0,12,12,3,2,66,Defensive
2013-14,Ohio,13,13,8,1,2,18,Offense
2013-14,Ohio,0,13,15,1,nan,6,Defensive
2014-15,Ohio,12,12,6,4,nan,62,Offense
2014-15,Ohio,0,12,16,1,1,75,Defensive
2015-16,Ohio,13,13,14,3,1,75,Offense
2015-16,Ohio,0,13,5,1,nan,20,Defensive
2016-17,Ohio,14,14,21,1,1,2,Offense
2016-17,Ohio,0,14,16,1,nan,nan,Defensive
2017-18,Ohio,12,12,10,1,nan,34,Offense
2017-18,Ohio,0,12,12,3,2,66,Defensive
2013-14,Ohio,13,13,8,1,2,18,Offense
2013-14,Ohio,0,13,15,1,nan,6,Defensive
2014-15,Ohio,12,12,6,4,nan,62,Offense
2014-15,Ohio,0,12,16,1,1,75,Defensive
2015-16,Ohio,13,13,14,3,1,75,Offense
2015-16,Ohio,0,13,5,1,nan,20,Defensive
2016-17,Ohio,14,14,21,1,1,2,Offense
2016-17,Ohio,0,14,16,1,nan,nan,Defensive
2017-18,Ohio,12,12,10,1,nan,34,Offense
2017-18,Ohio,0,12,12,3,2,66,Defensive
2013-14,Ohio,13,13,8,1,2,18,Offense
2013-14,Ohio,0,13,15,1,nan,6,Defensive
2014-15,Ohio,12,12,6,4,nan,62,Offense
2014-15,Ohio,0,12,16,1,1,75,Defensive
2015-16,Ohio,13,13,14,3,1,75,Offense
2015-16,Ohio,0,13,5,1,nan,20,Defensive
2016-17,Ohio,14,14,21,1,1,2,Offense
2016-17,Ohio,0,14,16,1,nan,nan,Defensive
2017-18,Ohio,12,12,10,1,nan,34,Offense
2017-18,Ohio,0,12,12,3,2,66,Defensive
2013-14,Notre Dame,13,13,6,1,nan,6,Offense
2013-14,Notre Dame,0,13,4,1,nan,5,Defensive
2014-15,Notre Dame,13,13,10,3,1,43,Offense
2014-15,Notre Dame,0,13,18,3,nan,4,Defensive
2015-16,Notre Dame,13,13,10,1,nan,17,Offense
2015-16,Notre Dame,0,13,15,4,1,61,Defensive
2016-17,Notre Dame,12,12,8,nan,nan,nan,Offense
2016-17,Notre Dame,0,12,9,1,1,1,Defensive
