Year,Team,GP,G,KO,KOYds,KOTB,KORet,KickRetTDs,KORetYds,OffenseDefense
2013-14,Mississippi St.,0,13,62,3783,32,44,nan,899,Defensive
2014-15,Mississippi St.,13,13,86,5295,26,27,1,536,Offense
2014-15,Mississippi St.,0,13,57,3474,28,58,nan,1038,Defensive
2015-16,Mississippi St.,13,13,85,5216,35,36,1,773,Offense
2015-16,Mississippi St.,0,13,63,3810,22,47,nan,857,Defensive
2016-17,Mississippi St.,13,13,72,4404,24,42,nan,868,Offense
2016-17,Mississippi St.,0,13,75,4571,31,42,nan,843,Defensive
2017-18,Mississippi St.,12,12,70,4466,43,23,nan,463,Offense
2017-18,Mississippi St.,0,12,52,3178,26,26,nan,470,Defensive
2013-14,Mississippi St.,13,13,,4293,25,28,nan,607,Offense
2013-14,Mississippi St.,0,13,,3783,32,44,nan,899,Defensive
2014-15,Mississippi St.,13,13,,5295,26,27,1,536,Offense
2014-15,Mississippi St.,0,13,,3474,28,58,nan,1038,Defensive
2015-16,Mississippi St.,13,13,,5216,35,36,1,773,Offense
2015-16,Mississippi St.,0,13,,3810,22,47,nan,857,Defensive
2016-17,Mississippi St.,13,13,,4404,24,42,nan,868,Offense
2016-17,Mississippi St.,0,13,,4571,31,42,nan,843,Defensive
2017-18,Mississippi St.,12,12,,4466,43,23,nan,463,Offense
2017-18,Mississippi St.,0,12,,3178,26,26,nan,470,Defensive
2013-14,Minnesota,13,13,,4233,22,40,1,884,Offense
2013-14,Minnesota,0,13,,3566,17,46,nan,946,Defensive
2014-15,Minnesota,13,13,,4448,38,36,1,825,Offense
2014-15,Minnesota,0,13,,3458,19,30,nan,566,Defensive
2015-16,Minnesota,13,13,,3561,27,40,nan,781,Offense
2015-16,Minnesota,0,13,,4026,24,25,nan,546,Defensive
2016-17,Minnesota,13,13,,4756,38,39,1,928,Offense
2016-17,Minnesota,0,13,,3469,17,31,nan,563,Defensive
2017-18,Minnesota,12,12,,3433,19,35,1,753,Offense
2017-18,Minnesota,0,12,,3383,19,35,nan,768,Defensive
2013-14,Minnesota,13,13,68,4233,22,40,1,884,Offense
2013-14,Minnesota,0,13,62,3566,17,46,nan,946,Defensive
2014-15,Minnesota,13,13,70,4448,38,36,1,825,Offense
2014-15,Minnesota,0,13,59,3458,19,30,nan,566,Defensive
2015-16,Minnesota,13,13,59,3561,27,40,nan,781,Offense
2015-16,Minnesota,0,13,68,4026,24,25,nan,546,Defensive
2016-17,Minnesota,13,13,77,4756,38,39,1,928,Offense
2016-17,Minnesota,0,13,59,3469,17,31,nan,563,Defensive
2017-18,Minnesota,12,12,56,3433,19,35,1,753,Offense
2017-18,Minnesota,0,12,55,3383,19,35,nan,768,Defensive
2013-14,Minnesota,13,13,68,4233,22,40,1,884,Offense
2013-14,Minnesota,0,13,62,3566,17,46,nan,946,Defensive
2014-15,Minnesota,13,13,70,4448,38,36,1,825,Offense
2014-15,Minnesota,0,13,59,3458,19,30,nan,566,Defensive
2015-16,Minnesota,13,13,59,3561,27,40,nan,781,Offense
2015-16,Minnesota,0,13,68,4026,24,25,nan,546,Defensive
2016-17,Minnesota,13,13,77,4756,38,39,1,928,Offense
2016-17,Minnesota,0,13,59,3469,17,31,nan,563,Defensive
2017-18,Minnesota,12,12,56,3433,19,35,1,753,Offense
2017-18,Minnesota,0,12,55,3383,19,35,nan,768,Defensive
2013-14,Middle Tenn.,13,13,71,4254,23,38,nan,821,Offense
2013-14,Middle Tenn.,0,13,68,4223,29,47,nan,1111,Defensive
2014-15,Middle Tenn.,12,12,68,3865,7,36,nan,808,Offense
2014-15,Middle Tenn.,0,12,69,4096,31,56,nan,1175,Defensive
2015-16,Middle Tenn.,13,13,79,4770,19,44,nan,947,Offense
2015-16,Middle Tenn.,0,13,68,4123,23,58,1,1369,Defensive
2016-17,Middle Tenn.,13,13,93,5556,25,30,nan,569,Offense
2016-17,Middle Tenn.,0,13,80,4967,47,65,nan,1365,Defensive
2017-18,Middle Tenn.,12,12,62,3946,36,23,nan,467,Offense
2017-18,Middle Tenn.,0,12,60,3717,36,25,nan,663,Defensive
2013-14,Middle Tenn.,13,13,,4254,23,38,nan,821,Offense
2013-14,Middle Tenn.,0,13,,4223,29,47,nan,1111,Defensive
2014-15,Middle Tenn.,12,12,,3865,7,36,nan,808,Offense
2014-15,Middle Tenn.,0,12,,4096,31,56,nan,1175,Defensive
2015-16,Middle Tenn.,13,13,,4770,19,44,nan,947,Offense
2015-16,Middle Tenn.,0,13,,4123,23,58,1,1369,Defensive
2016-17,Middle Tenn.,13,13,,5556,25,30,nan,569,Offense
2016-17,Middle Tenn.,0,13,,4967,47,65,nan,1365,Defensive
2017-18,Middle Tenn.,12,12,,3946,36,23,nan,467,Offense
2017-18,Middle Tenn.,0,12,,3717,36,25,nan,663,Defensive
2013-14,Middle Tenn.,13,13,,4254,23,38,nan,821,Offense
2013-14,Middle Tenn.,0,13,,4223,29,47,nan,1111,Defensive
2014-15,Middle Tenn.,12,12,,3865,7,36,nan,808,Offense
2014-15,Middle Tenn.,0,12,,4096,31,56,nan,1175,Defensive
2015-16,Middle Tenn.,13,13,,4770,19,44,nan,947,Offense
2015-16,Middle Tenn.,0,13,,4123,23,58,1,1369,Defensive
2016-17,Middle Tenn.,13,13,,5556,25,30,nan,569,Offense
2016-17,Middle Tenn.,0,13,,4967,47,65,nan,1365,Defensive
2017-18,Middle Tenn.,12,12,,3946,36,23,nan,467,Offense
2017-18,Middle Tenn.,0,12,,3717,36,25,nan,663,Defensive
2013-14,Middle Tenn.,13,13,71,4254,23,38,nan,821,Offense
2013-14,Middle Tenn.,0,13,68,4223,29,47,nan,1111,Defensive
2014-15,Middle Tenn.,12,12,68,3865,7,36,nan,808,Offense
2014-15,Middle Tenn.,0,12,69,4096,31,56,nan,1175,Defensive
2015-16,Middle Tenn.,13,13,79,4770,19,44,nan,947,Offense
2015-16,Middle Tenn.,0,13,68,4123,23,58,1,1369,Defensive
2016-17,Middle Tenn.,13,13,93,5556,25,30,nan,569,Offense
2016-17,Middle Tenn.,0,13,80,4967,47,65,nan,1365,Defensive
2017-18,Middle Tenn.,12,12,62,3946,36,23,nan,467,Offense
2017-18,Middle Tenn.,0,12,60,3717,36,25,nan,663,Defensive
2013-14,Michigan,13,13,76,4545,37,51,nan,1128,Offense
2013-14,Michigan,0,13,71,4368,20,34,nan,792,Defensive
2014-15,Michigan,12,12,53,3329,24,23,nan,457,Offense
2014-15,Michigan,0,12,59,3515,32,29,nan,620,Defensive
2015-16,Michigan,13,13,78,4791,34,28,1,795,Offense
2015-16,Michigan,0,13,48,2864,17,41,1,840,Defensive
2016-17,Michigan,13,13,95,6045,53,26,nan,486,Offense
2016-17,Michigan,0,13,42,2339,12,42,nan,928,Defensive
2017-18,Michigan,12,12,64,4035,31,29,nan,543,Offense
2017-18,Michigan,0,12,48,2988,17,33,nan,510,Defensive
2013-14,Michigan,13,13,,4545,37,51,nan,1128,Offense
2013-14,Michigan,0,13,,4368,20,34,nan,792,Defensive
2014-15,Michigan,12,12,,3329,24,23,nan,457,Offense
2014-15,Michigan,0,12,,3515,32,29,nan,620,Defensive
2015-16,Michigan,13,13,,4791,34,28,1,795,Offense
2015-16,Michigan,0,13,,2864,17,41,1,840,Defensive
2016-17,Michigan,13,13,,6045,53,26,nan,486,Offense
2016-17,Michigan,0,13,,2339,12,42,nan,928,Defensive
2017-18,Michigan,12,12,,4035,31,29,nan,543,Offense
2017-18,Michigan,0,12,,2988,17,33,nan,510,Defensive
2013-14,Michigan,13,13,76,4545,37,51,nan,1128,Offense
2013-14,Michigan,0,13,71,4368,20,34,nan,792,Defensive
2014-15,Michigan,12,12,53,3329,24,23,nan,457,Offense
2014-15,Michigan,0,12,59,3515,32,29,nan,620,Defensive
2015-16,Michigan,13,13,78,4791,34,28,1,795,Offense
2015-16,Michigan,0,13,48,2864,17,41,1,840,Defensive
2016-17,Michigan,13,13,95,6045,53,26,nan,486,Offense
2016-17,Michigan,0,13,42,2339,12,42,nan,928,Defensive
2017-18,Michigan,12,12,64,4035,31,29,nan,543,Offense
2017-18,Michigan,0,12,48,2988,17,33,nan,510,Defensive
2013-14,Michigan,13,13,,4545,37,51,nan,1128,Offense
2013-14,Michigan,0,13,,4368,20,34,nan,792,Defensive
2014-15,Michigan,12,12,,3329,24,23,nan,457,Offense
2014-15,Michigan,0,12,,3515,32,29,nan,620,Defensive
2015-16,Michigan,13,13,,4791,34,28,1,795,Offense
2015-16,Michigan,0,13,,2864,17,41,1,840,Defensive
2016-17,Michigan,13,13,,6045,53,26,nan,486,Offense
2016-17,Michigan,0,13,,2339,12,42,nan,928,Defensive
2017-18,Michigan,12,12,,4035,31,29,nan,543,Offense
2017-18,Michigan,0,12,,2988,17,33,nan,510,Defensive
2013-14,New Mexico,12,12,70,4336,19,67,3,1608,Offense
2013-14,New Mexico,0,12,86,4956,18,50,nan,1145,Defensive
2014-15,New Mexico,12,12,62,3851,37,44,2,985,Offense
2014-15,New Mexico,0,12,79,4712,29,23,nan,444,Defensive
2015-16,New Mexico,13,13,72,4603,50,38,1,871,Offense
2015-16,New Mexico,0,13,72,4319,30,21,nan,474,Defensive
2016-17,New Mexico,13,13,84,5381,69,38,1,864,Offense
2016-17,New Mexico,0,13,75,4547,33,13,nan,307,Defensive
2017-18,New Mexico,12,12,48,3062,39,43,1,906,Offense
2017-18,New Mexico,0,12,73,4439,26,9,nan,151,Defensive
2013-14,Nevada,12,12,,4109,22,37,nan,662,Offense
2013-14,Nevada,0,12,,4696,37,43,nan,886,Defensive
2014-15,Nevada,13,13,,4491,26,18,nan,389,Offense
2014-15,Nevada,0,13,,4168,44,46,nan,918,Defensive
2015-16,Nevada,13,13,,4114,28,31,1,752,Offense
2015-16,Nevada,0,13,,4467,39,36,1,903,Defensive
2016-17,Nevada,12,12,,3691,26,28,nan,571,Offense
2016-17,Nevada,0,12,,4212,37,33,nan,627,Defensive
2017-18,Nevada,12,12,,3757,30,41,nan,908,Offense
2017-18,Nevada,0,12,,4870,37,27,1,625,Defensive
2013-14,Nevada,12,12,,4109,22,37,nan,662,Offense
2013-14,Nevada,0,12,,4696,37,43,nan,886,Defensive
2014-15,Nevada,13,13,,4491,26,18,nan,389,Offense
2014-15,Nevada,0,13,,4168,44,46,nan,918,Defensive
2015-16,Nevada,13,13,,4114,28,31,1,752,Offense
2015-16,Nevada,0,13,,4467,39,36,1,903,Defensive
2016-17,Nevada,12,12,,3691,26,28,nan,571,Offense
2016-17,Nevada,0,12,,4212,37,33,nan,627,Defensive
2017-18,Nevada,12,12,,3757,30,41,nan,908,Offense
2017-18,Nevada,0,12,,4870,37,27,1,625,Defensive
2013-14,Nevada,12,12,67,4109,22,37,nan,662,Offense
2013-14,Nevada,0,12,76,4696,37,43,nan,886,Defensive
2014-15,Nevada,13,13,74,4491,26,18,nan,389,Offense
2014-15,Nevada,0,13,68,4168,44,46,nan,918,Defensive
2015-16,Nevada,13,13,67,4114,28,31,1,752,Offense
2015-16,Nevada,0,13,72,4467,39,36,1,903,Defensive
2016-17,Nevada,12,12,61,3691,26,28,nan,571,Offense
2016-17,Nevada,0,12,68,4212,37,33,nan,627,Defensive
2017-18,Nevada,12,12,61,3757,30,41,nan,908,Offense
2017-18,Nevada,0,12,78,4870,37,27,1,625,Defensive
2013-14,Nevada,12,12,67,4109,22,37,nan,662,Offense
2013-14,Nevada,0,12,76,4696,37,43,nan,886,Defensive
2014-15,Nevada,13,13,74,4491,26,18,nan,389,Offense
2014-15,Nevada,0,13,68,4168,44,46,nan,918,Defensive
2015-16,Nevada,13,13,67,4114,28,31,1,752,Offense
2015-16,Nevada,0,13,72,4467,39,36,1,903,Defensive
2016-17,Nevada,12,12,61,3691,26,28,nan,571,Offense
2016-17,Nevada,0,12,68,4212,37,33,nan,627,Defensive
2017-18,Nevada,12,12,61,3757,30,41,nan,908,Offense
2017-18,Nevada,0,12,78,4870,37,27,1,625,Defensive
2013-14,Nebraska,13,13,,4902,48,41,1,934,Offense
2013-14,Nebraska,0,13,,4120,24,28,nan,566,Defensive
2014-15,Nebraska,13,13,,5518,30,43,nan,894,Offense
2014-15,Nebraska,0,13,,3696,18,59,1,1248,Defensive
2015-16,Nebraska,13,13,,4838,32,35,nan,637,Offense
2015-16,Nebraska,0,13,,4216,30,47,nan,888,Defensive
2016-17,Nebraska,13,13,,4452,32,32,nan,687,Offense
2016-17,Nebraska,0,13,,3791,22,38,nan,840,Defensive
2017-18,Nebraska,12,12,,3784,28,38,1,859,Offense
2017-18,Nebraska,0,12,,4763,32,31,1,726,Defensive
2013-14,Nebraska,13,13,78,4902,48,41,1,934,Offense
2013-14,Nebraska,0,13,68,4120,24,28,nan,566,Defensive
2014-15,Nebraska,13,13,90,5518,30,43,nan,894,Offense
2014-15,Nebraska,0,13,65,3696,18,59,1,1248,Defensive
2015-16,Nebraska,13,13,80,4838,32,35,nan,637,Offense
2015-16,Nebraska,0,13,70,4216,30,47,nan,888,Defensive
2016-17,Nebraska,13,13,70,4452,32,32,nan,687,Offense
2016-17,Nebraska,0,13,61,3791,22,38,nan,840,Defensive
2017-18,Nebraska,12,12,61,3784,28,38,1,859,Offense
2017-18,Nebraska,0,12,78,4763,32,31,1,726,Defensive
2013-14,Nebraska,13,13,78,4902,48,41,1,934,Offense
2013-14,Nebraska,0,13,68,4120,24,28,nan,566,Defensive
2014-15,Nebraska,13,13,90,5518,30,43,nan,894,Offense
2014-15,Nebraska,0,13,65,3696,18,59,1,1248,Defensive
2015-16,Nebraska,13,13,80,4838,32,35,nan,637,Offense
2015-16,Nebraska,0,13,70,4216,30,47,nan,888,Defensive
2016-17,Nebraska,13,13,70,4452,32,32,nan,687,Offense
2016-17,Nebraska,0,13,61,3791,22,38,nan,840,Defensive
2017-18,Nebraska,12,12,61,3784,28,38,1,859,Offense
2017-18,Nebraska,0,12,78,4763,32,31,1,726,Defensive
2013-14,Nebraska,13,13,,4902,48,41,1,934,Offense
2013-14,Nebraska,0,13,,4120,24,28,nan,566,Defensive
2014-15,Nebraska,13,13,,5518,30,43,nan,894,Offense
2014-15,Nebraska,0,13,,3696,18,59,1,1248,Defensive
2015-16,Nebraska,13,13,,4838,32,35,nan,637,Offense
2015-16,Nebraska,0,13,,4216,30,47,nan,888,Defensive
2016-17,Nebraska,13,13,,4452,32,32,nan,687,Offense
2016-17,Nebraska,0,13,,3791,22,38,nan,840,Defensive
2017-18,Nebraska,12,12,,3784,28,38,1,859,Offense
2017-18,Nebraska,0,12,,4763,32,31,1,726,Defensive
2013-14,Navy,13,13,76,4642,16,32,nan,700,Offense
2013-14,Navy,0,13,56,3405,24,58,nan,1151,Defensive
2014-15,Navy,13,13,73,4556,20,41,nan,835,Offense
2014-15,Navy,0,13,68,4005,24,52,nan,1159,Defensive
2015-16,Navy,13,13,87,5298,20,32,nan,775,Offense
2015-16,Navy,0,13,55,3415,23,65,2,1502,Defensive
2016-17,Navy,14,14,90,5194,22,48,nan,1111,Offense
2016-17,Navy,0,14,84,5028,33,59,1,1008,Defensive
2017-18,Navy,12,12,62,3680,17,35,nan,694,Offense
2017-18,Navy,0,12,67,4023,27,42,nan,722,Defensive
2013-14,Navy,13,13,76,4642,16,32,nan,700,Offense
2013-14,Navy,0,13,56,3405,24,58,nan,1151,Defensive
2014-15,Navy,13,13,73,4556,20,41,nan,835,Offense
2014-15,Navy,0,13,68,4005,24,52,nan,1159,Defensive
2015-16,Navy,13,13,87,5298,20,32,nan,775,Offense
2015-16,Navy,0,13,55,3415,23,65,2,1502,Defensive
2016-17,Navy,14,14,90,5194,22,48,nan,1111,Offense
2016-17,Navy,0,14,84,5028,33,59,1,1008,Defensive
2017-18,Navy,12,12,62,3680,17,35,nan,694,Offense
2017-18,Navy,0,12,67,4023,27,42,nan,722,Defensive
2013-14,Navy,13,13,,4642,16,32,nan,700,Offense
2013-14,Navy,0,13,,3405,24,58,nan,1151,Defensive
2014-15,Navy,13,13,,4556,20,41,nan,835,Offense
2014-15,Navy,0,13,,4005,24,52,nan,1159,Defensive
2015-16,Navy,13,13,,5298,20,32,nan,775,Offense
2015-16,Navy,0,13,,3415,23,65,2,1502,Defensive
2016-17,Navy,14,14,,5194,22,48,nan,1111,Offense
2016-17,Navy,0,14,,5028,33,59,1,1008,Defensive
2017-18,Navy,12,12,,3680,17,35,nan,694,Offense
2017-18,Navy,0,12,,4023,27,42,nan,722,Defensive
2013-14,Navy,13,13,,4642,16,32,nan,700,Offense
2013-14,Navy,0,13,,3405,24,58,nan,1151,Defensive
2014-15,Navy,13,13,,4556,20,41,nan,835,Offense
2014-15,Navy,0,13,,4005,24,52,nan,1159,Defensive
2015-16,Navy,13,13,,5298,20,32,nan,775,Offense
2015-16,Navy,0,13,,3415,23,65,2,1502,Defensive
2016-17,Navy,14,14,,5194,22,48,nan,1111,Offense
2016-17,Navy,0,14,,5028,33,59,1,1008,Defensive
2017-18,Navy,12,12,,3680,17,35,nan,694,Offense
2017-18,Navy,0,12,,4023,27,42,nan,722,Defensive
2013-14,NC State,12,12,58,3528,29,44,nan,835,Offense
2013-14,NC State,0,12,69,4214,20,26,1,674,Defensive
2014-15,NC State,13,13,74,4707,47,36,nan,658,Offense
2014-15,NC State,0,13,68,4166,31,27,nan,508,Defensive
2015-16,NC State,13,13,74,4521,39,41,1,1053,Offense
2015-16,NC State,0,13,65,3992,24,30,nan,609,Defensive
2016-17,NC State,13,13,68,4180,16,37,1,858,Offense
2016-17,NC State,0,13,66,3933,23,47,nan,959,Defensive
2017-18,NC State,12,12,70,4080,19,32,nan,711,Offense
2017-18,NC State,0,12,61,3740,23,48,1,970,Defensive
2013-14,NC State,12,12,,3528,29,44,nan,835,Offense
2013-14,NC State,0,12,,4214,20,26,1,674,Defensive
2014-15,NC State,13,13,,4707,47,36,nan,658,Offense
2014-15,NC State,0,13,,4166,31,27,nan,508,Defensive
2015-16,NC State,13,13,,4521,39,41,1,1053,Offense
2015-16,NC State,0,13,,3992,24,30,nan,609,Defensive
2016-17,NC State,13,13,,4180,16,37,1,858,Offense
2016-17,NC State,0,13,,3933,23,47,nan,959,Defensive
2017-18,NC State,12,12,,4080,19,32,nan,711,Offense
2017-18,NC State,0,12,,3740,23,48,1,970,Defensive
2013-14,NC State,12,12,,3528,29,44,nan,835,Offense
2013-14,NC State,0,12,,4214,20,26,1,674,Defensive
2014-15,NC State,13,13,,4707,47,36,nan,658,Offense
2014-15,NC State,0,13,,4166,31,27,nan,508,Defensive
2015-16,NC State,13,13,,4521,39,41,1,1053,Offense
2015-16,NC State,0,13,,3992,24,30,nan,609,Defensive
2016-17,NC State,13,13,,4180,16,37,1,858,Offense
2016-17,NC State,0,13,,3933,23,47,nan,959,Defensive
2017-18,NC State,12,12,,4080,19,32,nan,711,Offense
2017-18,NC State,0,12,,3740,23,48,1,970,Defensive
2013-14,NC State,12,12,58,3528,29,44,nan,835,Offense
2013-14,NC State,0,12,69,4214,20,26,1,674,Defensive
2014-15,NC State,13,13,74,4707,47,36,nan,658,Offense
2014-15,NC State,0,13,68,4166,31,27,nan,508,Defensive
2015-16,NC State,13,13,74,4521,39,41,1,1053,Offense
2015-16,NC State,0,13,65,3992,24,30,nan,609,Defensive
2016-17,NC State,13,13,68,4180,16,37,1,858,Offense
2016-17,NC State,0,13,66,3933,23,47,nan,959,Defensive
2017-18,NC State,12,12,70,4080,19,32,nan,711,Offense
2017-18,NC State,0,12,61,3740,23,48,1,970,Defensive
2013-14,Northern Ill.,14,14,102,6089,32,46,1,1006,Offense
2013-14,Northern Ill.,0,14,71,4194,22,61,1,1234,Defensive
2014-15,Northern Ill.,14,14,88,5037,13,48,nan,946,Offense
2014-15,Northern Ill.,0,14,68,4069,16,71,2,1376,Defensive
2015-16,Northern Ill.,14,14,83,4762,16,55,2,1340,Offense
2015-16,Northern Ill.,0,14,84,5084,26,59,nan,996,Defensive
2016-17,Northern Ill.,12,12,68,4200,20,45,1,1034,Offense
2016-17,Northern Ill.,0,12,64,3793,16,44,nan,932,Defensive
2017-18,Northern Ill.,12,12,67,4049,19,33,nan,717,Offense
2017-18,Northern Ill.,0,12,56,3456,23,44,1,885,Defensive
2013-14,Northern Ill.,14,14,,6089,32,46,1,1006,Offense
2013-14,Northern Ill.,0,14,,4194,22,61,1,1234,Defensive
2014-15,Northern Ill.,14,14,,5037,13,48,nan,946,Offense
2014-15,Northern Ill.,0,14,,4069,16,71,2,1376,Defensive
2015-16,Northern Ill.,14,14,,4762,16,55,2,1340,Offense
2015-16,Northern Ill.,0,14,,5084,26,59,nan,996,Defensive
2016-17,Northern Ill.,12,12,,4200,20,45,1,1034,Offense
2016-17,Northern Ill.,0,12,,3793,16,44,nan,932,Defensive
2017-18,Northern Ill.,12,12,,4049,19,33,nan,717,Offense
2017-18,Northern Ill.,0,12,,3456,23,44,1,885,Defensive
2013-14,North Texas,13,13,,4952,38,36,1,858,Offense
2013-14,North Texas,0,13,,2926,11,41,nan,873,Defensive
2014-15,North Texas,12,12,,4186,23,33,1,767,Offense
2014-15,North Texas,0,12,,4114,29,41,nan,671,Defensive
2015-16,North Texas,12,12,,2510,15,52,nan,1090,Offense
2015-16,North Texas,0,12,,5264,29,24,nan,582,Defensive
2016-17,North Texas,13,13,,3794,34,48,nan,937,Offense
2016-17,North Texas,0,13,,4767,28,25,1,544,Defensive
2017-18,North Texas,13,13,,5562,40,40,nan,749,Offense
2017-18,North Texas,0,13,,4838,37,48,2,1133,Defensive
2013-14,North Texas,13,13,79,4952,38,36,1,858,Offense
2013-14,North Texas,0,13,48,2926,11,41,nan,873,Defensive
2014-15,North Texas,12,12,67,4186,23,33,1,767,Offense
2014-15,North Texas,0,12,65,4114,29,41,nan,671,Defensive
2015-16,North Texas,12,12,40,2510,15,52,nan,1090,Offense
2015-16,North Texas,0,12,87,5264,29,24,nan,582,Defensive
2016-17,North Texas,13,13,60,3794,34,48,nan,937,Offense
2016-17,North Texas,0,13,80,4767,28,25,1,544,Defensive
2017-18,North Texas,13,13,90,5562,40,40,nan,749,Offense
2017-18,North Texas,0,13,81,4838,37,48,2,1133,Defensive
2013-14,North Texas,13,13,,4952,38,36,1,858,Offense
2013-14,North Texas,0,13,,2926,11,41,nan,873,Defensive
2014-15,North Texas,12,12,,4186,23,33,1,767,Offense
2014-15,North Texas,0,12,,4114,29,41,nan,671,Defensive
2015-16,North Texas,12,12,,2510,15,52,nan,1090,Offense
2015-16,North Texas,0,12,,5264,29,24,nan,582,Defensive
2016-17,North Texas,13,13,,3794,34,48,nan,937,Offense
2016-17,North Texas,0,13,,4767,28,25,1,544,Defensive
2017-18,North Texas,13,13,,5562,40,40,nan,749,Offense
2017-18,North Texas,0,13,,4838,37,48,2,1133,Defensive
2013-14,North Texas,13,13,79,4952,38,36,1,858,Offense
2013-14,North Texas,0,13,48,2926,11,41,nan,873,Defensive
2014-15,North Texas,12,12,67,4186,23,33,1,767,Offense
2014-15,North Texas,0,12,65,4114,29,41,nan,671,Defensive
2015-16,North Texas,12,12,40,2510,15,52,nan,1090,Offense
2015-16,North Texas,0,12,87,5264,29,24,nan,582,Defensive
2016-17,North Texas,13,13,60,3794,34,48,nan,937,Offense
2016-17,North Texas,0,13,80,4767,28,25,1,544,Defensive
2017-18,North Texas,13,13,90,5562,40,40,nan,749,Offense
2017-18,North Texas,0,13,81,4838,37,48,2,1133,Defensive
2013-14,North Carolina,13,13,81,5073,23,49,2,1166,Offense
2013-14,North Carolina,0,13,67,4082,14,57,1,1317,Defensive
2014-15,North Carolina,13,13,76,4868,43,49,nan,1046,Offense
2014-15,North Carolina,0,13,89,5455,38,34,nan,592,Defensive
2015-16,North Carolina,14,14,103,6463,55,32,nan,663,Offense
2015-16,North Carolina,0,14,65,3960,32,43,nan,822,Defensive
2016-17,North Carolina,13,13,82,5231,47,33,2,890,Offense
2016-17,North Carolina,0,13,66,4110,32,34,nan,775,Defensive
2017-18,North Carolina,12,12,59,3748,30,43,2,1011,Offense
2017-18,North Carolina,0,12,74,4515,30,28,1,536,Defensive
2013-14,North Carolina,13,13,,5073,23,49,2,1166,Offense
2013-14,North Carolina,0,13,,4082,14,57,1,1317,Defensive
2014-15,North Carolina,13,13,,4868,43,49,nan,1046,Offense
2014-15,North Carolina,0,13,,5455,38,34,nan,592,Defensive
2015-16,North Carolina,14,14,,6463,55,32,nan,663,Offense
2015-16,North Carolina,0,14,,3960,32,43,nan,822,Defensive
2016-17,North Carolina,13,13,,5231,47,33,2,890,Offense
2016-17,North Carolina,0,13,,4110,32,34,nan,775,Defensive
2017-18,North Carolina,12,12,,3748,30,43,2,1011,Offense
2017-18,North Carolina,0,12,,4515,30,28,1,536,Defensive
2013-14,North Carolina,13,13,81,5073,23,49,2,1166,Offense
2013-14,North Carolina,0,13,67,4082,14,57,1,1317,Defensive
2014-15,North Carolina,13,13,76,4868,43,49,nan,1046,Offense
2014-15,North Carolina,0,13,89,5455,38,34,nan,592,Defensive
2015-16,North Carolina,14,14,103,6463,55,32,nan,663,Offense
2015-16,North Carolina,0,14,65,3960,32,43,nan,822,Defensive
2016-17,North Carolina,13,13,82,5231,47,33,2,890,Offense
2016-17,North Carolina,0,13,66,4110,32,34,nan,775,Defensive
2017-18,North Carolina,12,12,59,3748,30,43,2,1011,Offense
2017-18,North Carolina,0,12,74,4515,30,28,1,536,Defensive
2013-14,North Carolina,13,13,,5073,23,49,2,1166,Offense
2013-14,North Carolina,0,13,,4082,14,57,1,1317,Defensive
2014-15,North Carolina,13,13,,4868,43,49,nan,1046,Offense
2014-15,North Carolina,0,13,,5455,38,34,nan,592,Defensive
2015-16,North Carolina,14,14,,6463,55,32,nan,663,Offense
2015-16,North Carolina,0,14,,3960,32,43,nan,822,Defensive
2016-17,North Carolina,13,13,,5231,47,33,2,890,Offense
2016-17,North Carolina,0,13,,4110,32,34,nan,775,Defensive
2017-18,North Carolina,12,12,,3748,30,43,2,1011,Offense
2017-18,North Carolina,0,12,,4515,30,28,1,536,Defensive
2013-14,New Mexico St.,12,12,52,2736,13,48,nan,835,Offense
2013-14,New Mexico St.,0,12,95,5975,45,34,2,811,Defensive
2014-15,New Mexico St.,12,12,57,3242,12,34,nan,646,Offense
2014-15,New Mexico St.,0,12,87,5384,52,36,1,815,Defensive
2015-16,New Mexico St.,12,12,67,4134,33,33,nan,553,Offense
2015-16,New Mexico St.,0,12,94,5916,60,27,nan,597,Defensive
2016-17,New Mexico St.,12,12,59,3675,27,28,nan,491,Offense
2016-17,New Mexico St.,0,12,85,5439,55,29,1,768,Defensive
2017-18,New Mexico St.,12,12,68,4132,27,27,1,564,Offense
2017-18,New Mexico St.,0,12,69,4294,39,36,1,920,Defensive
2013-14,New Mexico St.,12,12,,2736,13,48,nan,835,Offense
2013-14,New Mexico St.,0,12,,5975,45,34,2,811,Defensive
2014-15,New Mexico St.,12,12,,3242,12,34,nan,646,Offense
2014-15,New Mexico St.,0,12,,5384,52,36,1,815,Defensive
2015-16,New Mexico St.,12,12,,4134,33,33,nan,553,Offense
2015-16,New Mexico St.,0,12,,5916,60,27,nan,597,Defensive
2016-17,New Mexico St.,12,12,,3675,27,28,nan,491,Offense
2016-17,New Mexico St.,0,12,,5439,55,29,1,768,Defensive
2017-18,New Mexico St.,12,12,,4132,27,27,1,564,Offense
2017-18,New Mexico St.,0,12,,4294,39,36,1,920,Defensive
2013-14,New Mexico St.,12,12,,2736,13,48,nan,835,Offense
2013-14,New Mexico St.,0,12,,5975,45,34,2,811,Defensive
2014-15,New Mexico St.,12,12,,3242,12,34,nan,646,Offense
2014-15,New Mexico St.,0,12,,5384,52,36,1,815,Defensive
2015-16,New Mexico St.,12,12,,4134,33,33,nan,553,Offense
2015-16,New Mexico St.,0,12,,5916,60,27,nan,597,Defensive
